	Ob.EPA.a_S122_L007_R1_001	Ob.c_S136_L007_R1_001	Ob.1012.c_S140_L007_R1_001	WT.EPA.e_S151_L007_R1_001
RE1834C_pos	7.718361626138354	8.14210705730255	7.6798319334398535	7.7524140999630795
RE1834M_pos	5.308156975114762	6.060263598738293	5.1925887215666435	2.5558161550616396
RE1834M_neg	5.308156975114762	6.060263598738293	5.1925887215666435	2.5558161550616396
RE1834X_pos	7.718361626138354	8.14210705730255	7.6798319334398535	7.7524140999630795
RE1834X_neg	7.718361626138354	8.14210705730255	7.6798319334398535	7.7524140999630795
RE1835C_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1835M_pos	5.308156975114762	6.060263598738293	5.1925887215666435	2.5558161550616396
RE1835M_neg	5.308156975114762	6.060263598738293	5.1925887215666435	2.5558161550616396
RE1835X_pos	7.718361626138354	8.14210705730255	7.6798319334398535	7.7524140999630795
RE1835X_neg	7.718361626138354	8.14210705730255	7.6798319334398535	7.7524140999630795
RE1836C_pos	0.0	0.0	0.0	0.0
RE1836C_neg	0.0	0.0	0.0	0.0
RE1836M_pos	11.38822183208117	11.563396500197658	11.225183331561821	11.15424218161718
RE1836M_neg	11.38822183208117	11.563396500197658	11.225183331561821	11.15424218161718
RE1836X_pos	11.38822183208117	11.563396500197658	11.225183331561821	11.15424218161718
RE1845C_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1845C_neg	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1845X_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1845X_neg	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1846C_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1846C_neg	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1846X_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1846X_neg	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE1860C_pos	0.0	0.0	0.0	0.0
RE1860C_neg	0.0	0.0	0.0	0.0
RE1860E_pos	0.0	0.0	0.0	0.0
RE1860E_neg	0.0	0.0	0.0	0.0
RE1897C_pos	0.0	0.0	0.0	0.0
RE1897C_neg	0.0	0.0	0.0	0.0
RE1898C_pos	0.0	0.0	0.0	0.0
RE1898C_neg	0.0	0.0	0.0	0.0
RE1899C_pos	0.0	0.0	0.0	0.0
RE1899C_neg	0.0	0.0	0.0	0.0
RE1901R_pos	0.0	0.0	0.0	0.0
RE1901R_neg	0.0	0.0	0.0	0.0
RE1903R_pos	0.0	0.0	0.0	0.0
RE1903R_neg	0.0	0.0	0.0	0.0
RE1904C_pos	0.0	0.0	0.0	0.0
RE1904R_pos	0.0	0.0	0.0	0.0
RE1905C_pos	0.0	0.0	0.0	0.0
RE1905R_pos	6.260590274730996	7.220233204382192	6.22881869049588	8.655673822820093
RE1906C_pos	0.0	0.0	0.0	0.0
RE1906R_pos	6.260590274730996	7.220233204382192	6.22881869049588	8.655673822820093
RE1907C_pos	0.0	0.0	0.0	0.0
RE1907C_neg	0.0	0.0	0.0	0.0
RE1915C_pos	0.0	0.0	0.0	0.0
RE1915C_neg	0.0	0.0	0.0	0.0
RE1916C_pos	0.0	0.0	0.0	0.0
RE1916C_neg	0.0	0.0	0.0	0.0
RE1916X_pos	0.0	0.0	0.0	0.0
RE1916X_neg	0.0	0.0	0.0	0.0
RE1917C_pos	0.0	0.0	0.0	0.0
RE1917C_neg	0.0	0.0	0.0	0.0
RE1918C_pos	0.0	0.0	0.0	0.0
RE1918C_neg	0.0	0.0	0.0	0.0
RE1919C_pos	0.0	0.0	0.0	0.0
RE1919C_neg	0.0	0.0	0.0	0.0
RE1920C_pos	0.0	0.0	0.0	0.0
RE1921C_pos	0.0	0.0	0.0	0.0
RE1921C_neg	0.0	0.0	0.0	0.0
RE1922C_pos	0.0	0.0	0.0	0.0
RE1923C_pos	0.0	0.0	0.0	0.0
RE1925C_pos	0.0	0.0	0.0	0.0
RE1925C_neg	0.0	0.0	0.0	0.0
RE1927C_pos	0.0	0.0	0.0	0.0
RE1927C_neg	0.0	0.0	0.0	0.0
RE1933C_pos	0.0	0.0	0.0	0.0
RE1933C_neg	0.0	0.0	0.0	0.0
RE1938C_pos	0.0	0.0	0.0	0.0
RE1938R_pos	0.0	0.0	0.0	0.0
RE1941C_pos	0.0	0.0	0.0	0.0
RE1941R_pos	0.0	0.0	0.0	0.0
RE1942C_pos	0.0	0.0	0.0	0.0
RE1942R_pos	0.0	0.0	0.0	0.0
RE1943C_pos	0.0	0.0	0.0	0.0
RE1943R_pos	0.0	0.0	0.0	0.0
RE1944C_pos	0.0	0.0	0.0	0.0
RE1944C_neg	0.0	0.0	0.0	0.0
RE1952C_pos	0.0	0.0	0.0	0.0
RE1952C_neg	0.0	0.0	0.0	0.0
RE1952R_pos	0.0	0.0	0.0	0.0
RE1952R_neg	0.0	0.0	0.0	0.0
RE1952X_pos	0.0	0.0	0.0	0.0
RE1952X_neg	0.0	0.0	0.0	0.0
RE1954C_pos	0.0	0.0	0.0	0.0
RE1954C_neg	0.0	0.0	0.0	0.0
RE1956C_pos	0.0	0.0	0.0	0.0
RE1956C_neg	0.0	0.0	0.0	0.0
RE1956R_pos	0.0	0.0	0.0	0.0
RE1956R_neg	0.0	0.0	0.0	0.0
RE1956X_pos	0.0	0.0	0.0	0.0
RE1956X_neg	0.0	0.0	0.0	0.0
RE1957G_pos	3.984589350362456	4.265286857565172	4.2993912061268285	4.021479727410452
RE1957G_neg	3.984589350362456	4.265286857565172	4.2993912061268285	4.021479727410452
RE1957R_pos	4.589763486984977	4.720278465233327	4.575312330687437	4.356143810225276
RE1978C_pos	0.0	0.0	0.0	0.0
RE1978C_neg	0.0	0.0	0.0	0.0
RE2026C_pos	0.0	0.0	0.0	0.0
RE2026C_neg	0.0	0.0	0.0	0.0
RE2027C_pos	0.0	0.0	0.0	0.0
RE2027C_neg	0.0	0.0	0.0	0.0
RE2030M_pos	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2030M_neg	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2031M_pos	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2031M_neg	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2032M_pos	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2032M_neg	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2034C_pos	0.0	0.0	0.0	0.0
RE2034C_neg	0.0	0.0	0.0	0.0
RE2040C_pos	0.0	0.0	0.0	0.0
RE2040C_neg	0.0	0.0	0.0	0.0
RE2041C_pos	0.0	0.0	0.0	0.0
RE2041C_neg	0.0	0.0	0.0	0.0
RE2048N_pos	0.0	0.0	0.3103401206121505	0.0
RE2048R_pos	0.0	0.0	0.0	0.0
RE2049C_pos	0.0	0.0	0.0	0.0
RE2049C_neg	0.0	0.0	0.0	0.0
RE2050C_pos	0.0	0.0	0.0	0.0
RE2050R_pos	3.0197019144425483	2.7311832415722	3.1358631653686793	2.604071323668861
RE2051C_pos	6.068455852005551	6.52387555132852	6.0798047546352585	5.572586549385767
RE2051C_neg	6.068455852005551	6.52387555132852	6.0798047546352585	5.572586549385767
RE2051G_pos	6.068455852005551	6.52387555132852	6.0798047546352585	5.572586549385767
RE2051G_neg	6.068455852005551	6.52387555132852	6.0798047546352585	5.572586549385767
RE2051R_pos	6.068455852005551	6.52387555132852	6.0798047546352585	5.572586549385767
RE2051R_neg	6.068455852005551	6.52387555132852	6.0798047546352585	5.572586549385767
RE2067C_pos	0.0	0.0	0.0	0.0
RE2067C_neg	0.0	0.0	0.0	0.0
RE2068C_pos	0.0	0.0	0.0	0.0
RE2068C_neg	0.0	0.0	0.0	0.0
RE2069C_pos	0.0	0.0	0.0	0.0
RE2069C_neg	0.0	0.0	0.0	0.0
RE2070C_pos	0.0	0.0	0.0	0.0
RE2070C_neg	0.0	0.0	0.0	0.0
RE2078M_pos	0.0	0.0	0.0	0.0
RE2078M_neg	0.0	0.0	0.0	0.0
RE2079R_pos	0.0	0.0	0.0	0.0
RE2079R_neg	0.0	0.0	0.0	0.0
RE2080C_pos	0.0	0.0	0.0	0.0
RE2080C_neg	0.0	0.0	0.0	0.0
RE2081C_pos	0.0	0.0	0.0	0.0
RE2081C_neg	0.0	0.0	0.0	0.0
RE2111M_pos	0.0	0.0	0.0	0.0
RE2111M_neg	0.0	0.0	0.0	0.0
RE2112C_pos	0.0	0.0	0.0	0.0
RE2112R_pos	3.1292830169449664	3.4489009511451276	2.3533232911628965	3.3248106034204836
RE2117M_pos	0.0	0.0	0.0	0.0
RE2117M_neg	0.0	0.0	0.0	0.0
RE2122C_pos	0.0	0.0	0.0	0.0
RE2124C_pos	0.0	0.0	0.0	0.0
RE2127C_pos	0.0	0.0	0.0	0.0
RE2128C_pos	0.0	0.0	0.0	0.0
RE2128C_neg	0.0	0.0	0.0	0.0
RE2129C_pos	0.0	0.0	0.0	0.0
RE2129C_neg	0.0	0.0	0.0	0.0
RE2130C_pos	0.0	0.0	0.0	0.0
RE2130C_neg	0.0	0.0	0.0	0.0
RE2131C_pos	0.0	0.0	0.0	0.0
RE2131C_neg	0.0	0.0	0.0	0.0
RE2132C_pos	0.0	0.0	0.0	0.0
RE2132C_neg	0.0	0.0	0.0	0.0
RE2133C_pos	0.0	0.0	0.0	0.0
RE2138C_pos	0.0	0.0	0.0	0.0
RE2138C_neg	0.0	0.0	0.0	0.0
RE2139C_pos	0.0	0.0	0.0	0.0
RE2139C_neg	0.0	0.0	0.0	0.0
RE2140C_pos	0.0	0.0	0.0	0.0
RE2140C_neg	0.0	0.0	0.0	0.0
RE2141C_pos	0.0	0.0	0.0	0.0
RE2141C_neg	0.0	0.0	0.0	0.0
RE2146C_pos	0.0	0.0	0.0	0.0
RE2146R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2147C_pos	0.0	0.0	0.0	0.0
RE2147R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2149C_pos	0.0	0.0	0.0	0.0
RE2149R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2150C_pos	0.0	0.0	0.0	0.0
RE2150R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2151C_pos	0.0	0.0	0.0	0.0
RE2151R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2152C_pos	0.0	0.0	0.0	0.0
RE2152C_neg	0.0	0.0	0.0	0.0
RE2154C_pos	0.0	0.0	0.0	0.0
RE2154C_neg	0.0	0.0	0.0	0.0
RE2155C_pos	0.0	0.0	0.0	0.0
RE2155R_pos	0.0	0.0	0.0	0.0
RE2156M_pos	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2156M_neg	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2202C_pos	0.0	0.0	0.0	0.0
RE2202C_neg	0.0	0.0	0.0	0.0
RE2203C_pos	0.0	0.0	0.0	0.0
RE2203C_neg	0.0	0.0	0.0	0.0
RE2220C_pos	0.0	0.0	0.0	0.0
RE2221C_pos	0.0	0.0	0.0	0.0
RE2221M_pos	7.247547806890298	7.387241897588391	7.342163583289351	8.573836505129036
RE2223M_pos	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2223M_neg	4.6076262208454875	5.184677020680892	4.705977901682522	5.222263603528345
RE2235C_pos	0.0	0.0	0.0	0.0
RE2235R_pos	11.798775537031908	12.429103314711742	11.576984998864008	11.980428801859757
RE2240C_pos	0.0	0.0	0.0	0.0
RE2248C_pos	0.0	0.0	0.0	0.0
RE2249C_pos	0.0	0.0	0.0	0.0
RE2250C_pos	0.0	0.0	0.0	0.0
RE2250C_neg	0.0	0.0	0.0	0.0
RE2251C_pos	0.0	0.0	0.0	0.0
RE2251C_neg	0.0	0.0	0.0	0.0
RE2252C_pos	0.0	0.0	0.0	0.0
RE2252C_neg	0.0	0.0	0.0	0.0
RE2269C_pos	0.0	0.0	0.0	0.0
RE2269C_neg	0.0	0.0	0.0	0.0
RE2269E_pos	0.0	0.0	0.0	0.0
RE2269E_neg	0.0	0.0	0.0	0.0
RE2270C_pos	0.0	0.0	0.0	0.0
RE2270C_neg	0.0	0.0	0.0	0.0
RE2270E_pos	0.0	0.0	0.0	0.0
RE2270E_neg	0.0	0.0	0.0	0.0
RE2272C_pos	0.0	0.0	0.0	0.0
RE2272C_neg	0.0	0.0	0.0	0.0
RE2272L_pos	0.0	0.0	0.0	0.0
RE2272L_neg	0.0	0.0	0.0	0.0
RE2273C_pos	0.0	0.0	0.0	0.0
RE2273C_neg	0.0	0.0	0.0	0.0
RE2273E_pos	0.0	0.0	0.0	0.0
RE2273E_neg	0.0	0.0	0.0	0.0
RE2292C_pos	0.0	0.0	0.0	0.0
RE2292C_neg	0.0	0.0	0.0	0.0
RE2296C_pos	0.0	0.0	0.0	0.0
RE2296C_neg	0.0	0.0	0.0	0.0
RE2296X_pos	0.0	0.0	0.0	0.0
RE2296X_neg	0.0	0.0	0.0	0.0
RE2304E_pos	0.0	0.0	0.0	0.0
RE2304E_neg	0.0	0.0	0.0	0.0
RE2306C_pos	0.0	0.0	0.0	0.0
RE2306C_neg	0.0	0.0	0.0	0.0
RE2318C_pos	0.0	0.0	0.0	0.0
RE2318C_neg	0.0	0.0	0.0	0.0
RE2318M_pos	9.201952355826451	9.415044543671025	9.101266620192666	8.79409089843773
RE2318M_neg	9.201952355826451	9.415044543671025	9.101266620192666	8.79409089843773
RE2318R_pos	6.986297153553899	6.709152756902506	6.682011390800693	4.294253136444514
RE2318R_neg	6.986297153553899	6.709152756902506	6.682011390800693	4.294253136444514
RE2318X_pos	0.0	0.0	0.0	0.0
RE2318X_neg	0.0	0.0	0.0	0.0
RE2319C_pos	0.0	0.0	0.0	0.0
RE2319C_neg	0.0	0.0	0.0	0.0
RE2319M_pos	9.201952355826451	9.415044543671025	9.101266620192666	8.79409089843773
RE2319M_neg	9.201952355826451	9.415044543671025	9.101266620192666	8.79409089843773
RE2319R_pos	6.986297153553899	6.709152756902506	6.682011390800693	4.294253136444514
RE2319R_neg	6.986297153553899	6.709152756902506	6.682011390800693	4.294253136444514
RE2319X_pos	0.0	0.0	0.0	0.0
RE2319X_neg	0.0	0.0	0.0	0.0
RE2327C_pos	0.0	0.0	0.0	0.0
RE2327C_neg	0.0	0.0	0.0	0.0
RE2333C_pos	0.0	0.0	0.0	0.0
RE2333C_neg	0.0	0.0	0.0	0.0
RE2334C_pos	0.0	0.0	0.0	0.0
RE2334C_neg	0.0	0.0	0.0	0.0
RE2335C_pos	0.0	0.0	0.0	0.0
RE2335C_neg	0.0	0.0	0.0	0.0
RE2346C_pos	0.0	0.0	0.0	0.0
RE2346C_neg	0.0	0.0	0.0	0.0
RE2349C_pos	5.17672169288105	5.6194130105979365	4.952333566369686	7.088735246190284
RE2349C_neg	5.17672169288105	5.6194130105979365	4.952333566369686	7.088735246190284
RE2349M_pos	5.2731428593080825	5.847746416921386	5.354734239970604	5.88410945135923
RE2349M_neg	5.2731428593080825	5.847746416921386	5.354734239970604	5.88410945135923
RE2360C_pos	0.0	0.0	0.0	0.0
RE2360C_neg	0.0	0.0	0.0	0.0
RE2360N_pos	0.0	0.0	0.0	0.0
RE2360N_neg	0.0	0.0	0.0	0.0
RE2373C_pos	0.0	0.0	0.0	0.0
RE2373C_neg	0.0	0.0	0.0	0.0
RE2375C_pos	0.0	0.0	0.0	0.0
RE2375C_neg	0.0	0.0	0.0	0.0
RE2377C_pos	0.0	0.0	0.0	0.0
RE2377C_neg	0.0	0.0	0.0	0.0
RE2382C_pos	0.0	0.0	0.0	0.0
RE2382R_pos	0.0	0.0	0.0	0.0
RE2383C_pos	0.0	0.0	0.0	0.0
RE2383R_pos	0.0	0.0	0.0	0.0
RE2384C_pos	0.0	0.0	0.0	0.0
RE2386C_pos	0.0	0.0	0.0	0.0
RE2386C_neg	0.0	0.0	0.0	0.0
RE2387C_pos	0.0	0.0	0.0	0.0
RE2387R_pos	0.0	0.0	0.0	0.0
RE2398C_pos	0.0	0.0	0.0	0.0
RE2398R_pos	0.0	0.0	0.0	0.0
RE2404C_pos	0.0	0.0	0.0	0.0
RE2404R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2405C_pos	0.0	0.0	0.0	0.0
RE2405R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2407C_pos	0.0	0.0	0.0	0.0
RE2407C_neg	0.0	0.0	0.0	0.0
RE2410C_pos	0.0	0.0	0.0	0.0
RE2410C_neg	0.0	0.0	0.0	0.0
RE2410N_pos	6.137913322088407	4.812498225333564	6.275379596253622	5.759155833800272
RE2410N_neg	6.137913322088407	4.812498225333564	6.275379596253622	5.759155833800272
RE2426C_pos	0.0	0.0	0.0	0.0
RE2426C_neg	0.0	0.0	0.0	0.0
RE2427M_pos	0.0	0.0	0.0	0.0
RE2427M_neg	0.0	0.0	0.0	0.0
RE2428M_pos	0.0	0.0	0.0	0.0
RE2428M_neg	0.0	0.0	0.0	0.0
RE2429M_pos	0.0	0.0	0.0	0.0
RE2429M_neg	0.0	0.0	0.0	0.0
RE2439C_pos	0.0	0.0	0.0	0.0
RE2440C_pos	0.0	0.0	0.0	0.0
RE2440C_neg	0.0	0.0	0.0	0.0
RE2442C_pos	0.0	0.0	0.0	0.0
RE2442C_neg	0.0	0.0	0.0	0.0
RE2443C_pos	0.0	0.0	0.0	0.0
RE2443C_neg	0.0	0.0	0.0	0.0
RE2443M_pos	9.201952355826451	9.415044543671025	9.101266620192666	8.79409089843773
RE2443M_neg	9.201952355826451	9.415044543671025	9.101266620192666	8.79409089843773
RE2444C_pos	0.0	0.0	0.0	0.0
RE2444C_neg	0.0	0.0	0.0	0.0
RE2445C_pos	0.0	0.0	0.0	0.0
RE2445C_neg	0.0	0.0	0.0	0.0
RE2445E_pos	0.0	0.0	0.0	0.0
RE2445E_neg	0.0	0.0	0.0	0.0
RE2452C_pos	0.0	0.0	0.0	0.0
RE2452C_neg	0.0	0.0	0.0	0.0
RE2453M_pos	6.2992080183872785	6.59350317242411	6.218006150284427	6.137913322088407
RE2453M_neg	6.2992080183872785	6.59350317242411	6.218006150284427	6.137913322088407
RE2454M_pos	6.2992080183872785	6.59350317242411	6.218006150284427	6.137913322088407
RE2454M_neg	6.2992080183872785	6.59350317242411	6.218006150284427	6.137913322088407
RE2459C_pos	0.0	0.0	0.0	0.0
RE2459C_neg	0.0	0.0	0.0	0.0
RE2474C_pos	0.0	0.0	0.0	0.0
RE2474R_pos	0.0	0.0	0.0	0.0
RE2476C_pos	0.0	0.0	0.0	0.0
RE2476C_neg	0.0	0.0	0.0	0.0
RE2477C_pos	0.0	0.0	0.0	0.0
RE2493C_pos	0.0	0.0	0.0	0.0
RE2513C_pos	0.0	0.0	0.0	0.0
RE2513C_neg	0.0	0.0	0.0	0.0
RE2513E_pos	0.0	0.0	0.0	0.0
RE2513E_neg	0.0	0.0	0.0	0.0
RE2513L_pos	0.15055967657538138	0.0	0.0	0.0
RE2513L_neg	0.15055967657538138	0.0	0.0	0.0
RE2513N_pos	0.15055967657538138	0.0	0.0	0.0
RE2513N_neg	0.15055967657538138	0.0	0.0	0.0
RE2514C_pos	0.0	0.0	0.0	0.0
RE2514C_neg	0.0	0.0	0.0	0.0
RE2514E_pos	0.0	0.0	0.0	0.0
RE2514E_neg	0.0	0.0	0.0	0.0
RE2514L_pos	0.15055967657538138	0.0	0.0	0.0
RE2514L_neg	0.15055967657538138	0.0	0.0	0.0
RE2514N_pos	0.15055967657538138	0.0	0.0	0.0
RE2514N_neg	0.15055967657538138	0.0	0.0	0.0
RE2520C_pos	0.0	0.0	0.0	0.0
RE2520C_neg	0.0	0.0	0.0	0.0
RE2521C_pos	0.0	0.0	0.0	0.0
RE2521C_neg	0.0	0.0	0.0	0.0
RE2522C_pos	0.0	0.0	0.0	0.0
RE2522C_neg	0.0	0.0	0.0	0.0
RE2522X_pos	0.0	0.0	0.0	0.0
RE2522X_neg	0.0	0.0	0.0	0.0
RE2523C_pos	0.0	0.0	0.0	0.0
RE2523C_neg	0.0	0.0	0.0	0.0
RE2523X_pos	0.0	0.0	0.0	0.0
RE2523X_neg	0.0	0.0	0.0	0.0
RE2524C_pos	0.0	0.0	0.0	0.0
RE2524C_neg	0.0	0.0	0.0	0.0
RE2524X_pos	0.0	0.0	0.0	0.0
RE2524X_neg	0.0	0.0	0.0	0.0
RE2525C_pos	0.0	0.0	0.0	0.0
RE2525C_neg	0.0	0.0	0.0	0.0
RE2525X_pos	0.0	0.0	0.0	0.0
RE2525X_neg	0.0	0.0	0.0	0.0
RE2526C_pos	0.0	0.0	0.0	0.0
RE2526C_neg	0.0	0.0	0.0	0.0
RE2533C_pos	0.0	0.0	0.0	0.0
RE2533C_neg	0.0	0.0	0.0	0.0
RE2541C_pos	0.0	0.0	0.0	0.0
RE2541C_neg	0.0	0.0	0.0	0.0
RE2541E_pos	0.0	0.0	0.0	0.0
RE2541E_neg	0.0	0.0	0.0	0.0
RE2541L_pos	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
RE2541L_neg	4.920293300211007	4.901108243014512	4.930737337562887	4.003602236680195
RE2562C_pos	0.0	0.0	0.0	0.0
RE2563C_pos	0.0	0.0	0.0	0.0
RE2563C_neg	0.0	0.0	0.0	0.0
RE2594C_pos	0.0	0.0	0.0	0.0
RE2594C_neg	0.0	0.0	0.0	0.0
RE2596C_pos	0.0	0.0	0.0	0.0
RE2596C_neg	0.0	0.0	0.0	0.0
RE2601C_pos	0.0	0.0	0.0	0.0
RE2601C_neg	0.0	0.0	0.0	0.0
RE2622C_pos	0.0	0.0	0.0	0.0
RE2622R_pos	0.46466826700344427	0.8237493603082727	0.43295940727610627	0.9927684307689242
RE2624M_pos	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
RE2624M_neg	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
RE2624X_pos	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
RE2624X_neg	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
RE2625C_pos	0.0	0.0	0.0	0.0
RE2625C_neg	0.0	0.0	0.0	0.0
RE2625M_pos	7.247547806890298	7.387241897588391	7.342163583289351	8.573836505129036
RE2625M_neg	7.247547806890298	7.387241897588391	7.342163583289351	8.573836505129036
RE2626C_pos	0.0	0.0	0.0	0.0
RE2626C_neg	0.0	0.0	0.0	0.0
RE2626M_pos	7.247547806890298	7.387241897588391	7.342163583289351	8.573836505129036
RE2626M_neg	7.247547806890298	7.387241897588391	7.342163583289351	8.573836505129036
RE2632C_pos	0.0	0.0	0.0	0.0
RE2632M_pos	7.247547806890298	7.387241897588391	7.342163583289351	8.573836505129036
RE2633C_pos	0.0	0.0	0.0	0.0
RE2633C_neg	0.0	0.0	0.0	0.0
RE2633R_pos	0.0	0.0	0.0	0.0
RE2633R_neg	0.0	0.0	0.0	0.0
RE2635C_pos	0.0	0.0	0.0	0.0
RE2635C_neg	0.0	0.0	0.0	0.0
RE2635R_pos	8.657139776593148	8.926918606474967	8.752046069779388	8.913128767819739
RE2635R_neg	8.657139776593148	8.926918606474967	8.752046069779388	8.913128767819739
RE2636C_pos	0.0	0.0	0.0	0.0
RE2636R_pos	8.450716388718071	7.728328706711626	8.515621000335397	7.467034879870362
RE2637X_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE2637X_neg	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE2638X_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE2638X_neg	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE2640C_pos	4.663913842115978	5.04745114041639	4.460742563789644	4.837943241891027
RE2640C_neg	4.663913842115978	5.04745114041639	4.460742563789644	4.837943241891027
RE2642C_pos	0.0	0.0	0.0	0.0
RE2642C_neg	0.0	0.0	0.0	0.0
RE2644C_pos	6.148527425160464	6.730232357371662	5.905928478173135	5.903761365128077
RE2644C_neg	6.148527425160464	6.730232357371662	5.905928478173135	5.903761365128077
RE2649C_pos	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE2649C_neg	7.497053444545081	7.868019977116388	7.4466697873070125	7.631177055703978
RE2649M_pos	5.308156975114762	6.060263598738293	5.1925887215666435	2.5558161550616396
RE2649X_pos	7.718361626138354	8.14210705730255	7.6798319334398535	7.7524140999630795
RE2649X_neg	7.718361626138354	8.14210705730255	7.6798319334398535	7.7524140999630795
RE2651R_pos	0.0	0.0	0.0	0.0
RE2651R_neg	0.0	0.0	0.0	0.0
RE2655R_pos	0.0	0.0	0.0	0.0
RE2655R_neg	0.0	0.0	0.0	0.0
RE2658C_pos	0.0	0.0	0.0	0.0
RE2658C_neg	0.0	0.0	0.0	0.0
RE2658R_pos	0.0	0.0	0.0	0.0
RE2658R_neg	0.0	0.0	0.0	0.0
RE2659R_pos	0.0	0.0	0.0	0.0
RE2659R_neg	0.0	0.0	0.0	0.0
RE2660C_pos	0.0	0.0	0.0	0.0
RE2660C_neg	0.0	0.0	0.0	0.0
RE2660N_pos	8.804969928707305	8.860776615631602	8.77574195256385	8.527555198794536
RE2660N_neg	8.804969928707305	8.860776615631602	8.77574195256385	8.527555198794536
RE2666C_pos	0.0	0.0	0.0	0.0
RE2666G_pos	0.0	0.0	0.0	0.0
RE2675C_pos	0.0	0.0	0.0	0.0
RE2677C_pos	0.0	0.0	0.0	0.0
RE2677E_pos	0.0	0.0	0.0	0.0
RE2677G_pos	0.0	0.0	0.0	0.0
RE2677N_pos	0.0	0.0	0.0	0.0
RE2677R_pos	0.0	0.0	0.0	0.0
RE2680C_pos	0.0	0.0	0.0	0.0
RE2680G_pos	0.0	0.0	0.0	0.0
RE2705C_pos	0.0	0.0	0.0	0.0
RE2705C_neg	0.0	0.0	0.0	0.0
RE2717L_pos	2.403267722339301	2.2660368939953175	2.189033824390017	2.1984941536390834
RE2717L_neg	2.403267722339301	2.2660368939953175	2.189033824390017	2.1984941536390834
RE2718C_pos	4.098453246309274	4.255500733148386	3.787641414483326	0.6690267655096306
RE2718G_pos	4.098453246309274	4.255500733148386	3.787641414483326	0.6690267655096306
RE2759X_pos	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
RE2759X_neg	5.612057559563065	6.4546694316047395	5.55581615506164	6.166313747889934
RE2766C_pos	0.0	0.0	0.0	0.0
RE2766C_neg	0.0	0.0	0.0	0.0
RE2768C_pos	0.0	0.0	0.0	0.0
RE2768M_pos	7.342696959981934	7.5288057065197345	7.949418205395209	2.0874628412503395
RE2768R_pos	7.342696959981934	7.5288057065197345	7.949418205395209	2.0874628412503395
RE2782C_pos	0.0	0.0	0.0	0.0
RE2782C_neg	0.0	0.0	0.0	0.0
RE2799C_pos	0.0	0.0	0.0	0.0
RE2799C_neg	0.0	0.0	0.0	0.0
RE2813C_pos	0.0	0.0	0.0	0.0
RE2813C_neg	0.0	0.0	0.0	0.0
RE2814M_pos	0.0	0.0	0.0	0.0
RE2814M_neg	0.0	0.0	0.0	0.0
RE2814R_pos	0.0	0.0	0.0	0.0
RE2814R_neg	0.0	0.0	0.0	0.0
RE2848C_pos	0.0	0.0	0.0	0.0
RE2848C_neg	0.0	0.0	0.0	0.0
RE2849C_pos	0.0	0.0	0.0	0.0
RE2849C_neg	0.0	0.0	0.0	0.0
RE2850C_pos	0.0	0.0	0.0	0.0
