	WT.EPA.a_S117_L007_R1_001
EX_HC01444(e)_pos	4108.717901163336
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.633911529112765
EX_HC01609(e)_pos	9.633911529112765
EX_HC01610(e)_neg	9.633911529112765
EX_HC01610(e)_pos	9.633911529112765
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.519243138780261
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.2183126888412223
EX_HC02202(e)_pos	11.626963091311126
EX_HC02203(e)_neg	3.2183126888412223
EX_HC02203(e)_pos	13.511448685027334
EX_HC02204(e)_neg	3.2183126888412223
EX_HC02204(e)_pos	13.326963091311127
EX_HC02205(e)_neg	3.2183126888412223
EX_HC02205(e)_pos	11.811448685027335
EX_HC02206(e)_neg	3.2183126888412223
EX_HC02206(e)_pos	11.476963091311125
EX_HC02207(e)_neg	3.2183126888412223
EX_HC02207(e)_pos	11.661448685027333
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.2621868634755424
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.490643938666782
EX_Rtotal(e)_pos	7694.473848548924
EX_Rtotal2(e)_neg	9.03647413962596
EX_Rtotal2(e)_pos	5180.3530329125
EX_Rtotal3(e)_neg	8.101796919803569
EX_Rtotal3(e)_pos	8.348000056589738
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.208853701296587
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5090.2442828209305
EX_ac(e)_neg	4.740305605244747
EX_ac(e)_pos	5876.765872013202
EX_acac(e)_neg	5.0609963207931
EX_acac(e)_pos	7815.8097527829805
EX_acald(e)_neg	5.208997932312866
EX_acald(e)_pos	6419.726920939269
EX_acetone(e)_neg	5.602758870518427
EX_acetone(e)_pos	10801.086734003644
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9815.076595480405
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9190.009669577059
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.883996662138287
EX_ach(e)_pos	7077.399364354141
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19615.982618341983
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11451.20143410831
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11451.201434108303
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12680.861267539067
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11472.171995345127
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10390.196944194206
EX_ade(e)_neg	3.981115644924465
EX_ade(e)_pos	6378.307967296831
EX_adn(e)_neg	5867.897360070324
EX_adp_neg	3.1122075929040673
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.774733802998941
EX_adprib(e)_neg	7.98430117505159
EX_adprib(e)_pos	4.774733802998941
EX_adrn(e)_neg	9.263026111352936
EX_adrn(e)_pos	134.15848313404913
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37710.91375940142
EX_aflatoxin(e)_neg	7.519243138780258
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11585.239322452215
EX_ahcys(e)_pos	27682.198949849182
EX_ahdt(e)_neg	6.732415217439924
EX_ahdt(e)_pos	4.852138961856458
EX_aicar(e)_neg	11435.541491291924
EX_aicar(e)_pos	12744.536574056938
EX_ak2lgchol_hs(e)_neg	6.856393658017549
EX_ak2lgchol_hs(e)_pos	4.857309250124881
EX_akg(e)_neg	4.125407007929332
EX_akg(e)_pos	7551.13146841498
EX_ala_B(e)_neg	6.893137393522323
EX_ala_B(e)_pos	9235.022161416917
EX_ala_D(e)_neg	2.439573122962518
EX_ala_D(e)_pos	3851.459876934609
EX_ala_L(e)_neg	2.4194614587516297
EX_ala_L(e)_pos	3639.3996341748857
EX_alaala(e)_neg	7596.605308678491
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53888.35493994767
EX_amp(e)_neg	3.981115644924465
EX_amp(e)_pos	6772.178240534265
EX_andrstrn(e)_neg	17.89893262954842
EX_andrstrn(e)_pos	56618.65120734523
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70375.18450203654
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.86535372813874
EX_antipyrene(e)_neg	7.919992533199543
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.519243138780258
EX_appnn(e)_neg	7.519243138780258
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62391.76505561986
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.487710971184677
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11662.704248480308
EX_arachcoa(e)_neg	5.258477882278192
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.77391023173774
EX_arachd(e)_pos	78.15236006565293
EX_arg_L(e)_neg	5.2259084845083335
EX_arg_L(e)_pos	17976.941622957074
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4686.206171924028
EX_asn_L(e)_neg	5.6844693774063835
EX_asn_L(e)_pos	11303.96721930419
EX_asp_D(e)_neg	11.273225397217319
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.14161497658928
EX_asp_L(e)_pos	6898.815988319443
EX_atp(e)_neg	4.017882256653932
EX_atp(e)_pos	21686.042795395027
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.076273471390554
EX_bhb(e)_pos	7810.964245124435
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	43531.314475650404
EX_bilglcur(e)_neg	10.468210801819426
EX_bilglcur(e)_pos	66332.52012952496
EX_bilirub(e)_neg	16.451003558173014
EX_bilirub(e)_pos	51191.17818034799
EX_biocyt(e)_neg	3.941524982446766
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	232.35804889276713
EX_btn(e)_pos	3.941524982446766
EX_but(e)_neg	6.185296907195658
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12739.018246291234
EX_c10crn_neg	0.0
EX_c10crn_pos	15176.415741230476
EX_c10dc_neg	0.0
EX_c10dc_pos	20001.416137163884
EX_c12dc_neg	0.0
EX_c12dc_pos	46438.64787667101
EX_c16dc_neg	0.0
EX_c16dc_pos	30130.99984114706
EX_c3dc_neg	0.0
EX_c3dc_pos	11122.858360992475
EX_c4crn_neg	0.0
EX_c4crn_pos	17349.249953271395
EX_c4dc_neg	0.0
EX_c4dc_pos	10756.252281607296
EX_c51crn_neg	0.0
EX_c51crn_pos	12173.508371636091
EX_c5dc_neg	0.0
EX_c5dc_pos	8296.282481487271
EX_c6crn_neg	0.0
EX_c6crn_pos	13499.731170780107
EX_c6dc_neg	0.0
EX_c6dc_pos	62729.88050056466
EX_c81crn_neg	0.0
EX_c81crn_pos	12739.018246291234
EX_c8crn_neg	0.0
EX_c8crn_pos	9128.268933240008
EX_c8dc_neg	0.0
EX_c8dc_pos	28228.819781288465
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13479.242812287039
EX_carn(e)_neg	11104.684903278805
EX_caro(e)_neg	13.055227539988753
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.519243138780263
EX_cbasp(e)_neg	8402.977079663051
EX_cbasp(e)_pos	19657.618619273188
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2648133564412323
EX_cdp(e)_pos	4.5296267128824645
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6830242203439485
EX_cgly(e)_pos	10858.893119174712
EX_chol(e)_neg	7074.47432187094
EX_cholate(e)_neg	11884.550038802177
EX_chsterol(e)_neg	8.13595283457129
EX_chsterol(e)_pos	10996.801412039313
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.474732200894482
EX_cit(e)_pos	8723.472654927444
EX_citr_L(e)_neg	2.026707003999886
EX_citr_L(e)_pos	12629.637894286545
EX_cl(e)_neg	8209.380327380763
EX_cmp(e)_neg	3.29545240213369
EX_cmp(e)_pos	7.972715791883241
EX_co(e)_neg	0.0
EX_co(e)_pos	51203.70179195279
EX_co2(e)_neg	456.30103471324384
EX_co2(e)_pos	4276.779291760734
EX_coa(e)_neg	4.217596168185819
EX_coa(e)_pos	5.258477882278192
EX_coumarin(e)_neg	7.5192431387802605
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.19824792558724
EX_creat(e)_pos	18060.87278433927
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28181.47674160129
EX_crn(e)_neg	7003.63502379871
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52238.27889752754
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54876.23259915704
EX_crvnc(e)_neg	9.770982818502159
EX_crvnc(e)_pos	481.14485029393114
EX_csn(e)_neg	7.5906824934958115
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.65459890603628
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.49153059993105
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.43301825961103
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	131.29104277266347
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	152.13906748699165
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.3157428579603847
EX_ctp(e)_pos	7.9299990427744085
EX_cyan(e)_neg	6.723905621836828
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2734.8267004838435
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6219.964273736433
EX_cytd(e)_neg	6311.006063786482
EX_dad_2(e)_neg	7907.93742690722
EX_dag_hs(e)_neg	7951.239152948645
EX_dca(e)_neg	20001.41613716388
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.112849764605837
EX_dcsptn1(e)_pos	199.65572205219576
EX_dcyt(e)_neg	7528.738094306488
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12739.018246291234
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10836.91640966717
EX_debrisoquine(e)_neg	7.519243138780258
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12739.018246291234
EX_dgchol(e)_neg	6.696862887497214
EX_dgchol(e)_pos	67801.45789689873
EX_dgmp(e)_neg	4.109841603607376
EX_dgmp(e)_pos	4.7088059140290754
EX_dgsn(e)_neg	7767.905096000822
EX_dgtp(e)_neg	4.708805914029075
EX_dgtp(e)_pos	4.109841603607376
EX_dha(e)_neg	3.5703846727432773
EX_dha(e)_pos	3.5703846727432773
EX_dhap(e)_neg	3.5703846727432773
EX_dhap(e)_pos	3.5703846727432773
EX_dhdascb(e)_neg	4686.206171924028
EX_dheas(e)_neg	9.746568283259236
EX_dheas(e)_pos	60608.39702811075
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.53295547535715
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	68098.26594556207
EX_din(e)_neg	7952.951734342377
EX_dlnlcg(e)_neg	6.21914104493719
EX_dlnlcg(e)_pos	48.86810876379194
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.919992533199543
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.003588114778154
EX_doco13ac_neg	18717.292847818586
EX_doco13ac_pos	0.0
EX_docosac_neg	15703.72611969376
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15703.72611969376
EX_dopa(e)_neg	6.083817224135963
EX_dopa(e)_pos	9514.00586514518
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32553.58760928831
EX_dpcoa(e)_neg	6782.217748806565
EX_dpcoa(e)_pos	28249.1843255147
EX_drib(e)_neg	6.971937772347955
EX_drib(e)_pos	8092.5686634438425
EX_dtdp(e)_neg	2.2648133564412323
EX_dtdp(e)_pos	4.5296267128824645
EX_dtmp(e)_neg	3.29545240213369
EX_dtmp(e)_pos	7.972715791883241
EX_dttp(e)_neg	3.3157428579603847
EX_dttp(e)_pos	7.9299990427744085
EX_duri(e)_neg	6.9752212495678965
EX_duri(e)_pos	7216.168041150241
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.519243138780259
EX_ebastine(e)_neg	12.933163992131718
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.933163992131718
EX_eicostet(e)_neg	7.840392257152101
EX_eicostet(e)_pos	32.478865283752654
EX_elaid(e)_neg	7.052180182921105
EX_elaid(e)_pos	5273.284204943984
EX_estradiol(e)_neg	12.088663151190683
EX_estradiol(e)_pos	51945.35520752226
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57597.50758465252
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60283.433192043994
EX_estrones(e)_neg	9.241956913620754
EX_estrones(e)_pos	55966.09101419904
EX_etoh(e)_neg	5.859266268723546
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.561644736267783
EX_fad(e)_pos	16680.46089640888
EX_fald(e)_neg	4.331897173088701
EX_fald(e)_pos	21237.83934008211
EX_fe2(e)_neg	3.5098305365563407
EX_fe2(e)_pos	51191.17818034799
EX_fe3(e)_neg	3.399877632712137
EX_fe3(e)_pos	49712.68375559054
EX_fmn(e)_neg	16680.46089640888
EX_fmn(e)_pos	17765.024744324237
EX_fol(e)_neg	2360.97398579696
EX_for(e)_neg	4.058514687854112
EX_for(e)_pos	15252.142575806545
EX_fru(e)_neg	5.056189269411988
EX_fru(e)_pos	2889.780628196226
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	10014.980554418826
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11851.62271928541
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17876.748427937022
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10825.48763740932
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11834.445970248678
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11857.609039593302
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11370.332610576355
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9883.62856378982
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9121.96693899067
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9777.00536661646
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11430.74668740688
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11782.578060050526
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10448.74329956255
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10690.790447966123
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.485253490475575
EX_gal(e)_neg	4108.717901163336
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9658.616479761089
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10614.198563052054
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9471.891137881366
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8528.837933701581
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9908.414791333747
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6665.925598606578
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11523.994521138777
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11877.54267182041
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12668.292674469525
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12732.251620246076
EX_gdp(e)_neg	3.1360513883353796
EX_gdp(e)_pos	3.1360513883353796
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2586.935214579588
EX_glcur(e)_neg	5.40983053655634
EX_glcur(e)_pos	11.007770224450777
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13766.99200690792
EX_gln_L(e)_neg	4.812075299573843
EX_gln_L(e)_pos	8106.635625942886
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	15037.245374553546
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.5697179462067057
EX_glu_L(e)_pos	8436.057518624402
EX_gluala(e)_neg	5.3542966815423
EX_gluala(e)_pos	9361.72579384948
EX_gly(e)_neg	5722.935616937053
EX_glyb(e)_neg	18.741918883150348
EX_glyb(e)_pos	10358.952552732195
EX_glyc(e)_neg	4108.717901163336
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6633.8862247745865
EX_glygly(e)_neg	12920.748636736847
EX_glygn2(e)_neg	13.442819144987794
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.442819144987794
EX_glygn5(e)_neg	5.08535605017268
EX_glygn5(e)_pos	19.485302347883174
EX_glyleu(e)_neg	9714.71406951216
EX_glyphe(e)_neg	10989.234680042233
EX_glypro(e)_neg	9502.085260294818
EX_glysar(e)_neg	17150.71603588161
EX_gmp(e)_neg	6.461144333956095
EX_gmp(e)_pos	7.443098828777962
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13367.45070013793
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13398.650953675135
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13158.837571428641
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	13082.349760110264
EX_gsn(e)_neg	6047.169864989299
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12913.973192027233
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15410.044960290465
EX_gthrd(e)_neg	2.57612779507358
EX_gthrd(e)_pos	13998.104330241371
EX_gtp(e)_neg	3.1360513883353796
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.7984866790575955
EX_gua(e)_pos	6397.060708137468
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13766.99200690792
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	15037.245374553546
EX_h(e)_neg	238.00133936620367
EX_h(e)_pos	2309.1736155081153
EX_h2o(e)_neg	248.29607295931797
EX_h2o(e)_pos	3544.764461948605
EX_h2o2(e)_neg	4.031715018671929
EX_h2o2(e)_pos	5795.499362073563
EX_ha(e)_neg	37.490147474348795
EX_ha(e)_pos	19311.84783351194
EX_ha_pre1(e)_neg	15.143874885621345
EX_ha_pre1(e)_pos	19763.882396452253
EX_hco3(e)_neg	442.96046921565153
EX_hco3(e)_pos	5308.457863189809
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.519243138780262
EX_hdca(e)_neg	6.6153028662243605
EX_hdca(e)_pos	13303.069444707846
EX_hdcea(e)_neg	10550.153843801014
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	51232.3983735762
EX_hexc(e)_neg	10.257924982327886
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5418.7124914802835
EX_hista(e)_neg	10.816825371360022
EX_hista(e)_pos	5418.89873797427
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	33.272530577341854
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	353.9700782297173
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.519243138780261
EX_hxan(e)_neg	5.819989596884728
EX_hxan(e)_pos	6282.755406967288
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.012449744282897
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	458.53122691980866
EX_idp(e)_neg	2.1749676216287295
EX_idp(e)_pos	3.3157428579603847
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7709.269961256046
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.6133328526332305
EX_inost(e)_neg	10.752684402560577
EX_inost(e)_pos	6492.756231693455
EX_ins(e)_neg	6200.367338563029
EX_itp(e)_neg	3.3157428579603847
EX_itp(e)_pos	3.29545240213369
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10937.618273188382
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.113314117550169
EX_ksi(e)_pos	1846.1663316608754
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1816.9523389213036
EX_ksii_core2(e)_neg	101.34277561301496
EX_ksii_core2(e)_pos	303.0991834473906
EX_ksii_core4(e)_neg	109.49160182064045
EX_ksii_core4(e)_pos	500.5502804514453
EX_lac_D(e)_neg	2.3679174131160314
EX_lac_D(e)_pos	3684.0004000342724
EX_lac_L(e)_neg	2.3679174131160314
EX_lac_L(e)_pos	3629.2168508141976
EX_lcts(e)_neg	4.364225599287019
EX_lcts(e)_pos	7526.045723746938
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3749.731556484325
EX_leugly(e)_neg	9714.71406951216
EX_leuktrA4(e)_neg	3.541147964341093
EX_leuktrA4(e)_pos	4328.603830635537
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3428.6772860222595
EX_leuktrC4(e)_neg	5.72408546034729
EX_leuktrC4(e)_pos	22563.61674628566
EX_leuktrD4(e)_neg	4.1705562852402895
EX_leuktrD4(e)_pos	18272.39668774326
EX_leuktrE4(e)_neg	4.757716939801039
EX_leuktrE4(e)_pos	17864.435754919687
EX_leuktrF4(e)_neg	5.644717300372376
EX_leuktrF4(e)_pos	21401.188670299958
EX_leuleu(e)_neg	10299.690674196574
EX_lgnc(e)_neg	21.86485155231529
EX_lgnc(e)_pos	10.257924982327884
EX_limnen(e)_neg	7.5192431387802605
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	14.137002635408525
EX_lneldc(e)_pos	9240.595102442072
EX_lnlc(e)_neg	6.1376239918796145
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.9988793302449
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.768622263991091
EX_lnlncg(e)_pos	49.661350204113354
EX_lpchol_hs(e)_neg	13823.804879520078
EX_lys_L(e)_neg	12.397465174969584
EX_lys_L(e)_pos	3.941524982446766
