	WT-1012-e_S152_L007_R1_001
NACUP_pos	1900.0
NADH2_u10m_pos	4375.80463635245
NADHtpu_pos	1900.0
NADHtru_pos	5836.46890592554
NADK_pos	0.0
NADN_pos	7956.038418638973
NADNe_pos	4.789056252172618
NADPHtru_pos	5713.877774242243
NADPHtxu_pos	10241.226780045097
NADPN_pos	0.0
NADPNe_pos	4.789056252172618
NADPtru_pos	5713.877774242243
NADPtxu_pos	10241.226780045099
NADS2_pos	5226.057884669916
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9671.541781146143
NADtpu_pos	1900.0
NADtru_pos	5836.46890592554
NADtx_neg	3182.0128220407732
NADtx_pos	3356.4869920507667
NAGA2ly_pos	7130.876939521628
NAGAlby_pos	928.547156256208
NAGAly_pos	11249.334691161794
NAGLCAly_pos	7130.876939521628
NAHCO3_HCLt_neg	1077.7512251961596
NAHCO3_HCLt_pos	1072.1264273482495
NAIt_neg	2229.6503910406755
NAIt_pos	1800.0987302310773
NAt3_1_neg	430.4812089747289
NAt3_1_pos	430.4812089747289
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	698.0268692094371
NAt5_pos	698.0268692094371
NAt_neg	500.9989012969247
NAt_pos	497.41854454558137
NAtx_neg	4169.206704357115
NAtx_pos	1244.2631319706638
NBAHH_ir_pos	4827.946341049757
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1220.168304860607
NCKt_neg	1482.5269223533148
NCKt_pos	1462.1747434634226
NCNt_neg	1672.5730465314712
NCNt_pos	1672.5730465314712
NDP10ex_pos	7.529914320449224
NDP3ex_pos	7.37874398840247
NDP6_pos	4174.0193377730675
NDP7er_pos	12921.70292651829
NDP7ex_pos	15205.068707165694
NDP7g_pos	6399.064342246329
NDP8_pos	5761.528498121742
NDP8ex_pos	15228.471943669934
NDPK10_neg	4208.353484689066
NDPK10_pos	4208.353484689066
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4208.353484689066
NDPK10n_pos	4208.353484689066
NDPK1_neg	374.96951469778253
NDPK1_pos	374.96951469778253
NDPK1m_neg	423.9910017926732
NDPK1m_pos	423.9910017926732
NDPK1n_neg	377.0044479524946
NDPK1n_pos	377.0044479524946
NDPK2_neg	374.96951469778253
NDPK2_pos	374.96951469778253
NDPK2m_neg	9218.715669504816
NDPK2m_pos	0.0
NDPK2n_neg	377.0044479524946
NDPK2n_pos	377.0044479524946
NDPK3_neg	374.96951469778253
NDPK3_pos	374.96951469778253
NDPK3m_neg	0.0
NDPK3m_pos	13646.364630160748
NDPK3n_neg	377.0044479524946
NDPK3n_pos	377.0044479524946
NDPK4_neg	1152.141809089821
NDPK4_pos	441.46677094135674
NDPK4m_pos	9594.582683383862
NDPK4n_neg	309.31751339886785
NDPK4n_pos	309.31751339886785
NDPK5_neg	374.96951469778253
NDPK5_pos	374.96951469778253
NDPK5m_pos	1948.945125972706
NDPK5n_neg	377.0044479524946
NDPK5n_pos	377.0044479524946
NDPK6_neg	443.2818435437149
NDPK6_pos	693.2238206580787
NDPK6m_neg	693.2238206580787
NDPK6m_pos	4122.173581976569
NDPK6n_neg	0.0
NDPK6n_pos	14897.631811692947
NDPK7_neg	374.96951469778253
NDPK7_pos	374.96951469778253
NDPK7m_pos	25294.0684581465
NDPK7n_neg	377.0044479524946
NDPK7n_pos	377.0044479524946
NDPK8_neg	374.96951469778253
NDPK8_pos	374.96951469778253
NDPK8m_pos	8963.741934802063
NDPK8n_neg	309.31751339886785
NDPK8n_pos	309.31751339886785
NDPK9_neg	598.9103829364788
NDPK9_pos	598.9103829364788
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4208.353484689066
NDPK9n_pos	4208.353484689066
NH4t3r_neg	720.2945319845182
NH4t3r_pos	720.2945319845182
NH4tn_neg	12790.26977761171
NH4tn_pos	0.0
NH4tp_neg	9146.43424919237
NH4tp_pos	0.0
NICRNS_pos	4147.959700873129
NICRNTtn_neg	0.0
NICRNTtn_pos	11664.332741085704
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	771.5746063277834
NKCC2t_pos	791.9267852176757
NKCCt_neg	771.1452796618086
NKCCt_pos	791.497458551701
NMNATm_pos	0.0
NMNATn_pos	9671.541781146143
NMNATr_neg	5226.057884669915
NMNATr_pos	7956.038418638972
NMNS_pos	9711.712264470125
NMNtn_neg	0.0
NMNtn_pos	9671.541781146143
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11664.332741085711
NNATr_pos	3419.6431520699425
NNMT_pos	47.13434233805693
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37333.2067723266
NOS1_pos	1535.568868799764
NOS2_pos	1535.568868799764
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4272.855572988506
NPTHLte_neg	0.0
NPTHLte_pos	7.545862848121768
NRPPHRSFt_pos	72196.50772092915
NRPPHRSULT_pos	72196.50772092915
NRPPHRVESSEC_pos	3524.688012301977
NRPPHRt4_2_r_neg	1324.9010894372727
NRPPHRt4_2_r_pos	1315.2701354642954
NRPPHRtu_neg	1303.470877970289
NRPPHRtu_pos	1303.470877970289
NRVNCCOAtx_neg	4987.07003269663
NRVNCCOAtx_pos	22.592384654063157
NRVNCCOAtxc_pos	4987.07003269663
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1192.3895649051465
NRVNCt_pos	1195.96992165649
NS26T2g_pos	222.25239619819635
NS26Tg_pos	374.4693854185306
NT5C_pos	4198.913441906615
NTD10_pos	4418.2949376460065
NTD11_pos	4051.931831229938
NTD12_pos	0.0
NTD1_pos	3409.0059517466148
NTD1m_pos	1746.2594636420822
NTD2_pos	4207.708889729146
NTD2e_pos	11988.776406522793
NTD2l_pos	0.0
NTD2m_pos	9218.715669504818
NTD3_pos	3672.0946311240155
NTD3l_pos	0.0
NTD4_pos	3419.912520980179
NTD4e_pos	22.489992309592147
NTD4l_pos	0.0
NTD5_pos	3399.4773567236075
NTD5l_pos	0.0
NTD5m_pos	1746.2594636420822
NTD6_pos	4195.686036616967
NTD6l_pos	0.0
NTD7_pos	3133.228890610513
NTD7e_pos	9425.45419179539
NTD7l_pos	0.0
NTD8_pos	3447.2545067438655
NTD8l_pos	0.0
NTD9_pos	4600.548055135611
NTD9e_pos	21.84837445798517
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.1142167103508376
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3578.944893550418
O16G1e_pos	19.491248854463873
O16G2e_pos	21.713248624475263
O2St_neg	4.050348946191826
O2St_pos	9018.189999622911
O2Stm_neg	8985.43267735232
O2Stm_pos	5.323405376829112
O2Stn_neg	0.0
O2Stn_pos	9071.286529367297
O2Stx_neg	0.0
O2Stx_pos	9010.292763707339
O2t_neg	16282.11459234
O2t_pos	4422.165847607308
O2ter_neg	24816.272435872746
O2ter_pos	10023.076263261499
O2tm_neg	9753.67964313811
O2tm_pos	5286.791667562444
O2tn_neg	9071.286529367302
O2tn_pos	0.0
O2tp_neg	5562.202094302753
O2tp_pos	4499.435331290912
OAADC_pos	6502.4215030637215
OAGD3te_neg	0.0
OAGD3te_pos	19563.01537672381
OAGD3tg_neg	19563.015376723804
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18819.777246903453
OAGT3tg_neg	18819.777246903453
OAGT3tg_pos	0.0
OBDHc_pos	4233.588785938111
OCBTm_pos	11756.049622843884
OCCOAtm_pos	12579.939813933577
OCCOAtx_neg	24310.588306741072
OCCOAtx_pos	14020.026407591833
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23570.328463001395
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23570.328463001395
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23570.328463001395
OCDCAFATPc_pos	4215.560404907108
OCDCAtr_neg	550.9530168543064
OCDCAtr_pos	554.5333736056497
OCDCEAtr_neg	550.9530168543064
OCDCEAtr_pos	554.5333736056498
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2004.5415949466449
OCT11EFATP_pos	23570.3284630014
OCTAt_neg	0.0
OCTAt_pos	9016.335824955218
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.026488468399174
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15757.97317194569
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15757.97317194569
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15757.973171945689
OCTDECE1CRNe_pos	15757.973171945689
ODECOAtx_neg	22.592384654063157
ODECOAtx_pos	0.0
OIVD1m_pos	10448.67758778266
OIVD2m_pos	11993.34303729113
OIVD3m_pos	9434.039598598596
OLEICFATPtc_pos	4317.150848386186
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.54586284812177
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19980.114602639584
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15698.359540729462
OMHPALTD_neg	0.0
OMHPALTD_pos	30131.58346143759
OMPDC_pos	10244.748318101314
ONPTHLte_neg	7.545862848121768
ONPTHLte_pos	0.0
OPAHir_pos	6035.846493795618
ORETNF2_pos	1508.141503407574
ORETNF_pos	1489.9951181776128
ORETNtn2_neg	0.0
ORETNtn2_pos	1508.141503407574
ORETNtn_neg	0.0
ORETNtn_pos	1489.9951181776128
ORNALArBATtc_pos	1145.5094236616385
ORNDC_pos	11839.878382491397
ORNLEUrBATtc_pos	1145.5094236616385
ORNTArm_neg	9705.167033774687
ORNTArm_pos	26.851586586182663
ORNt3m_neg	347.6498087412473
ORNt3m_pos	347.6498087412473
ORNt4m_neg	347.6498087412473
ORNt4m_pos	347.6498087412473
ORNtiDF_pos	1061.2338303018512
OROTGLUt_neg	4464.418614546077
OROTGLUt_pos	2148.8177704433965
ORPT_neg	10244.748318101314
ORPT_pos	0.0
OXAHCOtex_pos	894.173482120442
OXAtp_pos	12395.201493671346
P45011A1m_pos	61442.40493695838
P45011B11m_pos	54578.386079662894
P45011B12m_pos	52059.465036511225
P45011B21m_pos	53559.27410661836
P45017A1r_pos	54916.74245781149
P45017A2r_pos	54916.74245781149
P45017A3r_pos	54916.742457811495
P45017A4r_pos	54916.74245781149
P45019A1r_pos	51851.13671430598
P45019A2r_pos	51980.96408460323
P4501B1r_pos	51063.4205119155
P45021A1r_pos	54578.386079662916
P45021A2r_pos	52059.465036511174
P45027A11m_pos	65374.78736007138
P45027A12m_pos	7385.373585341104
P45027A13m_pos	7385.373585341104
P45027A14m_pos	66349.85273501894
P45027A15m_pos	7211.1629205169675
P45027A16m_pos	7376.939684517119
P45027A1m_pos	2155.362766758211
P4502A6_pos	7.54586284812177
P4502C18_pos	7.909525218467174
P4502C19_pos	7.54586284812177
P4502C8_pos	7.54586284812177
P4502C92_pos	7.54586284812177
P4502C93_pos	7.545862848121769
P4502C94_pos	7.54586284812177
P4502C9_pos	7.54586284812177
P4502D6_pos	7.54586284812177
P4502E1_pos	14.227088448290393
P4502F1_pos	7.545862848121768
P45039A1r_pos	54285.36661852625
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.54586284812177
P4503A7r_pos	52622.286681657475
P45046A1r_pos	54285.36661852625
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.968753160360182
P4504F81r_pos	0.0
P4507A1r_pos	11456.689295902699
P4507B11r_pos	54290.67876840626
P4507B12r_pos	54096.67138210724
P4508B11r_pos	65536.57892006903
P4508B13r_pos	65374.78736007138
P450LTB4r_pos	0.0
P450SCC1m_neg	2155.362766758211
P450SCC1m_pos	56103.3591671473
P5CDm_pos	1170.1544815514721
P5CR_pos	494.93130833432997
P5CRm_pos	926.7489347847413
P5CRxm_pos	762.9698195187998
PACCOAL_pos	18957.57365599533
PAFH_pos	4277.784541297096
PAFHe_pos	6644.525308091584
PAFS_pos	4277.784541297097
PAFt_neg	6647.588993107478
PAFt_pos	6.8995158657739655
PAIL45P_HStn_neg	6815.3698388792
PAIL45P_HStn_pos	7984.540948622419
PAIL4P_HStn_neg	4936.898757737675
PAIL4P_HStn_pos	5490.158429164266
PAIL_HStn_neg	7975.690452596398
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8737.797172644105
PAN4PP_pos	4156.07641017982
PAN4PPe_pos	5739.13782618377
PAPStg_neg	0.0
PAPStg_pos	38533.314695902474
PAPtg_pos	38533.3146959025
PA_HSter_neg	5536.668382793608
PA_HSter_pos	0.0
PA_HStg_neg	5536.668382793608
PA_HStg_pos	0.0
PA_HStn_neg	17334.230579360807
PA_HStn_pos	0.0
PCFLOPm_pos	10278.13988855662
PCHOLHSTDe_pos	10582.852716250562
PCHOLP_hs_pos	726.7552813117736
PCHOLPg_hs_pos	5536.668382793608
PCHOLPm_hs_pos	13646.36463016075
PCHOLPr_hs_pos	5536.668382793608
PCHOL_HSter_neg	5769.236644798224
PCHOL_HSter_pos	5536.668382793608
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5536.668382793608
PCLAD_pos	47.478576845315516
PCREATtmdiffir_pos	3680.3413228821937
PCRNtc_pos	4929.992127163325
PCRNtm_pos	1691.086848614983
PCm_pos	5622.633711921425
PCt_pos	12238.787083995056
PDE1_pos	3376.1034801526057
PDE1g_pos	0.0
PDE4_pos	3363.4095274678857
PDE4g_pos	0.0
PDE4n_pos	10957.495742918089
PDHm_pos	6596.106366276132
PDX5PO_pos	4181.387685926951
PDXPP_pos	3918.919692374359
PEAMNO_pos	18957.57365599533
PECDCHe_pos	5092.628943103288
PECGCHLe_pos	14420.224209126582
PECGONCOATr_pos	0.0
PECTCHLe_pos	15507.923985295773
PEFLIP_pos	4160.271547447097
PEFLIPm_pos	4484.270248306925
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5748.240607795005
PEPCKm_pos	8695.991186673034
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.545862848121769
PERILLYLte_pos	0.0
PEROXx_pos	47.19858974866443
PETHCT_pos	4182.507487607334
PETOHMm_hs_pos	10278.13988855662
PETOHMr_hs_pos	5769.236644798224
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4484.270248306926
PE_HStm_pos	10278.13988855662
PEt_neg	4160.271547447097
PEt_pos	3325.0
PFK26_pos	3326.344978292145
PFK_pos	613.4197515377214
PGCD_pos	3269.944105948225
PGDI_neg	2.4668937371011257
PGDI_pos	136.16469739309298
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.099520522601875
PGISr_pos	163.03038278238697
PGI_neg	4997.657778342827
PGI_pos	5787.644631329333
PGK_neg	3269.944105948225
PGK_pos	5041.840211981909
PGLYCP_pos	0.0
PGLYCt_neg	13650.603361255982
PGLYCt_pos	226.73599374542087
PGL_pos	6553.473211238601
PGLc_pos	32136.30391166488
PGLer_pos	11250.164408602433
PGMT_neg	3803.7469920280755
PGMT_pos	5146.555211433327
PGM_neg	3622.444381537291
PGM_pos	7825.342056282031
PGPPT_pos	13650.60336125598
PGPP_hs_pos	13650.60336125598
PGS_pos	120.79162488323662
PGSr_pos	163.03038278238702
PHACCOAGLNAC_pos	18957.57365599533
PHCDm_pos	383.9335968174138
PHCHGSm_neg	0.0
PHCHGSm_pos	1333.9335968174137
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18957.573655995337
PHEATB0tc_pos	1474.012314329279
PHEMEe_pos	321.8155919010489
PHEMEt_pos	321.8155919010489
PHEMEtm_neg	0.0
PHEMEtm_pos	14689.102401417385
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	284.50367054023764
PHEt4_pos	392.83382342747063
PHEtec_neg	392.83382342747063
PHEtec_pos	484.4858119975801
PHEyLATthc_pos	727.9984307176003
PHYCBOXL_pos	18957.57365599533
PHYHx_pos	47.198589748664425
PHYQt_pos	4987.07003269663
PHYTt_neg	0.0
PHYTt_pos	47.19858974866444
PI345P3P_pos	3361.4017548369698
PI345P3Pn_pos	10069.843795099217
PI345P5P_pos	3411.0635960179957
PI345P5Pn_pos	10863.53390049574
PI34P3Pn_pos	10863.533900495742
PI34P4Pn_pos	10863.53390049574
PI34P5K_pos	3411.063596017995
PI34P5Kn_pos	10863.53390049574
PI3P3Pn_pos	3044.450013273358
PI3P4K_pos	8019.686680553339
PI3P4Kn_pos	10863.533900495739
PI3P5K_pos	3765.7707914575
PI45P3K_pos	3361.4017548369698
PI45P3Kn_pos	10069.843795099216
PI45P4P_pos	4175.690452596398
PI45P5P_pos	3399.9107875016184
PI45P5Pn_pos	3800.0
PI45PLC_pos	8798.350388298375
PI45PLCn_pos	0.0
PI4P3K_pos	6918.599442593392
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10863.53390049574
PI4P5K_pos	3399.9107875016184
PI4P5Kn_pos	9922.360604093647
PI4PLC_pos	7400.321643606129
PI4PLCn_pos	17986.132041796947
PI4PP_pos	4175.690452596398
PI5P3K_pos	3400.0252878351157
PI5P3Ker_pos	0.0
PI5P4K_pos	4175.690452596398
PI5P4Kn_pos	10314.675684654048
PIACGT_pos	51.31497993111681
PIK3_pos	4151.813589346924
PIK3er_pos	7750.980839860589
PIK3n_pos	10757.491797095508
PIK4_pos	4175.690452596399
PIK4n_pos	10706.990765214448
PIK5_pos	4517.559092969306
PIK5n_pos	10314.675684654048
PIPLC_pos	3820.970857834039
PIPLCn_pos	18657.341315568756
PIt7_neg	502.1689489406117
PIt7_pos	508.580721874417
PIt8_neg	329.19458182368766
PIt8_pos	502.1689489406117
PIt9_neg	1078.877828861887
PIt9_pos	1078.877828861887
PIter_neg	368.6628812429298
PIter_pos	2022.8876270809767
PItg_pos	6399.064342246329
PItn_neg	4357.6849194396
PItn_pos	6033.257655392994
PItx_neg	4570.014315644339
PItx_pos	0.0
PLA2_2_pos	10302.233105236512
PLA2_2e_pos	11820.79531259801
PLA2_pos	0.0
PMANM_neg	17328.21614432246
PMANM_pos	0.0
PMEVKc_pos	20313.783494494866
PMEVKx_pos	18429.466703794224
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34354.66514757938
PMTCOAFABP1tc_pos	13822.918723403627
PMTCOAtx_neg	3095.1068402448286
PMTCOAtx_pos	5206.853286222209
PNP_neg	7953.109551585134
PNP_pos	0.0
PNTEH_pos	14372.672864783632
PNTEHe_pos	6199.161158822307
PNTK_pos	14348.126763093709
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4250.683455540134
PNTOt5le_pos	4267.093681816862
PNTOte_neg	2060.009718533849
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3373.100540150576
PPA_pos	5911.5636195004345
PPAer_pos	8872.692180959348
PPAm_pos	3530.8382670554424
PPAn_pos	13890.101617239225
PPAt_pos	1577.7663729341227
PPAtm_pos	5852.355035811856
PPBNGS_pos	14689.102401417393
PPCDC_pos	4009.9312356896917
PPCOACm_pos	4250.5872901639805
PPCOAOm_pos	12650.0492520977
PPD2CSPp_pos	49.10961507181681
PPDOx_pos	1045.37346521606
PPDOy_pos	415.95729216092684
PPItm_neg	6148.570219733138
PPItm_pos	3886.7820115125046
PPItr_neg	2022.8876270809767
PPItr_pos	2022.8876270809767
PPItx_neg	6989.072580549
PPItx_pos	4570.014315644339
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4592.150514944189
PPM_pos	3089.7310684364793
PPNCL3_pos	14348.126763093705
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14689.10240141739
PPPGOm_pos	14689.102401417387
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20610.347923950965
PRASCS_neg	0.0
PRASCS_pos	20610.347923950954
PRDX_pos	6750.187590979387
PRDXl_pos	12011.26980420931
PRFGS_pos	20610.34792395096
PRGNLONESULT_pos	7784.855374790245
PRGNLONEtm_neg	61442.404936958395
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54916.74245781147
PRGSTRNt_neg	61442.40493695834
PRGSTRNt_pos	6.27656955798344
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.19858974866443
PRISTCOAtcx_pos	4987.07003269663
PRISTCOAtx_neg	7462.230220555656
PRISTCOAtx_pos	4987.07003269663
PRISTtx_neg	49.17507456422997
PRISTtx_pos	7462.230220555656
PRO1x_pos	494.93130833432997
PRO1xm_pos	762.9698195187998
PROAKGOX1r_pos	0.0
PROD2_pos	1444.9313083343297
PROD2m_pos	4388.074660904713
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1446.0052939283516
PRODt2r_pos	1442.4249371770084
PROGLYPEPT1tc_pos	9537.90264958922
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9537.90264958922
PROIMINOtc_pos	1508.7279978102436
PROSTGD2t_neg	603.7958774651053
PROSTGD2t_pos	603.7958774651053
PROSTGE1t3_pos	3862.489193612698
PROSTGE1t_neg	603.7958774651053
PROSTGE1t_pos	603.7958774651053
PROSTGE2t2_neg	373.1142783308385
PROSTGE2t2_pos	374.3077305812863
PROSTGE2t3_pos	3805.5644268327806
PROSTGE2t_neg	374.3077305812863
PROSTGE2t_pos	373.1142783308385
PROSTGF2t_neg	504.437809834572
PROSTGF2t_pos	504.437809834572
PROSTGH2t_neg	1402.8469080988289
PROSTGH2t_pos	1402.8469080988289
PROSTGI2t_neg	1402.8469080988289
PROSTGI2t_pos	1402.8469080988289
PROSTGI2tr_neg	163.030382782387
PROSTGI2tr_pos	6.099520522601875
PRO_Dtde_neg	1446.0052939283516
PRO_Dtde_pos	1442.4249371770084
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	427.8749683534117
PROt2r_pos	788.1892417007115
PROt4_2_r_neg	1103.9988842824298
PROt4_2_r_pos	1222.83934672758
PROt4_pos	427.8749683534117
PRPNCOAHYDm_pos	12644.48486326089
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4272.855572988505
PRPPS_pos	3981.263172494902
PSDm_hs_pos	18750.2574430064
PSERT_pos	3269.944105948225
PSFLIP_pos	4484.270248306927
PSFLIPm_pos	18750.2574430064
PSP_L_pos	3269.944105948225
PSSA1_hs_neg	726.7552813117736
PSSA1_hs_pos	4217.94744062283
PSSA2_hs_neg	16432.835429488074
PSSA2_hs_pos	4182.507487607334
PSYGCHe_pos	13707.893628277468
PSYTCHe_pos	14935.058735416122
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4484.270248306925
PSt3_pos	6.3420436093973676
PTCRTD_neg	14465.37826561521
PTCRTD_pos	15.28788071506497
PTDCACRNCPT1_pos	29.17939656352632
PTDCACRNCPT2_pos	29.17939656352632
PTDCACRNt_pos	29.17939656352632
PTDCAt_neg	0.0
PTDCAt_pos	29.17939656352632
PTE2x_pos	0.0
PTE3x_pos	6984.689060422531
PTE4x_pos	6989.072580548999
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3340.3086085803798
PTPATe_neg	13428.41932180309
PTPATe_pos	22570.434871585763
PTRCAT1_pos	0.0
PTRCOX1_pos	12546.157312539972
PUNP1_neg	6316.644338680171
PUNP1_pos	3090.8880941415186
PUNP2_neg	6804.146639581904
PUNP2_pos	5471.274656968635
PUNP3_neg	8089.662271739746
PUNP3_pos	1541.1001846850804
PUNP4_neg	7769.52103146419
PUNP4_pos	6428.769287608893
PUNP5_neg	4831.889439835776
PUNP5_pos	3783.2372755282377
PUNP6_neg	0.0
PUNP6_pos	7335.211795670384
PUNP7_neg	1541.1001846850804
PUNP7_pos	3966.5005335980363
PVD3_neg	10998.003519132937
PVD3_pos	77160.39057196629
PYAM5POr_pos	4181.387685926952
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	3918.9196923743593
PYDAMtr_neg	0.0
PYDAMtr_pos	10238.062466844169
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8059.591380340266
PYDXK_pos	3918.919692374358
PYDXNK_pos	3918.919692374358
PYDXNtr_neg	0.0
PYDXNtr_pos	9254.534491308994
PYDXPP_pos	3918.919692374358
PYDXtr_neg	0.0
PYDXtr_pos	7936.333710044606
PYK_pos	441.46677094135674
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8038.760240958986
PYNP2r_pos	5286.893019201116
PYRt2m_neg	1298.9483400199867
PYRt2m_pos	1298.9483400199867
PYRt2p_neg	2632.418037353073
PYRt2p_pos	2632.418037353073
PYRt2r_neg	473.0674306614379
PYRt2r_pos	473.0674306614379
Q10H2e_neg	0.0
Q10H2e_pos	5599.054572583639
QUILSYN_pos	0.0
RADH2_pos	831.8625810231443
RADH3_pos	962.3965775702857
RADH4_pos	944.8223732770183
RADH_pos	831.9355412713627
RAHY_pos	1633.34170537329
RAI1_neg	2227.395617634069
RAI1_pos	2227.395617634069
RAI2_neg	2227.395617634069
RAI2_pos	2227.395617634069
RAI3_neg	944.8223732770183
RAI3_pos	1218.866503407574
RAI4_neg	1700.9915034075739
RAI4_pos	1682.845118177613
RAtn3_neg	0.0
RAtn3_pos	1218.866503407574
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3433.9670782844664
RBK_D_pos	0.0
RBK_pos	5630.372006062053
RBTt_pos	6463.447213574394
RDH1_neg	476.2154426411364
RDH1_pos	2227.395617634069
RDH1a_pos	476.2154426411364
RDH2_neg	522.6204868276025
RDH2_pos	2227.395617634069
RDH2a_pos	522.6204868276025
RDH3_neg	522.6204868276025
RDH3_pos	2227.395617634069
RDH3a_pos	522.6204868276025
RDH4_neg	0.0
RDH4_pos	944.8223732770183
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5373.100664778285
RE0344C_pos	3275.765783711321
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12340.437273520678
RE0383C_pos	5370.08354531249
RE0452M_neg	7773.111816105626
RE0452M_pos	30213.26475700256
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1152.141809089821
RE0453C_pos	1152.141809089821
RE0453M_neg	9718.66711489599
RE0453M_pos	29535.936781512864
RE0453N_neg	309.31751339886785
RE0453N_pos	309.31751339886785
RE0456M_neg	9218.715669504816
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.63627369987573
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12993.261659671634
RE0566C_neg	0.0
RE0566C_pos	12993.261659671634
RE0567C_neg	0.0
RE0567C_pos	12993.261659671638
RE0568C_neg	0.0
RE0568C_pos	12993.261659671634
RE0569C_pos	0.0
