	Ob.1012.c_S140_L007_R1_001
ENMAN3g_pos	0.0
ENMAN4g_pos	0.0
ENMAN5g_pos	0.0
ENMAN6g_pos	0.0
ENO_neg	9583.985396298096
ENO_pos	3477.186568893992
EPCTX_pos	0.0
ESTRADIOLGLCt2_pos	3896.6258461373263
ESTRADIOLGLCt_neg	56404.70157836605
ESTRADIOLGLCt_pos	3896.625846137326
ESTRADIOLGLCtr_neg	56404.701578366024
ESTRADIOLGLCtr_pos	0.0
ESTRADIOLt_neg	51048.54124923399
ESTRADIOLt_pos	11.393921022533778
ESTRADIOLtr_neg	56843.42068245628
ESTRADIOLtr_pos	5222.854816510855
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	59149.64554860301
ESTRONEGLCtr_neg	59149.645548603
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	534.389942603771
ESTRONESt_neg	534.389942603771
ESTRONESt_pos	1184.8352251509739
ESTRONEtr_neg	5222.854816510855
ESTRONEtr_pos	51074.55869606064
ESTSULT_pos	7113.752967481518
ETFQO_pos	395.25227514127903
ETF_pos	395.25227514127903
ETHAK_pos	3156.0789669990168
ETHP_pos	3270.3285584765435
ETOHMO_pos	6.804464281675664
ETOHt_neg	0.0
ETOHt_pos	5.625980609469481
ETOHtx_neg	0.0
ETOHtx_pos	11.73345986020269
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.60426678470962
EX_10fthf5glu(e)_neg	9.091602496316208
EX_10fthf5glu(e)_pos	9.43908704708313
EX_10fthf6glu(e)_neg	3.7266506018015506
EX_10fthf6glu(e)_pos	3.7266506018015506
EX_10fthf7glu(e)_neg	3.7266506018015506
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.454438165199079
EX_11_cis_retfa(e)_pos	1605.244425430542
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2683.228760271287
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17419.527189033743
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	46.33387723819365
EX_23cump(e)_neg	4.504438165199079
EX_23cump(e)_pos	4.3745520438379115
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.867672066122774
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	49858.52431805943
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.031469950946166
EX_25hvitd2(e)_neg	10.867672066122774
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.451813031931229
EX_25hvitd3(e)_pos	7487.957429421669
EX_2hb(e)_neg	7.962472498509019
EX_2hb(e)_pos	7468.89579922368
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14389.789805811732
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31462.880094599317
EX_34dhphe(e)_neg	4.086368727346381
EX_34dhphe(e)_pos	6547.627682948265
EX_34hpp_neg	6770.832756418917
EX_34hpp_pos	8305.153676278194
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14009.539179868432
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10703.760975192252
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11316.569822116813
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8573.779018685922
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12252.521083096115
EX_3deccrn_neg	0.0
EX_3deccrn_pos	12717.957966051781
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10240.527460927739
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10574.133942374174
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	12974.631041826835
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	12755.551312354244
EX_3mob(e)_neg	7630.035546737009
EX_3mob(e)_pos	6.303715484779666
EX_3mop(e)_neg	7543.467145591226
EX_3mop(e)_pos	23.219807724606035
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	9.74704642139541
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8406.498254933627
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15372.263253587795
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10236.504902623275
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	13674.447721191103
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22202.68295958727
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	31765.737411636397
EX_3ump(e)_neg	4.374552043837912
EX_3ump(e)_pos	4.504438165199079
EX_4abut(e)_neg	3.274467095587
EX_4abut(e)_pos	8698.78112069777
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	14985.991341408479
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.45181303193123
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10844.06495353219
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7607.9717031497
EX_4mop(e)_pos	7291.152133052329
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61052.745085915405
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.45181303193123
EX_4nph(e)_neg	3.3984864421489593
EX_4nph(e)_pos	3.3984864421489593
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.4006377680206
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	7940.479574676409
EX_5adtststerone(e)_neg	7.199819164912916
EX_5adtststerone(e)_pos	55217.93879651669
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	68787.52247553675
EX_5adtststerones(e)_neg	8.258083033373428
EX_5adtststerones(e)_pos	54603.07834806723
EX_5dhf(e)_neg	9.091602496316208
EX_5dhf(e)_pos	9.43908704708313
EX_5fthf(e)_neg	6.429304197115367
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.45181303193123
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.492006468572609
EX_5mta(e)_neg	15019.87092692303
EX_5mta(e)_pos	15121.881030717928
EX_5mthf(e)_neg	6858.610563969607
EX_5oxpro(e)_neg	6043.9592674133855
EX_5oxpro(e)_pos	10106.413308706022
EX_5thf(e)_neg	9.091602496316208
EX_5thf(e)_pos	9.43908704708313
EX_6dhf(e)_neg	3.7266506018015506
EX_6dhf(e)_pos	3.7266506018015506
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	51983.552642354814
EX_6thf(e)_neg	3.7266506018015506
EX_6thf(e)_pos	3.7266506018015506
EX_7dhf(e)_neg	3.7266506018015506
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.7266506018015506
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.454438165199079
EX_9_cis_retfa(e)_pos	1605.244425430542
EX_C02470(e)_neg	22.418102718030273
EX_C02470(e)_pos	11.717077147014875
EX_C02528(e)_neg	7.027109724136616
EX_C02528(e)_pos	65571.60579362622
EX_C04849(e)_neg	2.1110734906359
EX_C04849(e)_pos	2.1110734906359
EX_C05965(e)_neg	2.1110734906359
EX_C05965(e)_pos	2.1110734906359
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16057.883212431814
EX_CE1925(e)_neg	5.324552043837913
EX_CE1925(e)_pos	5.454438165199079
EX_CE1926(e)_neg	5.324552043837913
EX_CE1926(e)_pos	5.454438165199079
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	15847.352886332623
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17778.722725684456
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	24618.8431553525
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	24618.8431553525
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33268.54099376222
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.814223597679755
EX_CE2011(e)_pos	15.481636128808578
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.2569695403598145
EX_CE2838(e)_neg	3.106229674813454
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106229674813454
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.5497548763976265
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.324552043837913
EX_CE4633(e)_pos	8015.948839829629
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.5497548763976265
EX_CE4881(e)_neg	5.454438165199079
EX_CE4881(e)_pos	5.324552043837912
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.811776535695042
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.29162888563455
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.454438165199079
EX_CE5853(e)_pos	5.324552043837912
EX_CE5854(e)_neg	5.454438165199079
EX_CE5854(e)_pos	5.324552043837913
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.667256137417915
EX_CLPND(e)_pos	379.79682205604615
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3008.7146676662583
EX_HC00250(e)_neg	5.346386815959441
EX_HC00250(e)_pos	6766.186735189832
EX_HC00822(e)_neg	16.167185770805613
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.3984864421489593
EX_HC01104(e)_pos	3.3984864421489593
EX_HC01361(e)_neg	4.498968855868092
EX_HC01361(e)_pos	6.55265752088476
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.377975021768846
EX_HC01444(e)_pos	4187.095318896149
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.627878161439254
EX_HC01609(e)_pos	9.627878161439254
EX_HC01610(e)_neg	9.627878161439254
EX_HC01610(e)_pos	9.627878161439254
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.4518130319312315
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.2670493135218033
EX_HC02202(e)_pos	11.7444062313402
EX_HC02203(e)_neg	3.2670493135218033
EX_HC02203(e)_pos	13.623181691232178
EX_HC02204(e)_neg	3.2670493135218033
EX_HC02204(e)_pos	13.4444062313402
EX_HC02205(e)_neg	3.2670493135218033
EX_HC02205(e)_pos	11.923181691232177
EX_HC02206(e)_neg	3.2670493135218033
EX_HC02206(e)_pos	11.5944062313402
EX_HC02207(e)_neg	3.2670493135218033
EX_HC02207(e)_pos	11.773181691232177
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3317085242492466
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.386678273506334
EX_Rtotal(e)_pos	7591.534516691601
EX_Rtotal2(e)_neg	8.877827376623316
EX_Rtotal2(e)_pos	5273.37972435111
EX_Rtotal3(e)_neg	7.958213148657514
EX_Rtotal3(e)_pos	8.213067264495354
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.16158388246159
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5071.381741876335
EX_ac(e)_neg	4.632487595415253
EX_ac(e)_pos	5672.549749262314
EX_acac(e)_neg	4.998211236905915
EX_acac(e)_pos	7636.463960367105
EX_acald(e)_neg	5.142603988715379
EX_acald(e)_pos	6262.906988770956
EX_acetone(e)_neg	5.51413700576592
EX_acetone(e)_pos	10540.939079434382
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9420.148930581738
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8820.785302898916
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.853994715682015
EX_ach(e)_pos	6850.30314804128
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	18957.723150245198
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11108.624641887427
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11108.624641887427
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12261.570631628414
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11137.211384084438
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10021.077555759553
EX_ade(e)_neg	3.9856907855964954
EX_ade(e)_pos	6125.429944575195
EX_adn(e)_neg	5630.913039250953
EX_adp_neg	3.024482342949092
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.742802209216339
EX_adprib(e)_neg	7.682044454311493
EX_adprib(e)_pos	4.742802209216339
EX_adrn(e)_neg	8.970032280955428
EX_adrn(e)_pos	133.18569556350926
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	36990.62620932872
EX_aflatoxin(e)_neg	7.45181303193123
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11175.256151488256
EX_ahcys(e)_pos	26886.568959322787
EX_ahdt(e)_neg	6.55265752088476
EX_ahdt(e)_pos	4.498968855868092
EX_aicar(e)_neg	11032.63846017478
EX_aicar(e)_pos	12485.16359707403
EX_ak2lgchol_hs(e)_neg	6.7722385922615835
EX_ak2lgchol_hs(e)_pos	4.710144294926476
EX_akg(e)_neg	4.180672216691848
EX_akg(e)_pos	7360.938231034406
EX_ala_B(e)_neg	6.7380282186116895
EX_ala_B(e)_pos	9113.330443514025
EX_ala_D(e)_neg	2.4140891333522463
EX_ala_D(e)_pos	3783.6525162109897
EX_ala_L(e)_neg	2.3839850576616777
EX_ala_L(e)_pos	3578.264639578855
EX_alaala(e)_neg	7508.590105408293
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53158.63098695415
EX_amp(e)_neg	3.9856907855964954
EX_amp(e)_pos	6620.218261433723
EX_andrstrn(e)_neg	17.467489771214773
EX_andrstrn(e)_pos	55679.92640628696
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69040.53144908848
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.864989347363453
EX_antipyrene(e)_neg	7.908972758120809
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.45181303193123
EX_appnn(e)_neg	7.45181303193123
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61544.35547032178
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.357061051343562
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11360.24432512925
EX_arachcoa(e)_neg	5.2569695403598145
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.622418058808814
EX_arachd(e)_pos	76.10631639270458
EX_arg_L(e)_neg	5.211215158888479
EX_arg_L(e)_pos	17772.87319414546
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4463.128098984498
EX_asn_L(e)_neg	5.583914152579259
EX_asn_L(e)_pos	11416.50161234161
EX_asp_D(e)_neg	11.197630579119709
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.089729986054238
EX_asp_L(e)_pos	6831.15197811779
EX_atp(e)_neg	3.9394623720917994
EX_atp(e)_pos	21162.891426374852
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.020837480846762
EX_bhb(e)_pos	7660.372914159718
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42513.324787165395
EX_bilglcur(e)_neg	10.331508671922549
EX_bilglcur(e)_pos	64937.62867031542
EX_bilirub(e)_neg	15.938694182243111
EX_bilirub(e)_pos	50586.413002392066
EX_biocyt(e)_neg	3.9397406164767315
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	234.78929225408393
EX_btn(e)_pos	3.9397406164767315
EX_but(e)_neg	6.112269388416788
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12421.604010259747
EX_c10crn_neg	0.0
EX_c10crn_pos	14597.618833611632
EX_c10dc_neg	0.0
EX_c10dc_pos	19682.208845263933
EX_c12dc_neg	0.0
EX_c12dc_pos	45383.98524769285
EX_c16dc_neg	0.0
EX_c16dc_pos	29646.38837427685
EX_c3dc_neg	0.0
EX_c3dc_pos	10793.308119290896
EX_c4crn_neg	0.0
EX_c4crn_pos	16916.91106963512
EX_c4dc_neg	0.0
EX_c4dc_pos	10565.981742956088
EX_c51crn_neg	0.0
EX_c51crn_pos	11905.292847904
EX_c5dc_neg	0.0
EX_c5dc_pos	8015.366847885207
EX_c6crn_neg	0.0
EX_c6crn_pos	13193.761354775716
EX_c6dc_neg	0.0
EX_c6dc_pos	61465.282240690685
EX_c81crn_neg	0.0
EX_c81crn_pos	12421.604010259747
EX_c8crn_neg	0.0
EX_c8crn_pos	8869.91826975713
EX_c8dc_neg	0.0
EX_c8dc_pos	27403.667047917348
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	12906.876248995142
EX_carn(e)_neg	10936.804995532239
EX_caro(e)_neg	12.955742391661063
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.45181303193123
EX_cbasp(e)_neg	8354.48469836632
EX_cbasp(e)_pos	19431.952182265617
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2393963446365195
EX_cdp(e)_pos	4.478792689273039
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6346669746304014
EX_cgly(e)_pos	10441.757993971078
EX_chol(e)_neg	6847.916573632095
EX_cholate(e)_neg	11768.750271917163
EX_chsterol(e)_neg	8.114817945109344
EX_chsterol(e)_pos	10904.100515461705
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.822150497841905
EX_cit(e)_pos	8621.929626595402
EX_citr_L(e)_neg	2.0317678698027564
EX_citr_L(e)_pos	12396.155482204966
EX_cl(e)_neg	8022.013065152107
EX_cmp(e)_neg	3.247351288507093
EX_cmp(e)_pos	7.771140639810379
EX_co(e)_neg	0.0
EX_co(e)_pos	50598.449885093905
EX_co2(e)_neg	449.06646758527
EX_co2(e)_pos	4172.189582425518
EX_coa(e)_neg	4.1746216105372405
EX_coa(e)_pos	5.2569695403598145
EX_coumarin(e)_neg	7.45181303193123
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	9.942106114981744
EX_creat(e)_pos	17770.24067553869
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27594.50479391535
EX_crn(e)_neg	6755.905192975753
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51560.993591214596
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54188.29593172383
EX_crvnc(e)_neg	9.542926914071481
EX_crvnc(e)_pos	468.87526464620026
EX_csn(e)_neg	7.198635124950371
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	83.94835324450908
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	100.50035207985039
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	83.77667670358674
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	128.57367135525934
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	148.70153531069093
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.247351288507093
EX_ctp(e)_pos	7.771140639810379
EX_cyan(e)_neg	6.71262411268973
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2689.104567574155
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6138.30814783264
EX_cytd(e)_neg	6107.381660239784
EX_dad_2(e)_neg	7611.328402743886
EX_dag_hs(e)_neg	7916.155955077161
EX_dca(e)_neg	19682.208845263936
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.744446093130152
EX_dcsptn1(e)_pos	194.81452807422997
EX_dcyt(e)_neg	7075.418533142657
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12421.604010259747
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10357.285367422164
EX_debrisoquine(e)_neg	7.45181303193123
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12421.604010259747
EX_dgchol(e)_neg	6.800952841224182
EX_dgchol(e)_pos	66706.23389907238
EX_dgmp(e)_neg	4.157548030903552
EX_dgmp(e)_pos	4.683212180650854
EX_dgsn(e)_neg	7573.0514997353785
EX_dgtp(e)_neg	4.683212180650854
EX_dgtp(e)_pos	4.157548030903552
EX_dha(e)_neg	3.3984864421489593
EX_dha(e)_pos	3.3984864421489593
EX_dhap(e)_neg	3.3984864421489593
EX_dhap(e)_pos	3.3984864421489593
EX_dhdascb(e)_neg	4463.128098984496
EX_dheas(e)_neg	9.585112403899746
EX_dheas(e)_pos	59354.99765876043
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.60426678470962
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	65978.45668009711
EX_din(e)_neg	7779.142444034833
EX_dlnlcg(e)_neg	6.077863822720919
EX_dlnlcg(e)_pos	48.17000334002084
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.908972758120809
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.79150390783766
EX_doco13ac_neg	17974.58012557855
EX_doco13ac_pos	0.0
EX_docosac_neg	15649.725826145503
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15649.7258261455
EX_dopa(e)_neg	5.951233058288445
EX_dopa(e)_pos	9302.491527524275
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32141.576449975102
EX_dpcoa(e)_neg	6630.113335984407
EX_dpcoa(e)_pos	27568.937065884988
EX_drib(e)_neg	6.981761754717761
EX_drib(e)_pos	7949.178719433808
EX_dtdp(e)_neg	2.2393963446365195
EX_dtdp(e)_pos	4.478792689273039
EX_dtmp(e)_neg	3.247351288507093
EX_dtmp(e)_pos	7.771140639810379
EX_dttp(e)_neg	3.247351288507093
EX_dttp(e)_pos	7.771140639810379
EX_duri(e)_neg	6.629148953631873
EX_duri(e)_pos	6830.171381781742
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.45181303193123
EX_ebastine(e)_neg	12.899156978282733
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.899156978282733
EX_eicostet(e)_neg	7.721715760401002
EX_eicostet(e)_pos	31.928871832292188
EX_elaid(e)_neg	6.913778295398453
EX_elaid(e)_pos	5057.948747056534
EX_estradiol(e)_neg	11.393921022533778
