	Ob-DHA-b_S132_L007_R1_001
MANtg_pos	16933.169482868092
MANtly_pos	17238.845578004166
MAOLNOR_pos	0.0
MAOX_pos	39033.02199834825
MCCCrm_neg	12430.64181964869
MCCCrm_pos	11544.977326981993
MCD_pos	4120.2515376055635
MCDm_pos	4209.234261381076
MCDp_pos	0.0
MCITS_pos	14351.4914312826
MCLACCYSR_pos	15437.75759826367
MCLOR_neg	15437.75759826367
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.704135358385315
MDH_neg	2483.877778443421
MDH_pos	5684.743729777768
MDHm_neg	5333.695915037128
MDHm_pos	2483.8777784434205
MDHx_neg	11.159170119589405
MDHx_pos	0.0
MDRPD_pos	14747.184931747239
ME1m_pos	5292.116186457167
ME2_pos	5822.46488914486
ME2m_pos	5423.184527354976
MECOALm_neg	421.7973001013255
MECOALm_pos	421.7973001013255
MECOAS1m_neg	421.7973001013255
MECOAS1m_pos	421.7973001013255
MELATN23DOX_pos	0.0
MELATNOX_pos	6212.347431338404
MEOHt2_neg	21781.055103937826
MEOHt2_pos	5.649483024186688
MEOHtly_neg	0.0
MEOHtly_pos	12039.184969491285
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41697.55269074312
MERCPLACCYSt_pos	15437.75759826367
MESCOALm_pos	0.0
METATB0tc_pos	1558.9655473680195
METAT_pos	12325.02722619707
METLEUex_pos	627.4789213886676
METS_pos	9714.139850920508
METt4_pos	514.0045075322867
METtec_neg	514.0045075322867
METtec_pos	832.0233715050636
METyLATthc_pos	771.8652695367032
MEVK1c_pos	19764.301809708777
MEVK1x_pos	17992.999894397257
MG1er_pos	16929.369300214017
MG2er_pos	16929.369300214017
MG3er_pos	16929.369300214017
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12430.641819648687
MGCHrm_pos	11544.977326981998
MGSA2_pos	6027.967916240572
MGSA_pos	6028.32751183473
MHISOR_pos	12736.762785656323
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13391.160535236502
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	14825.020103862951
MI134PK_pos	0.0
MI134PP_pos	13391.1605352365
MI13PP_pos	14825.020103862951
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13391.160535236502
MI145PKn_pos	0.0
MI145PP_pos	8535.510822174376
MI14P4P_pos	7844.002215696652
MI14PP_pos	7150.421333310989
MI14Ptn_neg	17758.10491939112
MI14Ptn_pos	0.0
MI1PP_pos	3687.743999386448
MI1PS_pos	6154.163130024714
MI1P_Dtn_neg	18399.05111801217
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13391.1605352365
MI3PP_pos	13391.1605352365
MI4PP_pos	7150.421333310989
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.42703007633471
MLTG1ly_pos	0.0
MM5ag_pos	16933.169482868096
MM5bg_pos	16929.369300214017
MM5cg_pos	16929.369300214017
MM6B1ag_pos	16929.369300214017
MM6B1bg_pos	16929.369300214017
MM6B2g_pos	16929.369300214017
MM6ag_pos	16956.60144092934
MM6bg_pos	16933.169482868096
MM7Ag_pos	16956.60144092934
MM7B1g_pos	16929.369300214017
MM7B2g_pos	16929.369300214017
MM7Cag_pos	16933.169482868096
MM7Cbg_pos	16933.169482868096
MM8Ag_pos	16933.169482868096
MM8Ber_pos	16929.369300214017
MM8Cg_pos	16933.169482868096
MMCD_pos	0.0
MMCDm_pos	4185.1672004902475
MMCDp_pos	0.0
MMEm_neg	12733.067391866636
MMEm_pos	2109.25715580293
MMMm_neg	8778.913870850822
MMMm_pos	12679.620817902327
MMSAD1m_pos	5186.62141176741
MMSAD3m_pos	10723.150263244419
MMTSADm_pos	2109.25715580293
MOGAT_pos	4221.562746985531
MTAP_pos	14747.184931747239
MTHFC_neg	5077.026287633873
MTHFC_pos	8527.610828560653
MTHFCm_neg	12592.609865030916
MTHFCm_pos	5077.026287633873
MTHFD2_neg	728.4282071855292
MTHFD2_pos	740.3655729490696
MTHFD2m_neg	690.7841639109331
MTHFD2m_pos	690.7841639109331
MTHFD_neg	740.3655729490696
MTHFD_pos	728.4282071855292
MTHFDm_neg	690.7841639109331
MTHFDm_pos	690.7841639109331
MTHFR3_pos	749.9801581585799
MTHFTe_pos	1288.2448446810872
MTHGXLt_pos	4658.77384667801
MTRI_neg	0.0
MTRI_pos	14747.18493174724
N2M2NMASNt_pos	16929.369300214017
N2M2NMASNtly_pos	16964.080499434975
N3Tg_pos	7582.332973438664
N4Tg_pos	6857.248705458378
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7335.8993665124435
NACASPtm_pos	7335.8993665124435
NACDe_pos	1900.0
NACHEX10ly_pos	11777.16836747873
NACHEX11ly_pos	11777.168367478725
NACHEX12ly_pos	11777.168367478731
NACHEX13ly_pos	11777.168367478727
NACHEX14ly_pos	11777.168367478731
NACHEX15ly_pos	11777.168367478733
NACHEX16ly_pos	11777.168367478725
NACHEX17ly_pos	11777.168367478735
NACHEX18ly_pos	11777.16836747873
NACHEX19ly_pos	11777.168367478727
NACHEX1ly_pos	83.76868720981554
NACHEX20ly_pos	11777.168367478735
NACHEX21ly_pos	11775.262232569201
NACHEX22ly_pos	11775.262232569201
NACHEX23ly_pos	7548.810622455417
NACHEX24ly_pos	7618.5590455100955
NACHEX25ly_pos	7613.072500218601
NACHEX26ly_pos	7469.744950669239
NACHEX27ly_pos	23493.620001861826
NACHEX2ly_pos	184.12189029517697
NACHEX3ly_pos	100.17310019357761
NACHEX4ly_pos	83.57745500647007
NACHEX5ly_pos	83.57745500647006
NACHEX6ly_pos	128.12211885901527
NACHEX7ly_pos	128.12211885901527
NACHEX8ly_pos	148.26979141050774
NACHEX9ly_pos	148.2697914105077
NACHEXA10ly_pos	11775.262232569201
NACHEXA11ly_pos	11775.262232569201
NACHEXA12ly_pos	11775.262232569206
NACHEXA13ly_pos	11775.262232569203
NACHEXA14ly_pos	11775.262232569201
NACHEXA15ly_pos	11775.2622325692
NACHEXA16ly_pos	11775.262232569205
NACHEXA17ly_pos	11775.262232569203
NACHEXA18ly_pos	11775.2622325692
NACHEXA19ly_pos	11775.262232569203
NACHEXA1ly_pos	83.59157140194986
NACHEXA20ly_pos	7543.449245497569
NACHEXA21ly_pos	7613.072500218601
NACHEXA22ly_pos	7464.805615656889
NACHEXA2ly_pos	99.9959843857119
NACHEXA3ly_pos	83.41445559408415
NACHEXA4ly_pos	83.41445559408415
NACHEXA5ly_pos	127.95911944662936
NACHEXA6ly_pos	127.95911944662934
NACHEXA7ly_pos	147.92712704639027
NACHEXA8ly_pos	147.92712704639027
NACHEXA9ly_pos	11775.2622325692
NACHORCTL3le_pos	2173.6097225224808
NACUP_pos	1900.0
NADH2_u10m_pos	4259.19140570699
NADHtpu_pos	1900.0
NADHtru_pos	6023.663356813453
NADK_pos	0.0
NADN_pos	7644.887354834825
NADNe_pos	4.700800532752061
NADPHtru_pos	5797.243645653034
NADPHtxu_pos	10147.741016341159
NADPN_pos	0.0
NADPNe_pos	4.700800532752061
NADPtru_pos	5797.243645653034
NADPtxu_pos	10147.741016341159
NADS2_pos	5025.571428932798
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9519.32704328125
NADtpu_pos	1900.0
NADtru_pos	6023.663356813453
NADtx_neg	3141.344824682985
NADtx_pos	3288.379291610787
NAGA2ly_pos	6939.607499390332
NAGAlby_pos	900.8546390748068
NAGAly_pos	10864.777298837522
NAGLCAly_pos	6939.607499390332
NAHCO3_HCLt_neg	1049.8228373866177
NAHCO3_HCLt_pos	1024.1781455447592
NAIt_neg	2216.535445546729
NAIt_pos	1583.6132115211858
NAt3_1_neg	415.43254410281224
NAt3_1_pos	415.43254410281224
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	611.465995757156
NAt5_pos	611.465995757156
NAt_neg	490.0924971000997
NAt_pos	479.5643276083941
NAtx_neg	4170.189343976643
NAtx_pos	1246.2363722313776
NBAHH_ir_pos	4826.581709091861
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1203.7458633371598
NCKt_neg	1435.2686512372834
NCKt_pos	1408.5877480492213
NCNt_neg	1645.1904404595193
NCNt_pos	1645.1904404595193
NDP10ex_pos	7.384645281753847
NDP3ex_pos	7.295460374457536
NDP6_pos	4017.923195571053
NDP7er_pos	12605.530868875401
NDP7ex_pos	14390.704590626396
NDP7g_pos	6187.049056773917
NDP8_pos	5418.690117618741
NDP8ex_pos	14414.778981467287
NDPK10_neg	4194.427497783527
NDPK10_pos	4194.427497783527
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4194.427497783527
NDPK10n_pos	4194.427497783527
NDPK1_neg	342.2091918737267
NDPK1_pos	342.2091918737267
NDPK1m_neg	420.8775040111549
NDPK1m_pos	420.8775040111549
NDPK1n_neg	343.3840174681143
NDPK1n_pos	343.3840174681143
NDPK2_neg	342.2091918737267
NDPK2_pos	342.2091918737267
NDPK2m_neg	8871.481581977465
NDPK2m_pos	0.0
NDPK2n_neg	343.3840174681143
NDPK2n_pos	343.3840174681143
NDPK3_neg	342.2091918737267
NDPK3_pos	342.2091918737267
NDPK3m_neg	0.0
NDPK3m_pos	13347.769195427227
NDPK3n_neg	343.3840174681143
NDPK3n_pos	343.3840174681143
NDPK4_neg	1146.0389232973753
NDPK4_pos	372.3373924202081
NDPK4m_pos	9210.771412103924
NDPK4n_neg	297.5828617292257
NDPK4n_pos	297.5828617292257
NDPK5_neg	342.2091918737267
NDPK5_pos	342.2091918737267
NDPK5m_pos	1902.4383232358841
NDPK5n_neg	343.3840174681143
NDPK5n_pos	343.3840174681143
NDPK6_neg	373.7440977778223
NDPK6_pos	620.3496999482966
NDPK6m_neg	620.3496999482966
NDPK6m_pos	3992.535751838801
NDPK6n_neg	0.0
NDPK6n_pos	14505.844833921969
NDPK7_neg	342.2091918737267
NDPK7_pos	342.2091918737267
NDPK7m_pos	24737.003393848347
NDPK7n_neg	343.3840174681143
NDPK7n_pos	343.3840174681143
NDPK8_neg	342.2091918737267
NDPK8_pos	342.2091918737267
NDPK8m_pos	8584.29565308157
NDPK8n_neg	297.5828617292257
NDPK8n_pos	297.5828617292257
NDPK9_neg	519.8619545126185
NDPK9_pos	519.8619545126185
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4194.427497783527
NDPK9n_pos	4194.427497783527
NH4t3r_neg	611.465995757156
NH4t3r_pos	611.465995757156
NH4tn_neg	12592.561947902632
NH4tn_pos	0.0
NH4tp_neg	9099.225380961718
NH4tp_pos	0.0
NICRNS_pos	3992.3468455999114
NICRNTtn_neg	0.0
NICRNTtn_pos	11488.6078819718
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	732.1389723747535
NKCC2t_pos	758.8198755628155
NKCCt_neg	731.7028323372681
NKCCt_pos	758.3837355253302
NMNATm_pos	0.0
NMNATn_pos	9519.32704328125
NMNATr_neg	5025.571428932797
NMNATr_pos	7644.887354834825
NMNS_pos	9400.017029363631
NMNtn_neg	0.0
NMNtn_pos	9519.32704328125
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11488.607881971797
NNATr_pos	3290.980870461754
NNMT_pos	45.91200316142171
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36733.511026191634
NOS1_pos	1201.035622467039
NOS2_pos	1201.035622467039
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4121.738627787253
NPTHLte_neg	0.0
NPTHLte_pos	7.442811698086945
NRPPHRSFt_pos	71194.75577824804
NRPPHRSULT_pos	71194.75577824804
NRPPHRVESSEC_pos	3312.1593106500745
NRPPHRt4_2_r_neg	1273.8140933175357
NRPPHRt4_2_r_pos	1249.271746896589
NRPPHRtu_neg	1249.271746896589
NRPPHRtu_pos	1273.8140933175357
NRVNCCOAtx_neg	4845.828330458533
NRVNCCOAtx_pos	21.48000103409986
NRVNCCOAtxc_pos	4845.828330458532
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1180.0709386466629
NRVNCt_pos	1190.5991081383686
NS26T2g_pos	216.30108936992968
NS26Tg_pos	364.53147000482915
NT5C_pos	4034.954650893631
NTD10_pos	4279.95229312059
NTD11_pos	3833.2586800379922
NTD12_pos	0.0
NTD1_pos	3273.474159117448
NTD1m_pos	1696.469677028355
NTD2_pos	4033.297233683333
NTD2e_pos	11421.259172509735
NTD2l_pos	0.0
NTD2m_pos	8871.481581977465
NTD3_pos	3429.3673067328373
NTD3l_pos	0.0
NTD4_pos	3222.713790577516
NTD4e_pos	21.481762877428167
NTD4l_pos	0.0
NTD5_pos	3248.309079293815
NTD5l_pos	0.0
NTD5m_pos	1696.469677028355
NTD6_pos	4031.9655461192506
NTD6l_pos	0.0
NTD7_pos	2990.5859607219268
NTD7e_pos	9093.215778850501
NTD7l_pos	0.0
NTD8_pos	3276.8195279330675
NTD8l_pos	0.0
NTD9_pos	4357.21102039188
NTD9e_pos	21.039318405968434
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.0859597699052355
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3392.7853280568174
O16G1e_pos	19.48816136143205
O16G2e_pos	21.69856737669899
O2St_neg	4.015340314125188
O2St_pos	8696.14916540814
O2Stm_neg	8662.870122373226
O2Stm_pos	5.202037274264225
O2Stn_neg	0.0
O2Stn_pos	8749.375988975149
O2Stx_neg	0.0
O2Stx_pos	8688.417110286657
O2t_neg	15816.141069380235
O2t_pos	4395.135270631773
O2ter_neg	24463.064304003838
O2ter_pos	9951.666912324952
O2tm_neg	9704.493494880644
O2tm_pos	5188.918097683488
O2tn_neg	8749.375988975149
O2tn_pos	0.0
O2tp_neg	5466.57319903132
O2tp_pos	4445.258900520896
OAADC_pos	6388.354498053219
OAGD3te_neg	0.0
OAGD3te_pos	19021.95974560865
OAGD3tg_neg	19021.95974560865
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18285.5370180061
OAGT3tg_neg	18285.537018006096
OAGT3tg_pos	0.0
OBDHc_pos	4052.5469709274807
OCBTm_pos	11508.108748975634
OCCOAtm_pos	12313.021407240263
OCCOAtx_neg	23502.178311252428
OCCOAtx_pos	13737.057060929093
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23251.21600669596
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23251.216006695948
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23251.21600669596
OCDCAFATPc_pos	4082.4441566076202
OCDCAtr_neg	535.3623667660662
OCDCAtr_pos	545.8905362577719
OCDCEAtr_neg	535.3623667660662
OCDCEAtr_pos	545.8905362577718
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1940.8989484699675
OCT11EFATP_pos	23251.21600669595
OCTAt_neg	0.0
OCTAt_pos	8777.563074479718
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.765058538335463
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15398.057133662545
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15398.057133662545
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15398.057133662545
OCTDECE1CRNe_pos	15398.057133662545
ODECOAtx_neg	21.48000103409986
ODECOAtx_pos	0.0
OIVD1m_pos	10332.890303859345
OIVD2m_pos	11822.299439616674
OIVD3m_pos	9273.03397657985
OLEICFATPtc_pos	4134.927352840311
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.442811698086945
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19664.311719633348
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15634.580767130454
OMHPALTD_neg	0.0
OMHPALTD_pos	29469.660611688527
OMPDC_pos	9962.602208204436
ONPTHLte_neg	7.442811698086945
ONPTHLte_pos	0.0
OPAHir_pos	5680.39864153154
ORETNF2_pos	1490.0128898251114
ORETNF_pos	1473.6687305288767
ORETNtn2_neg	0.0
ORETNtn2_pos	1490.0128898251114
ORETNtn_neg	0.0
ORETNtn_pos	1473.6687305288767
ORNALArBATtc_pos	1165.5168574464105
ORNDC_pos	11626.167132987619
ORNLEUrBATtc_pos	1165.5168574464105
ORNTArm_neg	9546.223921202567
ORNTArm_pos	25.987328643967867
ORNt3m_neg	333.6777796010084
ORNt3m_pos	333.6777796010084
ORNt4m_neg	333.6777796010084
ORNt4m_pos	333.6777796010084
ORNtiDF_pos	1074.2175064515102
OROTGLUt_neg	3724.0163637820306
OROTGLUt_pos	2137.8462358415436
ORPT_neg	9962.602208204438
ORPT_pos	0.0
OXAHCOtex_pos	801.4761986728286
OXAtp_pos	12359.803580890906
P45011A1m_pos	60808.80959426167
P45011B11m_pos	53983.05995812427
P45011B12m_pos	51353.268546104846
P45011B21m_pos	52958.46078710859
P45017A1r_pos	53986.69914364962
P45017A2r_pos	53986.69914364962
P45017A3r_pos	53986.69914364963
P45017A4r_pos	53986.6991436496
P45019A1r_pos	50995.776153350555
P45019A2r_pos	51064.93361890613
P4501B1r_pos	50174.14915710073
P45021A1r_pos	53983.05995812427
P45021A2r_pos	51353.26854610484
P45027A11m_pos	64372.72549304481
P45027A12m_pos	7308.364847287011
P45027A13m_pos	7308.364847287011
P45027A14m_pos	65394.75741796094
P45027A15m_pos	7116.8258491774395
P45027A16m_pos	7274.500720762953
P45027A1m_pos	2215.9282048096525
P4502A6_pos	7.4428116980869445
P4502C18_pos	7.8997182849666014
P4502C19_pos	7.442811698086945
P4502C8_pos	7.442811698086945
P4502C92_pos	7.4428116980869445
P4502C93_pos	7.442811698086945
P4502C94_pos	7.4428116980869445
P4502C9_pos	7.442811698086945
P4502D6_pos	7.4428116980869445
P4502E1_pos	14.01298491194098
P4502F1_pos	7.4428116980869445
P45039A1r_pos	53308.365178645574
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.4428116980869445
P4503A7r_pos	51739.95001222981
P45046A1r_pos	53308.365178645574
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.896355874548245
P4504F81r_pos	0.0
P4507A1r_pos	11579.29667378721
P4507B11r_pos	53672.415316367216
P4507B12r_pos	53547.157717112554
P4508B11r_pos	64524.31211553792
P4508B13r_pos	64372.725493044876
P450LTB4r_pos	0.0
P450SCC1m_neg	2215.9282048096525
P450SCC1m_pos	55597.360067833375
P5CDm_pos	1162.105685344095
P5CR_pos	480.5513032220832
P5CRm_pos	719.9128504646047
P5CRxm_pos	565.148649278403
PACCOAL_pos	18606.44991542771
PAFH_pos	4110.090366673678
PAFHe_pos	6408.750787411332
PAFS_pos	4110.090366673679
PAFt_neg	6411.699772792379
PAFt_pos	6.792447745696687
PAIL45P_HStn_neg	6811.264776988579
PAIL45P_HStn_pos	7840.301511701758
PAIL4P_HStn_neg	4865.027673768833
PAIL4P_HStn_pos	5415.32161092753
PAIL_HStn_neg	7829.62460903057
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8342.225284716773
PAN4PP_pos	4010.9083841768497
PAN4PPe_pos	5648.509338812059
PAPStg_neg	0.0
PAPStg_pos	37682.810325411454
PAPtg_pos	37682.81032541144
PA_HSter_neg	5549.983386804863
PA_HSter_pos	0.0
PA_HStg_neg	5549.983386804863
PA_HStg_pos	0.0
PA_HStn_neg	17091.68407323171
PA_HStn_pos	0.0
PCFLOPm_pos	10057.022349783778
PCHOLHSTDe_pos	10341.378360313223
PCHOLP_hs_pos	724.0003089377956
PCHOLPg_hs_pos	5549.983386804863
PCHOLPm_hs_pos	13347.769195427225
PCHOLPr_hs_pos	5549.983386804863
PCHOL_HSter_neg	5692.280431240469
PCHOL_HSter_pos	5549.983386804863
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5549.983386804863
PCLAD_pos	46.80827636037051
PCREATtmdiffir_pos	3600.8327693050073
PCRNtc_pos	4694.582778089934
PCRNtm_pos	1587.4485834157192
PCm_pos	5378.164361115586
PCt_pos	11820.062794668816
PDE1_pos	3210.40312609258
PDE1g_pos	0.0
PDE4_pos	3220.3457076589884
PDE4g_pos	0.0
PDE4n_pos	10746.875487951977
PDHm_pos	6360.9023969345335
PDX5PO_pos	4187.893916301046
PDXPP_pos	3927.903970146409
PEAMNO_pos	18606.449915427704
PECDCHe_pos	5006.095601426029
PECGCHLe_pos	14219.09925052404
PECGONCOATr_pos	0.0
PECTCHLe_pos	15455.478042390374
PEFLIP_pos	4008.2536143234183
PEFLIPm_pos	4302.955414266569
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5620.2934080868945
PEPCKm_pos	8572.918779126097
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.4428116980869445
PERILLYLte_pos	0.0
PEROXx_pos	45.772085251986525
PETHCT_pos	3998.1001737014685
PETOHMm_hs_pos	10057.022349783778
PETOHMr_hs_pos	5692.280431240469
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4302.955414266568
PE_HStm_pos	10057.022349783778
PEt_neg	4008.253614323419
PEt_pos	3325.0
PFK26_pos	3176.6122513219757
PFK_pos	523.7177020904128
PGCD_pos	2969.3738163476705
PGDI_neg	2.628842920541656
PGDI_pos	135.87787628691075
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.226031093003419
PGISr_pos	161.7502327124754
PGI_neg	4843.752844787894
PGI_pos	5602.307006182397
PGK_neg	2969.3738163476705
PGK_pos	4992.3622977506775
PGLYCP_pos	0.0
PGLYCt_neg	13269.162812106286
PGLYCt_pos	218.05201789014654
PGL_pos	6401.398560853783
PGLc_pos	31289.61258425187
PGLer_pos	11146.090326018228
PGMT_neg	3614.814797271525
PGMT_pos	5010.761309642153
PGM_neg	3451.4699632984766
PGM_pos	7521.166690047823
PGPPT_pos	13269.162812106286
PGPP_hs_pos	13269.162812106286
PGS_pos	119.35697063953047
PGSr_pos	161.7502327124754
PHACCOAGLNAC_pos	18606.44991542771
PHCDm_pos	366.86988653029675
PHCHGSm_neg	0.0
PHCHGSm_pos	1316.8698865302968
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18606.449915427704
PHEATB0tc_pos	1422.326887136781
PHEMEe_pos	322.8499850749966
PHEMEt_pos	322.8499850749966
PHEMEtm_neg	0.0
PHEMEtm_pos	14452.246863684895
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	280.2321227628524
PHEt4_pos	396.64376196074426
PHEtec_neg	396.64376196074426
PHEtec_pos	501.2135678434264
PHEyLATthc_pos	704.9857178499386
PHYCBOXL_pos	18606.449915427704
PHYHx_pos	45.77208525198652
PHYQt_pos	4845.828330458534
PHYTt_neg	0.0
PHYTt_pos	45.7720852519865
PI345P3P_pos	3212.0414465686
PI345P3Pn_pos	9861.019785094142
PI345P5P_pos	3267.6018091800092
PI345P5Pn_pos	10658.727933423956
PI34P3Pn_pos	10658.727933423956
PI34P4Pn_pos	10658.727933423957
PI34P5K_pos	3267.6018091800083
PI34P5Kn_pos	10658.727933423957
PI3P3Pn_pos	3033.726608075401
PI3P4K_pos	7723.64315973271
PI3P4Kn_pos	10658.727933423957
PI3P5K_pos	3607.966391986474
PI45P3K_pos	3212.0414465686
PI45P3Kn_pos	9861.019785094142
PI45P4P_pos	4029.624609030572
PI45P5P_pos	3251.5662886903388
PI45P5Pn_pos	3800.0
PI45PLC_pos	8535.510822174376
PI45PLCn_pos	0.0
PI4P3K_pos	6626.030195708218
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10658.727933423956
PI4P5K_pos	3251.5662886903388
PI4P5Kn_pos	9714.025724168523
PI4PLC_pos	7150.421333310991
PI4PLCn_pos	17758.10491939112
PI4PP_pos	4029.624609030572
PI5P3K_pos	3243.631852582593
PI5P3Ker_pos	0.0
PI5P4K_pos	4029.624609030572
PI5P4Kn_pos	10108.393335674235
PIACGT_pos	50.47149256419059
PIK3_pos	4006.679551541242
PIK3er_pos	7654.822797133207
PIK3n_pos	10551.180790697694
PIK4_pos	4029.6246090305717
PIK4n_pos	10502.760947179946
PIK5_pos	4371.014090945122
PIK5n_pos	10108.393335674233
PIPLC_pos	3687.74399938645
PIPLCn_pos	18399.051118012172
PIt7_neg	481.9930586600097
PIt7_pos	503.21265548316774
PIt8_neg	292.8115300389504
PIt8_pos	481.9930586600097
PIt9_neg	1070.7535250796454
PIt9_pos	1070.7535250796454
PIter_neg	353.90525841047946
PIter_pos	2017.96841947016
PItg_pos	6187.049056773917
PItn_neg	4355.632388494289
PItn_pos	5956.183401028205
PItx_neg	4427.091422656547
PItx_pos	0.0
PLA2_2_pos	9933.02256668941
PLA2_2e_pos	11389.067205376889
PLA2_pos	0.0
PMANM_neg	16912.889221802918
PMANM_pos	0.0
PMEVKc_pos	19764.301809708777
PMEVKx_pos	17992.999894397257
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33557.69571589152
PMTCOAFABP1tc_pos	13454.190434409988
PMTCOAtx_neg	3090.1503781462347
PMTCOAtx_pos	5048.6353744818525
PNP_neg	7642.280599539099
PNP_pos	0.0
PNTEH_pos	14131.155684107454
PNTEHe_pos	6130.620682029644
PNTK_pos	14103.154015787171
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4029.5095240471455
PNTOt5le_pos	4046.2788608194955
PNTOte_neg	2045.9965495628912
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3215.0834375419477
PPA_pos	5627.410322016301
PPAer_pos	8595.630098958667
PPAm_pos	3444.4498833547595
PPAn_pos	13527.516139513606
PPAt_pos	1477.1196810365345
PPAtm_pos	5976.763532835321
PPBNGS_pos	14452.246863684895
PPCDC_pos	3988.7529065023327
PPCOACm_pos	4201.659296712331
PPCOAOm_pos	12456.194879658384
PPD2CSPp_pos	48.47659250307842
PPDOx_pos	1045.2686367750143
PPDOy_pos	396.9619306196371
PPItm_neg	5758.892552523606
PPItm_pos	3814.6896162928983
PPItr_neg	2017.96841947016
PPItr_pos	2017.96841947016
PPItx_neg	6537.815978943166
PPItx_pos	4427.091422656547
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4405.431484499426
PPM_pos	2953.6326688256718
PPNCL3_pos	14103.154015787168
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14452.246863684892
PPPGOm_pos	14452.24686368489
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20171.85855229267
PRASCS_neg	0.0
PRASCS_pos	20171.85855229268
PRDX_pos	6613.940144890587
PRDXl_pos	12039.184969491285
PRFGS_pos	20171.858552292702
PRGNLONESULT_pos	7012.683464807288
PRGNLONEtm_neg	60808.80959426165
PRGNLONEtm_pos	0.0
