	WT-911-d_S144_L007_R1_001
LEUtec_pos	547.7927883673947
LEUyLAThtc_pos	813.4235281732605
LFORKYNHYD_pos	9.980305791580317
LGNCCOAtcx_pos	4976.19434195508
LGNCCOAtx_neg	4976.19434195508
LGNCCOAtx_pos	22.06511234949713
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	345.6184579745285
LGNCt_pos	345.61845797452855
LGTHL_pos	305.66979200025366
LIMNENte_neg	0.0
LIMNENte_pos	7.510649772790001
LINKDEG1ly_pos	351.91706223480577
LINKDEG2ly_pos	188.60171347027455
LINKDEG3ly_pos	215.70629386688344
LINKDEG4ly_pos	151.68669163537504
LINOFATPtc_pos	399.31101864288314
LIPOti_pos	0.0
LNELDCCPT1_pos	22538.89748767104
LNELDCCPT2_pos	22538.89748767104
LNELDCCRNt_pos	22538.89748767104
LNELDCt_neg	9170.033530217135
LNELDCt_pos	14.025935304573759
LNLCCPT1_pos	10.074436144395994
LNLCCPT2_pos	10.074436144395994
LNLCCRNt_pos	10.074436144395994
LNLCt_neg	399.31101864288314
LNLCt_pos	3334.471035449486
LNLNCACPT1_pos	20.414692508410955
LNLNCACPT2_pos	20.414692508410955
LNLNCACRNt_pos	20.414692508410955
LNLNCAt_neg	0.0
LNLNCAt_pos	3331.689187539299
LNLNCGCPT1_pos	115.16602165325402
LNLNCGCPT2_pos	115.16602165325402
LNLNCGCRNt_pos	115.16602165325402
LNLNCGt_neg	49.52785960580314
LNLNCGt_pos	3335.211390529931
LNS14DM_pos	0.0
LNSTLSr_pos	75488.2016782263
LPASE_pos	10224.72978938429
LPCHOLt_neg	0.0
LPCHOLt_pos	11586.226603751395
LPCOXp_pos	49.31911358948012
LPS2_pos	5166.57271734785
LPS2e_pos	6411.293373752253
LPS3_pos	7938.548681653171
LPS3e_pos	5224.110077447846
LPS4e_pos	17791.025734468796
LPS_pos	4249.157368873285
LPSe_pos	5826.82727216527
LRAT1_pos	11965.167515090978
LRAT2_pos	11965.167515090978
LRAT_pos	11281.51572580146
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	75488.32755566268
LSTO2r_pos	75488.20167822627
LTA4H_pos	3440.7667640770587
LTC4CP_neg	3157.0224697003655
LTC4CP_pos	3157.0224697003655
LTC4Sr_pos	17739.46576987799
LTD4DP_neg	3157.0224697003655
LTD4DP_pos	3157.0224697003655
LTDCL_pos	0.0
LYSATB0tc_pos	1678.2888892175702
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	49.31911358948012
LYSt4_pos	935.9019239135096
LYStiDF_pos	611.6405084264225
LYStip_pos	49.31911358948012
LYStm_neg	1490.2514971894864
LYStm_pos	1182.9795268031476
LYStn_neg	9573.998107545332
LYStn_pos	0.0
L_LACDcm_pos	4036.3025976394356
L_LACt2r_neg	473.0901720545319
L_LACt2r_pos	473.0901720545319
L_LACt4r_neg	1237.818849557273
L_LACt4r_pos	1237.818849557273
M1316Mg_pos	17380.685991238344
M13N2Tg_pos	17380.685991238344
M13N4Tg_pos	931.244914233564
M14NTg_pos	17380.685991238348
M16N4Tg_pos	931.244914233564
M16N6Tg_pos	931.244914233564
M16NTg_pos	17380.685991238344
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	57.170006369791636
M4CET3er_pos	57.170006369791615
M4MPDOL_Lter_pos	17380.685991238344
M4MPDOL_Uter_pos	17380.685991238344
M7MASNBterg_pos	17380.685991238348
M8MASNterg_pos	17383.25955058293
MACACI_pos	46012.46423638236
MACOXO_pos	13272.602548349998
MAGt_neg	9948.423357038995
MAGt_pos	6429.4246976438235
MALSO3tm_neg	450.5807384043785
MALSO3tm_pos	450.5807384043785
MALSO4tm_neg	450.5807384043785
MALSO4tm_pos	450.5807384043785
MALTSULtm_neg	450.5807384043785
MALTSULtm_pos	450.5807384043785
MALT_pos	4200.702815859616
MALTe_pos	3018.3074233229268
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4200.702815859616
MAL_Lte_neg	9333.565954090513
MAL_Lte_pos	5267.935987854965
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.364506698330619
MALtm_neg	427.28678492487893
MALtm_pos	450.5807384043785
MAN1PT2_pos	3132.6367073322153
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9088.243050097914
MAN6PI_pos	5294.320613076947
MANt1r_neg	1036.8051225961335
MANt1r_pos	1036.8051225961335
MANt4_neg	1036.8051225961335
MANt4_pos	1036.8051225961335
MANter_pos	17380.685991238348
MANtg_pos	17383.25955058292
MANtly_pos	17698.74999435644
MAOLNOR_pos	0.0
MAOX_pos	39933.980889380735
MCCCrm_neg	12755.383511112292
MCCCrm_pos	11721.514536064955
MCD_pos	4274.276090900889
MCDm_pos	4270.753974818451
MCDp_pos	0.0
MCITS_pos	14622.91606732337
MCLACCYSR_pos	16270.146661500812
MCLOR_neg	16270.146661500816
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.71831593360472
MDH_neg	2547.563708351294
MDH_pos	5888.811466431074
MDHm_neg	5477.115227026162
MDHm_pos	2547.5637083512934
MDHx_neg	11.36450669833062
MDHx_pos	0.0
MDRPD_pos	15159.400206195309
ME1m_pos	5426.019548315307
ME2_pos	5975.3330749542
ME2m_pos	5517.817452628252
MECOALm_neg	454.6892824133512
MECOALm_pos	454.6892824133512
MECOAS1m_neg	454.6892824133512
MECOAS1m_pos	454.6892824133512
MELATN23DOX_pos	0.0
MELATNOX_pos	6268.737696979659
MEOHt2_neg	22317.500560983015
MEOHt2_pos	5.690607191292729
MEOHtly_neg	0.0
MEOHtly_pos	12139.693700324635
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42419.056720251836
MERCPLACCYSt_pos	16270.146661500812
MESCOALm_pos	0.0
METATB0tc_pos	1618.483542350485
METAT_pos	12773.339926045048
METLEUex_pos	630.1351400526771
METS_pos	10023.2364178229
METt4_pos	531.6766677993045
METtec_neg	531.6766677993045
METtec_pos	955.4887885672074
METyLATthc_pos	813.4235281732604
MEVK1c_pos	20437.292806982634
MEVK1x_pos	18464.198976747433
MG1er_pos	17380.685991238344
MG2er_pos	17380.685991238344
MG3er_pos	17380.685991238344
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12755.383511112293
MGCHrm_pos	11721.514536064957
MGSA2_pos	6186.746660271242
MGSA_pos	6187.086464575555
MHISOR_pos	13272.602548349998
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13747.183709724006
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15210.01358028288
MI134PK_pos	0.0
MI134PP_pos	13747.183709724006
MI13PP_pos	15210.01358028288
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13747.183709724006
MI145PKn_pos	0.0
MI145PP_pos	8871.643000726419
MI14P4P_pos	8164.271250925725
MI14PP_pos	7462.454353076168
MI14Ptn_neg	18162.756505041787
MI14Ptn_pos	0.0
MI1PP_pos	3855.964197810457
MI1PS_pos	6429.67727972603
MI1P_Dtn_neg	18809.249732002412
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13747.183709724006
MI3PP_pos	13747.183709724006
MI4PP_pos	7462.454353076168
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.55807423322926
MLTG1ly_pos	0.0
MM5ag_pos	17383.259550582927
MM5bg_pos	17380.685991238344
MM5cg_pos	17380.685991238344
MM6B1ag_pos	17380.685991238344
MM6B1bg_pos	17380.685991238344
MM6B2g_pos	17380.685991238344
MM6ag_pos	17418.02177649719
MM6bg_pos	17383.259550582923
MM7Ag_pos	17418.02177649719
MM7B1g_pos	17380.685991238344
MM7B2g_pos	17380.685991238344
MM7Cag_pos	17383.259550582927
MM7Cbg_pos	17383.259550582927
MM8Ag_pos	17383.259550582927
MM8Ber_pos	17380.685991238348
MM8Cg_pos	17383.259550582927
MMCD_pos	0.0
MMCDm_pos	4232.42656344833
MMCDp_pos	0.0
MMEm_neg	12903.227868635893
MMEm_pos	2118.9394607680347
MMMm_neg	9130.474426234994
MMMm_pos	12847.468739567044
MMSAD1m_pos	5236.331318625688
MMSAD3m_pos	10940.300399214719
MMTSADm_pos	2118.9394607680347
MOGAT_pos	5166.572717347853
MTAP_pos	15159.400206195309
MTHFC_neg	5298.02465687649
MTHFC_pos	8695.406644257133
MTHFCm_neg	13069.878970689968
MTHFCm_pos	5298.02465687649
MTHFD2_neg	858.8757072282903
MTHFD2_pos	865.3797972141995
MTHFD2m_neg	816.7785057166262
MTHFD2m_pos	816.7785057166262
MTHFD_neg	865.3797972141995
MTHFD_pos	858.8757072282903
MTHFDm_neg	816.7785057166262
MTHFDm_pos	816.7785057166262
MTHFR3_pos	834.493017734938
MTHFTe_pos	1337.03150755925
MTHGXLt_pos	4746.537473556551
MTRI_neg	0.0
MTRI_pos	15159.400206195307
N2M2NMASNt_pos	17380.685991238348
N2M2NMASNtly_pos	17416.267787002987
N3Tg_pos	7780.561443898036
N4Tg_pos	7042.758410910427
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7603.474419685367
NACASPtm_pos	7603.474419685367
NACDe_pos	1900.0
NACHEX10ly_pos	12161.875503060252
NACHEX11ly_pos	12161.875503060252
NACHEX12ly_pos	12161.875503060252
NACHEX13ly_pos	12161.875503060248
NACHEX14ly_pos	12161.875503060248
NACHEX15ly_pos	12161.87550306025
NACHEX16ly_pos	12161.875503060257
NACHEX17ly_pos	12161.875503060255
NACHEX18ly_pos	12161.875503060253
NACHEX19ly_pos	12161.875503060255
NACHEX1ly_pos	85.66917189803053
NACHEX20ly_pos	12161.87550306025
NACHEX21ly_pos	12159.794950463502
NACHEX22ly_pos	12159.794950463502
NACHEX23ly_pos	7746.046013888972
NACHEX24ly_pos	7818.8371116968165
NACHEX25ly_pos	7812.848529253715
NACHEX26ly_pos	7673.333057115676
NACHEX27ly_pos	24299.890869620223
NACHEX2ly_pos	188.60171347027455
NACHEX3ly_pos	102.48699982954648
NACHEX4ly_pos	85.45974151115082
NACHEX5ly_pos	85.45974151115082
NACHEX6ly_pos	131.11948233492473
NACHEX7ly_pos	131.1194823349247
NACHEX8ly_pos	152.05827180559768
NACHEX9ly_pos	152.0582718055977
NACHEXA10ly_pos	12159.794950463505
NACHEXA11ly_pos	12159.79495046351
NACHEXA12ly_pos	12159.794950463503
NACHEXA13ly_pos	12159.794950463507
NACHEXA14ly_pos	12159.794950463502
NACHEXA15ly_pos	12159.794950463503
NACHEXA16ly_pos	12159.794950463507
NACHEXA17ly_pos	12159.794950463507
NACHEXA18ly_pos	12159.794950463507
NACHEXA19ly_pos	12159.794950463505
NACHEXA1ly_pos	85.47726295518481
NACHEXA20ly_pos	7740.194053098565
NACHEXA21ly_pos	7812.848529253714
NACHEXA22ly_pos	7667.941756513198
NACHEXA2ly_pos	102.29509088670073
NACHEXA3ly_pos	85.28535401233907
NACHEXA4ly_pos	85.28535401233907
NACHEXA5ly_pos	130.94509483611296
NACHEXA6ly_pos	130.94509483611296
NACHEXA7ly_pos	151.68669163537504
NACHEXA8ly_pos	151.686691635375
NACHEXA9ly_pos	12159.794950463505
NACHORCTL3le_pos	2211.7254822462683
NACUP_pos	1900.0
NADH2_u10m_pos	4400.010841469725
NADHtpu_pos	1900.0
NADHtru_pos	5569.782080370753
NADK_pos	0.0
NADN_pos	8076.717314081669
NADNe_pos	4.772593220327432
NADPHtru_pos	5455.033415611011
NADPHtxu_pos	10231.435299897488
NADPN_pos	0.0
NADPNe_pos	4.7725932203274315
NADPtru_pos	5455.033415611011
NADPtxu_pos	10231.435299897486
NADS2_pos	5304.473551796279
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9797.84784854781
NADtpu_pos	1900.0
NADtru_pos	5569.782080370753
NADtx_neg	3190.2416810080354
NADtx_pos	3368.054498601046
NAGA2ly_pos	7127.333287552298
NAGAlby_pos	930.6171869699732
NAGAly_pos	11295.25039785785
NAGLCAly_pos	7127.333287552298
NAHCO3_HCLt_neg	1041.9866312248103
NAHCO3_HCLt_pos	1041.9866312248103
NAIt_neg	2244.154972738466
NAIt_pos	1773.0058369761987
NAt3_1_neg	410.95666348144357
NAt3_1_pos	410.95666348144357
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	656.9590621785809
NAt5_pos	656.9590621785809
NAt_neg	549.8863722459407
NAt_pos	549.8863722459406
NAtx_neg	4184.010800469194
NAtx_pos	1268.236978506383
NBAHH_ir_pos	4982.789133891005
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1066.9045724237592
NCKt_neg	1765.7468450576398
NCKt_pos	1765.7468450576398
NCNt_neg	1752.101630603258
NCNt_pos	1752.101630603258
NDP10ex_pos	7.508469250974407
NDP3ex_pos	7.365257603276403
NDP6_pos	4163.467035409073
NDP7er_pos	12974.045344603703
NDP7ex_pos	15437.332856194782
NDP7g_pos	6414.673678947086
NDP8_pos	5727.703325600636
NDP8ex_pos	15461.748541349503
NDPK10_neg	4205.014456107441
NDPK10_pos	4205.014456107441
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4205.014456107441
NDPK10n_pos	4205.014456107441
NDPK1_neg	374.87071464686085
NDPK1_pos	374.87071464686085
NDPK1m_neg	443.6580641779449
NDPK1m_pos	443.6580641779449
NDPK1n_neg	376.7272872228395
NDPK1n_pos	376.7272872228395
NDPK2_neg	374.87071464686085
NDPK2_pos	374.87071464686085
NDPK2m_neg	9330.196443073593
NDPK2m_pos	0.0
NDPK2n_neg	376.7272872228395
NDPK2n_pos	376.7272872228395
NDPK3_neg	374.87071464686085
NDPK3_pos	374.87071464686085
NDPK3m_neg	0.0
NDPK3m_pos	13719.933477821907
NDPK3n_neg	376.7272872228395
NDPK3n_pos	376.7272872228395
NDPK4_neg	1150.6506554777422
NDPK4_pos	449.6508530864854
NDPK4m_pos	9790.915717177866
NDPK4n_neg	306.54570094454925
NDPK4n_pos	306.54570094454925
NDPK5_neg	374.87071464686085
NDPK5_pos	374.87071464686085
NDPK5m_pos	1972.983104406725
NDPK5n_neg	376.7272872228395
NDPK5n_pos	376.7272872228395
NDPK6_neg	439.8330034002949
NDPK6_pos	707.4044068918334
NDPK6m_neg	707.4044068918334
NDPK6m_pos	4167.48359498846
NDPK6n_neg	0.0
NDPK6n_pos	14874.19351205282
NDPK7_neg	374.87071464686085
NDPK7_pos	374.87071464686085
NDPK7m_pos	25427.411170169384
NDPK7n_neg	376.7272872228395
NDPK7n_pos	376.7272872228395
NDPK8_neg	374.87071464686085
NDPK8_pos	374.87071464686085
NDPK8m_pos	8946.562134043686
NDPK8n_neg	306.54570094454925
NDPK8n_pos	306.54570094454925
NDPK9_neg	587.4073045880805
NDPK9_pos	587.4073045880805
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4205.014456107441
NDPK9n_pos	4205.014456107441
NH4t3r_neg	657.5302890090211
NH4t3r_pos	657.5302890090211
NH4tn_neg	12828.28504960144
NH4tn_pos	0.0
NH4tp_neg	9193.124088603143
NH4tp_pos	0.0
NICRNS_pos	4141.555854767252
NICRNTtn_neg	0.0
NICRNTtn_pos	11724.946180795656
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	868.9390329096052
NKCC2t_pos	855.618881199271
NKCCt_neg	868.5254105790809
NKCCt_pos	855.2052588687467
NMNATm_pos	0.0
NMNATn_pos	9797.84784854781
NMNATr_neg	5304.47355179628
NMNATr_pos	8076.717314081669
NMNS_pos	9821.238663817756
NMNtn_neg	0.0
NMNtn_pos	9797.847848547812
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11724.946180795656
NNATr_pos	3444.5467099859843
NNMT_pos	47.219071102609405
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37427.98032966174
NOS1_pos	1321.2527806437693
NOS2_pos	1321.2527806437693
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4283.853996011917
NPTHLte_neg	0.0
NPTHLte_pos	7.510649772790001
NRPPHRSFt_pos	72237.85283479262
NRPPHRSULT_pos	72237.85283479262
NRPPHRVESSEC_pos	3559.1975459771097
NRPPHRt4_2_r_neg	1311.2294460770668
NRPPHRt4_2_r_pos	1311.2294460770668
NRPPHRtu_neg	1311.2294460770668
NRPPHRtu_pos	1311.2294460770668
NRVNCCOAtx_neg	4976.19434195508
NRVNCCOAtx_pos	22.760221950614433
NRVNCCOAtxc_pos	4976.19434195508
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1205.7415110255574
NRVNCt_pos	1205.7415110255574
NS26T2g_pos	222.0095804068958
NS26Tg_pos	374.3800015022917
NT5C_pos	4184.983785723404
NTD10_pos	4419.288573054095
NTD11_pos	4041.0145225184674
NTD12_pos	0.0
NTD1_pos	3402.0068549499524
NTD1m_pos	1753.9735899824057
NTD2_pos	4195.48519767695
NTD2e_pos	12048.799162467712
NTD2l_pos	0.0
NTD2m_pos	9330.196443073592
NTD3_pos	3634.4696053827506
NTD3l_pos	0.0
NTD4_pos	3404.6320179459694
NTD4e_pos	22.472271469282013
NTD4l_pos	0.0
NTD5_pos	3391.0966818997194
NTD5l_pos	0.0
NTD5m_pos	1753.9735899824057
NTD6_pos	4181.790589383216
NTD6l_pos	0.0
NTD7_pos	3135.204041923209
NTD7e_pos	9523.078494541227
NTD7l_pos	0.0
NTD8_pos	3432.344360628564
NTD8l_pos	0.0
NTD9_pos	4598.768247848969
NTD9e_pos	21.897899489759023
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.109640972540208
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3580.0775028598223
O16G1e_pos	19.488319294139718
O16G2e_pos	21.72493414078557
O2St_neg	4.029425797463759
O2St_pos	8976.904546381602
O2Stm_neg	8943.335590161223
O2Stm_pos	5.3109600433854975
O2Stn_neg	0.0
O2Stn_pos	9030.117855434832
O2Stx_neg	0.0
O2Stx_pos	8968.422929678918
O2t_neg	16224.646772452139
O2t_pos	4403.94578872202
O2ter_neg	24795.612906711707
O2ter_pos	10013.338150400532
O2tm_neg	9745.73327261746
O2tm_pos	5296.56090787152
O2tn_neg	9030.117855434832
O2tn_pos	0.0
O2tp_neg	5546.214264138475
O2tp_pos	4501.155300120735
OAADC_pos	6500.4943810159575
OAGD3te_neg	0.0
OAGD3te_pos	19659.842631648018
OAGD3tg_neg	19659.842631648015
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18925.98281773975
OAGT3tg_neg	18925.98281773975
OAGT3tg_pos	0.0
OBDHc_pos	4273.702953550599
OCBTm_pos	11841.702171834142
OCCOAtm_pos	12624.018862228617
OCCOAtx_neg	24379.96427615965
OCCOAtx_pos	14090.749237665113
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23497.374038185986
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23497.37403818599
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23497.374038185986
OCDCAFATPc_pos	4231.718811006765
OCDCAtr_neg	572.6016714354648
OCDCAtr_pos	572.6016714354648
OCDCEAtr_neg	572.6016714354648
OCDCEAtr_pos	572.6016714354648
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2129.559390359774
OCT11EFATP_pos	23497.37403818599
OCTAt_neg	0.0
OCTAt_pos	9062.800421298158
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.074436144395994
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15847.847428239833
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15847.847428239831
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15847.847428239833
OCTDECE1CRNe_pos	15847.847428239833
ODECOAtx_neg	22.760221950614437
ODECOAtx_pos	0.0
OIVD1m_pos	10476.900480087643
OIVD2m_pos	12024.991726723418
OIVD3m_pos	9466.118230913238
OLEICFATPtc_pos	4327.591837251358
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.510649772790002
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20022.731953750543
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15729.775984972493
OMHPALTD_neg	0.0
OMHPALTD_pos	30118.77877918003
OMPDC_pos	10299.382114174907
ONPTHLte_neg	7.510649772790001
ONPTHLte_pos	0.0
OPAHir_pos	5923.333795730097
ORETNF2_pos	1511.2810925060435
ORETNF_pos	1493.672574806115
ORETNtn2_neg	0.0
ORETNtn2_pos	1511.2810925060437
ORETNtn_neg	0.0
ORETNtn_pos	1493.6725748061153
ORNALArBATtc_pos	1229.4910589445985
ORNDC_pos	11943.577139187377
ORNLEUrBATtc_pos	1229.4910589445985
ORNTArm_neg	9822.648090983514
ORNTArm_pos	26.874634953205522
ORNt3m_neg	349.4692902047214
ORNt3m_pos	349.4692902047214
ORNt4m_neg	349.4692902047214
ORNt4m_pos	349.4692902047214
ORNtiDF_pos	1126.3081335506968
OROTGLUt_neg	3879.4776680879218
OROTGLUt_pos	2160.9680273107556
ORPT_neg	10299.382114174907
ORPT_pos	0.0
OXAHCOtex_pos	1002.5671249577854
OXAtp_pos	12555.487082860747
P45011A1m_pos	61514.82378065468
P45011B11m_pos	54635.33949573003
P45011B12m_pos	52098.23022337385
P45011B21m_pos	53619.021842322894
P45017A1r_pos	54881.69564481723
P45017A2r_pos	54881.69564481727
P45017A3r_pos	54881.69564481726
P45017A4r_pos	54881.69564481727
P45019A1r_pos	51755.998234750885
P45019A2r_pos	51992.074094671516
P4501B1r_pos	51105.532365706094
P45021A1r_pos	54635.33949573001
P45021A2r_pos	52098.23022337382
P45027A11m_pos	65318.56594255232
P45027A12m_pos	7396.117018225588
P45027A13m_pos	7396.117018225588
P45027A14m_pos	66369.84679107176
P45027A15m_pos	7222.3931257417635
P45027A16m_pos	7388.110476531506
P45027A1m_pos	2167.585970124508
P4502A6_pos	7.510649772790001
P4502C18_pos	7.910212516717124
P4502C19_pos	7.510649772790002
P4502C8_pos	7.510649772790001
P4502C92_pos	7.510649772790001
P4502C93_pos	7.510649772790001
P4502C94_pos	7.510649772790002
P4502C9_pos	7.510649772790002
P4502D6_pos	7.368251242467885
P4502E1_pos	14.170192213347752
P4502F1_pos	7.510649772790001
P45039A1r_pos	54433.06202453514
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.510649772790002
P4503A7r_pos	52612.50935303052
P45046A1r_pos	54433.06202453514
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.952823881144772
P4504F81r_pos	0.0
P4507A1r_pos	11471.892713422068
P4507B11r_pos	54390.27169443898
P4507B12r_pos	54151.032932094975
P4508B11r_pos	65486.231984376886
P4508B13r_pos	65318.56594255233
P450LTB4r_pos	0.0
P450SCC1m_neg	2167.585970124508
P450SCC1m_pos	56175.69931914257
P5CDm_pos	1174.4429434305425
P5CR_pos	489.9593652618394
P5CRm_pos	737.9759801075944
P5CRxm_pos	574.1540584069718
PACCOAL_pos	18965.187708374873
PAFH_pos	4284.202711265348
PAFHe_pos	6669.628321852503
PAFS_pos	4284.202711265348
PAFt_neg	6672.694201061958
PAFt_pos	6.919609035170842
PAIL45P_HStn_neg	6820.191306199113
PAIL45P_HStn_pos	7975.622926937151
PAIL4P_HStn_neg	4932.69749737509
PAIL4P_HStn_pos	5488.949200227766
PAIL_HStn_neg	7967.935026443376
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8737.399229167397
PAN4PP_pos	4149.4465407409225
PAN4PPe_pos	5727.178286183575
PAPStg_neg	0.0
PAPStg_pos	38902.82819082443
PAPtg_pos	38902.82819082442
PA_HSter_neg	5558.914463665366
PA_HSter_pos	0.0
PA_HStg_neg	5558.914463665366
PA_HStg_pos	0.0
PA_HStn_neg	17491.38613639971
PA_HStn_pos	0.0
PCFLOPm_pos	10329.299512372276
PCHOLHSTDe_pos	10630.00772452626
PCHOLP_hs_pos	761.8042861980591
PCHOLPg_hs_pos	5558.914463665366
PCHOLPm_hs_pos	13719.933477821905
PCHOLPr_hs_pos	5558.914463665366
PCHOL_HSter_neg	5771.3472347302895
PCHOL_HSter_pos	5558.914463665366
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5558.914463665366
PCLAD_pos	47.61051105351103
PCREATtmdiffir_pos	3732.3145886103307
PCRNtc_pos	4990.621236750661
PCRNtm_pos	1730.9873993380563
PCm_pos	5514.25791605301
PCt_pos	12254.6493402675
PDE1_pos	3389.8060344372893
PDE1g_pos	0.0
PDE4_pos	3378.3633548041544
PDE4g_pos	0.0
PDE4n_pos	11076.105965782393
PDHm_pos	6638.74281833478
PDX5PO_pos	4358.0625460299425
PDXPP_pos	4092.1523651525113
PEAMNO_pos	18965.187708374862
PECDCHe_pos	5069.566684204795
PECGCHLe_pos	14481.60627866176
PECGONCOATr_pos	0.0
PECTCHLe_pos	15519.924741317423
PEFLIP_pos	4156.092400070832
PEFLIPm_pos	4501.19434195508
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5743.917914543902
PEPCKm_pos	8699.167088197755
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.510649772790001
PERILLYLte_pos	0.0
PEROXx_pos	47.4926851966091
PETHCT_pos	4249.260522219737
PETOHMm_hs_pos	10329.299512372278
PETOHMr_hs_pos	5771.3472347302895
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4501.194341955079
PE_HStm_pos	10329.299512372276
PEt_neg	4156.092400070833
PEt_pos	3325.0
PFK26_pos	3310.439661210349
PFK_pos	605.212472295096
PGCD_pos	3505.964896219232
PGDI_neg	2.502311511542354
PGDI_pos	136.45411335398396
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.088341797301996
PGISr_pos	162.71217047295903
PGI_neg	5017.869748913468
PGI_pos	5783.554610781631
PGK_neg	3503.7419411945143
PGK_pos	5035.631615939492
PGLYCP_pos	0.0
PGLYCt_neg	13713.81518755319
PGLYCt_pos	226.0723503899648
PGL_pos	6534.909928467374
PGLc_pos	31993.67676477028
PGLer_pos	11253.180569533119
PGMT_neg	3830.28765539098
PGMT_pos	5210.259865695259
PGM_neg	3611.5458028353682
PGM_pos	8064.004420681101
PGPPT_pos	13713.81518755319
PGPP_hs_pos	13713.81518755319
PGS_pos	120.77224368163803
PGSr_pos	162.71217047295903
PHACCOAGLNAC_pos	18965.187708374873
PHCDm_pos	388.2648651311653
PHCHGSm_neg	0.0
PHCHGSm_pos	1338.2648651311652
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18965.187708374862
PHEATB0tc_pos	1462.1084561651828
PHEMEe_pos	337.2026887264739
PHEMEt_pos	337.2026887264739
PHEMEtm_neg	0.0
PHEMEtm_pos	14771.892025593075
PHETA1_neg	0.0
PHETA1_pos	0.0
