	WT-EPA-d_S142_L007_R1_001
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8574.778693457625
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15737.49277824275
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10507.53236918672
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	13986.788612272707
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22506.6123021992
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32230.12893799159
EX_3ump(e)_neg	4.403770095432313
EX_3ump(e)_pos	4.52109031201537
EX_4abut(e)_neg	3.3113158037983546
EX_4abut(e)_pos	8985.710916753551
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15253.855974757642
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.519104593966967
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	11035.760193606944
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7761.665323186445
EX_4mop(e)_pos	7431.7894408456
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61685.73290505411
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.519104593966968
EX_4nph(e)_neg	3.4555928245546004
EX_4nph(e)_pos	3.4555928245546004
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.79752017398995
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8055.889378343995
EX_5adtststerone(e)_neg	7.246083254616695
EX_5adtststerone(e)_pos	55922.192515660725
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	69670.17221299834
EX_5adtststerones(e)_neg	8.431980122561788
EX_5adtststerones(e)_pos	55260.43012250529
EX_5dhf(e)_neg	9.084036495290858
EX_5dhf(e)_pos	9.41024855846095
EX_5fthf(e)_neg	6.723096214173493
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.519104593966968
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.646571332993861
EX_5mta(e)_neg	15130.073676877439
EX_5mta(e)_pos	15411.003608305791
EX_5mthf(e)_neg	7126.793044726839
EX_5oxpro(e)_neg	6275.934992365878
EX_5oxpro(e)_pos	10368.293334421889
EX_5thf(e)_neg	9.084036495290858
EX_5thf(e)_pos	9.41024855846095
EX_6dhf(e)_neg	3.717321803644824
EX_6dhf(e)_pos	3.717321803644824
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52615.49752867774
EX_6thf(e)_neg	3.717321803644824
EX_6thf(e)_pos	3.717321803644824
EX_7dhf(e)_neg	3.717321803644824
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.717321803644824
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.471090312015371
EX_9_cis_retfa(e)_pos	1642.460376551332
EX_C02470(e)_neg	22.548635735978156
EX_C02470(e)_pos	11.840877336237543
EX_C02528(e)_neg	7.124356135280415
EX_C02528(e)_pos	66463.04038522545
EX_C04849(e)_neg	2.1620494119774936
EX_C04849(e)_pos	2.1620494119774936
EX_C05965(e)_neg	2.1620494119774936
EX_C05965(e)_pos	2.1620494119774936
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16339.769771538104
EX_CE1925(e)_neg	5.3537700954323135
EX_CE1925(e)_pos	5.47109031201537
EX_CE1926(e)_neg	5.3537700954323135
EX_CE1926(e)_pos	5.47109031201537
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16122.856641344979
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	18054.07509263411
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	25069.155528606017
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	25069.15552860601
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33841.659102662954
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.8551706098348015
EX_CE2011(e)_pos	15.671800450764007
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257928626241512
EX_CE2838(e)_neg	3.1061770228067305
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.1061770228067305
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.579277246339289
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.3537700954323135
EX_CE4633(e)_pos	8161.48674960607
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.579277246339289
EX_CE4881(e)_neg	5.47109031201537
EX_CE4881(e)_pos	5.3537700954323135
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.891966487545268
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.341157902842724
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.47109031201537
EX_CE5853(e)_pos	5.3537700954323135
EX_CE5854(e)_neg	5.47109031201537
EX_CE5854(e)_pos	5.3537700954323135
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.764926975322513
EX_CLPND(e)_pos	385.94687368517936
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3021.6467941037386
EX_HC00250(e)_neg	5.426868491593206
EX_HC00250(e)_pos	6878.697682296782
EX_HC00822(e)_neg	16.636798438517985
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4555928245546004
EX_HC01104(e)_pos	3.4555928245546004
EX_HC01361(e)_neg	4.769836332591959
EX_HC01361(e)_pos	6.800185562980493
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.597354232743617
EX_HC01444(e)_pos	4132.634253161099
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.631714504966043
EX_HC01609(e)_pos	9.631714504966043
EX_HC01610(e)_neg	9.631714504966043
EX_HC01610(e)_pos	9.631714504966043
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.51910459396697
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1736052573882345
EX_HC02202(e)_pos	11.472750226436519
EX_HC02203(e)_neg	3.1736052573882345
EX_HC02203(e)_pos	13.357572912434746
EX_HC02204(e)_neg	3.1736052573882345
EX_HC02204(e)_pos	13.172750226436518
EX_HC02205(e)_neg	3.1736052573882345
EX_HC02205(e)_pos	11.657572912434745
EX_HC02206(e)_neg	3.1736052573882345
EX_HC02206(e)_pos	11.322750226436519
EX_HC02207(e)_neg	3.1736052573882345
EX_HC02207(e)_pos	11.507572912434744
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3562421347024536
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.453548782284532
EX_Rtotal(e)_pos	7784.256947330237
EX_Rtotal2(e)_neg	9.018101372294943
EX_Rtotal2(e)_pos	5199.399544593041
EX_Rtotal3(e)_neg	8.109546495037025
EX_Rtotal3(e)_pos	8.230799121690806
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.238881822120323
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5079.344249503373
EX_ac(e)_neg	4.818248604207899
EX_ac(e)_pos	5910.833424603418
EX_acac(e)_neg	5.155869875591188
EX_acac(e)_pos	7846.865812821121
EX_acald(e)_neg	5.261686253609778
EX_acald(e)_pos	6336.892845913524
EX_acetone(e)_neg	5.607893243366956
EX_acetone(e)_pos	10798.338597651764
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9774.137220141465
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9157.050622318724
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.99785991385469
EX_ach(e)_pos	7059.012124811704
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19502.98761566426
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11455.026280807999
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11455.026280808002
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12720.737020538627
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11482.736682754408
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10413.585357864138
EX_ade(e)_neg	3.998841165530953
EX_ade(e)_pos	6184.490811294074
EX_adn(e)_neg	5720.1326819379865
EX_adp_neg	3.069385572000195
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.758057799670761
EX_adprib(e)_neg	7.97069294080236
EX_adprib(e)_pos	4.75805779967076
EX_adrn(e)_neg	9.252560464647368
EX_adrn(e)_pos	135.02556720451219
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37481.75031571921
EX_aflatoxin(e)_neg	7.519104593966967
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11448.67532379476
EX_ahcys(e)_pos	27198.09422286721
EX_ahdt(e)_neg	6.800185562980493
EX_ahdt(e)_pos	4.769836332591959
EX_aicar(e)_neg	11478.343453200594
EX_aicar(e)_pos	12753.248872199292
EX_ak2lgchol_hs(e)_neg	6.856469328750465
EX_ak2lgchol_hs(e)_pos	4.832960234067081
EX_akg(e)_neg	4.202236062677727
EX_akg(e)_pos	7600.2214550946355
EX_ala_B(e)_neg	6.888755657579846
EX_ala_B(e)_pos	9234.902703679158
EX_ala_D(e)_neg	2.424201470167592
EX_ala_D(e)_pos	3832.0527514158302
EX_ala_L(e)_neg	2.389688132154069
EX_ala_L(e)_pos	3626.5846718406474
EX_alaala(e)_neg	7581.066393836335
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53713.72395242265
EX_amp(e)_neg	3.998841165530953
EX_amp(e)_pos	6685.733193842056
EX_andrstrn(e)_neg	17.949592845323593
EX_andrstrn(e)_pos	56394.389645387295
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69962.66705155709
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.965405791849815
EX_antipyrene(e)_neg	7.910408332886462
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.519104593966967
EX_appnn(e)_neg	7.519104593966967
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62189.34211855377
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.4388513907109735
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11680.986753407347
EX_arachcoa(e)_neg	5.257928626241512
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.846646279307928
EX_arachd(e)_pos	77.75967111699742
EX_arg_L(e)_neg	5.53521579239722
EX_arg_L(e)_pos	18054.068233821716
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4573.678436047173
EX_asn_L(e)_neg	5.691267660758471
EX_asn_L(e)_pos	12010.442310523087
EX_asp_D(e)_neg	11.415301250971751
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.129602076493398
EX_asp_L(e)_pos	6922.699919126767
EX_atp(e)_neg	3.974970266883307
EX_atp(e)_pos	21616.8407476692
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.15732241650749
EX_bhb(e)_pos	7859.250577930239
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	43041.82311004109
EX_bilglcur(e)_neg	10.391462758617529
EX_bilglcur(e)_pos	65725.335255161
EX_bilirub(e)_neg	16.231299482697164
EX_bilirub(e)_pos	51191.60698381778
EX_biocyt(e)_neg	3.943708981442934
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	231.32060008810492
EX_btn(e)_pos	3.943708981442934
EX_but(e)_neg	6.28720031917261
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12697.866434176962
EX_c10crn_neg	0.0
EX_c10crn_pos	15140.85183020124
EX_c10dc_neg	0.0
EX_c10dc_pos	19983.586554802998
EX_c12dc_neg	0.0
EX_c12dc_pos	46182.92436414186
EX_c16dc_neg	0.0
EX_c16dc_pos	30090.526745485015
EX_c3dc_neg	0.0
EX_c3dc_pos	11110.004740308546
EX_c4crn_neg	0.0
EX_c4crn_pos	17339.169491365792
EX_c4dc_neg	0.0
EX_c4dc_pos	10760.212781674722
EX_c51crn_neg	0.0
EX_c51crn_pos	12104.447760723466
EX_c5dc_neg	0.0
EX_c5dc_pos	8200.181729713402
EX_c6crn_neg	0.0
EX_c6crn_pos	13441.691431568352
EX_c6dc_neg	0.0
EX_c6dc_pos	62468.10198979245
EX_c81crn_neg	0.0
EX_c81crn_pos	12697.866434176962
EX_c8crn_neg	0.0
EX_c8crn_pos	9059.74939839462
EX_c8dc_neg	0.0
EX_c8dc_pos	28131.13652056816
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13263.93967854439
EX_carn(e)_neg	11102.277835811323
EX_caro(e)_neg	13.170303444135751
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.519104593966968
EX_cbasp(e)_neg	8359.62936178055
EX_cbasp(e)_pos	19731.788203416163
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.341745472282271
EX_cdp(e)_pos	4.683490944564542
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6326207952722216
EX_cgly(e)_pos	10674.97551923878
EX_chol(e)_neg	7056.993649037228
EX_cholate(e)_neg	11920.16646276995
EX_chsterol(e)_neg	8.218458295511315
EX_chsterol(e)_pos	10975.919480330484
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.837452745787554
EX_cit(e)_pos	8717.14253962049
EX_citr_L(e)_neg	2.0322003125658332
EX_citr_L(e)_pos	12616.699127617727
EX_cl(e)_neg	8168.030600380322
EX_cmp(e)_neg	3.3639770117542547
EX_cmp(e)_pos	8.114879613591487
EX_co(e)_neg	0.0
EX_co(e)_pos	51204.000828814125
EX_co2(e)_neg	453.2336414586083
EX_co2(e)_pos	4215.863719949023
EX_coa(e)_neg	4.18889820613865
EX_coa(e)_pos	5.257928626241512
EX_coumarin(e)_neg	7.519104593966968
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.302385876859464
EX_creat(e)_pos	18130.440754520812
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28701.31955829766
EX_crn(e)_neg	6940.714692464853
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52117.491601011236
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54715.97330192347
EX_crvnc(e)_neg	9.874019506923108
EX_crvnc(e)_pos	476.16330044450353
EX_csn(e)_neg	7.1950245090945
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.97530032828607
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.90569433868285
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.78138377371388
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	131.68717306534705
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	152.59356018579453
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.3639770117542547
EX_ctp(e)_pos	8.114879613591487
EX_cyan(e)_neg	6.74542310798776
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2805.6460535333385
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6194.551526513303
EX_cytd(e)_neg	6262.665165150608
EX_dad_2(e)_neg	7621.753521033302
EX_dag_hs(e)_neg	7899.0861018168125
EX_dca(e)_neg	19983.586554802998
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.085069863914065
EX_dcsptn1(e)_pos	197.87773351471265
EX_dcyt(e)_neg	7177.875815252913
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12697.866434176962
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10803.084673947535
EX_debrisoquine(e)_neg	7.519104593966967
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12697.866434176962
EX_dgchol(e)_neg	6.861031350788772
EX_dgchol(e)_pos	67588.79163854198
EX_dgmp(e)_neg	4.157450498665114
EX_dgmp(e)_pos	4.699815561347927
EX_dgsn(e)_neg	7600.647049984447
EX_dgtp(e)_neg	4.699815561347927
EX_dgtp(e)_pos	4.157450498665114
EX_dha(e)_neg	3.4555928245546004
EX_dha(e)_pos	3.4555928245546004
EX_dhap(e)_neg	3.4555928245546004
EX_dhap(e)_pos	3.4555928245546004
EX_dhdascb(e)_neg	4573.678436047174
EX_dheas(e)_neg	9.69603913659946
EX_dheas(e)_pos	60413.77760699701
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.54380703074081
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67780.79772048949
EX_din(e)_neg	7780.694870475952
EX_dlnlcg(e)_neg	6.1718669765786975
EX_dlnlcg(e)_pos	49.22578107916455
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.910408332886462
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.18731201881478
EX_doco13ac_neg	18575.50019323373
EX_doco13ac_pos	0.0
EX_docosac_neg	15740.666315215132
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15740.666315215134
EX_dopa(e)_neg	6.080155189723978
EX_dopa(e)_pos	9454.241267028809
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32454.998795103063
EX_dpcoa(e)_neg	6695.725872020601
EX_dpcoa(e)_pos	28012.618623877574
EX_drib(e)_neg	7.049863411928786
EX_drib(e)_pos	7956.897013436424
EX_dtdp(e)_neg	2.341745472282271
EX_dtdp(e)_pos	4.683490944564542
EX_dtmp(e)_neg	3.3639770117542547
EX_dtmp(e)_pos	8.114879613591487
EX_dttp(e)_neg	3.3639770117542547
EX_dttp(e)_pos	8.114879613591487
EX_duri(e)_neg	6.633466973324175
EX_duri(e)_pos	6895.093206450272
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.519104593966967
EX_ebastine(e)_neg	12.948642716127821
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.948642716127821
EX_eicostet(e)_neg	7.801011327942264
EX_eicostet(e)_pos	32.69613662536289
EX_elaid(e)_neg	6.999881014752306
EX_elaid(e)_pos	5177.487518056817
EX_estradiol(e)_neg	12.134142252062382
EX_estradiol(e)_pos	51823.46374551444
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57197.01371971659
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59878.335700686126
EX_estrones(e)_neg	9.434004538999082
EX_estrones(e)_pos	55658.11766610745
EX_etoh(e)_neg	5.748267188310609
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.4822060152628085
EX_fad(e)_pos	16534.327784991037
EX_fald(e)_neg	4.322889097279557
EX_fald(e)_pos	21271.957711490406
EX_fe2(e)_neg	3.4537700954323127
EX_fe2(e)_pos	51191.60698381782
EX_fe3(e)_neg	3.352927376048214
EX_fe3(e)_pos	49668.77138436457
EX_fmn(e)_neg	16534.327784991037
EX_fmn(e)_pos	17620.181218614463
EX_fol(e)_neg	2323.680708494404
EX_for(e)_neg	4.1523435945294995
EX_for(e)_pos	15089.228693773024
EX_fru(e)_neg	5.089521125802878
EX_fru(e)_pos	2837.403376198481
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	10036.3039961801
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11860.473244883433
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17764.640045723772
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10784.646621053496
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11861.095193859175
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11863.989876893753
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11350.285974185274
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9894.760819885189
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9125.247103579259
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9772.513230474362
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11386.776724493804
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11818.769530245114
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10399.200243205874
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10680.128324402885
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.393556904133669
EX_gal(e)_neg	4132.634253161099
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9698.386565437102
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10593.382527090807
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9458.18023396361
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8508.903645065617
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9965.865316119316
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6606.194236774826
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11500.855509715137
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11913.32261055376
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12698.762361850615
EX_gd1c_hs(e)_neg	0.0
