	Ob-DHA-a_S123_L007_R1_001
HDCAtr_neg	412.7368512890489
HDCAtr_pos	420.66894336882274
HDCEAtr_neg	0.0
HDCEAtr_pos	3264.9318641599575
HDD2COAtx_neg	17676.53453887827
HDD2COAtx_pos	23464.58234977442
HDDACBP_neg	0.0
HDDACBP_pos	12326.367381657421
HDECAACBP_neg	0.0
HDECAACBP_pos	10656.279137934493
HDECEACBP_neg	0.0
HDECEACBP_pos	10326.858729306981
HEDCECRNe_pos	10326.858729306981
HESTRATRIOLte_neg	0.0
HESTRATRIOLte_pos	50321.36838679082
HESTRATRIOLtr_neg	50321.36838679081
HESTRATRIOLtr_pos	0.0
HEX10_pos	6371.451481454635
HEX1_pos	3054.948566065586
HEX4_pos	5194.565106612386
HEX7_pos	3898.7063274632746
HEXCCOAtx_neg	0.0
HEXCCOAtx_pos	9.932261301617212
HEXCCPT1_pos	0.0
HEXCCPT2_pos	0.0
HEXCCRNt_pos	0.0
HEXCOAACBP_pos	13259.618806148841
HEXCt_neg	0.0
HEXCt_pos	9.932261301617212
HEXDCRNe_pos	10656.279137934493
HEXDIACTD_neg	0.0
HEXDIACTD_pos	29559.400339768294
HEXDICOAACBP_neg	0.0
HEXDICOAACBP_pos	29559.400339768294
HEXDICOAACBPx_pos	45339.65354013631
HGNTOR_pos	45716.619433769505
HIBDm_neg	0.0
HIBDm_pos	11879.502392987051
HISCAT1_neg	1157.9347040206899
HISCAT1_pos	852.8965767460587
HISDC_pos	5292.541577737477
HISD_pos	11374.124171713327
HISSNAT5tc_neg	1198.8915382363318
HISSNAT5tc_pos	1206.8236303161057
HISTASE_pos	0.0
HISTAVESSEC_pos	3426.767509519442
HISTAtu_neg	1431.6375365330384
HISTAtu_pos	1431.6375365330384
HIShPTtc_pos	0.0
HISt4_pos	416.0407414360437
HIStN1_neg	416.0407414360437
HIStN1_pos	1154.1644461192236
HIStiDF_pos	506.51754930848927
HISyLATtc_pos	537.0267789971547
HISyLATthc_pos	690.1428211509169
HIVCACBP_neg	0.0
HIVCACBP_pos	13074.3203469758
HIVCRNe_pos	13074.320346975803
HKYNH_pos	47.04446008885397
HKt_pos	4377.712433143306
HMBS_pos	14542.442846715925
HMGCOARc_pos	334.7536324363461
HMGCOARr_pos	0.0
HMGCOASi_pos	6532.4740698320575
HMGCOASim_pos	1883.0463612314493
HMGCOAtm_neg	6713.190625182852
HMGCOAtm_pos	8512.844547119717
HMGCOAtx_neg	18297.02596375683
HMGCOAtx_pos	6455.158639893184
HMGLm_pos	1883.0463612314493
HMGLx_pos	5764.423713520684
HOCDACBP_neg	0.0
HOCDACBP_pos	8491.019329593102
HOCTDACBP_neg	0.0
HOCTDACBP_pos	15453.530317411889
HOCTDEC2CRNe_pos	9.843811560546223
HOCTDECCRNe_pos	8491.019329593102
HOMt4_pos	620.27101066097
HOXG_pos	50603.19431786063
HPACtr_neg	0.0
HPACtr_pos	10826.093824815696
HPCLx_pos	45.922375204239515
HPDCACRNCPT1_pos	32.8503418979696
HPDCACRNCPT2_pos	32.8503418979696
HPDCACRNt_pos	32.8503418979696
HPDCAt_neg	0.0
HPDCAt_pos	32.85034189796959
HPETFABP1tc_neg	0.0
HPETFABP1tc_pos	2375.0
HPYRDC_pos	14902.281562978817
HPYRDCm_pos	0.0
HPYRR2x_pos	6322.529156969083
HPYRRy_pos	3125.4959556861395
HPYRtp_neg	12139.661878884202
HPYRtp_pos	0.0
HRETNtn_neg	0.0
HRETNtn_pos	1624.2006960864464
HS1ly_pos	347.2283357462307
HS2ly_pos	347.22833574623075
HS3ly_pos	347.2283357462307
HS4ly_pos	347.2283357462307
HSAT1ly_pos	347.2283357462307
HSAT2ly_pos	347.22833574623075
HSAT3ly_pos	347.2283357462307
HSAT4ly_pos	347.2283357462307
HSD11B1r_neg	1283.6450938909284
HSD11B1r_pos	1283.6450938909284
HSD11B2r_neg	1283.6450938909284
HSD11B2r_pos	1283.6450938909284
HSD17B1_neg	5394.222649332796
HSD17B1_pos	51166.275013688755
HSD17B2r_pos	54134.94465500999
HSD17B3r_pos	54740.79975240339
HSD17B42x_pos	68466.77436399
HSD17B4x_pos	61867.63597027758
HSD17B7r_pos	5394.222649332796
HSD17B8r_pos	5596.217123195222
HSD17B9r_pos	30951.044725668715
HSD3A1r_neg	2140.771553886449
HSD3A1r_pos	2140.771553886449
HSD3A2r_neg	2140.771553886449
HSD3A2r_pos	2140.771553886449
HSD3B11_pos	60945.36056492037
HSD3B11r_pos	54140.16506077387
HSD3B12r_pos	54134.94465500999
HSD3B13_pos	0.0
HSD3B13r_pos	54140.165060773885
HSD3B2r_pos	30951.044725668715
HSD3B3r_pos	30963.617363163863
HSD3B7P_pos	549.6380964798205
HSPASEly_pos	347.22833574623075
HSPGt_pos	0.0
HSPGtly_pos	347.22833574623075
HTAXOLte_neg	7.542103324167915
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10307.391369775029
HTDCRNe_pos	10307.391369775029
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11741.71760024919
HXPRT_pos	4587.512930912696
HYPOE_pos	3744.45267514438
HYPTROX_pos	45017.4683358904
HYPTROXe_pos	46580.991560469716
HYXNt_neg	5963.055056657488
HYXNt_pos	5.63678415674814
Htg_neg	0.0
Htg_pos	5580.699256566447
Htm_pos	431.6540177758466
Htr_neg	5077.693016280082
Htr_pos	5797.555719027098
Htx_neg	2048.905198116071
Htx_pos	3129.418969915167
ICDHxm_pos	364.47664984499085
ICDHy_pos	3492.6956916808913
ICDHyp_pos	12350.875073571398
ICDHyrm_neg	304.6489664314533
ICDHyrm_pos	11769.286057789075
IDHPOXOX2b_pos	10.182648105391534
IDHPOXOX3_pos	10.951608096265263
IDHPOXOX4_pos	10.182648105391534
IDHPOXOXb_pos	10.951608096265263
IDOAASE1ly_pos	347.2283357462307
IDOAASE2ly_pos	347.2283357462307
IDOAASE3ly_pos	347.2283357462307
IDOAASE4ly_pos	101.50268085806796
IDOURte_neg	450.156908028528
IDOURte_pos	0.0
IDOURtly_neg	450.156908028528
IDOURtly_pos	0.0
IDPtn_neg	4195.455908404163
IDPtn_pos	4195.455908404163
ILEATB0tc_pos	1605.8926730812568
ILELAT1tc_pos	679.5605131281177
ILEPHELAT2tc_pos	598.0809557669302
ILETA_neg	7675.453760798834
ILETA_pos	4050.304137359558
ILETAm_neg	4050.304137359558
ILETAm_pos	12459.35872687921
ILEt4_pos	1347.9439462207342
ILEt5m_neg	4050.304137359558
ILEt5m_pos	12459.358726879209
ILEtec_neg	598.0809557669302
ILEtec_pos	915.5333813209179
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	10945.189914744775
IMPC_pos	12874.86807554951
IMPD_pos	3765.918056083243
INOSTO_pos	12809.051531635097
INSK_pos	4095.6552282934413
INSKm_pos	0.0
INSTt2r_neg	1459.9192435675152
INSTt2r_pos	1459.9192435675152
INSTt4_2_neg	1612.5128101893138
INSTt4_2_pos	1604.58071810954
INSTt4_neg	1459.9192435675152
INSTt4_pos	1459.9192435675152
INSt4_pos	1001.2535020460043
INSt5le_pos	1387.9852309219455
INSt_neg	1001.2535020460043
INSt_pos	1204.4545163492114
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	74365.5732098561
IPDDIx_neg	0.0
IPDDIx_pos	75889.31700820214
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	50869.30793218479
IPDPtx_pos	18110.818042527055
ITCOAL1m_neg	418.5242763706865
ITCOAL1m_pos	418.5242763706865
ITCOALm_neg	418.5242763706865
ITCOALm_pos	418.5242763706865
ITPtn_neg	4195.455908404163
ITPtn_pos	4195.455908404163
IVCOAACBP_pos	10831.102195119784
IVCRNe_pos	10831.102195119784
IZPN_pos	11374.124171713327
It_neg	2210.75797274734
It_pos	1523.8493425507063
KAS8_pos	7796.539529502903
KCC2t_neg	485.57277786734863
KCC2t_pos	485.57277786734863
KCCt_neg	608.4003295387782
KCCt_pos	608.4003295387782
KDNH_pos	8534.606585267295
KHK2_pos	16529.820204505988
KHK3_pos	6.984735206225525
KHK_pos	5046.510678691306
KHte_neg	1455.6942013115856
KHte_pos	1455.6942013115856
KSII_CORE2t_pos	7490.721653647581
KSII_CORE2tly_pos	7613.43983485046
KSII_CORE4t_pos	7466.233960739244
KSII_CORE4tly_pos	7539.346156724015
KSIt_pos	10737.490324482103
KSItly_pos	11910.951574931103
KYN3OX_pos	11.79494032873591
KYNAKGAT_pos	1239.4637374131694
KYNATESYN_pos	1239.4637374131694
KYN_pos	9.926314670859615
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2048.905198116071
LACZe_pos	6314.876264093927
LACZly_pos	0.0
LALDO2x_pos	1046.1662529487496
LALDO_neg	303.01775131657223
LALDO_pos	2450.4704625321233
LAPCOAe_pos	11.53155721385471
LAPCOAl_pos	7100.229710167921
LCADi_D_pos	1578.1942036377372
LCADi_Dm_pos	0.0
LCADi_pos	2169.6593597639207
LCADim_pos	0.0
LCAT1e_pos	14850.301479885467
LCTStg_pos	6314.253315493656
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14562.780477787514
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	14733.353576196274
LDH_D_neg	3527.3959518782963
LDH_D_pos	1504.0067396667657
LDH_L_neg	2538.5117794859248
LDH_L_pos	2169.6323014660443
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1605.8926730812568
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9633.348698818429
LEUGLYPEPT1tc_pos	9633.34869881843
LEUKTRA4t_neg	1466.8211733604571
LEUKTRA4t_pos	1466.8211733604571
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17260.515273291825
LEUKTRB4t_neg	1466.8211733604571
LEUKTRB4t_pos	1466.8211733604571
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2007.78869225987
LEUKTRC4t_pos	2005.1446615666118
LEUKTRD4t_neg	1466.8211733604571
LEUKTRD4t_pos	1466.8211733604571
LEUKTRD4tr_neg	17260.51527329183
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2207.7310752565927
LEUKTRE4t_pos	2207.7310752565927
LEUKTRF4t_neg	1466.8211733604571
LEUKTRF4t_pos	1466.8211733604571
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10185.164616262042
LEULEUPEPT1tc_pos	10185.164616262042
LEUPHELAT2tc_neg	598.0809557669302
LEUPHELAT2tc_pos	598.0809557669302
LEUTA_neg	7671.674853128599
LEUTA_pos	4050.304137359558
LEUTAm_neg	4050.304137359558
LEUTAm_pos	12165.566208839777
LEUt4_pos	494.8619905817669
LEUt5m_neg	4050.304137359558
LEUt5m_pos	12165.566208839777
LEUtec_neg	494.8619905817669
LEUtec_pos	598.0809557669302
LEUyLAThtc_pos	841.4581733552269
LFORKYNHYD_pos	9.926314670859615
LGNCCOAtcx_pos	4894.573547479492
LGNCCOAtx_neg	4894.573547479493
LGNCCOAtx_pos	20.91586686429395
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	332.1100225010673
LGNCt_pos	340.04211458084114
LGTHL_pos	303.01775131657223
LIMNENte_neg	0.0
LIMNENte_pos	7.542103324167916
LINKDEG1ly_pos	347.2283357462307
LINKDEG2ly_pos	186.9291136511553
LINKDEG3ly_pos	213.72367787471762
LINKDEG4ly_pos	150.33745487643378
LINOFATPtc_pos	364.9370591529441
LIPOti_pos	0.0
LNELDCCPT1_pos	22358.335271999793
LNELDCCPT2_pos	22358.335271999793
LNELDCCRNt_pos	22358.335271999793
LNELDCt_neg	9102.044051247727
LNELDCt_pos	13.808627789317248
LNLCCPT1_pos	9.843811560546223
LNLCCPT2_pos	9.843811560546223
LNLCCRNt_pos	9.843811560546223
LNLCt_neg	364.9370591529441
LNLCt_pos	3271.8019623251544
LNLNCACPT1_pos	19.957359200589586
LNLNCACPT2_pos	19.957359200589586
LNLNCACRNt_pos	19.957359200589586
LNLNCAt_neg	0.0
LNLNCAt_pos	3269.0740912261517
LNLNCGCPT1_pos	113.16015707748738
LNLNCGCPT2_pos	113.16015707748738
LNLNCGCRNt_pos	113.16015707748738
LNLNCGt_neg	49.215089370997894
LNLNCGt_pos	3272.530009578734
LNS14DM_pos	0.0
LNSTLSr_pos	74323.18693929426
LPASE_pos	9968.557013258292
LPCHOLt_neg	0.0
LPCHOLt_pos	11297.020099654894
LPCOXp_pos	48.700011696448016
LPS2_pos	4292.02409522246
LPS2e_pos	5762.284026440166
LPS3_pos	7783.0057242470875
LPS3e_pos	5218.257164047946
LPS4e_pos	17393.525677123245
LPS_pos	4159.348568477883
LPSe_pos	5689.968252265359
LRAT1_pos	11723.147957915779
LRAT2_pos	11723.147957915779
LRAT_pos	10986.025167745032
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	74323.2275400032
LSTO2r_pos	74323.18693929423
LTA4H_pos	3327.5182724055194
LTC4CP_neg	3155.037907346403
LTC4CP_pos	3155.037907346403
LTC4Sr_pos	17260.51527329183
LTD4DP_neg	3155.037907346403
LTD4DP_pos	3155.037907346403
LTDCL_pos	0.0
LYSATB0tc_pos	1679.6038793833363
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.700011696448016
LYSt4_pos	902.823303575977
LYStiDF_pos	653.1834782011981
LYStip_pos	48.700011696448016
LYStm_neg	1473.9889151278637
LYStm_pos	1171.9738117209586
LYStn_neg	9259.732080359056
LYStn_pos	0.0
L_LACDcm_pos	3969.6577823979333
L_LACt2r_neg	395.4935660149028
L_LACt2r_pos	395.4935660149028
L_LACt4r_neg	1226.4102261031783
L_LACt4r_pos	1226.4102261031783
M1316Mg_pos	17106.708598869074
M13N2Tg_pos	17106.708598869074
M13N4Tg_pos	914.0070624335881
M14NTg_pos	17106.708598869078
M16N4Tg_pos	914.0070624335881
M16N6Tg_pos	914.0070624335881
M16NTg_pos	17106.708598869074
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	56.30034101060749
M4CET3er_pos	56.30034101060748
M4MPDOL_Lter_pos	17106.708598869074
M4MPDOL_Uter_pos	17106.708598869078
M7MASNBterg_pos	17106.708598869078
M8MASNterg_pos	17110.55018873748
MACACI_pos	45716.619433769505
MACOXO_pos	12876.777769908624
MAGt_neg	9895.841975704006
MAGt_pos	5701.239009195045
MALSO3tm_neg	350.4070015565369
MALSO3tm_pos	350.4070015565369
MALSO4tm_neg	350.4070015565369
MALSO4tm_pos	350.4070015565369
MALTSULtm_neg	350.4070015565369
MALTSULtm_pos	350.4070015565369
MALT_pos	4095.3301497891653
MALTe_pos	3014.908991183712
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4095.3301497891653
MAL_Lte_neg	9143.635563105883
MAL_Lte_pos	5378.768370300131
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.2228121294198
MALtm_neg	343.1115808443728
MALtm_pos	350.4070015565369
MAN1PT2_pos	3026.596798125193
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	8834.207267792548
MAN6PI_pos	5194.989527384038
MANt1r_neg	1215.0571382960156
MANt1r_pos	1222.9892303757897
MANt4_neg	1222.9892303757895
MANt4_pos	1215.0571382960156
MANter_pos	17106.708598869078
MANtg_pos	17110.550188737478
MANtly_pos	17418.754106601315
MAOLNOR_pos	0.0
MAOX_pos	39210.31724900418
MCCCrm_neg	12509.903453993675
MCCCrm_pos	11590.385582850451
MCD_pos	4170.278036412048
MCDm_pos	4218.7922791683295
MCDp_pos	0.0
MCITS_pos	14401.344139424895
MCLACCYSR_pos	15653.271706419933
MCLOR_neg	15653.271706419931
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.719031305937171
MDH_neg	2470.7122172661548
MDH_pos	5736.26042865727
MDHm_neg	5359.968638897709
MDHm_pos	2470.712217266155
MDHx_neg	11.2228121294198
MDHx_pos	0.0
MDRPD_pos	15032.85748484668
ME1m_pos	5316.591670107548
ME2_pos	5848.042234372637
ME2m_pos	5442.244914059181
MECOALm_neg	418.5242763706865
MECOALm_pos	418.5242763706865
MECOAS1m_neg	418.5242763706865
MECOAS1m_pos	418.5242763706865
MELATN23DOX_pos	0.0
MELATNOX_pos	6314.943238940386
MEOHt2_neg	21876.28322277835
MEOHt2_pos	5.644848915977609
MEOHtly_neg	0.0
MEOHtly_pos	12032.917486849537
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41898.59231230406
MERCPLACCYSt_pos	15653.271706419933
MESCOALm_pos	0.0
METATB0tc_pos	1605.8926730812568
METAT_pos	12434.769567361078
METLEUex_pos	679.5605131281178
METS_pos	9804.727745162007
METt4_pos	548.9105676384513
METtec_neg	548.9105676384513
METtec_pos	915.5333813209179
METyLATthc_pos	841.4581733552269
MEVK1c_pos	19883.622041803806
MEVK1x_pos	18091.716088952893
MG1er_pos	17106.708598869074
MG2er_pos	17106.708598869074
MG3er_pos	17106.708598869074
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12509.903453993675
MGCHrm_pos	11590.385582850451
MGSA2_pos	6082.460403479818
MGSA_pos	6082.7709722664795
MHISOR_pos	12876.777769908624
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13640.522881246681
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15015.18482408987
MI134PK_pos	0.0
MI134PP_pos	13640.522881246688
MI13PP_pos	15015.18482408987
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13640.522881246681
MI145PKn_pos	0.0
MI145PP_pos	8729.345195993727
MI14P4P_pos	7987.222552618037
MI14PP_pos	7331.098115652143
MI14Ptn_neg	18031.551436169364
MI14Ptn_pos	0.0
MI1PP_pos	3781.0271411366543
MI1PS_pos	6356.6991500309305
MI1P_Dtn_neg	18645.10397862933
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13640.522881246688
MI3PP_pos	13640.522881246688
MI4PP_pos	7331.098115652143
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.52408991183712
MLTG1ly_pos	0.0
MM5ag_pos	17110.55018873748
MM5bg_pos	17106.708598869074
MM5cg_pos	17106.708598869078
MM6B1ag_pos	17106.708598869078
MM6B1bg_pos	17106.708598869078
MM6B2g_pos	17106.708598869078
MM6ag_pos	17128.623764609663
MM6bg_pos	17110.55018873748
MM7Ag_pos	17128.623764609663
MM7B1g_pos	17106.708598869078
MM7B2g_pos	17106.708598869078
MM7Cag_pos	17110.55018873748
MM7Cbg_pos	17110.55018873748
MM8Ag_pos	17110.55018873748
MM8Ber_pos	17106.708598869078
MM8Cg_pos	17110.55018873748
MMCD_pos	0.0
MMCDm_pos	4192.637457955593
MMCDp_pos	0.0
MMEm_neg	12789.60434903632
MMEm_pos	2107.9901504806185
MMMm_neg	8893.502056622705
MMMm_pos	12737.46605470915
MMSAD1m_pos	5198.194866216836
MMSAD3m_pos	10797.476176610717
MMTSADm_pos	2107.9901504806185
MOGAT_pos	4292.024095222459
MTAP_pos	15032.85748484668
MTHFC_neg	5083.757630117633
MTHFC_pos	8590.50184073439
MTHFCm_neg	12716.45142116562
MTHFCm_pos	5083.757630117633
MTHFD2_neg	725.1060921911353
MTHFD2_pos	741.1148237210242
MTHFD2m_neg	687.5301971821068
MTHFD2m_pos	687.5301971821068
MTHFD_neg	741.1148237210242
MTHFD_pos	725.1060921911353
MTHFDm_neg	687.5301971821068
MTHFDm_pos	687.5301971821068
MTHFR3_pos	813.4214721036383
MTHFTe_pos	1294.527247659755
MTHGXLt_pos	4673.147170430718
MTRI_neg	0.0
MTRI_pos	15032.857484846678
N2M2NMASNt_pos	17106.708598869078
N2M2NMASNtly_pos	17141.537380419584
N3Tg_pos	7653.120743541063
N4Tg_pos	6909.695210986552
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7354.260399060039
NACASPtm_pos	7354.260399060039
NACDe_pos	1900.0
NACHEX10ly_pos	11912.903929408245
NACHEX11ly_pos	11912.903929408243
NACHEX12ly_pos	11912.90392940824
NACHEX13ly_pos	11912.903929408243
NACHEX14ly_pos	11912.903929408243
NACHEX15ly_pos	11912.903929408241
NACHEX16ly_pos	11912.903929408243
NACHEX17ly_pos	11912.903929408243
NACHEX18ly_pos	11912.903929408243
NACHEX19ly_pos	11912.90392940824
NACHEX1ly_pos	84.97680694106987
NACHEX20ly_pos	11912.903929408243
NACHEX21ly_pos	11910.951574931101
NACHEX22ly_pos	11910.951574931101
NACHEX23ly_pos	7618.931213375126
NACHEX24ly_pos	7689.906524976461
NACHEX25ly_pos	7684.286943062112
NACHEX26ly_pos	7544.405259716808
NACHEX27ly_pos	23782.48522210289
NACHEX2ly_pos	186.9291136511553
NACHEX3ly_pos	101.67468490569756
NACHEX4ly_pos	84.79889624195621
NACHEX5ly_pos	84.79889624195621
NACHEX6ly_pos	130.08873757988954
NACHEX7ly_pos	130.08873757988954
NACHEX8ly_pos	150.67826082772964
NACHEX9ly_pos	150.67826082772964
NACHEXA10ly_pos	11910.9515749311
NACHEXA11ly_pos	11910.951574931103
NACHEXA12ly_pos	11910.951574931101
NACHEXA13ly_pos	11910.951574931103
NACHEXA14ly_pos	11910.951574931101
NACHEXA15ly_pos	11910.9515749311
NACHEXA16ly_pos	11910.9515749311
NACHEXA17ly_pos	11910.951574931105
NACHEXA18ly_pos	11910.951574931101
NACHEXA19ly_pos	11910.951574931103
NACHEXA1ly_pos	84.8048028934403
NACHEXA20ly_pos	7613.439834850458
NACHEXA21ly_pos	7684.286943062108
NACHEXA22ly_pos	7539.346156724016
NACHEXA2ly_pos	101.50268085806796
NACHEXA3ly_pos	84.63279884581073
NACHEXA4ly_pos	84.63279884581073
NACHEXA5ly_pos	129.92264018374405
NACHEXA6ly_pos	129.92264018374408
NACHEXA7ly_pos	150.3374548764338
NACHEXA8ly_pos	150.33745487643378
NACHEXA9ly_pos	11910.951574931105
NACHORCTL3le_pos	2208.495028527432
NACUP_pos	1900.0
NADH2_u10m_pos	4269.604758395397
NADHtpu_pos	1900.0
NADHtru_pos	6025.93687107527
NADK_pos	0.0
NADN_pos	7832.779246930952
NADNe_pos	4.75007571312476
NADPHtru_pos	5797.555719027098
NADPHtxu_pos	10162.915237155115
NADPN_pos	0.0
NADPNe_pos	4.75007571312476
NADPtru_pos	5797.555719027098
NADPtxu_pos	10162.915237155114
NADS2_pos	5194.76870544946
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9694.365604454326
NADtpu_pos	1900.0
NADtru_pos	6025.93687107527
NADtx_neg	3144.5839774536753
NADtx_pos	3293.489175569746
NAGA2ly_pos	6992.6763179726095
NAGAlby_pos	913.1660720862579
NAGAly_pos	10993.306940368624
NAGLCAly_pos	6992.6763179726095
NAHCO3_HCLt_neg	1202.3304671152964
NAHCO3_HCLt_pos	1198.5431779627438
NAIt_neg	2227.7521108879755
NAIt_pos	1787.0428429907663
NAt3_1_neg	421.21286835398377
NAt3_1_pos	421.21286835398377
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	621.8169246681897
NAt5_pos	621.8169246681897
NAt_neg	611.9120246984448
NAt_pos	603.979932618671
NAtx_neg	4186.181428825337
NAtx_pos	1274.2337668080208
NBAHH_ir_pos	4761.778021800062
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1102.8977861475073
NCKt_neg	1708.0058844053153
NCKt_pos	1707.5397474420079
NCNt_neg	1706.9908396243627
NCNt_pos	1706.9908396243627
NDP10ex_pos	7.441066807177524
NDP3ex_pos	7.3266639607525565
NDP6_pos	4067.626103715399
NDP7er_pos	12725.88141118205
NDP7ex_pos	14629.375447785103
NDP7g_pos	6314.253315493657
NDP8_pos	5535.983678198612
NDP8ex_pos	14653.456898179753
NDPK10_neg	4195.455908404163
NDPK10_pos	4195.455908404163
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4195.455908404163
NDPK10n_pos	4195.455908404163
NDPK1_neg	344.35518587027184
NDPK1_pos	344.35518587027184
NDPK1m_neg	417.7475377186271
NDPK1m_pos	417.7475377186271
NDPK1n_neg	345.58299327544466
NDPK1n_pos	345.58299327544466
NDPK2_neg	344.35518587027184
NDPK2_pos	344.35518587027184
NDPK2m_neg	8992.110051774062
NDPK2m_pos	0.0
NDPK2n_neg	345.58299327544466
NDPK2n_pos	345.58299327544466
NDPK3_neg	344.35518587027184
NDPK3_pos	344.35518587027184
NDPK3m_neg	0.0
NDPK3m_pos	13478.579569968782
NDPK3n_neg	345.58299327544466
NDPK3n_pos	345.58299327544466
NDPK4_neg	1146.5001467969087
NDPK4_pos	376.78056221988356
NDPK4m_pos	9414.03481018039
NDPK4n_neg	298.4336424108813
NDPK4n_pos	298.4336424108813
NDPK5_neg	344.35518587027184
NDPK5_pos	344.35518587027184
NDPK5m_pos	1900.7488423898853
NDPK5n_neg	345.58299327544466
NDPK5n_pos	345.58299327544466
NDPK6_neg	371.28397984951323
NDPK6_pos	646.6653523547311
NDPK6m_neg	646.6653523547311
NDPK6m_pos	4059.5259371040747
NDPK6n_neg	0.0
NDPK6n_pos	14592.490556101127
NDPK7_neg	344.35518587027184
NDPK7_pos	344.35518587027184
NDPK7m_pos	24965.288528398378
NDPK7n_neg	345.58299327544466
NDPK7n_pos	345.58299327544466
NDPK8_neg	344.35518587027184
NDPK8_pos	344.35518587027184
NDPK8m_pos	8687.726298694848
NDPK8n_neg	298.4336424108813
NDPK8n_pos	298.4336424108813
NDPK9_neg	551.1863301450081
NDPK9_pos	551.1863301450081
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4195.455908404163
NDPK9n_pos	4195.455908404163
NH4t3r_neg	621.8169246681897
NH4t3r_pos	621.8169246681897
NH4tn_neg	12688.943050169113
NH4tn_pos	0.0
NH4tp_neg	9113.790319530239
NH4tp_pos	0.0
NICRNS_pos	4045.042507649752
NICRNTtn_neg	0.0
NICRNTtn_pos	11618.233508353955
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	781.5030031882544
NKCC2t_pos	791.6174679059742
NKCCt_neg	780.9731366746585
NKCCt_pos	791.0876013923782
NMNATm_pos	0.0
NMNATn_pos	9694.365604454326
NMNATr_neg	5194.768705449462
NMNATr_pos	7832.779246930952
NMNS_pos	9585.367001536899
NMNtn_neg	0.0
NMNtn_pos	9694.365604454326
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11618.233508353956
NNATr_pos	3357.52475261221
NNMT_pos	46.25808728512703
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36846.469050658496
NOS1_pos	1485.6236709926761
NOS2_pos	1485.6236709926761
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4189.784488148076
NPTHLte_neg	0.0
NPTHLte_pos	7.542103324167914
NRPPHRSFt_pos	71542.33374831908
NRPPHRSULT_pos	71542.33374831908
NRPPHRVESSEC_pos	3354.259894268553
