	WT-e_S150_L007_R1_001
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	15277.44054444775
LDH_D_neg	3683.37951142134
LDH_D_pos	1512.836668591333
LDH_L_neg	2650.160528255587
LDH_L_pos	2253.1404360338292
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1653.6562651197028
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9754.628444799062
LEUGLYPEPT1tc_pos	9754.628444799062
LEUKTRA4t_neg	1402.664133758411
LEUKTRA4t_pos	1402.664133758411
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17753.661199476832
LEUKTRB4t_neg	1402.664133758411
LEUKTRB4t_pos	1402.664133758411
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2033.306513878819
LEUKTRC4t_pos	2032.440700012992
LEUKTRD4t_neg	1402.664133758411
LEUKTRD4t_pos	1402.664133758411
LEUKTRD4tr_neg	17753.661199476835
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2175.7378035740962
LEUKTRE4t_pos	2175.7378035740962
LEUKTRF4t_neg	1402.664133758411
LEUKTRF4t_pos	1402.664133758411
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10342.077187933162
LEULEUPEPT1tc_pos	10342.077187933164
LEUPHELAT2tc_neg	606.3392918535835
LEUPHELAT2tc_pos	606.3392918535835
LEUTA_neg	7750.179414296218
LEUTA_pos	4089.861033891571
LEUTAm_neg	4089.8610338915705
LEUTAm_pos	12301.689613870305
LEUt4_pos	533.7757853364457
LEUt5m_neg	4089.8610338915705
LEUt5m_pos	12301.689613870307
LEUtec_neg	533.7757853364457
LEUtec_pos	606.3392918535835
LEUyLAThtc_pos	877.435745617426
LFORKYNHYD_pos	10.01476291116536
LGNCCOAtcx_pos	5009.219093473979
LGNCCOAtx_neg	5009.219093473979
LGNCCOAtx_pos	22.216556671404184
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	345.0366036402823
LGNCt_pos	353.04657677920125
LGTHL_pos	306.8452681719263
LIMNENte_neg	0.0
LIMNENte_pos	7.55344549044086
LINKDEG1ly_pos	351.29333404384613
LINKDEG2ly_pos	187.75819784158807
LINKDEG3ly_pos	214.7775418468405
LINKDEG4ly_pos	151.13023044386674
LINOFATPtc_pos	414.8475431022963
LIPOti_pos	0.0
LNELDCCPT1_pos	22628.773546437962
LNELDCCPT2_pos	22628.773546437962
LNELDCCRNt_pos	22628.773546437962
LNELDCt_neg	9183.979199178346
LNELDCt_pos	14.08861838283802
LNLCCPT1_pos	10.09174706081465
LNLCCPT2_pos	10.09174706081465
LNLCCRNt_pos	10.09174706081465
LNLCt_neg	414.8475431022963
LNLCt_pos	3382.9802875245587
LNLNCACPT1_pos	20.48154075404508
LNLNCACPT2_pos	20.48154075404508
LNLNCACRNt_pos	20.48154075404508
LNLNCAt_neg	0.0
LNLNCAt_pos	3380.1882293832473
LNLNCGCPT1_pos	115.38516081308936
LNLNCGCPT2_pos	115.38516081308936
LNLNCGCRNt_pos	115.38516081308936
LNLNCGt_neg	49.63940391590672
LNLNCGt_pos	3383.761484851401
LNS14DM_pos	0.0
LNSTLSr_pos	75392.90730162634
LPASE_pos	10533.293835384087
LPCHOLt_neg	0.0
LPCHOLt_pos	11924.010704968548
LPCOXp_pos	49.27834210094875
LPS2_pos	5148.439508324867
LPS2e_pos	6471.417007554687
LPS3_pos	7913.858752180188
LPS3e_pos	5224.548834567744
LPS4e_pos	17842.00752108057
LPS_pos	4247.506447070842
LPSe_pos	5866.607179159218
LRAT1_pos	12274.447429111382
LRAT2_pos	12274.447429111382
LRAT_pos	11611.87857763352
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	75392.98469515686
LSTO2r_pos	75392.90730162631
LTA4H_pos	3384.308811430174
LTC4CP_neg	3166.6666666666665
LTC4CP_pos	3166.6666666666665
LTC4Sr_pos	17753.661199476832
LTD4DP_neg	3166.6666666666665
LTD4DP_pos	3166.6666666666665
LTDCL_pos	0.0
LYSATB0tc_pos	1727.2022313506857
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	49.27834210094875
LYSt4_pos	963.1759117522517
LYStiDF_pos	653.686121488505
LYStip_pos	49.27834210094875
LYStm_neg	1490.4590284191393
LYStm_pos	1182.4520964560984
LYStn_neg	9583.650963010161
LYStn_pos	0.0
L_LACDcm_pos	4129.2399008791945
L_LACt2r_neg	490.99195483211827
L_LACt2r_pos	490.99195483211827
L_LACt4r_neg	1262.195908920853
L_LACt4r_pos	1262.195908920853
M1316Mg_pos	17390.112299704917
M13N2Tg_pos	17390.112299704917
M13N4Tg_pos	930.0662769859368
M14NTg_pos	17390.112299704917
M16N4Tg_pos	930.0662769859368
M16N6Tg_pos	930.0662769859368
M16NTg_pos	17390.112299704917
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	56.96533926913466
M4CET3er_pos	56.96533926913466
M4MPDOL_Lter_pos	17390.11229970492
M4MPDOL_Uter_pos	17390.11229970492
M7MASNBterg_pos	17390.112299704917
M8MASNterg_pos	17395.61571047096
MACACI_pos	46109.579727787816
MACOXO_pos	13010.915814313017
MAGt_neg	9979.88484912609
MAGt_pos	6462.95125901087
MALSO3tm_neg	456.62401351656484
MALSO3tm_pos	456.62401351656484
MALSO4tm_neg	456.62401351656484
MALSO4tm_pos	456.62401351656484
MALTSULtm_neg	456.62401351656484
MALTSULtm_pos	456.62401351656484
MALT_pos	4058.102814991897
MALTe_pos	3040.034280903231
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4058.102814991897
MAL_Lte_neg	9378.57147408641
MAL_Lte_pos	5337.415833766648
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.39066496293764
MALtm_neg	433.5968985618173
MALtm_pos	456.62401351656484
MAN1PT2_pos	3112.0821764289767
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9111.417773687146
MAN6PI_pos	5346.033915489981
MANt1r_neg	1243.8033516468367
MANt1r_pos	1246.4007932443174
MANt4_neg	1246.4007932443174
MANt4_pos	1243.8033516468367
MANter_pos	17390.112299704917
MANtg_pos	17395.61571047096
MANtly_pos	17710.11291598411
MAOLNOR_pos	0.0
MAOX_pos	39648.42734395846
MCCCrm_neg	12809.447417728363
MCCCrm_pos	11784.137641545192
MCD_pos	4319.05181232992
MCDm_pos	4307.988695975892
MCDp_pos	0.0
MCITS_pos	14659.127178989442
MCLACCYSR_pos	16506.56033956675
MCLOR_neg	16506.56033956676
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.738199443282666
MDH_neg	2583.2301983591524
MDH_pos	5954.314822028535
MDHm_neg	5538.94028583555
MDHm_pos	2583.230198359153
MDHx_neg	11.39066496293764
MDHx_pos	0.0
MDRPD_pos	15266.072088905768
ME1m_pos	5486.061231802755
ME2_pos	6018.910921619317
ME2m_pos	5614.508232410456
MECOALm_neg	398.0843270319249
MECOALm_pos	398.0843270319249
MECOAS1m_neg	398.0843270319249
MECOAS1m_pos	398.0843270319249
MELATN23DOX_pos	0.0
MELATNOX_pos	6352.914640533047
MEOHt2_neg	22068.960267409388
MEOHt2_pos	5.685032888167668
MEOHtly_neg	0.0
MEOHtly_pos	12116.099330363213
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42335.9823987927
MERCPLACCYSt_pos	16506.56033956675
MESCOALm_pos	0.0
METATB0tc_pos	1653.6562651197028
METAT_pos	12807.08291534372
METLEUex_pos	718.453311738645
METS_pos	10082.887040713063
METt4_pos	583.180440242165
METtec_neg	583.180440242165
METtec_pos	936.6540540063027
METyLATthc_pos	877.435745617426
MEVK1c_pos	20411.69119569187
MEVK1x_pos	18469.30337677446
MG1er_pos	17390.112299704917
MG2er_pos	17390.112299704917
MG3er_pos	17390.112299704917
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12809.447417728363
MGCHrm_pos	11784.137641545181
MGSA2_pos	6215.644373698739
MGSA_pos	6216.011795099482
MHISOR_pos	13010.915814313017
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13958.63238818929
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15376.731730506444
MI134PK_pos	0.0
MI134PP_pos	13958.632388189291
MI13PP_pos	15376.731730506444
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13958.63238818929
MI145PKn_pos	0.0
MI145PP_pos	9038.138386724144
MI14P4P_pos	8273.704008077224
MI14PP_pos	7601.738704392299
MI14Ptn_neg	18278.9125850964
MI14Ptn_pos	0.0
MI1PP_pos	3929.4657798234025
MI1PS_pos	6608.0597993889805
MI1P_Dtn_neg	18896.88174305926
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13958.632388189291
MI3PP_pos	13958.632388189291
MI4PP_pos	7601.738704392299
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.77534280903231
MLTG1ly_pos	0.0
MM5ag_pos	17395.615710470964
MM5bg_pos	17390.112299704917
MM5cg_pos	17390.11229970492
MM6B1ag_pos	17390.11229970492
MM6B1bg_pos	17390.11229970492
MM6B2g_pos	17390.11229970492
MM6ag_pos	17430.508240475643
MM6bg_pos	17395.615710470964
MM7Ag_pos	17430.508240475643
MM7B1g_pos	17390.11229970492
MM7B2g_pos	17390.112299704917
MM7Cag_pos	17395.615710470964
MM7Cbg_pos	17395.615710470964
MM8Ag_pos	17395.61571047096
MM8Ber_pos	17390.112299704917
MM8Cg_pos	17395.615710470964
MMCD_pos	0.0
MMCDm_pos	4245.023275171853
MMCDp_pos	0.0
MMEm_neg	12985.010183582854
MMEm_pos	2117.0516041024284
MMMm_neg	9155.91478523632
MMMm_pos	12929.78614238101
MMSAD1m_pos	5258.511408032423
MMSAD3m_pos	10963.523324780992
MMTSADm_pos	2117.0516041024284
MOGAT_pos	5148.439508324867
MTAP_pos	15266.07208890577
MTHFC_neg	5185.880433002159
MTHFC_pos	8650.198934131593
MTHFCm_neg	12872.790245182081
MTHFCm_pos	5185.880433002159
MTHFD2_neg	661.1614906496083
MTHFD2_pos	676.2166761875278
MTHFD2m_neg	623.894122432316
MTHFD2m_pos	623.894122432316
MTHFD_neg	676.2166761875278
MTHFD_pos	661.1614906496083
MTHFDm_neg	623.894122432316
MTHFDm_pos	623.894122432316
MTHFR3_pos	713.0010742529133
MTHFTe_pos	1329.8180745320092
MTHGXLt_pos	4781.299784950987
MTRI_neg	0.0
MTRI_pos	15266.07208890577
N2M2NMASNt_pos	17390.112299704917
N2M2NMASNtly_pos	17425.97314129364
N3Tg_pos	7817.624282053489
N4Tg_pos	7065.878644165051
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7671.764277466629
NACASPtm_pos	7671.764277466629
NACDe_pos	1900.0
NACHEX10ly_pos	12196.591703328426
NACHEX11ly_pos	12196.59170332842
NACHEX12ly_pos	12196.59170332842
NACHEX13ly_pos	12196.59170332842
NACHEX14ly_pos	12196.591703328424
NACHEX15ly_pos	12196.591703328422
NACHEX16ly_pos	12196.59170332842
NACHEX17ly_pos	12196.59170332842
NACHEX18ly_pos	12196.591703328419
NACHEX19ly_pos	12196.591703328415
NACHEX1ly_pos	85.3134909108785
NACHEX20ly_pos	12196.591703328419
NACHEX21ly_pos	12194.556541749564
NACHEX22ly_pos	12194.556541749564
NACHEX23ly_pos	7783.188328816724
NACHEX24ly_pos	7856.4963716138345
NACHEX25ly_pos	7850.638440927968
NACHEX26ly_pos	7703.132060014535
NACHEX27ly_pos	24291.836445375695
NACHEX2ly_pos	187.75819784158804
NACHEX3ly_pos	102.06171987919919
NACHEX4ly_pos	85.06652046036498
NACHEX5ly_pos	85.06652046036497
NACHEX6ly_pos	130.60213405066423
NACHEX7ly_pos	130.60213405066423
NACHEX8ly_pos	151.52702850132408
NACHEX9ly_pos	151.52702850132414
NACHEXA10ly_pos	12194.556541749564
NACHEXA11ly_pos	12194.556541749558
NACHEXA12ly_pos	12194.556541749556
NACHEXA13ly_pos	12194.556541749562
NACHEXA14ly_pos	12194.556541749558
NACHEXA15ly_pos	12194.556541749565
NACHEXA16ly_pos	12194.556541749562
NACHEXA17ly_pos	12194.556541749562
NACHEXA18ly_pos	12194.556541749558
NACHEXA19ly_pos	12194.556541749562
NACHEXA1ly_pos	85.10136504746718
NACHEXA20ly_pos	7777.4640391350995
NACHEXA21ly_pos	7850.638440927968
NACHEXA22ly_pos	7697.858380385668
NACHEXA2ly_pos	101.84959401578789
NACHEXA3ly_pos	84.88923918405587
NACHEXA4ly_pos	84.88923918405585
NACHEXA5ly_pos	130.42485277435514
NACHEXA6ly_pos	130.42485277435514
NACHEXA7ly_pos	151.1302304438667
NACHEXA8ly_pos	151.13023044386676
NACHEXA9ly_pos	12194.556541749556
NACHORCTL3le_pos	2226.684578367298
NACUP_pos	1900.0
NADH2_u10m_pos	4420.452917305747
NADHtpu_pos	1900.0
NADHtru_pos	5830.56677563768
NADK_pos	0.0
NADN_pos	8050.008519126904
NADNe_pos	4.773126796255802
NADPHtru_pos	5732.89625419261
NADPHtxu_pos	10245.097838059915
NADPN_pos	0.0
NADPNe_pos	4.773126796255802
NADPtru_pos	5732.89625419261
NADPtxu_pos	10245.097838059915
NADS2_pos	5304.795513989786
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9814.093786470004
NADtpu_pos	1900.0
NADtru_pos	5830.56677563768
NADtx_neg	3193.105198438674
NADtx_pos	3370.635330120881
NAGA2ly_pos	7150.728726187857
NAGAlby_pos	928.5915087108921
NAGAly_pos	11341.515631968812
NAGLCAly_pos	7150.728726187857
NAHCO3_HCLt_neg	1200.7553892825435
NAHCO3_HCLt_pos	1188.0244655109254
NAIt_neg	2252.761706698073
NAIt_pos	1824.5607446705556
NAt3_1_neg	437.5841880971659
NAt3_1_pos	437.5841880971659
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	685.0062054312833
NAt5_pos	685.0062054312833
NAt_neg	690.1327104521094
NAt_pos	687.5352688546286
NAtx_neg	4208.563961705879
NAtx_pos	1323.6542552096066
NBAHH_ir_pos	4851.322335457147
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1235.462746276909
NCKt_neg	1891.554447385687
NCKt_pos	1891.554447385687
NCNt_neg	1951.6017372284819
NCNt_pos	1951.6017372284819
NDP10ex_pos	7.570424617691924
NDP3ex_pos	7.397298833501038
NDP6_pos	4198.309232455961
NDP7er_pos	13097.168371174723
NDP7ex_pos	15554.399130409167
NDP7g_pos	6475.758135480936
NDP8_pos	5882.0872535680555
NDP8ex_pos	15577.054523231078
NDPK10_neg	4189.6220384232765
NDPK10_pos	4189.6220384232765
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4189.6220384232765
NDPK10n_pos	4189.6220384232765
NDPK1_neg	374.6834598954532
NDPK1_pos	374.6834598954532
NDPK1m_neg	390.4020690698254
NDPK1m_pos	390.4020690698254
NDPK1n_neg	376.4881152441163
NDPK1n_pos	376.4881152441162
NDPK2_neg	374.6834598954532
NDPK2_pos	374.6834598954532
NDPK2m_neg	9186.178381030888
NDPK2m_pos	0.0
NDPK2n_neg	376.4881152441162
NDPK2n_pos	376.4881152441162
NDPK3_neg	374.6834598954532
NDPK3_pos	374.6834598954532
NDPK3m_neg	0.0
NDPK3m_pos	13729.20111400978
NDPK3n_neg	376.4881152441163
NDPK3n_pos	376.4881152441163
NDPK4_neg	1143.0063638629754
NDPK4_pos	443.05028899077865
NDPK4m_pos	9549.819475140122
NDPK4n_neg	294.92351184045236
NDPK4n_pos	294.92351184045236
NDPK5_neg	374.6834598954532
NDPK5_pos	374.6834598954532
NDPK5m_pos	1930.9920290759883
NDPK5n_neg	376.4881152441162
NDPK5n_pos	376.4881152441162
NDPK6_neg	433.70587065796167
NDPK6_pos	612.2008923519122
NDPK6m_neg	612.2008923519122
NDPK6m_pos	4078.191697902143
NDPK6n_neg	0.0
NDPK6n_pos	14983.135392150476
NDPK7_neg	374.6834598954532
NDPK7_pos	374.6834598954532
NDPK7m_pos	25385.86791708115
NDPK7n_neg	376.4881152441163
NDPK7n_pos	376.4881152441162
NDPK8_neg	374.6834598954532
NDPK8_pos	374.6834598954532
NDPK8m_pos	9001.988012948139
NDPK8n_neg	294.92351184045236
NDPK8n_pos	294.92351184045236
NDPK9_neg	618.1970485188607
NDPK9_pos	618.1970485188607
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4189.6220384232765
NDPK9n_pos	4189.6220384232765
NH4t3r_neg	685.0062054312832
NH4t3r_pos	685.0062054312833
NH4tn_neg	12954.114644210369
NH4tn_pos	0.0
NH4tp_neg	9169.442663069598
NH4tp_pos	0.0
NICRNS_pos	4182.663841552935
NICRNTtn_neg	0.0
NICRNTtn_pos	11842.404699156246
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	791.0580090086976
NKCC2t_pos	824.1300335489327
NKCCt_neg	790.6677415938232
NKCCt_pos	823.7397661340583
NMNATm_pos	0.0
NMNATn_pos	9814.093786470006
NMNATr_neg	5304.795513989786
NMNATr_pos	8050.0085191269045
NMNS_pos	9797.09921134947
NMNtn_neg	0.0
NMNtn_pos	9814.093786470006
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11842.404699156246
NNATr_pos	3469.5986475124982
NNMT_pos	47.188430018552324
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37316.518791366354
NOS1_pos	1163.7873710928627
NOS2_pos	1163.7873710928627
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4335.721881479605
NPTHLte_neg	0.0
NPTHLte_pos	7.55344549044086
NRPPHRSFt_pos	72187.85726684087
NRPPHRSULT_pos	72187.85726684087
NRPPHRVESSEC_pos	3639.9241467089028
NRPPHRt4_2_r_neg	1413.676412269244
NRPPHRt4_2_r_pos	1403.3538676139726
NRPPHRtu_neg	1336.6525091452675
NRPPHRtu_pos	1336.6525091452675
NRVNCCOAtx_neg	5009.219093473979
NRVNCCOAtx_pos	22.884983857893484
NRVNCCOAtxc_pos	5009.219093473979
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1205.8598983145037
NRVNCt_pos	1208.4573399119845
NS26T2g_pos	221.6997366033487
NS26Tg_pos	373.9620639906988
NT5C_pos	4223.096594461499
NTD10_pos	4463.122098562003
NTD11_pos	4115.554738809996
NTD12_pos	0.0
NTD1_pos	3442.3179450907182
NTD1m_pos	1770.514089149559
NTD2_pos	4227.363905341788
NTD2e_pos	12137.686547955045
NTD2l_pos	0.0
NTD2m_pos	9186.178381030886
NTD3_pos	3672.6679094759033
NTD3l_pos	0.0
NTD4_pos	3441.5963565279644
NTD4e_pos	22.78439264676677
NTD4l_pos	0.0
NTD5_pos	3434.804310577383
NTD5l_pos	0.0
NTD5m_pos	1770.5140891495587
NTD6_pos	4219.960918411997
NTD6l_pos	0.0
NTD7_pos	3172.5770963614546
NTD7e_pos	9548.204145333877
NTD7l_pos	0.0
NTD8_pos	3471.697746022901
NTD8l_pos	0.0
NTD9_pos	4661.475539623243
NTD9e_pos	22.141132003294643
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.120512104223566
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3593.624848327005
O16G1e_pos	19.494601503519995
O16G2e_pos	21.774670065326454
O2St_neg	4.053485949605395
O2St_pos	9161.26924164822
O2Stm_neg	9128.963243176988
O2Stm_pos	5.36157506322845
O2Stn_neg	0.0
O2Stn_pos	9216.076067401575
O2Stx_neg	0.0
O2Stx_pos	9153.70880260602
O2t_neg	16358.221475535629
O2t_pos	4418.554365246565
O2ter_neg	24874.60108508239
O2ter_pos	10047.738266708164
O2tm_neg	9799.793487632907
O2tm_pos	5323.882900042068
O2tn_neg	9216.076067401575
O2tn_pos	0.0
O2tp_neg	5545.079872183396
O2tp_pos	4504.053276410656
OAADC_pos	6534.845234995932
OAGD3te_neg	0.0
OAGD3te_pos	19727.91830865097
OAGD3tg_neg	19727.918308650973
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18968.364418238874
OAGT3tg_neg	18968.364418238878
OAGT3tg_pos	0.0
OBDHc_pos	4300.954589254143
OCBTm_pos	11891.553388614451
OCCOAtm_pos	12667.937536637519
OCCOAtx_neg	24516.642589064006
OCCOAtx_pos	14130.14413489477
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23565.455208446227
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23565.455208446223
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23565.455208446223
OCDCAFATPc_pos	4228.333527087629
OCDCAtr_neg	566.4644843342649
OCDCAtr_pos	569.0619259317457
OCDCEAtr_neg	566.4644843342649
OCDCEAtr_pos	569.0619259317457
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2020.871453243267
OCT11EFATP_pos	23565.455208446223
OCTAt_neg	0.0
OCTAt_pos	9059.924821690673
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.091747060814654
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15903.773048998508
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15903.77304899851
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15903.773048998508
OCTDECE1CRNe_pos	15903.77304899851
ODECOAtx_neg	22.884983857893488
ODECOAtx_pos	0.0
OIVD1m_pos	10517.366451967098
OIVD2m_pos	12091.206614807294
OIVD3m_pos	9521.751103780498
OLEICFATPtc_pos	4335.070325764062
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.553445490440861
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20003.737184259826
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15733.615052715357
OMHPALTD_neg	0.0
OMHPALTD_pos	30217.743373801066
OMPDC_pos	10278.524755155495
ONPTHLte_neg	7.55344549044086
ONPTHLte_pos	0.0
OPAHir_pos	5972.339992607007
ORETNF2_pos	1512.1348303260213
ORETNF_pos	1493.4762865202476
ORETNtn2_neg	0.0
ORETNtn2_pos	1512.134830326021
ORETNtn_neg	0.0
ORETNtn_pos	1493.4762865202476
ORNALArBATtc_pos	1288.7730932233865
ORNDC_pos	11811.80612157274
ORNLEUrBATtc_pos	1288.7730932233865
ORNTArm_neg	9752.472812175105
ORNTArm_pos	27.448845914378087
ORNt3m_neg	348.6781446841475
ORNt3m_pos	348.6781446841475
ORNt4m_neg	348.6781446841475
ORNt4m_pos	348.6781446841475
ORNtiDF_pos	1164.1725649381738
OROTGLUt_neg	4113.524978923918
OROTGLUt_pos	2165.1120747312016
ORPT_neg	10278.524755155495
ORPT_pos	0.0
OXAHCOtex_pos	933.6669711294369
OXAtp_pos	12426.840232264905
P45011A1m_pos	61618.78692186523
P45011B11m_pos	54696.85043415223
P45011B12m_pos	52152.617481232155
P45011B21m_pos	53692.29607666447
P45017A1r_pos	54990.35369956524
P45017A2r_pos	54990.35369956524
P45017A3r_pos	54990.35369956525
P45017A4r_pos	54990.35369956524
P45019A1r_pos	51929.55227948634
P45019A2r_pos	52072.412064971075
P4501B1r_pos	51140.863218301085
P45021A1r_pos	54696.850434152235
P45021A2r_pos	52152.61748123216
P45027A11m_pos	65478.71172020286
P45027A12m_pos	7414.4019350270755
P45027A13m_pos	7414.4019350270755
P45027A14m_pos	66537.34223136271
P45027A15m_pos	7243.421446990199
P45027A16m_pos	7411.481847109569
P45027A1m_pos	2161.607727016737
P4502A6_pos	7.5534454904408594
P4502C18_pos	7.917878251380482
P4502C19_pos	7.553445490440859
P4502C8_pos	7.5534454904408594
P4502C92_pos	7.553445490440859
P4502C93_pos	7.5534454904408594
P4502C94_pos	7.55344549044086
P4502C9_pos	7.5534454904408594
P4502D6_pos	7.55344549044086
P4502E1_pos	14.229977869553608
P4502F1_pos	7.553445490440861
P45039A1r_pos	54568.13400644427
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.5534454904408594
P4503A7r_pos	52692.65470052513
P45046A1r_pos	54568.13400644427
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.969284859261291
P4504F81r_pos	0.0
P4507A1r_pos	11552.876891458762
P4507B11r_pos	54497.693222328126
P4507B12r_pos	54177.40145051855
P4508B11r_pos	65646.53725372425
P4508B13r_pos	65478.711720202875
P450LTB4r_pos	0.0
P450SCC1m_neg	2161.607727016737
P450SCC1m_pos	56192.021713383954
P5CDm_pos	1187.0944034951594
P5CR_pos	503.78443622126315
P5CRm_pos	922.3977811654438
P5CRxm_pos	756.0141332623325
PACCOAL_pos	19129.18938296286
PAFH_pos	4281.422266628957
PAFHe_pos	6647.476452021237
PAFS_pos	4281.422266628957
PAFt_neg	6650.4902002954595
PAFt_pos	6.925005261540189
PAIL45P_HStn_neg	6820.935398752163
PAIL45P_HStn_pos	8021.653968160439
PAIL4P_HStn_neg	4955.594783870992
PAIL4P_HStn_pos	5507.749415994318
PAIL_HStn_neg	8005.027833654934
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8788.224942354698
PAN4PP_pos	4189.94077241357
PAN4PPe_pos	5759.9016534991015
PAPStg_neg	0.0
PAPStg_pos	38905.204730121484
PAPtg_pos	38905.20473012149
PA_HSter_neg	5648.951916945543
PA_HSter_pos	0.0
PA_HStg_neg	5648.951916945543
PA_HStg_pos	0.0
PA_HStn_neg	17591.162232770595
PA_HStn_pos	0.0
PCFLOPm_pos	10287.393546823096
PCHOLHSTDe_pos	10720.375397129683
PCHOLP_hs_pos	825.4065905934822
PCHOLPg_hs_pos	5648.951916945543
PCHOLPm_hs_pos	13729.20111400978
PCHOLPr_hs_pos	5648.951916945543
PCHOL_HSter_neg	5785.373045874836
PCHOL_HSter_pos	5648.951916945543
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5648.951916945543
PCLAD_pos	47.65236376754893
PCREATtmdiffir_pos	3618.073126496047
PCRNtc_pos	4995.005441762113
PCRNtm_pos	1737.0325491770827
PCm_pos	5570.907041818188
PCt_pos	12483.950874114704
PDE1_pos	3399.3417867457397
PDE1g_pos	0.0
PDE4_pos	3364.9997698421307
PDE4g_pos	0.0
PDE4n_pos	11009.164121561309
PDHm_pos	6694.1645879736325
PDX5PO_pos	4242.431280602244
PDXPP_pos	3981.6159278344912
PEAMNO_pos	19129.18938296286
PECDCHe_pos	5119.083311155762
PECGCHLe_pos	14450.26423236747
PECGONCOATr_pos	0.0
PECTCHLe_pos	15597.47665923917
PEFLIP_pos	4189.311494719444
PEFLIPm_pos	4530.834008336383
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5782.854601769852
PEPCKm_pos	8668.922130591376
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.5534454904408594
PERILLYLte_pos	0.0
PEROXx_pos	47.536576129923226
