	WT.e_S150_L007_R1_001	Ob.911.e_S155_L007_R1_001	WT.a_S116_L007_R1_001	Ob.911.d_S148_L007_R1_001
10FTHF5GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF5GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF6GLUtm_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtl_pos	0.0	0.0	0.0	0.0
10FTHF7GLUtm_pos	0.0	0.0	0.0	0.0
10FTHFtl_pos	0.0	0.0	0.0	0.0
10FTHFtl_neg	0.0	0.0	0.0	0.0
10FTHFtm_pos	0.0	0.0	0.0	0.0
10FTHFtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtm_pos	0.0	0.0	0.0	0.0
11DOCRTSLtm_neg	0.0	0.0	0.0	0.0
11DOCRTSLtr_pos	0.0	0.0	0.0	0.0
11DOCRTSLtr_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtm_neg	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_pos	0.0	0.0	0.0	0.0
11DOCRTSTRNtr_neg	0.0	0.0	0.0	0.0
13DAMPPOX_pos	1.1309308698264486	1.7311832415722	1.269033146455237	0.7824085649273732
1a_24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD2Hm_pos	0.0	0.0	0.0	0.0
1a_25VITD3Hm_pos	0.0	0.0	0.0	0.0
1MNCAMti_pos	0.0	0.0	0.0	0.0
1PPDCRp_pos	0.0	0.0	0.0	0.0
24_25DHVITD2t_pos	0.0	0.0	0.0	0.0
24_25DHVITD2tm_pos	0.0	0.0	0.0	0.0
24_25DHVITD3t_pos	0.0	0.0	0.0	0.0
24_25DHVITD3tm_pos	0.0	0.0	0.0	0.0
24_25VITD2Hm_pos	0.0	0.0	0.0	0.0
24_25VITD3Hm_pos	0.0	0.0	0.0	0.0
24NPHte_pos	0.0	0.0	0.0	0.0
24NPHte_neg	0.0	0.0	0.0	0.0
25HVITD2t_pos	0.0	0.0	0.0	0.0
25HVITD2tin_pos	0.0	0.0	0.0	0.0
25HVITD2tin_m_pos	0.0	0.0	0.0	0.0
25HVITD2tm_pos	0.0	0.0	0.0	0.0
25HVITD3t_pos	0.0	0.0	0.0	0.0
25HVITD3tin_pos	0.0	0.0	0.0	0.0
25HVITD3tin_m_pos	0.0	0.0	0.0	0.0
25HVITD3tm_pos	0.0	0.0	0.0	0.0
25VITD2Hm_pos	0.0	0.0	0.0	0.0
25VITD3Hm_pos	0.0	0.0	0.0	0.0
2AMACHYD_pos	8.51522674595618	9.636697115960407	8.92644426003389	8.008820757716158
2AMACSULT_pos	0.0	0.0	0.0	0.0
2AMADPTm_pos	2.7506065048355923	3.0548484769956197	2.6507645591169022	3.229587922740652
2DR1PP_pos	0.0	0.0	0.0	0.0
2HBO_pos	9.505116829227862	10.28778739774112	9.599745509604922	10.158325665171748
2HBO_neg	9.505116829227862	10.28778739774112	9.599745509604922	10.158325665171748
2HBt2_pos	5.061344188288391	6.709566353839991	5.2253520607761015	6.658497136656478
2HBt2_neg	5.061344188288391	6.709566353839991	5.2253520607761015	6.658497136656478
2HCO3_NAt_pos	3.2016338611696504	5.010779838753242	3.76659516172927	4.6690267655096305
2HCO3_NAt_neg	3.2016338611696504	5.010779838753242	3.76659516172927	4.6690267655096305
2MCITt_pos	0.0	0.0	0.0	0.0
2MCITt_neg	0.0	0.0	0.0	0.0
2OXOADOXm_pos	6.684444740132881	7.676356746361275	6.784024051712288	7.366030731258484
2OXOADPTm_pos	2.7506065048355923	3.0548484769956197	2.6507645591169022	3.229587922740652
2OXOADPTm_neg	2.7506065048355923	3.0548484769956197	2.6507645591169022	3.229587922740652
34DHOXPEGOX_pos	8.595593169744555	8.888103938579423	8.811406806564687	8.498410448860977
34DHOXPEGOX_neg	8.595593169744555	8.888103938579423	8.811406806564687	8.498410448860977
34DHOXPEGt_pos	0.0	0.0	0.0	0.0
34DHOXPEGt_neg	0.0	0.0	0.0	0.0
34DHPHAMT_pos	15.35082905585651	15.457317387806581	14.546460428851354	16.98477446004684
34DHPHEt_pos	4.979110755015785	4.95093492831454	5.049195105622275	4.211790976252541
34DHPHEt_neg	4.979110755015785	4.95093492831454	5.049195105622275	4.211790976252541
34DHPLACOX_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
34DHPLACOX_NADP__pos	0.7907720378619999	1.899175630480513	1.3103401206121508	2.3673710656485296
34DHPLACOX_NADP__neg	0.7907720378619999	1.899175630480513	1.3103401206121508	2.3673710656485296
34DHXMANDACOX_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
34DHXMANDACOX_NADP__pos	0.7907720378619999	1.899175630480513	1.2448870591235344	2.3673710656485296
34DHXMANDACOX_NADP__neg	0.7907720378619999	1.899175630480513	1.2448870591235344	2.3673710656485296
34HPLFM_pos	0.0	0.0	0.0	0.0
34HPPOR_pos	10.590212761408358	11.357546506531994	10.843018103222484	9.928651609283792
35CGMPtn_pos	0.0	0.0	0.0	0.0
35CGMPtn_neg	0.0	0.0	0.0	0.0
3AIBt_pos	0.0	0.0	0.0	0.0
3AIBTm_pos	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
3AIBTm_neg	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
3AIBtm_pos	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
3DPHBH1_pos	0.0	0.0	0.0	0.0
3DPHBH2_pos	0.0	0.0	0.0	0.0
3DSPHR_pos	3.215678596607928	4.100977647724821	3.346247774082775	4.177917792195843
3HAO_pos	8.569969500812164	8.628372628880236	9.011646582570775	8.416375316587276
3HBCDm_pos	7.758556362180206	7.567575868524113	7.737010677681807	7.47735352663456
3HBCDm_neg	7.758556362180206	7.567575868524113	7.737010677681807	7.47735352663456
3HBCOAHLm_pos	0.0	0.0	0.0	0.0
3HKYNAKGAT_pos	7.532550739284267	7.03121873061072	7.439623137557117	6.274820737040401
3HLYTCL_pos	5.41006969175638	5.608513578151302	5.459103696135399	4.744699314207836
3HPCOAHYD_pos	5.435295215647167	6.119771161952904	5.649328040984784	5.768449015180547
3HPPD_pos	0.0	0.0	0.0	0.0
3HPPD_neg	0.0	0.0	0.0	0.0
3HXKYNDCL_pos	5.41006969175638	5.608513578151302	5.459103696135399	4.744699314207836
3HXKYNOXDA_pos	6.101608058502118	7.511041012232137	6.767919585801803	6.850249358286328
3M4HDXPAC_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
3M4HDXPAC_neg	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
3MLDAt_pos	0.0	0.0	0.0	0.0
3MLDAt_neg	0.0	0.0	0.0	0.0
3MOBt2im_pos	0.0	0.0	0.0	0.0
3MOPt2im_pos	0.0	0.0	0.0	0.0
3MOX4HOXPGALDOX_pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
3MOX4HOXPGALDOX_NADP__pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
3MOX4HOXPGALDOX_NADP__neg	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
3MOXTYROX_pos	6.101608058502118	7.511041012232137	6.767919585801803	6.850249358286328
3NTD7l_pos	4.097610796626422	4.548436624696042	4.121015400961366	3.8708578643637623
3SALAASPm_pos	6.460578760776026	7.174426393677253	6.552899602940303	6.421054946924242
3SALAASPm_neg	6.460578760776026	7.174426393677253	6.552899602940303	6.421054946924242
3SALACBOXL_pos	6.189824558880018	7.412781525338476	6.15562781584529	6.85872702377863
3SALAOX_pos	0.0	0.0	0.0	0.0
3SALATAi_pos	7.088311235888661	8.975618723174	7.79207446192887	7.215872702903665
3SALATAim_pos	8.032927334132907	8.999267195345116	8.192638033515818	8.761351767728966
3SPYRSP_pos	0.0	0.0	0.0	0.0
3SPYRSPm_pos	0.0	0.0	0.0	0.0
41R1H2MAE12BOOX_pos	6.101608058502118	7.511041012232137	6.767919585801803	6.850249358286328
41R2A1H12BOOX_pos	6.101608058502118	7.511041012232137	6.767919585801803	6.850249358286328
42A12BOOX_pos	6.1263947376201395	7.529274367609148	6.786465677073389	6.859224161978204
4ABUTtm_pos	0.0	0.0	0.0	0.0
4ABUTtm_neg	0.0	0.0	0.0	0.0
4HBZCOAFm_pos	0.0	0.0	0.0	0.0
4HBZFm_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_pos	0.0	0.0	0.0	0.0
4HDEBRISOQUINEte_neg	0.0	0.0	0.0	0.0
4HGLSDm_pos	7.013685569928653	8.337978629456991	7.487438112928715	7.366934136894807
4HOXPACDOX_NADP__pos	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
4HOXPACDOX_NADP__neg	0.9486008474933557	2.298658315564515	1.495695162624069	2.5084286525318573
4MOPt2im_pos	0.0	0.0	0.0	0.0
4MPTNLte_pos	0.0	0.0	0.0	0.0
4MPTNLte_neg	0.0	0.0	0.0	0.0
4MPTNLtm_pos	0.0	0.0	0.0	0.0
4MPTNLtm_neg	0.0	0.0	0.0	0.0
4MPTNLtr_pos	0.0	0.0	0.0	0.0
4MPTNLtr_neg	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
4MTOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
4NPHSFte_pos	0.0	0.0	0.0	0.0
4NPHSFte_neg	0.0	0.0	0.0	0.0
4NPHSULT_pos	0.0	0.0	0.0	0.0
4NPHte_pos	0.0	0.0	0.0	0.0
4NPHte_neg	0.0	0.0	0.0	0.0
4PYRDX_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCte_pos	0.3103401206121505	0.7907720378619999	0.6415460290875237	1.4005379295837286
5ADTSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONESte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONESULT_pos	0.5459683691052925	7.245837889607361	0.22650852980867975	4.581351247168778
5ADTSTSTERONEte_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEte_neg	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
5ADTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
5AOPtm_pos	0.0	0.0	0.0	0.0
5AOPtm_neg	0.0	0.0	0.0	0.0
5DHFtl_pos	0.0	0.0	0.0	0.0
5FTHFt2_pos	2.7676547982373463	3.6016965164809576	2.720278465233327	3.102658131363739
5FTHFt2_neg	2.7676547982373463	3.6016965164809576	2.720278465233327	3.102658131363739
5HLTDL_pos	5.41006969175638	5.608513578151302	5.459103696135399	4.744699314207836
5HOMEPRAZOLEte_pos	0.0	0.0	0.0	0.0
5HOMEPRAZOLEte_neg	0.0	0.0	0.0	0.0
5HOXINDACTO2OX_pos	4.236492618381302	5.537606691495291	4.3175935046234715	5.589763486984977
5HOXINDACTOXm_pos	10.13170265342207	10.771605012531388	10.30331270947466	10.501648129717191
5HOXINOXDA_pos	6.101608058502118	7.511041012232137	6.767919585801803	6.850249358286328
5HTRPDOX_pos	0.0	0.0	0.0	0.0
5HTRPVESSEC_pos	1.2630344058337937	2.587364990936461	1.480265122054463	2.304511041809953
5HXKYNDCL_pos	5.41006969175638	5.608513578151302	5.459103696135399	4.744699314207836
5HXKYNOXDA_pos	6.101608058502118	7.511041012232137	6.767919585801803	6.850249358286328
5MTHFt_pos	0.0	0.0	0.0	0.0
5MTHFt_neg	0.0	0.0	0.0	0.0
5MTHFt2_pos	2.7676547982373463	3.6016965164809576	2.720278465233327	3.102658131363739
5MTHFt2_neg	2.7676547982373463	3.6016965164809576	2.720278465233327	3.102658131363739
5THFtl_pos	0.0	0.0	0.0	0.0
5THFtm_pos	0.0	0.0	0.0	0.0
6DHFtl_pos	0.0	0.0	0.0	0.0
6DHFtm_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEte_neg	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_pos	0.0	0.0	0.0	0.0
6HTSTSTERONEtr_neg	0.0	0.0	0.0	0.0
6THFtl_pos	0.0	0.0	0.0	0.0
6THFtm_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_pos	0.0	0.0	0.0	0.0
7DHCHSTEROLtr_neg	0.0	0.0	0.0	0.0
7DHFtl_pos	0.0	0.0	0.0	0.0
7DHFtm_pos	0.0	0.0	0.0	0.0
7THFtl_pos	0.0	0.0	0.0	0.0
7THFtm_pos	0.0	0.0	0.0	0.0
A_MANASE_pos	3.6542063779442917	4.296457407371244	3.6678921252302343	3.881664619320345
A_MANASEly_pos	5.23687524536694	6.045268215138534	5.23687524536694	5.939461678362786
A4GALTc_pos	0.6507645591169021	1.1634987322828796	0.6040713236688608	0.0
A4GALTg_pos	0.6507645591169021	1.1634987322828796	0.6040713236688608	0.0
A4GNT1g_pos	0.21412480535284734	2.0071955014042038	0.0	1.7865963618908067
A4GNT2g_pos	0.21412480535284734	2.0071955014042038	0.0	1.7865963618908067
AACOAT_pos	3.6948801927991917	5.2761244052742375	3.956056652412403	5.995258373404689
AACTOOR_pos	0.070389327891398	0.3895668117627256	0.21412480535284734	0.0
AACTtm_pos	0.0	0.0	0.0	0.0
AASAD3m_pos	0.0	0.0	0.0	0.0
AATAi_pos	6.1931803537426156	6.0225897490401055	5.699051844016849	5.371210343455566
AATAi_neg	6.1931803537426156	6.0225897490401055	5.699051844016849	5.371210343455566
ABO1g_pos	0.0	0.0	0.0	0.0
ABO2g_pos	0.0	0.0	0.0	0.0
ABO3g_pos	0.0	0.0	0.0	0.0
ABO4g_pos	0.0	0.0	0.0	0.0
ABO5g_pos	0.0	0.0	0.0	0.0
ABO6g_pos	0.0	0.0	0.0	0.0
ABO7g_pos	0.0	0.0	0.0	0.0
ABO8g_pos	0.0	0.0	0.0	0.0
ABO9g_pos	0.0	0.0	0.0	0.0
ABTArm_pos	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
ABTArm_neg	6.41193462479118	7.449643906293753	6.484782623077873	6.217812330838862
ABTD_pos	0.0	0.0	0.0	0.0
ABTD_neg	0.0	0.0	0.0	0.0
ABTti_pos	0.0	0.0	0.0	0.0
ABUTD_pos	6.864928972289788	7.720278465233327	6.843732656611305	7.339939055385557
ABUTt2r_pos	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ABUTt2r_neg	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ABUTt2rL_pos	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ABUTt2rL_neg	3.377123749129487	3.925999418556223	3.456806149230474	3.5323169593327655
ABUTt4_2_r_pos	7.147103143924099	7.707082991771706	7.303872055100388	7.3963478986621025
ABUTt4_2_r_neg	7.147103143924099	7.707082991771706	7.303872055100388	7.3963478986621025
ACACT10m_pos	7.811663685272846	8.591073479847969	7.926473911256073	8.486030507369115
ACACT10m_neg	7.811663685272846	8.591073479847969	7.926473911256073	8.486030507369115
ACACT1r_pos	5.024142345897803	6.1170716238451215	5.5570424152637194	6.094658342654544
ACACT1r_neg	5.024142345897803	6.1170716238451215	5.5570424152637194	6.094658342654544
ACACT1rm_pos	7.813364352436723	8.589632422252578	7.917580934374705	8.545099618761697
ACACT1x_pos	5.024142345897803	6.1170716238451215	5.5570424152637194	6.094658342654544
ACACt2_pos	5.057016965365539	6.702241960775077	5.2253520607761015	6.63734941083314
ACACt2_neg	5.057016965365539	6.702241960775077	5.2253520607761015	6.63734941083314
ACACt2m_pos	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
ACACt2m_neg	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
ACACT4p_pos	0.0	0.0	0.0	0.0
ACACT5p_pos	0.0	0.0	0.0	0.0
ACACT6p_pos	0.0	0.0	0.0	0.0
ACACT7p_pos	0.0	0.0	0.0	0.0
ACACT8p_pos	0.0	0.0	0.0	0.0
ACACT9p_pos	0.0	0.0	0.0	0.0
ACACtx_pos	0.0	0.0	0.0	0.0
ACACtx_neg	0.0	0.0	0.0	0.0
ACALDt_pos	0.0	0.0	0.0	0.0
ACALDt_neg	0.0	0.0	0.0	0.0
ACALDtm_pos	0.0	0.0	0.0	0.0
ACALDtm_neg	0.0	0.0	0.0	0.0
ACALDtr_pos	0.0	0.0	0.0	0.0
ACALDtr_neg	0.0	0.0	0.0	0.0
ACALDtx_pos	0.0	0.0	0.0	0.0
ACALDtx_neg	0.0	0.0	0.0	0.0
ACCOAC_pos	6.687690609774666	8.798244969900805	7.395019943158584	9.049018080306851
ACCOACm_pos	4.289834465177509	5.891176124754544	5.107687869314374	6.038480079936654
ACCOAgt_pos	5.338067797542616	4.918863237274595	5.2106226443969055	4.699884728697476
ACCOAgt_neg	5.338067797542616	4.918863237274595	5.2106226443969055	4.699884728697476
ACCOAL_pos	6.907852071845964	7.088947204618769	7.069100631922826	7.666756591884804
ACCOALm_pos	0.17632277264046287	0.09761079662642233	0.12432813500220177	0.16349873228287956
ACCOAtn_pos	0.0	0.0	0.0	0.0
ACCOAtn_neg	0.0	0.0	0.0	0.0
ACCOAtr_pos	5.338067797542616	4.918863237274595	5.2106226443969055	4.699884728697476
ACCOAtr_neg	5.338067797542616	4.918863237274595	5.2106226443969055	4.699884728697476
ACETONEt2_pos	5.061344188288391	6.709566353839991	5.2253520607761015	6.658497136656478
ACETONEt2_neg	5.061344188288391	6.709566353839991	5.2253520607761015	6.658497136656478
ACETONEt2m_pos	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
ACETONEt2m_neg	4.351204277257994	5.32660925100527	4.28909670241999	5.156639310692087
ACGAGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGAGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACGALK_pos	0.0	0.0	0.0	0.0
ACGALK2_pos	0.0	0.0	0.0	0.0
ACGALtlg_pos	0.0	0.0	0.0	0.0
ACGALtlg_neg	0.0	0.0	0.0	0.0
ACGALtly_pos	0.0	0.0	0.0	0.0
ACGAM2E_pos	1.3161457422933565	2.2357270598380583	1.5993177936982261	2.0806576633452254
ACGAM2E_neg	1.3161457422933565	2.2357270598380583	1.5993177936982261	2.0806576633452254
ACGAM6PSi_pos	5.071247819461442	5.60584986719498	5.575312330687437	4.979110755015785
ACGAMK_pos	3.6915341649192004	4.4208865749755315	3.2524762141352173	4.870857864363762
ACGAMPM_pos	3.168321115739723	3.5777309314900805	2.6848187375532224	3.431622959713292
ACGAMPM_neg	3.168321115739723	3.5777309314900805	2.6848187375532224	3.431622959713292
ACGAMtly_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_pos	0.0	0.0	0.0	0.0
ACGBGBSIDEtl_neg	0.0	0.0	0.0	0.0
ACGPID_pos	2.4356285940520905	2.657640005207824	1.899175630480513	2.596935142387232
ACGSm_pos	5.154615611326894	5.350143602017798	5.481234349528531	4.3729520979118295
ACHEe_pos	0.4005379295837288	0.0	0.11103131238874395	0.0
ACHtn_pos	0.0	0.0	0.0	0.0
ACHtn_neg	0.0	0.0	0.0	0.0
ACHVESSEC_pos	0.0	0.0	0.0	0.0
ACITL_pos	6.1630961384360115	8.422611456617947	7.356319909711718	8.84915485571552
ACN13ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN13ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACN23ACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEte_neg	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_pos	0.0	0.0	0.0	0.0
ACNACNGALGBSIDEtg_neg	0.0	0.0	0.0	0.0
ACNAM9PL_pos	3.5147534984397533	3.524815928357506	3.3798981635246923	3.6667565918848033
ACNAM9PL2_pos	3.5147534984397533	3.524815928357506	3.3798981635246923	3.6667565918848033
ACNAMlt_pos	3.8489984304000227	4.390254956321868	3.9845893503624565	3.8982083525087177
ACNAMlt_neg	3.8489984304000227	4.390254956321868	3.9845893503624565	3.8982083525087177
ACNAMPH_pos	0.0	0.0	0.0	0.0
ACNAMtn_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0
ACNMLr_pos	0.0	0.0	0.0	0.0
ACNMLr_neg	0.0	0.0	0.0	0.0
ACOAD10m_pos	7.4693162075691415	8.462665857374024	7.738632746670322	8.23198913337601
ACOAD1fm_pos	8.718772591827186	9.661457463246634	8.983877168606561	9.372516856396208
ACOAD8m_pos	6.4799419014771305	6.85598969730848	6.589763486984977	5.534186139090097
ACOAD9m_pos	7.309339922327373	8.381629467033664	7.6471705782814015	8.214076222401188
ACOAHi_pos	5.672990993827748	6.442943495848728	5.963936452144486	6.290756138396673
ACOAO7p_pos	9.012121672712217	9.8106198308751	8.961015518227725	9.837564863157148
ACOATA_pos	6.005175391331941	8.906349483503323	6.993221467368938	8.876731800039845
ACOATA_neg	6.005175391331941	8.906349483503323	6.993221467368938	8.876731800039845
ACODA_pos	4.624685810525398	5.436628267292844	5.118941072723508	4.741466986401147
ACONT_pos	6.181698911096105	6.877253453876608	6.538693350532647	6.301953395126096
ACONT_neg	6.181698911096105	6.877253453876608	6.538693350532647	6.301953395126096
ACONTm_pos	7.100452094900937	8.055065472565088	7.210525240687528	7.711013010084339
ACONTm_neg	7.100452094900937	8.055065472565088	7.210525240687528	7.711013010084339
ACOX22x_pos	6.618385502258606	7.074783707179593	6.63734941083314	6.615445725304786
ACOX2x_pos	6.618385502258606	7.074783707179593	6.63734941083314	6.615445725304786
ACP1_FMN__pos	4.381975478557301	4.721919445551544	4.915042791371977	4.864433796365624
ACRNtm_pos	5.888499735514123	6.981510200851319	5.77663042305105	6.897603474280541
ACS_pos	7.044721967340978	7.44203115884688	7.217230716220669	8.055228197826006
ACS2_pos	7.044721967340978	7.44203115884688	7.217230716220669	8.055228197826006
ACSm_pos	0.17632277264046287	0.09761079662642233	0.12432813500220177	0.16349873228287956
ACSOMT_pos	0.0	0.0	0.0	0.0
ACSRTNMT_pos	0.0	0.0	0.0	0.0
ACt2m_pos	0.0	0.0	0.0	0.0
ACt2m_neg	0.0	0.0	0.0	0.0
ACt2r_pos	0.0	0.0	0.0	0.0
ACt2r_neg	0.0	0.0	0.0	0.0
ACtg_pos	0.0	0.0	0.0	0.0
ACtg_neg	0.0	0.0	0.0	0.0
ACTLMO_pos	11.86097055492949	10.500901617245221	11.69950304957143	11.218302885856831
ACTNMO_pos	11.86097055492949	10.500901617245221	11.69950304957143	11.218302885856831
ACYP_pos	4.018812185742817	3.995484518877507	4.259272487037594	4.4202128906107845
ADA_pos	0.963474123974886	1.144046369616707	1.709290635723358	1.8797057662822882
ADAe_pos	0.963474123974886	1.144046369616707	1.709290635723358	1.8797057662822882
ADCim_pos	0.0	0.0	0.0	0.0
ADEt_pos	0.6415460290875237	0.5753123306874368	0.3895668117627256	0.5360529002402097
ADEt_neg	0.6415460290875237	0.5753123306874368	0.3895668117627256	0.5360529002402097
ADEtl_pos	1.7180875839605168	2.1667154449664223	1.5109619192773793	2.192194165283345
ADEtl_neg	1.7180875839605168	2.1667154449664223	1.5109619192773793	2.192194165283345
ADHAPtx_pos	0.0	0.0	0.0	0.0
ADHAPtx_neg	0.0	0.0	0.0	0.0
ADK1_pos	6.958494716474607	7.677367292136048	7.032541697270038	7.612057559563065
ADK1_neg	6.958494716474607	7.677367292136048	7.032541697270038	7.612057559563065
ADK1m_pos	7.111135670234707	7.8526231371961375	7.212861116592904	7.746514321138464
ADK1m_neg	7.111135670234707	7.8526231371961375	7.212861116592904	7.746514321138464
ADK3_pos	0.09761079662642233	0.11103131238874395	0.0	0.0
ADK3_neg	0.09761079662642233	0.11103131238874395	0.0	0.0
ADK3m_pos	7.421896512042248	7.926355302710696	7.545505100691072	7.426767932655541
ADK3m_neg	7.421896512042248	7.926355302710696	7.545505100691072	7.426767932655541
ADKd_pos	0.09761079662642233	0.11103131238874395	0.0	0.0
ADKd_neg	0.09761079662642233	0.11103131238874395	0.0	0.0
ADMDC_pos	3.71259578044703	3.904002316283692	4.022367813028454	3.9231491804723087
ADNCYC_pos	4.169925001442312	4.931210274803932	4.067810783789622	4.762348815644129
ADNK1_pos	8.683099886045941	9.43028527297778	8.85673675611911	9.093259090325239
ADNK1m_pos	0.0	0.0	0.0	0.0
ADNt_pos	7.257670696343374	6.930264245235024	7.601027897021115	6.345183447187665
ADNt_neg	7.257670696343374	6.930264245235024	7.601027897021115	6.345183447187665
ADNt4_pos	0.5655971758542251	1.1176950426697545	0.2630344058337938	0.8875252707415875
ADNtl_pos	1.7180875839605168	2.1667154449664223	1.5109619192773793	2.192194165283345
ADNtl_neg	1.7180875839605168	2.1667154449664223	1.5109619192773793	2.192194165283345
ADNtm_pos	7.2523815956704585	6.924456238622889	7.598722499676621	6.337175868586299
ADNtm_neg	7.2523815956704585	6.924456238622889	7.598722499676621	6.337175868586299
ADPGLC_pos	3.523561956057013	3.9990980337056072	3.4369613378336026	4.196134880765161
ADPMAN_pos	3.523561956057013	3.9990980337056072	3.4369613378336026	4.196134880765161
