	Ob-c_S136_L007_R1_001
LEUKTRD4t_neg	1400.3389657914095
LEUKTRD4t_pos	1400.3389657914095
LEUKTRD4tr_neg	17428.857948143002
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2173.0191751144134
LEUKTRE4t_pos	2173.0191751144134
LEUKTRF4t_neg	1400.3389657914095
LEUKTRF4t_pos	1400.3389657914095
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10161.33387684019
LEULEUPEPT1tc_pos	10161.33387684019
LEUPHELAT2tc_neg	585.1940050864436
LEUPHELAT2tc_pos	607.440621228738
LEUTA_neg	7688.544945893808
LEUTA_pos	3989.9473776446553
LEUTAm_neg	3989.9473776446557
LEUTAm_pos	11982.167933051467
LEUt4_pos	502.19073593581675
LEUt5m_neg	3989.9473776446557
LEUt5m_pos	11982.167933051467
LEUtec_neg	502.19073593581675
LEUtec_pos	607.440621228738
LEUyLAThtc_pos	825.1013801461542
LFORKYNHYD_pos	9.871277648623835
LGNCCOAtcx_pos	4886.7655481879
LGNCCOAtx_neg	4886.765548187901
LGNCCOAtx_pos	20.597877941367983
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	309.0966271297196
LGNCt_pos	318.5744976386083
LGTHL_pos	292.35047592519186
LIMNENte_neg	0.0
LIMNENte_pos	7.435764868242245
LINKDEG1ly_pos	340.4165189905971
LINKDEG2ly_pos	183.83635834668598
LINKDEG3ly_pos	210.15348762018925
LINKDEG4ly_pos	147.63345898214385
LINOFATPtc_pos	343.2388761282009
LIPOti_pos	0.0
LNELDCCPT1_pos	22182.878218178543
LNELDCCPT2_pos	22182.878218178543
LNELDCCRNt_pos	22182.878218178543
LNELDCt_neg	9075.161992053385
LNELDCt_pos	13.50739440711713
LNLCCPT1_pos	9.633261448505957
LNLCCPT2_pos	9.633261448505957
LNLCCRNt_pos	9.633261448505957
LNLCt_neg	343.2388761282009
LNLCt_pos	3235.1969008316087
LNLNCACPT1_pos	19.636377885923757
LNLNCACPT2_pos	19.636377885923757
LNLNCACRNt_pos	19.636377885923757
LNLNCAt_neg	0.0
LNLNCAt_pos	3232.5152975307774
LNLNCGCPT1_pos	111.90573992267589
LNLNCGCPT2_pos	111.90573992267589
LNLNCGCRNt_pos	111.90573992267589
LNLNCGt_neg	49.123079360916655
LNLNCGt_pos	3235.932828155779
LNS14DM_pos	0.0
LNSTLSr_pos	73945.68709930542
LPASE_pos	9953.486241811073
LPCHOLt_neg	0.0
LPCHOLt_pos	11274.176317738615
LPCOXp_pos	48.22147982216195
LPS2_pos	4253.404427757064
LPS2e_pos	5701.438740846169
LPS3_pos	7763.645888355692
LPS3e_pos	5175.353240746294
LPS4e_pos	17281.5490353755
LPS_pos	4117.201623916441
LPSe_pos	5626.24650876436
LRAT1_pos	11726.565364216274
LRAT2_pos	11726.565364216274
LRAT_pos	10983.005486726588
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	73945.87018915702
LSTO2r_pos	73945.68709930537
LTA4H_pos	3460.368549292125
LTC4CP_neg	3166.6666666666665
LTC4CP_pos	3166.6666666666665
LTC4Sr_pos	17428.857948143002
LTD4DP_neg	3166.6666666666665
LTD4DP_pos	3166.6666666666665
LTDCL_pos	0.0
LYSATB0tc_pos	1649.6669097172698
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.22147982216195
LYSt4_pos	821.3828399104755
LYStiDF_pos	621.8861771276594
LYStip_pos	48.22147982216195
LYStm_neg	1474.6840911462593
LYStm_pos	1175.498908589017
LYStn_neg	9242.95209298197
LYStn_pos	0.0
L_LACDcm_pos	3893.429352355855
L_LACt2r_neg	375.2734032024086
L_LACt2r_pos	375.2734032024086
L_LACt4r_neg	1201.8591805730723
L_LACt4r_pos	1201.8591805730723
M1316Mg_pos	16944.535203703064
M13N2Tg_pos	16944.535203703064
M13N4Tg_pos	903.5613455699377
M14NTg_pos	16944.53520370306
M16N4Tg_pos	903.5613455699377
M16N6Tg_pos	903.5613455699377
M16NTg_pos	16944.535203703064
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	55.450139327501724
M4CET3er_pos	55.45013932750174
M4MPDOL_Lter_pos	16944.53520370306
M4MPDOL_Uter_pos	16944.53520370306
M7MASNBterg_pos	16944.53520370306
M8MASNterg_pos	16948.40872564905
MACACI_pos	45558.22319067532
MACOXO_pos	12750.123914760894
MAGt_neg	9834.565840450006
MAGt_pos	5647.280468961405
MALSO3tm_neg	330.084315105174
MALSO3tm_pos	330.084315105174
MALSO4tm_neg	330.084315105174
MALSO4tm_pos	330.084315105174
MALTSULtm_neg	330.084315105174
MALTSULtm_pos	330.084315105174
MALT_pos	4086.027322385805
MALTe_pos	3001.592844886441
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4086.027322385805
MAL_Lte_neg	9141.688869352456
MAL_Lte_pos	5378.0094230312025
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.08792788870488
MALtm_neg	325.1158817981333
MALtm_pos	330.084315105174
MAN1PT2_pos	3005.973390708342
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	8776.870250835622
MAN6PI_pos	5092.797780697701
MANt1r_neg	1147.173137045947
MANt1r_pos	1156.6510075548358
MANt4_neg	1156.6510075548358
MANt4_pos	1147.173137045947
MANter_pos	16944.53520370306
MANtg_pos	16948.408725649046
MANtly_pos	17252.903135941404
MAOLNOR_pos	0.0
MAOX_pos	39044.75949365587
MCCCrm_neg	12302.278571216528
MCCCrm_pos	11466.776909028376
MCD_pos	4171.904187045099
MCDm_pos	4253.967809625282
MCDp_pos	0.0
MCITS_pos	14336.854883824975
MCLACCYSR_pos	15795.9386165268
MCLOR_neg	15795.938616526793
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.712513029772172
MDH_neg	2458.289807052415
MDH_pos	5646.889009808846
MDHm_neg	5356.996436417829
MDHm_pos	2458.2898070524157
MDHx_neg	11.08792788870488
MDHx_pos	0.0
MDRPD_pos	14807.308133738905
ME1m_pos	5321.5523628332
ME2_pos	5838.301351915046
ME2m_pos	5436.342950121774
MECOALm_neg	410.0281515510658
MECOALm_pos	410.0281515510658
MECOAS1m_neg	410.0281515510658
MECOAS1m_pos	410.0281515510658
MELATN23DOX_pos	0.0
MELATNOX_pos	6191.517268253663
MEOHt2_neg	21713.097751571342
MEOHt2_pos	5.578619242001932
MEOHtly_neg	0.0
MEOHtly_pos	12035.999908004616
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41745.555410141904
MERCPLACCYSt_pos	15795.9386165268
MESCOALm_pos	0.0
METATB0tc_pos	1571.311092754744
METAT_pos	12258.264588529193
METLEUex_pos	692.1736081526685
METS_pos	9653.894853996015
METt4_pos	539.7805947858302
METtec_neg	539.7805947858302
METtec_pos	889.3418735506297
METyLATthc_pos	825.1013801461542
MEVK1c_pos	19907.443187674817
MEVK1x_pos	18085.467040333282
MG1er_pos	16944.53520370306
MG2er_pos	16944.53520370306
MG3er_pos	16944.53520370306
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12302.278571216533
MGCHrm_pos	11466.776909028376
MGSA2_pos	6062.159379835435
MGSA_pos	6062.5241854071965
MHISOR_pos	12750.123914760894
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13422.733493799149
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	14859.842594868214
MI134PK_pos	0.0
MI134PP_pos	13422.733493799149
MI13PP_pos	14859.842594868214
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13422.733493799149
MI145PKn_pos	0.0
MI145PP_pos	8559.1920624518
MI14P4P_pos	7888.138457811715
MI14PP_pos	7180.70341765878
MI14Ptn_neg	17989.409757731075
MI14Ptn_pos	0.0
MI1PP_pos	3701.557048665606
MI1PS_pos	6161.523946994171
MI1P_Dtn_neg	18631.147783273274
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13422.733493799149
MI3PP_pos	13422.733493799149
MI4PP_pos	7180.70341765878
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.390928448864415
MLTG1ly_pos	0.0
MM5ag_pos	16948.40872564905
MM5bg_pos	16944.53520370306
MM5cg_pos	16944.53520370306
MM6B1ag_pos	16944.53520370306
MM6B1bg_pos	16944.53520370306
MM6B2g_pos	16944.53520370306
MM6ag_pos	16981.476990092455
MM6bg_pos	16948.40872564905
MM7Ag_pos	16981.476990092455
MM7B1g_pos	16944.53520370306
MM7B2g_pos	16944.53520370306
MM7Cag_pos	16948.40872564905
MM7Cbg_pos	16948.40872564905
MM8Ag_pos	16948.40872564905
MM8Ber_pos	16944.53520370306
MM8Cg_pos	16948.40872564905
MMCD_pos	0.0
MMCDm_pos	4183.033072755036
MMCDp_pos	0.0
MMEm_neg	12714.733087619488
MMEm_pos	2103.700378097719
MMMm_neg	8753.21611216786
MMMm_pos	12662.855239671102
MMSAD1m_pos	5186.39726733434
MMSAD3m_pos	10666.126918711527
MMTSADm_pos	2103.700378097719
MOGAT_pos	4253.404427757062
MTAP_pos	14807.308133738907
MTHFC_neg	5045.158985393389
MTHFC_pos	8496.86136912857
MTHFCm_neg	12514.60626969977
MTHFCm_pos	5045.158985393389
MTHFD2_neg	829.9307913645966
MTHFD2_pos	845.274864599719
MTHFD2m_neg	792.1906885520078
MTHFD2m_pos	792.1906885520078
MTHFD_neg	845.274864599719
MTHFD_pos	829.9307913645968
MTHFDm_neg	792.1906885520078
MTHFDm_pos	792.1906885520078
MTHFR3_pos	772.7313536968894
MTHFTe_pos	1256.768339891218
MTHGXLt_pos	4682.398681285616
MTRI_neg	0.0
MTRI_pos	14807.308133738905
N2M2NMASNt_pos	16944.53520370306
N2M2NMASNtly_pos	16978.553351854374
N3Tg_pos	7595.657424851024
N4Tg_pos	6881.767921109878
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7322.086812020587
NACASPtm_pos	7322.086812020587
NACDe_pos	1900.0
NACHEX10ly_pos	11792.026975585502
NACHEX11ly_pos	11792.026975585499
NACHEX12ly_pos	11792.026975585502
NACHEX13ly_pos	11792.026975585504
NACHEX14ly_pos	11792.0269755855
NACHEX15ly_pos	11792.026975585499
NACHEX16ly_pos	11792.026975585506
NACHEX17ly_pos	11792.026975585504
NACHEX18ly_pos	11792.026975585504
NACHEX19ly_pos	11792.026975585504
NACHEX1ly_pos	83.6624736092724
NACHEX20ly_pos	11792.026975585502
NACHEX21ly_pos	11790.223346170018
NACHEX22ly_pos	11790.223346170018
NACHEX23ly_pos	7562.317601903947
NACHEX24ly_pos	7631.745581082447
NACHEX25ly_pos	7626.55408365608
NACHEX26ly_pos	7488.379813662513
NACHEX27ly_pos	23477.54520519599
NACHEX2ly_pos	183.83635834668598
NACHEX3ly_pos	100.06570790233546
NACHEX4ly_pos	83.50071819200286
NACHEX5ly_pos	83.50071819200286
NACHEX6ly_pos	127.87143459962566
NACHEX7ly_pos	127.87143459962567
NACHEX8ly_pos	147.9569841971709
NACHEX9ly_pos	147.95698419717095
NACHEXA10ly_pos	11790.223346170018
NACHEXA11ly_pos	11790.22334617002
NACHEXA12ly_pos	11790.223346170022
NACHEXA13ly_pos	11790.22334617002
NACHEXA14ly_pos	11790.223346170018
NACHEXA15ly_pos	11790.223346170022
NACHEXA16ly_pos	11790.223346170022
NACHEXA17ly_pos	11790.22334617002
NACHEXA18ly_pos	11790.223346170018
NACHEXA19ly_pos	11790.22334617002
NACHEXA1ly_pos	83.50186035219227
NACHEXA20ly_pos	7557.244541681223
NACHEXA21ly_pos	7626.554083656083
NACHEXA22ly_pos	7483.706099395664
NACHEXA2ly_pos	99.90509464525535
NACHEXA3ly_pos	83.34124709511214
NACHEXA4ly_pos	83.34124709511214
NACHEXA5ly_pos	127.71196350273492
NACHEXA6ly_pos	127.7119635027349
NACHEXA7ly_pos	147.63345898214385
NACHEXA8ly_pos	147.63345898214385
NACHEXA9ly_pos	11790.22334617002
NACHORCTL3le_pos	2181.398435846802
NACUP_pos	1900.0
NADH2_u10m_pos	4218.096127764995
NADHtpu_pos	1900.0
NADHtru_pos	6007.502195860182
NADK_pos	0.0
NADN_pos	7928.494370870755
NADNe_pos	4.705884147811856
NADPHtru_pos	5795.954997971953
NADPHtxu_pos	10118.376733334879
NADPN_pos	0.0
NADPNe_pos	4.705884147811856
NADPtru_pos	5795.954997971953
NADPtxu_pos	10118.376733334879
NADS2_pos	5335.175405080205
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9812.552906931982
NADtpu_pos	1900.0
NADtru_pos	6007.502195860182
NADtx_neg	3128.9742526774016
NADtx_pos	3272.6832341203353
NAGA2ly_pos	6964.420111917548
NAGAlby_pos	900.5758832626184
NAGAly_pos	10906.651127934667
NAGLCAly_pos	6964.420111917548
NAHCO3_HCLt_neg	1106.8941257618123
NAHCO3_HCLt_pos	1072.6521495192076
NAIt_neg	2212.0895832179713
NAIt_pos	1568.0915582147647
NAt3_1_neg	395.80728723343486
NAt3_1_pos	395.80728723343486
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	581.7884461972026
NAt5_pos	581.7884461972026
NAt_neg	494.6998261952976
NAt_pos	485.2219556864088
NAtx_neg	4182.218488590825
NAtx_pos	1285.9309510556632
NBAHH_ir_pos	4849.569206367984
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1198.6838914452144
NCKt_neg	1436.0887964257472
NCKt_pos	1436.0887964257472
NCNt_neg	1741.5466412862602
NCNt_pos	1741.5466412862602
NDP10ex_pos	7.444812802809912
NDP3ex_pos	7.269015029740795
NDP6_pos	4055.4221354350975
NDP7er_pos	12617.969322546362
NDP7ex_pos	14456.376274534025
NDP7g_pos	6224.028959018258
NDP8_pos	5322.110449159947
NDP8ex_pos	14480.544359702408
NDPK10_neg	4188.791111533094
NDPK10_pos	4188.791111533094
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4188.791111533094
NDPK10n_pos	4188.791111533094
NDPK1_neg	333.8771456112111
NDPK1_pos	333.8771456112111
NDPK1m_neg	406.95651651546575
NDPK1m_pos	406.95651651546575
NDPK1n_neg	335.14475914412634
NDPK1n_pos	335.14475914412634
NDPK2_neg	333.8771456112111
NDPK2_pos	333.8771456112111
NDPK2m_neg	8900.576273001167
NDPK2m_pos	0.0
NDPK2n_neg	335.14475914412634
NDPK2n_pos	335.14475914412634
NDPK3_neg	333.8771456112111
NDPK3_pos	333.8771456112111
NDPK3m_neg	0.0
NDPK3m_pos	13283.223839292532
NDPK3n_neg	335.14475914412634
NDPK3n_pos	335.14475914412634
NDPK4_neg	1143.1279422336318
NDPK4_pos	397.16093728243146
NDPK4m_pos	9301.58853966425
NDPK4n_neg	293.49475394919335
NDPK4n_pos	293.49475394919335
NDPK5_neg	333.8771456112111
NDPK5_pos	333.8771456112111
NDPK5m_pos	1879.6931838850842
NDPK5n_neg	335.14475914412634
NDPK5n_pos	335.14475914412634
NDPK6_neg	362.7787784454936
NDPK6_pos	615.1683069859332
NDPK6m_neg	615.1683069859332
NDPK6m_pos	4009.162276058173
NDPK6n_neg	0.0
NDPK6n_pos	14374.441457948951
NDPK7_neg	333.8771456112111
NDPK7_pos	333.8771456112111
NDPK7m_pos	24782.859342876665
NDPK7n_neg	335.14475914412634
NDPK7n_pos	335.14475914412634
NDPK8_neg	333.8771456112111
NDPK8_pos	333.8771456112111
NDPK8m_pos	8564.155477106222
NDPK8n_neg	293.49475394919335
NDPK8n_pos	293.49475394919335
NDPK9_neg	538.5721444925773
NDPK9_pos	538.5721444925773
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4188.791111533094
NDPK9n_pos	4188.791111533094
NH4t3r_neg	581.7884461972026
NH4t3r_pos	581.7884461972026
NH4tn_neg	12545.08179386706
NH4tn_pos	0.0
NH4tp_neg	9087.34271331408
NH4tp_pos	0.0
NICRNS_pos	4028.3433649017106
NICRNTtn_neg	0.0
NICRNTtn_pos	11496.833469935495
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	669.9411067549044
NKCC2t_pos	693.8743953315751
NKCCt_neg	669.7097592606158
NKCCt_pos	693.6430478372863
NMNATm_pos	0.0
NMNATn_pos	9812.552906931982
NMNATr_neg	5335.175405080206
NMNATr_pos	7928.494370870757
NMNS_pos	9635.67445356044
NMNtn_neg	0.0
NMNtn_pos	9812.55290693198
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11496.833469935495
NNATr_pos	3293.789811843897
NNMT_pos	46.18965695487132
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36740.972644721
NOS1_pos	1069.6259539843484
NOS2_pos	1069.6259539843484
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4132.822362992153
NPTHLte_neg	0.0
NPTHLte_pos	7.435764868242245
NRPPHRSFt_pos	71033.72939824809
NRPPHRSULT_pos	71033.72939824809
NRPPHRVESSEC_pos	3332.355466805093
NRPPHRt4_2_r_neg	1244.1290464347917
NRPPHRt4_2_r_pos	1222.682395523754
NRPPHRtu_neg	1222.682395523754
NRPPHRtu_pos	1244.1290464347917
NRVNCCOAtx_neg	4886.7655481879
NRVNCCOAtx_pos	21.21785085292039
NRVNCCOAtxc_pos	4886.7655481879
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1175.6287895277637
NRVNCt_pos	1185.1066600366526
NS26T2g_pos	215.7697114947818
NS26Tg_pos	363.25542747961885
NT5C_pos	4079.507814031123
NTD10_pos	4266.977567631888
NTD11_pos	3845.8127214274964
NTD12_pos	0.0
NTD1_pos	3334.5580862023826
NTD1m_pos	1679.2191297179825
NTD2_pos	4069.491079453875
NTD2e_pos	11441.796246626496
NTD2l_pos	0.0
NTD2m_pos	8900.576273001167
NTD3_pos	3437.6986214684875
NTD3l_pos	0.0
NTD4_pos	3262.5135714100766
NTD4e_pos	21.771147684886564
NTD4l_pos	0.0
NTD5_pos	3287.334599175694
NTD5l_pos	0.0
NTD5m_pos	1679.2191297179825
NTD6_pos	4076.416078688838
NTD6l_pos	0.0
NTD7_pos	3024.175022303128
NTD7e_pos	9104.508605004465
NTD7l_pos	0.0
NTD8_pos	3319.507814031123
NTD8l_pos	0.0
NTD9_pos	4352.1135429878
NTD9e_pos	21.05446389172108
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.0769872422334834
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3390.0862308314217
O16G1e_pos	19.49368307848917
O16G2e_pos	21.69686876826205
O2St_neg	4.026121319519128
O2St_pos	8641.618810431977
O2Stm_neg	8608.379011620566
O2Stm_pos	5.183324115924107
O2Stn_neg	0.0
O2Stn_pos	8695.239201432663
O2Stx_neg	0.0
O2Stx_pos	8633.987265343527
O2t_neg	15527.165620201908
O2t_pos	4399.591386829464
O2ter_neg	24446.551035497363
O2ter_pos	9954.777572605
O2tm_neg	9636.859514311074
O2tm_pos	5173.81203731555
O2tn_neg	8695.239201432663
O2tn_pos	0.0
O2tp_neg	5456.100429121122
O2tp_pos	4426.099062877692
OAADC_pos	6393.705555548284
OAGD3te_neg	0.0
OAGD3te_pos	18979.171950502114
OAGD3tg_neg	18979.17195050211
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18222.49356930003
OAGT3tg_neg	18222.49356930003
OAGT3tg_pos	0.0
OBDHc_pos	4006.7320770783394
OCBTm_pos	11531.971235116924
OCCOAtm_pos	12299.617480356359
OCCOAtx_neg	23427.62998843156
OCCOAtx_pos	13656.42266289812
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23181.709369503315
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23181.709369503315
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23181.70936950331
OCDCAFATPc_pos	4099.182941624987
OCDCAtr_neg	485.39225240527736
OCDCAtr_pos	494.87012291416613
OCDCEAtr_neg	485.39225240527736
OCDCEAtr_pos	494.8701229141661
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1927.1149987769102
OCT11EFATP_pos	23181.709369503315
OCTAt_neg	0.0
OCTAt_pos	8812.783980730886
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.633261448505957
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15277.614670843723
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15277.614670843723
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15277.614670843723
OCTDECE1CRNe_pos	15277.614670843723
ODECOAtx_neg	21.2178508529204
ODECOAtx_pos	0.0
OIVD1m_pos	10256.563556017778
OIVD2m_pos	11768.696608245948
OIVD3m_pos	9171.34971964118
OLEICFATPtc_pos	4151.056554377213
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.435764868242247
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19560.887241683762
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15609.829540448372
OMHPALTD_neg	0.0
OMHPALTD_pos	29370.949604087065
OMPDC_pos	9954.20009190128
ONPTHLte_neg	7.435764868242245
ONPTHLte_pos	0.0
OPAHir_pos	5616.727141638712
ORETNF2_pos	1488.7370771170515
ORETNF_pos	1472.0184557745329
ORETNtn2_neg	0.0
ORETNtn2_pos	1488.7370771170515
ORETNtn_neg	0.0
ORETNtn_pos	1472.0184557745326
ORNALArBATtc_pos	1256.9697283429387
ORNDC_pos	11666.965651718061
ORNLEUrBATtc_pos	1256.9697283429387
ORNTArm_neg	9553.415927295022
ORNTArm_pos	25.898181025530896
ORNt3m_neg	338.2483628835254
ORNt3m_pos	338.2483628835254
ORNt4m_neg	338.2483628835254
ORNt4m_pos	338.2483628835254
ORNtiDF_pos	1149.147650890503
OROTGLUt_neg	3770.8652217604745
OROTGLUt_pos	2138.0853589690128
ORPT_neg	9954.20009190128
ORPT_pos	0.0
OXAHCOtex_pos	794.3866605894664
OXAtp_pos	12301.957149462425
P45011A1m_pos	60674.708868514856
P45011B11m_pos	53863.41016895329
P45011B12m_pos	51273.447510870596
P45011B21m_pos	52823.07451062062
P45017A1r_pos	53927.252491094274
P45017A2r_pos	53927.25249109426
P45017A3r_pos	53927.252491094274
P45017A4r_pos	53927.25249109427
P45019A1r_pos	50926.72977370968
P45019A2r_pos	51014.039414936626
P4501B1r_pos	50116.93568996335
P45021A1r_pos	53863.41016895328
P45021A2r_pos	51273.4475108706
P45027A11m_pos	64287.23705356646
P45027A12m_pos	7281.698916433961
P45027A13m_pos	7281.698916433961
P45027A14m_pos	65205.25266246915
P45027A15m_pos	7086.134561420178
P45027A16m_pos	7239.140992921614
P45027A1m_pos	2178.8548318934563
P4502A6_pos	7.435764868242246
P4502C18_pos	7.896145171549163
P4502C19_pos	7.435764868242246
P4502C8_pos	7.435764868242245
P4502C92_pos	7.435764868242246
P4502C93_pos	7.435764868242245
P4502C94_pos	7.435764868242246
P4502C9_pos	7.435764868242246
P4502D6_pos	7.435764868242246
P4502E1_pos	13.981693055301115
P4502F1_pos	7.435764868242245
P45039A1r_pos	53226.59105517366
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.435764868242246
P4503A7r_pos	51682.22359740456
P45046A1r_pos	53226.59105517366
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.894072881025753
P4504F81r_pos	0.0
P4507A1r_pos	11454.233929914524
P4507B11r_pos	53469.972025625044
P4507B12r_pos	53461.47203951804
P4508B11r_pos	64442.02199322077
P4508B13r_pos	64287.23705356647
P450LTB4r_pos	0.0
P450SCC1m_neg	2178.8548318934563
P450SCC1m_pos	55485.00435808631
P5CDm_pos	1157.515754509288
P5CR_pos	469.35226431625017
P5CRm_pos	721.1020459854882
P5CRxm_pos	570.4749476602125
PACCOAL_pos	18649.698695316347
PAFH_pos	4143.063742276355
PAFHe_pos	6408.925608006656
PAFS_pos	4143.063742276357
PAFt_neg	6411.844542163625
PAFt_pos	6.759165533857062
PAIL45P_HStn_neg	6803.5955844053815
PAIL45P_HStn_pos	7881.0007439088
PAIL4P_HStn_neg	4885.431600844354
PAIL4P_HStn_pos	5431.3774222356205
PAIL_HStn_neg	7869.296802285949
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8336.70290087991
PAN4PP_pos	4049.8742496083514
PAN4PPe_pos	5663.989683661548
PAPStg_neg	0.0
PAPStg_pos	37578.81983045073
PAPtg_pos	37578.81983045072
PA_HSter_neg	5496.989311878245
PA_HSter_pos	0.0
PA_HStg_neg	5496.989311878245
PA_HStg_pos	0.0
PA_HStn_neg	17324.003590069162
PA_HStn_pos	0.0
PCFLOPm_pos	9981.155495784542
PCHOLHSTDe_pos	10342.093083217545
PCHOLP_hs_pos	691.881522528837
PCHOLPg_hs_pos	5496.989311878245
PCHOLPm_hs_pos	13283.223839292534
PCHOLPr_hs_pos	5496.989311878245
PCHOL_HSter_neg	5691.190890372031
PCHOL_HSter_pos	5496.989311878245
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5496.989311878245
PCLAD_pos	46.78320019304487
PCREATtmdiffir_pos	3608.4200927173883
PCRNtc_pos	4617.17489102188
PCRNtm_pos	1528.5631904451416
PCm_pos	5408.5509094836125
PCt_pos	11823.088290366004
PDE1_pos	3229.3785472998393
PDE1g_pos	0.0
PDE4_pos	3226.6800633276657
PDE4g_pos	0.0
PDE4n_pos	11036.220392440542
PDHm_pos	6356.493997165379
PDX5PO_pos	3945.1321319853373
PDXPP_pos	3708.0542401052835
PEAMNO_pos	18649.698695316347
PECDCHe_pos	5015.280157458894
PECGCHLe_pos	14208.223554540926
PECGONCOATr_pos	0.0
PECTCHLe_pos	15323.557270426089
PEFLIP_pos	4042.3734259965295
PEFLIPm_pos	4392.605618022031
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5635.98153675582
PEPCKm_pos	8579.635695141691
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.435764868242245
PERILLYLte_pos	0.0
PEROXx_pos	45.3826461366612
PETHCT_pos	4003.45723063601
PETOHMm_hs_pos	9981.15549578454
PETOHMr_hs_pos	5691.190890372031
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4392.605618022031
PE_HStm_pos	9981.15549578454
PEt_neg	4042.3734259965295
PEt_pos	3325.0
PFK26_pos	3216.4039992887456
PFK_pos	548.3018800812818
PGCD_pos	3309.4929750167853
PGDI_neg	2.6451105432446393
PGDI_pos	135.59162150068252
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.146532521518746
PGISr_pos	161.2419502815608
PGI_neg	4856.456642835601
PGI_pos	5618.525238536296
PGK_neg	3308.2014778898147
PGK_pos	4972.346242633357
PGLYCP_pos	0.0
PGLYCt_neg	13317.364092480098
