	Ob-DHA-c_S138_L007_R1_001
HEXCt_neg	0.0
HEXCt_pos	9.864614695091376
HEXDCRNe_pos	10561.78386915932
HEXDIACTD_neg	0.0
HEXDIACTD_pos	29488.829576603726
HEXDICOAACBP_neg	0.0
HEXDICOAACBP_pos	29488.82957660373
HEXDICOAACBPx_pos	45187.696533705246
HGNTOR_pos	45598.28182064535
HIBDm_neg	0.0
HIBDm_pos	11814.87754968505
HISCAT1_neg	1095.7312634344776
HISCAT1_pos	798.813023132731
HISDC_pos	5237.64429165271
HISD_pos	11375.1596687186
HISSNAT5tc_neg	1033.9220361633909
HISSNAT5tc_pos	1048.9014440862957
HISTASE_pos	0.0
HISTAVESSEC_pos	3437.8335967235953
HISTAtu_neg	1400.255086893412
HISTAtu_pos	1400.255086893412
HIShPTtc_pos	0.0
HISt4_pos	400.0048066130258
HIStN1_neg	400.0048066130258
HIStN1_pos	1039.9757572946419
HIStiDF_pos	493.5129315781072
HISyLATtc_pos	505.72870416127364
HISyLATthc_pos	651.010865690339
HIVCACBP_neg	0.0
HIVCACBP_pos	12957.361841650189
HIVCRNe_pos	12957.361841650185
HKYNH_pos	46.90554358121191
HKt_pos	4303.487638565608
HMBS_pos	14558.927826123956
HMGCOARc_pos	309.5928009345372
HMGCOARr_pos	0.0
HMGCOASi_pos	6484.56165155657
HMGCOASim_pos	1704.120712273407
HMGCOAtm_neg	6504.586782352973
HMGCOAtm_pos	8482.112029130514
HMGCOAtx_neg	18219.586901635226
HMGCOAtx_pos	6278.613646303388
HMGLm_pos	1704.1207122734072
HMGLx_pos	5706.4947399325865
HOCDACBP_neg	0.0
HOCDACBP_pos	8394.531235215865
HOCTDACBP_neg	0.0
HOCTDACBP_pos	15345.95236753682
HOCTDEC2CRNe_pos	9.716734885626227
HOCTDECCRNe_pos	8394.531235215865
HOMt4_pos	624.2132175840811
HOXG_pos	50387.36429050821
HPACtr_neg	0.0
HPACtr_pos	10814.89661072687
HPCLx_pos	45.72609546805114
HPDCACRNCPT1_pos	32.577042115988405
HPDCACRNCPT2_pos	32.577042115988405
HPDCACRNt_pos	32.577042115988405
HPDCAt_neg	0.0
HPDCAt_pos	32.577042115988405
HPETFABP1tc_neg	0.0
HPETFABP1tc_pos	2375.0
HPYRDC_pos	14952.211769995158
HPYRDCm_pos	0.0
HPYRR2x_pos	6553.059485503916
HPYRRy_pos	3362.295364960887
HPYRtp_neg	12282.276443362005
HPYRtp_pos	0.0
HRETNtn_neg	0.0
HRETNtn_pos	1621.1610001964402
HS1ly_pos	343.0493429159955
HS2ly_pos	343.0493429159955
HS3ly_pos	343.04934291599557
HS4ly_pos	343.04934291599557
HSAT1ly_pos	343.0493429159955
HSAT2ly_pos	343.0493429159955
HSAT3ly_pos	343.04934291599557
HSAT4ly_pos	343.04934291599557
HSD11B1r_neg	1275.49096663195
HSD11B1r_pos	1275.49096663195
HSD11B2r_neg	1275.49096663195
HSD11B2r_pos	1275.49096663195
HSD17B1_neg	5376.8109339321845
HSD17B1_pos	51027.76193155761
HSD17B2r_pos	54047.55355194287
HSD17B3r_pos	54651.66060658372
HSD17B42x_pos	68162.23892777556
HSD17B4x_pos	61733.057553272294
HSD17B7r_pos	5376.8109339321845
HSD17B8r_pos	5576.45109985995
HSD17B9r_pos	30768.66548811102
HSD3A1r_neg	2132.3046861749945
HSD3A1r_pos	2132.3046861749945
HSD3A2r_neg	2132.3046861749945
HSD3A2r_pos	2132.3046861749945
HSD3B11_pos	60674.46240848401
HSD3B11r_pos	54052.74895576568
HSD3B12r_pos	54047.55355194286
HSD3B13_pos	0.0
HSD3B13r_pos	54052.74895576566
HSD3B2r_pos	30768.665488111023
HSD3B3r_pos	30780.997208057368
HSD3B7P_pos	532.6370422251728
HSPASEly_pos	343.0493429159955
HSPGt_pos	0.0
HSPGtly_pos	343.0493429159955
HTAXOLte_neg	7.405421772738607
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10225.741977566335
HTDCRNe_pos	10225.741977566335
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11655.393444147703
HXPRT_pos	4560.3792306414225
HYPOE_pos	3829.942238742137
HYPTROX_pos	44900.56748830878
HYPTROXe_pos	46481.84382942908
HYXNt_neg	6025.220028918759
HYXNt_pos	5.740633618199814
Htg_neg	0.0
Htg_pos	5531.526897903781
Htm_pos	422.2760523684872
Htr_neg	5058.522280095223
Htr_pos	5798.055151716168
Htx_neg	2044.6132031673658
Htx_pos	3081.5487127831243
ICDHxm_pos	362.1351174970573
ICDHy_pos	3469.2649717712366
ICDHyp_pos	12320.173134453784
ICDHyrm_neg	302.61808374253053
ICDHyrm_pos	11584.013187815044
IDHPOXOX2b_pos	9.861752238308277
IDHPOXOX3_pos	10.613537789200073
IDHPOXOX4_pos	9.861752238308277
IDHPOXOXb_pos	10.613537789200073
IDOAASE1ly_pos	343.0493429159955
IDOAASE2ly_pos	343.04934291599557
IDOAASE3ly_pos	343.04934291599557
IDOAASE4ly_pos	100.48891101410837
IDOURte_neg	444.9228694623525
IDOURte_pos	0.0
IDOURtly_neg	444.9228694623525
IDOURtly_pos	0.0
IDPtn_neg	4199.369814491245
IDPtn_pos	4199.369814491245
ILEATB0tc_pos	1546.3213364956682
ILELAT1tc_pos	617.4345174969894
ILEPHELAT2tc_pos	550.2526217366631
ILETA_neg	7623.520340489067
ILETA_pos	4047.2340244737666
ILETAm_neg	4047.2340244737666
ILETAm_pos	12348.190659687492
ILEt4_pos	1322.441023086891
ILEt5m_neg	4047.2340244737666
ILEt5m_pos	12348.190659687485
ILEtec_neg	550.2526217366631
ILEtec_pos	821.0156739809821
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	11016.310061665596
IMPC_pos	12855.08437393952
IMPD_pos	3745.71908631683
INOSTO_pos	12594.937810341284
INSK_pos	4101.477681156056
INSKm_pos	0.0
INSTt2r_neg	1451.2028951367236
INSTt2r_pos	1451.2028951367236
INSTt4_2_neg	1588.2030767683675
INSTt4_2_pos	1579.2773899767135
INSTt4_neg	1451.2028951367236
INSTt4_pos	1451.2028951367236
INSt4_pos	848.9852360713836
INSt5le_pos	1372.5360974081987
INSt_neg	848.9852360713836
INSt_pos	1198.9051054029844
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	74167.96747580222
IPDDIx_neg	0.0
IPDDIx_pos	75720.53290427206
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	50702.67506806215
IPDPtx_pos	18037.211888425456
ITCOAL1m_neg	414.01012842331863
ITCOAL1m_pos	414.01012842331863
ITCOALm_neg	414.01012842331863
ITCOALm_pos	414.01012842331863
ITPtn_neg	4199.369814491245
ITPtn_pos	4199.369814491245
IVCOAACBP_pos	10732.130197141882
IVCRNe_pos	10732.130197141882
IZPN_pos	11375.1596687186
It_neg	2198.0835447067066
It_pos	1472.4111928472855
KAS8_pos	7727.61461523821
KCC2t_neg	463.245902690762
KCC2t_pos	463.245902690762
KCCt_neg	589.955211953413
KCCt_pos	589.955211953413
KDNH_pos	8585.532802584385
KHK2_pos	16511.807029820648
KHK3_pos	6.949400427102567
KHK_pos	4989.934271218359
KHte_neg	1429.4872324550242
KHte_pos	1429.4872324550242
KSII_CORE2t_pos	7450.343598655515
KSII_CORE2tly_pos	7564.879126471932
KSII_CORE4t_pos	7421.064754602105
KSII_CORE4tly_pos	7486.669576615644
KSIt_pos	10666.701497583383
KSItly_pos	11822.044938012601
KYN3OX_pos	11.648983005811653
KYNAKGAT_pos	1226.030216022596
KYNATESYN_pos	1226.030216022596
KYN_pos	9.88402235184271
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2044.6132031673658
LACZe_pos	6225.282701756374
LACZly_pos	0.0
LALDO2x_pos	1046.620122181101
LALDO_neg	303.47052263613585
LALDO_pos	2452.6937222016777
LAPCOAe_pos	11.527473865988036
LAPCOAl_pos	7092.501563816185
LCADi_D_pos	1577.4194798537465
LCADi_Dm_pos	0.0
LCADi_pos	2154.526403309319
LCADim_pos	0.0
LCAT1e_pos	14782.658086936639
LCTStg_pos	6224.7916540483475
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14706.615605531668
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	14864.881661515783
LDH_D_neg	3508.7241178589584
LDH_D_pos	1503.5166335128092
LDH_L_neg	2528.5258236016844
LDH_L_pos	2154.524110505003
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1546.3213364956682
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9560.249619753557
LEUGLYPEPT1tc_pos	9560.249619753558
LEUKTRA4t_neg	1425.8510240081678
LEUKTRA4t_pos	1425.8510240081678
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17376.200917638474
LEUKTRB4t_neg	1425.8510240081678
LEUKTRB4t_pos	1425.8510240081678
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2001.6822298121394
LEUKTRC4t_pos	1998.707000881588
LEUKTRD4t_neg	1425.8510240081678
LEUKTRD4t_pos	1425.8510240081678
LEUKTRD4tr_neg	17376.200917638474
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2186.596758278427
LEUKTRE4t_pos	2186.596758278427
LEUKTRF4t_neg	1425.8510240081678
LEUKTRF4t_pos	1425.8510240081678
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10139.765680681767
LEULEUPEPT1tc_pos	10139.765680681765
LEUPHELAT2tc_neg	550.2526217366631
LEUPHELAT2tc_pos	550.2526217366631
LEUTA_neg	7617.7527364936695
LEUTA_pos	4047.2340244737666
LEUTAm_neg	4047.2340244737666
LEUTAm_pos	12042.252410192667
LEUt4_pos	466.59951892933043
LEUt5m_neg	4047.2340244737666
LEUt5m_pos	12042.252410192663
LEUtec_neg	466.59951892933043
LEUtec_pos	550.2526217366631
LEUyLAThtc_pos	771.5245501717701
LFORKYNHYD_pos	9.88402235184271
LGNCCOAtcx_pos	4900.800650797427
LGNCCOAtx_neg	4900.800650797426
LGNCCOAtx_pos	20.744862884878852
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	322.2036442517893
LGNCt_pos	331.12933104344313
LGTHL_pos	303.47052263613585
LIMNENte_neg	0.0
LIMNENte_pos	7.405421772738608
LINKDEG1ly_pos	343.0493429159956
LINKDEG2ly_pos	185.17867596235473
LINKDEG3ly_pos	211.6490526050639
LINKDEG4ly_pos	148.61320094299379
LINOFATPtc_pos	354.7038246892762
LIPOti_pos	0.0
LNELDCCPT1_pos	22196.450776767404
LNELDCCPT2_pos	22196.450776767404
LNELDCCRNt_pos	22196.450776767404
LNELDCt_neg	9087.594306566965
LNELDCt_pos	13.659372049548379
LNLCCPT1_pos	9.716734885626227
LNLCCPT2_pos	9.716734885626227
LNLCCRNt_pos	9.716734885626227
LNLCt_neg	354.7038246892762
LNLCt_pos	3258.9456547927243
LNLNCACPT1_pos	19.818463202296275
LNLNCACPT2_pos	19.818463202296275
LNLNCACRNt_pos	19.818463202296275
LNLNCAt_neg	0.0
LNLNCAt_pos	3256.219407378862
LNLNCGCPT1_pos	112.62444435557566
LNLNCGCPT2_pos	112.62444435557566
LNLNCGCRNt_pos	112.62444435557566
LNLNCGt_neg	49.07088263351226
LNLNCGt_pos	3259.66204343426
LNS14DM_pos	0.0
LNSTLSr_pos	74128.14629816348
LPASE_pos	9929.730314356202
LPCHOLt_neg	0.0
LPCHOLt_pos	11238.303159228486
LPCOXp_pos	48.54243009026629
LPS2_pos	4244.919339859257
LPS2e_pos	5702.4780747808445
LPS3_pos	7755.384446976143
LPS3e_pos	5218.519701689532
LPS4e_pos	17427.180192682685
LPS_pos	4139.075417990401
LPSe_pos	5626.464925257759
LRAT1_pos	11690.751221245646
LRAT2_pos	11690.751221245646
LRAT_pos	10939.606481280909
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	74128.17207779267
LSTO2r_pos	74128.14629816348
LTA4H_pos	3398.8609192703943
LTC4CP_neg	3133.659808411598
LTC4CP_pos	3133.659808411598
LTC4Sr_pos	17376.200917638474
LTD4DP_neg	3133.659808411598
LTD4DP_pos	3133.659808411598
LTDCL_pos	0.0
LYSATB0tc_pos	1654.3441982632262
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.54243009026629
LYSt4_pos	842.4928627179247
LYStiDF_pos	615.8920325607679
LYStip_pos	48.54243009026629
LYStm_neg	1473.9522008683643
LYStm_pos	1174.285383768245
LYStn_neg	9217.833768897837
LYStn_pos	0.0
L_LACDcm_pos	3924.2708075373635
L_LACt2r_neg	384.40604935848035
L_LACt2r_pos	384.40604935848035
L_LACt4r_neg	1215.1785846246225
L_LACt4r_pos	1215.1785846246225
M1316Mg_pos	17007.51674200706
M13N2Tg_pos	17007.51674200706
M13N4Tg_pos	904.8346799833316
M14NTg_pos	17007.516742007065
M16N4Tg_pos	904.8346799833316
M16N6Tg_pos	904.8346799833316
M16NTg_pos	17007.51674200706
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	55.88284854067026
M4CET3er_pos	55.88284854067028
M4MPDOL_Lter_pos	17007.51674200706
M4MPDOL_Uter_pos	17007.51674200706
M7MASNBterg_pos	17007.51674200706
M8MASNterg_pos	17010.273457650375
MACACI_pos	45598.28182064535
MACOXO_pos	12791.911410964396
MAGt_neg	9827.867161514845
MAGt_pos	5648.294422209481
MALSO3tm_neg	346.7259008844998
MALSO3tm_pos	346.7259008844998
MALSO4tm_neg	346.7259008844998
MALSO4tm_pos	346.7259008844998
MALTSULtm_neg	346.7259008844998
MALTSULtm_pos	346.7259008844998
MALT_pos	4245.0314299195215
MALTe_pos	3003.1854381066005
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4245.0314299195215
MAL_Lte_neg	9119.994252461966
MAL_Lte_pos	5313.530810063348
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.157698334407435
MALtm_neg	340.0954949114227
MALtm_pos	346.7259008844998
MAN1PT2_pos	3012.339310040159
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	8876.40122938707
MAN6PI_pos	5143.769696844233
MANt1r_neg	1207.5459688138376
MANt1r_pos	1216.4716556054916
MANt4_neg	1216.4716556054916
MANt4_pos	1207.5459688138376
MANter_pos	17007.51674200706
MANtg_pos	17010.27345765037
MANtly_pos	17315.01999820276
MAOLNOR_pos	0.0
MAOX_pos	38996.37757495502
MCCCrm_neg	12393.55899470234
MCCCrm_pos	11519.642680803343
MCD_pos	4167.909309943356
MCDm_pos	4197.127305845003
MCDp_pos	0.0
MCITS_pos	14370.86760902357
MCLACCYSR_pos	15937.378996145384
MCLOR_neg	15937.378996145384
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.709140276087766
MDH_neg	2486.791925413502
MDH_pos	5676.562581732649
MDHm_neg	5286.590645221826
MDHm_pos	2486.791925413502
MDHx_neg	11.157698334407435
MDHx_pos	0.0
MDRPD_pos	15039.13964975027
ME1m_pos	5244.857175475625
ME2_pos	5838.4531430076495
ME2m_pos	5382.753104104223
MECOALm_neg	414.01012842331863
MECOALm_pos	414.01012842331863
MECOAS1m_neg	414.01012842331863
MECOAS1m_pos	414.01012842331863
MELATN23DOX_pos	0.0
MELATNOX_pos	6215.193398237164
MEOHt2_neg	21716.602351737627
MEOHt2_pos	5.643924609697656
MEOHtly_neg	0.0
MEOHtly_pos	11962.63006911621
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41652.644354521355
MERCPLACCYSt_pos	15937.378996145384
MESCOALm_pos	0.0
METATB0tc_pos	1546.3213364956682
METAT_pos	12375.677177108983
METLEUex_pos	621.1455869651797
METS_pos	9726.28763173805
METt4_pos	515.0120672497516
METtec_neg	515.0120672497516
METtec_pos	821.0156739809821
METyLATthc_pos	771.5245501717701
MEVK1c_pos	19800.08842712076
MEVK1x_pos	18023.098676919424
MG1er_pos	17007.51674200706
MG2er_pos	17007.51674200706
MG3er_pos	17007.51674200706
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12393.558994702342
MGCHrm_pos	11519.642680803345
MGSA2_pos	6143.707070644911
MGSA_pos	6144.0952691128505
MHISOR_pos	12791.911410964396
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13531.988181106186
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	14936.331351691711
MI134PK_pos	0.0
MI134PP_pos	13531.988181106184
MI13PP_pos	14936.331351691711
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13531.988181106186
MI145PKn_pos	0.0
MI145PP_pos	8658.143455255638
MI14P4P_pos	7949.962744273867
MI14PP_pos	7272.9304541129395
MI14Ptn_neg	17976.989904652717
MI14Ptn_pos	0.0
MI1PP_pos	3744.8403176880524
MI1PS_pos	6220.1633303742
MI1P_Dtn_neg	18612.828058645788
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13531.988181106184
MI3PP_pos	13531.988181106184
MI4PP_pos	7272.9304541129395
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.406854381066
MLTG1ly_pos	0.0
MM5ag_pos	17010.273457650375
MM5bg_pos	17007.51674200706
MM5cg_pos	17007.51674200706
MM6B1ag_pos	17007.51674200706
MM6B1bg_pos	17007.51674200706
MM6B2g_pos	17007.51674200706
MM6ag_pos	17036.200081499912
MM6bg_pos	17010.27345765037
MM7Ag_pos	17036.200081499912
MM7B1g_pos	17007.51674200706
MM7B2g_pos	17007.516742007057
MM7Cag_pos	17010.27345765037
MM7Cbg_pos	17010.27345765037
MM8Ag_pos	17010.27345765038
MM8Ber_pos	17007.51674200706
MM8Cg_pos	17010.27345765037
MMCD_pos	0.0
MMCDm_pos	4180.229844856167
MMCDp_pos	0.0
MMEm_neg	12723.138886439538
MMEm_pos	2109.02964650985
MMMm_neg	8772.76321105003
MMMm_pos	12670.509393093704
MMSAD1m_pos	5184.898765318427
MMSAD3m_pos	10545.676367494973
MMTSADm_pos	2109.02964650985
MOGAT_pos	4244.919339859256
MTAP_pos	15039.139649750268
MTHFC_neg	5087.674356781533
MTHFC_pos	8513.894711920153
MTHFCm_neg	12615.170752436577
MTHFCm_pos	5087.674356781533
MTHFD2_neg	805.8542734292237
MTHFD2_pos	819.135416740629
MTHFD2m_neg	766.2658736801011
MTHFD2m_pos	766.2658736801011
MTHFD_neg	819.135416740629
MTHFD_pos	805.8542734292237
MTHFDm_neg	766.2658736801011
MTHFDm_pos	766.2658736801011
MTHFR3_pos	730.044570634861
MTHFTe_pos	1281.6606958362863
MTHGXLt_pos	4671.121504840927
MTRI_neg	0.0
MTRI_pos	15039.13964975027
N2M2NMASNt_pos	17007.516742007065
N2M2NMASNtly_pos	17041.406723355467
N3Tg_pos	7602.504580561226
N4Tg_pos	6888.885228008326
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7325.792141357413
NACASPtm_pos	7325.792141357413
NACDe_pos	1900.0
NACHEX10ly_pos	11823.94570110897
NACHEX11ly_pos	11823.945701108969
NACHEX12ly_pos	11823.94570110897
NACHEX13ly_pos	11823.945701108967
NACHEX14ly_pos	11823.945701108963
NACHEX15ly_pos	11823.945701108963
NACHEX16ly_pos	11823.945701108962
NACHEX17ly_pos	11823.945701108969
NACHEX18ly_pos	11823.945701108969
NACHEX19ly_pos	11823.94570110897
NACHEX1ly_pos	84.24294743103788
NACHEX20ly_pos	11823.945701108963
NACHEX21ly_pos	11822.044938012601
NACHEX22ly_pos	11822.044938012601
NACHEX23ly_pos	7570.225394155434
NACHEX24ly_pos	7635.740955287195
NACHEX25ly_pos	7630.269872015749
NACHEX26ly_pos	7491.594991739805
NACHEX27ly_pos	23704.941979007646
NACHEX2ly_pos	185.17867596235473
NACHEX3ly_pos	100.65290415739652
NACHEX4ly_pos	84.07704468993774
NACHEX5ly_pos	84.07704468993775
NACHEX6ly_pos	128.71271412635866
NACHEX7ly_pos	128.71271412635866
NACHEX8ly_pos	148.94236327846735
NACHEX9ly_pos	148.94236327846738
NACHEXA10ly_pos	11822.044938012601
NACHEXA11ly_pos	11822.044938012596
NACHEXA12ly_pos	11822.044938012601
NACHEXA13ly_pos	11822.044938012596
NACHEXA14ly_pos	11822.044938012596
NACHEXA15ly_pos	11822.0449380126
NACHEXA16ly_pos	11822.044938012601
NACHEXA17ly_pos	11822.044938012597
NACHEXA18ly_pos	11822.044938012601
NACHEXA19ly_pos	11822.044938012603
NACHEXA1ly_pos	84.07895428774971
NACHEXA20ly_pos	7564.87912647193
NACHEXA21ly_pos	7630.26987201575
NACHEXA22ly_pos	7486.669576615645
NACHEXA2ly_pos	100.48891101410835
NACHEXA3ly_pos	83.91496114446156
NACHEXA4ly_pos	83.91496114446156
NACHEXA5ly_pos	128.55063058088248
NACHEXA6ly_pos	128.55063058088248
NACHEXA7ly_pos	148.61320094299384
NACHEXA8ly_pos	148.61320094299379
NACHEXA9ly_pos	11822.044938012594
NACHORCTL3le_pos	2179.6447220718783
NACUP_pos	1900.0
NADH2_u10m_pos	4240.313699885377
NADHtpu_pos	1900.0
NADHtru_pos	6022.078468648112
NADK_pos	0.0
NADN_pos	7932.902825504348
NADNe_pos	4.693555917574998
NADPHtru_pos	5798.055151716168
NADPHtxu_pos	10145.09805206257
NADPN_pos	0.0
NADPNe_pos	4.693555917574998
NADPtru_pos	5798.055151716168
NADPtxu_pos	10145.09805206257
NADS2_pos	5272.133160999787
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9730.81658252789
NADtpu_pos	1900.0
NADtru_pos	6022.078468648112
NADtx_neg	3139.930057911095
NADtx_pos	3284.543261078461
NAGA2ly_pos	6971.634721818151
NAGAlby_pos	899.8736321952431
NAGAly_pos	10862.810256943496
NAGLCAly_pos	6971.634721818151
NAHCO3_HCLt_neg	1062.4368162055425
NAHCO3_HCLt_pos	1062.4368162055425
NAIt_neg	2218.0847933242535
NAIt_pos	1726.3729347527894
NAt3_1_neg	410.1004898564565
NAt3_1_pos	410.1004898564565
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	603.747404391498
NAt5_pos	603.747404391498
NAt_neg	518.2369980512647
NAt_pos	509.3113112596109
NAtx_neg	4184.600383860268
NAtx_pos	1263.7756199216392
NBAHH_ir_pos	4729.844730415301
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1200.5591429182957
NCKt_neg	1622.7784106183165
NCKt_pos	1651.5745471854784
NCNt_neg	1737.1171418511458
NCNt_pos	1737.1171418511458
NDP10ex_pos	7.399838585332294
NDP3ex_pos	7.288932593022507
NDP6_pos	4072.2594449766416
NDP7er_pos	12623.33154775707
NDP7ex_pos	14570.28421230088
NDP7g_pos	6224.7916540483475
NDP8_pos	5463.931712995343
NDP8ex_pos	14593.954790273927
NDPK10_neg	4199.369814491245
NDPK10_pos	4199.369814491245
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4199.369814491245
NDPK10n_pos	4199.369814491245
NDPK1_neg	342.1440019672756
NDPK1_pos	342.1440019672756
NDPK1m_neg	413.1995203706423
NDPK1m_pos	413.1995203706423
NDPK1n_neg	343.3760819952023
NDPK1n_pos	343.3760819952023
NDPK2_neg	342.1440019672756
NDPK2_pos	342.1440019672756
NDPK2m_neg	8875.962286001759
NDPK2m_pos	0.0
NDPK2n_neg	343.3760819952023
NDPK2n_pos	343.3760819952023
NDPK3_neg	342.1440019672756
NDPK3_pos	342.1440019672756
NDPK3m_neg	0.0
NDPK3m_pos	13331.38873788617
NDPK3n_neg	343.3760819952023
NDPK3n_pos	343.3760819952023
NDPK4_neg	1148.4528272176958
NDPK4_pos	367.9309358066312
NDPK4m_pos	9247.13351692312
NDPK4n_neg	301.37548091032374
NDPK4n_pos	301.37548091032374
NDPK5_neg	342.1440019672756
NDPK5_pos	342.1440019672756
NDPK5m_pos	1896.4011465765168
NDPK5n_neg	343.3760819952023
NDPK5n_pos	343.3760819952023
NDPK6_neg	370.9444867048122
NDPK6_pos	607.7008591392007
NDPK6m_neg	607.7008591392007
NDPK6m_pos	3989.1397392641443
NDPK6n_neg	0.0
NDPK6n_pos	14576.160423521038
NDPK7_neg	342.1440019672756
NDPK7_pos	342.1440019672756
NDPK7m_pos	24845.834703940833
NDPK7n_neg	343.3760819952023
NDPK7n_pos	343.3760819952023
NDPK8_neg	342.1440019672756
NDPK8_pos	342.1440019672756
NDPK8m_pos	8615.55218244485
NDPK8n_neg	301.37548091032374
NDPK8n_pos	301.37548091032374
NDPK9_neg	543.299449337816
NDPK9_pos	543.299449337816
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4199.369814491245
NDPK9n_pos	4199.369814491245
NH4t3r_neg	603.747404391498
NH4t3r_pos	603.747404391498
NH4tn_neg	12622.514449353606
NH4tn_pos	0.0
NH4tp_neg	9117.137281026538
NH4tp_pos	0.0
NICRNS_pos	4042.241305872681
NICRNTtn_neg	0.0
NICRNTtn_pos	11539.70855008149
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	787.4926274630892
NKCC2t_pos	758.6964908959271
NKCCt_neg	787.0941834839504
NKCCt_pos	758.2980469167883
NMNATm_pos	0.0
NMNATn_pos	9730.816582527892
NMNATr_neg	5272.133160999788
NMNATr_pos	7932.902825504346
NMNS_pos	9690.81161457297
NMNtn_neg	0.0
NMNtn_pos	9730.816582527888
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11539.708550081492
NNATr_pos	3322.7758502195156
NNMT_pos	46.30344183177211
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36682.395442138484
NOS1_pos	938.8514798767717
NOS2_pos	938.8514798767717
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4168.7041514494285
NPTHLte_neg	0.0
NPTHLte_pos	7.405421772738608
NRPPHRSFt_pos	71283.57785745572
NRPPHRSULT_pos	71283.57785745572
NRPPHRVESSEC_pos	3375.8700982908354
NRPPHRt4_2_r_neg	1318.9039941739252
NRPPHRt4_2_r_pos	1298.9027455563778
NRPPHRtu_neg	1298.9027455563778
NRPPHRtu_pos	1318.9039941739252
NRVNCCOAtx_neg	4900.800650797426
NRVNCCOAtx_pos	21.405792494684395
NRVNCCOAtxc_pos	4900.800650797426
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1183.2076159007122
NRVNCt_pos	1192.1333026923662
NS26T2g_pos	216.83465966838213
NS26Tg_pos	365.2569470848513
NT5C_pos	4085.7351285492523
NTD10_pos	4305.531506994125
NTD11_pos	3862.9772871389623
NTD12_pos	0.0
NTD1_pos	3338.460716940091
NTD1m_pos	1698.5748707306248
NTD2_pos	4086.269219464667
NTD2e_pos	11621.355422456503
NTD2l_pos	0.0
NTD2m_pos	8875.962286001759
NTD3_pos	3421.6627944772385
NTD3l_pos	0.0
NTD4_pos	3271.489716240805
NTD4e_pos	21.751502940770248
