	WT-911-a_S119_L007_R1_001	WT-DHA-c_S134_L007_R1_001	WT-EPA-d_S142_L007_R1_001	Ob-a_S121_L007_R1_001
THYMDtm_pos	7.377557603233406	6.864062302854909	7.1646052864249	6.368768349090335
THYMDtm_neg	7.377557603233406	6.864062302854909	7.1646052864249	6.368768349090335
THYMt_pos	0.35614381022527536	0.9486008474933558	0.6780719051126377	0.6229303509201767
THYMt_neg	0.35614381022527536	0.9486008474933558	0.6780719051126377	0.6229303509201767
THYOXt_pos	0.3785116232537299	0.23878685958711648	0.23878685958711648	0.29865831556451516
THYOXt_neg	0.3785116232537299	0.23878685958711648	0.23878685958711648	0.29865831556451516
THYOXt2_pos	5.733354340613827	5.77162151792327	5.914803677251784	6.379898163524692
THYOXt2_neg	5.733354340613827	5.77162151792327	5.914803677251784	6.379898163524692
THYPX_pos	0.0	0.0	0.16349873228287956	0.0
TKT1_pos	5.801676029253588	6.031880365587182	5.900866807980749	6.638363505897862
TKT1_neg	5.801676029253588	6.031880365587182	5.900866807980749	6.638363505897862
TKT2_pos	5.801676029253588	6.031880365587182	5.900866807980749	6.638363505897862
TKT2_neg	5.801676029253588	6.031880365587182	5.900866807980749	6.638363505897862
TMABADH_pos	7.064042126466446	7.088523256616632	6.968551603363945	7.507556813722203
TMDK1_pos	5.021923838554759	5.02945288578697	5.011227255423254	4.86195536414487
TMDK1m_pos	3.6507645591169022	4.086613947409496	3.6380738371807184	3.985500430304885
TMDPK_pos	3.1193561770396756	3.548436624696042	3.3204846780176935	3.817623257511431
TMDPP_pos	5.812498225333564	5.618238655595454	5.879460722538024	5.769771739249448
TMDPP_neg	5.812498225333564	5.618238655595454	5.879460722538024	5.769771739249448
TMDPPK_pos	0.0	0.0	0.0	0.0
TMDS_pos	2.4276061727818994	2.9145645234939397	2.2957230245399685	3.0250287944915226
TMLYSOX_pos	3.877744249949002	4.285402218862249	3.4854268271702415	4.616475328782878
TMLYSter_pos	0.0	0.0	0.0	0.0
TMNDNCCOAtx_pos	0.0	0.0	0.0	0.0
TMNDNCCOAtx_neg	0.0	0.0	0.0	0.0
TMNDNCCPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
TMNDNCCPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
TMNDNCCRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
TMNDNCt_pos	0.0	0.0	0.0	0.0
TMNDNCt_neg	0.0	0.0	0.0	0.0
TOLBUTAMIDEte_pos	0.0	0.0	0.0	0.0
TOLBUTAMIDEte_neg	0.0	0.0	0.0	0.0
TPI_pos	7.962144104603358	8.03028089467172	7.7225343322782525	8.465239873932457
TPI_neg	7.962144104603358	8.03028089467172	7.7225343322782525	8.465239873932457
TRDR_pos	5.262658655072225	6.4297833205085055	5.138732569720239	5.678916986679839
TRDR2_pos	5.262658655072225	6.4297833205085055	5.138732569720239	5.678916986679839
TRDR3_pos	5.262658655072225	6.4297833205085055	5.138732569720239	5.678916986679839
TRDRm_pos	5.137503523749935	5.4741115139424075	4.992768430768924	5.234961094839504
TREH_pos	4.248686626873827	4.6959938131099	4.2986583155645155	5.0386995513055854
TREHe_pos	0.3103401206121505	1.4905701304462013	0.45417589318580215	3.426264754702098
TRIODTHYSUFt_pos	0.0	0.0	0.0	0.0
TRIODTHYSULT_pos	0.0	0.0	0.0	0.0
TRIODTHYt_pos	0.3785116232537299	0.23878685958711648	0.23878685958711648	0.29865831556451516
TRIODTHYt_neg	0.3785116232537299	0.23878685958711648	0.23878685958711648	0.29865831556451516
TRIODTHYt2_pos	5.733354340613827	5.77162151792327	5.914803677251784	6.379898163524692
TRIODTHYt2_neg	5.733354340613827	5.77162151792327	5.914803677251784	6.379898163524692
TRIOK_pos	0.0	0.0	0.0	0.0
TRPHYDRO2_pos	0.0	0.0	0.0	0.0
TRPO2_pos	9.970594856907622	9.886031844807222	9.628591351597587	10.332361090258507
TRPt_pos	5.147306698780294	5.977737849242815	5.058749412335524	4.368768349090335
TRPt_neg	5.147306698780294	5.977737849242815	5.058749412335524	4.368768349090335
TRPt4_pos	0.0	0.0	0.0	0.0
TRYPTAOX_pos	6.785812075358369	6.687340687378304	6.725877459120227	7.475084882948783
TS3_pos	0.0	0.0	0.0	0.0
TS3_neg	0.0	0.0	0.0	0.0
TSTSTERONEGLCte_pos	0.5753123306874368	1.4059923596758368	0.43295940727610627	0.6415460290875237
TSTSTERONEGLCtr_pos	0.0	0.0	0.0	0.0
TSTSTERONEGLCtr_neg	0.0	0.0	0.0	0.0
TSTSTERONESte_pos	0.0	0.0	0.0	0.0
TSTSTERONESte_neg	0.0	0.0	0.0	0.0
TSTSTERONESULT_pos	0.3895668117627256	0.0	0.0	1.899175630480513
TSTSTERONEt_pos	0.0	0.0	0.0	0.0
TSTSTERONEt_neg	0.0	0.0	0.0	0.0
TSTSTERONEtr_pos	0.0	0.0	0.0	0.0
TSTSTERONEtr_neg	0.0	0.0	0.0	0.0
TSULt4_3_pos	0.0	0.0	0.0	0.0
TSULt4_3_neg	0.0	0.0	0.0	0.0
TTDCAtr_pos	9.709083812550343	9.69355665122852	9.638327300488717	10.183312816859639
TTDCAtr_neg	9.709083812550343	9.69355665122852	9.638327300488717	10.183312816859639
TTDCPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
TTDCPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
TTDCRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
TXA2te_pos	0.0	0.0	0.0	0.0
TXA2te_neg	0.0	0.0	0.0	0.0
TXA2tr_pos	0.0	0.0	0.0	0.0
TXA2tr_neg	0.0	0.0	0.0	0.0
TXASr_pos	1.2509615735332187	2.1984941536390834	1.0	1.0908534304511135
TYMSFt_pos	0.0	0.0	0.0	0.0
TYMSULT_pos	0.0	0.0	0.0	0.0
TYR3MO2_pos	0.0	0.0	0.0	0.0
TYRASE_pos	0.0	0.0	0.0	0.0
TYRCBOX_pos	4.8938475581329195	5.655351828612554	4.618238655595454	5.904965718684027
TYRDOPO_pos	2.2839217723076173	3.0214797274104517	3.3175935046234715	3.097610796626422
TYRDOPO3_pos	2.2839217723076173	3.0214797274104517	3.3175935046234715	3.097610796626422
TYROXDAc_pos	6.773468927905195	6.668459556915382	6.7034883496568245	7.464259837637161
TYRt_pos	5.147306698780294	5.977737849242815	5.058749412335524	4.368768349090335
TYRt_neg	5.147306698780294	5.977737849242815	5.058749412335524	4.368768349090335
TYRt4_pos	0.0	0.0	0.0	0.0
TYRTA_pos	9.209989402704235	9.556410255007835	9.011506820396688	7.5474344051066655
TYRTA_neg	9.209989402704235	9.556410255007835	9.011506820396688	7.5474344051066655
TYRTAm_pos	9.378446596470923	9.876148551863873	9.495475320333883	9.206110827235452
TYRTAm_neg	9.378446596470923	9.876148551863873	9.495475320333883	9.206110827235452
UAG2EMAi_pos	6.255500733148386	6.280028356610609	5.876762490781555	5.565597175854225
UAG4E_pos	4.795455272044121	5.282439805006387	4.649615459063409	4.548436624696042
UAG4E_neg	4.795455272044121	5.282439805006387	4.649615459063409	4.548436624696042
UAGALDP_pos	0.0	0.0	0.0	0.0
UAGDP_pos	4.377817853083645	5.372255648445787	4.084064264788474	4.971773447193373
UDPACGALtl_pos	0.0	0.0	0.0	0.0
UDPACGALtl_neg	0.0	0.0	0.0	0.0
UDPDOLPT_L_pos	4.794935662803536	4.710944154575872	4.72137265947682	5.115615931428109
UDPDOLPT_U_pos	4.794935662803536	4.710944154575872	4.72137265947682	5.115615931428109
UDPG1P_pos	0.0	0.0	0.0	0.0
UDPG4E_pos	4.795455272044121	5.282439805006387	4.649615459063409	4.548436624696042
UDPG4E_neg	4.795455272044121	5.282439805006387	4.649615459063409	4.548436624696042
UDPGALt2g_pos	0.0	0.0	0.0	0.0
UDPGALtg_pos	0.0	0.0	0.0	0.0
UDPGALtg_neg	0.0	0.0	0.0	0.0
UDPGD_pos	5.163901213814542	7.054739966970305	5.359310316890443	7.07692245939234
UDPGLCAter_pos	4.855491443101874	5.9816243606963555	4.890933021705543	5.291677223176022
UDPGLCAter_neg	4.855491443101874	5.9816243606963555	4.890933021705543	5.291677223176022
UDPGLCAtg_pos	0.0	0.0	0.0	0.0
UDPGLCAtg_neg	0.0	0.0	0.0	0.0
UDPGLCter_pos	0.0	0.0	0.0	0.0
UDPGLCter_neg	0.0	0.0	0.0	0.0
UDPGLCtg_pos	5.883376436672842	6.0870384567669475	5.4672794804599825	6.217230716220669
UDPGLCtg_neg	5.883376436672842	6.0870384567669475	5.4672794804599825	6.217230716220669
UDPGLDCg_pos	3.1858665453113337	3.759155833800272	3.3978029618624896	3.2249663650002742
UDPGNP_pos	0.0	0.0	0.0	0.0
UDPGP_pos	6.221683781010973	6.3746917520969255	6.08278773170927	5.9818526532897405
UDPtl_pos	0.0	0.0	0.0	0.0
UDPtl_neg	0.0	0.0	0.0	0.0
UDPXYLter_pos	0.0	0.0	0.0	0.0
UDPXYLter_neg	0.0	0.0	0.0	0.0
UDPXYLtg_pos	2.8639384504239715	2.9011082430145123	2.8953026213333066	3.33771109212829
UDPXYLtg_neg	2.8639384504239715	2.9011082430145123	2.8953026213333066	3.33771109212829
UGALGTg_pos	2.874796965898665	4.173926931999809	2.968090752045256	3.46532151358055
UGALNACter_pos	4.855491443101874	5.9816243606963555	4.890933021705543	5.291677223176022
UGALNACter_neg	4.855491443101874	5.9816243606963555	4.890933021705543	5.291677223176022
UGALNACtg_pos	0.0	0.0	0.0	0.0
UGALNACtg_neg	0.0	0.0	0.0	0.0
UGCG_pos	3.4276061727818994	4.349082146391089	3.1489341045263393	3.1969217338203295
UGLCNACtg_pos	4.968090752045256	5.047014819517589	4.566206293465506	5.3008558712687615
UGLCNACtg_neg	4.968090752045256	5.047014819517589	4.566206293465506	5.3008558712687615
UGLT_pos	6.150965783556497	5.835166157220454	6.070818637533277	5.742275747540269
UGLT_neg	6.150965783556497	5.835166157220454	6.070818637533277	5.742275747540269
UGT1A10r_pos	0.0	0.0	0.0	0.0
UGT1A10r_neg	0.0	0.0	0.0	0.0
UGT1A1r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A2r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A3r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A4r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A5r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A5r2_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A6r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A7r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A8r_pos	0.6415460290875237	0.41142624572646497	0.32192809488736235	0.44360665147561457
UGT1A9r_pos	0.0	0.0	0.0	0.0
UMPK_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK2_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK2_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK2n_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK2n_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK3_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK3_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK3n_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK3n_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK4_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK4_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK4n_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK4n_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK5_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK5_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK5n_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK5n_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK6_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK6_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK6n_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK6n_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK7_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK7_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK7n_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPK7n_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPKm_pos	0.0	0.0	0.0	0.0
UMPKm_neg	0.0	0.0	0.0	0.0
UMPKn_pos	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPKn_neg	6.0114509117357535	6.407012773516011	5.671576448130652	6.881909289047191
UMPtr_pos	0.0	0.0	0.0	0.0
UMPtr_neg	0.0	0.0	0.0	0.0
UNK2_pos	0.0	0.0	0.0	0.0
UNK3_pos	0.0	0.0	0.0	0.0
UPP3S_pos	3.8639384504239715	4.23112515787905	4.3103401206121505	3.9818526532897405
UPPDC1_pos	6.268097485847248	6.197118380047158	6.212569338850806	6.606886339275915
UPPN_pos	8.206965497184216	7.752146450958854	8.168722254360656	7.866413481123453
URAt_pos	0.35614381022527536	0.9486008474933558	0.6780719051126377	0.6229303509201767
URAt_neg	0.35614381022527536	0.9486008474933558	0.6780719051126377	0.6229303509201767
URATEt_pos	0.0	0.0	0.0	0.0
URATEtx_pos	0.0	0.0	0.0	0.0
URCN_pos	7.710324307072936	7.708808002189443	7.760087850378875	8.179809590374157
UREAt_pos	0.3895668117627256	0.6040713236688608	0.35614381022527536	0.8953026213333066
UREAt_neg	0.3895668117627256	0.6040713236688608	0.35614381022527536	0.8953026213333066
UREAt5_pos	0.34482849699744117	0.5558161550616397	0.35614381022527536	0.7990873060740036
UREAt5_neg	0.34482849699744117	0.5558161550616397	0.35614381022527536	0.7990873060740036
UREAtm_pos	7.301038849903148	7.277705848879418	7.118214352650125	7.839644719193275
UREAtm_neg	7.301038849903148	7.277705848879418	7.118214352650125	7.839644719193275
URIDK2m_pos	4.160274831408593	4.273515889702116	4.072963271555224	4.625270489374693
URIDK2m_neg	4.160274831408593	4.273515889702116	4.072963271555224	4.625270489374693
URIK1_pos	4.6915341649192	4.602884408718419	4.969933274697856	6.068240861312821
URIt_pos	7.379984778062039	6.8755343515732354	7.17062614112954	6.378164779871631
URIt_neg	7.379984778062039	6.8755343515732354	7.17062614112954	6.378164779871631
URIt4_pos	0.41142624572646497	0.8399595874895318	0.7311832415722002	0.5058909297299573
Uritl_pos	1.5109619192773793	2.1795110502715103	1.859969548221026	1.6959938131099002
Uritl_neg	1.5109619192773793	2.1795110502715103	1.859969548221026	1.6959938131099002
Uritm_pos	7.377557603233406	6.864062302854909	7.1646052864249	6.368768349090335
Uritm_neg	7.377557603233406	6.864062302854909	7.1646052864249	6.368768349090335
Uritn_pos	0.0	0.0	0.0	0.0
Uritn_neg	0.0	0.0	0.0	0.0
UROLACer_pos	0.0	0.0	0.0	0.0
UROLACer_neg	0.0	0.0	0.0	0.0
UTPtn_pos	0.0	0.0	0.0	0.0
UTPtn_neg	0.0	0.0	0.0	0.0
VACCCPT1_pos	6.832636887566866	7.26697389152185	6.6946016533561234	7.506843098969815
VACCCPT2_pos	6.205744385062756	6.507794640198696	6.18824265626441	7.171427026607544
VACCCRNt_pos	6.036063688743695	5.997969782267101	5.918624755574591	7.7230123963923685
VACCt_pos	0.0	0.0	0.0	0.0
VACCt_neg	0.0	0.0	0.0	0.0
VALt4_pos	0.0	0.0	0.0	0.0
VALt5m_pos	0.0	0.0	0.0	0.0
VALt5m_neg	0.0	0.0	0.0	0.0
VALTA_pos	0.0	0.0	0.0	0.0
VALTA_neg	0.0	0.0	0.0	0.0
VALTAm_pos	4.916954278953217	4.256255873202732	4.733896605247495	4.516645557780962
VALTAm_neg	4.916954278953217	4.256255873202732	4.733896605247495	4.516645557780962
VALtec_pos	3.1076878693143737	3.711494906650088	2.5533605033353277	2.6205864104518777
VALtec_neg	3.1076878693143737	3.711494906650088	2.5533605033353277	2.6205864104518777
VD3_pos	0.0	0.0	0.0	0.0
VD3_neg	0.0	0.0	0.0	0.0
VITD2Hm_pos	8.530172209373644	7.9481335778404	8.533018185570102	7.29746657376321
VITD2t_pos	0.0	0.0	0.0	0.0
VITD2tm_pos	0.0	0.0	0.0	0.0
VITD2tm_neg	0.0	0.0	0.0	0.0
VITD3Hm_pos	8.530172209373644	7.9481335778404	8.533018185570102	7.29746657376321
VITD3t_pos	0.0	0.0	0.0	0.0
VITD3t2_pos	8.15891258450803	8.375908263075013	8.310112863701816	8.831972218865868
VITD3tm_pos	0.0	0.0	0.0	0.0
VITD3tm3_pos	0.0	0.0	0.0	0.0
VLCS2p_pos	10.444766440833076	10.221925402047042	10.2887738125401	10.613780257710332
VLCS2r_pos	10.444766440833076	10.221925402047042	10.2887738125401	10.613780257710332
VLCSp_pos	9.709083812550343	9.69355665122852	9.638327300488717	10.183312816859639
VLCSr_pos	9.709083812550343	9.69355665122852	9.638327300488717	10.183312816859639
WHDDCAte_pos	0.0	0.0	0.0	0.0
WHDDCAte_neg	0.0	0.0	0.0	0.0
WHHDCAte_pos	0.0	0.0	0.0	0.0
WHHDCAte_neg	0.0	0.0	0.0	0.0
WHTSTSTERONEte_pos	0.0	0.0	0.0	0.0
WHTSTSTERONEte_neg	0.0	0.0	0.0	0.0
WHTTDCAte_pos	0.0	0.0	0.0	0.0
WHTTDCAte_neg	0.0	0.0	0.0	0.0
XANDp_pos	5.548128323585586	5.98436149044871	5.731997786643742	5.826039958896193
XANtx_pos	0.0	0.0	0.0	0.0
XAO2x_pos	5.548128323585586	5.98436149044871	5.731997786643742	5.826039958896193
XAOx_pos	5.548128323585586	5.98436149044871	5.731997786643742	5.826039958896193
XOL27OHtm_pos	0.0	0.0	0.0	0.0
XOL27OHtm_neg	0.0	0.0	0.0	0.0
XOL7AH2tm_pos	0.0	0.0	0.0	0.0
XOL7AH2tm_neg	0.0	0.0	0.0	0.0
XOL7AH2tr_pos	0.0	0.0	0.0	0.0
XOL7AH2tr_neg	0.0	0.0	0.0	0.0
XOL7AONEtr_pos	0.0	0.0	0.0	0.0
XOL7AONEtr_neg	0.0	0.0	0.0	0.0
XOLDIOLONEt_pos	0.0	0.0	0.0	0.0
XOLDIOLONEt_neg	0.0	0.0	0.0	0.0
XOLDIOLONEtm_pos	0.0	0.0	0.0	0.0
XOLDIOLONEtm_neg	0.0	0.0	0.0	0.0
XOLEST2te_pos	0.0	0.0	0.0	0.0
XOLEST2te_neg	0.0	0.0	0.0	0.0
XOLESTte_pos	0.0	0.0	0.0	0.0
XOLESTte_neg	0.0	0.0	0.0	0.0
XOLTRI24tc_pos	0.0	0.0	0.0	0.0
XOLTRI24tc_neg	0.0	0.0	0.0	0.0
XOLTRI24te_pos	0.0	0.0	0.0	0.0
XOLTRI24te_neg	0.0	0.0	0.0	0.0
XOLTRI25tc_pos	0.0	0.0	0.0	0.0
XOLTRI25tc_neg	0.0	0.0	0.0	0.0
XOLTRI25te_pos	0.0	0.0	0.0	0.0
XOLTRI25te_neg	0.0	0.0	0.0	0.0
XOLTRI27tc_pos	0.0	0.0	0.0	0.0
XOLTRI27tc_neg	0.0	0.0	0.0	0.0
XOLTRI27te_pos	0.0	0.0	0.0	0.0
XOLTRI27te_neg	0.0	0.0	0.0	0.0
XOLTRIOLtm_pos	0.0	0.0	0.0	0.0
XOLTRIOLtm_neg	0.0	0.0	0.0	0.0
XOLTRIOLtr_pos	0.0	0.0	0.0	0.0
XOLTRIOLtr_neg	0.0	0.0	0.0	0.0
XSERtg_pos	0.0	0.0	0.0	0.0
XYLK_pos	5.948834425578686	6.337175868586299	6.3103401206121505	6.3795516533654935
XYLt_pos	0.0	0.3103401206121505	0.0	0.15055967657538138
XYLt_neg	0.0	0.3103401206121505	0.0	0.15055967657538138
XYLTD_Dr_pos	0.0	0.0	0.0	0.0
XYLTD_Dr_neg	0.0	0.0	0.0	0.0
XYLTer_pos	3.5434958834257717	3.5447326559326235	3.3405622690264134	3.297191416565856
XYLtly_pos	0.0	0.0	0.0	0.0
XYLTt_pos	0.0	0.0	0.0	0.0
XYLTt_neg	0.0	0.0	0.0	0.0
XYLUR_pos	6.796753476973698	5.899175630480513	6.51522674595618	6.9536144611993596
XYLUR_neg	6.796753476973698	5.899175630480513	6.51522674595618	6.9536144611993596
YVITEt_pos	0.0	0.0	0.0	0.0
EX_4abutn(e)_pos	0.0	0.0	0.0	0.0
EX_4abutn(e)_neg	0.0	0.0	0.0	0.0
EX_acmana(e)_pos	0.0	0.0	0.0	0.0
EX_acmana(e)_neg	0.0	0.0	0.0	0.0
EX_ahdt(e)_pos	0.0	0.0	0.0	0.0
EX_ahdt(e)_neg	0.0	0.0	0.0	0.0
EX_ctp(e)_pos	0.0	0.0	0.0	0.0
EX_ctp(e)_neg	0.0	0.0	0.0	0.0
EX_dgmp(e)_pos	0.0	0.0	0.0	0.0
EX_dgmp(e)_neg	0.0	0.0	0.0	0.0
EX_dgtp(e)_pos	0.0	0.0	0.0	0.0
EX_dgtp(e)_neg	0.0	0.0	0.0	0.0
EX_dha(e)_pos	0.0	0.0	0.0	0.0
EX_dha(e)_neg	0.0	0.0	0.0	0.0
EX_dhap(e)_pos	0.0	0.0	0.0	0.0
EX_dhap(e)_neg	0.0	0.0	0.0	0.0
EX_dtmp(e)_pos	0.0	0.0	0.0	0.0
EX_dtmp(e)_neg	0.0	0.0	0.0	0.0
EX_dttp(e)_pos	0.0	0.0	0.0	0.0
EX_dttp(e)_neg	0.0	0.0	0.0	0.0
EX_fad(e)_pos	0.0	0.0	0.0	0.0
EX_fad(e)_neg	0.0	0.0	0.0	0.0
EX_fald(e)_pos	0.0	0.0	0.0	0.0
EX_fald(e)_neg	0.0	0.0	0.0	0.0
EX_g1p(e)_pos	0.0	0.0	0.0	0.0
EX_g1p(e)_neg	0.0	0.0	0.0	0.0
EX_HC00229(e)_pos	0.0	0.0	0.0	0.0
EX_HC00229(e)_neg	0.0	0.0	0.0	0.0
EX_HC00250(e)_pos	0.0	0.0	0.0	0.0
EX_HC00250(e)_neg	0.0	0.0	0.0	0.0
EX_HC01104(e)_pos	0.0	0.0	0.0	0.0
EX_HC01104(e)_neg	0.0	0.0	0.0	0.0
EX_HC01361(e)_pos	0.0	0.0	0.0	0.0
EX_HC01361(e)_neg	0.0	0.0	0.0	0.0
EX_HC01440(e)_pos	0.0	0.0	0.0	0.0
EX_HC01440(e)_neg	0.0	0.0	0.0	0.0
EX_HC01441(e)_pos	0.0	0.0	0.0	0.0
EX_HC01441(e)_neg	0.0	0.0	0.0	0.0
EX_HC01444(e)_pos	0.0	0.0	0.0	0.0
EX_HC01444(e)_neg	0.0	0.0	0.0	0.0
EX_HC01446(e)_pos	0.0	0.0	0.0	0.0
EX_HC01446(e)_neg	0.0	0.0	0.0	0.0
EX_HC01577(e)_pos	0.0	0.0	0.0	0.0
EX_HC01577(e)_neg	0.0	0.0	0.0	0.0
EX_HC01609(e)_pos	0.0	0.0	0.0	0.0
EX_HC01609(e)_neg	0.0	0.0	0.0	0.0
EX_HC01610(e)_pos	0.0	0.0	0.0	0.0
EX_HC01610(e)_neg	0.0	0.0	0.0	0.0
EX_HC01700(e)_pos	0.0	0.0	0.0	0.0
EX_HC01700(e)_neg	0.0	0.0	0.0	0.0
EX_HC02160(e)_pos	0.0	0.0	0.0	0.0
EX_HC02160(e)_neg	0.0	0.0	0.0	0.0
EX_HC02161(e)_pos	0.0	0.0	0.0	0.0
EX_HC02161(e)_neg	0.0	0.0	0.0	0.0
EX_itp(e)_pos	0.0	0.0	0.0	0.0
EX_itp(e)_neg	0.0	0.0	0.0	0.0
EX_orot(e)_pos	0.0	0.0	0.0	0.0
EX_orot(e)_neg	0.0	0.0	0.0	0.0
EX_prpp(e)_pos	0.0	0.0	0.0	0.0
EX_prpp(e)_neg	0.0	0.0	0.0	0.0
EX_ptrc(e)_pos	0.0	0.0	0.0	0.0
EX_ptrc(e)_neg	0.0	0.0	0.0	0.0
EX_pydx5p(e)_pos	0.0	0.0	0.0	0.0
EX_pydx5p(e)_neg	0.0	0.0	0.0	0.0
EX_spmd(e)_pos	0.0	0.0	0.0	0.0
EX_spmd(e)_neg	0.0	0.0	0.0	0.0
EX_udpg(e)_pos	0.0	0.0	0.0	0.0
EX_udpg(e)_neg	0.0	0.0	0.0	0.0
r0002_pos	0.0	0.0	0.0	0.0
r0002_neg	0.0	0.0	0.0	0.0
r0009_pos	7.523561956057013	7.933395595120775	7.228626318332	8.29700794927485
r0010_pos	10.615399743725497	10.38959907587239	10.71112489327708	10.808610293272029
r0013_pos	3.647698256069119	4.533563348214512	3.521050736900963	4.324810603420484
r0016_pos	0.0	0.0	0.0	0.0
r0016_neg	0.0	0.0	0.0	0.0
r0021_pos	4.902073579310743	6.004950759951045	5.018367115543116	5.495375380944628
r0021_neg	4.902073579310743	6.004950759951045	5.018367115543116	5.495375380944628
r0022_pos	4.902073579310743	6.004950759951045	5.018367115543116	5.495375380944628
r0022_neg	4.902073579310743	6.004950759951045	5.018367115543116	5.495375380944628
r0027_pos	6.092968509324141	6.958030640864368	5.951401291674311	6.401562207256068
r0027_neg	6.092968509324141	6.958030640864368	5.951401291674311	6.401562207256068
r0028_pos	1.3334237337251917	2.5058909297299574	1.1505596765753812	1.6959938131099002
r0033_pos	6.400879436282184	6.723148957047578	6.347842793638155	7.026578770127714
r0034_pos	10.258766230739413	10.241995062898988	9.590437346164679	8.678142347486661
r0047_pos	5.516330386825937	6.052459369118096	5.2712762591759255	5.889960199658641
r0051_pos	4.219555769166913	4.780310099043375	3.7776827170735525	4.24069594421251
r0051_neg	4.219555769166913	4.780310099043375	3.7776827170735525	4.24069594421251
r0055_pos	0.0	0.0	0.0	0.0
r0055_neg	0.0	0.0	0.0	0.0
r0060_pos	7.9120510126031505	8.259413736164632	7.904664724536998	7.640317249950884
r0062_pos	6.2509615735332185	6.14588121129242	6.3008558712687615	6.507953169405041
r0068_pos	7.541406422628513	5.2600256559614555	7.076388068512841	5.473462236235279
r0074_pos	7.473299871141315	7.372865060112588	7.352175878326325	7.720415284906329
r0074_neg	7.473299871141315	7.372865060112588	7.352175878326325	7.720415284906329
r0081_pos	8.49253420818245	8.518613817848989	8.172077418848254	8.76526952069059
r0081_neg	8.49253420818245	8.518613817848989	8.172077418848254	8.76526952069059
r0082_pos	7.985044962253466	7.9636475144012575	7.72805655144938	8.00101403849448
r0083_pos	8.643483445407607	8.816066319325111	8.515791810446038	8.945502362372967
r0084_pos	8.354513870159295	8.555931161242967	8.219749354546726	8.6523789341213
r0085_pos	0.0	0.0	0.0	0.0
r0086_pos	0.0	0.0	0.0	0.0
r0093_pos	5.3847405872923835	5.603181229013857	5.2757520488285286	5.03342300153745
r0097_pos	7.541406422628513	5.2600256559614555	7.076388068512841	5.473462236235279
