	Ob.EPA.c_S137_L007_R1_001
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.2548884639120503
EX_HC02202(e)_pos	11.706837515971483
EX_HC02203(e)_neg	3.2548884639120503
EX_HC02203(e)_pos	13.586702194629556
EX_HC02204(e)_neg	3.2548884639120503
EX_HC02204(e)_pos	13.40683751597148
EX_HC02205(e)_neg	3.2548884639120503
EX_HC02205(e)_pos	11.886702194629557
EX_HC02206(e)_neg	3.2548884639120503
EX_HC02206(e)_pos	11.556837515971482
EX_HC02207(e)_neg	3.2548884639120503
EX_HC02207(e)_pos	11.736702194629556
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.33542759652301
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.376819129067666
EX_Rtotal(e)_pos	7480.356703732068
EX_Rtotal2(e)_neg	8.919767197245685
EX_Rtotal2(e)_pos	5168.257813709766
EX_Rtotal3(e)_neg	7.987915125926162
EX_Rtotal3(e)_pos	8.19824962717095
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.187075370591387
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5064.843103759809
EX_ac(e)_neg	4.66774638409745
EX_ac(e)_pos	5690.199895726358
EX_acac(e)_neg	4.996643803362226
EX_acac(e)_pos	7615.4876239677615
EX_acald(e)_neg	5.1418265247871595
EX_acald(e)_pos	6309.980379526656
EX_acetone(e)_neg	5.502622986427971
EX_acetone(e)_pos	10545.754296047788
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9503.972612486627
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	8900.173152587486
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.844314401659197
EX_ach(e)_pos	6894.151729003261
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19052.27990108845
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11179.94977312885
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11179.949773128852
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12358.086469018785
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11179.949773128852
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10108.663915056564
EX_ade(e)_neg	3.9791545356988847
EX_ade(e)_pos	6307.500131023698
EX_adn(e)_neg	5780.450817256585
EX_adp_neg	3.0294432944496226
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.747977205365664
EX_adprib(e)_neg	7.665218989244276
EX_adprib(e)_pos	4.747977205365664
EX_adrn(e)_neg	8.985419331962404
EX_adrn(e)_pos	133.76255419029368
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37227.82576513867
EX_aflatoxin(e)_neg	7.512779301159848
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11282.27603411835
EX_ahcys(e)_pos	27263.54832186569
EX_ahdt(e)_neg	6.575509974528178
EX_ahdt(e)_pos	4.521786392560718
EX_aicar(e)_neg	11105.167551243932
EX_aicar(e)_pos	12469.812940879552
EX_ak2lgchol_hs(e)_neg	6.799402341882756
EX_ak2lgchol_hs(e)_pos	4.749515912796773
EX_akg(e)_neg	4.461044525403293
EX_akg(e)_pos	7367.613794866211
EX_ala_B(e)_neg	6.7389784784262385
EX_ala_B(e)_pos	9112.01344857924
EX_ala_D(e)_neg	2.419617193115804
EX_ala_D(e)_pos	3793.7188431684385
EX_ala_L(e)_neg	2.387424297351734
EX_ala_L(e)_pos	3592.3464796520643
EX_alaala(e)_neg	7518.051667097421
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53259.477195407715
EX_amp(e)_neg	3.9791545356988847
EX_amp(e)_pos	6631.076549245519
EX_andrstrn(e)_neg	17.799171583742513
EX_andrstrn(e)_pos	55899.009847128335
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69706.07819918609
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.855170628595864
EX_antipyrene(e)_neg	7.901456190495346
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.51277930115985
EX_appnn(e)_neg	7.512779301159849
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61668.25913223828
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.349727229311742
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11422.802676980265
EX_arachcoa(e)_neg	5.256978195606232
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.712652679245051
EX_arachd(e)_pos	76.19716952051998
EX_arg_L(e)_neg	5.401649318904737
EX_arg_L(e)_pos	17732.690095757822
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4445.747423829495
EX_asn_L(e)_neg	5.575435455289598
EX_asn_L(e)_pos	11627.538904469853
EX_asp_D(e)_neg	11.185029293171636
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.089483618215587
EX_asp_L(e)_pos	6820.209765185905
EX_atp(e)_neg	3.9445087902426366
EX_atp(e)_pos	21310.169197843163
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.077128985216632
EX_bhb(e)_pos	7667.880079695714
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42937.377908292256
EX_bilglcur(e)_neg	10.473098599932287
EX_bilglcur(e)_pos	65391.568759893955
EX_bilirub(e)_neg	16.043204784109367
EX_bilirub(e)_pos	50687.836097917505
EX_biocyt(e)_neg	3.9374959765347297
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	235.51986426569715
EX_btn(e)_pos	3.9374959765347297
EX_but(e)_neg	6.1118874378748735
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12479.984046119796
EX_c10crn_neg	0.0
EX_c10crn_pos	14621.683660460387
EX_c10dc_neg	0.0
EX_c10dc_pos	19705.829675837795
EX_c12dc_neg	0.0
EX_c12dc_pos	45515.22186483728
EX_c16dc_neg	0.0
EX_c16dc_pos	29711.440468719673
EX_c3dc_neg	0.0
EX_c3dc_pos	10858.920440428938
EX_c4crn_neg	0.0
EX_c4crn_pos	17013.528982142358
EX_c4dc_neg	0.0
EX_c4dc_pos	10591.885800017782
EX_c51crn_neg	0.0
EX_c51crn_pos	11952.706347671412
EX_c5dc_neg	0.0
EX_c5dc_pos	8098.914380121642
EX_c6crn_neg	0.0
EX_c6crn_pos	13277.65293990664
EX_c6dc_neg	0.0
EX_c6dc_pos	61932.09066862061
EX_c81crn_neg	0.0
EX_c81crn_pos	12479.984046119796
EX_c8crn_neg	0.0
EX_c8crn_pos	8943.487836173274
EX_c8dc_neg	0.0
EX_c8dc_pos	27528.660636943096
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13063.468921820973
EX_carn(e)_neg	10969.829856230219
EX_caro(e)_neg	12.952585120990584
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.512779301159849
EX_cbasp(e)_neg	8363.411151660366
EX_cbasp(e)_pos	19436.39237588318
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2456479533319307
EX_cdp(e)_pos	4.491295906663861
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6235870532422454
EX_cgly(e)_pos	10599.047033059156
EX_chol(e)_neg	6892.034065849414
EX_cholate(e)_neg	11821.818425911275
EX_chsterol(e)_neg	8.0256618850013
EX_chsterol(e)_pos	10900.857543784707
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.91686009759496
EX_cit(e)_pos	9033.033867177905
EX_citr_L(e)_neg	2.027221701355348
EX_citr_L(e)_pos	12332.449956245411
EX_cl(e)_neg	8087.776142381457
EX_cmp(e)_neg	3.2546672559126897
EX_cmp(e)_pos	7.799734104564316
EX_co(e)_neg	0.0
EX_co(e)_pos	50700.02258878092
EX_co2(e)_neg	448.96691096172947
EX_co2(e)_pos	4210.89953328534
EX_coa(e)_neg	4.178071355954772
EX_coa(e)_pos	5.256978195606232
EX_coumarin(e)_neg	7.512779301159848
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.006134956231254
EX_creat(e)_pos	17778.524770279546
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	27487.459291821084
EX_crn(e)_neg	6813.482044649106
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	51680.770334913985
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54308.144269783756
EX_crvnc(e)_neg	9.57208229880468
EX_crvnc(e)_pos	469.9467695660453
EX_csn(e)_neg	7.624717793297453
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	84.65296763093092
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.34292255257651
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.48205872313189
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	129.68877473204765
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	150.1650523984064
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.257052642620036
EX_ctp(e)_pos	7.794712237812009
EX_cyan(e)_neg	6.71139034845608
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2688.2491707697864
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6141.919751566237
EX_cytd(e)_neg	6129.161026099566
EX_dad_2(e)_neg	7822.305027022196
EX_dag_hs(e)_neg	7837.713316559366
EX_dca(e)_neg	19705.829675837795
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	10.759975593546578
EX_dcsptn1(e)_pos	195.19608452304013
EX_dcyt(e)_neg	7365.484525342928
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12479.984046119793
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10389.5331315943
EX_debrisoquine(e)_neg	7.512779301159848
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12479.984046119793
EX_dgchol(e)_neg	6.792251840697007
EX_dgchol(e)_pos	67188.66581459001
EX_dgmp(e)_neg	4.139399233637118
EX_dgmp(e)_pos	4.679638549833153
EX_dgsn(e)_neg	7976.058633847167
EX_dgtp(e)_neg	4.679638549833153
EX_dgtp(e)_pos	4.139399233637118
EX_dha(e)_neg	3.4122854238190867
EX_dha(e)_pos	3.4122854238190867
EX_dhap(e)_neg	3.4122854238190867
EX_dhap(e)_pos	3.4122854238190867
EX_dhdascb(e)_neg	4445.747423829494
EX_dheas(e)_neg	9.710635420403404
EX_dheas(e)_pos	59604.47463173015
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.44786620501032
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	66066.64496341755
EX_din(e)_neg	8190.580343629022
EX_dlnlcg(e)_neg	6.15912817491927
EX_dlnlcg(e)_pos	48.2494811199394
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.901456190495346
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	45.85686401065198
EX_doco13ac_neg	18095.488555239743
EX_doco13ac_pos	0.0
EX_docosac_neg	15632.347350106962
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15632.347350106958
EX_dopa(e)_neg	6.0303281719276844
EX_dopa(e)_pos	9351.116187034111
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32203.777274727043
EX_dpcoa(e)_neg	6641.05238775561
EX_dpcoa(e)_pos	27684.785676000603
EX_drib(e)_neg	6.949136661209929
EX_drib(e)_pos	8048.281374163652
EX_dtdp(e)_neg	2.2456479533319307
EX_dtdp(e)_pos	4.491295906663861
EX_dtmp(e)_neg	3.2546672559126897
EX_dtmp(e)_pos	7.799734104564316
EX_dttp(e)_neg	3.257052642620036
EX_dttp(e)_pos	7.794712237812009
EX_duri(e)_neg	6.7743538481402865
EX_duri(e)_pos	7116.124092563547
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.512779301159848
EX_ebastine(e)_neg	12.90149043816399
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.90149043816399
EX_eicostet(e)_neg	7.786380013315938
EX_eicostet(e)_pos	32.01778804658093
EX_elaid(e)_neg	6.991360912173538
EX_elaid(e)_pos	5052.498792530886
EX_estradiol(e)_neg	11.317889277617464
EX_estradiol(e)_pos	51168.934931963115
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56864.31442745429
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59632.154016367196
EX_estrones(e)_neg	9.076316933369103
EX_estrones(e)_pos	54959.15492301693
EX_etoh(e)_neg	5.6128079057852895
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.442410689600453
EX_fad(e)_pos	16355.059126620652
EX_fald(e)_neg	4.313494663937208
EX_fald(e)_pos	21251.662251741356
EX_fe2(e)_neg	3.4629672821048363
EX_fe2(e)_pos	50687.83609791755
EX_fe3(e)_neg	3.321503062792759
EX_fe3(e)_pos	49168.07901199663
EX_fmn(e)_neg	16355.059126620656
EX_fmn(e)_pos	17290.000187246096
EX_fol(e)_neg	2213.202497898656
EX_for(e)_neg	4.0178066924565945
EX_for(e)_pos	15301.189034284
EX_fru(e)_neg	4.982531489729128
EX_fru(e)_pos	2796.2002925937304
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9753.28381300383
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11573.55499859015
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17539.77927093259
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10528.73498997242
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11559.787415279596
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11599.744093368137
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11040.031223781807
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9628.434140031071
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8888.873512192893
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9515.57405099986
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11110.290083319607
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11493.259159118383
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10155.033307321324
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10374.983456204998
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.379768107623995
EX_gal(e)_neg	4085.2374544734644
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9384.735178696676
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10299.968596605873
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9190.010527961076
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8276.816842235326
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9600.489462418736
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6356.627992774045
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11180.904283396174
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11814.919746156444
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12443.542849851401
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12397.611916946196
EX_gdp(e)_neg	3.096944822965228
EX_gdp(e)_pos	3.096944822965228
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2567.553970949803
EX_glcur(e)_neg	5.3629672821048375
EX_glcur(e)_pos	10.91987786602919
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13704.43643424887
EX_gln_L(e)_neg	4.890518234221984
EX_gln_L(e)_pos	7977.221875934172
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14909.82996823632
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.618626917887798
EX_glu_L(e)_pos	8352.422159101961
EX_gluala(e)_neg	5.384585946511188
EX_gluala(e)_pos	9278.107277930561
EX_gly(e)_neg	5601.463936633486
EX_glyb(e)_neg	18.384747160987395
EX_glyb(e)_pos	10285.880120774453
EX_glyc(e)_neg	4085.2374544734644
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6355.782077190671
EX_glygly(e)_neg	12733.387705195593
EX_glygn2(e)_neg	13.447761463751924
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.447761463751924
EX_glygn5(e)_neg	5.076622581709716
EX_glygn5(e)_pos	19.489984544607086
EX_glyleu(e)_neg	9607.31789834402
EX_glyphe(e)_neg	10813.736146991667
EX_glypro(e)_neg	9338.906999281093
EX_glysar(e)_neg	16935.749678603665
EX_gmp(e)_neg	6.3036375074832325
EX_gmp(e)_pos	7.327837372950147
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13108.81460302683
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13108.814603026822
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12843.472776954155
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12764.38339970588
EX_gsn(e)_neg	5985.03547067688
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12580.010418522177
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15143.623979074031
EX_gthrd(e)_neg	2.5475145689712555
EX_gthrd(e)_pos	13796.99357186214
EX_gtp(e)_neg	3.096944822965228
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.794235294490365
EX_gua(e)_pos	6324.472663587706
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13704.43643424887
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14909.82996823632
EX_h(e)_neg	233.85579902265388
EX_h(e)_pos	2262.90155376722
EX_h2o(e)_neg	246.1568016880649
EX_h2o(e)_pos	3457.8952686487105
EX_h2o2(e)_neg	3.9731648399812594
EX_h2o2(e)_pos	5722.246743785948
EX_ha(e)_neg	36.52276952988971
EX_ha(e)_pos	18643.03219292675
EX_ha_pre1(e)_neg	14.772954251366263
EX_ha_pre1(e)_pos	19095.55993652766
EX_hco3(e)_neg	438.60476101015735
EX_hco3(e)_pos	5252.530592017478
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.512779301159847
EX_hdca(e)_neg	6.623563315651877
EX_hdca(e)_pos	12948.767946606382
EX_hdcea(e)_neg	10271.013259969848
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50526.57297368758
EX_hexc(e)_neg	9.899948073425653
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5290.918745391206
EX_hista(e)_neg	10.748477532447613
EX_hista(e)_pos	5290.925620122963
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.77694014840424
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	347.1501148510616
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.512779301159847
EX_hxan(e)_neg	5.924210705686768
EX_hxan(e)_pos	6210.667098895672
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.195904499473619
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	450.1613070522054
EX_idp(e)_neg	2.165594043504527
EX_idp(e)_pos	3.2570526426200357
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7682.521023221903
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.479518465254701
EX_inost(e)_neg	10.809416914798284
EX_inost(e)_pos	6442.7420159644635
EX_ins(e)_neg	6106.33226493222
EX_itp(e)_neg	3.2570526426200357
EX_itp(e)_pos	3.2546672559126897
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10799.251794192895
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.053728398899265
EX_ksi(e)_pos	1801.0883463532793
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1772.732127143846
EX_ksii_core2(e)_neg	99.78866593729066
EX_ksii_core2(e)_pos	295.3679581774512
EX_ksii_core4(e)_neg	107.73681614039656
EX_ksii_core4(e)_pos	487.2987828194928
EX_lac_D(e)_neg	2.3575955920100125
EX_lac_D(e)_pos	3530.645963433622
EX_lac_L(e)_neg	2.3575955920100125
EX_lac_L(e)_pos	3478.796039763198
EX_lcts(e)_neg	4.309601250226644
EX_lcts(e)_pos	7303.700998110011
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3783.2473391336716
EX_leugly(e)_neg	9607.317898344021
EX_leuktrA4(e)_neg	3.526211790792113
EX_leuktrA4(e)_pos	4270.557046714238
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3385.8485664800282
EX_leuktrC4(e)_neg	5.674516629441853
EX_leuktrC4(e)_pos	22078.047211326215
EX_leuktrD4(e)_neg	4.127396846266806
EX_leuktrD4(e)_pos	17835.13810565837
EX_leuktrE4(e)_neg	4.771867789134228
EX_leuktrE4(e)_pos	17437.290692817172
EX_leuktrF4(e)_neg	5.665416184667557
EX_leuktrF4(e)_pos	20972.4098701314
EX_leuleu(e)_neg	10178.875612794644
EX_lgnc(e)_neg	20.82790110584217
EX_lgnc(e)_pos	9.899948073425653
EX_limnen(e)_neg	7.512779301159847
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.80060763686425
EX_lneldc(e)_pos	9085.377759556988
EX_lnlc(e)_neg	6.0788139273598
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.937793959897167
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.528929519533829
EX_lnlncg(e)_pos	49.22629442894437
EX_lpchol_hs(e)_neg	13485.888804377268
EX_lys_L(e)_neg	12.33209833890288
EX_lys_L(e)_pos	3.9374959765347297
EX_mag_hs(e)_neg	5169.377528969607
EX_mal_L(e)_neg	5562.068440680147
EX_mal_L(e)_pos	9133.707752428816
EX_malcoa(e)_neg	5.256978195606232
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3013.3112908548583
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.278869140331278
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.185546110593219
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.642207527236572
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5194.1397502175805
EX_meoh(e)_neg	5.612807905785288
EX_meoh(e)_pos	21962.002051078278
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	42200.779665953836
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15921.589421111128
EX_met_L(e)_neg	10.673512711745278
EX_met_L(e)_pos	10292.44866715676
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4667.758980695177
EX_n2m2nmasn(e)_neg	58.505487492161045
EX_n2m2nmasn(e)_pos	758.2106634078984
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.614557268851966
EX_nac(e)_pos	28.92487735162908
EX_nad(e)_neg	4.747977205365663
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.747977205365663
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.372771222491366
EX_nh4(e)_neg	529.1177609036827
EX_nh4(e)_pos	5013.479938270656
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.889100787107978
EX_no(e)_pos	58243.087332196126
EX_no2(e)_neg	5.3629672821048375
