	WT-911-b_S129_L007_R1_001
EX_4mtolbutamide(e)_pos	7.487673502422119
EX_4nph(e)_neg	3.4598436505155785
EX_4nph(e)_pos	3.4598436505155785
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.742848175270268
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8041.136407331545
EX_5adtststerone(e)_neg	7.2111466282240775
EX_5adtststerone(e)_pos	55878.28619127374
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	69651.17073642557
EX_5adtststerones(e)_neg	8.427452883740518
EX_5adtststerones(e)_pos	55186.09131198844
EX_5dhf(e)_neg	9.071405527293377
EX_5dhf(e)_pos	9.407067847539109
EX_5fthf(e)_neg	6.690905702035446
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.487673502422118
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.620934058639314
EX_5mta(e)_neg	15023.011203592363
EX_5mta(e)_pos	15329.56165321109
EX_5mthf(e)_neg	7120.666469731712
EX_5oxpro(e)_neg	6252.288116108898
EX_5oxpro(e)_pos	10390.198064898925
EX_5thf(e)_neg	9.071405527293377
EX_5thf(e)_pos	9.407067847539109
EX_6dhf(e)_neg	3.713869832071142
EX_6dhf(e)_pos	3.713869832071142
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52584.69974545778
EX_6thf(e)_neg	3.713869832071142
EX_6thf(e)_pos	3.713869832071142
EX_7dhf(e)_neg	3.713869832071142
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.713869832071142
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.473387540451888
EX_9_cis_retfa(e)_pos	1606.4826555211396
EX_C02470(e)_neg	22.54778791780065
EX_C02470(e)_pos	11.793645172681723
EX_C02528(e)_neg	7.083289181116239
EX_C02528(e)_pos	66241.03168906004
EX_C04849(e)_neg	2.234987811776934
EX_C04849(e)_pos	2.234987811776934
EX_C05965(e)_neg	2.234987811776934
EX_C05965(e)_pos	2.234987811776934
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16283.204514522216
EX_CE1925(e)_neg	5.345159271395617
EX_CE1925(e)_pos	5.4733875404518875
EX_CE1926(e)_neg	5.345159271395617
EX_CE1926(e)_pos	5.4733875404518875
EX_CE1935(e)_neg	5.470324495994871
EX_CE1935(e)_pos	15981.633614725142
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17855.8069419895
EX_CE1939(e)_neg	5.470324495994871
EX_CE1939(e)_pos	24849.502545495816
EX_CE1940(e)_neg	5.470324495994871
EX_CE1940(e)_pos	24849.502545495823
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33519.17151247128
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.866139392480983
EX_CE2011(e)_pos	15.622417715256002
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257878272126622
EX_CE2838(e)_neg	3.106004047118957
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106004047118957
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.572022591064896
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.345159271395617
EX_CE4633(e)_pos	8150.978535346406
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.572022591064896
EX_CE4881(e)_neg	5.4733875404518875
EX_CE4881(e)_pos	5.345159271395617
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.795927358696144
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.32249794050434
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.4733875404518875
EX_CE5853(e)_pos	5.345159271395617
EX_CE5854(e)_neg	5.4733875404518875
EX_CE5854(e)_pos	5.345159271395617
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.747114341668752
EX_CLPND(e)_pos	385.82150832659596
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3025.4541784390167
EX_HC00250(e)_neg	5.3943855180480025
EX_HC00250(e)_pos	6872.06697646672
EX_HC00822(e)_neg	16.563688157699023
EX_HC00822(e)_pos	3.1865390160755553
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4598436505155785
EX_HC01104(e)_pos	3.4598436505155785
EX_HC01361(e)_neg	4.772623441178336
EX_HC01361(e)_pos	6.84687897053462
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.478118138313702
EX_HC01444(e)_pos	4105.037907346403
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.631513088506486
EX_HC01609(e)_pos	9.631513088506486
EX_HC01610(e)_neg	9.631513088506486
EX_HC01610(e)_pos	9.631513088506486
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.48767350242212
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.182726650522958
EX_HC02202(e)_pos	11.50572532382218
EX_HC02203(e)_neg	3.182726650522958
EX_HC02203(e)_pos	13.390774265973874
EX_HC02204(e)_neg	3.182726650522958
EX_HC02204(e)_pos	13.205725323822179
EX_HC02205(e)_neg	3.182726650522958
EX_HC02205(e)_pos	11.690774265973875
EX_HC02206(e)_neg	3.182726650522958
EX_HC02206(e)_pos	11.35572532382218
EX_HC02207(e)_neg	3.182726650522958
EX_HC02207(e)_pos	11.540774265973875
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.321489107527862
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.516131603047791
EX_Rtotal(e)_pos	7616.523381509279
EX_Rtotal2(e)_neg	8.987662807221776
EX_Rtotal2(e)_pos	5168.144541430971
EX_Rtotal3(e)_neg	8.070910481152508
EX_Rtotal3(e)_pos	8.232292841837616
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.26051303045857
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5075.583441772287
EX_ac(e)_neg	4.771624314256117
EX_ac(e)_pos	5871.944913897716
EX_acac(e)_neg	5.1052197078246415
EX_acac(e)_pos	7783.582904603392
EX_acald(e)_neg	5.226452865701524
EX_acald(e)_pos	6356.461687124819
EX_acetone(e)_neg	5.584743665301914
EX_acetone(e)_pos	10723.374027552205
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9637.30364240448
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9029.253138953689
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.944937563552473
EX_ach(e)_pos	7044.39026672669
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19376.47445311002
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11386.999753633723
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11386.99975363372
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12573.742565476829
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11422.061427044431
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10277.685952671378
EX_ade(e)_neg	3.9890203190746796
EX_ade(e)_pos	6157.9572076792065
EX_adn(e)_neg	5687.848166167285
EX_adp_neg	3.0725251782047573
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.7527224473238645
EX_adprib(e)_neg	7.909509566960049
EX_adprib(e)_pos	4.752722447323865
EX_adrn(e)_neg	9.224571621073853
EX_adrn(e)_pos	135.40018478490865
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37248.5852244882
EX_aflatoxin(e)_neg	7.487673502422119
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11369.010059644566
EX_ahcys(e)_pos	27098.4965489241
EX_ahdt(e)_neg	6.84687897053462
EX_ahdt(e)_pos	4.772623441178336
EX_aicar(e)_neg	11383.22705366219
EX_aicar(e)_pos	12670.046712188114
EX_ak2lgchol_hs(e)_neg	6.839414592537235
EX_ak2lgchol_hs(e)_pos	4.890216405239844
EX_akg(e)_neg	4.221903888980601
EX_akg(e)_pos	7550.62773456816
EX_ala_B(e)_neg	6.869412953570252
EX_ala_B(e)_pos	9200.972168144353
EX_ala_D(e)_neg	2.4217677508676982
EX_ala_D(e)_pos	3825.1769573834063
EX_ala_L(e)_neg	2.391565309272509
EX_ala_L(e)_pos	3626.0341532488037
EX_alaala(e)_neg	7575.8838452860855
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53583.04555170182
EX_amp(e)_neg	3.9890203190746796
EX_amp(e)_pos	6699.931407303344
EX_andrstrn(e)_neg	18.16102410745873
EX_andrstrn(e)_pos	56352.28002430774
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70071.86895115861
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.93582832182694
EX_antipyrene(e)_neg	7.90714894779726
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.487673502422118
EX_appnn(e)_neg	7.487673502422119
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62001.847051821904
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.429180152725092
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11657.047535954374
EX_arachcoa(e)_neg	5.257878272126622
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.7401435597374535
EX_arachd(e)_pos	77.61505107721814
EX_arg_L(e)_neg	5.490380356582658
EX_arg_L(e)_pos	17956.172401689393
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4598.838394330885
EX_asn_L(e)_neg	5.665370258820762
EX_asn_L(e)_pos	11648.401200028098
EX_asp_D(e)_neg	11.337355720262272
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.142661737807178
EX_asp_L(e)_pos	6905.417526688238
EX_atp(e)_neg	3.9774916545001906
EX_atp(e)_pos	21459.102110109394
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.092433765433057
EX_bhb(e)_pos	7815.244538476972
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42999.20012662254
EX_bilglcur(e)_neg	10.501147185205031
EX_bilglcur(e)_pos	65514.44514409622
EX_bilirub(e)_neg	16.180389557661744
EX_bilirub(e)_pos	51088.4475125027
EX_biocyt(e)_neg	3.9373010607441303
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	238.65377257494308
EX_btn(e)_pos	3.9373010607441303
EX_but(e)_neg	6.227520199497968
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12702.151803052378
EX_c10crn_neg	0.0
EX_c10crn_pos	15155.822557751964
EX_c10dc_neg	0.0
EX_c10dc_pos	19962.679378982
EX_c12dc_neg	0.0
EX_c12dc_pos	46264.386984221834
EX_c16dc_neg	0.0
EX_c16dc_pos	30167.995961142184
EX_c3dc_neg	0.0
EX_c3dc_pos	11069.81041516675
EX_c4crn_neg	0.0
EX_c4crn_pos	17320.92998915631
EX_c4dc_neg	0.0
EX_c4dc_pos	10711.846495881144
EX_c51crn_neg	0.0
EX_c51crn_pos	12079.040638617165
EX_c5dc_neg	0.0
EX_c5dc_pos	8170.3957481453535
EX_c6crn_neg	0.0
EX_c6crn_pos	13451.033444924593
EX_c6dc_neg	0.0
EX_c6dc_pos	62359.334795767776
EX_c81crn_neg	0.0
EX_c81crn_pos	12702.151803052378
EX_c8crn_neg	0.0
EX_c8crn_pos	9084.811294927642
EX_c8dc_neg	0.0
EX_c8dc_pos	28074.85349325297
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13200.992903158722
EX_carn(e)_neg	11075.889381697003
EX_caro(e)_neg	13.098902149116807
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.487673502422119
EX_cbasp(e)_neg	8335.173171731683
EX_cbasp(e)_pos	19566.617887364522
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.3634981163239672
EX_cdp(e)_pos	4.7269962326479344
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.619398314163369
EX_cgly(e)_pos	10636.59551189197
EX_chol(e)_neg	7042.129946488271
EX_cholate(e)_neg	11865.89176106413
EX_chsterol(e)_neg	8.200116667218326
EX_chsterol(e)_pos	10996.634717341592
EX_chtn(e)_neg	3.1865390160755553
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.794650425022739
EX_cit(e)_pos	8687.365782344028
EX_citr_L(e)_neg	2.0349596991618055
EX_citr_L(e)_pos	12550.652521963608
EX_cl(e)_neg	8157.614870334983
EX_cmp(e)_neg	3.3867923622861955
EX_cmp(e)_pos	8.182124857264576
EX_co(e)_neg	0.0
EX_co(e)_pos	51100.818718951465
EX_co2(e)_neg	452.7635698995547
EX_co2(e)_pos	4206.695159337143
EX_coa(e)_neg	4.189960912628895
EX_coa(e)_pos	5.257878272126622
EX_coumarin(e)_neg	7.48767350242212
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.193743625872695
EX_creat(e)_pos	18040.575956348832
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28300.97142826872
EX_crn(e)_neg	6929.554279396741
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52053.231492447565
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54601.807155460505
EX_crvnc(e)_neg	9.835450460874528
EX_crvnc(e)_pos	476.48041670177724
EX_csn(e)_neg	7.174144345880066
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.58582040276708
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.38453907434683
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.39528231898096
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	131.07417633649771
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	151.74129139508963
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.3867923622861955
EX_ctp(e)_pos	8.182124857264576
EX_cyan(e)_neg	6.744966569839663
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2748.304043140194
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6189.154232361718
EX_cytd(e)_neg	6226.833967785663
EX_dad_2(e)_neg	7577.106587956731
EX_dag_hs(e)_neg	7877.041598605971
EX_dca(e)_neg	19962.679378982
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.049769556775011
EX_dcsptn1(e)_pos	197.9136276785164
EX_dcyt(e)_neg	7120.902715001299
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12702.151803052377
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10807.502657281559
EX_debrisoquine(e)_neg	7.487673502422119
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12702.151803052377
EX_dgchol(e)_neg	6.820532360365069
EX_dgchol(e)_pos	67387.6852723039
EX_dgmp(e)_neg	4.15922958245983
EX_dgmp(e)_pos	4.703002331681803
EX_dgsn(e)_neg	7558.063277827994
EX_dgtp(e)_neg	4.703002331681803
EX_dgtp(e)_pos	4.15922958245983
EX_dha(e)_neg	3.4598436505155785
EX_dha(e)_pos	3.4598436505155785
EX_dhap(e)_neg	3.4598436505155785
EX_dhap(e)_pos	3.4598436505155785
EX_dhdascb(e)_neg	4598.838394330885
EX_dheas(e)_neg	9.697657310210111
EX_dheas(e)_pos	60510.967871139845
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.55467399925573
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67439.06277114477
EX_din(e)_neg	7737.55365334758
EX_dlnlcg(e)_neg	6.128568473122142
EX_dlnlcg(e)_pos	49.14456071090986
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.90714894779726
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	46.97884811489277
EX_doco13ac_neg	18576.374319883547
EX_doco13ac_pos	0.0
EX_docosac_neg	15715.454428367259
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15715.454428367257
EX_dopa(e)_neg	5.894435951108657
EX_dopa(e)_pos	9433.354211413243
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32399.269151005778
EX_dpcoa(e)_neg	6709.999341179071
EX_dpcoa(e)_pos	27969.719457445346
EX_drib(e)_neg	7.007576699525657
EX_drib(e)_pos	7960.065738743771
EX_dtdp(e)_neg	2.3634981163239672
EX_dtdp(e)_pos	4.7269962326479344
EX_dtmp(e)_neg	3.3867923622861955
EX_dtmp(e)_pos	8.182124857264576
EX_dttp(e)_neg	3.3867923622861955
EX_dttp(e)_pos	8.182124857264576
EX_duri(e)_neg	6.633126714932411
EX_duri(e)_pos	6823.801477765324
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.487673502422118
EX_ebastine(e)_neg	12.950354125238833
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.950354125238833
EX_eicostet(e)_neg	7.772417974595389
EX_eicostet(e)_pos	32.60355337667095
EX_elaid(e)_neg	6.968686457848225
EX_elaid(e)_pos	5156.46102638203
EX_estradiol(e)_neg	12.067337194119316
EX_estradiol(e)_pos	51724.24131296692
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57290.99066481215
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	60012.65208781604
EX_estrones(e)_neg	9.083401075072894
EX_estrones(e)_pos	55765.12658636251
EX_etoh(e)_neg	5.725663674856627
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.465140924173007
EX_fad(e)_pos	16499.273211739302
EX_fald(e)_neg	4.322402851797838
EX_fald(e)_pos	21128.38212737615
EX_fe2(e)_neg	3.445159271395616
EX_fe2(e)_pos	51088.44751250266
EX_fe3(e)_neg	3.360878147317768
EX_fe3(e)_pos	49601.76836890014
EX_fmn(e)_neg	16499.273211739295
EX_fmn(e)_pos	17465.002922402153
EX_fol(e)_neg	2325.235676335392
EX_for(e)_neg	4.114030453281939
EX_for(e)_pos	14978.395995110859
EX_fru(e)_neg	5.048445762861532
EX_fru(e)_pos	2832.963575631896
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9886.558362444644
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11724.334336801898
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17688.634193616883
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10664.081632634165
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11710.750044764274
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11745.075380086319
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11177.67692196115
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9749.883994222773
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8995.713993703885
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9627.140713691853
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11246.26579524844
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11645.94705304499
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10280.443745881468
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10574.796509708925
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.396578837761609
EX_gal(e)_neg	4105.037907346403
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9576.95956096189
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10443.344415852513
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9320.116745568634
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8390.618226781942
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9786.209113337509
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6546.409881607484
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11460.359430166895
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11859.144451268043
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12579.15847304177
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12650.276281007475
EX_gdp(e)_neg	3.1175891923887544
EX_gdp(e)_pos	3.1175891923887544
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2583.5470961355873
EX_glcur(e)_neg	5.345159271395617
EX_glcur(e)_pos	10.946775080903775
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13748.620732540829
EX_gln_L(e)_neg	4.849959048620983
EX_gln_L(e)_pos	8116.365319311946
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14926.43545472226
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.635659870627406
EX_glu_L(e)_pos	8473.637650420222
EX_gluala(e)_neg	5.4066700553912925
EX_gluala(e)_pos	9577.139474712289
EX_gly(e)_neg	5746.6278782493
EX_glyb(e)_neg	18.74340740098058
EX_glyb(e)_pos	10351.909334814762
EX_glyc(e)_neg	4105.037907346403
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6948.759013148864
EX_glygly(e)_neg	13000.25497944842
EX_glygn2(e)_neg	13.448032376951655
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.274999999999999
