	WT.d_S141_L007_R1_001
NRPPHRt4_2_r_pos	1363.1380573146726
NRPPHRtu_neg	1330.9591716645564
NRPPHRtu_pos	1330.9591716645564
NRVNCCOAtx_neg	5040.2198225107
NRVNCCOAtx_pos	22.83800678379473
NRVNCCOAtxc_pos	5040.2198225107
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1211.936765789633
NRVNCt_pos	1211.936765789633
NS26T2g_pos	224.89141567405463
NS26Tg_pos	379.1863800236289
NT5C_pos	4261.938111065625
NTD10_pos	4506.348062995303
NTD11_pos	4134.861865327829
NTD12_pos	0.0
NTD1_pos	3480.6093755846355
NTD1m_pos	1764.4434562538536
NTD2_pos	4263.0594232797475
NTD2e_pos	12317.769342798987
NTD2l_pos	0.0
NTD2m_pos	9400.408295121235
NTD3_pos	3746.0198310286733
NTD3l_pos	0.0
NTD4_pos	3485.1425716541653
NTD4e_pos	22.946026506777578
NTD4l_pos	0.0
NTD5_pos	3469.165440278451
NTD5l_pos	0.0
NTD5m_pos	1764.4434562538536
NTD6_pos	4258.874257345981
NTD6l_pos	0.0
NTD7_pos	3215.2842175223664
NTD7e_pos	9650.619372635194
NTD7l_pos	0.0
NTD8_pos	3526.5660315917967
NTD8l_pos	0.0
NTD9_pos	4704.035710570757
NTD9e_pos	22.39121093622708
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.124344662619922
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3633.602315931495
O16G1e_pos	19.498705224080343
O16G2e_pos	21.76960535850004
O2St_neg	4.051215868932562
O2St_pos	9182.824907550865
O2Stm_neg	9147.787528580722
O2Stm_pos	5.3507641610270955
O2Stn_neg	0.0
O2Stn_pos	9236.688711045948
O2Stx_neg	0.0
O2Stx_pos	9172.593092014497
O2t_neg	16613.883188145377
O2t_pos	4441.199416807553
O2ter_neg	25055.66925807747
O2ter_pos	10090.426982847792
O2tm_neg	9900.485400840389
O2tm_pos	5351.902223204177
O2tn_neg	9236.688711045947
O2tn_pos	0.0
O2tp_neg	5585.74152023008
O2tp_pos	4519.32539197267
OAADC_pos	6567.5218166134755
OAGD3te_neg	0.0
OAGD3te_pos	19915.986283444454
OAGD3tg_neg	19915.986283444454
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	19169.157066329644
OAGT3tg_neg	19169.157066329644
OAGT3tg_pos	0.0
OBDHc_pos	4314.7046937722625
OCBTm_pos	12001.110413133061
OCCOAtm_pos	12691.556927215895
OCCOAtx_neg	24616.349054670347
OCCOAtx_pos	14160.521216437302
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23662.150927659717
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23662.15092765972
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23662.15092765972
OCDCAFATPc_pos	4274.515117155397
OCDCAtr_neg	555.2593716679506
OCDCAtr_pos	555.2593716679506
OCDCEAtr_neg	555.2593716679506
OCDCEAtr_pos	555.2593716679506
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1881.4255793683265
OCT11EFATP_pos	23662.15092765972
OCTAt_neg	0.0
OCTAt_pos	9115.251184489556
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.122006088800145
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15928.041753088044
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15928.041753088044
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15928.041753088044
OCTDECE1CRNe_pos	15928.041753088044
ODECOAtx_neg	22.83800678379473
ODECOAtx_pos	0.0
OIVD1m_pos	10542.590746268212
OIVD2m_pos	12139.423926557307
OIVD3m_pos	9583.075446412591
OLEICFATPtc_pos	4388.942998917253
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.541744075508214
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20151.89308260022
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15789.355715377818
OMHPALTD_neg	0.0
OMHPALTD_pos	30495.187066312348
OMPDC_pos	10360.4937233151
ONPTHLte_neg	7.541744075508214
ONPTHLte_pos	0.0
OPAHir_pos	6014.231188938029
ORETNF2_pos	1521.145990348087
ORETNF_pos	1502.4976987232628
ORETNtn2_neg	0.0
ORETNtn2_pos	1521.145990348087
ORETNtn_neg	0.0
ORETNtn_pos	1502.4976987232628
ORNALArBATtc_pos	1263.7290764144009
ORNDC_pos	11879.700965898817
ORNLEUrBATtc_pos	1263.7290764144009
ORNTArm_neg	9829.662406121506
ORNTArm_pos	27.11603295173781
ORNt3m_neg	369.0074147693652
ORNt3m_pos	369.0074147693652
ORNt4m_neg	369.0074147693652
ORNt4m_pos	369.0074147693652
ORNtiDF_pos	1152.0987604193188
OROTGLUt_neg	4128.335027512886
OROTGLUt_pos	2172.8801823681897
ORPT_neg	10360.4937233151
ORPT_pos	0.0
OXAHCOtex_pos	983.3182862516567
OXAtp_pos	12439.593028973399
P45011A1m_pos	62016.92424412202
P45011B11m_pos	55075.874234761446
P45011B12m_pos	52539.08806184873
P45011B21m_pos	54074.81480931754
P45017A1r_pos	55412.78376065198
P45017A2r_pos	55412.78376065199
P45017A3r_pos	55412.78376065199
P45017A4r_pos	55412.783760651975
P45019A1r_pos	52200.31427706099
P45019A2r_pos	52421.717581892895
P4501B1r_pos	51493.924986846556
P45021A1r_pos	55075.87423476146
P45021A2r_pos	52539.08806184872
P45027A11m_pos	65901.23654065079
P45027A12m_pos	7459.961326777255
P45027A13m_pos	7459.961326777255
P45027A14m_pos	66917.35995043715
P45027A15m_pos	7285.7781973334995
P45027A16m_pos	7457.2344062509765
P45027A1m_pos	2157.3290803958052
P4502A6_pos	7.541744075508214
P4502C18_pos	7.925067256653027
P4502C19_pos	7.541744075508214
P4502C8_pos	7.541744075508214
P4502C92_pos	7.541744075508214
P4502C93_pos	7.5417440755082135
P4502C94_pos	7.541744075508214
P4502C9_pos	7.541744075508214
P4502D6_pos	7.541744075508214
P4502E1_pos	14.230385941295614
P4502F1_pos	7.5417440755082135
P45039A1r_pos	55012.64934212026
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.541744075508215
P4503A7r_pos	53095.96599081112
P45046A1r_pos	55012.64934212026
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.995555012210168
P4504F81r_pos	0.0
P4507A1r_pos	11619.551188618127
P4507B11r_pos	54901.5330742445
P4507B12r_pos	54536.46795589372
P4508B11r_pos	66069.74248209888
P4508B13r_pos	65901.23654065075
P450LTB4r_pos	0.0
P450SCC1m_neg	2157.3290803958052
P450SCC1m_pos	56533.82417384617
P5CDm_pos	1191.4270706518191
P5CR_pos	509.3050718505461
P5CRm_pos	674.0005694714475
P5CRxm_pos	504.29504706256216
PACCOAL_pos	19167.168124332027
PAFH_pos	4346.950095167521
PAFHe_pos	6773.4987229994695
PAFS_pos	4346.950095167521
PAFt_neg	6776.589769530503
PAFt_pos	6.9661714355843305
PAIL45P_HStn_neg	6832.197403296661
PAIL45P_HStn_pos	8051.711857983271
PAIL4P_HStn_neg	4970.665238666848
PAIL4P_HStn_pos	5528.77851904375
PAIL_HStn_neg	8035.741015440412
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8910.360253120323
PAN4PP_pos	4223.080329443952
PAN4PPe_pos	5787.027112149283
PAPStg_neg	0.0
PAPStg_pos	39366.59686136402
PAPtg_pos	39366.59686136402
PA_HSter_neg	5692.604852703913
PA_HSter_pos	0.0
PA_HStg_neg	5692.604852703913
PA_HStg_pos	0.0
PA_HStn_neg	17742.159636487395
PA_HStn_pos	0.0
PCFLOPm_pos	10437.846076488338
PCHOLHSTDe_pos	10887.652687766344
PCHOLP_hs_pos	880.0699733956599
PCHOLPg_hs_pos	5692.604852703913
PCHOLPm_hs_pos	13947.239497174767
PCHOLPr_hs_pos	5692.604852703913
PCHOL_HSter_neg	5789.757566717067
PCHOL_HSter_pos	5692.604852703913
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5692.604852703913
PCLAD_pos	48.051122512077164
PCREATtmdiffir_pos	2743.2815853920533
PCRNtc_pos	4955.766233867414
PCRNtm_pos	1723.0689218716877
PCm_pos	5554.801523105487
PCt_pos	12601.888491691376
PDE1_pos	3454.9622882440935
PDE1g_pos	0.0
PDE4_pos	3420.6925622699323
PDE4g_pos	0.0
PDE4n_pos	11161.83346765689
PDHm_pos	6761.8845637824425
PDX5PO_pos	4414.364690343626
PDXPP_pos	4148.621025813621
PEAMNO_pos	19167.16812433203
PECDCHe_pos	5085.384334470114
PECGCHLe_pos	14547.382244129447
PECGONCOATr_pos	0.0
PECTCHLe_pos	15688.612132653863
PEFLIP_pos	4223.25853520496
PEFLIPm_pos	4665.71073352724
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5829.602697940053
PEPCKm_pos	8753.573158633744
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.5417440755082135
PERILLYLte_pos	0.0
PEROXx_pos	47.67310468458488
PETHCT_pos	4371.855842730888
PETOHMm_hs_pos	10437.846076488338
PETOHMr_hs_pos	5789.757566717067
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4665.710733527241
PE_HStm_pos	10437.846076488338
PEt_neg	4223.258535204961
PEt_pos	3325.0
PFK26_pos	3389.7037966737644
PFK_pos	647.7022430954166
PGCD_pos	3303.137132000929
PGDI_neg	2.485290333703268
PGDI_pos	137.55273994691527
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.315306155741508
PGISr_pos	164.8420090043989
PGI_neg	5040.932087597603
PGI_pos	5848.928545438302
PGK_neg	3303.1371320009303
PGK_pos	5061.743394546124
PGLYCP_pos	0.0
PGLYCt_neg	13888.15891804291
PGLYCt_pos	230.32367440099355
PGL_pos	6634.903482408074
PGLc_pos	32724.283941566588
PGLer_pos	11332.761595336502
PGMT_neg	3840.26992111644
PGMT_pos	5319.701920468052
PGM_neg	3676.5564296971224
PGM_pos	7871.2331510820195
PGPPT_pos	13888.158918042907
PGPP_hs_pos	13888.158918042907
PGS_pos	122.21712051828361
PGSr_pos	164.8420090043989
PHACCOAGLNAC_pos	19167.168124332027
PHCDm_pos	411.1325930607046
PHCHGSm_neg	0.0
PHCHGSm_pos	1361.1325930607045
PHEACGLNt_neg	0.0
PHEACGLNt_pos	19167.16812433203
PHEATB0tc_pos	1490.7830389069206
PHEMEe_pos	341.9462136452372
PHEMEt_pos	341.9462136452372
PHEMEtm_neg	0.0
PHEMEtm_pos	14807.447219626982
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	292.7041347591112
PHEt4_pos	427.80502227627767
PHEtec_neg	427.80502227627767
PHEtec_pos	509.30453110772623
PHEyLATthc_pos	781.6664232391159
PHYCBOXL_pos	19167.16812433203
PHYHx_pos	47.6731046845849
PHYQt_pos	5040.2198225107
PHYTt_neg	0.0
PHYTt_pos	47.6731046845849
PI345P3P_pos	3448.831054093779
PI345P3Pn_pos	10204.798175711228
PI345P5P_pos	3497.1811575796214
PI345P5Pn_pos	10975.852881223509
PI34P3Pn_pos	10975.852881223507
PI34P4Pn_pos	10975.852881223507
PI34P5K_pos	3497.1811575796214
PI34P5Kn_pos	10975.852881223509
PI3P3Pn_pos	3073.8789565769393
PI3P4K_pos	8224.356254898777
PI3P4Kn_pos	10975.852881223507
PI3P5K_pos	3908.360136454824
PI45P3K_pos	3448.8310540937787
PI45P3Kn_pos	10204.798175711227
PI45P4P_pos	4235.741015440409
PI45P5P_pos	3483.9092612799304
PI45P5Pn_pos	3800.0
PI45PLC_pos	9134.122818135646
PI45PLCn_pos	0.0
PI4P3K_pos	7107.801735908072
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10975.852881223509
PI4P5K_pos	3483.9092612799304
PI4P5Kn_pos	10049.145385811866
PI4PLC_pos	7688.016344372718
PI4PLCn_pos	18420.618290313254
PI4PP_pos	4235.741015440408
PI5P3K_pos	3495.5699655329277
PI5P3Ker_pos	0.0
PI5P4K_pos	4235.741015440409
PI5P4Kn_pos	10433.046684163532
PIACGT_pos	52.549707878794656
PIK3_pos	4216.235058660949
PIK3er_pos	7867.029524758426
PIK3n_pos	10873.9411558308
PIK4_pos	4235.741015440407
PIK4n_pos	10816.947982515205
PIK5_pos	4629.025229582848
PIK5n_pos	10433.046684163533
PIPLC_pos	4007.742773226985
PIPLCn_pos	19062.707908644825
PIt7_neg	554.904717466467
PIt7_pos	555.167161530287
PIt8_neg	388.80510904294005
PIt8_pos	554.904717466467
PIt9_neg	1098.4365013223692
PIt9_pos	1098.4365013223692
PIter_neg	395.90533390527327
PIter_pos	2031.9684446350911
PItg_pos	6529.729299261986
PItn_neg	4366.0987016483305
PItn_pos	6081.452864546056
PItx_neg	4632.241756172005
PItx_pos	0.0
PLA2_2_pos	10608.775592934977
PLA2_2e_pos	12179.816781639467
PLA2_pos	0.0
PMANM_neg	17517.869882425857
PMANM_pos	0.0
PMEVKc_pos	20565.377844914216
PMEVKx_pos	18545.370042039693
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34787.6267327682
PMTCOAFABP1tc_pos	13992.10833343901
PMTCOAtx_neg	3117.859047092252
PMTCOAtx_pos	5218.631890524788
PNP_neg	8244.274190425678
PNP_pos	0.0
PNTEH_pos	14607.956328277922
PNTEHe_pos	6234.304502309997
PNTK_pos	14581.755439553956
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4373.6564949588155
PNTOt5le_pos	4390.5142300867765
PNTOte_neg	2076.1456308744446
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3451.1431676924494
PPA_pos	6015.858812207269
PPAer_pos	8994.881697685401
PPAm_pos	3605.1965150685237
PPAn_pos	14101.928399337203
PPAt_pos	1629.147577991139
PPAtm_pos	5912.778425422263
PPBNGS_pos	14807.447219626989
PPCDC_pos	4078.364632779789
PPCOACm_pos	4275.946837178402
PPCOAOm_pos	12758.848140814704
PPD2CSPp_pos	49.50434645787838
PPDOx_pos	1050.4419283639995
PPDOy_pos	434.2458288756544
PPItm_neg	6178.671474645711
PPItm_pos	3937.690904025948
PPItr_neg	2031.9684446350911
PPItr_pos	2031.9684446350911
PPItx_neg	6997.099788408439
PPItx_pos	4632.241756172005
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4693.909648848769
PPM_pos	3164.611649076995
PPNCL3_pos	14581.755439553968
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14807.447219626985
PPPGOm_pos	14807.44721962698
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20863.146420004192
PRASCS_neg	0.0
PRASCS_pos	20863.1464200042
PRDX_pos	6803.090544421376
PRDXl_pos	12263.697519670093
PRFGS_pos	20863.14642000418
PRGNLONESULT_pos	8185.916216225476
PRGNLONEtm_neg	62016.92424412202
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	55412.78376065198
PRGSTRNt_neg	62016.924244122034
PRGSTRNt_pos	6.303132878527317
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.67310468458488
PRISTCOAtcx_pos	5040.2198225106995
PRISTCOAtx_neg	7429.69480012031
PRISTCOAtx_pos	5040.2198225107
PRISTtx_neg	49.632831576627694
PRISTtx_pos	7429.69480012031
PRO1x_pos	509.3050718505461
PRO1xm_pos	504.29504706256216
PROAKGOX1r_pos	0.0
PROD2_pos	1459.305071850546
PROD2m_pos	4200.415006835412
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1492.0211948305655
PRODt2r_pos	1492.0211948305655
PROGLYPEPT1tc_pos	9590.292962554584
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9590.292962554584
PROIMINOtc_pos	1561.451210813551
PROSTGD2t_neg	667.1355560910054
PROSTGD2t_pos	667.1355560910054
PROSTGE1t3_pos	3966.8374177241717
PROSTGE1t_neg	667.1355560910054
PROSTGE1t_pos	667.1355560910054
PROSTGE2t2_neg	418.5637972808548
PROSTGE2t2_pos	418.5637972808548
PROSTGE2t3_pos	3887.4279335343276
PROSTGE2t_neg	418.5637972808548
PROSTGE2t_pos	418.5637972808548
PROSTGF2t_neg	547.8645016399187
PROSTGF2t_pos	547.8645016399187
PROSTGH2t_neg	1450.3516670682538
PROSTGH2t_pos	1450.3516670682538
PROSTGI2t_neg	1450.3516670682538
PROSTGI2t_pos	1450.3516670682538
PROSTGI2tr_neg	164.8420090043989
PROSTGI2tr_pos	6.315306155741508
PRO_Dtde_neg	1492.0211948305655
PRO_Dtde_pos	1492.0211948305655
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	468.3849709074236
PROt2r_pos	873.3680963034785
PROt4_2_r_neg	1144.1713054498325
PROt4_2_r_pos	1278.0088573079051
PROt4_pos	468.3849709074236
PRPNCOAHYDm_pos	12752.289601977094
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4346.031834991861
PRPPS_pos	4097.914042623696
PSDm_hs_pos	18974.233659197216
PSERT_pos	3303.137132000929
PSFLIP_pos	4665.71073352724
PSFLIPm_pos	18974.233659197216
PSP_L_pos	3303.137132000929
PSSA1_hs_neg	880.0699733956599
PSSA1_hs_pos	4403.47737998372
PSSA2_hs_neg	16568.95593648485
PSSA2_hs_pos	4371.855842730889
PSYGCHe_pos	13836.425803290096
PSYTCHe_pos	15149.342594836224
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4665.710733527239
PSt3_pos	6.508945496341265
PTCRTD_neg	14675.841848806618
PTCRTD_pos	15.530715058897462
PTDCACRNCPT1_pos	29.34964433898609
PTDCACRNCPT2_pos	29.34964433898609
PTDCACRNt_pos	29.34964433898609
PTDCAt_neg	0.0
PTDCAt_pos	29.349644338986092
PTE2x_pos	0.0
PTE3x_pos	6983.672773203673
PTE4x_pos	6997.099788408439
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3420.9929033249036
PTPATe_neg	13777.496299836344
PTPATe_pos	22952.21503594511
PTRCAT1_pos	0.0
PTRCOX1_pos	12689.31530968062
PUNP1_neg	6595.948897938482
PUNP1_pos	3165.78045530291
PUNP2_neg	7152.87518357858
PUNP2_pos	5708.283174590736
PUNP3_neg	8306.062255487808
PUNP3_pos	1611.7703116451544
PUNP4_neg	8207.895118361703
PUNP4_pos	6653.518095311318
PUNP5_neg	4901.730748052301
PUNP5_pos	3856.6993403448346
PUNP6_neg	0.0
PUNP6_pos	7451.483456019919
PUNP7_neg	1611.7703116451544
PUNP7_pos	4017.1505693030476
PVD3_neg	11043.693375946914
PVD3_pos	77773.64382435786
PYAM5POr_pos	4414.364690343625
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4148.621025813622
PYDAMtr_neg	0.0
PYDAMtr_pos	10281.464973186383
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8115.4564275209295
PYDXK_pos	4148.621025813621
PYDXNK_pos	4148.62102581362
PYDXNtr_neg	0.0
PYDXNtr_pos	9332.596548276102
PYDXPP_pos	4148.62102581362
PYDXtr_neg	0.0
PYDXtr_pos	7995.738547097536
PYK_pos	418.9509117991615
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8256.584188012666
PYNP2r_pos	5535.682085712492
PYRt2m_neg	1322.5390361982436
PYRt2m_pos	1322.5390361982436
PYRt2p_neg	2668.905565861656
PYRt2p_pos	2668.905565861656
PYRt2r_neg	511.3343341548596
PYRt2r_pos	511.3343341548596
Q10H2e_neg	0.0
Q10H2e_pos	5632.604857804603
QUILSYN_pos	0.0
RADH2_pos	841.698976623743
RADH3_pos	973.4942836117749
RADH4_pos	955.9672216008041
RADH_pos	841.7698289926465
RAHY_pos	1640.6978214729468
RAI1_neg	2269.4707543876516
RAI1_pos	2269.4707543876516
RAI2_neg	2269.4707543876516
RAI2_pos	2269.4707543876516
RAI3_neg	955.9672216008041
RAI3_pos	1231.8709903480876
RAI4_neg	1713.9959903480872
RAI4_pos	1695.3476987232627
RAtn3_neg	0.0
RAtn3_pos	1231.8709903480872
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3524.805740063354
RBK_D_pos	0.0
RBK_pos	5794.843968488497
RBTt_pos	6484.0572658093715
RDH1_neg	515.2696762821809
RDH1_pos	2269.4707543876516
RDH1a_pos	515.2696762821809
RDH2_neg	557.2958666109037
RDH2_pos	2269.4707543876516
RDH2a_pos	557.2958666109037
RDH3_neg	557.2958666109037
RDH3_pos	2269.4707543876516
RDH3a_pos	557.2958666109037
RDH4_neg	0.0
RDH4_pos	955.967221600804
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5444.0904564019265
RE0344C_pos	3334.1943772413356
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12648.739604345288
RE0383C_pos	5389.677947511835
RE0452M_neg	7885.068579147263
RE0452M_pos	30664.345514441015
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1147.5119775169433
RE0453C_pos	1147.5119775169433
RE0453M_neg	9955.777581248462
RE0453M_pos	29980.80546881538
RE0453N_neg	301.0342584974368
RE0453N_pos	301.0342584974368
RE0456M_neg	9400.408295121233
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.953996200550442
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	13123.407831020753
RE0566C_neg	0.0
RE0566C_pos	13123.407831020753
RE0567C_neg	0.0
RE0567C_pos	13123.407831020753
RE0568C_neg	0.0
RE0568C_pos	13123.407831020753
RE0569C_pos	0.0
RE0569E_pos	5.258196293975831
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11875.711041588684
RE0577C_pos	3341.896494022019
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5210.380171443109
RE0583C_pos	7189.230506198141
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	16215.751714479993
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	25204.659092292106
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	34313.994583842155
RE0690X_pos	0.0
RE0691C_neg	32814.228528424836
RE0691C_pos	4072.88809354573
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.908266435199777
RE0702E_pos	15.734556738958824
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	18146.84211431541
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	25204.659092292106
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	312.0678869512501
RE0830N_pos	312.0678869512501
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	8185.916216225477
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	8185.916216225476
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.1071208281772673
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.357829809364578
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
RE0935C_neg	0.0
RE0935C_pos	0.0
RE0935E_neg	12.752126943561928
RE0935E_pos	10.8
RE0936C_neg	0.0
RE0936C_pos	0.0
RE0936E_neg	4.75
RE0936E_pos	4.75
RE0937C_neg	0.0
RE0937C_pos	0.0
RE0937E_neg	4.75
RE0937E_pos	4.75
RE0938C_neg	0.0
RE0938C_pos	0.0
RE0938E_neg	4.75
RE0938E_pos	6.609905102813697
RE0944C_neg	0.0
RE0944C_pos	0.0
RE0944E_neg	19.290012230769328
RE0944E_pos	4.275
RE0958C_neg	0.0
RE0958C_pos	0.0
RE0958E_neg	3.1071208281772673
RE0958E_pos	4.275
RE1062C_neg	0.0
RE1062C_pos	0.0
RE1062M_neg	0.0
RE1062M_pos	0.0
RE1063C_neg	0.0
RE1063C_pos	0.0
RE1064C_neg	0.0
RE1064C_pos	0.0
RE1077C_neg	0.0
RE1077C_pos	0.0
RE1096C_pos	0.0
RE1096M_pos	0.0
RE1096R_pos	0.0
RE1099C_neg	0.0
RE1099C_pos	0.0
RE1099G_neg	0.0
RE1099G_pos	0.0
RE1099L_neg	0.0
RE1099L_pos	0.0
RE1099R_neg	0.0
RE1099R_pos	0.0
RE1100C_neg	0.0
RE1100C_pos	8185.916216225476
RE1100G_neg	0.0
RE1100G_pos	0.0
RE1100L_neg	0.0
RE1100L_pos	0.0
RE1100R_neg	0.0
RE1100R_pos	0.0
RE1134C_pos	0.0
RE1134M_pos	0.0
RE1134R_pos	0.0
RE1135C_neg	0.0
RE1135C_pos	8185.916216225477
RE1135G_neg	0.0
RE1135G_pos	0.0
RE1135L_neg	0.0
RE1135L_pos	0.0
