	Ob-1012-a_S125_L007_R1_001
NOS1_pos	1381.1465646929767
NOS2_pos	1381.1465646929767
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4166.56670366968
NPTHLte_neg	0.0
NPTHLte_pos	7.46412327866111
NRPPHRSFt_pos	71254.325363149
NRPPHRSULT_pos	71254.325363149
NRPPHRVESSEC_pos	3425.2334850552024
NRPPHRt4_2_r_neg	1373.6158748046214
NRPPHRt4_2_r_pos	1352.827442761465
NRPPHRtu_neg	1314.6462779224005
NRPPHRtu_pos	1314.6462779224005
NRVNCCOAtx_neg	4940.079085882463
NRVNCCOAtx_pos	21.45109565590197
NRVNCCOAtxc_pos	4940.079085882463
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1184.065800536772
NRVNCt_pos	1192.890722184424
NS26T2g_pos	217.21342976856906
NS26Tg_pos	365.62044666387624
NT5C_pos	4126.293475762728
NTD10_pos	4317.579335545892
NTD11_pos	3890.2637009496348
NTD12_pos	0.0
NTD1_pos	3361.076889325428
NTD1m_pos	1703.0105481504559
NTD2_pos	4129.296683513863
NTD2e_pos	11622.225493363912
NTD2l_pos	0.0
NTD2m_pos	8852.686530135514
NTD3_pos	3473.8841652416495
NTD3l_pos	0.0
NTD4_pos	3315.804995744055
NTD4e_pos	21.690225041549848
NTD4l_pos	0.0
NTD5_pos	3333.5892572038774
NTD5l_pos	0.0
NTD5m_pos	1703.0105481504556
NTD6_pos	4123.122751979978
NTD6l_pos	0.0
NTD7_pos	3044.642663439832
NTD7e_pos	9272.068194416757
NTD7l_pos	0.0
NTD8_pos	3389.7361483681043
NTD8l_pos	0.0
NTD9_pos	4394.224142515475
NTD9e_pos	21.524425744330514
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.086202014830756
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3485.7694059716187
O16G1e_pos	19.47615252703825
O16G2e_pos	21.696927834583093
O2St_neg	4.009274556864919
O2St_pos	8712.16055932665
O2Stm_neg	8678.908434417837
O2Stm_pos	5.20755513532407
O2Stn_neg	0.0
O2Stn_pos	8765.04615814962
O2Stx_neg	0.0
O2Stx_pos	8704.769902130483
O2t_neg	15773.52531800601
O2t_pos	4386.598355957751
O2ter_neg	24487.271956162433
O2ter_pos	9938.447297370167
O2tm_neg	9610.722261248875
O2tm_pos	5201.673975716173
O2tn_neg	8765.04615814962
O2tn_pos	0.0
O2tp_neg	5439.447160401572
O2tp_pos	4440.636444924791
OAADC_pos	6401.08756064167
OAGD3te_neg	0.0
OAGD3te_pos	19114.718271575817
OAGD3tg_neg	19114.71827157581
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18382.484033353823
OAGT3tg_neg	18382.484033353823
OAGT3tg_pos	0.0
OBDHc_pos	4018.3818714010376
OCBTm_pos	11489.315896769813
OCCOAtm_pos	12321.326519909428
OCCOAtx_neg	23643.793667762962
OCCOAtx_pos	13722.69876080963
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23232.248545844115
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23232.24854584412
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23232.24854584412
OCDCAFATPc_pos	4150.9408104261265
OCDCAtr_neg	557.6990373799157
OCDCAtr_pos	566.5239590275676
OCDCEAtr_neg	557.6990373799157
OCDCEAtr_pos	566.5239590275676
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1928.8275511944857
OCT11EFATP_pos	23232.248545844122
OCTAt_neg	0.0
OCTAt_pos	8840.376166671736
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.741320419861827
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15363.413292631698
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15363.413292631696
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15363.413292631698
OCTDECE1CRNe_pos	15363.413292631698
ODECOAtx_neg	21.451095655901977
ODECOAtx_pos	0.0
OIVD1m_pos	10314.754605881228
OIVD2m_pos	11821.67192924377
OIVD3m_pos	9236.77656321975
OLEICFATPtc_pos	4206.634768024714
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.46412327866111
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19665.072852008285
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15604.719102356043
OMHPALTD_neg	0.0
OMHPALTD_pos	29527.41850510877
OMPDC_pos	10093.53026292092
ONPTHLte_neg	7.46412327866111
ONPTHLte_pos	0.0
OPAHir_pos	5651.566445105502
ORETNF2_pos	1487.9050915539065
ORETNF_pos	1471.996297517003
ORETNtn2_neg	0.0
ORETNtn2_pos	1487.9050915539065
ORETNtn_neg	0.0
ORETNtn_pos	1471.996297517003
ORNALArBATtc_pos	1011.8455339634224
ORNDC_pos	11722.811332052952
ORNLEUrBATtc_pos	1011.8455339634224
ORNTArm_neg	9569.0451114078
ORNTArm_pos	26.004117227548786
ORNt3m_neg	314.53599723504476
ORNt3m_pos	314.53599723504476
ORNt4m_neg	314.53599723504476
ORNt4m_pos	314.53599723504476
ORNtiDF_pos	954.7067459279922
OROTGLUt_neg	3682.7626407575535
OROTGLUt_pos	2138.474806418186
ORPT_neg	10093.53026292092
ORPT_pos	0.0
OXAHCOtex_pos	840.5250124799895
OXAtp_pos	12389.155202558894
P45011A1m_pos	60873.07074532324
P45011B11m_pos	54024.82877688405
P45011B12m_pos	51433.14193449578
P45011B21m_pos	52984.37805326202
P45017A1r_pos	54131.98218435299
P45017A2r_pos	54131.98218435299
P45017A3r_pos	54131.98218435299
P45017A4r_pos	54131.982184353
P45019A1r_pos	51058.16290146021
P45019A2r_pos	51255.227188740966
P4501B1r_pos	50309.12556177836
P45021A1r_pos	54024.82877688405
P45021A2r_pos	51433.141934495805
P45027A11m_pos	64516.970950370116
P45027A12m_pos	7306.59819660852
P45027A13m_pos	7306.59819660852
P45027A14m_pos	65507.85146646301
P45027A15m_pos	7119.785281636357
P45027A16m_pos	7276.846577116454
P45027A1m_pos	2192.3607911200215
P4502A6_pos	7.46412327866111
P4502C18_pos	7.894470317883616
P4502C19_pos	7.46412327866111
P4502C8_pos	7.46412327866111
P4502C92_pos	7.46412327866111
P4502C93_pos	7.46412327866111
P4502C94_pos	7.46412327866111
P4502C9_pos	7.46412327866111
P4502D6_pos	7.46412327866111
P4502E1_pos	14.052303098778536
P4502F1_pos	7.464123278661109
P45039A1r_pos	53539.41082423023
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.46412327866111
P4503A7r_pos	51897.76213791735
P45046A1r_pos	53539.41082423023
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.90786281537361
P4504F81r_pos	0.0
P4507A1r_pos	11464.045542633356
P4507B11r_pos	53652.33622831722
P4507B12r_pos	53646.085065506675
P4508B11r_pos	64674.32078859052
P4508B13r_pos	64516.970950370145
P450LTB4r_pos	0.0
P450SCC1m_neg	2192.3607911200215
P450SCC1m_pos	55686.0211952087
P5CDm_pos	1154.9650137549193
P5CR_pos	470.54747260498056
P5CRm_pos	684.0287052330558
P5CRxm_pos	529.6601041813998
PACCOAL_pos	18654.899683870553
PAFH_pos	4185.9915747727355
PAFHe_pos	6431.86574947072
PAFS_pos	4185.9915747727355
PAFt_neg	6435.001685952727
PAFt_pos	6.801263055240954
PAIL45P_HStn_neg	6802.535728716313
PAIL45P_HStn_pos	7931.0318173868345
PAIL4P_HStn_neg	4910.160543748897
PAIL4P_HStn_pos	5456.060319602575
PAIL_HStn_neg	7920.295640377878
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8387.66633773472
PAN4PP_pos	4108.596587032259
PAN4PPe_pos	5657.297254976105
PAPStg_neg	0.0
PAPStg_pos	37912.02609418518
PAPtg_pos	37912.02609418519
PA_HSter_neg	5490.827262579007
PA_HSter_pos	0.0
PA_HStg_neg	5490.827262579007
PA_HStg_pos	0.0
PA_HStn_neg	17129.648074994493
PA_HStn_pos	0.0
PCFLOPm_pos	10094.388538662222
PCHOLHSTDe_pos	10362.229159021554
PCHOLP_hs_pos	668.22616635923
PCHOLPg_hs_pos	5490.827262579007
PCHOLPm_hs_pos	13302.604355470548
PCHOLPr_hs_pos	5490.827262579007
PCHOL_HSter_neg	5707.463295543875
PCHOL_HSter_pos	5490.827262579007
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5490.827262579007
PCLAD_pos	46.69765869899697
PCREATtmdiffir_pos	3572.5543681738736
PCRNtc_pos	4684.6598217744295
PCRNtm_pos	1571.3244737932337
PCm_pos	5359.500203996128
PCt_pos	11945.316211590994
PDE1_pos	3283.340968280034
PDE1g_pos	0.0
PDE4_pos	3284.2074053426286
PDE4g_pos	0.0
PDE4n_pos	10920.849035401548
PDHm_pos	6374.944957694937
PDX5PO_pos	4111.547019098068
PDXPP_pos	3861.338047145728
PEAMNO_pos	18654.89968387055
PECDCHe_pos	5009.86897426546
PECGCHLe_pos	14241.731614925498
PECGONCOATr_pos	0.0
PECTCHLe_pos	15329.017346180763
PEFLIP_pos	4100.373494184606
PEFLIPm_pos	4406.571060866586
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5633.714915758192
PEPCKm_pos	8577.955175709172
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.46412327866111
PERILLYLte_pos	0.0
PEROXx_pos	45.77485375515993
PETHCT_pos	4044.271121516264
PETOHMm_hs_pos	10094.388538662222
PETOHMr_hs_pos	5707.463295543875
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4406.571060866587
PE_HStm_pos	10094.388538662222
PEt_neg	4100.373494184606
PEt_pos	3325.0
PFK26_pos	3266.482675560552
PFK_pos	550.6995518872839
PGCD_pos	2701.772788765705
PGDI_neg	2.5914324482876587
PGDI_pos	135.2959807083128
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.126949644949442
PGISr_pos	161.03204454191655
PGI_neg	4859.457451730385
PGI_pos	5620.053778797973
PGK_neg	2701.772788765705
PGK_pos	5005.426243225976
PGLYCP_pos	0.0
PGLYCt_neg	13476.202431555006
PGLYCt_pos	223.15104104852048
PGL_pos	6397.285671421498
PGLc_pos	31297.808649921506
PGLer_pos	11167.842060894734
PGMT_neg	3670.352735989111
PGMT_pos	5061.92032492389
PGM_neg	3495.3445918303123
PGM_pos	7244.499951601163
PGPPT_pos	13476.20243155501
PGPP_hs_pos	13476.20243155501
PGS_pos	118.61550098232351
PGSr_pos	161.03204454191655
PHACCOAGLNAC_pos	18654.899683870553
PHCDm_pos	359.33361480657527
PHCHGSm_neg	0.0
PHCHGSm_pos	1309.333614806575
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18654.89968387055
PHEATB0tc_pos	1417.5179819301045
PHEMEe_pos	313.7531412176711
PHEMEt_pos	313.7531412176711
PHEMEtm_neg	0.0
PHEMEtm_pos	14422.653153831609
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	266.1879315533574
PHEt4_pos	393.1326928942584
PHEtec_neg	393.1326928942584
PHEtec_pos	490.97117539918776
PHEyLATthc_pos	705.4243668800148
PHYCBOXL_pos	18654.89968387055
PHYHx_pos	45.774853755159945
PHYQt_pos	4940.079085882463
PHYTt_neg	0.0
PHYTt_pos	45.77485375515994
PI345P3P_pos	3299.8466733835558
PI345P3Pn_pos	9883.314532292658
PI345P5P_pos	3353.5000301820087
PI345P5Pn_pos	10685.172887945926
PI34P3Pn_pos	10685.172887945926
PI34P4Pn_pos	10685.172887945928
PI34P5K_pos	3353.5000301820082
PI34P5Kn_pos	10685.17288794593
PI3P3Pn_pos	3023.328838950303
PI3P4K_pos	7884.904765932083
PI3P4Kn_pos	10685.17288794593
PI3P5K_pos	3688.2689291574397
PI45P3K_pos	3299.8466733835558
PI45P3Kn_pos	9883.314532292658
PI45P4P_pos	4120.295640377875
PI45P5P_pos	3333.5675461031447
PI45P5Pn_pos	3800.0
PI45PLC_pos	8692.543515317555
PI45PLCn_pos	0.0
PI4P3K_pos	6786.780589885422
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10685.172887945928
PI4P5K_pos	3333.5675461031437
PI4P5Kn_pos	9732.9667600003
PI4PLC_pos	7317.077848523202
PI4PLCn_pos	17813.33493651839
PI4PP_pos	4120.295640377874
PI5P3K_pos	3334.6726010787097
PI5P3Ker_pos	0.0
PI5P4K_pos	4120.2956403778735
PI5P4Kn_pos	10131.698895642141
PIACGT_pos	50.802904579534044
PIK3_pos	4098.647976928666
PIK3er_pos	7740.305043350773
PIK3n_pos	10576.166409202113
PIK4_pos	4120.295640377874
PIK4n_pos	10530.43103128399
PIK5_pos	4452.244305007395
PIK5n_pos	10131.698895642145
PIPLC_pos	3745.3620120948344
PIPLCn_pos	18417.065256587746
PIt7_neg	486.6441289649976
PIt7_pos	507.4728456086346
PIt8_neg	293.8071111841486
PIt8_pos	486.6441289649976
PIt9_neg	1071.061321540225
PIt9_pos	1071.061321540225
PIter_neg	352.9459529274481
PIter_pos	2017.648650975816
PItg_pos	6269.46993581249
PItn_neg	4351.267864358157
PItn_pos	5997.57205447259
PItx_neg	4505.622140824231
PItx_pos	0.0
PLA2_2_pos	9977.859291358309
PLA2_2e_pos	11461.308931588896
PLA2_pos	0.0
PMANM_neg	17072.380937674257
PMANM_pos	0.0
PMEVKc_pos	19904.092388082427
PMEVKx_pos	18094.39236836058
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33570.13283941576
PMTCOAFABP1tc_pos	13472.966736479075
PMTCOAtx_neg	3070.3471218650348
PMTCOAtx_pos	5021.704637838064
PNP_neg	7880.772671438576
PNP_pos	0.0
PNTEH_pos	14169.482347317544
PNTEHe_pos	6134.943947601879
PNTK_pos	14133.614747662437
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4133.138216253367
PNTOt5le_pos	4148.4784847754945
PNTOte_neg	2049.662713869272
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3307.6869325999437
PPA_pos	5772.005146720371
PPAer_pos	8745.402735162863
PPAm_pos	3456.0656786376394
PPAn_pos	13787.67337792097
PPAt_pos	1519.7405927347445
PPAtm_pos	5824.6986169938555
PPBNGS_pos	14422.653153831612
PPCDC_pos	3981.49243946907
PPCOACm_pos	4203.120143193205
PPCOAOm_pos	12428.59431184192
PPD2CSPp_pos	48.49935690427952
PPDOx_pos	1044.5875838295487
PPDOy_pos	392.4173353101437
PPItm_neg	5912.232560527055
PPItm_pos	3817.8772768132635
PPItr_neg	2017.648650975816
PPItr_pos	2017.648650975816
PPItx_neg	6631.823550700512
PPItx_pos	4505.622140824231
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4411.7175638948065
PPM_pos	2989.6383769273853
PPNCL3_pos	14133.614747662441
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14422.653153831607
PPPGOm_pos	14422.65315383161
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20367.91916018538
PRASCS_neg	0.0
PRASCS_pos	20367.919160185374
PRDX_pos	6556.519751766768
PRDXl_pos	11970.562828003824
PRFGS_pos	20367.91916018537
PRGNLONESULT_pos	7086.67208710636
PRGNLONEtm_neg	60873.07074532324
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54131.98218435299
PRGSTRNt_neg	60873.07074532323
PRGSTRNt_pos	6.209731083616717
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.77485375515993
PRISTCOAtcx_pos	4940.079085882463
PRISTCOAtx_neg	6925.901652318469
PRISTCOAtx_pos	4940.079085882462
PRISTtx_neg	47.69414773878842
PRISTtx_pos	6925.901652318469
PRO1x_pos	470.54747260498056
PRO1xm_pos	529.6601041813998
PROAKGOX1r_pos	0.0
PROD2_pos	1420.5474726049806
PROD2m_pos	4101.360821251262
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1437.3822405942383
PRODt2r_pos	1428.5573189465863
PROGLYPEPT1tc_pos	9248.336471961546
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9248.336471961546
PROIMINOtc_pos	1491.215958816239
PROSTGD2t_neg	641.0729383397155
PROSTGD2t_pos	641.0729383397155
PROSTGE1t3_pos	3484.7312838849134
PROSTGE1t_neg	641.0729383397155
PROSTGE1t_pos	641.0729383397155
PROSTGE2t2_neg	366.4989229894905
PROSTGE2t2_pos	369.44056353870775
PROSTGE2t3_pos	3424.0169357574796
PROSTGE2t_neg	369.44056353870775
PROSTGE2t_pos	366.4989229894905
PROSTGF2t_neg	529.4768576548365
PROSTGF2t_pos	529.4768576548365
PROSTGH2t_neg	1426.4518774103267
PROSTGH2t_pos	1426.4518774103267
PROSTGI2t_neg	1426.4518774103267
PROSTGI2t_pos	1426.4518774103267
PROSTGI2tr_neg	161.03204454191655
PROSTGI2tr_pos	6.126949644949442
PRO_Dtde_neg	1437.3822405942383
PRO_Dtde_pos	1428.5573189465863
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	421.09356762969753
PROt2r_pos	886.8390995940958
PROt4_2_r_neg	1200.6865980693076
PROt4_2_r_pos	1321.4048793759168
PROt4_pos	421.09356762969753
PRPNCOAHYDm_pos	12424.140220549252
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4166.5667036696805
PRPPS_pos	3802.8017687703054
PSDm_hs_pos	18281.867995528253
PSERT_pos	2701.772788765705
PSFLIP_pos	4406.537720743607
PSFLIPm_pos	18281.867995528253
PSP_L_pos	2701.772788765705
PSSA1_hs_neg	668.22616635923
PSSA1_hs_pos	4021.8578048660256
PSSA2_hs_neg	16176.813635840763
PSSA2_hs_pos	4044.271121516264
PSYGCHe_pos	13686.231546406038
PSYTCHe_pos	14895.053583639406
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4406.571060866586
PSt3_pos	6.343289258198419
PTCRTD_neg	14070.017794378484
PTCRTD_pos	15.32152128975591
PTDCACRNCPT1_pos	28.44507606317377
PTDCACRNCPT2_pos	28.44507606317377
PTDCACRNt_pos	28.44507606317377
PTDCAt_neg	0.0
PTDCAt_pos	28.445076063173772
PTE2x_pos	0.0
PTE3x_pos	6559.692598802799
PTE4x_pos	6631.823550700512
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3259.5184347436866
PTPATe_neg	13027.548641980346
PTPATe_pos	22300.008617325893
PTRCAT1_pos	0.0
PTRCOX1_pos	12349.189580417407
PUNP1_neg	5939.706194682362
PUNP1_pos	2991.055405062756
PUNP2_neg	6585.102490008139
PUNP2_pos	5127.900601367573
PUNP3_neg	7644.051856498219
PUNP3_pos	1473.1143947827363
PUNP4_neg	7286.3073051566735
PUNP4_pos	6021.753966766517
PUNP5_neg	4744.646282636873
PUNP5_pos	3635.8068801958802
PUNP6_neg	0.0
PUNP6_pos	7325.201476748982
PUNP7_neg	1473.1143947827363
PUNP7_pos	3881.4066592518525
PVD3_neg	10897.600577476423
PVD3_pos	76057.34096551206
PYAM5POr_pos	4111.547019098068
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	3861.3380471457276
PYDAMtr_neg	0.0
PYDAMtr_pos	10114.704836311716
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	7971.384354474524
PYDXK_pos	3861.3380471457285
PYDXNK_pos	3861.338047145728
PYDXNtr_neg	0.0
PYDXNtr_pos	9066.025478661795
PYDXPP_pos	3861.3380471457276
PYDXtr_neg	0.0
PYDXtr_pos	7849.137283355228
PYK_pos	367.9316405627869
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	7898.972440775814
PYNP2r_pos	4870.802721454706
PYRt2m_neg	1246.142682758429
PYRt2m_pos	1246.142682758429
PYRt2p_neg	2538.8046537678188
PYRt2p_pos	2538.8046537678188
PYRt2r_neg	395.9634413056079
PYRt2r_pos	395.9634413056079
Q10H2e_neg	0.0
Q10H2e_pos	5521.20256722256
QUILSYN_pos	0.0
RADH2_pos	815.5193419445843
RADH3_pos	940.0416914446452
RADH4_pos	926.9655894372542
RADH_pos	815.919618616085
RAHY_pos	1623.830473438462
RAI1_neg	2196.163004979933
RAI1_pos	2196.163004979933
RAI2_neg	2196.163004979933
RAI2_pos	2196.163004979933
RAI3_neg	926.9655894372542
RAI3_pos	1198.6300915539064
RAI4_neg	1680.7550915539064
RAI4_pos	1664.8462975170028
RAtn3_neg	0.0
RAtn3_pos	1198.6300915539066
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3345.6317221689073
RBK_D_pos	0.0
RBK_pos	5582.898873612948
RBTt_pos	6397.518007083365
RDH1_neg	443.23412245107517
RDH1_pos	2196.163004979933
RDH1a_pos	443.23412245107517
RDH2_neg	497.1244380110194
RDH2_pos	2196.163004979933
RDH2a_pos	497.1244380110194
RDH3_neg	497.1244380110194
RDH3_pos	2196.163004979933
RDH3a_pos	497.1244380110194
RDH4_neg	0.0
RDH4_pos	926.965589437254
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5277.531850669098
RE0344C_pos	3194.5637681466105
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12275.232329037994
RE0383C_pos	5302.860799576176
RE0452M_neg	7617.396576623785
RE0452M_pos	29419.939373040805
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1143.032843708821
RE0453C_pos	1143.032843708821
RE0453M_neg	9289.937912634712
RE0453M_pos	28811.725384515463
RE0453N_neg	293.0933119914636
RE0453N_pos	293.0933119914636
RE0456M_neg	8852.686530135514
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.00319773509423
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12590.211501868931
RE0566C_neg	0.0
RE0566C_pos	12590.211501868933
RE0567C_neg	0.0
RE0567C_pos	12590.211501868933
RE0568C_neg	0.0
RE0568C_pos	12590.211501868931
RE0569C_pos	0.0
RE0569E_pos	5.25721537767075
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11437.661225901446
RE0577C_pos	3208.09720316317
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5043.45650728433
RE0583C_pos	7061.882939295883
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	15793.125848510952
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	24516.444337008703
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33142.803878052815
RE0690X_pos	0.0
RE0691C_neg	31746.471762905298
RE0691C_pos	4021.255731916681
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.815289976684414
RE0702E_pos	15.340488590075013
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	17740.737264907017
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	24516.444337008703
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	290.99082011053224
RE0830N_pos	290.99082011053224
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	7909.237993756428
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	7909.237993756427
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.1041451250953243
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.349059316070431
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
RE0935C_neg	0.0
RE0935C_pos	0.0
RE0935E_neg	12.734742572925315
RE0935E_pos	10.8
RE0936C_neg	0.0
RE0936C_pos	0.0
RE0936E_neg	4.75
RE0936E_pos	4.75
RE0937C_neg	0.0
RE0937C_pos	0.0
RE0937E_neg	4.75
RE0937E_pos	4.75
RE0938C_neg	0.0
RE0938C_pos	0.0
RE0938E_neg	4.75
RE0938E_pos	6.533589689358391
RE0944C_neg	0.0
RE0944C_pos	0.0
RE0944E_neg	19.261194895659987
RE0944E_pos	4.275
RE0958C_neg	0.0
RE0958C_pos	0.0
RE0958E_neg	3.1041451250953243
RE0958E_pos	4.275
RE1062C_neg	0.0
RE1062C_pos	0.0
RE1062M_neg	0.0
RE1062M_pos	0.0
RE1063C_neg	0.0
RE1063C_pos	0.0
RE1064C_neg	0.0
RE1064C_pos	0.0
RE1077C_neg	0.0
RE1077C_pos	0.0
RE1096C_pos	0.0
RE1096M_pos	0.0
RE1096R_pos	0.0
RE1099C_neg	0.0
RE1099C_pos	0.0
RE1099G_neg	0.0
RE1099G_pos	0.0
RE1099L_neg	0.0
RE1099L_pos	0.0
RE1099R_neg	0.0
RE1099R_pos	0.0
RE1100C_neg	0.0
RE1100C_pos	7909.237993756431
RE1100G_neg	0.0
RE1100G_pos	0.0
