	Ob.911.a_S124_L007_R1_001
PAN4PPe_pos	5645.649544905159
PAPStg_neg	0.0
PAPStg_pos	37691.59989058069
PAPtg_pos	37691.59989058069
PA_HSter_neg	5501.251619719848
PA_HSter_pos	0.0
PA_HStg_neg	5501.251619719848
PA_HStg_pos	0.0
PA_HStn_neg	17162.526852106705
PA_HStn_pos	0.0
PCFLOPm_pos	10005.257911228553
PCHOLHSTDe_pos	10367.71996210973
PCHOLP_hs_pos	697.7567882035538
PCHOLPg_hs_pos	5501.251619719848
PCHOLPm_hs_pos	13313.21439500764
PCHOLPr_hs_pos	5501.251619719848
PCHOL_HSter_neg	5705.0956756234045
PCHOL_HSter_pos	5501.251619719848
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5501.251619719848
PCLAD_pos	46.67674331552154
PCREATtmdiffir_pos	3582.1930659274894
PCRNtc_pos	4694.389345973876
PCRNtm_pos	1575.8349799209104
PCm_pos	5373.205020621185
PCt_pos	11929.691390078471
PDE1_pos	3258.8263016790243
PDE1g_pos	0.0
PDE4_pos	3261.3742985383988
PDE4g_pos	0.0
PDE4n_pos	10829.486020435275
PDHm_pos	6353.906783892117
PDX5PO_pos	4138.103957274997
PDXPP_pos	3895.568375210656
PEAMNO_pos	18614.195172210133
PECDCHe_pos	5034.200095892863
PECGCHLe_pos	14188.565352123931
PECGONCOATr_pos	0.0
PECTCHLe_pos	15086.722355919881
PEFLIP_pos	4072.4703202509454
PEFLIPm_pos	4337.723471100288
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5635.990226369301
PEPCKm_pos	8579.454449764016
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.464809818286433
PERILLYLte_pos	0.0
PEROXx_pos	45.752235340504335
PETHCT_pos	4044.688067951819
PETOHMm_hs_pos	10005.257911228553
PETOHMr_hs_pos	5705.095675623404
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4337.723471100288
PE_HStm_pos	10005.257911228551
PEt_neg	4072.470320250945
PEt_pos	3325.0
PFK26_pos	3231.189964027585
PFK_pos	537.6917530649482
PGCD_pos	2897.0965359850125
PGDI_neg	2.5760722217137815
PGDI_pos	134.96370754986623
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.149406812792755
PGISr_pos	161.8383658952329
PGI_neg	4831.576087464638
PGI_pos	5603.680991959064
PGK_neg	2897.0965359850125
PGK_pos	4916.350184062644
PGLYCP_pos	0.0
PGLYCt_neg	13411.265138128474
PGLYCt_pos	221.2833749690574
PGL_pos	6370.647065458763
PGLc_pos	31119.04167326731
PGLer_pos	11143.5473706607
PGMT_neg	3638.516683672573
PGMT_pos	5046.937753714152
PGM_neg	3463.2701363502047
PGM_pos	7387.905757349058
PGPPT_pos	13411.265138128472
PGPP_hs_pos	13411.265138128472
PGS_pos	118.54101388058693
PGSr_pos	161.83836589523293
PHACCOAGLNAC_pos	18614.195172210137
PHCDm_pos	355.541511229668
PHCHGSm_neg	0.0
PHCHGSm_pos	1305.5415112296682
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18614.195172210137
PHEATB0tc_pos	1416.4023612394103
PHEMEe_pos	321.2928819170569
PHEMEt_pos	321.2928819170569
PHEMEtm_neg	0.0
PHEMEtm_pos	14407.15859479689
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	260.7891257298397
PHEt4_pos	391.69016844694625
PHEtec_neg	391.69016844694625
PHEtec_pos	474.3818651787361
PHEyLATthc_pos	706.4431934305094
PHYCBOXL_pos	18614.195172210133
PHYHx_pos	45.752235340504335
PHYQt_pos	4907.84534406554
PHYTt_neg	0.0
PHYTt_pos	45.752235340504335
PI345P3P_pos	3268.205618346176
PI345P3Pn_pos	9907.006356408954
PI345P5P_pos	3319.408671076027
PI345P5Pn_pos	10709.626429401518
PI34P3Pn_pos	10709.62642940152
PI34P4Pn_pos	10709.62642940152
PI34P5K_pos	3319.4086710760275
PI34P5Kn_pos	10709.626429401516
PI3P3Pn_pos	3023.1861585126776
PI3P4K_pos	7824.39927880577
PI3P4Kn_pos	10709.626429401518
PI3P5K_pos	3658.9439201796854
PI45P3K_pos	3268.205618346176
PI45P3Kn_pos	9907.006356408956
PI45P4P_pos	4088.743035704
PI45P5P_pos	3301.744796213249
PI45P5Pn_pos	3800.0
PI45PLC_pos	8660.886019393974
PI45PLCn_pos	0.0
PI4P3K_pos	6726.022740761527
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10709.62642940152
PI4P5K_pos	3301.7447962132496
PI4P5Kn_pos	9756.75049537436
PI4PLC_pos	7286.828881484362
PI4PLCn_pos	17827.306097656867
PI4PP_pos	4088.743035704
PI5P3K_pos	3307.080072234513
PI5P3Ker_pos	0.0
PI5P4K_pos	4088.743035704
PI5P4Kn_pos	10155.872212104441
PIACGT_pos	50.693428596296634
PIK3_pos	4067.421033032608
PIK3er_pos	7683.153069539956
PIK3n_pos	10600.599925333123
PIK4_pos	4088.743035704
PIK4n_pos	10554.993928834525
PIK5_pos	4419.284880977781
PIK5n_pos	10155.872212104441
PIPLC_pos	3746.95951052791
PIPLCn_pos	18457.082154260974
PIt7_neg	481.6906426699755
PIt7_pos	503.63011077391786
PIt8_neg	299.5730379831714
PIt8_pos	481.6906426699755
PIt9_neg	1069.6704354721217
PIt9_pos	1069.6704354721217
PIter_neg	345.07064648563255
PIter_pos	2015.023548828544
PItg_pos	6250.067698776931
PItn_neg	4350.878283269918
PItn_pos	5982.014277603005
PItx_neg	4482.605888941835
PItx_pos	0.0
PLA2_2_pos	9938.117067890218
PLA2_2e_pos	11441.253996440135
PLA2_pos	0.0
PMANM_neg	17014.482965807656
PMANM_pos	0.0
PMEVKc_pos	19832.212167817514
PMEVKx_pos	18051.972539595587
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33556.272081740884
PMTCOAFABP1tc_pos	13448.036574774223
PMTCOAtx_neg	3072.993066660348
PMTCOAtx_pos	5034.09168339457
PNP_neg	7780.404180747189
PNP_pos	0.0
PNTEH_pos	14119.682283267028
PNTEHe_pos	6130.640790144826
PNTK_pos	14088.057746507233
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4083.7771893069857
PNTOt5le_pos	4096.3038074210335
PNTOte_neg	2055.008294074003
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3281.3999411960103
PPA_pos	5717.627854627497
PPAer_pos	8685.748470524217
PPAm_pos	3450.9884102109177
PPAn_pos	13673.532564203793
PPAt_pos	1502.7674807697815
PPAtm_pos	6055.780516591027
PPBNGS_pos	14407.158594796889
PPCDC_pos	3968.4031961075666
PPCOACm_pos	4202.4283305350555
PPCOAOm_pos	12409.912456998956
PPD2CSPp_pos	48.48052916171711
PPDOx_pos	1043.26716848972
PPDOy_pos	387.29223830733804
PPItm_neg	5836.232844570891
PPItm_pos	3807.817928731254
PPItr_neg	2015.023548828544
PPItr_pos	2015.023548828544
PPItx_neg	6616.949952398614
PPItx_pos	4482.605888941834
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4398.3033874896455
PPM_pos	2956.487222965122
PPNCL3_pos	14088.057746507235
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14407.15859479689
PPPGOm_pos	14407.15859479689
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20161.76012126694
PRASCS_neg	0.0
PRASCS_pos	20161.760121266943
PRDX_pos	6531.0620380348655
PRDXl_pos	11621.534267068018
PRFGS_pos	20161.76012126695
PRGNLONESULT_pos	7014.5877441810135
PRGNLONEtm_neg	60749.479386114755
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54000.910684348855
PRGSTRNt_neg	60749.47938611476
PRGSTRNt_pos	6.204642728012454
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.75223534050434
PRISTCOAtcx_pos	4907.84534406554
PRISTCOAtx_neg	6932.812801653781
PRISTCOAtx_pos	4907.84534406554
PRISTtx_neg	47.672273456672116
PRISTtx_pos	6932.81280165378
PRO1x_pos	459.69033088084586
PRO1xm_pos	618.5546101482216
PROAKGOX1r_pos	0.0
PROD2_pos	1409.6903308808457
PROD2m_pos	4185.902320786101
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1452.7037284567482
PRODt2r_pos	1450.5599016132912
PROGLYPEPT1tc_pos	9241.715159138315
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9241.715159138315
PROIMINOtc_pos	1517.1427840957094
PROSTGD2t_neg	648.084728858322
PROSTGD2t_pos	648.084728858322
PROSTGE1t3_pos	3423.0083947381827
PROSTGE1t_neg	648.084728858322
PROSTGE1t_pos	648.084728858322
PROSTGE2t2_neg	372.0262867069164
PROSTGE2t2_pos	372.7408956547354
PROSTGE2t3_pos	3360.420275238932
PROSTGE2t_neg	372.7408956547354
PROSTGE2t_pos	372.0262867069164
PROSTGF2t_neg	535.0568184686113
PROSTGF2t_pos	535.0568184686113
PROSTGH2t_neg	1430.507463959909
PROSTGH2t_pos	1430.507463959909
PROSTGI2t_neg	1430.507463959909
PROSTGI2t_pos	1430.507463959909
PROSTGI2tr_neg	161.8383658952329
PROSTGI2tr_pos	6.149406812792755
PRO_Dtde_neg	1452.7037284567482
PRO_Dtde_pos	1450.559901613291
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	436.69003398310406
PROt2r_pos	884.636652935716
PROt4_2_r_neg	1073.975663345574
PROt4_2_r_pos	1205.9499341361584
PROt4_pos	436.69003398310406
PRPNCOAHYDm_pos	12405.525409911193
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4134.745470280363
PRPPS_pos	3780.6238927998265
PSDm_hs_pos	18142.012066937645
PSERT_pos	2897.0965359850125
PSFLIP_pos	4337.7234711002875
PSFLIPm_pos	18142.012066937645
PSP_L_pos	2897.0965359850125
PSSA1_hs_neg	697.7567882035538
PSSA1_hs_pos	4022.8855305005673
PSSA2_hs_neg	16064.850592215966
PSSA2_hs_pos	4044.688067951819
PSYGCHe_pos	13592.828571866741
PSYTCHe_pos	14641.528547363896
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4337.723471100289
PSt3_pos	6.364464865238515
PTCRTD_neg	14066.511726150662
PTCRTD_pos	15.134002457332079
PTDCACRNCPT1_pos	28.46986841431998
PTDCACRNCPT2_pos	28.46986841431998
PTDCACRNt_pos	28.46986841431998
PTDCAt_neg	0.0
PTDCAt_pos	28.46986841431998
PTE2x_pos	0.0
PTE3x_pos	6551.319524991552
PTE4x_pos	6616.949952398615
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3234.734119856151
PTPATe_neg	12932.132439355102
PTPATe_pos	22235.926942387225
PTRCAT1_pos	0.0
PTRCOX1_pos	12226.196321008269
PUNP1_neg	6061.08439002511
PUNP1_pos	2957.92412402532
PUNP2_neg	6536.096720871478
PUNP2_pos	5231.021339060026
PUNP3_neg	7811.519141611523
PUNP3_pos	1472.018772627012
PUNP4_neg	7255.837205337042
PUNP4_pos	6194.518550644014
PUNP5_neg	4711.678478598411
PUNP5_pos	3603.7573243394945
PUNP6_neg	0.0
PUNP6_pos	7366.065714532754
PUNP7_neg	1472.018772627012
PUNP7_pos	3858.935475485336
PVD3_neg	10878.547089836924
PVD3_pos	75792.07117199663
PYAM5POr_pos	4138.103957274997
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	3895.5683752106565
PYDAMtr_neg	0.0
PYDAMtr_pos	10061.575016446877
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	7938.504933457635
PYDXK_pos	3895.568375210657
PYDXNK_pos	3895.5683752106565
PYDXNtr_neg	0.0
PYDXNtr_pos	9034.630928565828
PYDXPP_pos	3895.5683752106565
PYDXtr_neg	0.0
PYDXtr_pos	7817.963242728331
PYK_pos	368.7403632073654
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	7801.644654682541
PYNP2r_pos	5009.100058823326
PYRt2m_neg	1243.4618532497825
PYRt2m_pos	1243.4618532497825
PYRt2p_neg	2541.779995540492
PYRt2p_pos	2541.779995540492
PYRt2r_neg	394.40297500894303
PYRt2r_pos	394.40297500894303
Q10H2e_neg	0.0
Q10H2e_pos	5510.166642402757
QUILSYN_pos	0.0
RADH2_pos	814.6090999590923
RADH3_pos	937.5276771224895
RADH4_pos	925.3294871165251
RADH_pos	815.1957877462497
RAHY_pos	1624.751576690022
RAI1_neg	2184.42931288173
RAI1_pos	2184.42931288173
RAI2_neg	2184.42931288173
RAI2_pos	2184.42931288173
RAI3_neg	925.3294871165249
RAI3_pos	1197.8770067565363
RAI4_neg	1680.002006756536
RAI4_pos	1664.7753857022835
RAtn3_neg	0.0
RAtn3_pos	1197.877006756536
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3309.537703610228
RBK_D_pos	0.0
RBK_pos	5532.02856621662
RBTt_pos	6388.936474222002
RDH1_neg	434.91992776024506
RDH1_pos	2184.42931288173
RDH1a_pos	434.91992776024506
RDH2_neg	486.51652437930096
RDH2_pos	2184.42931288173
RDH2a_pos	486.51652437930096
RDH3_neg	486.51652437930096
RDH3_pos	2184.42931288173
RDH3a_pos	486.51652437930096
RDH4_neg	0.0
RDH4_pos	925.3294871165251
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5256.098142573788
RE0344C_pos	3169.114497423919
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12031.4212861075
RE0383C_pos	5293.4149707168635
RE0452M_neg	7533.19466606871
RE0452M_pos	29454.136061730485
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1144.2776474133789
RE0453C_pos	1144.2776474133789
RE0453M_neg	9237.104704394917
RE0453M_pos	28818.3212306566
RE0453N_neg	294.8096892956539
RE0453N_pos	294.8096892956539
RE0456M_neg	8790.0662405263
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.035679504134208
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12571.447692858836
RE0566C_neg	0.0
RE0566C_pos	12571.447692858836
RE0567C_neg	0.0
RE0567C_pos	12571.447692858837
RE0568C_neg	0.0
RE0568C_pos	12571.447692858836
RE0569C_pos	0.0
RE0569E_pos	5.256891680646744
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11448.610941293116
RE0577C_pos	3182.1335092123086
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5026.7875213244315
RE0583C_pos	7056.065314398339
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	15804.338919772885
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	24503.11491360933
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33106.97277594129
RE0690X_pos	0.0
RE0691C_neg	31605.085866903657
RE0691C_pos	4021.3932053182098
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.816316939310128
RE0702E_pos	15.386947053209504
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	17748.566094149304
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	24503.11491360933
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	286.8496443646317
RE0830N_pos	286.8496443646317
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	7853.791897335808
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	7853.791897335806
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.1040955639863306
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.348913241222871
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
RE0935C_neg	0.0
RE0935C_pos	0.0
RE0935E_neg	12.734453031709615
RE0935E_pos	10.8
RE0936C_neg	0.0
RE0936C_pos	0.0
RE0936E_neg	4.75
RE0936E_pos	4.75
RE0937C_neg	0.0
RE0937C_pos	0.0
RE0937E_neg	4.75
RE0937E_pos	4.75
RE0938C_neg	0.0
RE0938C_pos	0.0
RE0938E_neg	4.75
RE0938E_pos	6.516186663803022
RE0944C_neg	0.0
RE0944C_pos	0.0
RE0944E_neg	19.260714935446572
RE0944E_pos	4.275
RE0958C_neg	0.0
RE0958C_pos	0.0
RE0958E_neg	3.1040955639863306
RE0958E_pos	4.275
RE1062C_neg	0.0
RE1062C_pos	0.0
RE1062M_neg	0.0
RE1062M_pos	0.0
RE1063C_neg	0.0
RE1063C_pos	0.0
RE1064C_neg	0.0
RE1064C_pos	0.0
RE1077C_neg	0.0
RE1077C_pos	0.0
RE1096C_pos	0.0
RE1096M_pos	0.0
RE1096R_pos	0.0
RE1099C_neg	0.0
RE1099C_pos	0.0
RE1099G_neg	0.0
RE1099G_pos	0.0
RE1099L_neg	0.0
RE1099L_pos	0.0
RE1099R_neg	0.0
RE1099R_pos	0.0
RE1100C_neg	0.0
RE1100C_pos	7530.43471279687
RE1100G_neg	0.0
RE1100G_pos	0.0
RE1100L_neg	0.0
RE1100L_pos	0.0
RE1100R_neg	0.0
RE1100R_pos	0.0
RE1134C_pos	0.0
RE1134M_pos	0.0
RE1134R_pos	0.0
RE1135C_neg	0.0
RE1135C_pos	7014.587744181011
RE1135G_neg	0.0
RE1135G_pos	0.0
RE1135L_neg	0.0
RE1135L_pos	0.0
RE1135R_neg	0.0
RE1135R_pos	0.0
RE1233C_neg	1199.6615017470538
RE1233C_pos	0.0
RE1233M_neg	0.0
RE1233M_pos	0.0
RE1234C_neg	0.0
RE1234C_pos	0.0
RE1235C_neg	0.0
RE1235C_pos	0.0
RE1236C_neg	0.0
RE1236C_pos	0.0
RE1238X_neg	0.0
RE1238X_pos	0.0
RE1240C_neg	0.0
RE1240C_pos	0.0
RE1254C_neg	0.0
RE1254C_pos	48.4805291617171
RE1266C_pos	0.0
RE1303C_pos	7468.379142568123
RE1308C_pos	0.0
RE1308M_pos	0.0
RE1309C_pos	0.0
RE1309M_pos	0.0
RE1310C_pos	0.0
RE1310M_pos	0.0
RE1311C_pos	0.0
RE1311M_pos	0.0
RE1317C_neg	0.0
RE1317C_pos	0.0
RE1342C_neg	3656.8222078377034
RE1342C_pos	1244.0250698176183
RE1441G_neg	0.0
RE1441G_pos	0.0
RE1441R_pos	7089.056175235036
RE1447M_neg	0.0
RE1447M_pos	2387.683598679983
RE1447N_neg	3800.0
RE1447N_pos	9799.632500185486
RE1448N_neg	3023.1861585126776
RE1448N_pos	9799.632500185486
RE1448R_neg	0.0
RE1448R_pos	7089.056175235036
RE1473C_neg	0.0
RE1473C_pos	0.0
RE1508C_neg	0.0
RE1508C_pos	0.0
RE1514M_neg	0.0
RE1514M_pos	0.0
RE1514X_neg	0.0
RE1514X_pos	0.0
RE1516M_neg	0.0
RE1516M_pos	23.035679504134208
RE1516X_neg	0.0
RE1516X_pos	0.0
RE1517M_neg	0.0
RE1517M_pos	23.035679504134208
RE1517X_neg	0.0
RE1517X_pos	0.0
RE1518M_neg	2900.1226734278134
RE1518M_pos	23.21062620254269
RE1518X_neg	0.0
RE1518X_pos	0.0
RE1519M_neg	2900.1226734278143
RE1519M_pos	23.210626202542688
RE1519X_neg	0.0
RE1519X_pos	0.0
RE1520M_neg	0.0
RE1520M_pos	23.03567950413421
RE1520X_neg	0.0
RE1520X_pos	0.0
RE1521M_neg	5480.750670737572
RE1521M_pos	23.035679504134208
RE1521X_neg	0.0
RE1521X_pos	0.0
RE1522M_neg	0.0
RE1522M_pos	23.03567950413421
RE1522X_neg	0.0
RE1522X_pos	0.0
RE1523M_neg	0.0
RE1523M_pos	23.03567950413421
RE1523X_neg	0.0
RE1523X_pos	0.0
RE1525C_neg	0.0
RE1525C_pos	0.0
RE1525M_neg	0.0
RE1525M_pos	23.035679504134208
RE1525X_neg	0.0
RE1525X_pos	0.0
RE1526C_neg	0.0
RE1526C_pos	0.0
RE1526M_neg	5480.750670737572
RE1526M_pos	23.035679504134215
RE1526X_neg	0.0
RE1526X_pos	0.0
RE1527C_neg	0.0
RE1527C_pos	0.0
RE1527M_neg	0.0
RE1527M_pos	23.03567950413421
RE1527X_neg	0.0
RE1527X_pos	0.0
RE1530C_neg	1198.6954377631575
RE1530C_pos	4156.900790436956
RE1530M_neg	22542.446867898405
RE1530M_pos	1878.4068983447244
RE1531M_neg	0.0
RE1531M_pos	23.035679504134208
RE1531X_neg	0.0
RE1531X_pos	0.0
RE1532M_neg	0.0
RE1532M_pos	23.035679504134215
RE1532X_neg	0.0
RE1532X_pos	0.0
RE1533M_neg	5480.750670737572
RE1533M_pos	23.03567950413421
RE1533X_neg	0.0
RE1533X_pos	0.0
RE1534M_neg	0.0
RE1534M_pos	23.035679504134208
RE1534X_neg	0.0
RE1534X_pos	0.0
RE1537C_pos	0.0
RE1537X_pos	0.0
RE1538C_pos	0.0
RE1538X_pos	0.0
RE1539C_pos	0.0
RE1539X_pos	0.0
RE1573M_neg	5480.750670737572
RE1573M_pos	23.03567950413421
RE1573X_neg	0.0
RE1573X_pos	0.0
RE1582C_pos	0.0
RE1582L_pos	0.0
RE1582R_pos	0.0
RE1587C_pos	0.0
RE1587L_pos	0.0
RE1587R_pos	0.0
RE1627C_neg	0.0
RE1627C_pos	0.0
RE1628C_neg	0.0
RE1628C_pos	0.0
RE1629C_neg	0.0
RE1629C_pos	0.0
RE1630C_neg	0.0
RE1630C_pos	0.0
RE1630R_neg	0.0
RE1630R_pos	0.0
RE1631C_neg	0.0
RE1631C_pos	0.0
RE1632C_pos	0.0
RE1632R_pos	0.0
RE1635C_neg	0.0
RE1635C_pos	0.0
RE1635M_neg	0.0
RE1635M_pos	0.0
RE1635R_neg	0.0
RE1635R_pos	0.0
RE1635X_neg	0.0
RE1635X_pos	0.0
RE1651C_neg	0.0
RE1651C_pos	0.0
RE1653C_neg	0.0
RE1653C_pos	0.0
RE1691M_neg	0.0
RE1691M_pos	12.000571525284494
RE1699C_pos	0.0
RE1700C_pos	0.0
RE1701C_pos	0.0
RE1702C_pos	0.0
RE1709C_neg	2850.0
RE1709C_pos	2850.0
RE1709N_neg	286.8496443646317
RE1709N_pos	286.8496443646317
RE1711C_neg	0.0
RE1711C_pos	0.0
RE1711M_neg	0.0
RE1711M_pos	0.0
RE1796C_neg	0.0
RE1796C_pos	0.0
RE1796M_neg	2181.4509272903592
RE1796M_pos	55529.398318655665
RE1796R_neg	506.3673164978851
RE1796R_pos	11494.37972877838
RE1803C_pos	0.0
RE1804C_neg	0.0
RE1804C_pos	67003.6475319948
RE1804M_neg	6713.1347873740415
RE1804M_pos	65315.358811774095
RE1806C_pos	0.0
RE1806R_pos	0.0
RE1807C_neg	1224.836517463912
RE1807C_pos	1217.0339582207655
RE1807M_neg	6801.06331161322
RE1807M_pos	65315.35881177409
RE1808R_pos	0.0
RE1809C_pos	0.0
RE1809R_pos	0.0
RE1810M_neg	65924.7284877805
RE1810M_pos	11145.227978450594
RE1811C_pos	0.0
RE1811R_pos	0.0
RE1812C_pos	0.0
RE1812R_pos	0.0
RE1815C_neg	0.0
RE1815C_pos	0.0
RE1815M_neg	0.0
RE1815M_pos	0.0
RE1815R_neg	0.0
RE1815R_pos	0.0
RE1815X_neg	0.0
RE1815X_pos	0.0
RE1816C_neg	0.0
RE1816C_pos	0.0
RE1816M_neg	0.0
RE1816M_pos	0.0
RE1816R_neg	0.0
RE1816R_pos	0.0
RE1816X_neg	0.0
RE1816X_pos	0.0
RE1817C_neg	0.0
RE1817C_pos	0.0
RE1817M_neg	0.0
RE1817M_pos	0.0
RE1817R_neg	0.0
RE1817R_pos	0.0
RE1817X_neg	0.0
RE1817X_pos	0.0
RE1818C_neg	0.0
RE1818C_pos	0.0
RE1818M_neg	0.0
RE1818M_pos	0.0
RE1818R_neg	0.0
RE1818R_pos	0.0
RE1818X_neg	0.0
RE1818X_pos	0.0
RE1819C_neg	0.0
RE1819C_pos	0.0
RE1819M_neg	0.0
RE1819M_pos	0.0
RE1819X_neg	0.0
RE1819X_pos	0.0
RE1826C_pos	67003.6475319948
RE1826M_pos	0.0
RE1827C_neg	0.0
RE1827C_pos	0.0
RE1827M_neg	0.0
RE1827M_pos	0.0
RE1828C_pos	0.0
RE1828M_pos	0.0
RE1829C_neg	0.0
RE1829C_pos	0.0
RE1829M_neg	0.0
RE1829M_pos	0.0
RE1830C_neg	0.0
RE1830C_pos	0.0
RE1830M_neg	0.0
RE1830M_pos	0.0
RE1834C_pos	7160.5631743116455
RE1834M_neg	0.0
RE1834M_pos	0.0
RE1834X_neg	0.0
RE1834X_pos	0.0
RE1835C_pos	3173.8415663162573
RE1835M_neg	0.0
RE1835M_pos	0.0
RE1835X_neg	0.0
RE1835X_pos	0.0
RE1836C_neg	0.0
RE1836C_pos	0.0
RE1836M_neg	0.0
RE1836M_pos	0.0
RE1836X_pos	15712.818361198424
RE1845C_neg	3214.236090186149
