	Tcon_Spleen_Tcon4_L2	exTreg_Spleen_exTreg7_L1	Treg_Spleen_Treg4_L1	Treg_Lymph_Treg8_L2	Tcon_Lymph_Tcon6_L2
DOPACHRMISO_pos	0.0	0.0	0.0	0.0	0.0
DOPAMT_pos	0.0	0.0	0.0	0.0	0.0
DOPAQNISO1_pos	0.0	0.0	0.0	0.0	0.0
DOPAQNISO1_neg	0.0	0.0	0.0	0.0	0.0
DOPASFt_pos	0.0	0.0	0.0	0.0	0.0
DOPASULT_pos	0.0	0.0	0.0	0.0	0.0
DOPAt4_2_r_pos	0.0	0.0	0.0	0.0	0.0
DOPAt4_2_r_neg	0.0	0.0	0.0	0.0	0.0
DOPAtu_pos	2.9766751217598646	2.858092614811228	3.563793967467336	4.1530528263480235	2.913645879725291
DOPAtu_neg	2.9766751217598646	2.858092614811228	3.563793967467336	4.1530528263480235	2.913645879725291
DOPAVESSEC_pos	2.646719505786325	1.7931758136575606	2.9694647322492784	3.539097006341983	2.8888766105770705
DORNOp_pos	0.0	0.0	0.0	0.0	0.0
DPCOAK_pos	0.0	0.0	0.0	0.0	0.0
DPCOAtl_pos	0.0	0.0	0.0	0.0	0.0
DPCOAtl_neg	0.0	0.0	0.0	0.0	0.0
DPGase_pos	6.377158640058028	6.439649328666659	6.4506014264132725	6.431950854168076	6.489864182099426
DPGM_pos	6.377158640058028	6.439649328666659	6.4506014264132725	6.431950854168076	6.489864182099426
DPGM_neg	6.377158640058028	6.439649328666659	6.4506014264132725	6.431950854168076	6.489864182099426
DPHMBDCm_pos	0.0	0.0	0.0	0.0	0.0
DPMVDx_pos	5.630181237532869	4.946995566184462	5.99548541592601	5.304079266045876	5.362640151084307
DPPS_pos	0.0	0.0	0.0	0.0	0.0
DPROOp_pos	0.0	0.0	0.0	0.0	0.0
DRBK_pos	1.642154599183199	1.8427970069756643	1.494341718452884	1.3311183971745004	1.5474843166947962
DRIBt_pos	0.0	0.0	0.0	0.0	0.0
DRIBt_neg	0.0	0.0	0.0	0.0	0.0
DRPA_pos	0.0	0.0	0.0	0.0	0.0
DSAT_pos	0.0	0.0	0.0	0.0	0.0
DTDPtn_pos	0.0	0.0	0.0	0.0	0.0
DTDPtn_neg	0.0	0.0	0.0	0.0	0.0
DTMPK_pos	0.0	0.0	0.0	0.0	0.0
DTTPtn_pos	0.0	0.0	0.0	0.0	0.0
DTTPtn_neg	0.0	0.0	0.0	0.0	0.0
DUDPtn_pos	0.0	0.0	0.0	0.0	0.0
DUDPtn_neg	0.0	0.0	0.0	0.0	0.0
DUMPtn_pos	0.0	0.0	0.0	0.0	0.0
DUMPtn_neg	0.0	0.0	0.0	0.0	0.0
DURAD_pos	0.0	0.0	0.0	0.001975198613717049	0.0
DURAD_neg	0.0	0.0	0.0	0.001975198613717049	0.0
DURAD2_pos	0.0	0.0	0.0	0.001975198613717049	0.0
DURAD2_neg	0.0	0.0	0.0	0.001975198613717049	0.0
DURIK1_pos	3.447550853329654	3.9247201092694226	4.990098552364926	4.880378774021417	1.693271620741921
DURIK1m_pos	0.0	0.0	0.0	0.0	0.0
DURIPP_pos	0.7836985282569996	1.4178599479015783	0.7926627411748124	1.2562856538655165	0.37793990311343617
DURIPP_neg	0.7836985282569996	1.4178599479015783	0.7926627411748124	1.2562856538655165	0.37793990311343617
DURIt_pos	3.135714549456674	2.804224946287232	3.091603999279976	3.2524773897873813	2.9210013919099413
DURIt_neg	3.135714549456674	2.804224946287232	3.091603999279976	3.2524773897873813	2.9210013919099413
DURItn_pos	0.0	0.0	0.0	0.0	0.0
DURItn_neg	0.0	0.0	0.0	0.0	0.0
DUTPDPm_pos	4.894695086339132	4.935352563840467	5.146232972881379	4.88871453691155	4.964102379342752
DUTPDPn_pos	0.0	0.0	0.0	0.0	0.0
EAFLATOXINte_pos	0.0	0.0	0.0	0.0	0.0
EAFLATOXINte_neg	0.0	0.0	0.0	0.0	0.0
EBASTINEOHte_pos	0.0	0.0	0.0	0.0	0.0
EBASTINEOHte_neg	0.0	0.0	0.0	0.0	0.0
EBASTINEOHtr_pos	0.0	0.0	0.0	0.0	0.0
EBASTINEOHtr_neg	0.0	0.0	0.0	0.0	0.0
EBASTINEte_pos	0.0	0.0	0.0	0.0	0.0
EBASTINEte_neg	0.0	0.0	0.0	0.0	0.0
EBASTINEtr_pos	0.0	0.0	0.0	0.0	0.0
EBASTINEtr_neg	0.0	0.0	0.0	0.0	0.0
EBP1r_pos	6.507965405391776	7.199175601254904	6.572672295489363	6.509380817594035	6.437599099346437
EBP2r_pos	6.507965405391776	7.199175601254904	6.572672295489363	6.509380817594035	6.437599099346437
ECGISOr_pos	0.0	0.0	0.0	0.0	0.0
ECGISOr_neg	0.0	0.0	0.0	0.0	0.0
ECOAH12m_pos	0.0	0.0	0.0	0.0	0.0
ECOAH12m_neg	0.0	0.0	0.0	0.0	0.0
ECOAH1m_pos	0.0	0.0	0.0	0.0	0.0
ECOAH1m_neg	0.0	0.0	0.0	0.0	0.0
ECOAH1x_pos	0.0	0.0	0.0	0.0	0.0
ECOAH1x_neg	0.0	0.0	0.0	0.0	0.0
ECOAH9m_pos	0.0	0.0	0.0	0.0	0.0
ECOAH9m_neg	0.0	0.0	0.0	0.0	0.0
EGMESTr_pos	0.0	0.0	0.0	0.0	0.0
EHGLAT_pos	4.519597694081929	3.853431245481582	4.331602556955126	3.962825236027119	4.4337851739289516
EHGLAT2m_pos	0.0	0.0	0.0	0.0	0.0
EHGLATm_pos	0.0	0.0	0.0	0.0	0.0
EICOSTETCPT1_pos	0.0	0.0	0.0	0.0	0.0
EICOSTETCPT2_pos	0.0	0.0	0.0	0.0	0.0
EICOSTETCRNt_pos	0.0	0.0	0.0	0.0	0.0
EICOSTETt_pos	0.0	0.0	0.0	0.0	0.0
EICOSTETt_neg	0.0	0.0	0.0	0.0	0.0
ELAIDCPT1_pos	0.0	0.0	0.0	0.0	0.0
ELAIDCPT2_pos	0.0	0.0	0.0	0.0	0.0
ELAIDCRNt_pos	0.0	0.0	0.0	0.0	0.0
ELAIDt_pos	0.0	0.0	0.0	0.0	0.0
ELAIDt_neg	0.0	0.0	0.0	0.0	0.0
ENGASE_pos	4.008333371247227	3.386916945216904	3.544762721037854	3.62892709818459	4.0163114658718335
ENGASE2_pos	4.008333371247227	3.386916945216904	3.544762721037854	3.62892709818459	4.0163114658718335
ENGASE2ly_pos	0.0	0.0	0.0	0.0	0.0
ENGASE3ly_pos	0.0	0.0	0.0	0.0	0.0
ENGASEly_pos	0.0	0.0	0.0	0.0	0.0
ENMAN1g_pos	0.0	0.0	0.0	0.0	0.0
ENMAN2g_pos	0.0	0.0	0.0	0.0	0.0
ENMAN3g_pos	0.0	0.0	0.0	0.0	0.0
ENMAN4g_pos	0.0	0.0	0.0	0.0	0.0
ENMAN5g_pos	0.0	0.0	0.0	0.0	0.0
ENMAN6g_pos	0.0	0.0	0.0	0.0	0.0
ENO_pos	6.434610328083366	6.191171919379764	6.541328839715403	7.015581710652648	6.63093114072663
ENO_neg	6.434610328083366	6.191171919379764	6.541328839715403	7.015581710652648	6.63093114072663
EPCTX_pos	8.16147503323962	7.345118587448796	7.958873143156334	7.494707385804574	7.8050487919023
ESTRADIOLGLCt_pos	1.8549873097751426	0.0	1.6787353597953902	1.189860325257808	0.9897421414831772
ESTRADIOLGLCt_neg	1.8549873097751426	0.0	1.6787353597953902	1.189860325257808	0.9897421414831772
ESTRADIOLGLCt2_pos	1.498384901203973	1.3148621021664486	1.5417528293240197	1.7062005729343968	1.3386641466758418
ESTRADIOLGLCtr_pos	0.0	0.0	0.0	0.0	0.0
ESTRADIOLGLCtr_neg	0.0	0.0	0.0	0.0	0.0
ESTRADIOLt_pos	0.0	0.0	0.0	0.0	0.0
ESTRADIOLt_neg	0.0	0.0	0.0	0.0	0.0
ESTRADIOLtr_pos	0.0	0.0	0.0	0.0	0.0
ESTRADIOLtr_neg	0.0	0.0	0.0	0.0	0.0
ESTRIOLGLCte_pos	1.9842852324637212	2.3423534430491775	2.2333328414702454	2.471237858607438	2.1695916833944455
ESTRIOLGLCtr_pos	0.0	0.0	0.0	0.0	0.0
ESTRIOLGLCtr_neg	0.0	0.0	0.0	0.0	0.0
ESTRIOLtr_pos	0.0	0.0	0.0	0.0	0.0
ESTRIOLtr_neg	0.0	0.0	0.0	0.0	0.0
ESTRONEGLCt_pos	0.26276086536170257	1.0527501349662092	1.9066753998631851	1.0566943855105542	0.18993215888964696
ESTRONEGLCtr_pos	0.0	0.0	0.0	0.0	0.0
ESTRONEGLCtr_neg	0.0	0.0	0.0	0.0	0.0
ESTRONESt_pos	2.86466635174997	1.7104561359457382	2.738164381595832	2.293789214670128	2.61638480209273
ESTRONESt_neg	2.86466635174997	1.7104561359457382	2.738164381595832	2.293789214670128	2.61638480209273
ESTRONESt2_pos	1.629237190065004	1.0667522974063666	2.11950454586363	1.9711071518622827	1.7264446955888442
ESTRONEtr_pos	0.0	0.0	0.0	0.0	0.0
ESTRONEtr_neg	0.0	0.0	0.0	0.0	0.0
ESTSULT_pos	0.0	0.0	0.0	0.0	0.0
ETF_pos	0.0	0.0	0.0	0.0	0.0
ETFQO_pos	0.0	0.0	0.0	0.0	0.0
ETHAK_pos	4.763333102899052	3.9895212559201387	4.79562489827961	5.148755905313498	4.841080474677466
ETHP_pos	0.0	0.0	0.0	0.0	0.0
ETOHMO_pos	0.0	0.0	0.0	0.0	0.0
ETOHt_pos	0.0	0.0	0.0	0.0	0.0
ETOHt_neg	0.0	0.0	0.0	0.0	0.0
ETOHtx_pos	0.0	0.0	0.0	0.0	0.0
ETOHtx_neg	0.0	0.0	0.0	0.0	0.0
EX_10fthf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_10fthf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_10fthf5glu(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_10fthf5glu(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_10fthf6glu(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_10fthf6glu(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_10fthf7glu(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_10fthf7glu(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_11_cis_retfa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_11_cis_retfa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_13_cis_retnglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_13_cis_retnglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_1glyc_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_1glyc_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_1mncam(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_1mncam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_2425dhvitd2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_2425dhvitd2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_2425dhvitd3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_2425dhvitd3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_24nph(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_24nph(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_25hvitd2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_25hvitd2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_25hvitd3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_25hvitd3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_2hb(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_2hb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_2mcit(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_2mcit(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_34dhoxpeg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_34dhoxpeg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_34dhphe(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_34dhphe(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_35cgmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_35cgmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_3aib(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_3aib(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_3aib_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_3aib_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_3mlda(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_3mlda(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4abut(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4abut(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4hdebrisoquine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4hdebrisoquine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4hphac(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4hphac(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4mptnl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4mptnl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4mtolbutamide(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4mtolbutamide(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4nph(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4nph(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4nphsf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4nphsf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_4pyrdx(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_4pyrdx(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5adtststerone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5adtststerone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5adtststeroneglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5adtststeroneglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5adtststerones(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5adtststerones(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5fthf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5fthf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5homeprazole(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5homeprazole(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5htrp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5htrp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5mthf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_6dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_6dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_6htststerone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_6htststerone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_6thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_6thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_7dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_7dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_7thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_7thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_9_cis_retfa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_9_cis_retfa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_abt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_abt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ac(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ac(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acac(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acac(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acald(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acald(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acetone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acetone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acgam(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acgam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ach(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ach(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acn13acngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acn13acngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acn23acngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acn23acngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acnacngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acnacngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ade(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ade(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adp_pos	0.0	0.0	0.0	0.0	0.0
EX_adp_neg	0.0	0.0	0.0	0.0	0.0
EX_adprbp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adprbp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adprib(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adprib(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adrnl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adrnl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aflatoxin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aflatoxin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ahandrostanglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ahandrostanglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ak2lgchol_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ak2lgchol_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_akg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_akg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ala_B(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ala_B(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ala_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ala_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ala_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ala_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aldstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aldstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_amp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_amp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_andrstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_andrstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_andrstrnglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_andrstrnglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_antipyrene(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_antipyrene(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_apnnox(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_apnnox(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_appnn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_appnn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aprgstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aprgstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aqcobal(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aqcobal(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arab_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_arab_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arach(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arachd(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_arachd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arg_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_arg_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ascb_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ascb_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_asn_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_asn_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_asp_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_asp_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_asp_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_asp_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_atp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_atp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_avite1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_avite1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_avite2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_avite2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bhb(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bhb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bildglcur(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bildglcur(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bilglcur(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bilglcur(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bilirub(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bilirub(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_biocyt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_biocyt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_btn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_btn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_but(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_but(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bvite(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bvite(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bz(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bz(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ca2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ca2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_camp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_camp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_caro(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_caro(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_carveol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_carveol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cca_d3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cca_d3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cgly(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cgly(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_chol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cholate(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_chsterol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_chsterol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_chtn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_chtn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cit(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cit(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CLPND(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CLPND(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_co(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_co(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_co2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_co2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_coumarin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_coumarin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_creat(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_creat(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crtsl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crtsl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crtstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crtstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crvnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crvnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_csn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_csn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_a(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_a(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_b(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_b(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_c(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_c(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_d(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_d(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_e(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_e(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cyan(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cyan(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cys_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cytd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dad_2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dag_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dcsptn1(e)_pos	0.0	0.0	0.0	0.0	0.0
