	WT.1012.c_S135_L007_R1_001
DOPAVESSEC_pos	3772.779471457616
DOPAt4_2_r_neg	1498.9028808391274
DOPAt4_2_r_pos	1498.9028808391274
DOPAtu_neg	1410.6997205815799
DOPAtu_pos	1410.6997205815799
DORNOp_pos	0.0
DPCOAK_pos	7312.122655203523
DPCOAPPe_pos	6732.3888095722195
DPCOAtl_neg	0.0
DPCOAtl_pos	7312.122655203521
DPGM_neg	0.0
DPGM_pos	3423.9312198613266
DPGase_pos	3423.931219861327
DPHMBDCm_pos	46368.240373577915
DPMVDc_pos	20493.869580618964
DPMVDx_pos	18509.43996911871
DPPS_pos	46368.24037357791
DPROOp_pos	0.0
DRBK_pos	4505.491834401551
DRIBt_neg	8217.421865313614
DRIBt_pos	7.043145330403507
DRPA_pos	6322.749588853159
DSAT_pos	26859.241739077283
DSREDUCr_pos	75764.83214699129
DTDPtn_neg	4204.663581400712
DTDPtn_pos	4204.663581400712
DTMPK_pos	7853.877960537395
DTMPKm_pos	9862.35237191614
DTTPtm_pos	15119.174667718862
DTTPtn_neg	4204.663581400712
DTTPtn_pos	4204.663581400712
DUDPtn_neg	0.0
DUDPtn_pos	14614.181831791908
DUMPtn_neg	14614.181831791908
DUMPtn_pos	0.0
DURAD2_neg	18225.659011511532
DURAD2_pos	1276.8573589231169
DURAD_neg	1289.8302147953689
DURAD_pos	0.0
DURIK1_pos	1213.229010252197
DURIK1m_pos	1718.7592340306123
DURIPP_neg	5840.740044280864
DURIPP_pos	7538.143232300285
DURIt_neg	1719.8701176273769
DURIt_pos	6.872605365555891
DURItn_neg	19568.15320528967
DURItn_pos	0.0
DUTPDP_pos	6101.103850769552
DUTPDPm_pos	3625.0055566292517
DUTPDPn_pos	14614.181831791911
D_3AIBt_pos	11503.335752046474
D_LACt2_neg	3681.3730898054637
D_LACt2_pos	2.4236444456906177
D_LACtm_neg	0.0
D_LACtm_pos	0.0
EAFLATOXINte_neg	7.557985768722632
EAFLATOXINte_pos	0.0
EBASTINEOHte_neg	12.969032317152523
EBASTINEOHte_pos	0.0
EBASTINEOHtr_neg	0.0
EBASTINEOHtr_pos	12.969032317152523
EBASTINEte_neg	0.0
EBASTINEte_pos	12.969032317152523
EBASTINEtr_neg	12.969032317152523
EBASTINEtr_pos	0.0
EBP1r_pos	471.9777505800595
EBP2r_pos	241.98045121312802
ECGISOr_neg	0.0
ECGISOr_pos	0.0
ECOAH12m_neg	0.0
ECOAH12m_pos	12858.806163450989
ECOAH1m_neg	20192.916556707944
ECOAH1m_pos	8227.308281535616
ECOAH1x_neg	0.0
ECOAH1x_pos	0.0
ECOAH9m_neg	13792.212979629987
ECOAH9m_pos	9906.351028123881
EGMESTr_pos	0.0
EHGLAT2m_pos	12382.471800586178
EHGLAT_pos	0.0
EHGLATm_pos	12279.336564632347
EICOSTETCPT1_pos	85.07694527906445
EICOSTETCPT2_pos	85.07694527906445
EICOSTETCRNt_pos	85.07694527906445
EICOSTETt_neg	32.89359463264068
EICOSTETt_pos	7.8661239482435965
ELAIDCPT1_pos	40473.94123403857
ELAIDCPT2_pos	40473.94123403857
ELAIDCRNt_pos	40473.94123403857
ELAIDt_neg	5155.896671050828
ELAIDt_pos	3450.4679098111696
ENGASE2_pos	0.0
ENGASE2ly_pos	17552.726619358862
ENGASE3ly_pos	12250.942108445233
ENGASE_pos	0.0
ENGASEly_pos	18028.13004532546
ENMAN1g_pos	0.0
ENMAN2g_pos	0.0
ENMAN3g_pos	0.0
ENMAN4g_pos	0.0
ENMAN5g_pos	0.0
ENMAN6g_pos	0.0
ENO_neg	10043.077349547162
ENO_pos	3646.0357423657047
EPCTX_pos	0.0
ESTRADIOLGLCt2_pos	4574.700072288986
ESTRADIOLGLCt_neg	57676.91811325502
ESTRADIOLGLCt_pos	4574.700072288987
ESTRADIOLGLCtr_neg	57676.91811325503
ESTRADIOLGLCtr_pos	0.0
ESTRADIOLt_neg	51899.46379656091
ESTRADIOLt_pos	11.955689298729833
ESTRADIOLtr_neg	58005.4297089016
ESTRADIOLtr_pos	5018.120298753307
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	60493.127584230875
ESTRONEGLCtr_neg	60493.127584230875
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	595.1923132425168
ESTRONESt_neg	595.1923132425168
ESTRONESt_pos	1219.3018073644862
ESTRONEtr_neg	5018.120298753307
ESTRONEtr_pos	51927.2310905815
ESTSULT_pos	7934.782562134613
ETFQO_pos	422.1072363453764
ETF_pos	422.1072363453764
ETHAK_pos	3385.174764027868
ETHP_pos	3582.5142745044163
ETOHMO_pos	6.899503413184893
ETOHt_neg	0.0
ETOHt_pos	5.7127828943608305
ETOHtx_neg	0.0
ETOHtx_pos	11.831363115925878
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.59701911579305
EX_10fthf5glu(e)_neg	9.119113688009246
EX_10fthf5glu(e)_pos	9.452619131791863
EX_10fthf6glu(e)_neg	3.735949726175517
EX_10fthf6glu(e)_pos	3.735949726175517
EX_10fthf7glu(e)_neg	3.735949726175517
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.479687223860848
EX_11_cis_retfa(e)_pos	1624.548832963406
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2764.3032077803973
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17993.0423922159
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	47.35997239598626
EX_23cump(e)_neg	4.529687223860848
EX_23cump(e)_pos	4.441566132824575
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	11.00297161357002
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	50512.918937947456
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.214594890172318
EX_25hvitd2(e)_neg	11.00297161357002
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.557985768722632
EX_25hvitd3(e)_pos	7532.111389780934
EX_2hb(e)_neg	8.097020195488934
EX_2hb(e)_pos	7706.9649612840185
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14644.236131830032
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	32114.815075385188
EX_34dhphe(e)_neg	4.181306288167908
EX_34dhphe(e)_pos	6583.610126363656
EX_34hpp_neg	6861.733956891232
EX_34hpp_pos	8610.447882651886
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14556.186829415474
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10861.165612131841
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11503.335752046472
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8763.2489538755
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12595.950027105197
EX_3deccrn_neg	0.0
EX_3deccrn_pos	13043.492510275622
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10516.897755894506
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10807.329105180446
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	13131.900382556705
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	13025.596686188723
EX_3mob(e)_neg	7769.409077181776
EX_3mob(e)_pos	6.411642189647742
EX_3mop(e)_neg	7687.220552339089
EX_3mop(e)_pos	23.631587054875524
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	10.037458304779287
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8602.54077948824
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15781.477194241335
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10550.129072985075
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	14037.1961764085
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22796.174438473005
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32480.274364455297
EX_3ump(e)_neg	4.441566132824575
EX_3ump(e)_pos	4.529687223860848
EX_4abut(e)_neg	3.306839830859367
EX_4abut(e)_pos	8950.224257244423
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15297.115159822402
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.557985768722632
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	11015.427731751699
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7744.900218182808
EX_4mop(e)_pos	7446.103278349254
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61804.76742437404
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.557985768722633
EX_4nph(e)_neg	3.4460642551365677
EX_4nph(e)_pos	3.4460642551365677
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.902163607660768
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8151.374263582498
EX_5adtststerone(e)_neg	7.271843136553277
EX_5adtststerone(e)_pos	56242.873486888464
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	70442.3048208195
EX_5adtststerones(e)_neg	8.435931827282582
EX_5adtststerones(e)_pos	55505.432997787284
EX_5dhf(e)_neg	9.119113688009246
EX_5dhf(e)_pos	9.452619131791863
EX_5fthf(e)_neg	6.710948143889016
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.557985768722632
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.690198503450467
EX_5mta(e)_neg	15419.214443483124
EX_5mta(e)_pos	15426.463464096274
EX_5mthf(e)_neg	7114.149110340937
EX_5oxpro(e)_neg	6272.42373786543
EX_5oxpro(e)_pos	10390.795082744211
EX_5thf(e)_neg	9.119113688009246
EX_5thf(e)_pos	9.452619131791863
EX_6dhf(e)_neg	3.735949726175517
EX_6dhf(e)_pos	3.735949726175517
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52921.06936118507
EX_6thf(e)_neg	3.735949726175517
EX_6thf(e)_pos	3.735949726175517
EX_7dhf(e)_neg	3.735949726175517
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.735949726175517
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.479687223860848
EX_9_cis_retfa(e)_pos	1624.548832963406
EX_C02470(e)_neg	22.725304372912593
EX_C02470(e)_pos	11.86791831665461
EX_C02528(e)_neg	7.1323204690753865
EX_C02528(e)_pos	66847.90355562794
EX_C04849(e)_neg	2.193597074917544
EX_C04849(e)_pos	2.193597074917544
EX_C05965(e)_neg	2.193597074917544
EX_C05965(e)_pos	2.193597074917544
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16415.763684925598
EX_CE1925(e)_neg	5.391566132824575
EX_CE1925(e)_pos	5.479687223860848
EX_CE1926(e)_neg	5.391566132824575
EX_CE1926(e)_pos	5.479687223860848
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16144.4455424815
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	18069.942391772096
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	25089.176513574483
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	25089.176513574483
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	34002.97537416434
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.880593289967827
EX_CE2011(e)_pos	15.776859733768374
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.258589775363505
EX_CE2838(e)_neg	3.106781791269368
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106781791269368
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.571663513050845
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.391566132824575
EX_CE4633(e)_pos	8200.874152811906
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.571663513050845
EX_CE4881(e)_neg	5.479687223860848
EX_CE4881(e)_pos	5.391566132824575
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.86093114060338
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.32137974974554
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.479687223860848
EX_CE5853(e)_pos	5.391566132824575
EX_CE5854(e)_neg	5.479687223860848
EX_CE5854(e)_pos	5.391566132824575
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.772642181627948
EX_CLPND(e)_pos	390.8321762649862
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3022.769603888214
EX_HC00250(e)_neg	5.450377093272651
EX_HC00250(e)_pos	6885.178316761575
EX_HC00822(e)_neg	16.727705343514916
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4460642551365677
EX_HC01104(e)_pos	3.4460642551365677
EX_HC01361(e)_neg	4.782610403488932
EX_HC01361(e)_pos	6.712126218755792
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.604273178902934
EX_HC01444(e)_pos	4144.042685181695
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.634359101454015
EX_HC01609(e)_pos	9.634359101454015
EX_HC01610(e)_neg	9.634359101454015
EX_HC01610(e)_pos	9.634359101454015
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.557985768722633
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1667380996069614
EX_HC02202(e)_pos	11.46066936301089
EX_HC02203(e)_neg	3.1667380996069614
EX_HC02203(e)_pos	13.346789808003495
EX_HC02204(e)_neg	3.1667380996069614
EX_HC02204(e)_pos	13.16066936301089
EX_HC02205(e)_neg	3.1667380996069614
EX_HC02205(e)_pos	11.646789808003494
EX_HC02206(e)_neg	3.1667380996069614
EX_HC02206(e)_pos	11.31066936301089
EX_HC02207(e)_neg	3.1667380996069614
EX_HC02207(e)_pos	11.496789808003493
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3409786697257466
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.44929010703486
EX_Rtotal(e)_pos	7702.002947911895
EX_Rtotal2(e)_neg	9.044557286685125
EX_Rtotal2(e)_pos	5214.713494731381
EX_Rtotal3(e)_neg	8.126825951445484
EX_Rtotal3(e)_pos	8.244318667040497
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.24995124995662
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5083.822234661495
EX_ac(e)_neg	4.816287910548807
EX_ac(e)_pos	5922.361903387934
EX_acac(e)_neg	5.114483886814963
EX_acac(e)_pos	7844.202265146973
EX_acald(e)_neg	5.238042917563444
EX_acald(e)_pos	6491.653448976345
EX_acetone(e)_neg	5.61345881047652
EX_acetone(e)_pos	10811.051773015724
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9921.41910755836
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9295.975105766136
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.975791652017348
EX_ach(e)_pos	7078.077992759518
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19612.759588224435
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11598.632465297662
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11598.632465297667
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12876.587022095304
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11631.38101289023
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10555.105040837008
EX_ade(e)_neg	3.9872989321141556
EX_ade(e)_pos	6351.632936053676
EX_adn(e)_neg	5856.776592870195
EX_adp_neg	3.0659780499210214
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.800073591376663
EX_adprib(e)_neg	8.015600711401156
EX_adprib(e)_pos	4.800073591376662
EX_adrn(e)_neg	9.267100093566485
EX_adrn(e)_pos	136.676977057001
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37716.445929849746
EX_aflatoxin(e)_neg	7.557985768722632
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11492.452047514167
EX_ahcys(e)_pos	27546.55998039926
EX_ahdt(e)_neg	6.712126218755792
EX_ahdt(e)_pos	4.782610403488932
EX_aicar(e)_neg	11556.02034109849
EX_aicar(e)_pos	12748.08987948751
EX_ak2lgchol_hs(e)_neg	6.876252067949764
EX_ak2lgchol_hs(e)_pos	4.833752596942837
EX_akg(e)_neg	4.417136650764571
EX_akg(e)_pos	7589.561443611405
EX_ala_B(e)_neg	6.914063578898355
EX_ala_B(e)_pos	9231.271948628937
EX_ala_D(e)_neg	2.4404848493588025
EX_ala_D(e)_pos	3845.888569304425
EX_ala_L(e)_neg	2.4019270787545737
EX_ala_L(e)_pos	3638.6457430390956
EX_alaala(e)_neg	7601.008490060052
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53816.23495213486
EX_amp(e)_neg	3.9872989321141556
EX_amp(e)_pos	6722.135297248987
EX_andrstrn(e)_neg	18.313792163010856
EX_andrstrn(e)_pos	56715.80219232517
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70861.02696563766
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.950980240837056
EX_antipyrene(e)_neg	7.914081017261822
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.557985768722632
EX_appnn(e)_neg	7.557985768722632
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62281.331146252654
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.435467540148338
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11719.701303933061
EX_arachcoa(e)_neg	5.258589775363505
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.847759305693238
EX_arachd(e)_pos	78.06318843497404
EX_arg_L(e)_neg	5.594392822952695
EX_arg_L(e)_pos	18116.49778312269
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4606.743297335557
EX_asn_L(e)_neg	5.728444707443477
EX_asn_L(e)_pos	11555.764957678206
EX_asp_D(e)_neg	11.372436925256974
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.147888309860842
EX_asp_L(e)_pos	6920.901015443844
EX_atp(e)_neg	3.9714964682230973
EX_atp(e)_pos	21733.502882028086
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.167832719905996
EX_bhb(e)_pos	7855.72033797358
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	43441.05943903754
EX_bilglcur(e)_neg	10.497555865561402
EX_bilglcur(e)_pos	66201.26303427716
EX_bilirub(e)_neg	16.321760028210345
EX_bilirub(e)_pos	51321.57769645103
EX_biocyt(e)_neg	3.9430203199468616
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	236.7740322290852
EX_btn(e)_pos	3.9430203199468616
EX_but(e)_neg	6.247890372424022
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12753.010529925652
EX_c10crn_neg	0.0
EX_c10crn_pos	15231.765633420928
EX_c10dc_neg	0.0
EX_c10dc_pos	20027.433221580002
EX_c12dc_neg	0.0
EX_c12dc_pos	46389.66567440624
EX_c16dc_neg	0.0
EX_c16dc_pos	30201.84596635152
EX_c3dc_neg	0.0
EX_c3dc_pos	11160.20002101044
EX_c4crn_neg	0.0
EX_c4crn_pos	17362.108255773655
EX_c4dc_neg	0.0
EX_c4dc_pos	10756.667068791277
EX_c51crn_neg	0.0
EX_c51crn_pos	12129.108767570917
EX_c5dc_neg	0.0
EX_c5dc_pos	8216.286000999617
EX_c6crn_neg	0.0
EX_c6crn_pos	13485.146728998541
EX_c6dc_neg	0.0
EX_c6dc_pos	62907.83365319071
EX_c81crn_neg	0.0
EX_c81crn_pos	12753.010529925652
EX_c8crn_neg	0.0
EX_c8crn_pos	9104.122984833302
EX_c8dc_neg	0.0
EX_c8dc_pos	28333.057470954165
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13401.8831858014
EX_carn(e)_neg	11108.891747970029
EX_caro(e)_neg	13.11777345314473
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.557985768722632
EX_cbasp(e)_neg	8435.256413405663
EX_cbasp(e)_pos	19835.904511868634
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.3012890137016826
EX_cdp(e)_pos	4.602578027403365
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6646473712575
EX_cgly(e)_pos	10873.36948853786
EX_chol(e)_neg	7075.6867237569995
EX_cholate(e)_neg	11957.88322467235
EX_chsterol(e)_neg	8.151370278468928
EX_chsterol(e)_pos	11002.125054709199
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.825582206771408
EX_cit(e)_pos	9084.454703595648
EX_citr_L(e)_neg	2.032091270373664
EX_citr_L(e)_pos	12655.024995957967
EX_cl(e)_neg	8207.320573820809
EX_cmp(e)_neg	3.3211384108191577
EX_cmp(e)_pos	7.9886184739933075
EX_co(e)_neg	0.0
EX_co(e)_pos	51333.890918961384
EX_co2(e)_neg	454.54921200648175
EX_co2(e)_pos	4241.195810014696
EX_coa(e)_neg	4.1865160637841425
EX_coa(e)_pos	5.258589775363505
EX_coumarin(e)_neg	7.557985768722632
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.335130835935313
EX_creat(e)_pos	18302.925110097505
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28631.918424210035
EX_crn(e)_neg	6955.882332386569
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52303.12910950367
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54846.65679241382
EX_crvnc(e)_neg	9.847832058477156
EX_crvnc(e)_pos	479.84985241433276
EX_csn(e)_neg	7.562584569666858
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.86633120555479
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.85061837022407
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.67269651532106
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	131.6349495859663
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	152.47166111897192
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.3211384108191577
EX_ctp(e)_pos	7.9886184739933075
