	Ob-911-c_S139_L007_R1_001
NACHEX22ly_pos	11857.602036550545
NACHEX23ly_pos	7595.687483639713
NACHEX24ly_pos	7658.15657705732
NACHEX25ly_pos	7652.729192508326
NACHEX26ly_pos	7522.50957677388
NACHEX27ly_pos	23723.25848173211
NACHEX2ly_pos	183.63772253679812
NACHEX3ly_pos	99.81334753515868
NACHEX4ly_pos	83.39317001534354
NACHEX5ly_pos	83.39317001534353
NACHEX6ly_pos	127.73765752331919
NACHEX7ly_pos	127.73765752331917
NACHEX8ly_pos	147.81522592590127
NACHEX9ly_pos	147.81522592590127
NACHEXA10ly_pos	11857.602036550543
NACHEXA11ly_pos	11857.602036550543
NACHEXA12ly_pos	11857.602036550543
NACHEXA13ly_pos	11857.602036550536
NACHEXA14ly_pos	11857.60203655054
NACHEXA15ly_pos	11857.602036550545
NACHEXA16ly_pos	11857.602036550541
NACHEXA17ly_pos	11857.602036550541
NACHEXA18ly_pos	11857.602036550543
NACHEXA19ly_pos	11857.60203655054
NACHEXA1ly_pos	83.39614967596937
NACHEXA20ly_pos	7590.383917749631
NACHEXA21ly_pos	7652.729192508326
NACHEXA22ly_pos	7517.623502002953
NACHEXA2ly_pos	99.652616749539
NACHEXA3ly_pos	83.23541889034972
NACHEXA4ly_pos	83.23541889034972
NACHEXA5ly_pos	127.57990639832535
NACHEXA6ly_pos	127.57990639832536
NACHEXA7ly_pos	147.49439242255613
NACHEXA8ly_pos	147.4943924225562
NACHEXA9ly_pos	11857.602036550543
NACHORCTL3le_pos	2189.5592175451416
NACUP_pos	1900.0
NADH2_u10m_pos	4237.231475814856
NADHtpu_pos	1900.0
NADHtru_pos	5807.056334503119
NADK_pos	0.0
NADN_pos	7852.763164923354
NADNe_pos	4.696652787854161
NADPHtru_pos	5645.005746432462
NADPHtxu_pos	10135.266289265204
NADPN_pos	0.0
NADPNe_pos	4.696652787854161
NADPtru_pos	5645.005746432462
NADPtxu_pos	10135.266289265204
NADS2_pos	5207.290678213443
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9677.985925234028
NADtpu_pos	1900.0
NADtru_pos	5807.056334503119
NADtx_neg	3145.558411630883
NADtx_pos	3290.5562105063605
NAGA2ly_pos	7018.05997909649
NAGAlby_pos	896.2131224686011
NAGAly_pos	10908.407522747118
NAGLCAly_pos	7018.05997909649
NAHCO3_HCLt_neg	1146.1166101984454
NAHCO3_HCLt_pos	1131.1001346434482
NAIt_neg	2152.5923056978754
NAIt_pos	1685.77456431934
NAt3_1_neg	397.9374178261332
NAt3_1_pos	397.9374178261332
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	580.4051639530894
NAt5_pos	580.4051639530894
NAt_neg	522.2543713858266
NAt_pos	518.4319861667668
NAtx_neg	4186.995496117473
NAtx_pos	1273.959592516293
NBAHH_ir_pos	4874.548711321491
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1082.9931117145607
NCKt_neg	1248.366582704042
NCKt_pos	1239.2059256041525
NCNt_neg	1492.5843588877397
NCNt_pos	1492.5843588877397
NDP10ex_pos	7.3610928313515265
NDP3ex_pos	7.267395466737071
NDP6_pos	4114.551707067728
NDP7er_pos	12647.530408237615
NDP7ex_pos	14537.820847897245
NDP7g_pos	6238.5013420808455
NDP8_pos	5475.141812608149
NDP8ex_pos	14562.08205173209
NDPK10_neg	4201.04675674588
NDPK10_pos	4201.04675674588
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4201.04675674588
NDPK10n_pos	4201.04675674588
NDPK1_neg	344.2394767699809
NDPK1_pos	344.2394767699809
NDPK1m_neg	410.2089216026649
NDPK1m_pos	410.2089216026649
NDPK1n_neg	345.72595008159783
NDPK1n_pos	345.72595008159783
NDPK2_neg	344.2394767699809
NDPK2_pos	344.2394767699809
NDPK2m_neg	8887.523872116632
NDPK2m_pos	0.0
NDPK2n_neg	345.72595008159783
NDPK2n_pos	345.72595008159783
NDPK3_neg	344.2394767699809
NDPK3_pos	344.2394767699809
NDPK3m_neg	0.0
NDPK3m_pos	13301.553931562199
NDPK3n_neg	345.72595008159783
NDPK3n_pos	345.72595008159783
NDPK4_neg	1149.0369050613226
NDPK4_pos	374.15657830648973
NDPK4m_pos	9205.887205704339
NDPK4n_neg	303.01477752683473
NDPK4n_pos	303.01477752683473
NDPK5_neg	344.2394767699809
NDPK5_pos	344.2394767699809
NDPK5m_pos	1914.2549916249118
NDPK5n_neg	345.72595008159783
NDPK5n_pos	345.72595008159783
NDPK6_neg	369.78428894540747
NDPK6_pos	610.9329703514264
NDPK6m_neg	610.9329703514264
NDPK6m_pos	3993.129431232325
NDPK6n_neg	0.0
NDPK6n_pos	14523.98193731692
NDPK7_neg	344.2394767699809
NDPK7_pos	344.2394767699809
NDPK7m_pos	24871.157532452962
NDPK7n_neg	345.72595008159783
NDPK7n_pos	345.72595008159783
NDPK8_neg	344.2394767699809
NDPK8_pos	344.2394767699809
NDPK8m_pos	8596.473067703384
NDPK8n_neg	303.01477752683473
NDPK8n_pos	303.01477752683473
NDPK9_neg	540.9831187065599
NDPK9_pos	540.9831187065599
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4201.04675674588
NDPK9n_pos	4201.04675674588
NH4t3r_neg	580.4051639530894
NH4t3r_pos	580.4051639530894
NH4tn_neg	12657.776675349105
NH4tn_pos	0.0
NH4tp_neg	9100.575330052125
NH4tp_pos	0.0
NICRNS_pos	4078.4907612853735
NICRNTtn_neg	0.0
NICRNTtn_pos	11576.758073348508
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	738.2909412575028
NKCC2t_pos	747.4515983573923
NKCCt_neg	737.8291918540588
NKCCt_pos	746.9898489539482
NMNATm_pos	0.0
NMNATn_pos	9677.985925234027
NMNATr_neg	5207.290678213443
NMNATr_pos	7852.763164923354
NMNS_pos	9611.836316168605
NMNtn_neg	0.0
NMNtn_pos	9677.985925234028
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11576.758073348508
NNATr_pos	3329.2212439531154
NNMT_pos	46.26256195261842
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36940.0419625704
NOS1_pos	969.0231153469883
NOS2_pos	969.0231153469883
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4189.4590008037685
NPTHLte_neg	0.0
NPTHLte_pos	7.422389412793262
NRPPHRSFt_pos	71715.6594545029
NRPPHRSULT_pos	71715.6594545029
NRPPHRVESSEC_pos	3419.6820793759903
NRPPHRt4_2_r_neg	1366.46928718282
NRPPHRt4_2_r_pos	1355.963824723311
NRPPHRtu_neg	1331.2225204183192
NRPPHRtu_pos	1331.2225204183192
NRVNCCOAtx_neg	4942.191194948067
NRVNCCOAtx_pos	21.4079567723961
NRVNCCOAtxc_pos	4942.191194948067
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1185.261691226613
NRVNCt_pos	1189.0840764456727
NS26T2g_pos	215.65318906949864
NS26Tg_pos	364.008431490391
NT5C_pos	4128.504429243501
NTD10_pos	4320.248047566697
NTD11_pos	3877.0406483065003
NTD12_pos	0.0
NTD1_pos	3384.135183560301
NTD1m_pos	1718.135427525366
NTD2_pos	4126.934866535498
NTD2e_pos	11580.18901023708
NTD2l_pos	0.0
NTD2m_pos	8887.523872116633
NTD3_pos	3477.2427178128405
NTD3l_pos	0.0
NTD4_pos	3313.532591185053
NTD4e_pos	21.649415268123967
NTD4l_pos	0.0
NTD5_pos	3344.7396132092904
NTD5l_pos	0.0
NTD5m_pos	1718.1354275253664
NTD6_pos	4125.373688696157
NTD6l_pos	0.0
NTD7_pos	3049.195909078875
NTD7e_pos	9207.748307284251
NTD7l_pos	0.0
NTD8_pos	3375.1967453595876
NTD8l_pos	0.0
NTD9_pos	4378.801304794982
NTD9e_pos	21.457162443440662
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.076437747642934
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3479.187143013671
O16G1e_pos	19.48934529420617
O16G2e_pos	21.68483745289206
O2St_neg	4.024460556100376
O2St_pos	8689.642642237879
O2Stm_neg	8656.609536578067
O2Stm_pos	5.190013854744565
O2Stn_neg	0.0
O2Stn_pos	8743.241838357078
O2Stx_neg	0.0
O2Stx_pos	8682.13243752199
O2t_neg	15772.168194926557
O2t_pos	4395.160856999362
O2ter_neg	24438.967873994246
O2ter_pos	9935.000341036168
O2tm_neg	9636.811758942571
O2tm_pos	5170.431688791225
O2tn_neg	8743.241838357077
O2tn_pos	0.0
O2tp_neg	5450.832758091332
O2tp_pos	4442.067250807779
OAADC_pos	6426.923690947131
OAGD3te_neg	0.0
OAGD3te_pos	19076.448887668605
OAGD3tg_neg	19076.44888766861
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18344.610591364024
OAGT3tg_neg	18344.610591364028
OAGT3tg_pos	0.0
OBDHc_pos	4036.639972695394
OCBTm_pos	11533.12327823233
OCCOAtm_pos	12297.656840755246
OCCOAtx_neg	23545.2908264999
OCCOAtx_pos	13690.942474268493
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23250.517421676883
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23250.51742167688
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23250.51742167688
OCDCAFATPc_pos	4132.19504954729
OCDCAtr_neg	482.71912481408145
OCDCAtr_pos	486.54151003314126
OCDCEAtr_neg	482.71912481408145
OCDCEAtr_pos	486.54151003314126
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1914.8373570006845
OCT11EFATP_pos	23250.517421676883
OCTAt_neg	0.0
OCTAt_pos	8814.148351134621
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.710009270066179
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15331.604023330205
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15331.604023330203
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15331.604023330203
OCTDECE1CRNe_pos	15331.604023330203
ODECOAtx_neg	21.407956772396098
ODECOAtx_pos	0.0
OIVD1m_pos	10297.497312461603
OIVD2m_pos	11823.435149457327
OIVD3m_pos	9238.799657332635
OLEICFATPtc_pos	4178.768921052736
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.422389412793262
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19638.215393777125
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15616.312066809127
OMHPALTD_neg	0.0
OMHPALTD_pos	29492.841732012377
OMPDC_pos	10220.74709018523
ONPTHLte_neg	7.422389412793262
ONPTHLte_pos	0.0
OPAHir_pos	5549.340174021573
ORETNF2_pos	1487.0512496113197
ORETNF_pos	1471.13342547196
ORETNtn2_neg	0.0
ORETNtn2_pos	1487.0512496113195
ORETNtn_neg	0.0
ORETNtn_pos	1471.1334254719602
ORNALArBATtc_pos	1065.9552881401366
ORNDC_pos	11632.023470574404
ORNLEUrBATtc_pos	1065.9552881401366
ORNTArm_neg	9510.708182826736
ORNTArm_pos	25.886701884194032
ORNt3m_neg	338.50512378627667
ORNt3m_pos	338.50512378627667
ORNt4m_neg	338.50512378627667
ORNt4m_pos	338.50512378627667
ORNtiDF_pos	949.831301880939
OROTGLUt_neg	3820.392232175022
OROTGLUt_pos	2142.8444473838117
ORPT_neg	10220.747090185228
ORPT_pos	0.0
OXAHCOtex_pos	819.2088234811296
OXAtp_pos	12373.198431738418
P45011A1m_pos	60871.73982576837
P45011B11m_pos	54016.19724172012
P45011B12m_pos	51417.580380722255
P45011B21m_pos	52971.01219063633
P45017A1r_pos	54137.94223353562
P45017A2r_pos	54137.94223353562
P45017A3r_pos	54137.94223353562
P45017A4r_pos	54137.94223353562
P45019A1r_pos	51018.4878803229
P45019A2r_pos	51237.64167866287
P4501B1r_pos	50312.94811898167
P45021A1r_pos	54016.19724172016
P45021A2r_pos	51417.58038072227
P45027A11m_pos	64540.54473532005
P45027A12m_pos	7279.453280028833
P45027A13m_pos	7279.453280028833
P45027A14m_pos	65529.795871347895
P45027A15m_pos	7093.89600916396
P45027A16m_pos	7251.873543250238
P45027A1m_pos	2217.9623401050953
P4502A6_pos	7.422389412793263
P4502C18_pos	7.901482338606389
P4502C19_pos	7.422389412793262
P4502C8_pos	7.422389412793262
P4502C92_pos	7.422389412793263
P4502C93_pos	7.422389412793262
P4502C94_pos	7.422389412793263
P4502C9_pos	7.422389412793262
P4502D6_pos	7.422389412793263
P4502E1_pos	13.982874628628187
P4502F1_pos	7.422389412793262
P45039A1r_pos	53400.7893151051
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.422389412793263
P4503A7r_pos	51907.75579672232
P45046A1r_pos	53400.7893151051
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.880218363843218
P4504F81r_pos	0.0
P4507A1r_pos	11483.990481052057
P4507B11r_pos	53626.08031509411
P4507B12r_pos	53633.02052455088
P4508B11r_pos	64687.82672401026
P4508B13r_pos	64540.544735320065
P450LTB4r_pos	0.0
P450SCC1m_neg	2217.9623401050953
P450SCC1m_pos	55701.30636469747
P5CDm_pos	1158.3314528148326
P5CR_pos	489.435947769756
P5CRm_pos	737.7837884353364
P5CRxm_pos	583.1278968790066
PACCOAL_pos	18693.453986271306
PAFH_pos	4148.486633961906
PAFHe_pos	6364.023839646071
PAFS_pos	4148.486633961906
PAFt_neg	6367.161717933067
PAFt_pos	6.805121338198007
PAIL45P_HStn_neg	6805.340036171656
PAIL45P_HStn_pos	7932.108408849866
PAIL4P_HStn_neg	4910.725254883558
PAIL4P_HStn_pos	5458.098647136274
PAIL_HStn_neg	7921.515157183649
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8356.623264584166
PAN4PP_pos	4105.429399993492
PAN4PPe_pos	5642.501932737439
PAPStg_neg	0.0
PAPStg_pos	37980.19082340924
PAPtg_pos	37980.19082340924
PA_HSter_neg	5496.514243506457
PA_HSter_pos	0.0
PA_HStg_neg	5496.514243506457
PA_HStg_pos	0.0
PA_HStn_neg	17293.601549171246
PA_HStn_pos	0.0
PCFLOPm_pos	10078.613049764062
PCHOLHSTDe_pos	10359.383734498715
PCHOLP_hs_pos	687.5099274055501
PCHOLPg_hs_pos	5496.514243506457
PCHOLPm_hs_pos	13301.553931562199
PCHOLPr_hs_pos	5496.514243506457
PCHOL_HSter_neg	5697.723926644033
PCHOL_HSter_pos	5496.514243506457
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5496.514243506457
PCLAD_pos	46.9265753432342
PCREATtmdiffir_pos	3580.1760751386523
PCRNtc_pos	4673.84140772349
PCRNtm_pos	1565.441301513346
PCm_pos	5289.6714479662305
PCt_pos	11900.804777006304
PDE1_pos	3255.806465149948
PDE1g_pos	0.0
PDE4_pos	3259.6180438064403
PDE4g_pos	0.0
PDE4n_pos	10880.508429572908
PDHm_pos	6353.738639122866
PDX5PO_pos	4084.081950809032
PDXPP_pos	3832.8438668601207
PEAMNO_pos	18693.453986271306
PECDCHe_pos	5021.588967887803
PECGCHLe_pos	14226.288082160001
PECGONCOATr_pos	0.0
PECTCHLe_pos	15315.873491665896
PEFLIP_pos	4101.752564336074
PEFLIPm_pos	4396.360993988896
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5656.201229508512
PEPCKm_pos	8568.315633890965
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.422389412793262
PERILLYLte_pos	0.0
PEROXx_pos	45.75070081386998
PETHCT_pos	4018.320284756823
PETOHMm_hs_pos	10078.613049764062
PETOHMr_hs_pos	5697.723926644033
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4396.360993988895
PE_HStm_pos	10078.613049764062
PEt_neg	4101.752564336074
PEt_pos	3325.0
PFK26_pos	3267.9315944441196
PFK_pos	540.5851885500433
PGCD_pos	3360.032238428919
PGDI_neg	2.5666662821325303
PGDI_pos	134.53474232050604
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.075649687786836
PGISr_pos	160.84863116293053
PGI_neg	4861.850591337679
PGI_pos	5597.274202475825
PGK_neg	3357.6450830491367
PGK_pos	4990.937656942689
PGLYCP_pos	0.0
PGLYCt_neg	13469.176115563527
PGLYCt_pos	223.2240565525265
PGL_pos	6364.849672756791
PGLc_pos	31202.800619938036
PGLer_pos	11132.873217775606
PGMT_neg	3655.669016714925
PGMT_pos	5035.1069524195555
PGM_neg	3464.501626395793
PGM_pos	7909.18290836112
PGPPT_pos	13469.176115563527
PGPP_hs_pos	13469.176115563527
PGS_pos	118.56961628877667
PGSr_pos	160.84863116293056
PHACCOAGLNAC_pos	18693.453986271306
PHCDm_pos	362.9873443711625
PHCHGSm_neg	0.0
PHCHGSm_pos	1312.9873443711622
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18693.4539862713
PHEATB0tc_pos	1418.126242808524
PHEMEe_pos	323.5780980786762
PHEMEt_pos	323.5780980786762
PHEMEtm_neg	0.0
PHEMEtm_pos	14507.2151029868
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	286.8035725192335
PHEt4_pos	396.8574017493187
PHEtec_neg	396.8574017493188
PHEtec_pos	488.6014978498857
PHEyLATthc_pos	714.7929647270763
PHYCBOXL_pos	18693.453986271306
PHYHx_pos	45.75070081386998
PHYQt_pos	4942.191194948068
PHYTt_neg	0.0
PHYTt_pos	45.750700813870004
PI345P3P_pos	3307.050625175594
PI345P3Pn_pos	9978.775192531944
PI345P5P_pos	3353.4293842521033
PI345P5Pn_pos	10774.081984397215
PI34P3Pn_pos	10774.081984397217
PI34P4Pn_pos	10774.081984397217
PI34P5K_pos	3353.4293842521024
PI34P5Kn_pos	10774.081984397219
PI3P3Pn_pos	3047.109004983579
PI3P4K_pos	7885.62893850674
PI3P4Kn_pos	10774.081984397217
PI3P5K_pos	3702.6102080857872
PI45P3K_pos	3307.0506251755937
PI45P3Kn_pos	9978.775192531944
PI45P4P_pos	4121.515157183641
PI45P5P_pos	3337.4484450215164
PI45P5Pn_pos	3800.0
PI45PLC_pos	8675.215006347513
PI45PLCn_pos	0.0
PI4P3K_pos	6788.637324767024
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10774.081984397217
PI4P5K_pos	3337.4484450215164
PI4P5Kn_pos	9824.286576895656
PI4PLC_pos	7296.565029752894
PI4PLCn_pos	17931.53974193662
PI4PP_pos	4121.51515718364
PI5P3K_pos	3349.1727242440247
PI5P3Ker_pos	0.0
PI5P4K_pos	4121.51515718364
PI5P4Kn_pos	10221.616558809827
PIACGT_pos	50.77488734783727
PIK3_pos	4100.17801723032
PIK3er_pos	7689.85013018541
PIK3n_pos	10668.413072815962
PIK4_pos	4121.515157183641
PIK4n_pos	10618.946540723999
PIK5_pos	4453.615501072083
PIK5n_pos	10221.616558809827
PIPLC_pos	3760.495221136542
PIPLCn_pos	18598.740232652184
PIt7_neg	478.49733568646593
PIt7_pos	498.2839580568849
PIt8_neg	296.48414470926093
PIt8_pos	478.49733568646593
PIt9_neg	1069.1935072706633
PIt9_pos	1069.1935072706633
PIter_neg	373.3079296263011
PIter_pos	2024.4359765421004
PItg_pos	6238.5013420808455
PItn_neg	4352.670018085828
PItn_pos	5999.229152335564
PItx_neg	4509.86481433043
PItx_pos	0.0
PLA2_2_pos	9910.046414963528
PLA2_2e_pos	11376.167458418195
PLA2_pos	0.0
PMANM_neg	17056.912650841943
PMANM_pos	0.0
PMEVKc_pos	19853.28105183937
PMEVKx_pos	18048.24471697489
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33548.53125125496
PMTCOAFABP1tc_pos	13452.91208812995
PMTCOAtx_neg	3072.3351655896404
PMTCOAtx_pos	5022.518521731248
PNP_neg	7849.485098115451
PNP_pos	0.0
PNTEH_pos	14143.750623159674
PNTEHe_pos	6123.590908876748
PNTK_pos	14109.709558289785
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4105.151525949282
PNTOt5le_pos	4117.2241962631715
PNTOte_neg	2052.279654901029
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3301.8430443097354
PPA_pos	5785.634243148397
PPAer_pos	8747.074182504479
PPAm_pos	3429.861874519449
PPAn_pos	13773.920311228758
PPAt_pos	1506.8820008287128
PPAtm_pos	6170.06543766623
PPBNGS_pos	14507.215102986798
PPCDC_pos	3941.657375339304
PPCOACm_pos	4191.815713266009
PPCOAOm_pos	12424.584360171451
PPD2CSPp_pos	48.4980933657204
PPDOx_pos	1045.4505314921155
PPDOy_pos	399.63381581271176
PPItm_neg	5862.441549408568
PPItm_pos	3811.8718232311803
PPItr_neg	2024.4359765421004
PPItr_pos	2024.4359765421004
PPItx_neg	6606.065317732186
PPItx_pos	4509.86481433043
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4417.159384534901
PPM_pos	2998.3453839470803
PPNCL3_pos	14109.709558289785
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14507.215102986798
PPPGOm_pos	14507.2151029868
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20446.289009683405
PRASCS_neg	0.0
PRASCS_pos	20446.289009683394
PRDX_pos	6585.156715585543
PRDXl_pos	12009.074111702004
PRFGS_pos	20446.289009683394
PRGNLONESULT_pos	7199.809594986567
PRGNLONEtm_neg	60871.739825768374
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54137.94223353562
PRGSTRNt_neg	60871.73982576836
PRGSTRNt_pos	6.214017413275152
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.75070081386998
PRISTCOAtcx_pos	4942.191194948067
PRISTCOAtx_neg	6907.4928084811645
PRISTCOAtx_pos	4942.191194948067
PRISTtx_neg	47.66793928384764
PRISTtx_pos	6907.492808481164
PRO1x_pos	489.435947769756
PRO1xm_pos	583.1278968790066
PROAKGOX1r_pos	0.0
PROD2_pos	1439.435947769756
PROD2m_pos	4127.260422080884
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1426.7001506610582
PRODt2r_pos	1426.7001506610582
PROGLYPEPT1tc_pos	9294.15401877263
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9294.15401877263
PROIMINOtc_pos	1476.2032818159626
PROSTGD2t_neg	696.912937726781
PROSTGD2t_pos	696.912937726781
PROSTGE1t3_pos	3508.784292220427
PROSTGE1t_neg	696.912937726781
PROSTGE1t_pos	696.912937726781
PROSTGE2t2_neg	378.8093459055341
PROSTGE2t2_pos	380.08347431188736
PROSTGE2t3_pos	3432.18195775373
PROSTGE2t_neg	380.08347431188736
PROSTGE2t_pos	378.8093459055341
PROSTGF2t_neg	566.085836476103
PROSTGF2t_pos	566.085836476103
PROSTGH2t_neg	1462.2334205258528
PROSTGH2t_pos	1462.2334205258528
PROSTGI2t_neg	1462.2334205258528
PROSTGI2t_pos	1462.2334205258528
PROSTGI2tr_neg	160.8486311629306
PROSTGI2tr_pos	6.075649687786836
PRO_Dtde_neg	1426.7001506610582
PRO_Dtde_pos	1426.7001506610582
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	421.90324404826265
PROt2r_pos	789.69479703448
PROt4_2_r_neg	997.1054089987249
PROt4_2_r_pos	1119.5981833976064
PROt4_pos	421.9032440482626
PRPNCOAHYDm_pos	12418.499747848005
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4189.459000803767
PRPPS_pos	3796.287523401554
PSDm_hs_pos	18248.15599339163
PSERT_pos	3360.032238428919
PSFLIP_pos	4396.3086091242485
PSFLIPm_pos	18248.15599339163
PSP_L_pos	3360.032238428919
PSSA1_hs_neg	687.5099274055501
PSSA1_hs_pos	4015.4166955472524
PSSA2_hs_neg	16160.741086075728
PSSA2_hs_pos	4018.320284756823
PSYGCHe_pos	13642.587078588276
PSYTCHe_pos	14854.071897804808
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4396.360993988895
PSt3_pos	6.416145464874597
PTCRTD_neg	14105.914853912998
PTCRTD_pos	14.945165958636807
PTDCACRNCPT1_pos	28.435691464287725
PTDCACRNCPT2_pos	28.435691464287725
PTDCACRNt_pos	28.435691464287725
PTDCAt_neg	0.0
PTDCAt_pos	28.435691464287725
PTE2x_pos	0.0
PTE3x_pos	6536.729816827496
PTE4x_pos	6606.065317732186
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3241.848750336473
PTPATe_neg	13004.155779617264
PTPATe_pos	22209.023554747513
PTRCAT1_pos	0.0
PTRCOX1_pos	12188.244331490505
PUNP1_neg	6188.064105856259
PUNP1_pos	2999.683955460841
PUNP2_neg	6647.937925041507
PUNP2_pos	5331.284457571074
PUNP3_neg	7937.444485108265
PUNP3_pos	1491.0770431400933
PUNP4_neg	7357.680814605601
PUNP4_pos	6305.289666873701
PUNP5_neg	4755.838905643517
PUNP5_pos	3627.0941896137774
PUNP6_neg	0.0
PUNP6_pos	7551.600061948265
PUNP7_neg	1491.0770431400933
PUNP7_pos	3878.932895441026
PVD3_neg	10887.767427251565
PVD3_pos	76252.53531994083
PYAM5POr_pos	4084.081950809033
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	3832.84386686012
PYDAMtr_neg	0.0
PYDAMtr_pos	10080.829474771765
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	7968.268206914599
PYDXK_pos	3832.84386686012
PYDXNK_pos	3832.84386686012
PYDXNtr_neg	0.0
PYDXNtr_pos	9049.62617127617
PYDXPP_pos	3832.84386686012
PYDXtr_neg	0.0
PYDXtr_pos	7844.733710847749
PYK_pos	374.15657830648973
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	7915.913264232378
PYNP2r_pos	5084.906217030855
PYRt2m_neg	1239.9955977509553
PYRt2m_pos	1239.9955977509553
PYRt2p_neg	2537.2276939999624
PYRt2p_pos	2537.2276939999624
PYRt2r_neg	389.64776769166485
PYRt2r_pos	389.64776769166485
Q10H2e_neg	0.0
Q10H2e_pos	5525.722700901147
QUILSYN_pos	0.0
RADH2_pos	813.4049725228758
RADH3_pos	941.3481419302624
RADH4_pos	927.5382739901787
RADH_pos	814.4914414609783
RAHY_pos	1621.7925831275722
RAI1_neg	2195.456869056452
RAI1_pos	2195.456869056452
RAI2_neg	2195.456869056452
RAI2_pos	2195.456869056452
RAI3_neg	927.5382739901789
RAI3_pos	1197.7762496113198
RAI4_neg	1679.9012496113196
RAI4_pos	1663.98342547196
RAtn3_neg	0.0
RAtn3_pos	1197.7762496113198
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3351.087527980785
RBK_D_pos	0.0
RBK_pos	5514.057426547571
RBTt_pos	6397.140143401592
RDH1_neg	423.3156417692114
RDH1_pos	2195.456869056452
