	Treg_Lymph_Treg7_L1	Treg_Spleen_Treg1_L2	Tcon_Spleen_Tcon1_L1	Tcon_Lymph_Tcon10_L2	exTreg_Lymph_exTreg3_L1
GALASE12ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE13ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE14ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE15ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE16ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE17ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE18ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE19ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE1ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE20ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE3ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE4ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE5ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE6ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE7ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE8ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALASE9ly_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GALC_pos	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_pos	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_neg	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_pos	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_neg	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
GALGT1_pos	9.660851144552579	9.681436930528857	9.752850581485136	9.852394604946673	9.778038598547006
GALGT2_pos	9.660851144552579	9.681436930528857	9.752850581485136	9.852394604946673	9.778038598547006
GALGT3_pos	9.660851144552579	9.681436930528857	9.752850581485136	9.852394604946673	9.778038598547006
GALGT4_pos	9.660851144552579	9.681436930528857	9.752850581485136	9.852394604946673	9.778038598547006
GALK_pos	7.786871389600162	7.229539603000377	7.2529618662413275	7.7454720411939695	7.477496241874105
GALNACT1g_pos	3.186530037035286	3.066683351128735	2.9131910104604697	3.3172166049290652	1.6007698128528314
GALNACT2g_pos	3.350439845703362	3.2482333925773634	3.1926553710388674	3.3603166510876536	1.858419228071117
GALNACT3g_pos	3.350439845703362	3.2482333925773634	3.1926553710388674	3.3603166510876536	1.858419228071117
GALNACT4g_pos	3.350439845703362	3.2482333925773634	3.1926553710388674	3.3603166510876536	1.858419228071117
GALNACT5g_pos	3.350439845703362	3.2482333925773634	3.1926553710388674	3.3603166510876536	1.858419228071117
GALNTg_pos	7.002587503773027	6.932633519938088	7.151642527209765	7.482681394756429	6.906950109074006
GALOR_pos	8.492070329008262	8.57805693814426	8.430375050097142	8.450743561252992	8.689378703333224
GALOR_neg	8.492070329008262	8.57805693814426	8.430375050097142	8.450743561252992	8.689378703333224
GALSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
GALSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
GALT_pos	6.987126084402159	7.0880115264239505	6.885552665215847	6.661621708277897	7.000992564040294
GALT_neg	6.987126084402159	7.0880115264239505	6.885552665215847	6.661621708277897	7.000992564040294
GALt1r_pos	6.013970373894154	5.77160119872907	5.48602286519749	5.695333744479413	5.166792334868004
GALt1r_neg	6.013970373894154	5.77160119872907	5.48602286519749	5.695333744479413	5.166792334868004
GALt2_2_pos	0.0	0.0	0.0	0.0	0.0
GALt2_2_neg	0.0	0.0	0.0	0.0	0.0
GALT2g_pos	6.740390034710438	6.577739930483782	6.4358166474940806	6.674682924217586	7.683216893229839
GALt4_pos	0.5507203568762303	0.02960863119597479	0.7518927183950137	0.0329611298722956	0.0
GALt4_neg	0.5507203568762303	0.02960863119597479	0.7518927183950137	0.0329611298722956	0.0
GALTg_pos	6.071641168216472	6.014868526141342	5.989492591938277	6.307754728292417	5.572057692151205
GALtly_pos	0.0	0.0	0.0	0.0	0.0
GALU_pos	3.990650421438828	3.9115912645871496	3.344398147034105	3.4451373010972834	2.107554721497839
GALU_neg	3.990650421438828	3.9115912645871496	3.344398147034105	3.4451373010972834	2.107554721497839
GAMt1r_pos	4.65804774259996	4.16442800804301	4.268126192628414	4.563450343587232	4.096290155043074
GAMt1r_neg	4.65804774259996	4.16442800804301	4.268126192628414	4.563450343587232	4.096290155043074
GAMYe_pos	0.021777987635535085	0.01020846277654719	0.0	0.022657046076182914	0.0
GAO1_pos	2.6053144811997573	2.710395943538328	2.535751189718965	2.093431092786918	1.2245148539371278
GAO1g_pos	2.6053144811997573	2.710395943538328	2.535751189718965	2.093431092786918	1.2245148539371278
GAO2_pos	2.6053144811997573	2.710395943538328	2.535751189718965	2.093431092786918	1.2245148539371278
GAO2g_pos	2.6053144811997573	2.710395943538328	2.535751189718965	2.093431092786918	1.2245148539371278
GAPD_pos	0.46844289619678087	0.19317808738660838	0.44530464378668166	0.0	0.0
GAPD_neg	0.46844289619678087	0.19317808738660838	0.44530464378668166	0.0	0.0
GARFT_pos	5.066306599415273	4.782599805279566	5.02748755565797	5.309385870263909	4.79865948201147
GARFT_neg	5.066306599415273	4.782599805279566	5.02748755565797	5.309385870263909	4.79865948201147
GASNASE2ly_pos	5.0253642507639285	5.07159551169397	4.958845987407474	4.589297730461887	5.5589493334522855
GASNASE3ly_pos	5.0253642507639285	5.07159551169397	4.958845987407474	4.589297730461887	5.5589493334522855
GASNASEly_pos	5.0253642507639285	5.07159551169397	4.958845987407474	4.589297730461887	5.5589493334522855
GBA_pos	7.50170489743268	7.476029051036863	7.152771506758223	7.192504555983364	7.560070700035601
GBAl_pos	7.50170489743268	7.476029051036863	7.152771506758223	7.192504555983364	7.560070700035601
GBGT1_pos	0.0	0.5533510655719927	0.0	0.0	0.0
GBSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GBSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GBSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
GBSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
GCALDD_pos	0.019006022517856113	1.7312098082091323	0.5705972731964138	0.42248349323960954	0.0
GCALDDm_pos	0.0	0.0	0.0	0.0	0.0
GCC2am_pos	0.0	0.0	0.0	0.0	0.0
GCC2am_neg	0.0	0.0	0.0	0.0	0.0
GCC2bim_pos	0.0	0.0	0.0	0.0	0.0
GCC2cm_pos	0.0	0.0	0.0	0.0	0.0
GCC2cm_neg	0.0	0.0	0.0	0.0	0.0
GCCam_pos	0.0	0.0	0.0	0.0	0.0
GCCam_neg	0.0	0.0	0.0	0.0	0.0
GCCbim_pos	0.0	0.0	0.0	0.0	0.0
GCCcm_pos	0.0	0.0	0.0	0.0	0.0
GCCcm_neg	0.0	0.0	0.0	0.0	0.0
GCHOLAt_pos	0.0	0.0	0.0	0.027770600373404706	0.0
GCHOLAt_neg	0.0	0.0	0.0	0.027770600373404706	0.0
GCHOLAt2_pos	1.7679679328823255	2.0059463498460004	2.640915872571018	1.1006463588380653	2.2987339609439013
GCHOLAt3_pos	0.9271975688782852	1.9434465944742154	0.6757288863971537	0.45668163165431214	0.21606350039898883
GCHOLAte_pos	0.0	0.0	0.0	0.0	0.0
GCHOLAte_neg	0.0	0.0	0.0	0.0	0.0
GCHOLAtx_pos	0.0	0.0	0.0	0.0	0.0
GCHOLAtx_neg	0.0	0.0	0.0	0.0	0.0
GCNTg_pos	0.14468677100310548	0.055751663674085565	0.11485233389786362	0.0	0.0
GD1B2te_pos	0.0	0.0	0.0	0.0	0.0
GD1B2te_neg	0.0	0.0	0.0	0.0	0.0
GD1B2tg_pos	0.0	0.0	0.0	0.0	0.0
GD1B2tg_neg	0.0	0.0	0.0	0.0	0.0
GD1Cte_pos	0.0	0.0	0.0	0.0	0.0
GD1Cte_neg	0.0	0.0	0.0	0.0	0.0
GD1Ctg_pos	0.0	0.0	0.0	0.0	0.0
GD1Ctg_neg	0.0	0.0	0.0	0.0	0.0
GDPFUCtg_pos	7.3038137663406415	7.35080913340771	7.4377883141984835	7.815280780442429	7.143860254644084
GDPFUCtg_neg	7.3038137663406415	7.35080913340771	7.4377883141984835	7.815280780442429	7.143860254644084
GDPtg_pos	0.0	0.0	0.0	0.0	0.0
GDPtg_neg	0.0	0.0	0.0	0.0	0.0
GF6PTA_pos	3.271919455408986	3.4364505646875054	2.9109313859803625	3.0707245850018894	2.3755290102285045
GFUCS_pos	0.0	0.0	0.0	0.0	0.0
GGH_10FTHF5GLUe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_10FTHF5GLUl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_10FTHF6GLUe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_10FTHF6GLUl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_10FTHF7GLUe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_10FTHF7GLUl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_5DHFe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_5DHFl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_5THFe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_5THFl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_6DHFe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_6DHFl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_6THFe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_6THFl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_7DHFe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_7DHFl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_7THFe_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGH_7THFl_pos	3.8165051552037847	3.982159805975739	3.6980266270413633	3.3841454819416943	3.250856775814469
GGLUCT_pos	0.0	0.0	0.0	0.0	0.0
GGNG_pos	5.074015543245382	5.301146625534583	4.59891700811933	4.9403349534206455	4.01198574181411
GGT_L_pos	0.0	0.0	0.0	0.0	0.0
GGT_U_pos	0.0	0.0	0.0	0.0	0.0
GGT5r_pos	1.3831697968400458	2.0013283077385475	4.212378192440285	4.7497863638410545	1.0739774188610924
GGT5r_neg	1.3831697968400458	2.0013283077385475	4.212378192440285	4.7497863638410545	1.0739774188610924
GGT6_pos	0.0	0.0	0.0	0.0	0.0
GGT6_neg	0.0	0.0	0.0	0.0	0.0
GHMT2r_pos	0.0	0.0	0.0	0.0	0.0
GHMT2r_neg	0.0	0.0	0.0	0.0	0.0
GHMT2rm_pos	0.0	0.0	0.0	0.0	0.0
GHMT2rm_neg	0.0	0.0	0.0	0.0	0.0
GHMT3_pos	0.0	0.0	0.0	0.0	0.0
GHMT3m_pos	0.0	0.0	0.0	0.0	0.0
GK1_pos	6.516081841575344	6.450078110227848	6.584122215163249	6.811515244499216	7.046085587927826
GK1_neg	6.516081841575344	6.450078110227848	6.584122215163249	6.811515244499216	7.046085587927826
GK1m_pos	6.516081841575344	6.450078110227848	6.584122215163249	6.811515244499216	7.046085587927826
GK1m_neg	6.516081841575344	6.450078110227848	6.584122215163249	6.811515244499216	7.046085587927826
GLACO_pos	0.019006022517856113	1.7312098082091323	0.5705972731964138	0.42248349323960954	0.0
GLACOm_pos	0.0	0.0	0.0	0.0	0.0
GLACter_pos	0.0	0.0	0.0	0.0	0.0
GLACter_neg	0.0	0.0	0.0	0.0	0.0
GLAl_pos	3.2051088611779166	3.4467686292971793	3.373650337864221	2.172564480021474	1.574090365256146
GLB1_pos	6.395967891583351	6.374954512478162	6.332333818804505	6.531304681421039	6.161241903435382
GLBRAN_pos	1.1356641083033572	1.2119607916292585	1.086721578804111	1.0899667451969561	1.2006851083837842
GLCAASE1ly_pos	5.3077501815451855	5.1636739318046505	5.052173718089432	5.136208453373544	4.847181905353585
GLCAASE4ly_pos	5.3077501815451855	5.1636739318046505	5.052173718089432	5.136208453373544	4.847181905353585
GLCAASE5ly_pos	5.3077501815451855	5.1636739318046505	5.052173718089432	5.136208453373544	4.847181905353585
GLCAASE6ly_pos	5.3077501815451855	5.1636739318046505	5.052173718089432	5.136208453373544	4.847181905353585
GLCAASE7ly_pos	5.3077501815451855	5.1636739318046505	5.052173718089432	5.136208453373544	4.847181905353585
GLCAASE8ly_pos	5.3077501815451855	5.1636739318046505	5.052173718089432	5.136208453373544	4.847181905353585
GLCAASE9ly_pos	5.3077501815451855	5.1636739318046505	5.052173718089432	5.136208453373544	4.847181905353585
GLCAE1g_pos	0.0	0.0	0.0	0.0	0.0
GLCAE2g_pos	1.1944894625059077	1.2999407927154771	0.73663571337582	1.2985946420453558	1.030279938959748
GLCAT2g_pos	6.325267141377401	6.024508632641301	5.713590934414143	5.821949987298276	4.393141147742934
GLCAT3g_pos	6.325267141377401	6.024508632641301	5.713590934414143	5.821949987298276	4.393141147742934
GLCAT4g_pos	6.325267141377401	6.024508632641301	5.713590934414143	5.821949987298276	4.393141147742934
GLCAT5g_pos	6.325267141377401	6.024508632641301	5.713590934414143	5.821949987298276	4.393141147742934
GLCAT6g_pos	3.2589114334569356	2.8725246893120344	2.6496462956218783	3.128926735276634	2.9785139420676905
GLCAT7g_pos	3.2589114334569356	2.8725246893120344	2.6496462956218783	3.128926735276634	2.9785139420676905
GLCAT8g_pos	3.2589114334569356	2.8725246893120344	2.6496462956218783	3.128926735276634	2.9785139420676905
GLCAT9g_pos	3.2589114334569356	2.8725246893120344	2.6496462956218783	3.128926735276634	2.9785139420676905
GLCATg_pos	7.063962672288553	7.031649889500485	6.834360089188823	6.509242549174246	6.630507969640457
GLCMter_pos	0.0	0.0	0.0	0.0	0.0
GLCNACASE1ly_pos	6.561618946027983	6.198507686895878	5.874267720845767	6.268633428642742	6.476589466219937
GLCNACASE2ly_pos	6.561618946027983	6.198507686895878	5.874267720845767	6.268633428642742	6.476589466219937
GLCNACASE3ly_pos	6.561618946027983	6.198507686895878	5.874267720845767	6.268633428642742	6.476589466219937
GLCNACASE4ly_pos	6.561618946027983	6.198507686895878	5.874267720845767	6.268633428642742	6.476589466219937
GLCNACASE5ly_pos	6.561618946027983	6.198507686895878	5.874267720845767	6.268633428642742	6.476589466219937
GLCNACDASg_pos	6.061245443408315	5.799570603222261	5.196796796369292	5.610188063122625	5.39662048957092
GLCNACPT_L_pos	5.939659453194818	5.880070767280463	5.55598710521542	5.530573682358925	6.17135953412348
GLCNACPT_U_pos	5.939659453194818	5.880070767280463	5.55598710521542	5.530573682358925	6.17135953412348
GLCNACT_L_pos	0.0	0.0	0.0	0.0	0.0
GLCNACT_U_pos	0.0	0.0	0.0	0.0	0.0
GLCNACT1g_pos	3.82950589218955	3.655841355829857	3.5079536855476863	3.550795126537267	3.6437077467078294
GLCNACT2g_pos	4.215694259470066	3.859245332583525	3.5356680778009113	3.982739468744423	3.808025286733896
GLCNACT3g_pos	4.215694259470066	3.859245332583525	3.5356680778009113	3.982739468744423	3.808025286733896
GLCNACT4g_pos	4.215694259470066	3.859245332583525	3.5356680778009113	3.982739468744423	3.808025286733896
GLCNACT5g_pos	4.215694259470066	3.859245332583525	3.5356680778009113	3.982739468744423	3.808025286733896
GLCt1r_pos	6.404093593168805	6.193308124451248	5.552849445113493	5.73194745994848	5.680408911769048
GLCt1r_neg	6.404093593168805	6.193308124451248	5.552849445113493	5.73194745994848	5.680408911769048
GLCt2_2_pos	0.0	0.0	0.0	0.0	0.0
GLCt2_2_neg	0.0	0.0	0.0	0.0	0.0
GLCt4_pos	2.735919314988039	2.1274155351925623	2.5418828133289173	2.560330216859348	0.5878369904200351
GLCt4_neg	2.735919314988039	2.1274155351925623	2.5418828133289173	2.560330216859348	0.5878369904200351
GLCter_pos	0.0	0.0	0.0	0.0	0.0
GLCter_neg	0.0	0.0	0.0	0.0	0.0
GLCtg_pos	4.647072383010844	4.154813096361511	4.255083411399814	4.563450343587232	4.096290155043074
GLCtg_neg	4.647072383010844	4.154813096361511	4.255083411399814	4.563450343587232	4.096290155043074
GLCtly_pos	0.0	0.0	0.0	0.0	0.0
GLCURter_pos	0.0	0.0	0.0	0.0	0.0
GLCURtly_pos	2.326224180587857	2.500072743674319	2.3263528528657282	1.9422070894967942	1.133934624130736
GLCURtly_neg	2.326224180587857	2.500072743674319	2.3263528528657282	1.9422070894967942	1.133934624130736
GLDBRAN_pos	2.186777629270457	1.6207034441640227	1.1566810156647485	1.562952957255991	1.1752588409692097
GLGNS1_pos	5.074015543245382	5.301146625534583	4.59891700811933	4.9403349534206455	4.01198574181411
GLNALANaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
GLNASNNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
GLNCYSNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
GLNLASEer_pos	0.0	0.0	0.0	0.0	0.0
GLNLASEer_neg	0.0	0.0	0.0	0.0	0.0
GLNS_pos	0.0	0.0	0.0	0.0	0.0
GLNSERNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
GLNt4_pos	8.081662635120178	7.972823666531887	8.103460112568737	8.257739267367565	7.272174044921626
GLNTHRNaEx_pos	7.373462463700258	7.436249430163406	6.814442351865808	6.754087637357659	7.433954864814392
GLNtm_pos	0.0	0.0	0.0	0.0	0.0
GLNtN1_pos	0.0	0.0	0.0	0.0	0.0
GLNtN1_neg	0.0	0.0	0.0	0.0	0.0
GLPASE1_pos	5.016122164664461	5.001313737107697	4.70266547525547	4.785920844135862	4.607338211114634
GLPASE2_pos	5.016122164664461	5.001313737107697	4.70266547525547	4.785920844135862	4.607338211114634
GLRASE_pos	0.0	0.0	0.0	0.0	0.0
GLRASE_neg	0.0	0.0	0.0	0.0	0.0
GLU5Km_pos	0.0	0.0	0.0	0.0	0.0
GLUCYS_pos	4.5198315750256395	4.4933154298312	4.621005647733262	4.5706501625980485	4.062165513240042
GLUDC_pos	0.06303338117984901	0.058941184100824474	0.0	0.0	0.0
GLUDxm_pos	0.0	0.0	0.0	0.0	0.0
GLUDxm_neg	0.0	0.0	0.0	0.0	0.0
GLUDym_pos	0.0	0.0	0.0	0.0	0.0
GLUDym_neg	0.0	0.0	0.0	0.0	0.0
GluForTx_pos	0.0	0.0	0.0	0.0	0.0
GLUNm_pos	0.0	0.0	0.0	0.0	0.0
GLUPRT_pos	3.941404269963458	3.7242059842124258	3.6813462152016614	4.013486894395708	4.203600051771261
GLUt2m_pos	0.0	0.0	0.0	0.0	0.0
GLUt2m_neg	0.0	0.0	0.0	0.0	0.0
GLUt6_pos	0.10695648728102622	0.08807270416084609	0.10899199686215608	0.0	0.015922271237001413
GLUt7l_pos	0.0	0.0	0.0	0.0	0.0
GLUTCOADHm_pos	0.0	0.0	0.0	0.0	0.0
GLUtr_pos	0.0	0.0	0.0	0.0	0.0
GLUtr_neg	0.0	0.0	0.0	0.0	0.0
GLUVESSEC_pos	0.6088201531928952	0.21835818135790558	0.0	0.12573269162696893	0.0
GLXO1_pos	2.22841613919703	1.9349566374024272	2.3611369408582354	1.7744939365911052	0.6227600775635295
GLXO2p_pos	0.0	0.024993962379267858	0.0	0.0	0.0
GLXtm_pos	0.0	0.0	0.0	0.0	0.0
GLXtm_neg	0.0	0.0	0.0	0.0	0.0
GLXtp_pos	0.0	0.0	0.0	0.0	0.0
GLXtp_neg	0.0	0.0	0.0	0.0	0.0
GLYAMDTRc_pos	0.0	0.0	0.0	0.0	0.0
GLYAMDTRc_neg	0.0	0.0	0.0	0.0	0.0
GLYATm_pos	0.0	0.0	0.0	0.0	0.0
GLYATm_neg	0.0	0.0	0.0	0.0	0.0
GLYBt4_2_r_pos	0.0	0.0	0.0	0.0	0.0
GLYBt4_2_r_neg	0.0	0.0	0.0	0.0	0.0
GLYBtm_pos	0.0	0.0	0.0	0.0	0.0
GLYBtm_neg	0.0	0.0	0.0	0.0	0.0
GLYC3Ptm_pos	0.0	0.0	0.0	0.0	0.0
GLYCK2_pos	0.0	0.0	0.0	0.0	0.0
GLYCLTDy_pos	5.38489877265187	5.280549014850241	5.065464490580353	5.330334571335056	5.791873418352666
GLYCLTDym_pos	0.0	0.0	0.0	0.0	0.0
GLYCLTtp_pos	0.0	0.0	0.0	0.0	0.0
GLYC_St_pos	0.0	0.0	0.0	0.0	0.0
GLYCt_pos	0.0	0.0	0.0	0.0	0.0
GLYCt_neg	0.0	0.0	0.0	0.0	0.0
GLYCtm_pos	0.0	0.0	0.0	0.0	0.0
GLYCtm_neg	0.0	0.0	0.0	0.0	0.0
GLYCTO1p_pos	0.0	0.024993962379267858	0.0	0.0	0.0
GLYK_pos	0.0	0.0	0.0	0.0	0.0
GLYKm_pos	0.0	0.0	0.0	0.0	0.0
GLYOp_pos	0.0	0.0	0.0	0.0	0.0
GLYOX_pos	6.531409465372735	6.012721217924564	5.6066062782819825	5.2674749009703925	6.420065441462292
GLYOXm_pos	0.0	0.0	0.0	0.0	0.0
GLYt2r_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
GLYt2r_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
GLYt2rL_pos	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
GLYt2rL_neg	1.2230967272729623	1.2827154404796342	1.7921790528770636	1.6080636558763823	0.32443381442523866
GLYt4_pos	8.081662635120178	7.972823666531887	8.103460112568737	8.257739267367565	7.272174044921626
GLYt7_211_r_pos	0.2747130571059015	0.0	0.14140334552385672	0.03883766139191781	0.0
GLYt7_211_r_neg	0.2747130571059015	0.0	0.14140334552385672	0.03883766139191781	0.0
GLYtm_pos	0.0	0.0	0.0	0.0	0.0
GLYtm_neg	0.0	0.0	0.0	0.0	0.0
GLYtp_pos	0.0	0.0	0.0	0.0	0.0
GLYtp_neg	0.0	0.0	0.0	0.0	0.0
GLYVESSEC_pos	0.0	0.0	0.0	0.0	0.0
GMAND_pos	0.5340663160807096	0.5080834739630726	0.2844288482580109	0.408404147823053	0.1671747593596952
GMPR_pos	4.103544616328599	4.247917976590394	4.239946846428132	4.145373560887004	2.046455972348308
GMPS2_pos	4.543176451963044	4.620684418897538	4.490437135814671	4.732699383060326	3.6529714193762266
GMPtg_pos	0.0	0.0	0.0	0.0	0.0
GMPtg_neg	0.0	0.0	0.0	0.0	0.0
GMPtn_pos	0.0	0.0	0.0	0.0	0.0
GMPtn_neg	0.0	0.0	0.0	0.0	0.0
GND_pos	5.919173910018086	5.95769867536432	5.675096928667195	5.834031531242074	5.197534043641053
GNDer_pos	5.919173910018086	5.95769867536432	5.675096928667195	5.834031531242074	5.197534043641053
GNMT_pos	2.1207901445207282	2.544304614421674	2.120504941209692	1.3698037420004363	4.131673820425787
GP1CALPHAte_pos	0.0	0.0	0.0	0.0	0.0
GP1CALPHAte_neg	0.0	0.0	0.0	0.0	0.0
GP1CALPHAtg_pos	0.0	0.0	0.0	0.0	0.0
GP1CALPHAtg_neg	0.0	0.0	0.0	0.0	0.0
GP1Cte_pos	0.0	0.0	0.0	0.0	0.0
GP1Cte_neg	0.0	0.0	0.0	0.0	0.0
GP1Ctg_pos	0.0	0.0	0.0	0.0	0.0
GP1Ctg_neg	0.0	0.0	0.0	0.0	0.0
GPAM_hs_pos	0.0	0.0	0.0	0.0	0.0
GPAMm_hs_pos	0.0	0.0	0.0	0.0	0.0
GPDDA1_pos	0.0	0.0	0.0	0.0	0.0
GPIAT_pos	3.6503006948535512	2.862637565430834	3.449133329329864	4.129357869441413	2.441497620686896
GPIDA2er_pos	1.4665996518060447	1.9567905524537503	1.852989947399639	1.462987579485935	0.7142194954997683
GPIDAer_pos	1.4665996518060447	1.9567905524537503	1.852989947399639	1.462987579485935	0.7142194954997683
GPIMTer_L_pos	6.066722280313783	5.992111068529708	6.029052771879449	6.242431588838519	6.589624569973655
GPIMTer_U_pos	6.066722280313783	5.992111068529708	6.029052771879449	6.242431588838519	6.589624569973655
GQ1BALPHAte_pos	0.0	0.0	0.0	0.0	0.0
GQ1BALPHAte_neg	0.0	0.0	0.0	0.0	0.0
GQ1BALPHAtg_pos	0.0	0.0	0.0	0.0	0.0
GQ1BALPHAtg_neg	0.0	0.0	0.0	0.0	0.0
GQ1Bte_pos	0.0	0.0	0.0	0.0	0.0
GQ1Bte_neg	0.0	0.0	0.0	0.0	0.0
GQ1Btg_pos	0.0	0.0	0.0	0.0	0.0
GQ1Btg_neg	0.0	0.0	0.0	0.0	0.0
GRTT_pos	6.4929530103434345	6.426785272561788	6.380438985300366	6.611170658873557	5.371654420221369
