	WT.1012.e_S152_L007_R1_001	WT.911.d_S144_L007_R1_001	Ob.DHA.d_S147_L007_R1_001	WT.b_S126_L007_R1_001
r2385_pos	0.0	0.0	0.0	0.0
r2386_pos	0.0	0.0	0.0	0.0
r2387_pos	0.0	0.0	0.0	0.0
r2388_pos	0.0	0.0	0.0	0.0
r2389_pos	0.0	0.0	0.0	0.0
r2390_pos	0.0	0.0	0.0	0.0
r2391_pos	0.0	0.0	0.0	0.0
r2392_pos	0.0	0.0	0.0	0.0
r2393_pos	0.0	0.0	0.0	0.0
r2394_pos	0.0	0.0	0.0	0.0
r2395_pos	0.0	0.0	0.0	0.0
r2396_pos	0.0	0.0	0.0	0.0
r2397_pos	0.0	0.0	0.0	0.0
r2398_pos	0.0	0.0	0.0	0.0
r2399_pos	0.0	0.0	0.0	0.0
r2400_pos	0.0	0.0	0.0	0.0
r2401_pos	0.0	0.0	0.0	0.0
r2402_pos	0.0	0.0	0.0	0.0
r2403_pos	0.0	0.0	0.0	0.0
r2404_pos	0.0	0.0	0.0	0.0
r2405_pos	0.0	0.0	0.0	0.0
r2406_pos	0.0	0.0	0.0	0.0
r2407_pos	0.0	0.0	0.0	0.0
r2408_pos	0.0	0.0	0.0	0.0
r2409_pos	0.0	0.0	0.0	0.0
r2410_pos	0.0	0.0	0.0	0.0
r2411_pos	0.0	0.0	0.0	0.0
r2412_pos	0.0	0.0	0.0	0.0
r2413_pos	0.0	0.0	0.0	0.0
r2416_pos	0.0	0.0	0.0	0.0
r2419_pos	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
r2420_pos	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
r2420_neg	5.622344722724236	5.325170512376046	7.326069892145145	5.330558400030802
r2425_pos	2.2660368939953175	2.3015876466031866	3.0	1.9335726382610239
r2433_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
r2434_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
r2435_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
r2437_pos	5.982765462583646	5.665051614289214	7.330737650206952	6.090853430451113
r2439_pos	6.08533966935737	5.991861930556323	6.187451054027326	5.7309116243181
r2443_pos	0.0	0.0	0.0	0.0
r2444_pos	0.0	0.0	0.0	0.0
r2447_pos	0.0	0.15055967657538138	0.22650852980867975	0.09761079662642233
r2449_pos	0.47508488294878287	0.34482849699744117	0.48542682717024166	0.29865831556451516
r2465_pos	0.0	0.0	0.0	0.0
r2471_pos	3.9476661567960103	3.975446765640962	3.374343989038501	3.5434958834257717
r2472_pos	0.0	0.0	0.0	0.0
r2473_pos	6.730639955916791	6.978081198189155	6.988116584760143	6.567119487951671
r2497_pos	0.0	0.0	0.0	0.0
r2498_pos	0.0	0.0	0.0	0.0
r2499_pos	0.0	0.0	0.0	0.0
r2501_pos	0.0	0.0	0.0	0.0
r2502_pos	0.0	0.0	0.0	0.0
r2503_pos	0.0	0.0	0.0	0.0
r2505_pos	0.34482849699744117	0.48542682717024166	0.5849625007211562	0.5360529002402097
r2506_pos	0.0	0.0	0.0	0.0
r2506_neg	0.0	0.0	0.0	0.0
r2507_pos	0.0	0.0	0.0	0.0
r2507_neg	0.0	0.0	0.0	0.0
r2508_pos	0.0	0.0	0.0	0.0
r2508_neg	0.0	0.0	0.0	0.0
r2509_pos	0.0	0.0	0.0	0.0
r2509_neg	0.0	0.0	0.0	0.0
r2510_pos	0.0	0.0	0.0	0.0
r2510_neg	0.0	0.0	0.0	0.0
r2511_pos	0.0	0.0	0.0	0.0
r2511_neg	0.0	0.0	0.0	0.0
r2512_pos	0.0	0.0	0.0	0.0
r2513_pos	0.0	0.0	0.0	0.0
r2514_pos	0.0	0.0	0.0	0.0
r2514_neg	0.0	0.0	0.0	0.0
r2515_pos	0.0	0.0	0.0	0.0
r2516_pos	4.444932048942182	4.342696959981934	5.505573400282018	4.66732447027863
r2516_neg	4.444932048942182	4.342696959981934	5.505573400282018	4.66732447027863
r2517_pos	0.0	0.0	0.0	0.0
r2518_pos	0.0	0.0	0.0	0.0
r2519_pos	0.0	0.0	0.0	0.0
r2519_neg	0.0	0.0	0.0	0.0
r2520_pos	5.804001915179304	5.659924558402379	6.090218301653319	5.767654798237347
r2520_neg	5.804001915179304	5.659924558402379	6.090218301653319	5.767654798237347
r2521_pos	0.0	0.0	0.0	0.0
r2521_neg	0.0	0.0	0.0	0.0
r2525_pos	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2525_neg	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2526_pos	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2526_neg	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2532_pos	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2532_neg	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2534_pos	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2534_neg	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2535_pos	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2535_neg	3.065227622775619	2.4646682670034443	1.1176950426697545	2.15704371014558
r2537_pos	0.0	0.0	0.0	0.0
r2537_neg	0.0	0.0	0.0	0.0
r2538_pos	0.0	0.0	0.0	0.0
r2538_neg	0.0	0.0	0.0	0.0
r2539_pos	0.0	0.0	0.0	0.0
r2539_neg	0.0	0.0	0.0	0.0
EX_no2(e)_pos	0.0	0.0	0.0	0.0
EX_no2(e)_neg	0.0	0.0	0.0	0.0
EX_so3(e)_pos	0.0	0.0	0.0	0.0
EX_so3(e)_neg	0.0	0.0	0.0	0.0
EX_sprm(e)_pos	0.0	0.0	0.0	0.0
EX_sprm(e)_neg	0.0	0.0	0.0	0.0
RE0066C_pos	0.0	0.0	0.0	0.0
RE0066M_pos	0.0	0.0	0.0	0.0
RE0066R_pos	0.0	0.0	0.0	0.0
RE0124C_pos	0.0	0.0	0.0	0.0
RE0124C_neg	0.0	0.0	0.0	0.0
RE0344C_pos	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0344C_neg	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0344M_pos	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0344M_neg	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0344X_pos	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0344X_neg	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0383C_pos	7.925880770993272	7.7114949066500875	8.793603309279407	7.989820220117596
RE0383C_neg	7.925880770993272	7.7114949066500875	8.793603309279407	7.989820220117596
RE0452M_pos	0.0	0.0	0.0	0.0
RE0452M_neg	0.0	0.0	0.0	0.0
RE0452N_pos	0.0	0.0	0.0	0.0
RE0452N_neg	0.0	0.0	0.0	0.0
RE0453C_pos	0.0	0.0	0.0	0.0
RE0453C_neg	0.0	0.0	0.0	0.0
RE0453M_pos	1.1634987322828796	0.6959938131099002	0.9335726382610241	1.5753123306874368
RE0453M_neg	1.1634987322828796	0.6959938131099002	0.9335726382610241	1.5753123306874368
RE0453N_pos	8.213833283099293	8.297145551930386	8.84291599527006	8.497372854529424
RE0453N_neg	8.213833283099293	8.297145551930386	8.84291599527006	8.497372854529424
RE0456M_pos	0.0	0.0	0.0	0.0
RE0456M_neg	0.0	0.0	0.0	0.0
RE0456N_pos	0.0	0.0	0.0	0.0
RE0456N_neg	0.0	0.0	0.0	0.0
RE0512C_pos	0.0	0.0	0.0	0.0
RE0512C_neg	0.0	0.0	0.0	0.0
RE0512M_pos	9.690696443977696	9.531283977828286	10.817519336240222	9.59710280123173
RE0512X_pos	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE0512X_neg	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE0549C_pos	0.0	0.0	0.0	0.0
RE0549C_neg	0.0	0.0	0.0	0.0
RE0565C_pos	0.0	0.0	0.0	0.0
RE0566C_pos	0.0	0.0	0.0	0.0
RE0566C_neg	0.0	0.0	0.0	0.0
RE0567C_pos	0.0	0.0	0.0	0.0
RE0567C_neg	0.0	0.0	0.0	0.0
RE0568C_pos	0.0	0.0	0.0	0.0
RE0568C_neg	0.0	0.0	0.0	0.0
RE0569C_pos	0.0	0.0	0.0	0.0
RE0569E_pos	0.0	0.0	0.0	0.0
RE0570C_pos	0.0	0.0	0.0	0.0
RE0570C_neg	0.0	0.0	0.0	0.0
RE0571C_pos	0.0	0.0	0.0	0.0
RE0571C_neg	0.0	0.0	0.0	0.0
RE0572N_pos	0.0	0.0	0.0	0.0
RE0572N_neg	0.0	0.0	0.0	0.0
RE0573N_pos	0.0	0.0	0.0	0.0
RE0574C_pos	0.0	0.0	0.0	0.0
RE0574C_neg	0.0	0.0	0.0	0.0
RE0575C_pos	0.0	0.0	0.0	0.0
RE0575C_neg	0.0	0.0	0.0	0.0
RE0576C_pos	0.0	0.0	0.0	0.0
RE0576C_neg	0.0	0.0	0.0	0.0
RE0577C_pos	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0577C_neg	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0577M_pos	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0577M_neg	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0577X_pos	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0577X_neg	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0578C_pos	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0578C_neg	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0578M_pos	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0578M_neg	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0578X_pos	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0578X_neg	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0579C_pos	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0579C_neg	7.555662799224037	7.448488032901692	7.433960931121179	7.53403046657407
RE0579M_pos	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0579M_neg	1.2203299548795556	2.2539892662307865	5.005849075696688	2.2078928516413328
RE0579X_pos	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0579X_neg	7.6690976509065685	7.547511523644216	7.6783536539741695	7.677508242264722
RE0580L_pos	5.819157223674968	5.666756591884804	6.1765222465489575	5.885330315476167
RE0580R_pos	0.0	0.0	0.0	0.0
RE0581C_pos	0.0	0.0	0.0	0.0
RE0581C_neg	0.0	0.0	0.0	0.0
RE0581R_pos	0.0	0.0	0.0	0.0
RE0581R_neg	0.0	0.0	0.0	0.0
RE0582N_pos	0.0	0.0	0.0	0.0
RE0582N_neg	0.0	0.0	0.0	0.0
RE0583C_pos	0.0	0.0	0.0	0.0
RE0583C_neg	0.0	0.0	0.0	0.0
RE0583N_pos	0.0	0.0	0.0	0.0
RE0583N_neg	0.0	0.0	0.0	0.0
RE0688C_pos	0.0	0.0	0.13750352374993502	0.0
RE0688E_pos	0.0	0.0	0.09761079662642233	0.0
RE0688X_pos	0.0	0.0	0.09761079662642233	0.0
RE0689C_pos	0.0	0.0	0.13750352374993502	0.0
RE0689E_pos	0.0	0.0	0.09761079662642233	0.0
RE0689X_pos	0.0	0.0	0.09761079662642233	0.0
RE0690C_pos	0.0	0.0	0.13750352374993502	0.0
RE0690E_pos	0.0	0.0	0.09761079662642233	0.0
RE0690X_pos	0.0	0.0	0.09761079662642233	0.0
RE0691C_pos	0.0	0.0	0.0	0.0
RE0691C_neg	0.0	0.0	0.0	0.0
RE0702C_pos	0.0	0.0	0.0	0.0
RE0702C_neg	0.0	0.0	0.0	0.0
RE0702E_pos	0.0	0.0	0.0	0.0
RE0702E_neg	0.0	0.0	0.0	0.0
RE0702L_pos	0.16349873228287956	0.0	0.0	0.0
RE0702L_neg	0.16349873228287956	0.0	0.0	0.0
RE0702M_pos	8.442528868732529	8.327013637863985	8.871720462321232	8.262423761139717
RE0702M_neg	8.442528868732529	8.327013637863985	8.871720462321232	8.262423761139717
RE0702N_pos	0.16349873228287956	0.0	0.0	0.0
RE0702N_neg	0.16349873228287956	0.0	0.0	0.0
RE0827C_pos	0.0	0.0	0.13750352374993502	0.0
RE0827E_pos	0.0	0.0	0.09761079662642233	0.0
RE0827X_pos	0.0	0.0	0.09761079662642233	0.0
RE0828C_pos	0.0	0.0	0.13750352374993502	0.0
RE0828E_pos	0.0	0.0	0.09761079662642233	0.0
RE0828X_pos	0.0	0.0	0.09761079662642233	0.0
RE0830C_pos	0.0	0.0	0.0	0.0
RE0830C_neg	0.0	0.0	0.0	0.0
RE0830N_pos	8.246170532283656	8.234386354094545	8.989195787384412	8.366453362379254
RE0830N_neg	8.246170532283656	8.234386354094545	8.989195787384412	8.366453362379254
RE0864C_pos	0.0	0.0	0.0	0.0
RE0864C_neg	0.0	0.0	0.0	0.0
RE0875C_pos	0.0	0.0	0.0	0.0
RE0875C_neg	0.0	0.0	0.0	0.0
RE0908C_pos	0.0	0.0	0.0	0.0
RE0908C_neg	0.0	0.0	0.0	0.0
RE0908G_pos	0.0	0.0	0.0	0.0
RE0908G_neg	0.0	0.0	0.0	0.0
RE0908R_pos	0.0	0.0	0.0	0.0
RE0908R_neg	0.0	0.0	0.0	0.0
RE0912C_pos	0.0	0.0	0.0	0.0
RE0915C_pos	0.0	0.0	0.0	0.0
RE0915C_neg	0.0	0.0	0.0	0.0
RE0915E_pos	0.0	0.0	0.0	0.0
RE0915E_neg	0.0	0.0	0.0	0.0
RE0916C_pos	0.0	0.0	0.0	0.0
RE0916C_neg	0.0	0.0	0.0	0.0
RE0916G_pos	0.0	0.0	0.0	0.0
RE0916G_neg	0.0	0.0	0.0	0.0
RE0916R_pos	0.0	0.0	0.0	0.0
RE0916R_neg	0.0	0.0	0.0	0.0
RE0918C_pos	0.0	0.0	0.0	0.0
RE0918C_neg	0.0	0.0	0.0	0.0
RE0918G_pos	0.0	0.0	0.0	0.0
RE0918G_neg	0.0	0.0	0.0	0.0
RE0918R_pos	0.0	0.0	0.0	0.0
RE0918R_neg	0.0	0.0	0.0	0.0
RE0919C_pos	0.0	0.0	0.0	0.0
RE0919R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0920C_pos	0.0	0.0	0.0	0.0
RE0920R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0921C_pos	0.0	0.0	0.0	0.0
RE0921R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0922C_pos	0.0	0.0	0.0	0.0
RE0922R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0923C_pos	0.0	0.0	0.0	0.0
RE0923R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0924C_pos	0.0	0.0	0.0	0.0
RE0924R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0925C_pos	0.0	0.0	0.0	0.0
RE0925R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0926C_pos	0.0	0.0	0.0	0.0
RE0926C_neg	0.0	0.0	0.0	0.0
RE0926E_pos	0.0	0.0	0.0	0.0
RE0926E_neg	0.0	0.0	0.0	0.0
RE0927C_pos	0.0	0.0	0.0	0.0
RE0927R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0928C_pos	0.0	0.0	0.0	0.0
RE0928R_pos	0.0	0.46466826700344427	0.8073549220576041	0.9855004303048849
RE0935C_pos	0.0	0.0	0.0	0.0
RE0935C_neg	0.0	0.0	0.0	0.0
RE0935E_pos	0.0	0.0	0.0	0.0
RE0935E_neg	0.0	0.0	0.0	0.0
RE0936C_pos	0.0	0.0	0.0	0.0
RE0936C_neg	0.0	0.0	0.0	0.0
RE0936E_pos	0.0	0.0	0.0	0.0
RE0936E_neg	0.0	0.0	0.0	0.0
RE0937C_pos	0.0	0.0	0.0	0.0
RE0937C_neg	0.0	0.0	0.0	0.0
RE0937E_pos	0.0	0.0	0.0	0.0
RE0937E_neg	0.0	0.0	0.0	0.0
RE0938C_pos	0.0	0.0	0.0	0.0
RE0938C_neg	0.0	0.0	0.0	0.0
RE0938E_pos	0.0	0.0	0.0	0.0
RE0938E_neg	0.0	0.0	0.0	0.0
RE0944C_pos	0.0	0.0	0.0	0.0
RE0944C_neg	0.0	0.0	0.0	0.0
RE0944E_pos	0.0	0.0	0.0	0.0
RE0944E_neg	0.0	0.0	0.0	0.0
RE0958C_pos	0.0	0.0	0.0	0.0
RE0958C_neg	0.0	0.0	0.0	0.0
RE0958E_pos	0.0	0.0	0.0	0.0
RE0958E_neg	0.0	0.0	0.0	0.0
RE1062C_pos	0.0	0.0	0.0	0.0
RE1062C_neg	0.0	0.0	0.0	0.0
RE1062M_pos	0.0	0.0	0.0	0.0
RE1062M_neg	0.0	0.0	0.0	0.0
RE1063C_pos	0.0	0.0	0.0	0.0
RE1063C_neg	0.0	0.0	0.0	0.0
RE1064C_pos	0.0	0.0	0.0	0.0
RE1064C_neg	0.0	0.0	0.0	0.0
RE1077C_pos	0.0	0.0	0.0	0.0
RE1077C_neg	0.0	0.0	0.0	0.0
RE1096C_pos	0.0	0.0	0.0	0.0
RE1096M_pos	2.568032104771279	3.211012193485512	7.979510939888325	2.655351828612554
RE1096R_pos	2.568032104771279	3.211012193485512	7.979510939888325	2.655351828612554
RE1099C_pos	0.0	0.0	0.0	0.0
RE1099C_neg	0.0	0.0	0.0	0.0
RE1099G_pos	0.0	0.0	0.0	0.0
RE1099G_neg	0.0	0.0	0.0	0.0
RE1099L_pos	0.0	0.0	0.0	0.0
RE1099L_neg	0.0	0.0	0.0	0.0
RE1099R_pos	0.0	0.0	0.0	0.0
RE1099R_neg	0.0	0.0	0.0	0.0
RE1100C_pos	0.0	0.0	0.0	0.0
RE1100C_neg	0.0	0.0	0.0	0.0
RE1100G_pos	0.0	0.0	0.0	0.0
RE1100G_neg	0.0	0.0	0.0	0.0
RE1100L_pos	0.0	0.0	0.0	0.0
RE1100L_neg	0.0	0.0	0.0	0.0
RE1100R_pos	0.0	0.0	0.0	0.0
RE1100R_neg	0.0	0.0	0.0	0.0
RE1134C_pos	0.0	0.0	0.0	0.0
RE1134M_pos	2.568032104771279	3.211012193485512	7.979510939888325	2.655351828612554
RE1134R_pos	2.568032104771279	3.211012193485512	7.979510939888325	2.655351828612554
RE1135C_pos	0.0	0.0	0.0	0.0
RE1135C_neg	0.0	0.0	0.0	0.0
RE1135G_pos	0.0	0.0	0.0	0.0
RE1135G_neg	0.0	0.0	0.0	0.0
RE1135L_pos	0.0	0.0	0.0	0.0
RE1135L_neg	0.0	0.0	0.0	0.0
RE1135R_pos	0.0	0.0	0.0	0.0
RE1135R_neg	0.0	0.0	0.0	0.0
RE1233C_pos	7.079058045661791	6.982423226775876	5.281327329659484	6.7964939294258375
RE1233C_neg	7.079058045661791	6.982423226775876	5.281327329659484	6.7964939294258375
RE1233M_pos	5.8735671516217485	5.657640005207824	5.768184324776926	5.791032616755671
RE1233M_neg	5.8735671516217485	5.657640005207824	5.768184324776926	5.791032616755671
RE1234C_pos	0.0	0.0	0.0	0.0
RE1234C_neg	0.0	0.0	0.0	0.0
RE1235C_pos	0.0	0.0	0.0	0.0
RE1235C_neg	0.0	0.0	0.0	0.0
RE1236C_pos	0.0	0.0	0.0	0.0
RE1236C_neg	0.0	0.0	0.0	0.0
RE1238X_pos	0.0	0.0	0.0	0.0
RE1238X_neg	0.0	0.0	0.0	0.0
RE1240C_pos	0.0	0.0	0.0	0.0
RE1240C_neg	0.0	0.0	0.0	0.0
RE1254C_pos	0.0	0.0	0.0	0.0
RE1254C_neg	0.0	0.0	0.0	0.0
RE1266C_pos	0.0	0.0	0.0	0.0
RE1303C_pos	0.0	0.0	0.0	0.0
RE1308C_pos	0.0	0.0	0.0	0.0
RE1308M_pos	0.0	0.0	0.0	0.0
RE1309C_pos	0.0	0.0	0.0	0.0
RE1309M_pos	0.0	0.0	0.0	0.0
RE1310C_pos	0.0	0.0	0.0	0.0
RE1310M_pos	0.0	0.0	0.0	0.0
RE1311C_pos	0.0	0.0	0.0	0.0
RE1311M_pos	0.0	0.0	0.0	0.0
RE1317C_pos	0.0	0.0	0.0	0.0
RE1317C_neg	0.0	0.0	0.0	0.0
RE1342C_pos	0.0	0.0	0.0	0.0
RE1342C_neg	0.0	0.0	0.0	0.0
RE1441G_pos	4.309612772454123	4.032982416699428	4.277984747299765	3.61706334388818
RE1441G_neg	4.309612772454123	4.032982416699428	4.277984747299765	3.61706334388818
RE1441R_pos	4.388878338811989	4.469234793667656	4.37016428054021	4.2787282129389395
RE1447M_pos	0.0	0.0	0.0	0.0
RE1447M_neg	0.0	0.0	0.0	0.0
RE1447N_pos	0.0	0.0	0.0	0.0
RE1447N_neg	0.0	0.0	0.0	0.0
RE1448N_pos	0.0	0.0	0.0	0.0
RE1448N_neg	0.0	0.0	0.0	0.0
RE1448R_pos	0.0	0.0	0.0	0.0
RE1448R_neg	0.0	0.0	0.0	0.0
RE1473C_pos	0.0	0.0	0.0	0.0
RE1473C_neg	0.0	0.0	0.0	0.0
RE1508C_pos	0.0	0.0	0.0	0.0
RE1508C_neg	0.0	0.0	0.0	0.0
RE1514M_pos	9.110457209262789	8.943159468689469	9.698531046812148	9.086295483398589
RE1514M_neg	9.110457209262789	8.943159468689469	9.698531046812148	9.086295483398589
RE1514X_pos	10.563892183249614	10.28921200272302	10.702311232858296	10.377362385032225
RE1514X_neg	10.563892183249614	10.28921200272302	10.702311232858296	10.377362385032225
RE1516M_pos	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1516M_neg	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1516X_pos	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1516X_neg	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1517M_pos	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1517M_neg	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1517X_pos	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1517X_neg	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1518M_pos	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1518M_neg	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1518X_pos	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1518X_neg	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1519M_pos	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1519M_neg	9.289811415801141	8.99723594539198	10.140471927804413	9.246099258166561
RE1519X_pos	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1519X_neg	9.326204750765296	9.032624342418911	10.158256228811341	9.275961511154458
RE1520M_pos	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1520M_neg	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1520X_pos	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1520X_neg	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1521M_pos	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1521M_neg	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1521X_pos	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1521X_neg	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1522M_pos	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1522M_neg	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1522X_pos	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1522X_neg	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1523M_pos	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1523M_neg	9.146492306977189	8.906199138559941	9.982865266070146	8.92934718713864
RE1523X_pos	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1523X_neg	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1525C_pos	0.0	0.0	0.0	0.0
RE1525C_neg	0.0	0.0	0.0	0.0
RE1525M_pos	9.158281478783616	9.091990670755251	10.474365058703414	9.145142458485337
RE1525M_neg	9.158281478783616	9.091990670755251	10.474365058703414	9.145142458485337
RE1525X_pos	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE1525X_neg	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE1526C_pos	0.0	0.0	0.0	0.0
RE1526C_neg	0.0	0.0	0.0	0.0
RE1526M_pos	9.158281478783616	9.091990670755251	10.474365058703414	9.145142458485337
RE1526M_neg	9.158281478783616	9.091990670755251	10.474365058703414	9.145142458485337
RE1526X_pos	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE1526X_neg	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE1527C_pos	0.0	0.0	0.0	0.0
RE1527C_neg	0.0	0.0	0.0	0.0
RE1527M_pos	9.158281478783616	9.091990670755251	10.474365058703414	9.145142458485337
RE1527M_neg	9.158281478783616	9.091990670755251	10.474365058703414	9.145142458485337
RE1527X_pos	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE1527X_neg	8.154159887497823	8.048650342922418	9.52657748488129	8.036997774267352
RE1530C_pos	0.0	0.0	0.0	0.0
RE1530C_neg	0.0	0.0	0.0	0.0
RE1530M_pos	3.693765712217783	3.507160349117523	4.175524601089875	3.753818443173543
RE1530M_neg	3.693765712217783	3.507160349117523	4.175524601089875	3.753818443173543
RE1531M_pos	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1531M_neg	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1531X_pos	0.0	0.0	0.0	0.0
RE1531X_neg	0.0	0.0	0.0	0.0
RE1532M_pos	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1532M_neg	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1532X_pos	0.0	0.0	0.0	0.0
RE1532X_neg	0.0	0.0	0.0	0.0
RE1533M_pos	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1533M_neg	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1533X_pos	0.0	0.0	0.0	0.0
RE1533X_neg	0.0	0.0	0.0	0.0
RE1534M_pos	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1534M_neg	8.000169055919677	7.609104846618959	8.581275916513674	7.709428501368347
RE1534X_pos	0.0	0.0	0.0	0.0
RE1534X_neg	0.0	0.0	0.0	0.0
RE1537C_pos	0.0	0.0	0.0	0.0
RE1537X_pos	0.0	0.0	0.0	0.0
RE1538C_pos	0.0	0.0	0.0	0.0
RE1538X_pos	0.0	0.0	0.0	0.0
RE1539C_pos	0.0	0.0	0.0	0.0
RE1539X_pos	0.0	0.0	0.0	0.0
RE1573M_pos	7.742814669862893	7.70175696303795	9.34578222767854	7.873013392989595
RE1573M_neg	7.742814669862893	7.70175696303795	9.34578222767854	7.873013392989595
RE1573X_pos	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
RE1573X_neg	6.721782768459794	6.855740591715029	8.523483546587123	6.6546360285279675
