	WT.b_S126_L007_R1_001
M16N6Tg_pos	929.8590706240032
M16NTg_pos	17493.45615619813
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	57.54090810314199
M4CET3er_pos	57.54090810314199
M4MPDOL_Lter_pos	17493.456156198135
M4MPDOL_Uter_pos	17493.456156198135
M7MASNBterg_pos	17493.45615619813
M8MASNterg_pos	17498.307334919835
MACACI_pos	46292.77825914425
MACOXO_pos	13023.143728057874
MAGt_neg	9936.257820007302
MAGt_pos	6164.000426403504
MALSO3tm_neg	450.19725273936854
MALSO3tm_pos	450.19725273936854
MALSO4tm_neg	450.19725273936854
MALSO4tm_pos	450.19725273936854
MALTSULtm_neg	450.19725273936854
MALTSULtm_pos	450.19725273936854
MALT_pos	4216.25816365576
MALTe_pos	3021.660290442669
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4216.25816365576
MAL_Lte_neg	9337.898832465416
MAL_Lte_pos	5352.4850227067145
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.404206036973385
MALtm_neg	425.9545659653537
MALtm_pos	450.19725273936854
MAN1PT2_pos	3180.0034893372167
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9236.430972273904
MAN6PI_pos	5302.897243610196
MANt1r_neg	1241.058510064286
MANt1r_pos	1241.577503475176
MANt4_neg	1241.577503475176
MANt4_pos	1241.058510064286
MANter_pos	17493.45615619813
MANtg_pos	17498.307334919828
MANtly_pos	17809.93057088849
MAOLNOR_pos	0.0
MAOX_pos	39780.97777464485
MCCCrm_neg	12749.351424447284
MCCCrm_pos	11714.718062984208
MCD_pos	4336.3237485886475
MCDm_pos	4260.920823054937
MCDp_pos	0.0
MCITS_pos	14625.460957583293
MCLACCYSR_pos	16419.227459254165
MCLOR_neg	16419.227459254165
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.7390639385086475
MDH_neg	2566.9802419116536
MDH_pos	5869.224411754178
MDHm_neg	5533.610701897149
MDHm_pos	2566.980241911653
MDHx_neg	11.404206036973385
MDHx_pos	0.0
MDRPD_pos	15321.169788090456
ME1m_pos	5485.274023485281
ME2_pos	5981.5099989521
ME2m_pos	5625.857347829031
MECOALm_neg	421.0828592528228
MECOALm_pos	421.0828592528228
MECOAS1m_neg	421.0828592528228
MECOAS1m_pos	421.0828592528228
MELATN23DOX_pos	0.0
MELATNOX_pos	6308.939839587448
MEOHt2_neg	22133.45254623
MEOHt2_pos	5.744382398871375
MEOHtly_neg	0.0
MEOHtly_pos	12131.47386668231
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42460.63424800084
MERCPLACCYSt_pos	16419.227459254165
MESCOALm_pos	0.0
METATB0tc_pos	1657.3833431753992
METAT_pos	12912.214869475974
METLEUex_pos	707.7686353392668
METS_pos	10173.455244640132
METt4_pos	575.6743099140966
METtec_neg	575.6743099140966
METtec_pos	987.5521743089653
METyLATthc_pos	870.7879447302688
MEVK1c_pos	20404.007579444933
MEVK1x_pos	18452.929562047135
MG1er_pos	17493.45615619813
MG2er_pos	17493.45615619813
MG3er_pos	17493.45615619813
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12749.351424447274
MGCHrm_pos	11714.718062984211
MGSA2_pos	6301.715718750593
MGSA_pos	6302.005865588281
MHISOR_pos	13023.143728057874
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13918.93515086154
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15333.056700163705
MI134PK_pos	0.0
MI134PP_pos	13918.935150861542
MI13PP_pos	15333.056700163705
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13918.93515086154
MI145PKn_pos	0.0
MI145PP_pos	9001.002351704268
MI14P4P_pos	8271.24415960467
MI14PP_pos	7580.168408653599
MI14Ptn_neg	18164.76284693769
MI14Ptn_pos	0.0
MI1PP_pos	3915.509183459838
MI1PS_pos	6451.032727233774
MI1P_Dtn_neg	18809.69874414186
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13918.935150861542
MI3PP_pos	13918.935150861542
MI4PP_pos	7580.168408653599
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.59160290442669
MLTG1ly_pos	0.0
MM5ag_pos	17498.307334919835
MM5bg_pos	17493.456156198135
MM5cg_pos	17493.45615619813
MM6B1ag_pos	17493.45615619813
MM6B1bg_pos	17493.45615619813
MM6B2g_pos	17493.45615619813
MM6ag_pos	17535.151854607295
MM6bg_pos	17498.307334919835
MM7Ag_pos	17535.151854607295
MM7B1g_pos	17493.45615619813
MM7B2g_pos	17493.45615619813
MM7Cag_pos	17498.30733491983
MM7Cbg_pos	17498.30733491983
MM8Ag_pos	17498.307334919835
MM8Ber_pos	17493.45615619813
MM8Cg_pos	17498.30733491983
MMCD_pos	0.0
MMCDm_pos	4216.824961253185
MMCDp_pos	0.0
MMEm_neg	12928.969654572582
MMEm_pos	2112.4768503267305
MMMm_neg	9113.480260850125
MMMm_pos	12875.565651978339
MMSAD1m_pos	5234.689743978046
MMSAD3m_pos	10957.985624247482
MMTSADm_pos	2112.4768503267305
MOGAT_pos	4836.60711987774
MTAP_pos	15321.169788090456
MTHFC_neg	5196.424678455203
MTHFC_pos	8752.240154412464
MTHFCm_neg	13029.13815386401
MTHFCm_pos	5196.424678455203
MTHFD2_neg	692.6984928780641
MTHFD2_pos	708.6359099852639
MTHFD2m_neg	657.1018528699781
MTHFD2m_pos	657.1018528699781
MTHFD_neg	708.6359099852639
MTHFD_pos	692.6984928780641
MTHFDm_neg	657.1018528699781
MTHFDm_pos	657.1018528699781
MTHFR3_pos	723.5421543941192
MTHFTe_pos	1374.7253394517818
MTHGXLt_pos	4747.560349882702
MTRI_neg	0.0
MTRI_pos	15321.169788090461
N2M2NMASNt_pos	17493.45615619813
N2M2NMASNtly_pos	17528.035983097427
N3Tg_pos	7824.275496435038
N4Tg_pos	7098.532834376289
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7561.644904225684
NACASPtm_pos	7561.644904225684
NACDe_pos	1900.0
NACHEX10ly_pos	12213.806366944586
NACHEX11ly_pos	12213.806366944582
NACHEX12ly_pos	12213.806366944584
NACHEX13ly_pos	12213.80636694458
NACHEX14ly_pos	12213.806366944586
NACHEX15ly_pos	12213.806366944584
NACHEX16ly_pos	12213.80636694458
NACHEX17ly_pos	12213.806366944584
NACHEX18ly_pos	12213.806366944582
NACHEX19ly_pos	12213.806366944584
NACHEX1ly_pos	85.50650206124651
NACHEX20ly_pos	12213.806366944584
NACHEX21ly_pos	12211.740350043847
NACHEX22ly_pos	12211.740350043847
NACHEX23ly_pos	7791.493701997418
NACHEX24ly_pos	7860.449673962905
NACHEX25ly_pos	7854.502930507218
NACHEX26ly_pos	7707.922718720078
NACHEX27ly_pos	24423.30043776898
NACHEX2ly_pos	188.2646751938896
NACHEX3ly_pos	102.25827445975408
NACHEX4ly_pos	85.266063662712
NACHEX5ly_pos	85.26606366271199
NACHEX6ly_pos	130.83870107974278
NACHEX7ly_pos	130.83870107974278
NACHEX8ly_pos	151.80406840342405
NACHEX9ly_pos	151.80406840342405
NACHEXA10ly_pos	12211.740350043847
NACHEXA11ly_pos	12211.740350043845
NACHEXA12ly_pos	12211.740350043841
NACHEXA13ly_pos	12211.74035004384
NACHEXA14ly_pos	12211.740350043843
NACHEXA15ly_pos	12211.740350043843
NACHEXA16ly_pos	12211.740350043845
NACHEXA17ly_pos	12211.740350043845
NACHEXA18ly_pos	12211.740350043845
NACHEXA19ly_pos	12211.740350043843
NACHEXA1ly_pos	85.30242231741248
NACHEXA20ly_pos	7785.682625692808
NACHEXA21ly_pos	7854.50293050722
NACHEXA22ly_pos	7702.569084219754
NACHEXA2ly_pos	102.05419471592008
NACHEXA3ly_pos	85.09834257357845
NACHEXA4ly_pos	85.09834257357845
NACHEXA5ly_pos	130.67097999060923
NACHEXA6ly_pos	130.67097999060923
NACHEXA7ly_pos	151.426914130663
NACHEXA8ly_pos	151.42691413066302
NACHEXA9ly_pos	12211.740350043847
NACHORCTL3le_pos	2225.1726122772507
NACUP_pos	1900.0
NADH2_u10m_pos	4385.487210466841
NADHtpu_pos	1900.0
NADHtru_pos	5624.30028669875
NADK_pos	0.0
NADN_pos	8038.658324686967
NADNe_pos	4.789903983849679
NADPHtru_pos	5490.382799975527
NADPHtxu_pos	10226.65768716881
NADPN_pos	0.0
NADPNe_pos	4.789903983849677
NADPtru_pos	5490.382799975527
NADPtxu_pos	10226.65768716881
NADS2_pos	5276.058704265503
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9752.22377488516
NADtpu_pos	1900.0
NADtru_pos	5624.30028669875
NADtx_neg	3181.5656827027624
NADtx_pos	3349.193282813206
NAGA2ly_pos	7183.795279725984
NAGAlby_pos	930.2002317897518
NAGAly_pos	11333.211600300325
NAGLCAly_pos	7183.795279725984
NAHCO3_HCLt_neg	1087.703471389207
NAHCO3_HCLt_pos	1078.5422376451613
NAIt_neg	2249.466680577952
NAIt_pos	1782.823873394456
NAt3_1_neg	482.20643966016485
NAt3_1_pos	482.20643966016485
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	744.4405503671352
NAt5_pos	744.4405503671352
NAt_neg	577.031512367294
NAt_pos	576.5125189564042
NAtx_neg	4195.621566962847
NAtx_pos	1295.9670108928826
NBAHH_ir_pos	5006.03029650639
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1230.1975074551751
NCKt_neg	1809.1524879262734
NCKt_pos	1809.1524879262734
NCNt_neg	1867.9537545910716
NCNt_pos	1867.9537545910716
NDP10ex_pos	7.631948383432818
NDP3ex_pos	7.4218373019976305
NDP6_pos	4230.900504613503
NDP7er_pos	13086.922311161314
NDP7ex_pos	15535.870727251977
NDP7g_pos	6431.925142711652
NDP8_pos	5758.694848345938
NDP8ex_pos	15559.824285184917
NDPK10_neg	4196.307645385982
NDPK10_pos	4196.307645385982
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4196.307645385982
NDPK10n_pos	4196.307645385982
NDPK1_neg	380.3148644498451
NDPK1_pos	380.3148644498451
NDPK1m_neg	412.27626770046675
NDPK1m_pos	412.27626770046675
NDPK1n_neg	382.2163653818357
NDPK1n_pos	382.2163653818358
NDPK2_neg	380.3148644498451
NDPK2_pos	380.3148644498451
NDPK2m_neg	9200.085974095311
NDPK2m_pos	0.0
NDPK2n_neg	382.2163653818358
NDPK2n_pos	382.2163653818358
NDPK3_neg	380.3148644498451
NDPK3_pos	380.3148644498451
NDPK3m_neg	0.0
NDPK3m_pos	13738.586666523122
NDPK3n_neg	382.2163653818357
NDPK3n_pos	382.2163653818357
NDPK4_neg	1146.2523217610003
NDPK4_pos	451.007336382713
NDPK4m_pos	9482.301102187612
NDPK4n_neg	300.0829854374725
NDPK4n_pos	300.0829854374725
NDPK5_neg	380.3148644498451
NDPK5_pos	380.3148644498451
NDPK5m_pos	1941.4721789135358
NDPK5n_neg	382.2163653818358
NDPK5n_pos	382.2163653818358
NDPK6_neg	421.62286396334963
NDPK6_pos	706.7927431772443
NDPK6m_neg	706.7927431772443
NDPK6m_pos	4082.878499024504
NDPK6n_neg	0.0
NDPK6n_pos	14864.790230141294
NDPK7_neg	380.3148644498451
NDPK7_pos	380.3148644498451
NDPK7m_pos	25371.093956121393
NDPK7n_neg	382.2163653818357
NDPK7n_pos	382.2163653818358
NDPK8_neg	380.3148644498451
NDPK8_pos	380.3148644498451
NDPK8m_pos	8967.904530431595
NDPK8n_neg	300.0829854374725
NDPK8n_pos	300.0829854374725
NDPK9_neg	587.5216856670047
NDPK9_pos	587.5216856670047
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4196.307645385982
NDPK9n_pos	4196.307645385982
NH4t3r_neg	755.5327727338047
NH4t3r_pos	755.5327727338047
NH4tn_neg	12953.060763549587
NH4tn_pos	0.0
NH4tp_neg	9176.046750862824
NH4tp_pos	0.0
NICRNS_pos	4199.3452318851505
NICRNTtn_neg	0.0
NICRNTtn_pos	11816.949406184289
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	778.5371389697134
NKCC2t_pos	802.315274506075
NKCCt_neg	778.1087805340301
NKCCt_pos	801.8869160703919
NMNATm_pos	0.0
NMNATn_pos	9752.22377488516
NMNATr_neg	5276.058704265503
NMNATr_pos	8038.658324686968
NMNS_pos	9764.27308505546
NMNtn_neg	0.0
NMNtn_pos	9752.223774885158
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11816.949406184289
NNATr_pos	3485.919119122012
NNMT_pos	47.29751821874415
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37454.51276536828
NOS1_pos	1273.0108664857917
NOS2_pos	1273.0108664857917
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4328.975013978803
NPTHLte_neg	0.0
NPTHLte_pos	7.528206656118889
NRPPHRSFt_pos	72427.13290107297
NRPPHRSULT_pos	72427.13290107297
NRPPHRVESSEC_pos	3574.0046627694865
NRPPHRt4_2_r_neg	1407.7159818659372
NRPPHRt4_2_r_pos	1404.87194909442
NRPPHRtu_neg	1318.108901853936
NRPPHRtu_pos	1318.108901853936
NRVNCCOAtx_neg	5039.806152828829
NRVNCCOAtx_pos	22.308158376663034
NRVNCCOAtxc_pos	5039.806152828829
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1207.6985833556548
NRVNCt_pos	1208.2175767665449
NS26T2g_pos	221.45291200905123
NS26Tg_pos	374.2545445177591
NT5C_pos	4249.784980607443
NTD10_pos	4463.073834504125
NTD11_pos	4078.821154161397
NTD12_pos	0.0
NTD1_pos	3467.1267870821216
NTD1m_pos	1755.6300604552403
NTD2_pos	4251.110690829241
NTD2e_pos	12098.792008172617
NTD2l_pos	0.0
NTD2m_pos	9200.085974095311
NTD3_pos	3671.4102068666652
NTD3l_pos	0.0
NTD4_pos	3461.430041453202
NTD4e_pos	22.901816800567115
NTD4l_pos	0.0
NTD5_pos	3456.7854592869685
NTD5l_pos	0.0
NTD5m_pos	1755.6300604552414
NTD6_pos	4246.549589834229
NTD6l_pos	0.0
NTD7_pos	3171.6322012535475
NTD7e_pos	9564.07249735582
NTD7l_pos	0.0
NTD8_pos	3496.6367675557344
NTD8l_pos	0.0
NTD9_pos	4616.638719301872
NTD9e_pos	22.354559382714257
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.1288376560349103
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3613.8059187660965
O16G1e_pos	19.497330047364887
O16G2e_pos	21.740650628250222
O2St_neg	4.045077769120289
O2St_pos	9034.27460693832
O2Stm_neg	9001.597073624882
O2Stm_pos	5.31229925661614
O2Stn_neg	0.0
O2Stn_pos	9088.681463729192
O2Stx_neg	0.0
O2Stx_pos	9026.54267390655
O2t_neg	16273.310885011353
O2t_pos	4420.821585807109
O2ter_neg	24822.551265235714
O2ter_pos	10019.87131150004
O2tm_neg	9790.005687599378
O2tm_pos	5280.786470277254
O2tn_neg	9088.681463729192
O2tn_pos	0.0
O2tp_neg	5545.03467143194
O2tp_pos	4496.0882883017675
OAADC_pos	6510.055432684935
OAGD3te_neg	0.0
OAGD3te_pos	19790.418129150064
OAGD3tg_neg	19790.418129150068
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	19037.962080687146
OAGT3tg_neg	19037.962080687146
OAGT3tg_pos	0.0
OBDHc_pos	4220.058275984887
OCBTm_pos	11885.879607418916
OCCOAtm_pos	12607.637577961412
OCCOAtx_neg	24278.934074366134
OCCOAtx_pos	14044.615525125559
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23491.867898206194
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23491.867898206194
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23491.867898206194
OCDCAFATPc_pos	4255.777758682163
OCDCAtr_neg	568.704619882841
OCDCAtr_pos	569.223613293731
OCDCEAtr_neg	568.704619882841
OCDCEAtr_pos	569.223613293731
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2049.8075051433266
OCT11EFATP_pos	23491.867898206194
OCTAt_neg	0.0
OCTAt_pos	9065.803095128236
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.024723843315519
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15726.702085326082
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15726.702085326086
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15726.702085326086
OCTDECE1CRNe_pos	15726.702085326086
ODECOAtx_neg	22.30815837666303
ODECOAtx_pos	0.0
OIVD1m_pos	10459.053339129247
OIVD2m_pos	12046.623245086872
OIVD3m_pos	9465.904206821024
OLEICFATPtc_pos	4354.86608342738
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.528206656118891
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20016.507017493386
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15745.811968170256
OMHPALTD_neg	0.0
OMHPALTD_pos	30186.008882433096
OMPDC_pos	10448.155990868698
ONPTHLte_neg	7.528206656118889
ONPTHLte_pos	0.0
OPAHir_pos	6077.53938671716
ORETNF2_pos	1515.0602598487428
ORETNF_pos	1497.3069976600925
ORETNtn2_neg	0.0
ORETNtn2_pos	1515.060259848743
ORETNtn_neg	0.0
ORETNtn_pos	1497.3069976600923
ORNALArBATtc_pos	1341.9978160391772
ORNDC_pos	11798.183381322484
ORNLEUrBATtc_pos	1341.9978160391772
ORNTArm_neg	9746.644894194022
ORNTArm_pos	27.18398637596145
ORNt3m_neg	351.8870411445322
ORNt3m_pos	351.8870411445322
ORNt4m_neg	351.8870411445322
ORNt4m_pos	351.8870411445322
ORNtiDF_pos	1206.1971505095041
OROTGLUt_neg	4329.351245078154
OROTGLUt_pos	2167.9469057878514
ORPT_neg	10448.155990868698
ORPT_pos	0.0
OXAHCOtex_pos	925.4421553736285
OXAtp_pos	12425.25324388382
P45011A1m_pos	61727.66723790151
P45011B11m_pos	54783.742493644
P45011B12m_pos	52233.70325070999
P45011B21m_pos	53764.968732649715
P45017A1r_pos	55085.73979560652
P45017A2r_pos	55085.73979560652
P45017A3r_pos	55085.73979560651
P45017A4r_pos	55085.73979560651
P45019A1r_pos	51903.25657637771
P45019A2r_pos	52161.00977541814
P4501B1r_pos	51249.018422260844
P45021A1r_pos	54783.742493643986
P45021A2r_pos	52233.70325070998
P45027A11m_pos	65501.55767414846
P45027A12m_pos	7371.988046106031
P45027A13m_pos	7371.988046106031
P45027A14m_pos	66512.39621696832
P45027A15m_pos	7201.4201535715865
P45027A16m_pos	7368.7236440149745
P45027A1m_pos	2168.3010618240214
P4502A6_pos	7.52820665611889
P4502C18_pos	7.9146065589076935
P4502C19_pos	7.52820665611889
P4502C8_pos	7.528206656118889
P4502C92_pos	7.528206656118891
P4502C93_pos	7.528206656118889
P4502C94_pos	7.528206656118891
P4502C9_pos	7.52820665611889
P4502D6_pos	7.528206656118891
P4502E1_pos	14.206882300609392
P4502F1_pos	7.528206656118889
P45039A1r_pos	54556.09765683387
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.52820665611889
P4503A7r_pos	52799.74130760089
P45046A1r_pos	54556.09765683387
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.959039909409842
P4504F81r_pos	0.0
P4507A1r_pos	11590.419758083704
P4507B11r_pos	54506.64646511972
P4507B12r_pos	54276.82507023285
P4508B11r_pos	65667.72225850922
P4508B13r_pos	65501.557674148426
P450LTB4r_pos	0.0
P450SCC1m_neg	2168.3010618240214
P450SCC1m_pos	56304.43168154893
P5CDm_pos	1180.9958597832529
P5CR_pos	492.56861558032705
P5CRm_pos	856.4533693219319
P5CRxm_pos	690.8410885743217
PACCOAL_pos	19153.72897321625
PAFH_pos	4305.079865664707
PAFHe_pos	6655.020693705933
PAFS_pos	4305.079865664706
PAFt_neg	6658.238892286942
PAFt_pos	6.916841985955193
PAIL45P_HStn_neg	6818.810655634879
PAIL45P_HStn_pos	8046.050209592233
PAIL4P_HStn_neg	4967.947545246254
PAIL4P_HStn_pos	5520.0078466818795
PAIL_HStn_neg	8031.360156828608
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8727.62306599359
PAN4PP_pos	4214.4301433766805
PAN4PPe_pos	5726.516427687583
PAPStg_neg	0.0
PAPStg_pos	39151.44048620193
PAPtg_pos	39151.44048620194
PA_HSter_neg	5571.635468678772
PA_HSter_pos	0.0
PA_HStg_neg	5571.635468678772
PA_HStg_pos	0.0
PA_HStn_neg	17497.055517212953
PA_HStn_pos	0.0
PCFLOPm_pos	10360.11650047199
PCHOLHSTDe_pos	10631.375964485569
PCHOLP_hs_pos	747.6072471853722
PCHOLPg_hs_pos	5571.635468678772
PCHOLPm_hs_pos	13738.586666523128
PCHOLPr_hs_pos	5571.635468678772
PCHOL_HSter_neg	5769.397039951798
PCHOL_HSter_pos	5571.635468678772
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5571.635468678772
PCLAD_pos	47.66806031323163
PCREATtmdiffir_pos	3692.143100843867
PCRNtc_pos	4857.320375573785
PCRNtm_pos	1672.0490488913124
PCm_pos	5571.931171165069
PCt_pos	12370.219506896465
PDE1_pos	3424.4657088751605
PDE1g_pos	0.0
PDE4_pos	3392.934578716042
PDE4g_pos	0.0
PDE4n_pos	10984.942924498224
PDHm_pos	6619.542295726066
PDX5PO_pos	4424.827116928122
PDXPP_pos	4164.223146100779
PEAMNO_pos	19153.72897321625
PECDCHe_pos	5098.566228708339
PECGCHLe_pos	14496.210857214848
PECGONCOATr_pos	0.0
PECTCHLe_pos	15605.06301189797
PEFLIP_pos	4217.475136008609
PEFLIPm_pos	4595.204400278441
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5757.650269353491
PEPCKm_pos	8677.723172310223
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.52820665611889
PERILLYLte_pos	0.0
PEROXx_pos	47.017785892697034
PETHCT_pos	4227.906429748326
PETOHMm_hs_pos	10360.11650047199
PETOHMr_hs_pos	5769.397039951798
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4595.204400278443
PE_HStm_pos	10360.11650047199
PEt_neg	4217.475136008609
PEt_pos	3325.0
PFK26_pos	3376.3925174958586
PFK_pos	608.8592980361085
PGCD_pos	3512.238752715178
PGDI_neg	2.597734142428222
PGDI_pos	137.32372792564937
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.405235313333304
PGISr_pos	163.9131385716183
PGI_neg	5024.892769528801
PGI_pos	5780.492249058519
PGK_neg	3510.0737188485323
PGK_pos	5034.071069430863
PGLYCP_pos	0.0
PGLYCt_neg	13816.90567874657
PGLYCt_pos	229.82276688324202
PGL_pos	6583.401073018001
PGLc_pos	32147.072079625847
PGLer_pos	11256.4188113639
PGMT_neg	3854.162550608398
PGMT_pos	5183.7051298967945
PGM_neg	3624.922380994699
PGM_pos	8078.550109564784
PGPPT_pos	13816.90567874657
PGPP_hs_pos	13816.90567874657
PGS_pos	120.45543130110367
PGSr_pos	163.9131385716183
PHACCOAGLNAC_pos	19153.72897321625
PHCDm_pos	396.6081405308631
PHCHGSm_neg	0.0
PHCHGSm_pos	1346.6081405308632
PHEACGLNt_neg	0.0
PHEACGLNt_pos	19153.72897321625
PHEATB0tc_pos	1480.9066477777835
PHEMEe_pos	319.5787332103833
PHEMEt_pos	319.5787332103833
PHEMEtm_neg	0.0
PHEMEtm_pos	14754.554838929256
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	291.5299143486302
PHEt4_pos	421.35788228929573
PHEtec_neg	421.35788228929573
PHEtec_pos	507.89840759928734
PHEyLATthc_pos	768.5789046518294
PHYCBOXL_pos	19153.72897321625
PHYHx_pos	47.017785892697034
PHYQt_pos	5039.806152828828
PHYTt_neg	0.0
PHYTt_pos	47.017785892697056
PI345P3P_pos	3425.9779849890906
PI345P3Pn_pos	10112.951251448112
PI345P5P_pos	3495.3516008890833
PI345P5Pn_pos	10901.324620618052
PI34P3Pn_pos	10901.324620618052
PI34P4Pn_pos	10901.324620618054
PI34P5K_pos	3495.351600889083
PI34P5Kn_pos	10901.324620618054
PI3P3Pn_pos	3052.9773852341705
PI3P4K_pos	8175.833711134835
PI3P4Kn_pos	10901.324620618052
PI3P5K_pos	3882.599563650108
PI45P3K_pos	3425.97798498909
PI45P3Kn_pos	10112.951251448108
PI45P4P_pos	4231.360156828607
PI45P5P_pos	3464.8608652271128
PI45P5Pn_pos	3800.0
PI45PLC_pos	9001.002351704268
PI45PLCn_pos	0.0
PI4P3K_pos	7062.124079510943
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10901.324620618052
PI4P5K_pos	3464.8608652271123
PI4P5Kn_pos	9963.109219321717
PI4PLC_pos	7580.168408653598
PI4PLCn_pos	18164.762846937687
PI4PP_pos	4231.360156828607
PI5P3K_pos	3478.6251171259687
PI5P3Ker_pos	0.0
PI5P4K_pos	4231.360156828607
PI5P4Kn_pos	10353.703891504278
PIACGT_pos	52.106986700297284
PIK3_pos	4210.188222162206
PIK3er_pos	7819.995503496921
PIK3n_pos	10796.47934135267
PIK4_pos	4231.360156828608
PIK4n_pos	10744.29856368684
PIK5_pos	4614.1626686863465
PIK5n_pos	10353.703891504276
PIPLC_pos	3915.5091834598375
PIPLCn_pos	18809.698744141864
PIt7_neg	528.9955584124041
PIt7_pos	533.5538873774907
PIt8_neg	356.89741758144015
PIt8_pos	528.9955584124041
PIt9_neg	1088.6978953725418
PIt9_pos	1088.6978953725418
PIter_neg	376.62944328257987
PIter_pos	2025.54314776086
PItg_pos	6431.925142711652
PItn_neg	4359.40532781744
PItn_pos	6069.90152983013
PItx_neg	4643.079286035441
PItx_pos	0.0
PLA2_2_pos	10331.610797259624
PLA2_2e_pos	11865.848173044393
PLA2_pos	0.0
PMANM_neg	17476.62728980888
PMANM_pos	0.0
PMEVKc_pos	20404.007579444933
PMEVKx_pos	18452.929562047135
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34519.54845943108
PMTCOAFABP1tc_pos	13808.015256560375
PMTCOAtx_neg	3101.3266135147715
PMTCOAtx_pos	5144.7318320787035
PNP_neg	8035.479849128281
PNP_pos	0.0
PNTEH_pos	14495.116435654743
PNTEHe_pos	6192.0629623892555
PNTK_pos	14463.928185626146
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4356.564814484852
PNTOt5le_pos	4372.237171135603
PNTOte_neg	2073.3113239032173
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
