	Ob-b_S131_L007_R1_001
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9734.62523794669
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8985.658793720566
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9637.723055020146
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11233.476653600208
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11609.067647867118
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10266.473003804562
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10507.389986204158
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.362434369757783
EX_gal(e)_neg	4121.374084364965
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9485.978213355133
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10405.882027598385
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9279.152407927375
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8362.758348289919
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9767.99845087887
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6369.008355426866
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11286.07482604376
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11818.357592200551
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12398.351896196384
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12444.512946661975
EX_gdp(e)_neg	3.081559127713181
EX_gdp(e)_pos	3.081559127713181
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2571.709727544764
EX_glcur(e)_neg	5.3410466227024544
EX_glcur(e)_pos	10.893306848517762
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13707.873414343721
EX_gln_L(e)_neg	4.84584249334397
EX_gln_L(e)_pos	8020.356495340587
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	15093.652549549088
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.597155247153731
EX_glu_L(e)_pos	8405.394668602396
EX_gluala(e)_neg	5.374365278202243
EX_gluala(e)_pos	9306.763124674353
EX_gly(e)_neg	5669.533058932371
EX_glyb(e)_neg	18.434158364940934
EX_glyb(e)_pos	10222.345013849475
EX_glyc(e)_neg	4121.374084364965
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6648.390067630589
EX_glygly(e)_neg	12859.847126898478
EX_glygn2(e)_neg	13.454549458743212
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.454549458743212
EX_glygn5(e)_neg	5.0750369059636045
EX_glygn5(e)_pos	19.4964152767041
EX_glyleu(e)_neg	9699.058861818961
EX_glyphe(e)_neg	10874.033527263395
EX_glypro(e)_neg	9392.211670191567
EX_glysar(e)_neg	17131.03989432718
EX_gmp(e)_neg	6.268356369249412
EX_gmp(e)_pos	7.282490060628324
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13050.381835424549
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13089.177282116365
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12860.472708350784
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12781.45542325914
EX_gsn(e)_neg	5905.284585768632
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12613.637165153852
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15229.25769369393
EX_gthrd(e)_neg	2.5642329721687966
EX_gthrd(e)_pos	13842.391738998422
EX_gtp(e)_neg	3.081559127713181
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.518161949000226
EX_gua(e)_pos	6238.524547342964
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13707.873414343727
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	15093.652549549088
EX_h(e)_neg	234.09080385442255
EX_h(e)_pos	2235.461380086796
EX_h2o(e)_neg	246.64733669272067
EX_h2o(e)_pos	3483.050550443432
EX_h2o2(e)_neg	3.9980910773531138
EX_h2o2(e)_pos	5720.958301317147
EX_ha(e)_neg	36.83990180569209
EX_ha(e)_pos	18571.16451123798
EX_ha_pre1(e)_neg	14.841453870835222
EX_ha_pre1(e)_pos	19024.26860118737
EX_hco3(e)_neg	436.2962312056063
EX_hco3(e)_pos	5254.793178599402
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.485319951562107
EX_hdca(e)_neg	6.586461264818024
EX_hdca(e)_pos	12917.810822437956
EX_hdcea(e)_neg	10084.477025002494
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50457.847375068464
EX_hexc(e)_neg	9.836559623903357
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5255.092855116861
EX_hista(e)_neg	10.783820469346704
EX_hista(e)_pos	5255.092855116861
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.50155142826058
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	342.6625751292566
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.485319951562108
EX_hxan(e)_neg	5.780294272706631
EX_hxan(e)_pos	6122.933065976951
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.072554264333759
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	444.2943038418444
EX_idp(e)_neg	2.15646341525907
EX_idp(e)_pos	3.2464225636646353
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7728.705561415284
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.438676473634963
EX_inost(e)_neg	10.400720193789697
EX_inost(e)_pos	6311.5103259206235
EX_ins(e)_neg	6037.093277626455
EX_itp(e)_neg	3.2464225636646353
EX_itp(e)_pos	3.244956262621589
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10725.57846861647
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.038582409425704
EX_ksi(e)_pos	1807.2393877643663
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1779.0154658843712
EX_ksii_core2(e)_neg	99.01753106056866
EX_ksii_core2(e)_pos	298.01002450932964
EX_ksii_core4(e)_neg	106.96054405737416
EX_ksii_core4(e)_pos	491.4233200089479
EX_lac_D(e)_neg	2.3427137852829314
EX_lac_D(e)_pos	3562.9621755838575
EX_lac_L(e)_neg	2.3427137852829314
EX_lac_L(e)_pos	3512.333546888717
EX_lcts(e)_neg	4.356267117032783
EX_lcts(e)_pos	7397.78884307332
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3822.0134944415204
EX_leugly(e)_neg	9699.058861818961
EX_leuktrA4(e)_neg	3.5425714040486014
EX_leuktrA4(e)_pos	4424.906484246621
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3514.8818280545734
EX_leuktrC4(e)_neg	5.704555340723776
EX_leuktrC4(e)_pos	22328.89254070107
EX_leuktrD4(e)_neg	4.191545368579624
EX_leuktrD4(e)_pos	17989.528980080133
EX_leuktrE4(e)_neg	4.801897319919175
EX_leuktrE4(e)_pos	17587.79542114527
EX_leuktrF4(e)_neg	5.642788253286065
EX_leuktrF4(e)_pos	21215.941746086228
EX_leuleu(e)_neg	10222.368455944414
EX_lgnc(e)_neg	20.72559099800088
EX_lgnc(e)_pos	9.836559623903355
EX_limnen(e)_neg	7.485319951562108
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.557969475134117
EX_lneldc(e)_pos	9100.099764540393
EX_lnlc(e)_neg	6.037683293221372
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.887124440983649
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.557474435474568
EX_lnlncg(e)_pos	49.30712398721609
EX_lpchol_hs(e)_neg	13740.00188114159
EX_lys_L(e)_neg	12.34629259341027
EX_lys_L(e)_pos	3.9475013264200127
EX_mag_hs(e)_neg	5199.008915456045
EX_mal_L(e)_neg	5346.234419908413
EX_mal_L(e)_pos	9200.822140280658
EX_malcoa(e)_neg	5.256620450556465
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3012.518452981803
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.28708618689968
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.189476002430283
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.641678968654535
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5153.842681091004
EX_meoh(e)_neg	5.621980453147653
EX_meoh(e)_pos	21925.375108883916
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41986.11568275134
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	16149.057535880998
EX_met_L(e)_neg	10.699647737821332
EX_met_L(e)_pos	10274.629246034006
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4712.363668112538
EX_n2m2nmasn(e)_neg	58.7508746646917
EX_n2m2nmasn(e)_pos	756.1719919842517
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.66888263725818
EX_nac(e)_pos	28.860010802796154
EX_nad(e)_neg	4.703527839198507
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.703527839198507
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.453972475607898
EX_nh4(e)_neg	531.1070846697886
EX_nh4(e)_pos	5005.059679315154
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.877929504146538
EX_no(e)_pos	57646.01538363142
EX_no2(e)_neg	5.3410466227024544
EX_no2(e)_pos	5.44665342425888
EX_npthl(e)_neg	7.485319951562108
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.71107051147733
EX_nrpphr(e)_pos	29679.628321404656
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71450.0442577494
EX_nrvnc(e)_neg	21.347987788585865
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3738.917682129018
EX_o2s(e)_neg	3.1944795110603104
EX_o2s(e)_pos	8802.853168229462
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19226.258417129273
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18467.869514126687
EX_ocdca(e)_neg	5068.4097794477375
EX_ocdcea(e)_neg	6.90409432782144
EX_ocdcea(e)_pos	8849.54893798951
EX_octa(e)_neg	8905.650720090642
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.485319951562107
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.485319951562108
EX_orn(e)_neg	4.423503293977693
EX_orn(e)_pos	11254.056580472841
EX_orot(e)_neg	6.726797365631874
EX_orot(e)_pos	8373.374501935541
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11156.21463360849
EX_paf_hs(e)_neg	4.723693663715838
EX_paf_hs(e)_pos	6.814644969226002
EX_pan4p(e)_neg	5388.086723860254
EX_pan4p(e)_pos	6644.830632928235
EX_pchol_hs(e)_neg	13.821227816758814
EX_pchol_hs(e)_pos	10450.701842001557
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5046.212767605464
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5046.212767605464
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14298.00629352084
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15575.974173925279
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.485319951562108
EX_pglyc_hs(e)_neg	5.446653424258882
EX_pglyc_hs(e)_pos	13596.529901599706
EX_phe_L(e)_neg	5953.056562596451
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18734.45819918336
EX_pheme(e)_neg	50596.281756727745
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.539381713242754
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	498.10365012260763
EX_pi(e)_pos	6179.2909039074375
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6165.078251183717
EX_ppa(e)_neg	4.575152194028651
EX_ppa(e)_pos	10034.35345519646
EX_ppi(e)_neg	3.7672894064153053
EX_ppi(e)_pos	21621.385300537106
EX_prgstrn(e)_neg	6.244424613955575
EX_prgstrn(e)_pos	61003.14818997113
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.480483333530649
EX_pro_L(e)_pos	8160.797633592441
EX_progly(e)_neg	9392.211670191567
EX_prostgd2(e)_neg	2.762621299967094
EX_prostgd2(e)_pos	137.67023856402088
EX_prostge1(e)_neg	4.327417585988376
EX_prostge1(e)_pos	15.682252757965125
EX_prostge2(e)_neg	3.366831395393736
EX_prostge2(e)_pos	16.27098403042045
EX_prostgf2(e)_neg	4.979631981054206
EX_prostgf2(e)_pos	142.44127655560766
EX_prostgh2(e)_neg	2.762621299967094
EX_prostgh2(e)_pos	133.6851012215808
EX_prostgi2(e)_neg	6.130857054268809
EX_prostgi2(e)_pos	161.67274429809115
EX_prpp(e)_neg	3.9862234644120553
EX_prpp(e)_pos	26807.230983124013
EX_ps_hs(e)_neg	6.389324857847774
EX_ps_hs(e)_pos	14399.478813456395
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13707.873414343721
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	15093.652549549088
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.401562986277863
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.6487564156667665
EX_ptrc(e)_pos	14250.896830360492
EX_ptth(e)_neg	6164.576796808031
EX_ptth(e)_pos	5697.053526712994
EX_pydam(e)_neg	10098.049208102339
EX_pydx(e)_neg	7866.758653375055
EX_pydx5p(e)_neg	8.89279873717747
EX_pydx5p(e)_pos	9582.303835670842
EX_pydxn(e)_neg	9078.773642780516
EX_pyr(e)_neg	3.5706648785573867
EX_pyr(e)_pos	4388.9069165283145
EX_q10(e)_neg	5562.266811765509
EX_q10h2(e)_pos	5562.266811765509
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6425.662038223171
EX_retfa(e)_neg	5.446653424258883
EX_retfa(e)_pos	1212.897676113583
EX_retinol(e)_neg	796.9847749701504
EX_retinol(e)_pos	23.975588154826514
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1620.6764589249071
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1620.6764589249074
EX_retn(e)_neg	342.37597467904095
EX_retn(e)_pos	818.5735238546974
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3849.091865500033
EX_rib_D(e)_neg	5005.576162528085
EX_ribflv(e)_neg	17270.442075313702
EX_s2l2fn2m2masn(e)_neg	4.038582409425704
EX_s2l2fn2m2masn(e)_pos	787.2691585600567
EX_s2l2n2m2masn(e)_neg	74.5288239972356
EX_s2l2n2m2masn(e)_pos	651.6323410358929
EX_sarcs(e)_neg	10.017757730073024
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4921.738598053316
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.479224934058642
EX_ser_L(e)_pos	6732.484058552974
EX_sfcys(e)_pos	21612.56895485708
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14863.479469579508
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1201.4167285056717
EX_so4(e)_pos	13417.167928098934
EX_spc_hs(e)_neg	11.414919630469393
EX_spc_hs(e)_pos	28128.467260213176
EX_sph1p(e)_neg	13.157696298191814
EX_sph1p(e)_pos	19382.520417031166
EX_sphs1p(e)_neg	9.292586173204164
EX_sphs1p(e)_pos	32277.219153473827
EX_spmd(e)_neg	5.433005646918105
EX_spmd(e)_pos	23617.49544602992
EX_sprm(e)_neg	1.9987548592268622
EX_sprm(e)_pos	15204.03314336969
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.49354877808482
EX_strch1(e)_neg	13.454549458743212
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.387518452981802
EX_strch2(e)_pos	13.454549458743212
EX_strdnc(e)_neg	9.61466813943806
EX_strdnc(e)_pos	6.9298362234660935
EX_succ(e)_neg	6.1813626396346715
EX_succ(e)_pos	5493.072641386304
EX_sucr(e)_neg	3.487518452981803
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.227279548375181
EX_tag_hs(e)_pos	7.969390756323643
EX_tagat_D(e)_neg	6.959948376155016
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.318413058511764
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.485319951562108
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	13205.61765903401
EX_tcynt(e)_neg	5.341046622702453
EX_tcynt(e)_pos	11.151018164006075
EX_tdchola(e)_neg	5.492673721189496
EX_tdchola(e)_pos	66569.69505056039
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8090.782352411656
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12443.53568032296
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12443.53568032296
EX_tethex3(e)_neg	9.993961338393683
EX_tethex3(e)_pos	7.8080899651893105
EX_tetpent3(e)_neg	7.8080899651893105
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	10.703619695396299
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	9.993961338393682
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.145046947264001
EX_thf(e)_pos	4965.276946455694
EX_thm(e)_neg	12007.736809717413
EX_thmmp(e)_neg	9.121571726185087
EX_thmmp(e)_pos	12007.73680971741
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	27811.053897747217
EX_thr_L(e)_neg	4.845215745065819
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.27005751555066
EX_thym(e)_pos	12037.211272782466
EX_thymd(e)_neg	6.200505278460561
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	10.07255426433376
EX_tmndnc(e)_neg	13.108111938148848
EX_tmndnc(e)_pos	239.3368217476585
EX_tolbutamide(e)_neg	7.485319951562107
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.0501553725494297
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	9.9405595612165
EX_triodthy(e)_pos	10.84655841596791
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	21.10850102218246
EX_trp_L(e)_neg	7.253484838324837
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	8.964703848257772
EX_tststerone(e)_pos	54271.13505698364
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	67628.02863749243
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	59876.0257183057
EX_tsul(e)_neg	11.72409757060579
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7211.603123462089
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	168.54385736643508
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19420.45499064109
EX_tyr_L(e)_neg	3.309789884284635
EX_tyr_L(e)_pos	5500.809094376741
EX_udp(e)_neg	3.081559127713181
EX_udp(e)_pos	22730.9146554222
EX_udpg(e)_neg	5.362434369757783
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.3878233357730583
EX_ump(e)_pos	14571.183662091113
EX_ura(e)_neg	5.66304090995017
EX_ura(e)_pos	7342.543027514517
EX_urate(e)_neg	4.75
EX_urate(e)_pos	8853.649319583055
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11385.517559784383
EX_uri(e)_neg	5.007203887844177
EX_uri(e)_pos	5809.102140043569
EX_utp(e)_neg	3.081559127713181
EX_utp(e)_pos	26162.30848495287
EX_vacc(e)_neg	7.776067585882988
EX_vacc(e)_pos	8808.808795119192
EX_val_L(e)_neg	6.312624197358403
EX_val_L(e)_pos	7732.768228186632
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7508.906659176086
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.48531995156211
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	18032.25159982302
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7496.190835796941
EX_xolest2_hs(e)_neg	5.446653424258883
EX_xolest2_hs(e)_pos	14847.834066017862
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	53585.73859315412
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	53814.59532600448
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	53837.83731083793
EX_xyl_D(e)_neg	0.0
EX_xyl_D(e)_pos	837.2417852780658
EX_xylt(e)_neg	5053.602467231127
EX_yvite(e)_neg	2.8499999999999996
EX_yvite(e)_pos	0.0
F1Atg_neg	0.0
F1Atg_pos	6979.256735164905
F1PGT_neg	0.0
F1PGT_pos	17779.447608446797
F6Tg_pos	17557.42325892935
FA120ACPH_neg	0.0
FA120ACPH_pos	0.0
FA140ACPH_neg	0.0
FA140ACPH_pos	0.0
FA141ACPH_neg	0.0
FA141ACPH_pos	0.0
FA160ACPH_neg	0.0
FA160ACPH_pos	0.0
FA161ACPH_neg	0.0
FA161ACPH_pos	0.0
FA180ACPH_neg	0.0
FA180ACPH_pos	0.0
FA181ACPH_neg	0.0
FA181ACPH_pos	0.0
FA1821ACPH_neg	0.0
FA1821ACPH_pos	0.0
FA1822ACPH_neg	0.0
FA1822ACPH_pos	0.0
FA182ACPH_neg	0.0
FA182ACPH_pos	0.0
FACOAL140i_pos	8056.708500066092
FACOAL150_neg	0.0
FACOAL150_pos	28.401562986277867
FACOAL160i_pos	8270.494675734468
FACOAL161_neg	20406.865035504936
FACOAL161_pos	10154.551024876211
FACOAL170_neg	0.0
FACOAL170_pos	32.50155142826058
FACOAL180i_pos	3220.1149344229816
FACOAL1812_neg	8808.808795119192
FACOAL1812_pos	7.7961534805630786
FACOAL1813_neg	5051.033111974891
FACOAL1813_pos	6.929093409070137
FACOAL181i_pos	4065.8389313363086
FACOAL1821_neg	340.63632286303925
FACOAL1821_pos	9694.013785077315
FACOAL1822_neg	9100.099764540393
FACOAL1822_pos	13.557969475134113
FACOAL1831_neg	5109.524151989877
FACOAL1831_pos	12.55747443547456
FACOAL1832_neg	0.0
FACOAL1832_pos	6.887124440983649
FACOAL184_neg	6.929836223466095
FACOAL184_pos	13.252782241495574
FACOAL191_pos	6873.458245119028
FACOAL200_pos	3227.0333146429803
FACOAL203_neg	48.25882062766198
FACOAL203_pos	6.11480691767321
FACOAL2042_neg	32.00234036901877
FACOAL2042_pos	7.738167751647187
FACOAL204_neg	7276.264350576614
FACOAL204_pos	12.3024896643131
FACOAL205_neg	239.3368217476585
FACOAL205_pos	13.108111938148852
FACOAL206_neg	0.0
FACOAL206_pos	45.53938171324275
FACOAL224_neg	132.98949422164898
FACOAL224_pos	8.928090422489626
FACOAL2251_neg	195.1990486923518
FACOAL2251_pos	10.703619695396299
FACOAL2252_neg	380.043162459427
FACOAL2252_pos	12.66789601866078
FACOAL226_neg	469.6616815621227
FACOAL226_pos	9.495221807061956
FACOAL240_neg	9.836559623903355
FACOAL240_pos	20.725590998000875
FACOAL241_neg	0.0
FACOAL241_pos	21.347987788585865
FACOAL244_1_neg	0.0
FACOAL244_1_pos	9.993961338393682
FACOAL245_1_neg	0.0
FACOAL245_1_pos	10.703619695396304
FACOAL245_2_neg	0.0
FACOAL245_2_pos	7.8080899651893105
FACOAL246_1_neg	7.8080899651893105
FACOAL246_1_pos	9.99396133839368
FACOAL260_neg	0.0
FACOAL260_pos	9.836559623903357
FACOAL40im_pos	6.108613436413821
FACOAL80i_pos	8905.650720090636
FADDP_pos	3359.4929795333774
FADDPle_pos	14061.496610123344
FADH2ETC_pos	274.66812785228353
FADH2tru_pos	5314.024462331481
FADH2tx_neg	0.0
FADH2tx_pos	68369.0842633027
FADtm_neg	0.0
FADtm_pos	0.0
FADtru_pos	5314.024462331481
FADtx_neg	68369.08426330272
FADtx_pos	0.0
FAEL183_pos	24451.94149889577
FAEL184_pos	32.002340369018775
FAEL204_pos	14908.952579289476
FAEL205_pos	37285.6149364072
FAH1_pos	7.485319951562108
FAH2_pos	7496.190835796941
FAH3_pos	18032.251599823012
FALDH_neg	1153.316186496132
FALDH_pos	1153.316186496132
FALDtly_neg	0.0
FALDtly_pos	11995.306161292583
FALDtm_neg	0.0
FALDtm_pos	26690.507648819737
FAOXC101C102m_pos	276.7830467072871
FAOXC101C102x_pos	479.48922736674
FAOXC101C8m_pos	416.85317041574604
FAOXC101C8x_pos	479.48922736674
FAOXC101m_pos	25325.36615465961
FAOXC101x_pos	479.48922736674
FAOXC102C101m_pos	276.7830467072871
FAOXC102C101x_pos	479.48922736674
FAOXC102C103m_pos	688.9638303476731
FAOXC102C103x_pos	879.8042245820579
FAOXC102C81m_pos	688.9638303476731
FAOXC102C81x_pos	879.8042245820579
FAOXC102m_pos	688.9638303476731
FAOXC102x_pos	879.8042245820579
FAOXC103C102m_pos	688.9638303476731
FAOXC103C102x_pos	879.8042245820579
FAOXC10C10OHm_pos	12692.336308628894
FAOXC10C8m_pos	4863.192001208071
FAOXC10C8x_pos	23318.625808010336
FAOXC10DCC8DCx_pos	27377.143125352028
FAOXC11C9m_pos	62.399280879382225
FAOXC11_pos	45.539381713242754
FAOXC121C101m_pos	25325.36615465961
FAOXC121C10x_pos	23379.279832494107
FAOXC121x_pos	18056.0807300855
