	WT.DHA.c_S134_L007_R1_001
HSD17B9r_pos	30940.278072134563
HSD3A1r_neg	2113.912077824062
HSD3A1r_pos	2113.912077824062
HSD3A2r_neg	2113.912077824062
HSD3A2r_pos	2113.912077824062
HSD3B11_pos	60862.57311937497
HSD3B11r_pos	54262.26664060771
HSD3B12r_pos	54256.77759298549
HSD3B13_pos	0.0
HSD3B13r_pos	54262.26664060772
HSD3B2r_pos	30940.27807213457
HSD3B3r_pos	30954.290758206727
HSD3B7P_pos	480.1531131951614
HSPASEly_pos	346.44925708550386
HSPGt_pos	0.0
HSPGtly_pos	346.44925708550386
HTAXOLte_neg	7.458497392293894
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10342.451876669827
HTDCRNe_pos	10342.451876669827
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11748.590855236793
HXPRT_pos	4632.519620762499
HYPOE_pos	3978.547819361786
HYPTROX_pos	44943.03432671966
HYPTROXe_pos	46525.525740999314
HYXNt_neg	5899.747609920768
HYXNt_pos	5.592975049608117
Htg_neg	0.0
Htg_pos	5492.735090661722
Htm_pos	456.71656910822975
Htr_neg	5065.027106432458
Htr_pos	5505.75700867673
Htx_neg	2049.043077343683
Htx_pos	3092.6776704311605
ICDHxm_pos	378.3800815424724
ICDHy_pos	3493.2760627776506
ICDHyp_pos	12408.578913202658
ICDHyrm_neg	314.99172428857173
ICDHyrm_pos	11625.765039625981
IDHPOXOX2b_pos	10.057848196286928
IDHPOXOX3_pos	10.818689625778132
IDHPOXOX4_pos	10.05784819628693
IDHPOXOXb_pos	10.818689625778129
IDOAASE1ly_pos	346.44925708550386
IDOAASE2ly_pos	346.4492570855039
IDOAASE3ly_pos	346.4492570855039
IDOAASE4ly_pos	101.23208056174762
IDOURte_neg	449.2610478633491
IDOURte_pos	0.0
IDOURtly_neg	449.26104786334895
IDOURtly_pos	0.0
IDPtn_neg	4189.18262799082
IDPtn_pos	4189.18262799082
ILEATB0tc_pos	1478.9664571747107
ILELAT1tc_pos	525.1205892970336
ILEPHELAT2tc_pos	479.26533417930614
ILETA_neg	7655.562958741786
ILETA_pos	4160.7258949585175
ILETAm_neg	4160.7258949585175
ILETAm_pos	12576.018492728148
ILEt4_pos	1308.694176766271
ILEt5m_neg	4160.7258949585175
ILEt5m_pos	12576.018492728144
ILEtec_neg	479.26533417930614
ILEtec_pos	710.5922215601213
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	10817.2781988047
IMPC_pos	12921.219360850468
IMPD_pos	3757.986724460645
INOSTO_pos	12902.138898958949
INSK_pos	4183.591361096371
INSKm_pos	0.0
INSTt2r_neg	1288.624680149515
INSTt2r_pos	1288.624680149515
INSTt4_2_neg	1500.499907359953
INSTt4_2_pos	1496.6765178509308
INSTt4_neg	1288.624680149515
INSTt4_pos	1288.624680149515
INSt4_pos	794.00208317587
INSt5le_pos	1384.7460550771502
INSt_neg	794.00208317587
INSt_pos	1191.2534712162676
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	74563.07137846126
IPDDIx_neg	0.0
IPDDIx_pos	76138.02268709097
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	51377.60522475795
IPDPtx_pos	18321.365859670932
ITCOAL1m_neg	395.11854947989804
ITCOAL1m_pos	395.11854947989804
ITCOALm_neg	395.11854947989804
ITCOALm_pos	395.11854947989804
ITPtn_neg	4189.18262799082
ITPtn_pos	4189.18262799082
IVCOAACBP_pos	10766.684850962782
IVCRNe_pos	10766.684850962782
IZPN_pos	11448.93264147768
It_neg	2214.1193194690163
It_pos	1528.4372074698124
KAS8_pos	8031.907092179017
KCC2t_neg	417.46839198300233
KCC2t_pos	417.46839198300233
KCCt_neg	556.8335332550708
KCCt_pos	556.8335332550708
KDNH_pos	8541.20786780715
KHK2_pos	16530.69595551588
KHK3_pos	6.977291877707796
KHK_pos	5141.261458864853
KHte_neg	1452.2738631980556
KHte_pos	1452.2738631980556
KSII_CORE2t_pos	7485.963721263122
KSII_CORE2tly_pos	7613.220680316425
KSII_CORE4t_pos	7468.7164477482565
KSII_CORE4tly_pos	7546.0672424884
KSIt_pos	10749.059210231666
KSItly_pos	11916.73611423523
KYN3OX_pos	11.667337107953479
KYNAKGAT_pos	1170.9300212093383
KYNATESYN_pos	1170.9300212093383
KYN_pos	9.868596963809713
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2049.043077343683
LACZe_pos	6287.854015767688
LACZly_pos	0.0
LALDO2x_pos	1047.5855462092738
LALDO_neg	306.67210294760895
LALDO_pos	2456.081303437243
LAPCOAe_pos	11.53304328125678
LAPCOAl_pos	7138.125381687892
LCADi_D_pos	1594.3578036456902
LCADi_Dm_pos	0.0
LCADi_pos	2259.313415107169
LCADim_pos	0.0
LCAT1e_pos	15172.397914998994
LCTStg_pos	6287.129553429527
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14322.100516323168
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	14446.213002812896
LDH_D_neg	3638.339845784658
LDH_D_pos	1502.726116708608
LDH_L_neg	2591.941434065345
LDH_L_pos	2259.2882183361653
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1478.9664571747107
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9534.713919625146
LEUGLYPEPT1tc_pos	9534.713919625145
LEUKTRA4t_neg	1351.8940012736166
LEUKTRA4t_pos	1351.8940012736166
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17589.225884750973
LEUKTRB4t_neg	1351.8940012736166
LEUKTRB4t_pos	1351.8940012736166
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2007.4762803758954
LEUKTRC4t_pos	2006.2018172062212
LEUKTRD4t_neg	1351.8940012736166
LEUKTRD4t_pos	1351.8940012736166
LEUKTRD4tr_neg	17589.225884750977
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2150.8389221500206
LEUKTRE4t_pos	2150.8389221500206
LEUKTRF4t_neg	1351.8940012736166
LEUKTRF4t_pos	1351.8940012736166
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10209.645023936775
LEULEUPEPT1tc_pos	10209.645023936775
LEUPHELAT2tc_neg	479.26533417930614
LEUPHELAT2tc_pos	479.26533417930614
LEUTA_neg	7652.534832023771
LEUTA_pos	4160.7258949585175
LEUTAm_neg	4160.7258949585175
LEUTAm_pos	12152.930581747058
LEUt4_pos	450.7521707453408
LEUt5m_neg	4160.7258949585175
LEUt5m_pos	12152.930581747054
LEUtec_neg	450.7521707453408
LEUtec_pos	479.26533417930614
LEUyLAThtc_pos	736.8199426520835
LFORKYNHYD_pos	9.868596963809713
LGNCCOAtcx_pos	4943.419617712915
LGNCCOAtx_neg	4943.419617712914
LGNCCOAtx_pos	21.455761362386962
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	330.553907879363
LGNCt_pos	334.3772973883853
LGTHL_pos	306.67210294760895
LIMNENte_neg	0.0
LIMNENte_pos	7.458497392293893
LINKDEG1ly_pos	346.44925708550386
LINKDEG2ly_pos	186.57794785881174
LINKDEG3ly_pos	213.3017207566221
LINKDEG4ly_pos	149.90304925319245
LINOFATPtc_pos	387.5890059947373
LIPOti_pos	0.0
LNELDCCPT1_pos	22564.51708255925
LNELDCCPT2_pos	22564.51708255925
LNELDCCRNt_pos	22564.51708255925
LNELDCt_neg	9143.27175417184
LNELDCt_pos	13.811900195984146
LNLCCPT1_pos	9.874473428046631
LNLCCPT2_pos	9.874473428046631
LNLCCRNt_pos	9.874473428046631
LNLCt_neg	387.5890059947373
LNLCt_pos	3287.0627449057106
LNLNCACPT1_pos	20.128740560431016
LNLNCACPT2_pos	20.128740560431016
LNLNCACRNt_pos	20.128740560431016
LNLNCAt_neg	0.0
LNLNCAt_pos	3284.370216333758
LNLNCGCPT1_pos	113.83402114002905
LNLNCGCPT2_pos	113.83402114002905
LNLNCGCRNt_pos	113.83402114002905
LNLNCGt_neg	49.18016225916067
LNLNCGt_pos	3287.843435825619
LNS14DM_pos	0.0
LNSTLSr_pos	74525.24251917958
LPASE_pos	9958.646416949929
LPCHOLt_neg	0.0
LPCHOLt_pos	11320.34636978832
LPCOXp_pos	48.927994990992275
LPS2_pos	4659.293069635289
LPS2e_pos	6122.201157657017
LPS3_pos	7837.431281207434
LPS3e_pos	5155.868728754387
LPS4e_pos	17362.740542692463
LPS_pos	4163.51678509146
LPSe_pos	5723.98575466754
LRAT1_pos	11714.798289908138
LRAT2_pos	11714.798289908138
LRAT_pos	10967.122083401797
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	74525.41504218434
LSTO2r_pos	74525.2425191796
LTA4H_pos	3424.119779245972
LTC4CP_neg	3141.6785087189137
LTC4CP_pos	3141.6785087189137
LTC4Sr_pos	17589.225884750977
LTD4DP_neg	3141.6785087189137
LTD4DP_pos	3141.6785087189137
LTDCL_pos	0.0
LYSATB0tc_pos	1554.5604374023367
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.927994990992275
LYSt4_pos	791.194100228182
LYStiDF_pos	527.9452477889979
LYStip_pos	48.927994990992275
LYStm_neg	1483.594416110433
LYStm_pos	1178.937507746578
LYStn_neg	9366.382740340645
LYStn_pos	0.0
L_LACDcm_pos	3961.8566507403775
L_LACt2r_neg	423.3623197507061
L_LACt2r_pos	423.3623197507061
L_LACt4r_neg	1226.7516305535512
L_LACt4r_pos	1226.7516305535512
M1316Mg_pos	17107.417726947264
M13N2Tg_pos	17107.417726947264
M13N4Tg_pos	917.5040928908599
M14NTg_pos	17107.417726947268
M16N4Tg_pos	917.5040928908599
M16N6Tg_pos	917.5040928908599
M16NTg_pos	17107.417726947264
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	55.550731468932426
M4CET3er_pos	55.55073146893243
M4MPDOL_Lter_pos	17107.41772694726
M4MPDOL_Uter_pos	17107.41772694726
M7MASNBterg_pos	17107.417726947264
M8MASNterg_pos	17110.01722863856
MACACI_pos	45738.99653455858
MACOXO_pos	12890.259108068467
MAGt_neg	9834.47031345115
MAGt_pos	6100.890745973151
MALSO3tm_neg	454.398830184596
MALSO3tm_pos	454.398830184596
MALSO4tm_neg	454.398830184596
MALSO4tm_pos	454.398830184596
MALTSULtm_neg	454.398830184596
MALTSULtm_pos	454.398830184596
MALT_pos	4062.6031809633078
MALTe_pos	3017.7116917418075
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4062.6031809633078
MAL_Lte_neg	9266.371636083366
MAL_Lte_pos	5451.013754886261
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.294602428733782
MALtm_neg	430.30490323400613
MALtm_pos	454.398830184596
MAN1PT2_pos	3045.119610805128
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	8862.217327799759
MAN6PI_pos	5171.966837398348
MANt1r_neg	1091.4689561879982
MANt1r_pos	1095.2923456970204
MANt4_neg	1095.2923456970204
MANt4_pos	1091.4689561879982
MANter_pos	17107.417726947264
MANtg_pos	17110.017228638553
MANtly_pos	17422.018858479307
MAOLNOR_pos	0.0
MAOX_pos	39275.354762107345
MCCCrm_neg	12555.149658406552
MCCCrm_pos	11633.483588754763
MCD_pos	4234.5922251727325
MCDm_pos	4294.651108757109
MCDp_pos	0.0
MCITS_pos	14522.555473179664
MCLACCYSR_pos	15152.763702047323
MCLOR_neg	15152.763702047321
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.6865363946101946
MDH_neg	2527.8933316470566
MDH_pos	5676.141507739573
MDHm_neg	5341.937457664874
MDHm_pos	2527.8933316470566
MDHx_neg	11.294602428733784
MDHx_pos	0.0
MDRPD_pos	14970.051686415703
ME1m_pos	5295.3374041014995
ME2_pos	5953.341754370963
ME2m_pos	5449.326609597411
MECOALm_neg	395.11854947989804
MECOALm_pos	395.11854947989804
MECOAS1m_neg	395.11854947989804
MECOAS1m_pos	395.11854947989804
MELATN23DOX_pos	0.0
MELATNOX_pos	6216.9700091266795
MEOHt2_neg	21956.019339130387
MEOHt2_pos	5.6663054582158034
MEOHtly_neg	0.0
MEOHtly_pos	12014.05006323159
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41996.36952932283
MERCPLACCYSt_pos	15152.763702047323
MESCOALm_pos	0.0
METATB0tc_pos	1478.9664571747107
METAT_pos	12400.616382640894
METLEUex_pos	550.8084306831777
METS_pos	9688.984555780118
METt4_pos	497.6043537016766
METtec_neg	497.6043537016766
METtec_pos	710.5922215601213
METyLATthc_pos	736.8199426520835
MEVK1c_pos	20208.11047902473
MEVK1x_pos	18311.127424907416
MG1er_pos	17107.417726947264
MG2er_pos	17107.417726947264
MG3er_pos	17107.417726947264
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12555.149658406548
MGCHrm_pos	11633.483588754758
MGSA2_pos	6076.802427579562
MGSA_pos	6077.151062787786
MHISOR_pos	12890.259108068467
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13504.015661621936
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	14969.284203471505
MI134PK_pos	0.0
MI134PP_pos	13504.015661621937
MI13PP_pos	14969.284203471505
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13504.015661621936
MI145PKn_pos	0.0
MI145PP_pos	8671.463866274751
MI14P4P_pos	8003.682304822004
MI14PP_pos	7294.846396618896
MI14Ptn_neg	17801.654280648032
MI14Ptn_pos	0.0
MI1PP_pos	3756.0195230208774
MI1PS_pos	6242.307695839467
MI1P_Dtn_neg	18435.306119284756
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13504.015661621937
MI3PP_pos	13504.015661621937
MI4PP_pos	7294.846396618896
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.552116917418076
MLTG1ly_pos	0.0
MM5ag_pos	17110.01722863856
MM5bg_pos	17107.417726947264
MM5cg_pos	17107.41772694726
MM6B1ag_pos	17107.41772694726
MM6B1bg_pos	17107.41772694726
MM6B2g_pos	17107.41772694726
MM6ag_pos	17145.02798983031
MM6bg_pos	17110.017228638557
MM7Ag_pos	17145.02798983031
MM7B1g_pos	17107.41772694726
MM7B2g_pos	17107.417726947264
MM7Cag_pos	17110.01722863856
MM7Cbg_pos	17110.01722863856
MM8Ag_pos	17110.017228638557
MM8Ber_pos	17107.417726947264
MM8Cg_pos	17110.01722863856
MMCD_pos	0.0
MMCDm_pos	4223.508113093316
MMCDp_pos	0.0
MMEm_neg	12891.773507656093
MMEm_pos	2117.9627979378115
MMMm_neg	8984.209623910758
MMMm_pos	12836.177163708944
MMSAD1m_pos	5237.020116417252
MMSAD3m_pos	10824.36333854988
MMTSADm_pos	2117.9627979378115
MOGAT_pos	4659.293069635288
MTAP_pos	14970.0516864157
MTHFC_neg	5029.8640713484365
MTHFC_pos	8569.350289758102
MTHFCm_neg	12592.410061120434
MTHFCm_pos	5029.8640713484365
MTHFD2_neg	542.305957114027
MTHFD2_pos	553.6841487538569
MTHFD2m_neg	504.8910356206379
MTHFD2m_pos	504.8910356206379
MTHFD_neg	553.6841487538569
MTHFD_pos	542.305957114027
MTHFDm_neg	504.8910356206379
MTHFDm_pos	504.8910356206379
MTHFR3_pos	636.8607636792335
MTHFTe_pos	1326.8236235208674
MTHGXLt_pos	4747.466406317786
MTRI_neg	0.0
MTRI_pos	14970.051686415698
N2M2NMASNt_pos	17107.417726947268
N2M2NMASNtly_pos	17142.962134869445
N3Tg_pos	7654.74778439576
N4Tg_pos	6931.864691469955
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7505.496332561981
NACASPtm_pos	7505.496332561981
NACDe_pos	1900.0
NACHEX10ly_pos	11918.720850841582
NACHEX11ly_pos	11918.72085084158
NACHEX12ly_pos	11918.72085084158
NACHEX13ly_pos	11918.720850841579
NACHEX14ly_pos	11918.720850841579
NACHEX15ly_pos	11918.720850841575
NACHEX16ly_pos	11918.720850841575
NACHEX17ly_pos	11918.720850841579
NACHEX18ly_pos	11918.720850841582
NACHEX19ly_pos	11918.720850841575
NACHEX1ly_pos	84.82374508075713
NACHEX20ly_pos	11918.720850841577
NACHEX21ly_pos	11916.736114235227
NACHEX22ly_pos	11916.736114235227
NACHEX23ly_pos	7618.803139908084
NACHEX24ly_pos	7693.532832149939
NACHEX25ly_pos	7687.820042762362
NACHEX26ly_pos	7551.210256742553
NACHEX27ly_pos	23786.57680571111
NACHEX2ly_pos	186.57794785881174
NACHEX3ly_pos	101.40961632656567
NACHEX4ly_pos	84.62792574113628
NACHEX5ly_pos	84.62792574113627
NACHEX6ly_pos	129.718744597674
NACHEX7ly_pos	129.71874459767398
NACHEX8ly_pos	150.24348282273283
NACHEX9ly_pos	150.24348282273283
NACHEXA10ly_pos	11916.73611423523
NACHEXA11ly_pos	11916.73611423523
NACHEXA12ly_pos	11916.736114235226
NACHEXA13ly_pos	11916.736114235231
NACHEXA14ly_pos	11916.73611423523
NACHEXA15ly_pos	11916.736114235227
NACHEXA16ly_pos	11916.736114235231
NACHEXA17ly_pos	11916.736114235231
NACHEXA18ly_pos	11916.736114235227
NACHEXA19ly_pos	11916.736114235227
NACHEXA1ly_pos	84.64620931593907
NACHEXA20ly_pos	7613.220680316427
NACHEXA21ly_pos	7687.820042762365
NACHEXA22ly_pos	7546.067242488401
NACHEXA2ly_pos	101.23208056174762
NACHEXA3ly_pos	84.46867355112104
NACHEXA4ly_pos	84.46867355112103
NACHEXA5ly_pos	129.55949240765872
NACHEXA6ly_pos	129.55949240765872
NACHEXA7ly_pos	149.90304925319248
NACHEXA8ly_pos	149.90304925319245
NACHEXA9ly_pos	11916.736114235231
NACHORCTL3le_pos	2196.6516690845474
NACUP_pos	1900.0
NADH2_u10m_pos	4362.789467754115
NADHtpu_pos	1900.0
NADHtru_pos	5617.0530287691945
NADK_pos	0.0
NADN_pos	7865.54723657439
NADNe_pos	4.710193867091517
NADPHtru_pos	5505.75700867673
NADPHtxu_pos	10183.895840837986
NADPN_pos	0.0
NADPNe_pos	4.710193867091517
NADPtru_pos	5505.75700867673
NADPtxu_pos	10183.89584083799
NADS2_pos	5239.66059118969
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9682.224228348876
NADtpu_pos	1900.0
NADtru_pos	5617.0530287691945
NADtx_neg	3162.0505930140116
NADtx_pos	3311.093670357694
NAGA2ly_pos	7015.106724605154
NAGAlby_pos	916.224675657693
NAGAly_pos	11020.28497650455
NAGLCAly_pos	7015.106724605154
NAHCO3_HCLt_neg	1041.09734795977
NAHCO3_HCLt_pos	1041.09734795977
NAIt_neg	2227.0760769718295
NAIt_pos	1784.4564094223435
NAt3_1_neg	386.6024182765887
NAt3_1_pos	386.6024182765887
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	631.969365843306
NAt5_pos	631.969365843306
NAt_neg	516.8180335892588
NAt_pos	512.9946440802365
NAtx_neg	4168.595355640361
NAtx_pos	1247.1041973416318
NBAHH_ir_pos	4786.318687849008
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1197.7338396411624
NCKt_neg	1370.744987149105
NCKt_pos	1394.019086135355
NCNt_neg	1664.3310112146123
NCNt_pos	1664.3310112146123
NDP10ex_pos	7.370160746638577
NDP3ex_pos	7.2739795780476815
NDP6_pos	4121.676450669482
NDP7er_pos	12774.467561213914
NDP7ex_pos	14931.73926634448
NDP7g_pos	6287.129553429528
NDP8_pos	5192.9723777148065
NDP8ex_pos	14955.643221544748
NDPK10_neg	4189.18262799082
NDPK10_pos	4189.18262799082
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4189.18262799082
NDPK10n_pos	4189.18262799082
NDPK1_neg	352.9270560096085
NDPK1_pos	352.9270560096085
NDPK1m_neg	393.6499474770495
NDPK1m_pos	393.6499474770495
NDPK1n_neg	354.69158981206886
NDPK1n_pos	354.69158981206886
NDPK2_neg	352.9270560096085
NDPK2_pos	352.9270560096085
NDPK2m_neg	8897.895216686735
NDPK2m_pos	0.0
NDPK2n_neg	354.69158981206886
NDPK2n_pos	354.69158981206886
NDPK3_neg	352.9270560096085
NDPK3_pos	352.9270560096085
NDPK3m_neg	0.0
NDPK3m_pos	13415.471440724565
NDPK3n_neg	354.69158981206886
NDPK3n_pos	354.69158981206886
NDPK4_neg	1142.8267801929496
NDPK4_pos	389.4967784151049
NDPK4m_pos	9145.944215597252
NDPK4n_neg	294.5337716968055
NDPK4n_pos	294.5337716968055
NDPK5_neg	352.9270560096085
NDPK5_pos	352.9270560096085
NDPK5m_pos	1864.4452889928264
NDPK5n_neg	354.69158981206886
NDPK5n_pos	354.69158981206886
NDPK6_neg	435.5244374426396
NDPK6_pos	648.030057059013
NDPK6m_neg	648.030057059013
NDPK6m_pos	4023.765735772329
NDPK6n_neg	0.0
NDPK6n_pos	14226.15682720814
NDPK7_neg	352.9270560096085
NDPK7_pos	352.9270560096085
NDPK7m_pos	24949.76793338744
NDPK7n_neg	354.69158981206886
NDPK7n_pos	354.69158981206886
NDPK8_neg	352.9270560096085
NDPK8_pos	352.9270560096085
NDPK8m_pos	8574.098402238553
NDPK8n_neg	294.5337716968055
NDPK8n_pos	294.5337716968055
NDPK9_neg	562.0687345407787
NDPK9_pos	562.0687345407787
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4189.18262799082
NDPK9n_pos	4189.18262799082
NH4t3r_neg	668.8841557544678
NH4t3r_pos	668.8841557544678
NH4tn_neg	12610.926940355299
NH4tn_pos	0.0
NH4tp_neg	9155.719366846195
NH4tp_pos	0.0
NICRNS_pos	4082.988920861551
NICRNTtn_neg	0.0
NICRNTtn_pos	11577.930545660614
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	719.9107788324752
NKCC2t_pos	686.9625720432969
NKCCt_neg	709.8476625756462
NKCCt_pos	686.5735635893961
NMNATm_pos	0.0
NMNATn_pos	9682.22422834888
NMNATr_neg	5239.660591189688
NMNATr_pos	7865.547236574391
NMNS_pos	9635.4648588603
NMNtn_neg	0.0
NMNtn_pos	9682.22422834888
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11577.930545660614
NNATr_pos	3358.5735566863473
NNMT_pos	46.45283187935581
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36969.491153476505
NOS1_pos	1071.4589596149249
NOS2_pos	1071.4589596149249
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4204.743338144191
NPTHLte_neg	0.0
NPTHLte_pos	7.458497392293892
NRPPHRSFt_pos	71381.11568910838
NRPPHRSULT_pos	71381.11568910838
NRPPHRVESSEC_pos	3467.9306594475206
NRPPHRt4_2_r_neg	1251.0416282154786
NRPPHRt4_2_r_pos	1238.084870712666
NRPPHRtu_neg	1238.084870712666
NRPPHRtu_pos	1251.0416282154786
NRVNCCOAtx_neg	4943.419617712915
NRVNCCOAtx_pos	22.11253645067319
NRVNCCOAtxc_pos	4943.419617712915
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1191.7153641670745
NRVNCt_pos	1195.5387536760966
NS26T2g_pos	218.70720610794993
NS26Tg_pos	368.3773143631591
NT5C_pos	4133.612728241805
NTD10_pos	4315.488414373095
NTD11_pos	3941.8975813663233
NTD12_pos	0.0
NTD1_pos	3351.3704606760734
NTD1m_pos	1694.8538094821154
NTD2_pos	4162.516694609742
NTD2e_pos	11763.236716490943
NTD2l_pos	0.0
NTD2m_pos	8897.895216686731
NTD3_pos	3504.501050935274
NTD3l_pos	0.0
NTD4_pos	3353.0667641358364
NTD4e_pos	21.76240702628632
NTD4l_pos	0.0
NTD5_pos	3341.1726292801563
NTD5l_pos	0.0
NTD5m_pos	1694.8538094821156
NTD6_pos	4130.291536614145
NTD6l_pos	0.0
NTD7_pos	3055.6491445763454
NTD7e_pos	9322.469371459336
NTD7l_pos	0.0
NTD8_pos	3373.436249461789
NTD8l_pos	0.0
NTD9_pos	4451.335589058738
NTD9e_pos	21.2263854618967
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.0786716425518916
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3504.1261040429326
O16G1e_pos	19.463686081812618
O16G2e_pos	21.69910946529623
O2St_neg	4.027868584340786
O2St_pos	8838.403570468208
O2Stm_neg	8803.994422408372
O2Stm_pos	5.257148988574652
O2Stn_neg	0.0
O2Stn_pos	8890.207577024914
O2Stx_neg	0.0
O2Stx_pos	8829.274817698713
O2t_neg	15928.075026705063
O2t_pos	4414.269439648397
O2ter_neg	24519.776760141853
O2ter_pos	9977.515678122529
O2tm_neg	9642.1925980151
O2tm_pos	5257.698079687393
O2tn_neg	8890.207577024912
O2tn_pos	0.0
O2tp_neg	5466.876358746978
O2tp_pos	4466.689227758749
OAADC_pos	6491.563073763305
OAGD3te_neg	0.0
OAGD3te_pos	19252.278933706057
OAGD3tg_neg	19252.278933706057
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18502.259082675497
OAGT3tg_neg	18502.259082675497
OAGT3tg_pos	0.0
OBDHc_pos	4192.312900364031
OCBTm_pos	11702.547593635774
OCCOAtm_pos	12406.637510459088
OCCOAtx_neg	24049.509176674754
OCCOAtx_pos	13831.51409534373
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23504.482216113585
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23504.482216113585
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23504.482216113585
OCDCAFATPc_pos	4154.583909929848
OCDCAtr_neg	568.0014971174813
OCDCAtr_pos	571.8248866265036
OCDCEAtr_neg	568.0014971174813
OCDCEAtr_pos	571.8248866265036
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1923.0105251803961
OCT11EFATP_pos	23504.48221611358
OCTAt_neg	0.0
OCTAt_pos	8827.937515799958
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.874473428046631
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15601.83903741046
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15601.839037410462
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15601.839037410462
OCTDECE1CRNe_pos	15601.839037410458
ODECOAtx_neg	22.11253645067319
ODECOAtx_pos	0.0
OIVD1m_pos	10388.493566364346
OIVD2m_pos	11931.83063939326
OIVD3m_pos	9356.780108166664
OLEICFATPtc_pos	4237.09515807762
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.458497392293893
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19823.636298975434
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15665.472679276887
OMHPALTD_neg	0.0
OMHPALTD_pos	29697.567490255988
