	WT.d_S141_L007_R1_001	Ob.DHA.e_S154_L007_R1_001	WT.1012.c_S135_L007_R1_001	Ob.DHA.b_S132_L007_R1_001
RE2995M_pos	8.389437748108115	9.941634544933253	8.767919585801803	9.957682486165123
RE2995M_neg	8.389437748108115	9.941634544933253	8.767919585801803	9.957682486165123
RE2995X_pos	7.941458488426733	9.587740018893781	8.326249700837456	9.579353654604391
RE2995X_neg	7.941458488426733	9.587740018893781	8.326249700837456	9.579353654604391
RE2996X_pos	0.0	0.0	0.0	0.0
RE2996X_neg	0.0	0.0	0.0	0.0
RE2997X_pos	9.135016626233101	10.519311904830325	9.423620187350414	10.234518085739989
RE2998M_pos	8.853995647176394	10.36754580010534	9.158129972320681	10.074034394212555
RE2999M_pos	7.211693651393943	9.154868729042667	7.601547961155605	9.18239435340453
RE2999M_neg	7.211693651393943	9.154868729042667	7.601547961155605	9.18239435340453
RE3000M_pos	7.555356038635833	8.694810562979884	7.923030298263772	8.694880192799191
RE3000M_neg	7.555356038635833	8.694810562979884	7.923030298263772	8.694880192799191
RE3001M_pos	0.0	0.0	0.0	0.0
RE3001M_neg	0.0	0.0	0.0	0.0
RE3002X_pos	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3002X_neg	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3003M_pos	7.211693651393943	9.154868729042667	7.601547961155605	9.18239435340453
RE3003M_neg	7.211693651393943	9.154868729042667	7.601547961155605	9.18239435340453
RE3004M_pos	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3004M_neg	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3005M_pos	8.77033352995656	10.40064465911119	9.061992153734222	10.38949152603404
RE3005M_neg	8.77033352995656	10.40064465911119	9.061992153734222	10.38949152603404
RE3006M_pos	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3006M_neg	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3009C_pos	0.0	0.0	0.0	0.0
RE3010C_pos	5.537606691495291	7.571221725048103	5.675251386050259	7.778208576398088
RE3010C_neg	5.537606691495291	7.571221725048103	5.675251386050259	7.778208576398088
RE3010M_pos	0.0	0.0	0.0	0.0
RE3010M_neg	0.0	0.0	0.0	0.0
RE3010R_pos	0.0	0.0	0.0	0.0
RE3010R_neg	0.0	0.0	0.0	0.0
RE3010X_pos	0.0	0.0	0.0	0.0
RE3010X_neg	0.0	0.0	0.0	0.0
RE3011M_pos	5.340918270272116	6.216454865144756	5.815575428862573	6.076174256724248
RE3011M_neg	5.340918270272116	6.216454865144756	5.815575428862573	6.076174256724248
RE3011R_pos	0.0	0.0	0.0	0.0
RE3011R_neg	0.0	0.0	0.0	0.0
RE3012C_pos	6.570311124318805	7.619633095779146	6.847621155793381	7.574025797924806
RE3012C_neg	6.570311124318805	7.619633095779146	6.847621155793381	7.574025797924806
RE3012M_pos	10.01495498931622	10.808151726582462	10.14772643998863	10.874919889686998
RE3012M_neg	10.01495498931622	10.808151726582462	10.14772643998863	10.874919889686998
RE3012R_pos	5.509695841933387	8.514516816454005	6.0557162635125446	8.69554150852693
RE3012R_neg	5.509695841933387	8.514516816454005	6.0557162635125446	8.69554150852693
RE3013C_pos	0.0	0.0	0.0	0.0
RE3013R_pos	11.77932949579176	11.480780105223957	11.801979091405215	11.330547196155283
RE3014C_pos	0.0	0.0	0.0	0.0
RE3014R_pos	0.0	0.0	0.0	0.0
RE3015C_pos	0.0	0.0	0.0	0.0
RE3015R_pos	0.0	0.0	0.0	0.0
RE3016R_pos	0.0	0.0	0.0	0.0
RE3016R_neg	0.0	0.0	0.0	0.0
RE3017R_pos	0.0	0.0	0.0	0.0
RE3017R_neg	0.0	0.0	0.0	0.0
RE3018C_pos	0.0	0.0	0.0	0.0
RE3018R_pos	0.0	0.0	0.0	0.0
RE3019C_pos	0.0	0.0	0.0	0.0
RE3019R_pos	0.0	0.0	0.0	0.0
RE3020C_pos	0.0	0.0	0.0	0.0
RE3020R_pos	0.0	0.0	0.0	0.0
RE3021C_pos	0.0	0.0	0.0	0.0
RE3021C_neg	0.0	0.0	0.0	0.0
RE3022C_pos	0.0	0.0	0.0	0.0
RE3022C_neg	0.0	0.0	0.0	0.0
RE3033C_pos	0.0	0.0	0.0	0.0
RE3033N_pos	0.0	0.12432813500220177	0.0	0.23878685958711648
RE3033R_pos	0.0	0.0	0.0	0.0
RE3036C_pos	0.722466024471091	0.6780719051126377	0.4222330006830478	0.29865831556451516
RE3036C_neg	0.722466024471091	0.6780719051126377	0.4222330006830478	0.29865831556451516
RE3036N_pos	0.0	0.0	0.0	0.0
RE3036N_neg	0.0	0.0	0.0	0.0
RE3038C_pos	0.0	0.0	0.0	0.0
RE3038C_neg	0.0	0.0	0.0	0.0
RE3038N_pos	0.0	0.0	0.0	0.0
RE3038N_neg	0.0	0.0	0.0	0.0
RE3038R_pos	0.0	0.0	0.0	0.0
RE3038R_neg	0.0	0.0	0.0	0.0
RE3038X_pos	0.0	0.0	0.0	0.0
RE3038X_neg	0.0	0.0	0.0	0.0
RE3039C_pos	0.0	0.0	0.0	0.0
RE3039C_neg	0.0	0.0	0.0	0.0
RE3040C_pos	0.0	0.0	0.0	0.0
RE3040C_neg	0.0	0.0	0.0	0.0
RE3040R_pos	0.0	0.0	0.0	0.0
RE3040R_neg	0.0	0.0	0.0	0.0
RE3040X_pos	0.0	0.0	0.0	0.0
RE3040X_neg	0.0	0.0	0.0	0.0
RE3041C_pos	0.722466024471091	0.6780719051126377	0.4222330006830478	0.29865831556451516
RE3041N_pos	0.0	0.12432813500220177	0.0	0.23878685958711648
RE3044C_pos	0.0	0.0	0.0	0.0
RE3044N_pos	0.0	0.12432813500220177	0.0	0.23878685958711648
RE3045C_pos	0.0	0.0	0.0	0.0
RE3045C_neg	0.0	0.0	0.0	0.0
RE3050R_pos	0.0	0.0	0.0	0.0
RE3050R_neg	0.0	0.0	0.0	0.0
RE3051C_pos	0.0	0.0	0.0	0.0
RE3051C_neg	0.0	0.0	0.0	0.0
RE3066X_pos	10.35760698432659	10.285887659551628	10.650261940458778	10.257623557919201
RE3072X_pos	0.0	0.0	0.0	0.0
RE3072X_neg	0.0	0.0	0.0	0.0
RE3073X_pos	0.0	0.0	0.0	0.0
RE3073X_neg	0.0	0.0	0.0	0.0
RE3074X_pos	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3074X_neg	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3075C_pos	0.0	0.0	0.0	0.0
RE3075C_neg	0.0	0.0	0.0	0.0
RE3075X_pos	9.514141990547838	9.651554034819998	9.666561332049628	9.583402494988094
RE3075X_neg	9.514141990547838	9.651554034819998	9.666561332049628	9.583402494988094
RE3076X_pos	0.0	0.0	0.0	0.0
RE3076X_neg	0.0	0.0	0.0	0.0
RE3079C_pos	0.0	0.0	0.0	0.0
RE3079C_neg	0.0	0.0	0.0	0.0
RE3079X_pos	9.514141990547838	9.651554034819998	9.666561332049628	9.583402494988094
RE3079X_neg	9.514141990547838	9.651554034819998	9.666561332049628	9.583402494988094
RE3081X_pos	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3081X_neg	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3082X_pos	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3082X_neg	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3083X_pos	6.026357446963839	5.760753208062987	6.074034394212556	5.7964939294258375
RE3083X_neg	6.026357446963839	5.760753208062987	6.074034394212556	5.7964939294258375
RE3084X_pos	9.135016626233101	10.519311904830325	9.423620187350414	10.234518085739989
RE3086X_pos	9.135016626233101	10.519311904830325	9.423620187350414	10.234518085739989
RE3087X_pos	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3087X_neg	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3088X_pos	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3088X_neg	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3089X_pos	9.135016626233101	10.519311904830325	9.423620187350414	10.234518085739989
RE3090X_pos	0.0	0.0	0.0	0.0
RE3090X_neg	0.0	0.0	0.0	0.0
RE3092X_pos	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3092X_neg	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3093X_pos	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3093X_neg	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3095C_pos	0.0	0.0	0.0	0.0
RE3095C_neg	0.0	0.0	0.0	0.0
RE3095L_pos	0.0	0.0	0.0	0.0
RE3095L_neg	0.0	0.0	0.0	0.0
RE3095X_pos	0.0	0.0	0.0	0.0
RE3095X_neg	0.0	0.0	0.0	0.0
RE3097X_pos	0.0	0.0	0.0	0.0
RE3097X_neg	0.0	0.0	0.0	0.0
RE3103C_pos	0.0	0.0	0.0	0.0
RE3103R_pos	0.0	0.0	0.0	0.0
RE3104C_pos	0.0	0.0	0.0	0.0
RE3104C_neg	0.0	0.0	0.0	0.0
RE3104R_pos	0.0	0.0	0.0	0.0
RE3104R_neg	0.0	0.0	0.0	0.0
RE3106C_pos	0.0	0.0	0.0	0.0
RE3106C_neg	0.0	0.0	0.0	0.0
RE3106R_pos	0.0	0.0	0.0	0.0
RE3106R_neg	0.0	0.0	0.0	0.0
RE3108C_pos	0.0	0.0	0.0	0.0
RE3108C_neg	0.0	0.0	0.0	0.0
RE3110C_pos	0.0	0.0	0.0	0.0
RE3110R_pos	0.0	0.0	0.0	0.0
RE3111C_pos	0.0	0.0	0.0	0.0
RE3111C_neg	0.0	0.0	0.0	0.0
RE3111M_pos	5.10055722078293	3.9364023777250634	4.542258049766918	3.6484654430273142
RE3111M_neg	5.10055722078293	3.9364023777250634	4.542258049766918	3.6484654430273142
RE3111R_pos	5.10055722078293	3.9364023777250634	4.542258049766918	3.6484654430273142
RE3111R_neg	5.10055722078293	3.9364023777250634	4.542258049766918	3.6484654430273142
RE3112C_pos	0.0	0.0	0.0	0.0
RE3112C_neg	0.0	0.0	0.0	0.0
RE3112R_pos	0.0	0.0	0.0	0.0
RE3112R_neg	0.0	0.0	0.0	0.0
RE3113C_pos	0.0	0.0	0.0	0.0
RE3113C_neg	0.0	0.0	0.0	0.0
RE3113R_pos	0.0	0.0	0.0	0.0
RE3113R_neg	0.0	0.0	0.0	0.0
RE3114R_pos	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3114R_neg	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3119C_pos	0.0	0.0	0.0	0.0
RE3119C_neg	0.0	0.0	0.0	0.0
RE3119R_pos	0.0	0.0	0.0	0.0
RE3119R_neg	0.0	0.0	0.0	0.0
RE3120C_pos	0.0	0.0	0.0	0.0
RE3120R_pos	0.0	0.0	0.0	0.0
RE3121C_pos	0.0	0.0	0.0	0.0
RE3121C_neg	0.0	0.0	0.0	0.0
RE3121R_pos	0.0	0.0	0.0	0.0
RE3121R_neg	0.0	0.0	0.0	0.0
RE3122C_pos	0.0	0.0	0.0	0.0
RE3122C_neg	0.0	0.0	0.0	0.0
RE3122R_pos	0.0	0.0	0.0	0.0
RE3122R_neg	0.0	0.0	0.0	0.0
RE3123C_pos	0.0	0.0	0.0	0.0
RE3123C_neg	0.0	0.0	0.0	0.0
RE3123R_pos	0.0	0.0	0.0	0.0
RE3123R_neg	0.0	0.0	0.0	0.0
RE3124C_pos	0.0	0.0	0.0	0.0
RE3124R_pos	0.0	0.0	0.0	0.0
RE3125C_pos	0.0	0.0	0.0	0.0
RE3125C_neg	0.0	0.0	0.0	0.0
RE3125R_pos	0.0	0.0	0.0	0.0
RE3125R_neg	0.0	0.0	0.0	0.0
RE3126C_pos	0.0	0.0	0.0	0.0
RE3126C_neg	0.0	0.0	0.0	0.0
RE3126R_pos	0.0	0.0	0.0	0.0
RE3126R_neg	0.0	0.0	0.0	0.0
RE3129N_pos	0.0	0.0	0.0	0.0
RE3129N_neg	0.0	0.0	0.0	0.0
RE3132C_pos	0.0	0.0	0.0	0.0
RE3132C_neg	0.0	0.0	0.0	0.0
RE3132R_pos	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3132R_neg	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3134C_pos	6.302319050948834	6.369291981680036	6.436961337833602	6.304876050044889
RE3134C_neg	6.302319050948834	6.369291981680036	6.436961337833602	6.304876050044889
RE3134R_pos	6.302319050948834	6.369291981680036	6.436961337833602	6.304876050044889
RE3134R_neg	6.302319050948834	6.369291981680036	6.436961337833602	6.304876050044889
RE3136C_pos	7.0590740146635635	7.184081890370264	6.851873944670617	6.927066807759256
RE3136C_neg	7.0590740146635635	7.184081890370264	6.851873944670617	6.927066807759256
RE3139X_pos	0.0	0.0	0.0	0.0
RE3139X_neg	0.0	0.0	0.0	0.0
RE3140X_pos	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3140X_neg	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3141X_pos	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3141X_neg	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3144C_pos	0.0	0.0	0.0	0.0
RE3144M_pos	0.0	0.0	0.0	0.0
RE3145X_pos	9.135016626233101	10.519311904830325	9.423620187350414	10.234518085739989
RE3146C_pos	0.0	0.0	0.0	0.0
RE3146C_neg	0.0	0.0	0.0	0.0
RE3146R_pos	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3146R_neg	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3147C_pos	0.0	0.0	0.0	0.0
RE3147C_neg	0.0	0.0	0.0	0.0
RE3147R_pos	0.0	0.0	0.0	0.0
RE3147R_neg	0.0	0.0	0.0	0.0
RE3148C_pos	0.0	0.0	0.0	0.0
RE3148R_pos	0.0	0.0	0.0	0.0
RE3150C_pos	0.0	0.0	0.0	0.0
RE3150C_neg	0.0	0.0	0.0	0.0
RE3150R_pos	0.0	0.0	0.0	0.0
RE3150R_neg	0.0	0.0	0.0	0.0
RE3151C_pos	0.0	0.0	0.0	0.0
RE3151R_pos	0.0	0.0	0.0	0.0
RE3152C_pos	0.0	0.0	0.0	0.0
RE3152C_neg	0.0	0.0	0.0	0.0
RE3152R_pos	0.0	0.0	0.0	0.0
RE3152R_neg	0.0	0.0	0.0	0.0
RE3153C_pos	0.0	0.0	0.0	0.0
RE3153C_neg	0.0	0.0	0.0	0.0
RE3153R_pos	0.0	0.0	0.0	0.0
RE3153R_neg	0.0	0.0	0.0	0.0
RE3154C_pos	0.0	0.0	0.0	0.0
RE3154C_neg	0.0	0.0	0.0	0.0
RE3154R_pos	0.0	0.0	0.0	0.0
RE3154R_neg	0.0	0.0	0.0	0.0
RE3155C_pos	0.0	0.0	0.0	0.0
RE3155C_neg	0.0	0.0	0.0	0.0
RE3155R_pos	0.0	0.0	0.0	0.0
RE3155R_neg	0.0	0.0	0.0	0.0
RE3156X_pos	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3156X_neg	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3157X_pos	9.135016626233101	10.519311904830325	9.423620187350414	10.234518085739989
RE3158X_pos	0.0	0.0	0.0	0.0
RE3158X_neg	0.0	0.0	0.0	0.0
RE3159X_pos	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3159X_neg	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3160C_pos	0.0	0.0	0.0	0.0
RE3160C_neg	0.0	0.0	0.0	0.0
RE3160R_pos	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3160R_neg	10.123022066288474	10.726056336763603	10.365174159244491	10.661279302158581
RE3161C_pos	0.0	0.0	0.0	0.0
RE3161R_pos	0.0	0.0	0.0	0.0
RE3162C_pos	0.0	0.0	0.0	0.0
RE3162C_neg	0.0	0.0	0.0	0.0
RE3162R_pos	0.0	0.0	0.0	0.0
RE3162R_neg	0.0	0.0	0.0	0.0
RE3163C_pos	0.0	0.0	0.0	0.0
RE3163C_neg	0.0	0.0	0.0	0.0
RE3163R_pos	0.0	0.0	0.0	0.0
RE3163R_neg	0.0	0.0	0.0	0.0
RE3164C_pos	0.0	0.0	0.0	0.0
RE3164C_neg	0.0	0.0	0.0	0.0
RE3164R_pos	0.0	0.0	0.0	0.0
RE3164R_neg	0.0	0.0	0.0	0.0
RE3165C_pos	0.0	0.0	0.0	0.0
RE3165R_pos	0.0	0.0	0.0	0.0
RE3166C_pos	0.0	0.0	0.0	0.0
RE3166C_neg	0.0	0.0	0.0	0.0
RE3166R_pos	0.0	0.0	0.0	0.0
RE3166R_neg	0.0	0.0	0.0	0.0
RE3167C_pos	0.0	0.0	0.0	0.0
RE3167C_neg	0.0	0.0	0.0	0.0
RE3167R_pos	0.0	0.0	0.0	0.0
RE3167R_neg	0.0	0.0	0.0	0.0
RE3168C_pos	0.0	0.0	0.0	0.0
RE3168C_neg	0.0	0.0	0.0	0.0
RE3168R_pos	0.0	0.0	0.0	0.0
RE3168R_neg	0.0	0.0	0.0	0.0
RE3169C_pos	0.0	0.0	0.0	0.0
RE3169C_neg	0.0	0.0	0.0	0.0
RE3169R_pos	0.0	0.0	0.0	0.0
RE3169R_neg	0.0	0.0	0.0	0.0
RE3170C_pos	0.0	0.0	0.0	0.0
RE3170R_pos	0.0	0.0	0.0	0.0
RE3171C_pos	0.0	0.0	0.0	0.0
RE3171C_neg	0.0	0.0	0.0	0.0
RE3171R_pos	0.0	0.0	0.0	0.0
RE3171R_neg	0.0	0.0	0.0	0.0
RE3172C_pos	0.0	0.0	0.0	0.0
RE3172C_neg	0.0	0.0	0.0	0.0
RE3172R_pos	0.0	0.0	0.0	0.0
RE3172R_neg	0.0	0.0	0.0	0.0
RE3173C_pos	0.0	0.0	0.0	0.0
RE3173C_neg	0.0	0.0	0.0	0.0
RE3173R_pos	0.0	0.0	0.0	0.0
RE3173R_neg	0.0	0.0	0.0	0.0
RE3174C_pos	0.0	0.0	0.0	0.0
RE3174R_pos	0.0	0.0	0.0	0.0
RE3175C_pos	0.0	0.0	0.0	0.0
RE3175C_neg	0.0	0.0	0.0	0.0
RE3175R_pos	0.0	0.0	0.0	0.0
RE3175R_neg	0.0	0.0	0.0	0.0
RE3176C_pos	0.0	0.0	0.0	0.0
RE3176C_neg	0.0	0.0	0.0	0.0
RE3176R_pos	0.0	0.0	0.0	0.0
RE3176R_neg	0.0	0.0	0.0	0.0
RE3177M_pos	9.229732108136712	10.752230096606754	9.545215482370985	10.726201126232347
RE3177M_neg	9.229732108136712	10.752230096606754	9.545215482370985	10.726201126232347
RE3178M_pos	9.229732108136712	10.752230096606754	9.545215482370985	10.726201126232347
RE3178M_neg	9.229732108136712	10.752230096606754	9.545215482370985	10.726201126232347
RE3179M_pos	9.229732108136712	10.752230096606754	9.545215482370985	10.726201126232347
RE3179M_neg	9.229732108136712	10.752230096606754	9.545215482370985	10.726201126232347
RE3180C_pos	0.0	0.0	0.0	0.0
RE3180C_neg	0.0	0.0	0.0	0.0
RE3184M_pos	7.329482431025636	8.531966218360251	7.751343205891444	8.485829308701904
RE3184M_neg	7.329482431025636	8.531966218360251	7.751343205891444	8.485829308701904
RE3185M_pos	7.329482431025636	8.531966218360251	7.751343205891444	8.485829308701904
RE3185M_neg	7.329482431025636	8.531966218360251	7.751343205891444	8.485829308701904
RE3186M_pos	7.329482431025636	8.531966218360251	7.751343205891444	8.485829308701904
RE3186M_neg	7.329482431025636	8.531966218360251	7.751343205891444	8.485829308701904
RE3189M_pos	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3189M_neg	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3190M_pos	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3190M_neg	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3191M_pos	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3191M_neg	7.363959506890696	8.547048750571799	7.7391055067937495	8.466015264126275
RE3192M_pos	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3192M_neg	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3193M_pos	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3193M_neg	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3194M_pos	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3194M_neg	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3195M_pos	6.026357446963839	5.760753208062987	6.074034394212556	5.7964939294258375
RE3195M_neg	6.026357446963839	5.760753208062987	6.074034394212556	5.7964939294258375
RE3198C_pos	0.0	0.0	0.0	0.0
RE3198C_neg	0.0	0.0	0.0	0.0
RE3201C_pos	0.0	0.0	0.0	0.0
RE3218C_pos	0.0	0.0	0.0	0.0
RE3218C_neg	0.0	0.0	0.0	0.0
RE3218L_pos	0.0	0.0	0.0	0.0
RE3218L_neg	0.0	0.0	0.0	0.0
RE3218R_pos	0.0	0.0	0.0	0.0
RE3218R_neg	0.0	0.0	0.0	0.0
RE3220C_pos	0.0	0.0	0.0	0.0
RE3220C_neg	0.0	0.0	0.0	0.0
RE3220L_pos	0.0	0.0	0.0	0.0
RE3220L_neg	0.0	0.0	0.0	0.0
RE3220R_pos	0.0	0.0	0.0	0.0
RE3220R_neg	0.0	0.0	0.0	0.0
RE3224C_pos	0.0	0.0	0.0	0.0
RE3224R_pos	0.0	0.0	0.0	0.0
RE3225C_pos	0.0	0.0	0.0	0.0
RE3225R_pos	0.0	0.0	0.0	0.0
RE3226C_pos	0.0	0.0	0.0	0.0
RE3226R_pos	0.0	0.0	0.0	0.0
RE3227C_pos	0.0	0.0	0.0	0.0
RE3227C_neg	0.0	0.0	0.0	0.0
RE3227R_pos	0.0	0.0	0.0	0.0
RE3227R_neg	0.0	0.0	0.0	0.0
RE3228C_pos	0.0	0.0	0.0	0.0
RE3228C_neg	0.0	0.0	0.0	0.0
RE3228R_pos	0.0	0.0	0.0	0.0
RE3228R_neg	0.0	0.0	0.0	0.0
RE3229C_pos	0.0	0.0	0.0	0.0
RE3229C_neg	0.0	0.0	0.0	0.0
RE3229R_pos	0.0	0.0	0.0	0.0
RE3229R_neg	0.0	0.0	0.0	0.0
RE3230C_pos	0.0	0.0	0.0	0.0
RE3230C_neg	0.0	0.0	0.0	0.0
RE3230R_pos	0.0	0.0	0.0	0.0
RE3230R_neg	0.0	0.0	0.0	0.0
RE3231C_pos	0.0	0.0	0.0	0.0
RE3231C_neg	0.0	0.0	0.0	0.0
RE3231R_pos	0.0	0.0	0.0	0.0
RE3231R_neg	0.0	0.0	0.0	0.0
RE3232C_pos	0.0	0.0	0.0	0.0
RE3232C_neg	0.0	0.0	0.0	0.0
RE3232R_pos	0.0	0.0	0.0	0.0
RE3232R_neg	0.0	0.0	0.0	0.0
RE3233C_pos	0.0	0.0	0.0	0.0
RE3233G_pos	3.270528942380718	2.8639384504239715	2.821710215034674	3.3132458517875616
RE3233L_pos	3.270528942380718	2.8639384504239715	2.821710215034674	3.3132458517875616
RE3234C_pos	0.0	0.0	0.0	0.0
RE3234C_neg	0.0	0.0	0.0	0.0
RE3234R_pos	0.0	0.0	0.0	0.0
RE3234R_neg	0.0	0.0	0.0	0.0
RE3235C_pos	0.0	0.0	0.0	0.0
RE3235C_neg	0.0	0.0	0.0	0.0
RE3235R_pos	0.0	0.0	0.0	0.0
RE3235R_neg	0.0	0.0	0.0	0.0
RE3236C_pos	0.0	0.0	0.0	0.0
RE3236C_neg	0.0	0.0	0.0	0.0
RE3236R_pos	0.0	0.0	0.0	0.0
RE3236R_neg	0.0	0.0	0.0	0.0
RE3237C_pos	0.0	0.0	0.0	0.0
RE3237C_neg	0.0	0.0	0.0	0.0
RE3238C_pos	0.0	0.0	0.0	0.0
RE3238C_neg	0.0	0.0	0.0	0.0
RE3239C_pos	0.0	0.0	0.0	0.0
RE3239C_neg	0.0	0.0	0.0	0.0
RE3241C_pos	0.0	0.0	0.0	0.0
RE3241R_pos	0.0	0.0	0.0	0.0
RE3242C_pos	0.0	0.0	0.0	0.0
RE3242C_neg	0.0	0.0	0.0	0.0
RE3242R_pos	0.0	0.0	0.0	0.0
RE3242R_neg	0.0	0.0	0.0	0.0
RE3243C_pos	0.0	0.0	0.0	0.0
RE3243C_neg	0.0	0.0	0.0	0.0
RE3243R_pos	0.0	0.0	0.0	0.0
RE3243R_neg	0.0	0.0	0.0	0.0
RE3244C_pos	0.0	0.0	0.0	0.0
RE3244C_neg	0.0	0.0	0.0	0.0
RE3244R_pos	0.0	0.0	0.0	0.0
RE3244R_neg	0.0	0.0	0.0	0.0
RE3245C_pos	0.0	0.0	0.0	0.0
RE3245C_neg	0.0	0.0	0.0	0.0
RE3247M_pos	8.853995647176394	10.36754580010534	9.158129972320681	10.074034394212555
RE3247X_pos	9.135016626233101	10.519311904830325	9.423620187350414	10.234518085739989
RE3248M_pos	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3248M_neg	8.484581250292921	9.960827334634352	8.881236347427874	9.898858313877327
RE3248X_pos	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3248X_neg	5.875780063068488	8.4761386254757	6.308521062193259	8.457873322486426
RE3250C_pos	0.0	0.0	0.0	0.0
RE3250C_neg	0.0	0.0	0.0	0.0
RE3250M_pos	8.77033352995656	10.40064465911119	9.061992153734222	10.38949152603404
RE3250M_neg	8.77033352995656	10.40064465911119	9.061992153734222	10.38949152603404
RE3250X_pos	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3250X_neg	7.516251583327849	9.459738978303458	7.93657905228892	9.462584067304219
RE3251C_pos	0.0	0.0	0.0	0.0
RE3251M_pos	8.349878311317203	7.5990945872243705	8.184726603793674	7.515621000335397
RE3252C_pos	0.0	0.0	0.0	0.0
RE3252C_neg	0.0	0.0	0.0	0.0
RE3258C_pos	0.0	0.0	0.0	0.0
RE3258C_neg	0.0	0.0	0.0	0.0
RE3258R_pos	0.0	0.0	0.0	0.0
RE3258R_neg	0.0	0.0	0.0	0.0
RE3259C_pos	0.0	0.0	0.0	0.0
RE3259C_neg	0.0	0.0	0.0	0.0
RE3259R_pos	0.0	0.0	0.0	0.0
RE3259R_neg	0.0	0.0	0.0	0.0
RE3260C_pos	0.0	0.0	0.0	0.0
RE3260R_pos	0.5655971758542251	0.25096157353321874	0.0	0.2630344058337938
RE3261C_pos	0.0	0.0	0.0	0.0
RE3261R_pos	0.5655971758542251	0.25096157353321874	0.0	0.2630344058337938
RE3263C_pos	0.0	0.0	0.0	0.0
RE3263C_neg	0.0	0.0	0.0	0.0
RE3264C_pos	0.0	0.0	0.0	0.0
RE3264R_pos	0.5655971758542251	0.25096157353321874	0.0	0.2630344058337938
RE3265C_pos	0.0	0.0	0.0	0.0
RE3265R_pos	0.5655971758542251	0.25096157353321874	0.0	0.2630344058337938
RE3268R_pos	0.0	0.0	0.0	0.0
RE3268R_neg	0.0	0.0	0.0	0.0
RE3269C_pos	3.142413437873741	3.62993940943954	3.4369613378336026	4.081510068120917
RE3269C_neg	3.142413437873741	3.62993940943954	3.4369613378336026	4.081510068120917
RE3270C_pos	0.0	0.0	0.0	0.0
RE3270C_neg	0.0	0.0	0.0	0.0
RE3272N_pos	0.0	0.0	0.0	0.0
RE3272N_neg	0.0	0.0	0.0	0.0
