	Treg_Spleen_Treg3_L2	exTreg_Lymph_exTreg1_L1	Treg_Lymph_Treg6_L2	Treg_Spleen_Treg2_L1	exTreg_Spleen_exTreg9_L1
EX_fucgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fuc_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fuc_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gal(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galgalgalthcrm_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galgalgalthcrm_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gchola(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gchola(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gd1b2_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gd1b2_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gd1c_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gd1c_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gdp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gdp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gln_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gln_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gluala(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gluala(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glu_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glu_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gly(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyb(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glyb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyc_S(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glyc_S(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn5(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn5(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gp1c_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gp1c_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gp1calpha_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gp1calpha_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gq1b_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gq1b_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gq1balpha_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gq1balpha_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gsn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gt1a_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gt1a_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gthox(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gthox(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gthrd(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gthrd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gtp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gtp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gua(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gua(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h2o(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h2o(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h2o2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h2o2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ha(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ha(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ha_pre1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ha_pre1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hco3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hco3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hcoumarin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hcoumarin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hdcea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hestratriol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hestratriol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hexc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hexc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_his_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hista(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hista(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hom_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hom_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hpdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hpdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hspg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hspg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_htaxol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_htaxol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hxan(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hxan(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_i(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_i(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_idp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_idp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ile_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ile_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_imp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_imp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_inost(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_inost(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ins(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_k(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_k(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksi(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksi(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksi_deg1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksi_deg1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksii_core2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksii_core2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksii_core4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksii_core4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lac_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lac_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lac_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lac_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lcts(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lcts(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_Lcystin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_Lcystin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrA4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrA4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrB4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrB4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrC4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrC4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrD4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrD4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrE4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrE4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrF4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrF4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leu_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leu_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lgnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lgnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_limnen(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_limnen(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lipoate(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lipoate(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lneldc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lneldc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lnlc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lnlc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lnlnca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lnlnca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lnlncg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lnlncg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lpchol_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lys_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lys_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mag_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_malt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_malttr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_malttr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_man(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_meoh(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_meoh(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mepi(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_mepi(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mercplaccys(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_mercplaccys(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_met_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_met_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mthgxl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_mthgxl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_n2m2nmasn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_n2m2nmasn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_na1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nac(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nac(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nad(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nad(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nadp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nadp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ncam(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ncam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nh4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nh4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nifedipine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nifedipine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_no(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_no(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_npthl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_npthl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nrpphr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nrpphr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nrpphrsf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nrpphrsf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nrvnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nrvnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_o2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_o2s(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_o2s(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_oagd3_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_oagd3_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_oagt3_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_oagt3_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ocdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ocdcea(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ocdcea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_octa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_omeprazole(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_omeprazole(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_onpthl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_onpthl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_orn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_orn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_oxa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_oxa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_paf_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_paf_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pchol_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pchol_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pe_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_peplys(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_peplys(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_perillyl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_perillyl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pglyc_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pglyc_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pheacgln(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pheacgln(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_phe_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pheme(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_phyQ(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_phyQ(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_phyt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_phyt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pi(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pi(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pnto_R(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pnto_R(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ppa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ppa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prgstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prgstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pro_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pro_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pro_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pro_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostgd2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostgd2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostge1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostge1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostge2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostge2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostgf2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostgf2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ps_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ps_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ptdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ptdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pydam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pydx(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pydxn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pyr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pyr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_rbt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_rbt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retfa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retfa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retinol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retinol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retinol_9_cis(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retinol_9_cis(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retinol_cis_11(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retinol_cis_11(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retnglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retnglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_rib_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ribflv(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_Rtotal(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_Rtotal(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_Rtotal2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_Rtotal2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_Rtotal3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_Rtotal3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_s2l2fn2m2masn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_s2l2fn2m2masn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_s2l2n2m2masn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_s2l2n2m2masn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_sarcs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_sarcs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_sel(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_sel(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ser_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ser_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ser_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ser_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_sl_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_sl_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_so4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_so4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_spc_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_spc_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_sph1p(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_sph1p(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_sphs1p(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_sphs1p(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_srtn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_srtn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_strch1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_strch1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_strch2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_strch2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_strdnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_strdnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_succ(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_succ(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_sucr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_sucr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tag_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tag_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tagat_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tagat_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_taur(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_taur(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_taxol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_taxol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tchola(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tchola(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tcynt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tcynt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tdchola(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tdchola(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tethex3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tethex3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tetpent3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tetpent3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tetpent6(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tetpent6(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tettet6(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tettet6(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thm(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thmmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thmmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thmtp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thmtp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thr_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thr_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thym(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thym(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thymd(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thymd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thyox_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thyox_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tmndnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tmndnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tolbutamide(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tolbutamide(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tre(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tre(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_triodthy(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_triodthy(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_triodthysuf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_triodthysuf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_trp_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_trp_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tststerone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tststerone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tststeroneglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tststeroneglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tststerones(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tststerones(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tsul(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tsul(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ttdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_txa2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_txa2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tymsf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tymsf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_Tyr_ggn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_Tyr_ggn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tyr_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tyr_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_udp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_udp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ump(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ump(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ura(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ura(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_urate(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_urate(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_urea(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_urea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_uri(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_uri(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_utp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_utp(e)_neg	0.0	0.0	0.0	0.0	0.0
