	WT.EPA.b_S127_L007_R1_001	Ob.911.a_S124_L007_R1_001	Ob.b_S131_L007_R1_001	WT.1012.b_S130_L007_R1_001
GQ1BALPHAtg_pos	0.0	0.0	0.0	0.0
GQ1BALPHAtg_neg	0.0	0.0	0.0	0.0
GQ1Bte_pos	0.0	0.0	0.0	0.0
GQ1Bte_neg	0.0	0.0	0.0	0.0
GQ1Btg_pos	0.0	0.0	0.0	0.0
GQ1Btg_neg	0.0	0.0	0.0	0.0
GRTT_pos	3.5310694927259543	3.2249663650002742	3.475084882948783	3.439623137557117
GRTTx_pos	8.000169055919677	7.624758908341181	4.72137265947682	7.577579887670554
GSNKm_pos	0.0	0.0	0.0	0.0
GSNt_pos	7.243935601566864	6.997969782267101	6.442943495848728	6.981738511508686
GSNt_neg	7.243935601566864	6.997969782267101	6.442943495848728	6.981738511508686
GSNt4_pos	0.47508488294878287	0.6135316529179271	0.28688114778816154	0.9107326619029126
GSNtl_pos	1.6644828403646825	1.925999418556223	1.480265122054463	1.8914191868460786
GSNtl_neg	1.6644828403646825	1.925999418556223	1.480265122054463	1.8914191868460786
GSNtm_pos	7.237066520811819	6.993108221555395	6.437460799511047	6.979682413715221
GSNtm_neg	7.237066520811819	6.993108221555395	6.437460799511047	6.979682413715221
GT1Ate_pos	0.0	0.0	0.0	0.0
GT1Ate_neg	0.0	0.0	0.0	0.0
GT1Atg_pos	0.0	0.0	0.0	0.0
GT1Atg_neg	0.0	0.0	0.0	0.0
GTHDH_pos	0.0	0.0	0.0	0.0
GTHO_pos	5.301221805333092	5.94626298433245	5.4561490346479955	4.911212201558612
GTHOm_pos	5.301221805333092	5.94626298433245	5.4561490346479955	4.911212201558612
GTHP_pos	11.55193892060235	11.970019585236667	11.985973537797067	11.556357562480905
GTHPe_pos	10.903942082267404	11.119583136703897	11.236624157854061	11.010486146137938
GTHPm_pos	11.108707395637113	11.511895928009652	11.580833269460912	11.1623346773158
GTHRDt_pos	0.0	0.0	0.0	0.0
GTHRDt_neg	0.0	0.0	0.0	0.0
GTHRDtr_pos	0.0	0.0	0.0	0.0
GTHRDtr_neg	0.0	0.0	0.0	0.0
GTHS_pos	5.308885057411763	6.202613620148487	5.815319245777306	5.459759466619821
GTMLTe_pos	0.11103131238874395	0.0	0.22650852980867975	0.0
GTPCI_pos	6.203396948546115	6.624393382219767	6.080444483434842	6.1263947376201395
GTPCIn_pos	6.203396948546115	6.624393382219767	6.080444483434842	6.1263947376201395
GTPtn_pos	0.0	0.0	0.0	0.0
GTPtn_neg	0.0	0.0	0.0	0.0
GUACYC_pos	4.711494906650088	4.153805336079036	4.326249700837456	4.515384460636947
GUAD_pos	2.8011586560936985	3.690417095532466	4.142413437873741	2.5058909297299574
GUAPRT_pos	0.0	0.0	0.0	0.0
GUAt_pos	0.7824085649273732	0.5160151470036647	0.41142624572646497	0.23878685958711648
GUAt_neg	0.7824085649273732	0.5160151470036647	0.41142624572646497	0.23878685958711648
GULLACter_pos	0.0	0.0	0.0	0.0
GULN3D_pos	0.0	0.0	0.0	0.0
GULN3D_neg	0.0	0.0	0.0	0.0
GULNDer_pos	0.0	0.0	0.0	0.0
GULNDer_neg	0.0	0.0	0.0	0.0
GULNter_pos	0.0	0.0	0.0	0.0
GUR1PP_pos	0.0	0.0	0.0	0.0
H2CO3D_pos	0.0	0.0	0.0	0.0
H2CO3D_neg	0.0	0.0	0.0	0.0
H2ETer_pos	2.389566811762726	2.613531652917927	2.280956313831056	2.1076878693143737
H2MTer_L_pos	3.7548875021634687	3.465974464504069	3.3603642765434705	3.559491813205038
H2MTer_U_pos	3.7548875021634687	3.465974464504069	3.3603642765434705	3.559491813205038
H2O2syn_pos	0.0	0.0	0.070389327891398	0.0
H2O2t_pos	0.0	0.0	0.0	0.0
H2O2t_neg	0.0	0.0	0.0	0.0
H2O2tly_pos	0.0	0.0	0.0	0.0
H2O2tly_neg	0.0	0.0	0.0	0.0
H2O2tm_pos	0.0	0.0	0.0	0.0
H2O2tn_pos	0.0	0.0	0.0	0.0
H2O2tn_neg	0.0	0.0	0.0	0.0
H2O2tp_pos	0.0	0.0	0.0	0.0
H2O2tp_neg	0.0	0.0	0.0	0.0
H2Ot_pos	7.529352462991249	7.4266840818496185	6.589164236699772	6.7167165917059695
H2Ot_neg	7.529352462991249	7.4266840818496185	6.589164236699772	6.7167165917059695
H2Oter_pos	0.0	0.0	0.0	0.0
H2Oter_neg	0.0	0.0	0.0	0.0
H2Otg_pos	0.0	0.0	0.0	0.0
H2Otg_neg	0.0	0.0	0.0	0.0
H2Otly_pos	0.0	0.0	0.0	0.0
H2Otly_neg	0.0	0.0	0.0	0.0
H2Otm_pos	7.529352462991249	7.4266840818496185	6.589164236699772	6.7167165917059695
H2Otm_neg	7.529352462991249	7.4266840818496185	6.589164236699772	6.7167165917059695
H2Otn_pos	0.0	0.0	0.0	0.0
H2Otn_neg	0.0	0.0	0.0	0.0
H2Otp_pos	0.0	0.0	0.0	0.0
H2Otp_neg	0.0	0.0	0.0	0.0
H3ETer_pos	2.389566811762726	2.613531652917927	2.280956313831056	2.1076878693143737
H3MTer_L_pos	2.2203299548795554	2.523561956057013	2.4620523187964327	2.017921907997262
H3MTer_U_pos	2.2203299548795554	2.523561956057013	2.4620523187964327	2.017921907997262
H4ET3er_pos	4.37851162325373	4.967168607532628	4.3826672527450405	4.379898163524692
H4ETer_pos	2.389566811762726	2.613531652917927	2.280956313831056	2.1076878693143737
H5MTer_L_pos	3.7548875021634687	3.465974464504069	3.3603642765434705	3.559491813205038
H5MTer_U_pos	3.7548875021634687	3.465974464504069	3.3603642765434705	3.559491813205038
H6_ET2er_pos	3.396433531250992	3.6712933724815757	3.0992952043377753	2.903038270112912
H6ET3er_pos	4.37851162325373	4.967168607532628	4.3826672527450405	4.379898163524692
H6_ETer_pos	2.389566811762726	2.613531652917927	2.280956313831056	2.1076878693143737
H6MTer_L_pos	0.13750352374993502	0.2016338611696504	0.0	0.2630344058337938
H6MTer_U_pos	0.13750352374993502	0.2016338611696504	0.0	0.2630344058337938
H7ET2er_pos	3.396433531250992	3.6712933724815757	3.0992952043377753	2.903038270112912
H7_ETer_pos	2.389566811762726	2.613531652917927	2.280956313831056	2.1076878693143737
H7MTer_L_pos	0.13750352374993502	0.2016338611696504	0.0	0.2630344058337938
H7MTer_U_pos	0.13750352374993502	0.2016338611696504	0.0	0.2630344058337938
H7_TAer_pos	3.9160944229383583	4.23710477285782	4.062467143500705	3.8722377736424582
H8MTer_L_pos	0.13750352374993502	0.2016338611696504	0.0	0.2630344058337938
H8TAer_pos	3.9160944229383583	4.23710477285782	4.062467143500705	3.8722377736424582
HACD1m_pos	8.879169679022828	9.757623355376973	10.190522269163266	8.594193952921334
HACD1m_neg	8.879169679022828	9.757623355376973	10.190522269163266	8.594193952921334
HACD1x_pos	8.203152204107154	9.37914006442636	10.01342038531029	7.799022528441553
HACD1x_neg	8.203152204107154	9.37914006442636	10.01342038531029	7.799022528441553
HACD9m_pos	8.909083027576987	9.985286947559723	10.448715152560542	8.455162801244507
HACD9m_neg	8.909083027576987	9.985286947559723	10.448715152560542	8.455162801244507
HAS1_pos	0.36737106564852945	0.070389327891398	0.2016338611696504	0.25096157353321874
HAS2_pos	0.36737106564852945	0.070389327891398	0.2016338611696504	0.25096157353321874
HAtly_pos	0.0	0.0	0.0	0.0
HBZOPT10m_pos	5.093391153253013	5.311793717753649	5.281327329659484	4.474436043252266
HCO3_CLt_pos	3.725741156503952	4.359661722333877	3.6507645591169022	3.494415610397496
HCO3_CLt_neg	3.725741156503952	4.359661722333877	3.6507645591169022	3.494415610397496
HCOUMARINte_pos	0.0	0.0	0.0	0.0
HCOUMARINte_neg	0.0	0.0	0.0	0.0
HDCAter_pos	0.0	0.0	0.0	0.0
HDCAtr_pos	8.877897589486892	9.067972077885702	8.744699314207837	8.837722533023305
HDCAtr_neg	8.877897589486892	9.067972077885702	8.744699314207837	8.837722533023305
HDCEAtr_pos	9.487156701664919	9.519616597463532	10.45407305142725	9.659425121425691
HDCEAtr_neg	9.487156701664919	9.519616597463532	10.45407305142725	9.659425121425691
HDD2COAtx_pos	0.0	0.0	0.0	0.0
HDD2COAtx_neg	0.0	0.0	0.0	0.0
HESTRATRIOLte_pos	0.0	0.0	0.0	0.0
HESTRATRIOLte_neg	0.0	0.0	0.0	0.0
HESTRATRIOLtr_pos	0.0	0.0	0.0	0.0
HESTRATRIOLtr_neg	0.0	0.0	0.0	0.0
HEX1_pos	6.850874415720346	7.6076262208454875	6.985728110419125	6.515542158078312
HEX10_pos	6.850874415720346	7.6076262208454875	6.985728110419125	6.515542158078312
HEX4_pos	6.850874415720346	7.6076262208454875	6.985728110419125	6.515542158078312
HEX7_pos	6.850874415720346	7.6076262208454875	6.985728110419125	6.515542158078312
HEXCCOAtx_pos	0.0	0.0	0.0	0.0
HEXCCOAtx_neg	0.0	0.0	0.0	0.0
HEXCCPT1_pos	6.507953169405041	7.678846582119842	8.381456430146994	6.441948190503361
HEXCCPT2_pos	6.132371198732537	6.973840839533145	7.460988233443858	6.035183996618336
HEXCCRNt_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
HEXCt_pos	0.0	0.0	0.0	0.0
HEXCt_neg	0.0	0.0	0.0	0.0
HGNTOR_pos	8.793830871394105	9.80109397140111	8.596748831927764	8.57569050444013
HIBDm_pos	7.945619407240861	8.341452107481127	8.159467729266765	7.7846348455575205
HIBDm_neg	7.945619407240861	8.341452107481127	8.159467729266765	7.7846348455575205
HISD_pos	7.7090148649032715	8.381499691314392	7.0002254034909495	7.598945763720949
HISDC_pos	5.258518924711301	6.36562255611334	5.428946344769483	5.522620761042079
HISt4_pos	5.255878352582786	5.083213368248981	4.733896605247495	4.6959938131099
HISTASE_pos	1.1110313123887439	1.063502942306158	0.6690267655096306	0.8155754288625726
HISTAtu_pos	3.24336442569366	4.205548911173033	5.593652558397931	3.168321115739723
HISTAtu_neg	3.24336442569366	4.205548911173033	5.593652558397931	3.168321115739723
HISTAVESSEC_pos	1.4005379295837288	2.711494906650088	2.6484654430273142	1.7782085763980877
HIStiDF_pos	8.540786741527597	9.351557662450427	8.57228336665041	8.23510474425706
HIStN1_pos	9.553763670429682	9.89634754228845	9.187327326932675	9.303872055100388
HIStN1_neg	9.553763670429682	9.89634754228845	9.187327326932675	9.303872055100388
HKt_pos	0.5310694927259542	0.4005379295837288	0.1309308698264487	0.4382928515791468
HKYNH_pos	6.76911052880619	7.486794806506646	6.438625538088378	6.525129251203973
HMBS_pos	5.584060534426763	5.823494624712857	5.708187236020708	5.392317422778761
HMGCOARr_pos	4.654206377944292	4.832383716549127	3.7495342676692616	4.154615611326894
HMGCOASi_pos	7.406077421734226	7.510249887491491	6.7034883496568245	6.442943495848728
HMGCOASim_pos	9.764241310417104	10.367327378727367	11.296704030242259	9.71942304817642
HMGCOAtm_pos	0.0	0.0	0.0	0.0
HMGCOAtm_neg	0.0	0.0	0.0	0.0
HMGCOAtx_pos	0.0	0.0	0.0	0.0
HMGCOAtx_neg	0.0	0.0	0.0	0.0
HMGLm_pos	7.4202128906107845	7.978481668709669	8.397760186826066	7.203886312901029
HMGLx_pos	7.4202128906107845	7.978481668709669	8.397760186826066	7.203886312901029
HOMt4_pos	6.801676029253588	7.671859468247477	6.4702114573905405	6.068240861312821
HOXG_pos	5.899175630480513	6.4208865749755315	6.091065077930535	6.234003066355604
HPACtr_pos	0.0	0.0	0.0	0.0
HPACtr_neg	0.0	0.0	0.0	0.0
HPCLx_pos	0.0	0.0	0.0	0.0
HPDCACRNCPT1_pos	6.507953169405041	7.678846582119842	8.381456430146994	6.441948190503361
HPDCACRNCPT2_pos	6.132371198732537	6.973840839533145	7.460988233443858	6.035183996618336
HPDCACRNt_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
HPDCAt_pos	0.0	0.0	0.0	0.0
HPDCAt_neg	0.0	0.0	0.0	0.0
HPYRDC_pos	0.0	0.0	0.0	0.0
HPYRDCm_pos	0.0	0.0	0.0	0.0
HPYRR2x_pos	9.726686490789286	10.473969509410486	11.016999752363404	9.78054796923967
HPYRRy_pos	7.941399798149854	8.0348539737321	8.439664689235261	8.11525177870694
HPYRtp_pos	0.0	0.0	0.0	0.0
HPYRtp_neg	0.0	0.0	0.0	0.0
HRETNtn_pos	0.0	0.0	0.0	0.0
HRETNtn_neg	0.0	0.0	0.0	0.0
HS1ly_pos	1.4382928515791469	1.722466024471091	1.9107326619029126	1.765534746362977
HS2ly_pos	1.4382928515791469	1.722466024471091	1.9107326619029126	1.765534746362977
HS3ly_pos	1.4382928515791469	1.722466024471091	1.9107326619029126	1.765534746362977
HS4ly_pos	1.4382928515791469	1.722466024471091	1.9107326619029126	1.765534746362977
HSAT1ly_pos	0.0	0.0	0.0	0.0
HSAT2ly_pos	0.0	0.0	0.0	0.0
HSAT3ly_pos	0.0	0.0	0.0	0.0
HSAT4ly_pos	0.0	0.0	0.0	0.0
HSD11B1r_pos	9.317118617737117	9.266154051972082	9.360144765102472	9.185891316648135
HSD11B1r_neg	9.317118617737117	9.266154051972082	9.360144765102472	9.185891316648135
HSD11B2r_pos	0.13750352374993502	0.13750352374993502	0.0	0.0
HSD11B2r_neg	0.13750352374993502	0.13750352374993502	0.0	0.0
HSD17B1_pos	0.35614381022527536	0.15055967657538138	0.0	0.47508488294878287
HSD17B1_neg	0.35614381022527536	0.15055967657538138	0.0	0.47508488294878287
HSD17B2r_pos	7.6748278321868	6.085127180213324	6.792334805706692	8.053871592831747
HSD17B42x_pos	7.357727932310624	8.323234945191025	9.026606433136026	7.281327329659484
HSD17B4x_pos	7.357727932310624	8.323234945191025	9.026606433136026	7.281327329659484
HSD17B7r_pos	4.265286857565172	4.7230123963923685	3.3348542693316325	3.5861642459309095
HSD17B8r_pos	7.6748278321868	6.085127180213324	6.792334805706692	8.053871592831747
HSD17B9r_pos	4.265286857565172	4.7230123963923685	3.3348542693316325	3.5861642459309095
HSD3A1r_pos	0.0	0.0	0.0	0.0
HSD3A1r_neg	0.0	0.0	0.0	0.0
HSD3A2r_pos	0.0	0.0	0.0	0.0
HSD3A2r_neg	0.0	0.0	0.0	0.0
HSD3B11_pos	0.0	0.0	0.0	0.0
HSD3B11r_pos	4.8109571587378	4.502712485966061	4.455491620628468	5.255878352582786
HSD3B12r_pos	4.8109571587378	4.502712485966061	4.455491620628468	5.255878352582786
HSD3B13_pos	0.0	0.0	0.0	0.0
HSD3B13r_pos	4.8109571587378	4.502712485966061	4.455491620628468	5.255878352582786
HSD3B2r_pos	4.8109571587378	4.502712485966061	4.455491620628468	5.255878352582786
HSD3B3r_pos	4.8109571587378	4.502712485966061	4.455491620628468	5.255878352582786
HSD3B7P_pos	8.770531756810525	8.399897386554564	8.491612627116535	8.883773532525097
HSPASEly_pos	0.0	0.0	0.0	0.0
HSPGt_pos	0.0	0.0	0.0	0.0
HSPGtly_pos	0.0	0.0	0.0	0.0
HTAXOLte_pos	0.0	0.0	0.0	0.0
HTAXOLte_neg	0.0	0.0	0.0	0.0
Htg_pos	0.0	0.0	0.0	0.0
Htg_neg	0.0	0.0	0.0	0.0
Htm_pos	4.326249700837456	5.7123206407416305	6.616181231331876	4.621758856709732
Htr_pos	0.0	0.0	0.0	0.0
Htr_neg	0.0	0.0	0.0	0.0
Htx_pos	0.0	0.0	0.0	0.0
Htx_neg	0.0	0.0	0.0	0.0
HXANtl_pos	1.6644828403646825	1.925999418556223	1.480265122054463	1.8914191868460786
HXANtl_neg	1.6644828403646825	1.925999418556223	1.480265122054463	1.8914191868460786
HXANtx_pos	0.0	0.0	0.0	0.0
HXPRT_pos	0.0	0.0	0.0	0.0
HYPOE_pos	0.0	0.34482849699744117	0.879705766282288	0.27500704749986976
HYPTROX_pos	0.0	0.0	0.0	0.0
HYXNt_pos	0.7824085649273732	0.5160151470036647	0.41142624572646497	0.23878685958711648
HYXNt_neg	0.7824085649273732	0.5160151470036647	0.41142624572646497	0.23878685958711648
ICDHxm_pos	8.792269724166548	9.221780434281428	9.1658617049469	8.681800619409602
ICDHy_pos	8.043355442298113	8.464709103581306	8.05142648455613	7.692510891615071
ICDHyp_pos	8.043355442298113	8.464709103581306	8.05142648455613	7.692510891615071
ICDHyrm_pos	6.43229133824778	7.846869360549225	7.776169802951527	6.082149041353872
ICDHyrm_neg	6.43229133824778	7.846869360549225	7.776169802951527	6.082149041353872
IDHPOXOX2b_pos	0.08406426478847456	0.0	0.0	0.0
IDHPOXOX3_pos	0.08406426478847456	0.0	0.0	0.0
IDHPOXOX4_pos	0.08406426478847456	0.0	0.0	0.0
IDHPOXOXb_pos	0.08406426478847456	0.0	0.0	0.0
IDOAASE1ly_pos	2.669026765509631	2.797012977836145	2.925999418556223	3.189033824390017
IDOAASE2ly_pos	2.669026765509631	2.797012977836145	2.925999418556223	3.189033824390017
IDOAASE3ly_pos	2.669026765509631	2.797012977836145	2.925999418556223	3.189033824390017
IDOAASE4ly_pos	2.669026765509631	2.797012977836145	2.925999418556223	3.189033824390017
IDOURtly_pos	3.9307373375628862	4.422233000683048	4.224966365000275	4.28909670241999
IDOURtly_neg	3.9307373375628862	4.422233000683048	4.224966365000275	4.28909670241999
IDPtn_pos	0.0	0.0	0.0	0.0
IDPtn_neg	0.0	0.0	0.0	0.0
ILEt4_pos	0.0	0.0	0.0	0.0
ILEt5m_pos	0.0	0.0	0.0	0.0
ILEt5m_neg	0.0	0.0	0.0	0.0
ILETA_pos	0.02856915219677092	0.056583528366367514	0.0	0.0
ILETA_neg	0.02856915219677092	0.056583528366367514	0.0	0.0
ILETAm_pos	4.94345253855882	4.8718436485093175	4.819668183496455	4.88410945135923
ILETAm_neg	4.94345253855882	4.8718436485093175	4.819668183496455	4.88410945135923
ILEtec_pos	3.1489341045263393	3.2735158897021166	2.3589588258323295	2.929790997718597
ILEtec_neg	3.1489341045263393	3.2735158897021166	2.3589588258323295	2.929790997718597
IMACTD_pos	10.113520796939255	10.830309206157851	11.74149226705069	9.612334066819699
IMACTD_m_pos	10.392220810501021	10.898548485096732	10.806863742485499	10.147154035330736
IMPC_pos	3.4854268271702415	4.2622828064206555	3.9193400824420124	3.176322772640463
IMPC_neg	3.4854268271702415	4.2622828064206555	3.9193400824420124	3.176322772640463
IMPD_pos	4.963474123974886	4.592756010441026	4.824767853143294	4.904484097901423
INOSTO_pos	0.0	0.6135316529179271	1.207892851641333	0.0
INSKm_pos	0.0	0.0	0.0	0.0
INSt_pos	7.243935601566864	6.997969782267101	6.442943495848728	6.981738511508686
INSt_neg	7.243935601566864	6.997969782267101	6.442943495848728	6.981738511508686
INSt4_pos	0.47508488294878287	0.6135316529179271	0.28688114778816154	0.9107326619029126
INStl_pos	1.6644828403646825	1.925999418556223	1.480265122054463	1.8914191868460786
INStl_neg	1.6644828403646825	1.925999418556223	1.480265122054463	1.8914191868460786
INStm_pos	7.237066520811819	6.993108221555395	6.437460799511047	6.979682413715221
INStm_neg	7.237066520811819	6.993108221555395	6.437460799511047	6.979682413715221
INSTt2r_pos	0.28688114778816154	0.4005379295837288	0.2016338611696504	0.08406426478847456
INSTt2r_neg	0.28688114778816154	0.4005379295837288	0.2016338611696504	0.08406426478847456
INSTt4_pos	1.7355221772965375	0.8399595874895318	1.1953475983222193	1.063502942306158
INSTt4_neg	1.7355221772965375	0.8399595874895318	1.1953475983222193	1.063502942306158
IPDDIx_pos	6.469071952080386	5.764208130139947	4.053111336459563	5.9478998862482655
IPDDIx_neg	6.469071952080386	5.764208130139947	4.053111336459563	5.9478998862482655
IPDPtr_pos	0.0	0.0	0.0	0.0
IPDPtr_neg	0.0	0.0	0.0	0.0
IPDPtx_pos	0.0	0.0	0.0	0.0
IPDPtx_neg	0.0	0.0	0.0	0.0
It_pos	0.0	0.0	0.0	0.0
It_neg	0.0	0.0	0.0	0.0
ITCOAL1m_pos	7.3528379586369566	8.230116532091527	8.202638105599917	7.288450850377981
ITCOAL1m_neg	7.3528379586369566	8.230116532091527	8.202638105599917	7.288450850377981
ITCOALm_pos	7.135196236653441	7.759222426384507	7.74681660042039	7.10753095514318
ITCOALm_neg	7.135196236653441	7.759222426384507	7.74681660042039	7.10753095514318
ITPtn_pos	0.0	0.0	0.0	0.0
ITPtn_neg	0.0	0.0	0.0	0.0
IZPN_pos	0.0	0.0	0.0	0.0
KAS8_pos	7.172360831424004	9.063224284850035	5.437183342149019	7.000563442710106
KCC2t_pos	5.494095544940635	5.334139178838237	5.764738923023377	5.3902549563218685
KCC2t_neg	5.494095544940635	5.334139178838237	5.764738923023377	5.3902549563218685
KCCt_pos	5.5087455542444745	5.356495987705577	5.778208576398088	5.4110872267986005
KCCt_neg	5.5087455542444745	5.356495987705577	5.778208576398088	5.4110872267986005
KDNH_pos	0.0	0.0	0.0	0.0
KHK_pos	8.639413067717394	9.841312738645176	8.930382532861941	8.63026712502677
KHK2_pos	8.639413067717394	9.841312738645176	8.930382532861941	8.63026712502677
KHK3_pos	8.639413067717394	9.841312738645176	8.930382532861941	8.63026712502677
KSII_CORE2t_pos	0.0	0.0	0.0	0.0
KSII_CORE2tly_pos	0.0	0.0	0.0	0.0
KSII_CORE4t_pos	0.0	0.0	0.0	0.0
KSII_CORE4tly_pos	0.0	0.0	0.0	0.0
KSIt_pos	0.0	0.0	0.0	0.0
KSItly_pos	0.0	0.0	0.0	0.0
Kt3g_pos	3.5360529002402097	4.177120502846516	3.8933622107638715	3.791814071161826
Kt3g_neg	3.5360529002402097	4.177120502846516	3.8933622107638715	3.791814071161826
KYN_pos	6.76911052880619	7.486794806506646	6.438625538088378	6.525129251203973
KYN3OX_pos	7.16279411930629	7.640317249950884	7.672142432853835	7.179212448378508
KYNAKGAT_pos	7.668955876629638	7.19918154876397	6.70376517879341	7.650692767171383
KYNATESYN_pos	0.0	0.0	0.0	0.0
LACZe_pos	3.304511041809953	3.403267722339301	3.0443941193584534	3.18269229751619
LACZly_pos	5.795130538200517	6.102395684792843	6.089476964489918	5.723763320082626
LALDO_pos	8.216212326092542	8.549938649861273	8.345050351100031	8.181003133392295
LALDO_neg	8.216212326092542	8.549938649861273	8.345050351100031	8.181003133392295
LALDO2x_pos	0.0	0.0	0.0	0.0
LAPCOAl_pos	4.302319050948834	4.565597175854225	4.787118982813345	4.269781238274379
LCADi_pos	10.116356958431544	10.833498918095641	11.742583126343794	9.615316973189472
LCADi_D_pos	10.116356958431544	10.833498918095641	11.742583126343794	9.615316973189472
LCADi_Dm_pos	10.58060718453021	11.110926946993473	11.013769302313836	10.339037144782065
LCADim_pos	10.58060718453021	11.110926946993473	11.013769302313836	10.339037144782065
LCAT1e_pos	8.412485166694784	8.820147044030229	8.90436366757948	8.287758545052114
LCTStg_pos	0.0	0.0	0.0	0.0
LCTStl_pos	0.0	0.0	0.0	0.0
LCYSTAT_pos	7.469560421711221	9.055607818739247	5.48058827023386	6.624539603781834
LCYSTAT_neg	7.469560421711221	9.055607818739247	5.48058827023386	6.624539603781834
LCYSTATm_pos	8.273376014607148	9.134066885225876	8.931446685298667	8.052513710984531
LCYSTATm_neg	8.273376014607148	9.134066885225876	8.931446685298667	8.052513710984531
LCYSTCBOXL_pos	7.228337711981378	7.078844629235234	5.724923070266613	5.975905273523699
LDH_D_pos	6.060695931687554	6.20124177119825	6.319581808571561	6.030336078370959
LDH_D_neg	6.060695931687554	6.20124177119825	6.319581808571561	6.030336078370959
LDH_L_pos	9.618357969647782	10.407639544955689	10.96475599807484	9.678978587851539
LDH_L_neg	9.618357969647782	10.407639544955689	10.96475599807484	9.678978587851539
LDH_Lm_pos	9.195790497558827	9.925851107577847	10.45957506129703	9.24776140412319
LDH_Lm_neg	9.195790497558827	9.925851107577847	10.45957506129703	9.24776140412319
LEUKTRA4t_pos	0.0	0.0	0.0	0.0
LEUKTRA4t_neg	0.0	0.0	0.0	0.0
LEUKTRA4tr_pos	0.0	0.0	0.0	0.0
LEUKTRA4tr_neg	0.0	0.0	0.0	0.0
LEUKTRB4t_pos	0.0	0.0	0.0	0.0
LEUKTRB4t_neg	0.0	0.0	0.0	0.0
LEUKTRB4tr_pos	0.0	0.0	0.0	0.0
LEUKTRB4tr_neg	0.0	0.0	0.0	0.0
LEUKTRC4t_pos	0.0	0.0	0.0	0.0
LEUKTRC4t_neg	0.0	0.0	0.0	0.0
LEUKTRD4t_pos	0.0	0.0	0.0	0.0
LEUKTRD4t_neg	0.0	0.0	0.0	0.0
LEUKTRD4tr_pos	0.0	0.0	0.0	0.0
LEUKTRD4tr_neg	0.0	0.0	0.0	0.0
LEUKTRE4t_pos	0.0	0.0	0.0	0.0
LEUKTRE4t_neg	0.0	0.0	0.0	0.0
LEUKTRF4t_pos	0.0	0.0	0.0	0.0
LEUKTRF4t_neg	0.0	0.0	0.0	0.0
LEUt4_pos	8.986922841873671	9.813460556691684	8.965611150868945	8.61680611676899
LEUt5m_pos	0.0	0.0	0.0	0.0
LEUt5m_neg	0.0	0.0	0.0	0.0
LEUTA_pos	0.02856915219677092	0.056583528366367514	0.0	0.0
LEUTA_neg	0.02856915219677092	0.056583528366367514	0.0	0.0
LEUTAm_pos	4.94345253855882	4.8718436485093175	4.819668183496455	4.88410945135923
LEUTAm_neg	4.94345253855882	4.8718436485093175	4.819668183496455	4.88410945135923
LEUtec_pos	3.1489341045263393	3.2735158897021166	2.3589588258323295	2.929790997718597
LEUtec_neg	3.1489341045263393	3.2735158897021166	2.3589588258323295	2.929790997718597
LFORKYNHYD_pos	6.76911052880619	7.486794806506646	6.438625538088378	6.525129251203973
LGNCCOAtx_pos	0.0	0.0	0.0	0.0
LGNCCOAtx_neg	0.0	0.0	0.0	0.0
LGNCCPT1_pos	6.507953169405041	7.678846582119842	8.381456430146994	6.441948190503361
LGNCCPT2_pos	6.132371198732537	6.973840839533145	7.460988233443858	6.035183996618336
LGNCCRNt_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
LGNCt_pos	9.487156701664919	9.519616597463532	10.45407305142725	9.659425121425691
LGNCt_neg	9.487156701664919	9.519616597463532	10.45407305142725	9.659425121425691
LGTHL_pos	8.534536340846783	8.155020578358576	8.327866971402036	8.544307634960582
LIMNENte_pos	0.0	0.0	0.0	0.0
LIMNENte_neg	0.0	0.0	0.0	0.0
LINKDEG1ly_pos	0.0	0.0	0.0	0.0
LINKDEG2ly_pos	0.0	0.0	0.0	0.0
LINKDEG3ly_pos	0.0	0.0	0.0	0.0
LINKDEG4ly_pos	0.0	0.0	0.0	0.0
LIPOti_pos	1.7004397181410922	3.4776773275653072	3.800123352826528	1.2630344058337937
L_LACDcm_pos	3.1667154449664223	3.596935142387232	3.8797057662822882	3.158660175346498
L_LACt2r_pos	5.383704292474052	6.671434917249007	7.136170874667252	5.2141248053528475
L_LACt2r_neg	5.383704292474052	6.671434917249007	7.136170874667252	5.2141248053528475
L_LACt4r_pos	0.0	0.0	0.0	0.0
L_LACt4r_neg	0.0	0.0	0.0	0.0
LNELDCCPT1_pos	6.507953169405041	7.678846582119842	8.381456430146994	6.441948190503361
LNELDCCPT2_pos	6.132371198732537	6.973840839533145	7.460988233443858	6.035183996618336
LNELDCCRNt_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
LNELDCt_pos	0.0	0.0	0.0	0.0
LNELDCt_neg	0.0	0.0	0.0	0.0
LNLCCPT1_pos	6.507953169405041	7.678846582119842	8.381456430146994	6.441948190503361
LNLCCPT2_pos	6.132371198732537	6.973840839533145	7.460988233443858	6.035183996618336
LNLCCRNt_pos	6.051154549878513	6.982080909763738	7.855491443101874	5.893604904858294
LNLCt_pos	8.877897589486892	9.067972077885702	8.744699314207837	8.837722533023305
LNLCt_neg	8.877897589486892	9.067972077885702	8.744699314207837	8.837722533023305
