	Treg_Spleen_Treg5_L2	Tcon_Spleen_Tcon5_L1	exTreg_Spleen_exTreg8_L2	Tcon_Lymph_Tcon9_L1	exTreg_Lymph_exTreg2_L2
EX_coumarin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_creat(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_creat(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crtsl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crtsl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crtstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crtstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crvnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crvnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_csn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_csn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_a(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_a(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_b(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_b(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_c(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_c(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_d(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_d(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_e(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_e(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cyan(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cyan(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cys_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cytd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dad_2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dag_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dcsptn1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dcsptn1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dcyt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_debrisoquine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_debrisoquine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dgchol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dgchol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dgsn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dhdascb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dheas(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dheas(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_digalsgalside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_digalsgalside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_din(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dlnlcg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dlnlcg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dmantipyrine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dmantipyrine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dmhptcrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dmhptcrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dopa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dopa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dopasf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dopasf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_drib(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_drib(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_duri(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_duri(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_eaflatoxin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_eaflatoxin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ebastine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ebastine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ebastineoh(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ebastineoh(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_eicostet(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_eicostet(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_elaid(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_elaid(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estradiol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estradiol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estradiolglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estradiolglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estriolglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estriolglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estroneglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estroneglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estrones(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estrones(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_etoh(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_etoh(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fe2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fe2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fe3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fe3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_for(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_for(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fru(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fru(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucgalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fuc_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fuc_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gal(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galgalgalthcrm_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galgalgalthcrm_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gchola(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gchola(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gd1b2_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gd1b2_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gd1c_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gd1c_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gdp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gdp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gln_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gln_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gluala(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gluala(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glu_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glu_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gly(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyb(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glyb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyc_S(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glyc_S(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn5(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn5(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gp1c_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gp1c_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gp1calpha_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gp1calpha_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gq1b_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gq1b_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gq1balpha_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gq1balpha_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gsn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gt1a_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gt1a_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gthox(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gthox(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gthrd(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gthrd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gtp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gtp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gua(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gua(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h2o(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h2o(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h2o2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h2o2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ha(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ha(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ha_pre1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ha_pre1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hco3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hco3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hcoumarin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hcoumarin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hdcea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hestratriol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hestratriol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hexc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hexc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_his_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hista(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hista(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hom_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hom_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hpdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hpdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hspg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hspg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_htaxol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_htaxol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hxan(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hxan(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_i(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_i(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_idp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_idp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ile_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ile_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_imp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_imp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_inost(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_inost(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ins(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_k(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_k(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksi(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksi(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksi_deg1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksi_deg1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksii_core2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksii_core2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ksii_core4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ksii_core4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lac_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lac_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lac_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lac_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lcts(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lcts(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_Lcystin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_Lcystin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrA4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrA4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrB4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrB4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrC4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrC4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrD4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrD4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrE4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrE4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leuktrF4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leuktrF4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_leu_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_leu_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lgnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lgnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_limnen(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_limnen(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lipoate(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lipoate(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lneldc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lneldc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lnlc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lnlc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lnlnca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lnlnca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lnlncg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lnlncg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lpchol_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_lys_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_lys_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mag_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_malt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_malttr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_malttr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_man(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_meoh(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_meoh(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mepi(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_mepi(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mercplaccys(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_mercplaccys(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_met_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_met_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_mthgxl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_mthgxl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_n2m2nmasn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_n2m2nmasn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_na1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nac(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nac(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nad(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nad(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nadp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nadp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ncam(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ncam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nh4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nh4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nifedipine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nifedipine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_no(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_no(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_npthl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_npthl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nrpphr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nrpphr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nrpphrsf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nrpphrsf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_nrvnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_nrvnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_o2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_o2s(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_o2s(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_oagd3_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_oagd3_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_oagt3_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_oagt3_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ocdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ocdcea(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ocdcea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_octa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_omeprazole(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_omeprazole(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_onpthl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_onpthl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_orn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_orn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_oxa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_oxa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_paf_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_paf_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pchol_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pchol_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pe_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_peplys(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_peplys(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_perillyl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_perillyl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pglyc_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pglyc_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pheacgln(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pheacgln(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_phe_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pheme(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_phyQ(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_phyQ(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_phyt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_phyt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pi(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pi(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pnto_R(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pnto_R(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ppa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ppa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prgstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prgstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pro_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pro_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pro_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pro_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostgd2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostgd2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostge1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostge1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostge2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostge2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_prostgf2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_prostgf2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ps_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ps_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ptdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ptdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pydam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pydx(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pydxn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_pyr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_pyr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_rbt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_rbt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retfa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retfa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retinol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retinol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_retinol_9_cis(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_retinol_9_cis(e)_neg	0.0	0.0	0.0	0.0	0.0
