	WT.1012.d_S145_L007_R1_001
EX_7thf(e)_neg	3.7325300051010055
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.466493943970833
EX_9_cis_retfa(e)_pos	1623.7989355388165
EX_C02470(e)_neg	22.606479531254326
EX_C02470(e)_pos	11.800436614852625
EX_C02528(e)_neg	7.130382008226368
EX_C02528(e)_pos	66436.23478152057
EX_C04849(e)_neg	2.1952850086909463
EX_C04849(e)_pos	2.1952850086909463
EX_C05965(e)_neg	2.1952850086909463
EX_C05965(e)_pos	2.1952850086909463
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16325.753781196248
EX_CE1925(e)_neg	5.4115083574485
EX_CE1925(e)_pos	5.466493943970833
EX_CE1926(e)_neg	5.4115083574485
EX_CE1926(e)_pos	5.466493943970833
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16118.95827555098
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	18037.81658422863
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	25023.164881211436
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	25023.16488121144
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33955.82165356678
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.858521001143196
EX_CE2011(e)_pos	15.714038584657118
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.2585979401600405
EX_CE2838(e)_neg	3.1063918717125496
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.1063918717125496
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.5812293060083755
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.4115083574485
EX_CE4633(e)_pos	8194.653822704804
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.5812293060083755
EX_CE4881(e)_neg	5.466493943970833
EX_CE4881(e)_pos	5.411508357448501
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.808890913810043
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.32403482538743
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.466493943970833
EX_CE5853(e)_pos	5.411508357448501
EX_CE5854(e)_neg	5.466493943970833
EX_CE5854(e)_pos	5.411508357448501
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.749105888489346
EX_CLPND(e)_pos	389.7507056816534
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3016.9659729273735
EX_HC00250(e)_neg	5.48624199059204
EX_HC00250(e)_pos	6861.359704956507
EX_HC00822(e)_neg	16.566970858624906
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.4461410895792994
EX_HC01104(e)_pos	3.4461410895792994
EX_HC01361(e)_neg	4.741196557899987
EX_HC01361(e)_pos	6.742589767152721
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.5725297872813
EX_HC01444(e)_pos	4145.109612612456
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.634391760640158
EX_HC01609(e)_pos	9.634391760640158
EX_HC01610(e)_neg	9.634391760640158
EX_HC01610(e)_pos	9.634391760640158
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.554869773300942
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1665003748025624
EX_HC02202(e)_pos	11.454038877059991
EX_HC02203(e)_neg	3.1665003748025624
EX_HC02203(e)_pos	13.339488664358948
EX_HC02204(e)_neg	3.1665003748025624
EX_HC02204(e)_pos	13.15403887705999
EX_HC02205(e)_neg	3.1665003748025624
EX_HC02205(e)_pos	11.639488664358948
EX_HC02206(e)_neg	3.1665003748025624
EX_HC02206(e)_pos	11.304038877059991
EX_HC02207(e)_neg	3.1665003748025624
EX_HC02207(e)_pos	11.489488664358948
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.334547737698747
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.440688224983909
EX_Rtotal(e)_pos	7693.644113330847
EX_Rtotal2(e)_neg	9.025207712249694
EX_Rtotal2(e)_pos	5215.608574312422
EX_Rtotal3(e)_neg	8.105024046657087
EX_Rtotal3(e)_pos	8.246164961048452
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.212303959241087
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5089.366316654006
EX_ac(e)_neg	4.771700650765253
EX_ac(e)_pos	5887.767806388646
EX_acac(e)_neg	5.104645706196138
EX_acac(e)_pos	7812.054564711218
EX_acald(e)_neg	5.229499030527943
EX_acald(e)_pos	6357.005491998882
EX_acetone(e)_neg	5.613337539740305
EX_acetone(e)_pos	10780.4081498665
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9700.288960590611
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9091.126995264423
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.972197073904095
EX_ach(e)_pos	7101.410634824863
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19499.142360951784
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11444.169302156197
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11444.169302156195
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12665.060319897386
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11462.677996716546
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10361.083165278482
EX_ade(e)_neg	3.9779789096118368
EX_ade(e)_pos	6217.72356580001
EX_adn(e)_neg	5733.613426356932
EX_adp_neg	3.0653897986578653
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.773220190676787
EX_adprib(e)_neg	7.9858309714984195
EX_adprib(e)_pos	4.773220190676786
EX_adrn(e)_neg	9.2526465845778
EX_adrn(e)_pos	135.91953542225778
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37442.64635692348
EX_aflatoxin(e)_neg	7.55486977330094
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11414.727405357939
EX_ahcys(e)_pos	27254.747818967106
EX_ahdt(e)_neg	6.742589767152721
EX_ahdt(e)_pos	4.741196557899987
EX_aicar(e)_neg	11381.29360369902
EX_aicar(e)_pos	12727.00696651105
EX_ak2lgchol_hs(e)_neg	6.869011997284753
EX_ak2lgchol_hs(e)_pos	4.857924750350195
EX_akg(e)_neg	4.266136269391321
EX_akg(e)_pos	7575.7205684397095
EX_ala_B(e)_neg	6.864364526860472
EX_ala_B(e)_pos	9221.847027811278
EX_ala_D(e)_neg	2.4296675468868725
EX_ala_D(e)_pos	3828.197484010465
EX_ala_L(e)_neg	2.3892754866937214
EX_ala_L(e)_pos	3622.499830102312
EX_alaala(e)_neg	7560.64082407964
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53595.83798712386
EX_amp(e)_neg	3.9779789096118368
EX_amp(e)_pos	6688.938011603316
EX_andrstrn(e)_neg	17.79485759705623
EX_andrstrn(e)_pos	56353.65745549756
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	70023.06564864964
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.93452462993658
EX_antipyrene(e)_neg	7.914855750776961
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.554869773300939
EX_appnn(e)_neg	7.55486977330094
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	62011.606482715106
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.430648650118152
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11712.051617571087
EX_arachcoa(e)_neg	5.2585979401600405
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.680063915947923
EX_arachd(e)_pos	77.90227202265814
EX_arg_L(e)_neg	5.408725424252259
EX_arg_L(e)_pos	18052.366736368585
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4569.039456744266
EX_asn_L(e)_neg	5.7141412793124635
EX_asn_L(e)_pos	11474.022993631048
EX_asp_D(e)_neg	11.32750873022465
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.129291737221884
EX_asp_L(e)_pos	6908.417486411307
EX_atp(e)_neg	3.9711550426316142
EX_atp(e)_pos	21549.68868666693
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.1800656958888895
EX_bhb(e)_pos	7812.627841101273
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42992.70262267657
EX_bilglcur(e)_neg	10.325577734202422
EX_bilglcur(e)_pos	65860.23441168622
EX_bilirub(e)_neg	16.36980917776395
EX_bilirub(e)_pos	51231.863969822036
EX_biocyt(e)_neg	3.9387266981809903
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	237.00130809684174
EX_btn(e)_pos	3.9387266981809903
EX_but(e)_neg	6.231305006955593
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12733.757024163135
EX_c10crn_neg	0.0
EX_c10crn_pos	15236.350555608069
EX_c10dc_neg	0.0
EX_c10dc_pos	19994.039393164105
EX_c12dc_neg	0.0
EX_c12dc_pos	46243.4689703192
EX_c16dc_neg	0.0
EX_c16dc_pos	30082.59812180088
EX_c3dc_neg	0.0
EX_c3dc_pos	11099.654298657884
EX_c4crn_neg	0.0
EX_c4crn_pos	17398.801482796334
EX_c4dc_neg	0.0
EX_c4dc_pos	10772.994063678974
EX_c51crn_neg	0.0
EX_c51crn_pos	12148.453522329106
EX_c5dc_neg	0.0
EX_c5dc_pos	8280.578102110016
EX_c6crn_neg	0.0
EX_c6crn_pos	13505.466018618074
EX_c6dc_neg	0.0
EX_c6dc_pos	62525.28150721162
EX_c81crn_neg	0.0
EX_c81crn_pos	12733.757024163133
EX_c8crn_neg	0.0
EX_c8crn_pos	9100.598497434954
EX_c8dc_neg	0.0
EX_c8dc_pos	28236.5817410603
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13226.634770223
EX_carn(e)_neg	11116.67563451639
EX_caro(e)_neg	13.1015058296718
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.554869773300939
EX_cbasp(e)_neg	8414.869669276062
EX_cbasp(e)_pos	19638.699289816497
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.316491974984122
EX_cdp(e)_pos	4.632983949968244
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.6666894513225112
EX_cgly(e)_pos	10738.798697390172
EX_chol(e)_neg	7099.383111316592
EX_cholate(e)_neg	11914.433004524579
EX_chsterol(e)_neg	8.145491305630118
EX_chsterol(e)_pos	10977.701040904014
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.7155302019791
EX_cit(e)_pos	8809.779463522078
EX_citr_L(e)_neg	2.028722021113727
EX_citr_L(e)_pos	12616.584028875823
EX_cl(e)_neg	8201.308894320395
EX_cmp(e)_neg	3.33636058071228
EX_cmp(e)_pos	8.033483816836196
EX_co(e)_neg	0.0
EX_co(e)_pos	51244.21962190875
EX_co2(e)_neg	452.61154053152296
EX_co2(e)_pos	4278.8359304865435
EX_coa(e)_neg	4.186535272394825
EX_coa(e)_pos	5.2585979401600405
EX_coumarin(e)_neg	7.55486977330094
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.201869368624735
EX_creat(e)_pos	18139.02950088738
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28382.805159555803
EX_crn(e)_neg	7000.068788964674
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52070.60183541939
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54612.8554512239
EX_crvnc(e)_neg	9.829603296921448
EX_crvnc(e)_pos	479.64227658860796
EX_csn(e)_neg	7.222487494390476
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	85.54339875608038
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	102.29617709873115
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	85.34451040178237
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	131.01979485210566
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	151.83956108684424
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.33636058071228
EX_ctp(e)_pos	8.033483816836196
EX_cyan(e)_neg	6.739308167426136
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2763.7108991079695
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6195.323180381327
EX_cytd(e)_neg	6256.898839709019
EX_dad_2(e)_neg	7629.965087481369
EX_dag_hs(e)_neg	7920.121680087607
EX_dca(e)_neg	19994.03939316411
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.131141031166425
EX_dcsptn1(e)_pos	198.91939116460043
EX_dcyt(e)_neg	7194.962837119457
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12733.757024163135
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10929.00356107021
EX_debrisoquine(e)_neg	7.55486977330094
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12733.757024163135
EX_dgchol(e)_neg	6.830939822937559
EX_dgchol(e)_pos	67558.28019255641
EX_dgmp(e)_neg	4.170065881911303
EX_dgmp(e)_pos	4.701526884926484
EX_dgsn(e)_neg	7607.708323723043
EX_dgtp(e)_neg	4.701526884926484
EX_dgtp(e)_pos	4.170065881911303
EX_dha(e)_neg	3.4461410895792994
EX_dha(e)_pos	3.4461410895792994
EX_dhap(e)_neg	3.4461410895792994
EX_dhap(e)_pos	3.4461410895792994
EX_dhdascb(e)_neg	4569.039456744266
EX_dheas(e)_neg	9.547024110986513
EX_dheas(e)_pos	60435.102359988574
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.565682427726
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67696.00784205586
EX_din(e)_neg	7799.786654637753
EX_dlnlcg(e)_neg	6.234966712512106
EX_dlnlcg(e)_pos	49.2585425091666
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.914855750776961
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.285017205492956
EX_doco13ac_neg	18670.551071202724
EX_doco13ac_pos	0.0
EX_docosac_neg	15730.103293491848
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15730.10329349185
EX_dopa(e)_neg	6.122007814283214
EX_dopa(e)_pos	9477.337721911637
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32443.806025278573
EX_dpcoa(e)_neg	6698.969191634971
EX_dpcoa(e)_pos	28018.137987761824
EX_drib(e)_neg	7.048165493387709
EX_drib(e)_pos	7977.884719229787
EX_dtdp(e)_neg	2.316491974984122
EX_dtdp(e)_pos	4.632983949968244
EX_dtmp(e)_neg	3.33636058071228
EX_dtmp(e)_pos	8.033483816836196
EX_dttp(e)_neg	3.33636058071228
EX_dttp(e)_pos	8.033483816836196
EX_duri(e)_neg	6.685465801108431
EX_duri(e)_pos	6903.675731195845
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.554869773300939
EX_ebastine(e)_neg	12.956094516757318
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.956094516757318
EX_eicostet(e)_neg	7.872907027301446
EX_eicostet(e)_pos	32.77100615607547
EX_elaid(e)_neg	7.067811626578476
EX_elaid(e)_pos	5162.351034908706
EX_estradiol(e)_neg	11.968348139935767
EX_estradiol(e)_pos	51747.284799498324
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57229.37777842876
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59953.12836443735
EX_estrones(e)_neg	9.04412075001543
EX_estrones(e)_pos	55757.21411716936
EX_etoh(e)_neg	5.733562994042408
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.477851817638667
EX_fad(e)_pos	16553.98535199206
EX_fald(e)_neg	4.324661538231194
EX_fald(e)_pos	21362.560709920184
EX_fe2(e)_neg	3.5115083574484975
EX_fe2(e)_pos	51231.863969822036
EX_fe3(e)_neg	3.3546913976289563
EX_fe3(e)_pos	49712.708917417396
EX_fmn(e)_neg	16553.98535199206
EX_fmn(e)_pos	17574.71242590131
EX_fol(e)_neg	2316.2254853761287
EX_for(e)_neg	4.142493454136519
EX_for(e)_pos	15135.965357086066
EX_fru(e)_neg	5.092203616986822
EX_fru(e)_pos	2845.736318527936
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9963.143136876204
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11787.417973070076
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17756.064040832684
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10705.846017169992
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11797.822772293623
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11808.455851666018
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11243.693621946093
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9809.833793789847
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	9053.247639716483
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9686.850324739566
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11293.14894375908
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11730.897605283802
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10323.955153074918
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10646.858450374802
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.376987648564284
EX_gal(e)_neg	4145.109612612456
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9665.33407163782
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10524.282907524543
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9395.100694017252
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8448.759652097184
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9921.13906178182
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6574.548217742024
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11527.933272567918
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11907.373545224757
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12675.598949535426
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12702.625884838979
EX_gdp(e)_neg	3.105529206632785
EX_gdp(e)_pos	3.105529206632785
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2582.8821828248006
EX_glcur(e)_neg	5.411508357448501
EX_glcur(e)_pos	10.932987887941666
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13796.790690328215
EX_gln_L(e)_neg	4.860585741749575
EX_gln_L(e)_pos	8146.399907879931
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	15060.972348629637
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.64678998265482
EX_glu_L(e)_pos	8492.94521103167
EX_gluala(e)_neg	5.401366264718645
EX_gluala(e)_pos	9375.540337362077
EX_gly(e)_neg	5760.103891656522
EX_glyb(e)_neg	18.872805119195935
EX_glyb(e)_pos	10385.327725090987
EX_glyc(e)_neg	4145.109612612456
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6625.588518710572
EX_glygly(e)_neg	13049.749943185232
EX_glygn2(e)_neg	13.451134973700395
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.451134973700395
EX_glygn5(e)_neg	5.08402597671358
EX_glygn5(e)_pos	19.493180501400374
EX_glyleu(e)_neg	9746.40790764091
EX_glyphe(e)_neg	10929.797632250938
EX_glypro(e)_neg	9494.948461524406
EX_glysar(e)_neg	17419.10665641404
EX_gmp(e)_neg	6.369733105617848
EX_gmp(e)_pos	7.353138714286104
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	13363.051155143776
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13392.822562046103
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	13149.863038620706
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	13071.396926134303
EX_gsn(e)_neg	5925.806634419019
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12892.341815648111
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15435.004356559793
EX_gthrd(e)_neg	2.5663783723861613
EX_gthrd(e)_pos	14008.323059612041
EX_gtp(e)_neg	3.105529206632785
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.522745577433889
EX_gua(e)_pos	6235.47638666405
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13796.790690328215
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	15060.972348629637
EX_h(e)_neg	236.88712331182901
EX_h(e)_pos	2320.4009083497026
