	WT.EPA.b_S127_L007_R1_001
HSD17B42x_pos	68884.85370874597
HSD17B4x_pos	62371.79190114893
HSD17B7r_pos	5179.55989418405
HSD17B8r_pos	5341.339746299482
HSD17B9r_pos	31144.34447204169
HSD3A1r_neg	2132.6946089740286
HSD3A1r_pos	2132.6946089740286
HSD3A2r_neg	2132.6946089740286
HSD3A2r_pos	2132.6946089740286
HSD3B11_pos	61414.456068229134
HSD3B11r_pos	54751.27096887217
HSD3B12r_pos	54745.82644728854
HSD3B13_pos	0.0
HSD3B13r_pos	54751.27096887217
HSD3B2r_pos	31144.344472041696
HSD3B3r_pos	31158.066335236083
HSD3B7P_pos	493.41000966754564
HSPASEly_pos	350.70192381155397
HSPGt_pos	0.0
HSPGtly_pos	350.70192381155397
HTAXOLte_neg	7.472569861564405
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10480.20203235148
HTDCRNe_pos	10480.20203235148
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11853.423791236564
HXPRT_pos	4718.496654185405
HYPOE_pos	4210.700709762838
HYPTROX_pos	45411.59083767752
HYPTROXe_pos	46983.7766657259
HYXNt_neg	6032.756550859682
HYXNt_pos	5.641037938439574
Htg_neg	0.0
Htg_pos	5590.167249529111
Htm_pos	483.953314274096
Htr_neg	5103.586270856444
Htr_pos	5630.942694236295
Htx_neg	2074.9016835384587
Htx_pos	3104.040343988732
ICDHxm_pos	387.72975040952105
ICDHy_pos	3550.0045939567767
ICDHyp_pos	12433.604153873477
ICDHyrm_neg	326.0681831517764
ICDHyrm_pos	11738.572240854726
IDHPOXOX2b_pos	9.863405343197718
IDHPOXOX3_pos	10.632500972641024
IDHPOXOX4_pos	9.86340534319772
IDHPOXOXb_pos	10.632500972641028
IDOAASE1ly_pos	350.701923811554
IDOAASE2ly_pos	350.701923811554
IDOAASE3ly_pos	350.701923811554
IDOAASE4ly_pos	102.05872170126223
IDOURte_neg	454.3980595224735
IDOURte_pos	0.0
IDOURtly_neg	454.39805952247355
IDOURtly_pos	0.0
IDPtn_neg	4190.798099952202
IDPtn_pos	4190.798099952202
ILEATB0tc_pos	1636.7001477448941
ILELAT1tc_pos	658.3773097782489
ILEPHELAT2tc_pos	575.862723161305
ILETA_neg	7646.817770475446
ILETA_pos	4052.624823649057
ILETAm_neg	4052.6248236490565
ILETAm_pos	12555.11981932182
ILEt4_pos	1343.7932921457177
ILEt5m_neg	4052.6248236490565
ILEt5m_pos	12555.119819321819
ILEtec_neg	575.862723161305
ILEtec_pos	910.2047139942509
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	11294.744141001222
IMPC_pos	13044.71312329637
IMPD_pos	3826.794554330773
INOSTO_pos	12964.989334795644
INSK_pos	4224.75205566243
INSKm_pos	0.0
INSTt2r_neg	1225.820563949003
INSTt2r_pos	1225.820563949003
INSTt4_2_neg	1303.0507736467414
INSTt4_2_pos	1294.5583188829714
INSTt4_neg	1225.820563949003
INSTt4_pos	1225.820563949003
INSt4_pos	924.0857760842358
INSt5le_pos	1394.8738611701697
INSt_neg	924.0857760842358
INSt_pos	1180.4724456652573
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	74899.63818852637
IPDDIx_neg	0.0
IPDDIx_pos	76453.54329185904
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	51396.59116616442
IPDPtx_pos	18321.974409349536
ITCOAL1m_neg	399.9403617883803
ITCOAL1m_pos	399.9403617883803
ITCOALm_neg	399.9403617883803
ITCOALm_pos	399.9403617883803
ITPtn_neg	4190.798099952202
ITPtn_pos	4190.798099952202
IVCOAACBP_pos	10851.079747143202
IVCRNe_pos	10851.0797471432
IZPN_pos	11595.815430317865
It_neg	2229.637638337541
It_pos	1443.71425994244
KAS8_pos	8088.535407889193
KCC2t_neg	481.9122177163093
KCC2t_pos	481.9122177163093
KCCt_neg	600.7088343258001
KCCt_pos	600.7088343258001
KDNH_pos	8677.074931597845
KHK2_pos	16645.93045264113
KHK3_pos	7.015427838557021
KHK_pos	5183.155491983752
KHte_neg	1487.8609442776553
KHte_pos	1487.8609442776553
KSII_CORE2t_pos	7564.1614131651495
KSII_CORE2tly_pos	7690.427977788026
KSII_CORE4t_pos	7542.610014274225
KSII_CORE4tly_pos	7618.754081883942
KSIt_pos	10863.531916172433
KSItly_pos	12047.680913193197
KYN3OX_pos	11.749594981116562
KYNAKGAT_pos	1174.511942652987
KYNATESYN_pos	1174.511942652987
KYN_pos	9.966257006341104
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2074.9016835384587
LACZe_pos	6337.900302166238
LACZly_pos	0.0
LALDO2x_pos	1045.123312399853
LALDO_neg	297.84031119403187
LALDO_pos	2451.5741836515854
LAPCOAe_pos	11.584709280590937
LAPCOAl_pos	7164.372666834897
LCADi_D_pos	1585.6621164483154
LCADi_Dm_pos	0.0
LCADi_pos	2219.380392539986
LCADim_pos	0.0
LCAT1e_pos	15612.127128749025
LCTStg_pos	6337.277886177004
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14894.944228868768
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	15001.428702664323
LDH_D_neg	3672.0643263548195
LDH_D_pos	1498.1327376559452
LDH_L_neg	2630.770550285753
LDH_L_pos	2219.380392539986
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1636.7001477448941
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9663.767081799284
LEUGLYPEPT1tc_pos	9663.767081799284
LEUKTRA4t_neg	1351.6243461361091
LEUKTRA4t_pos	1351.6243461361091
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17586.911172043427
LEUKTRB4t_neg	1351.6243461361091
LEUKTRB4t_pos	1351.6243461361091
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2022.292880095361
LEUKTRC4t_pos	2019.462061840771
LEUKTRD4t_neg	1351.6243461361091
LEUKTRD4t_pos	1351.6243461361091
LEUKTRD4tr_neg	17586.91117204343
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2148.899328831397
LEUKTRE4t_pos	2148.899328831397
LEUKTRF4t_neg	1351.6243461361091
LEUKTRF4t_pos	1351.6243461361091
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10220.119175210093
LEULEUPEPT1tc_pos	10220.119175210093
LEUPHELAT2tc_neg	575.862723161305
LEUPHELAT2tc_pos	575.862723161305
LEUTA_neg	7643.26611386477
LEUTA_pos	4052.6248236490565
LEUTAm_neg	4052.6248236490565
LEUTAm_pos	12205.167935394491
LEUt4_pos	488.9176878221105
LEUt5m_neg	4052.624823649056
LEUt5m_pos	12205.167935394491
LEUtec_neg	488.9176878221105
LEUtec_pos	575.862723161305
LEUyLAThtc_pos	825.3331543930412
LFORKYNHYD_pos	9.966257006341102
LGNCCOAtcx_pos	4957.576634072228
LGNCCOAtx_neg	4957.576634072228
LGNCCOAtx_pos	21.74077938759627
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	340.12710477311356
LGNCt_pos	348.6195595368835
LGTHL_pos	297.84031119403187
LIMNENte_neg	0.0
LIMNENte_pos	7.472569861564405
LINKDEG1ly_pos	350.701923811554
LINKDEG2ly_pos	188.02406635654066
LINKDEG3ly_pos	215.04433820560644
LINKDEG4ly_pos	151.28831344282852
LINOFATPtc_pos	394.78484632796705
LIPOti_pos	0.0
LNELDCCPT1_pos	22472.35485333046
LNELDCCPT2_pos	22472.35485333046
LNELDCCRNt_pos	22472.35485333046
LNELDCt_neg	9146.84798910342
LNELDCt_pos	13.922577168395417
LNLCCPT1_pos	9.988958129908461
LNLCCPT2_pos	9.988958129908461
LNLCCRNt_pos	9.988958129908461
LNLCt_neg	394.78484632796705
LNLCt_pos	3319.2580926555897
LNLNCACPT1_pos	20.287083718157117
LNLNCACPT2_pos	20.287083718157117
LNLNCACRNt_pos	20.287083718157117
LNLNCAt_neg	0.0
LNLNCAt_pos	3316.496392612229
LNLNCGCPT1_pos	114.72255266907574
LNLNCGCPT2_pos	114.72255266907574
LNLNCGCRNt_pos	114.72255266907574
LNLNCGt_neg	49.53351564709966
LNLNCGt_pos	3320.0021150775406
LNS14DM_pos	0.0
LNSTLSr_pos	74859.93624045572
LPASE_pos	10267.59273463219
LPCHOLt_neg	0.0
LPCHOLt_pos	11628.496735407876
LPCOXp_pos	49.08088341790831
LPS2_pos	4885.276355321447
LPS2e_pos	6223.207474357709
LPS3_pos	7893.263079433307
LPS3e_pos	5198.31157496777
LPS4e_pos	17686.98425684345
LPS_pos	4212.51809894108
LPSe_pos	5783.130509140738
LRAT1_pos	12007.575151101662
LRAT2_pos	12007.575151101662
LRAT_pos	11286.541222254653
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	74859.97928993544
LSTO2r_pos	74859.93624045569
LTA4H_pos	3352.5579480366127
LTC4CP_neg	3130.499861083047
LTC4CP_pos	3130.499861083047
LTC4Sr_pos	17586.911172043427
LTD4DP_neg	3130.499861083047
LTD4DP_pos	3130.499861083047
LTDCL_pos	0.0
LYSATB0tc_pos	1691.1273741257296
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	49.08088341790831
LYSt4_pos	920.6714122054535
LYStiDF_pos	617.6716786872003
LYStip_pos	49.08088341790831
LYStm_neg	1483.1348239367144
LYStm_pos	1177.5434065617872
LYStn_neg	9518.817531843204
LYStn_pos	0.0
L_LACDcm_pos	4010.6634233616423
L_LACt2r_neg	472.5345175404923
L_LACt2r_pos	472.5345175404923
L_LACt4r_neg	1239.1351968907811
L_LACt4r_pos	1239.1351968907811
M1316Mg_pos	17278.82360462041
M13N2Tg_pos	17278.82360462041
M13N4Tg_pos	925.4008880412106
M14NTg_pos	17278.82360462041
M16N4Tg_pos	925.4008880412106
M16N6Tg_pos	925.4008880412106
M16NTg_pos	17278.82360462041
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	56.76340985638624
M4CET3er_pos	56.76340985638624
M4MPDOL_Lter_pos	17278.823604620415
M4MPDOL_Uter_pos	17278.823604620415
M7MASNBterg_pos	17278.82360462041
M8MASNterg_pos	17281.984565903527
MACACI_pos	45960.02691889145
MACOXO_pos	12944.011387035527
MAGt_neg	9918.029113621173
MAGt_pos	6215.296652985243
MALSO3tm_neg	434.38363989142226
MALSO3tm_pos	434.38363989142226
MALSO4tm_neg	434.38363989142226
MALSO4tm_pos	434.38363989142226
MALTSULtm_neg	434.38363989142226
MALTSULtm_pos	434.38363989142226
MALT_pos	4127.248158561232
MALTe_pos	3017.7116917418075
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4127.248158561232
MAL_Lte_neg	9313.398434308314
MAL_Lte_pos	5284.425317137859
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.3409360117398
MALtm_neg	413.62275639083634
MALtm_pos	434.38363989142226
MAN1PT2_pos	3089.7035863590486
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9012.687099076127
MAN6PI_pos	5227.880593448657
MANt1r_neg	1232.8958411807362
MANt1r_pos	1241.3882959445061
MANt4_neg	1241.3882959445061
MANt4_pos	1232.8958411807362
MANter_pos	17278.82360462041
MANtg_pos	17281.984565903527
MANtly_pos	17596.4500774246
MAOLNOR_pos	0.0
MAOX_pos	39608.95115542597
MCCCrm_neg	12725.119961218115
MCCCrm_pos	11688.891053207979
MCD_pos	4255.800182672475
MCDm_pos	4259.42718818784
MCDp_pos	0.0
MCITS_pos	14557.501284156999
MCLACCYSR_pos	16135.13993974117
MCLOR_neg	16135.139939741173
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.713718965880268
MDH_neg	2537.4832544636224
MDH_pos	5892.521920074011
MDHm_neg	5523.724433143934
MDHm_pos	2537.4832544636224
MDHx_neg	11.3409360117398
MDHx_pos	0.0
MDRPD_pos	15002.80000710128
ME1m_pos	5473.63403222227
ME2_pos	5963.101834187383
ME2m_pos	5496.514289794651
MECOALm_neg	399.9403617883803
MECOALm_pos	399.9403617883803
MECOAS1m_neg	399.9403617883803
MECOAS1m_pos	399.9403617883803
MELATN23DOX_pos	0.0
MELATNOX_pos	6234.084854970034
MEOHt2_neg	22051.43842278774
MEOHt2_pos	5.685477311622828
MEOHtly_neg	0.0
MEOHtly_pos	12077.164555603507
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42244.729305530826
MERCPLACCYSt_pos	16135.13993974117
MESCOALm_pos	0.0
METATB0tc_pos	1636.7001477448941
METAT_pos	12669.574751540424
METLEUex_pos	658.3773097782489
METS_pos	9959.169154722025
METt4_pos	539.4542896890413
METtec_neg	539.4542896890413
METtec_pos	910.2047139942509
METyLATthc_pos	825.3331543930412
MEVK1c_pos	20216.327075632198
MEVK1x_pos	18308.0930824495
MG1er_pos	17278.82360462041
MG2er_pos	17278.82360462041
MG3er_pos	17278.82360462041
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12725.119961218119
MGCHrm_pos	11688.891053207983
MGSA2_pos	6148.613435370841
MGSA_pos	6148.994028019414
MHISOR_pos	12944.011387035527
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13694.953551780633
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15144.161078739326
MI134PK_pos	0.0
MI134PP_pos	13694.953551780629
MI13PP_pos	15144.161078739326
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13694.953551780633
MI145PKn_pos	0.0
MI145PP_pos	8860.265178489399
MI14P4P_pos	8137.164198267275
MI14PP_pos	7444.199260563727
MI14Ptn_neg	17925.78109745035
MI14Ptn_pos	0.0
MI1PP_pos	3853.030052715574
MI1PS_pos	6265.345303921179
MI1P_Dtn_neg	18559.50238347695
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13694.953551780629
MI3PP_pos	13694.953551780629
MI4PP_pos	7444.199260563727
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.552116917418076
MLTG1ly_pos	0.0
MM5ag_pos	17281.98456590353
MM5bg_pos	17278.82360462041
MM5cg_pos	17278.823604620415
MM6B1ag_pos	17278.823604620415
MM6B1bg_pos	17278.823604620415
MM6B2g_pos	17278.823604620415
MM6ag_pos	17316.689556474226
MM6bg_pos	17281.984565903527
MM7Ag_pos	17316.689556474226
MM7B1g_pos	17278.823604620415
MM7B2g_pos	17278.82360462041
MM7Cag_pos	17281.984565903527
MM7Cbg_pos	17281.984565903527
MM8Ag_pos	17281.98456590353
MM8Ber_pos	17278.82360462041
MM8Cg_pos	17281.984565903527
MMCD_pos	0.0
MMCDm_pos	4216.001773023792
MMCDp_pos	0.0
MMEm_neg	12856.555070533268
MMEm_pos	2110.7990068414206
MMMm_neg	9041.923925359377
MMMm_pos	12803.796286543307
MMSAD1m_pos	5225.501911434839
MMSAD3m_pos	10727.687226971982
MMTSADm_pos	2110.7990068414206
MOGAT_pos	4885.276355321447
MTAP_pos	15002.80000710128
MTHFC_neg	5172.60294713798
MTHFC_pos	8607.321970928248
MTHFCm_neg	12825.10808038287
MTHFCm_pos	5172.60294713798
MTHFD2_neg	696.1603416302373
MTHFD2_pos	709.5342866809716
MTHFD2m_neg	660.3461274662718
MTHFD2m_pos	660.3461274662718
MTHFD_neg	709.5342866809716
MTHFD_pos	696.1603416302373
MTHFDm_neg	660.3461274662718
MTHFDm_pos	660.3461274662718
MTHFR3_pos	709.3040260704204
MTHFTe_pos	1326.5538877891427
MTHGXLt_pos	4740.491195697158
MTRI_neg	0.0
MTRI_pos	15002.80000710128
N2M2NMASNt_pos	17278.82360462041
N2M2NMASNtly_pos	17314.689596685694
N3Tg_pos	7731.2228015657265
N4Tg_pos	7022.681408709736
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7548.700929887884
NACASPtm_pos	7548.700929887884
NACDe_pos	1900.0
NACHEX10ly_pos	12049.754472229297
NACHEX11ly_pos	12049.754472229291
NACHEX12ly_pos	12049.754472229291
NACHEX13ly_pos	12049.754472229291
NACHEX14ly_pos	12049.754472229295
NACHEX15ly_pos	12049.754472229297
NACHEX16ly_pos	12049.754472229299
NACHEX17ly_pos	12049.754472229297
NACHEX18ly_pos	12049.754472229299
NACHEX19ly_pos	12049.754472229297
NACHEX1ly_pos	85.43665399822679
NACHEX20ly_pos	12049.754472229293
NACHEX21ly_pos	12047.680913193197
NACHEX22ly_pos	12047.680913193197
NACHEX23ly_pos	7696.260267822337
NACHEX24ly_pos	7770.6969999078865
NACHEX25ly_pos	7764.7285474603195
NACHEX26ly_pos	7624.127260191519
NACHEX27ly_pos	24062.989094572353
NACHEX2ly_pos	188.02406635654066
NACHEX3ly_pos	102.24893981426106
NACHEX4ly_pos	85.22453435158691
NACHEX5ly_pos	85.22453435158691
NACHEX6ly_pos	130.82267237236687
NACHEX7ly_pos	130.82267237236687
NACHEX8ly_pos	151.65186550313175
NACHEX9ly_pos	151.65186550313175
NACHEXA10ly_pos	12047.68091319319
NACHEXA11ly_pos	12047.68091319319
NACHEXA12ly_pos	12047.680913193191
NACHEXA13ly_pos	12047.680913193193
NACHEXA14ly_pos	12047.680913193193
NACHEXA15ly_pos	12047.680913193191
NACHEXA16ly_pos	12047.680913193191
NACHEXA17ly_pos	12047.680913193193
NACHEXA18ly_pos	12047.680913193191
NACHEXA19ly_pos	12047.680913193195
NACHEXA1ly_pos	85.24643588522792
NACHEXA20ly_pos	7690.427977788024
NACHEXA21ly_pos	7764.7285474603195
NACHEXA22ly_pos	7618.754081883941
NACHEXA2ly_pos	102.0587217012622
NACHEXA3ly_pos	85.05621777222906
NACHEXA4ly_pos	85.05621777222906
NACHEXA5ly_pos	130.654355793009
NACHEXA6ly_pos	130.65435579300902
NACHEXA7ly_pos	151.28831344282852
NACHEXA8ly_pos	151.28831344282855
NACHEXA9ly_pos	12047.68091319319
NACHORCTL3le_pos	2205.1375990585348
NACUP_pos	1900.0
NADH2_u10m_pos	4366.067890176515
NADHtpu_pos	1900.0
NADHtru_pos	5759.591814096503
NADK_pos	0.0
NADN_pos	7815.821021836591
NADNe_pos	4.749749514708507
NADPHtru_pos	5630.942694236295
NADPHtxu_pos	10202.753472431014
NADPN_pos	0.0
NADPNe_pos	4.749749514708507
NADPtru_pos	5630.942694236295
NADPtxu_pos	10202.753472431014
NADS2_pos	5106.052415778156
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9582.344369339537
NADtpu_pos	1900.0
NADtru_pos	5759.591814096503
NADtx_neg	3183.175674679118
NADtx_pos	3358.077358217577
NAGA2ly_pos	7107.0206850642
NAGAlby_pos	923.5999388841107
NAGAly_pos	11158.145454327776
NAGLCAly_pos	7107.0206850642
NAHCO3_HCLt_neg	1066.3480525309765
NAHCO3_HCLt_pos	1066.3480525309765
NAIt_neg	2247.4633948847872
NAIt_pos	1727.1213066619775
NAt3_1_neg	428.31465855275997
NAt3_1_pos	428.31465855275997
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	686.6724985425053
NAt5_pos	686.6724985425053
NAt_neg	496.73266181568493
NAt_pos	488.240207051915
NAtx_neg	4187.239089996183
NAtx_pos	1276.0793445304175
NBAHH_ir_pos	4758.636456116848
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1180.4343890354846
NCKt_neg	1883.443482385384
NCKt_pos	1883.4434823853837
NCNt_neg	1922.0362843771945
NCNt_pos	1922.0362843771945
NDP10ex_pos	7.608789524922845
NDP3ex_pos	7.429387788730939
NDP6_pos	4144.327004255041
NDP7er_pos	12939.300834482448
NDP7ex_pos	15110.060548847357
NDP7g_pos	6337.277886177006
NDP8_pos	5799.630989442682
NDP8ex_pos	15133.08352214446
NDPK10_neg	4190.798099952202
NDPK10_pos	4190.798099952202
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4190.798099952202
NDPK10n_pos	4190.798099952202
NDPK1_neg	370.2532206609909
NDPK1_pos	370.2532206609909
NDPK1m_neg	395.0926269337178
NDPK1m_pos	395.0926269337178
NDPK1n_neg	372.14731004635877
NDPK1n_pos	372.14731004635877
NDPK2_neg	370.2532206609909
NDPK2_pos	370.2532206609909
NDPK2m_neg	9128.334508038903
NDPK2m_pos	0.0
NDPK2n_neg	372.14731004635877
NDPK2n_pos	372.14731004635877
NDPK3_neg	370.2532206609909
NDPK3_pos	370.2532206609909
NDPK3m_neg	0.0
NDPK3m_pos	13644.507527202079
NDPK3n_neg	372.14731004635877
NDPK3n_pos	372.14731004635877
NDPK4_neg	1143.5049605907332
NDPK4_pos	428.26713314402014
NDPK4m_pos	9563.17023829016
NDPK4n_neg	295.93970904220333
NDPK4n_pos	295.93970904220333
NDPK5_neg	370.2532206609909
NDPK5_pos	370.2532206609909
NDPK5m_pos	1892.6561371864705
NDPK5n_neg	372.14731004635877
NDPK5n_pos	372.14731004635877
NDPK6_neg	436.2601559567904
NDPK6_pos	637.8334049578278
NDPK6m_neg	637.8334049578278
NDPK6m_pos	4051.6073234070527
NDPK6n_neg	0.0
NDPK6n_pos	14872.131172216074
NDPK7_neg	370.2532206609909
NDPK7_pos	370.2532206609909
NDPK7m_pos	25224.226524994603
NDPK7n_neg	372.14731004635877
NDPK7n_pos	372.14731004635877
NDPK8_neg	370.2532206609909
NDPK8_pos	370.2532206609909
NDPK8m_pos	8915.833580093908
NDPK8n_neg	295.93970904220333
NDPK8n_pos	295.93970904220333
NDPK9_neg	586.3978122620965
NDPK9_pos	586.3978122620965
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4190.798099952202
NDPK9n_pos	4190.798099952202
NH4t3r_neg	692.1804006588216
NH4t3r_pos	692.1804006588216
NH4tn_neg	12826.152955291658
NH4tn_pos	0.0
NH4tp_neg	9149.688075141858
NH4tp_pos	0.0
NICRNS_pos	4118.546261658348
NICRNTtn_neg	0.0
NICRNTtn_pos	11695.830334030918
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	801.8422675205168
NKCC2t_pos	820.6323524830577
NKCCt_neg	801.5130025440155
NKCCt_pos	820.3030875065563
NMNATm_pos	0.0
NMNATn_pos	9582.344369339538
NMNATr_neg	5106.052415778156
NMNATr_pos	7815.821021836591
NMNS_pos	9544.523929653287
NMNtn_neg	0.0
NMNtn_pos	9582.344369339537
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11695.830334030918
NNATr_pos	3405.032268462379
NNMT_pos	46.82655652647665
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37277.30825565993
NOS1_pos	1100.4865943638708
NOS2_pos	1100.4865943638708
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4262.416178990255
NPTHLte_neg	0.0
NPTHLte_pos	7.472569861564404
NRPPHRSFt_pos	71917.09893473607
NRPPHRSULT_pos	71917.09893473607
NRPPHRVESSEC_pos	3559.3713612085044
NRPPHRt4_2_r_neg	1364.6583221732049
NRPPHRt4_2_r_pos	1346.8325656259583
NRPPHRtu_neg	1304.9494237781958
NRPPHRtu_pos	1304.9494237781958
NRVNCCOAtx_neg	4957.576634072229
NRVNCCOAtx_pos	22.417794966484163
NRVNCCOAtxc_pos	4957.576634072229
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1199.5401108885671
NRVNCt_pos	1208.032565652337
NS26T2g_pos	220.93811467668564
NS26Tg_pos	372.0526530620694
NT5C_pos	4159.9526258599435
NTD10_pos	4383.237609762119
NTD11_pos	4004.975264596655
NTD12_pos	0.0
NTD1_pos	3373.1442821314017
NTD1m_pos	1723.2261067308111
NTD2_pos	4176.871250686143
NTD2e_pos	11882.09962832209
NTD2l_pos	0.0
NTD2m_pos	9128.334508038903
NTD3_pos	3570.1815210427353
NTD3l_pos	0.0
NTD4_pos	3379.6046189745553
NTD4e_pos	22.557113157237993
NTD4l_pos	0.0
NTD5_pos	3362.337984710249
NTD5l_pos	0.0
NTD5m_pos	1723.2261067308116
NTD6_pos	4156.9259943175075
NTD6l_pos	0.0
NTD7_pos	3108.582357588108
NTD7e_pos	9442.642132626133
NTD7l_pos	0.0
NTD8_pos	3412.8325253669354
NTD8l_pos	0.0
NTD9_pos	4539.557944891953
NTD9e_pos	21.79390580343742
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.1313994283194257
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3546.921928618826
O16G1e_pos	19.491006880722622
O16G2e_pos	21.726430264206236
O2St_neg	4.026874028662106
O2St_pos	8954.177296594324
O2Stm_neg	8920.35161645761
O2Stm_pos	5.286261261824753
O2Stn_neg	0.0
O2Stn_pos	9007.403460315261
O2Stx_neg	0.0
O2Stx_pos	8945.600857645288
O2t_neg	16217.720001154205
O2t_pos	4402.593046130664
O2ter_neg	24785.832929731816
O2ter_pos	10001.683944501612
O2tm_neg	9733.064724232441
O2tm_pos	5273.920444099316
O2tn_neg	9007.403460315261
O2tn_pos	0.0
O2tp_neg	5512.12095316985
O2tp_pos	4476.776714166008
OAADC_pos	6492.387479848676
OAGD3te_neg	0.0
OAGD3te_pos	19522.462200148846
OAGD3tg_neg	19522.462200148846
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18765.777393922443
OAGT3tg_neg	18765.77739392244
OAGT3tg_pos	0.0
OBDHc_pos	4217.907459982855
OCBTm_pos	11725.702798273596
OCCOAtm_pos	12526.046794153952
OCCOAtx_neg	24177.30229963881
OCCOAtx_pos	13970.943731615662
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23417.823979668232
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23417.823979668232
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23417.823979668232
OCDCAFATPc_pos	4190.979021379155
OCDCAtr_neg	564.7371809196758
OCDCAtr_pos	573.2296356834457
OCDCEAtr_neg	564.7371809196758
OCDCEAtr_pos	573.2296356834457
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1993.419177960483
OCT11EFATP_pos	23417.823979668232
OCTAt_neg	0.0
OCTAt_pos	8964.678106748444
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.988958129908458
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15731.519364513539
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15731.51936451354
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15731.519364513542
OCTDECE1CRNe_pos	15731.51936451354
ODECOAtx_neg	22.417794966484177
ODECOAtx_pos	0.0
OIVD1m_pos	10448.57801755625
OIVD2m_pos	12002.492371767004
OIVD3m_pos	9433.985586548322
OLEICFATPtc_pos	4283.738593838644
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.472569861564405
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19938.41394120764
