	Tcon_Spleen_Tcon4_L1	exTreg_Lymph_exTreg3_L2	Tcon_Lymph_Tcon10_L1	Treg_Lymph_Treg8_L1	Tcon_Lymph_Tcon6_L1
EX_5dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5fthf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5fthf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5homeprazole(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5homeprazole(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5htrp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5htrp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5mthf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_5thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_5thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_6dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_6dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_6htststerone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_6htststerone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_6thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_6thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_7dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_7dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_7thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_7thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_9_cis_retfa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_9_cis_retfa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_abt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_abt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ac(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ac(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acac(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acac(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acald(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acald(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acetone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acetone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acgam(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acgam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ach(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ach(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acn13acngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acn13acngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acn23acngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acn23acngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acnacngalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acnacngalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ade(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ade(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adp_pos	0.0	0.0	0.0	0.0	0.0
EX_adp_neg	0.0	0.0	0.0	0.0	0.0
EX_adprbp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adprbp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adprib(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adprib(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_adrnl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_adrnl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aflatoxin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aflatoxin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ahandrostanglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ahandrostanglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ak2lgchol_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ak2lgchol_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_akg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_akg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ala_B(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ala_B(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ala_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ala_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ala_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ala_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aldstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aldstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_amp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_amp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_andrstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_andrstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_andrstrnglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_andrstrnglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_antipyrene(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_antipyrene(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_apnnox(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_apnnox(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_appnn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_appnn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aprgstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aprgstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_aqcobal(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_aqcobal(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arab_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_arab_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arach(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arachd(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_arachd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_arg_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_arg_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ascb_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ascb_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_asn_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_asn_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_asp_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_asp_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_asp_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_asp_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_atp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_atp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_avite1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_avite1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_avite2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_avite2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bhb(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bhb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bildglcur(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bildglcur(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bilglcur(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bilglcur(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bilirub(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bilirub(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_biocyt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_biocyt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_btn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_btn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_but(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_but(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bvite(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bvite(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_bz(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_bz(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ca2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ca2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_camp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_camp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_caro(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_caro(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_carveol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_carveol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cca_d3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cca_d3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cgly(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cgly(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_chol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cholate(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_chsterol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_chsterol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_chtn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_chtn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cit(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cit(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_CLPND(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_CLPND(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_co(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_co(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_co2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_co2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_coumarin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_coumarin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_creat(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_creat(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crmp_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crtsl(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crtsl(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crtstrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crtstrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_crvnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_crvnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_csn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_csn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_a(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_a(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_b(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_b(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_c(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_c(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_d(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_d(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cspg_e(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cspg_e(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cyan(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_cyan(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cys_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_cytd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dad_2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dag_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dcsptn1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dcsptn1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dcyt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_debrisoquine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_debrisoquine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dgchol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dgchol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dgsn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dhdascb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dheas(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dheas(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dhf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dhf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_digalsgalside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_digalsgalside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_din(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dlnlcg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dlnlcg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dmantipyrine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dmantipyrine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dmhptcrn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dmhptcrn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dopa(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dopa(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_dopasf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_dopasf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_drib(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_drib(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_duri(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_duri(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_eaflatoxin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_eaflatoxin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ebastine(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ebastine(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ebastineoh(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ebastineoh(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_eicostet(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_eicostet(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_elaid(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_elaid(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estradiol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estradiol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estradiolglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estradiolglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estriolglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estriolglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estroneglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estroneglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_estrones(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_estrones(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_etoh(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_etoh(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fe2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fe2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fe3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fe3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_for(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_for(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fru(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fru(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fucgalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fucgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_fuc_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_fuc_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gal(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galacglcgalgbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_galgalgalthcrm_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_galgalgalthcrm_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gam(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gbside_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gbside_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gchola(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gchola(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gd1b2_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gd1b2_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gd1c_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gd1c_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gdp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gdp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gln_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gln_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gluala(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gluala(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glu_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glu_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gly(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyb(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glyb(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glyc_S(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glyc_S(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn4(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn4(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_glygn5(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_glygn5(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gp1c_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gp1c_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gp1calpha_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gp1calpha_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gq1b_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gq1b_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gq1balpha_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gq1balpha_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gsn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gt1a_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gt1a_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gthox(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gthox(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gthrd(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gthrd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gtp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gtp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_gua(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_gua(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h2o(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h2o(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_h2o2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_h2o2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ha(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ha(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ha_pre1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ha_pre1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hco3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hco3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hcoumarin(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hcoumarin(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hdcea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hestratriol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hestratriol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hexc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hexc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_his_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hista(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hista(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hom_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hom_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hpdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hpdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hspg(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hspg(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_htaxol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_htaxol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_hxan(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_hxan(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_i(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_i(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_idp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_idp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ile_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ile_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_imp(e)_pos	0.0	0.0	0.0	0.0	0.0
