	WT-DHA-b_S128_L007_R1_001
NACHEX25ly_pos	7909.537918635569
NACHEX26ly_pos	7766.142256539728
NACHEX27ly_pos	24499.208145436405
NACHEX2ly_pos	189.45106469697004
NACHEX3ly_pos	102.8351869960317
NACHEX4ly_pos	85.7813131958065
NACHEX5ly_pos	85.7813131958065
NACHEX6ly_pos	131.69682320522227
NACHEX7ly_pos	131.69682320522224
NACHEX8ly_pos	152.8830582467345
NACHEX9ly_pos	152.8830582467345
NACHEXA10ly_pos	12280.764406227638
NACHEXA11ly_pos	12280.764406227638
NACHEXA12ly_pos	12280.764406227641
NACHEXA13ly_pos	12280.76440622764
NACHEXA14ly_pos	12280.764406227638
NACHEXA15ly_pos	12280.76440622764
NACHEXA16ly_pos	12280.764406227634
NACHEXA17ly_pos	12280.76440622764
NACHEXA18ly_pos	12280.76440622764
NACHEXA19ly_pos	12280.764406227636
NACHEXA1ly_pos	85.81729159066099
NACHEXA20ly_pos	7837.462963546614
NACHEXA21ly_pos	7909.537918635568
NACHEXA22ly_pos	7760.899314166319
NACHEXA2ly_pos	102.62361593143126
NACHEXA3ly_pos	85.60572052606057
NACHEXA4ly_pos	85.60572052606055
NACHEXA5ly_pos	131.52123053547632
NACHEXA6ly_pos	131.5212305354763
NACHEXA7ly_pos	152.4915828791908
NACHEXA8ly_pos	152.4915828791908
NACHEXA9ly_pos	12280.764406227638
NACHORCTL3le_pos	2220.56467551674
NACUP_pos	1900.0
NADH2_u10m_pos	4408.367215815487
NADHtpu_pos	1900.0
NADHtru_pos	5711.187494586021
NADK_pos	0.0
NADN_pos	8200.578234101795
NADNe_pos	4.804672421625063
NADPHtru_pos	5604.790953379087
NADPHtxu_pos	10265.043468570988
NADPN_pos	0.0
NADPNe_pos	4.804672421625063
NADPtru_pos	5604.790953379087
NADPtxu_pos	10265.043468570992
NADS2_pos	5449.84744970764
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9892.722772325993
NADtpu_pos	1900.0
NADtru_pos	5711.187494586021
NADtx_neg	3186.161765797875
NADtx_pos	3372.4005744356127
NAGA2ly_pos	7232.326840304605
NAGAlby_pos	936.7971646506496
NAGAly_pos	11415.29954196731
NAGLCAly_pos	7232.326840304605
NAHCO3_HCLt_neg	1202.277984245817
NAHCO3_HCLt_pos	1202.277984245817
NAIt_neg	2248.7449354968912
NAIt_pos	1736.0340294967466
NAt3_1_neg	458.72535031332814
NAt3_1_pos	458.72535031332814
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	704.6775335569043
NAt5_pos	704.6775335569043
NAt_neg	564.3321937173673
NAt_pos	561.3978908696776
NAtx_neg	4186.09716221003
NAtx_pos	1281.9929904743362
NBAHH_ir_pos	5030.4723059171165
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1232.018028269987
NCKt_neg	1906.7357822297404
NCKt_pos	1919.0112992250747
NCNt_neg	1984.064269584973
NCNt_pos	1984.064269584973
NDP10ex_pos	7.720751616659412
NDP3ex_pos	7.473584632981593
NDP6_pos	4258.469695882503
NDP7er_pos	13126.994647234127
NDP7ex_pos	15808.273181666746
NDP7g_pos	6463.361007095872
NDP8_pos	5917.82071806432
NDP8ex_pos	15832.430378752242
NDPK10_neg	4192.382181262694
NDPK10_pos	4192.382181262694
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4192.382181262694
NDPK10n_pos	4192.382181262694
NDPK1_neg	375.91990186183045
NDPK1_pos	375.91990186183045
NDPK1m_neg	413.9723606684022
NDPK1m_pos	413.9723606684022
NDPK1n_neg	377.4830497799935
NDPK1n_pos	377.4830497799935
NDPK2_neg	375.91990186183045
NDPK2_pos	375.91990186183045
NDPK2m_neg	9410.459444088265
NDPK2m_pos	0.0
NDPK2n_neg	377.4830497799935
NDPK2n_pos	377.4830497799935
NDPK3_neg	375.91990186183045
NDPK3_pos	375.91990186183045
NDPK3m_neg	0.0
NDPK3m_pos	13836.071560475042
NDPK3n_neg	377.4830497799935
NDPK3n_pos	377.4830497799935
NDPK4_neg	1144.627942713184
NDPK4_pos	490.0648047610438
NDPK4m_pos	9908.300513167895
NDPK4n_neg	296.6313578242652
NDPK4n_pos	296.6313578242652
NDPK5_neg	375.91990186183045
NDPK5_pos	375.91990186183045
NDPK5m_pos	1942.5322808289727
NDPK5n_neg	377.4830497799935
NDPK5n_pos	377.4830497799935
NDPK6_neg	455.7466558402833
NDPK6_pos	651.9200726069537
NDPK6m_neg	651.9200726069537
NDPK6m_pos	4154.463991995858
NDPK6n_neg	0.0
NDPK6n_pos	14968.845458083546
NDPK7_neg	375.91990186183045
NDPK7_pos	375.91990186183045
NDPK7m_pos	25654.896234300173
NDPK7n_neg	377.4830497799935
NDPK7n_pos	377.4830497799935
NDPK8_neg	375.91990186183045
NDPK8_pos	375.91990186183045
NDPK8m_pos	9141.03748318514
NDPK8n_neg	296.6313578242652
NDPK8n_pos	296.6313578242652
NDPK9_neg	599.420196202602
NDPK9_pos	599.420196202602
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4192.382181262694
NDPK9n_pos	4192.382181262694
NH4t3r_neg	704.6775335569043
NH4t3r_pos	704.6775335569043
NH4tn_neg	12984.919910059154
NH4tn_pos	0.0
NH4tp_neg	9213.305099893378
NH4tp_pos	0.0
NICRNS_pos	4232.982474499654
NICRNTtn_neg	0.0
NICRNTtn_pos	11862.315803923944
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	839.779021484312
NKCC2t_pos	827.5035044889776
NKCCt_neg	839.385736041529
NKCCt_pos	827.1102190461944
NMNATm_pos	0.0
NMNATn_pos	9892.722772325993
NMNATr_neg	5449.8474497076395
NMNATr_pos	8200.578234101795
NMNS_pos	9961.209792817257
NMNtn_neg	0.0
NMNtn_pos	9892.722772325993
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11862.315803923944
NNATr_pos	3500.7290403572074
NNMT_pos	47.5048678017761
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37657.4346076873
NOS1_pos	1485.6236709926761
NOS2_pos	1485.6236709926761
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4362.019257645353
NPTHLte_neg	0.0
NPTHLte_pos	7.564370813277711
NRPPHRSFt_pos	72625.0440898415
NRPPHRSULT_pos	72625.0440898415
NRPPHRVESSEC_pos	3617.4049382695875
NRPPHRt4_2_r_neg	1303.0370691887824
NRPPHRt4_2_r_pos	1292.6877361486515
NRPPHRtu_neg	1292.6877361486515
NRPPHRtu_pos	1303.0370691887824
NRVNCCOAtx_neg	5069.166730629883
NRVNCCOAtx_pos	22.612197059151427
NRVNCCOAtxc_pos	5069.166730629882
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1202.7582189386221
NRVNCt_pos	1205.692521786312
NS26T2g_pos	223.28231858335354
NS26Tg_pos	377.46597474801774
NT5C_pos	4282.036251175102
NTD10_pos	4486.571953800463
NTD11_pos	4131.493709322642
NTD12_pos	0.0
NTD1_pos	3492.1951161705547
NTD1m_pos	1754.399713578303
NTD2_pos	4297.9033395497945
NTD2e_pos	12306.187925127811
NTD2l_pos	0.0
NTD2m_pos	9410.459444088265
NTD3_pos	3725.2488918012255
NTD3l_pos	0.0
NTD4_pos	3511.1501576576247
NTD4e_pos	23.31027180295126
NTD4l_pos	0.0
NTD5_pos	3483.6926324827823
NTD5l_pos	0.0
NTD5m_pos	1754.3997135783027
NTD6_pos	4278.948857536133
NTD6l_pos	0.0
NTD7_pos	3203.9870961095285
NTD7e_pos	9703.508484883065
NTD7l_pos	0.0
NTD8_pos	3530.9431431465346
NTD8l_pos	0.0
NTD9_pos	4673.3564596019905
NTD9e_pos	22.488272380983123
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.1463947861901835
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3668.10766744845
O16G1e_pos	19.49699462821734
O16G2e_pos	21.7451836508873
O2St_neg	4.056584411836745
O2St_pos	9105.884713872296
O2Stm_neg	9073.239156404474
O2Stm_pos	5.35061500651341
O2Stn_neg	0.0
O2Stn_pos	9160.604493744915
O2Stx_neg	0.0
O2Stx_pos	9098.12545121662
O2t_neg	16305.321540781264
O2t_pos	4439.438686461786
O2ter_neg	24909.602654250113
O2ter_pos	10048.198289198474
O2tm_neg	9764.235442849358
O2tm_pos	5325.034979078863
O2tn_neg	9160.604493744915
O2tn_pos	0.0
O2tp_neg	5568.3664085760565
O2tp_pos	4493.484451324092
OAADC_pos	6544.947793489331
OAGD3te_neg	0.0
OAGD3te_pos	19860.5033264048
OAGD3tg_neg	19860.503326404796
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	19099.604959075936
OAGT3tg_neg	19099.604959075932
OAGT3tg_pos	0.0
OBDHc_pos	4266.584047481481
OCBTm_pos	11900.21627234609
OCCOAtm_pos	12655.544176161782
OCCOAtx_neg	24464.72016409782
OCCOAtx_pos	14099.092885294522
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23653.084679984953
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23653.084679984953
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23653.08467998495
OCDCAFATPc_pos	4274.928926570949
OCDCAtr_neg	568.9302574599778
OCDCAtr_pos	571.8645603076676
OCDCEAtr_neg	568.9302574599778
OCDCEAtr_pos	571.8645603076676
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2009.7991614284847
OCT11EFATP_pos	23653.08467998496
OCTAt_neg	0.0
OCTAt_pos	9122.671595230277
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.08496543734607
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15839.939039437462
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15839.93903943746
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15839.93903943746
OCTDECE1CRNe_pos	15839.939039437459
ODECOAtx_neg	22.61219705915142
ODECOAtx_pos	0.0
OIVD1m_pos	10506.84839206046
OIVD2m_pos	12060.068289678655
OIVD3m_pos	9487.517830971305
OLEICFATPtc_pos	4378.167922614766
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.564370813277712
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20083.844006898456
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15762.471832203295
OMHPALTD_neg	0.0
OMHPALTD_pos	30288.6632560928
OMPDC_pos	10347.750888785153
ONPTHLte_neg	7.564370813277711
ONPTHLte_pos	0.0
OPAHir_pos	5964.185974517724
ORETNF2_pos	1517.6355863792573
ORETNF_pos	1499.5624187088613
ORETNtn2_neg	0.0
ORETNtn2_pos	1517.6355863792576
ORETNtn_neg	0.0
ORETNtn_pos	1499.5624187088613
ORNALArBATtc_pos	1257.1993888317897
ORNDC_pos	11871.043363737932
ORNLEUrBATtc_pos	1257.1993888317897
ORNTArm_neg	9777.873492293978
ORNTArm_pos	27.159469888970623
ORNt3m_neg	351.84134786065636
ORNt3m_pos	351.84134786065636
ORNt4m_neg	351.84134786065636
ORNt4m_pos	351.84134786065636
ORNtiDF_pos	1165.966944443046
OROTGLUt_neg	3997.256902866284
OROTGLUt_pos	2162.3279706965577
ORPT_neg	10347.750888785153
ORPT_pos	0.0
OXAHCOtex_pos	1013.8708557810936
OXAtp_pos	12531.883840839026
P45011A1m_pos	61815.00839444968
P45011B11m_pos	54889.449870793615
P45011B12m_pos	52364.67125194105
P45011B21m_pos	53867.78497351783
P45017A1r_pos	55230.522541827704
P45017A2r_pos	55230.5225418277
P45017A3r_pos	55230.5225418277
P45017A4r_pos	55230.52254182769
P45019A1r_pos	52074.4177458283
P45019A2r_pos	52291.655666550825
P4501B1r_pos	51384.58176443401
P45021A1r_pos	54889.44987079359
P45021A2r_pos	52364.67125194105
P45027A11m_pos	65710.02815216387
P45027A12m_pos	7426.417251935552
P45027A13m_pos	7426.417251935552
P45027A14m_pos	66713.61180594425
P45027A15m_pos	7251.043826365248
P45027A16m_pos	7418.898303734998
P45027A1m_pos	2155.4788535791376
P4502A6_pos	7.564370813277712
P4502C18_pos	7.913779815168777
P4502C19_pos	7.564370813277713
P4502C8_pos	7.564370813277712
P4502C92_pos	7.564370813277712
P4502C93_pos	7.564370813277711
P4502C94_pos	7.564370813277713
P4502C9_pos	7.564370813277713
P4502D6_pos	7.564370813277714
P4502E1_pos	14.270396863398192
P4502F1_pos	7.564370813277711
P45039A1r_pos	54878.70297816586
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.564370813277714
P4503A7r_pos	52936.7249703474
P45046A1r_pos	54878.70297816586
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.995804089802073
P4504F81r_pos	0.0
P4507A1r_pos	11503.503225343506
P4507B11r_pos	54618.95618021655
P4507B12r_pos	54433.24457905275
P4508B11r_pos	65873.85722798182
P4508B13r_pos	65710.02815216387
P450LTB4r_pos	0.0
P450SCC1m_neg	2155.4788535791376
P450SCC1m_pos	56443.85274604873
P5CDm_pos	1179.7417603563094
P5CR_pos	500.9934424057743
P5CRm_pos	857.3004852277368
P5CRxm_pos	691.3985701522242
PACCOAL_pos	19145.769930575076
PAFH_pos	4350.4208507398125
PAFHe_pos	6792.01066523602
PAFS_pos	4350.4208507398125
PAFt_neg	6795.202016770044
PAFt_pos	6.954936115296594
PAIL45P_HStn_neg	6823.989893974601
PAIL45P_HStn_pos	8081.476724061367
PAIL4P_HStn_neg	4985.595446162116
PAIL4P_HStn_pos	5537.815742378666
PAIL_HStn_neg	8061.927422519859
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8789.980869536283
PAN4PP_pos	4246.631776369063
PAN4PPe_pos	5773.324216937613
PAPStg_neg	0.0
PAPStg_pos	39135.93130492595
PAPtg_pos	39135.93130492594
PA_HSter_neg	5626.017065293953
PA_HSter_pos	0.0
PA_HStg_neg	5626.017065293953
PA_HStg_pos	0.0
PA_HStn_neg	17628.903779542794
PA_HStn_pos	0.0
PCFLOPm_pos	10379.235667251589
PCHOLHSTDe_pos	10753.653191831881
PCHOLP_hs_pos	822.5528721386778
PCHOLPg_hs_pos	5626.017065293953
PCHOLPm_hs_pos	13836.071560475046
PCHOLPr_hs_pos	5626.017065293953
PCHOL_HSter_neg	5799.889812798629
PCHOL_HSter_pos	5626.017065293953
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5626.017065293953
PCLAD_pos	47.82105675814901
PCREATtmdiffir_pos	3693.7424595297152
PCRNtc_pos	4910.661256519215
PCRNtm_pos	1695.7754901661785
PCm_pos	5681.088240563464
PCt_pos	12523.187205204578
PDE1_pos	3456.2082870480667
PDE1g_pos	0.0
PDE4_pos	3423.8344569189717
PDE4g_pos	0.0
PDE4n_pos	11138.288224046664
PDHm_pos	6710.845577295046
PDX5PO_pos	4396.095098240996
PDXPP_pos	4137.026340146639
PEAMNO_pos	19145.769930575072
PECDCHe_pos	5107.434634801432
PECGCHLe_pos	14527.976791358908
PECGONCOATr_pos	0.0
PECTCHLe_pos	15756.75490009317
PEFLIP_pos	4252.978865056962
PEFLIPm_pos	4573.526651877463
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5813.023937954529
PEPCKm_pos	8734.12132713975
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.564370813277712
PERILLYLte_pos	0.0
PEROXx_pos	47.34694422597641
PETHCT_pos	4339.949582514624
PETOHMm_hs_pos	10379.235667251587
PETOHMr_hs_pos	5799.889812798629
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4573.526651877463
PE_HStm_pos	10379.235667251589
PEt_neg	4252.978865056963
PEt_pos	3325.0
PFK26_pos	3413.3893437900906
PFK_pos	627.482225255179
PGCD_pos	3530.96498596889
PGDI_neg	2.5091214243522013
PGDI_pos	137.284194893869
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.32069985793547
PGISr_pos	164.96763032703691
PGI_neg	5042.765434925885
PGI_pos	5830.574826782558
PGK_neg	3529.5162487345515
PGK_pos	5048.89828834311
PGLYCP_pos	0.0
PGLYCt_neg	13969.471850293405
PGLYCt_pos	231.9077106437361
PGL_pos	6626.220565381555
PGLc_pos	32539.09282617425
PGLer_pos	11332.793481454999
PGMT_neg	3872.401708278755
PGMT_pos	5208.073359260129
PGM_neg	3665.5804902099585
PGM_pos	8098.472081805344
PGPPT_pos	13969.471850293405
PGPP_hs_pos	13969.471850293405
PGS_pos	121.79237363912681
PGSr_pos	164.96763032703691
PHACCOAGLNAC_pos	19145.769930575076
PHCDm_pos	395.64367543182186
PHCHGSm_neg	0.0
PHCHGSm_pos	1345.643675431822
PHEACGLNt_neg	0.0
PHEACGLNt_pos	19145.769930575072
PHEATB0tc_pos	1492.1703237636448
PHEMEe_pos	328.4340558876452
PHEMEt_pos	328.4340558876452
PHEMEtm_neg	0.0
PHEMEtm_pos	14805.050642891267
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	287.4889360874491
PHEt4_pos	413.1943445185724
PHEtec_neg	413.1943445185724
PHEtec_pos	503.569514061762
PHEyLATthc_pos	771.8174677947192
PHYCBOXL_pos	19145.769930575072
PHYHx_pos	47.34694422597639
PHYQt_pos	5069.166730629884
PHYTt_neg	0.0
PHYTt_pos	47.34694422597639
PI345P3P_pos	3456.0237210282594
PI345P3Pn_pos	10151.38440980048
PI345P5P_pos	3536.8733091076165
PI345P5Pn_pos	10938.698016034563
PI34P3Pn_pos	10938.698016034561
PI34P4Pn_pos	10938.698016034567
PI34P5K_pos	3536.8733091076165
PI34P5Kn_pos	10938.698016034561
PI3P3Pn_pos	3067.2445475571626
PI3P4K_pos	8256.707641054038
PI3P4Kn_pos	10938.698016034563
PI3P5K_pos	3930.234219322633
PI45P3K_pos	3456.0237210282608
PI45P3Kn_pos	10151.384409800481
PI45P4P_pos	4261.92742251986
PI45P5P_pos	3505.4666180359677
PI45P5Pn_pos	3800.0
PI45PLC_pos	9135.254660704783
PI45PLCn_pos	0.0
PI4P3K_pos	7135.853569612621
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10938.698016034567
PI4P5K_pos	3505.4666180359677
PI4P5Kn_pos	10004.934942433778
PI4PLC_pos	7701.510233121417
PI4PLCn_pos	18310.245119550735
PI4PP_pos	4261.92742251986
PI5P3K_pos	3506.2707023183
PI5P3Ker_pos	0.0
PI5P4K_pos	4261.92742251986
PI5P4Kn_pos	10392.93999544648
PIACGT_pos	52.109733404343174
PIK3_pos	4239.916254274865
PIK3er_pos	7899.931553944316
PIK3n_pos	10835.855145516267
PIK4_pos	4261.927422519858
PIK4n_pos	10780.945048459182
PIK5_pos	4663.879771279198
PIK5n_pos	10392.939995446479
PIPLC_pos	3998.974375660984
PIPLCn_pos	18937.28374321504
PIt7_neg	530.5071481278515
PIt7_pos	532.3686928475124
PIt8_neg	357.14549649661774
PIt8_pos	530.5071481278515
PIt9_neg	1090.874239290512
PIt9_pos	1090.874239290512
PIter_neg	381.77355553897996
PIter_pos	2027.2578518463267
PItg_pos	6463.361007095872
PItn_neg	4361.994946987301
PItn_pos	6090.535458245281
PItx_neg	4659.2565604135525
PItx_pos	0.0
PLA2_2_pos	10465.534787613142
PLA2_2e_pos	12002.738927727154
PLA2_pos	0.0
PMANM_neg	17498.47952952807
PMANM_pos	0.0
PMEVKc_pos	20616.841363095704
PMEVKx_pos	18596.297970641313
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	34757.54454840457
PMTCOAFABP1tc_pos	13883.832500140983
PMTCOAtx_neg	3112.3114413067465
PMTCOAtx_pos	5190.560535835049
PNP_neg	8197.271177436389
PNP_pos	0.0
PNTEH_pos	14494.944765290446
PNTEHe_pos	6222.263492014593
PNTK_pos	14470.092752209172
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4359.078524563118
PNTOt5le_pos	4374.7186852531695
PNTOte_neg	2069.1978012283803
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3476.914401993387
PPA_pos	6075.224075864791
PPAer_pos	9070.640089525095
PPAm_pos	3554.1214519822397
PPAn_pos	14115.242335211438
PPAt_pos	1614.256550864861
PPAtm_pos	6222.175878218573
PPBNGS_pos	14805.050642891269
PPCDC_pos	4039.9586193284613
PPCOACm_pos	4265.800353678222
PPCOAOm_pos	12704.150448675355
PPD2CSPp_pos	49.42622603723298
PPDOx_pos	1046.6303907535214
PPDOy_pos	419.643070043422
PPItm_neg	6159.599652086998
PPItm_pos	3907.1512786888193
PPItr_neg	2027.2578518463267
PPItr_pos	2027.2578518463267
PPItx_neg	6970.065674408917
PPItx_pos	4659.256560413552
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4670.361995276902
PPM_pos	3143.7060199654115
PPNCL3_pos	14470.092752209172
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14805.050642891267
PPPGOm_pos	14805.050642891267
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20842.009514737652
PRASCS_neg	0.0
PRASCS_pos	20842.009514737663
PRDX_pos	6769.069579187928
PRDXl_pos	12172.09084142675
PRFGS_pos	20842.00951473766
PRGNLONESULT_pos	8167.3191698284245
PRGNLONEtm_neg	61815.008394449666
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	55230.522541827704
PRGSTRNt_neg	61815.008394449666
PRGSTRNt_pos	6.296387187689678
PRISTANALtx_neg	0.0
PRISTANALtx_pos	47.346944225976394
PRISTCOAtcx_pos	5069.166730629885
PRISTCOAtx_neg	7369.559011004244
PRISTCOAtx_pos	5069.166730629883
PRISTtx_neg	49.29604188246704
PRISTtx_pos	7369.559011004243
PRO1x_pos	500.9934424057743
PRO1xm_pos	691.3985701522242
PROAKGOX1r_pos	0.0
PROD2_pos	1450.9934424057742
PROD2m_pos	4348.837028870812
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1483.104795548905
PRODt2r_pos	1480.1704927012152
PROGLYPEPT1tc_pos	9553.658231423258
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9553.658231423258
PROIMINOtc_pos	1551.6817969946126
PROSTGD2t_neg	671.6935867588144
PROSTGD2t_pos	671.6935867588144
PROSTGE1t3_pos	3949.701324542262
PROSTGE1t_neg	671.6935867588144
PROSTGE1t_pos	671.6935867588144
PROSTGE2t2_neg	401.7012489556429
PROSTGE2t2_pos	402.67934990487277
PROSTGE2t3_pos	3876.4544942093885
PROSTGE2t_neg	402.67934990487277
PROSTGE2t_pos	401.7012489556429
PROSTGF2t_neg	543.613993288837
PROSTGF2t_pos	543.613993288837
PROSTGH2t_neg	1452.6191203104402
PROSTGH2t_pos	1452.6191203104402
PROSTGI2t_neg	1452.6191203104402
PROSTGI2t_pos	1452.6191203104402
PROSTGI2tr_neg	164.96763032703691
PROSTGI2tr_pos	6.32069985793547
PRO_Dtde_neg	1483.104795548905
PRO_Dtde_pos	1480.1704927012152
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	460.5205571171598
PROt2r_pos	944.8416522508069
PROt4_2_r_neg	1097.3650857046928
PROt4_2_r_pos	1229.4543910010298
PROt4_pos	460.5205571171598
PRPNCOAHYDm_pos	12699.266829802393
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4362.019257645353
PRPPS_pos	4037.1501475738205
PSDm_hs_pos	18998.32977076981
PSERT_pos	3530.96498596889
PSFLIP_pos	4573.526651877462
PSFLIPm_pos	18998.32977076981
PSP_L_pos	3530.96498596889
PSSA1_hs_neg	822.5528721386778
PSSA1_hs_pos	4359.6309249064025
PSSA2_hs_neg	16569.426902262876
PSSA2_hs_pos	4339.949582514624
PSYGCHe_pos	13850.182779357663
PSYTCHe_pos	15216.938885740223
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4573.526651877463
PSt3_pos	6.435134164395229
PTCRTD_neg	14578.422280261722
PTCRTD_pos	15.336972802539883
PTDCACRNCPT1_pos	29.335087739877928
PTDCACRNCPT2_pos	29.335087739877928
PTDCACRNt_pos	29.335087739877928
PTDCAt_neg	0.0
PTDCAt_pos	29.335087739877924
PTE2x_pos	0.0
PTE3x_pos	6943.115706714459
PTE4x_pos	6970.065674408917
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3414.357597008801
PTPATe_neg	13746.152849626476
PTPATe_pos	22940.680147205403
PTRCAT1_pos	0.0
PTRCOX1_pos	12644.140739089922
PUNP1_neg	6432.0355979226115
PUNP1_pos	3144.9347297952722
PUNP2_neg	6966.4233812772945
PUNP2_pos	5596.3543369430845
PUNP3_neg	8160.80108161892
PUNP3_pos	1533.7820791207992
PUNP4_neg	8045.583014168718
PUNP4_pos	6525.725414043753
PUNP5_neg	4909.843303019377
PUNP5_pos	3843.391584049385
PUNP6_neg	0.0
PUNP6_pos	7497.541078375406
PUNP7_neg	1533.7820791207992
PUNP7_pos	4013.612310198978
PVD3_neg	11040.255552102368
PVD3_pos	77595.04764739615
PYAM5POr_pos	4396.095098240997
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4137.02634014664
PYDAMtr_neg	0.0
PYDAMtr_pos	10311.893457536333
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8134.396115125928
PYDXK_pos	4137.02634014664
PYDXNK_pos	4137.026340146639
PYDXNtr_neg	0.0
PYDXNtr_pos	9305.525040011773
PYDXPP_pos	4137.02634014664
PYDXtr_neg	0.0
PYDXtr_pos	8009.333130270344
PYK_pos	490.0648047610438
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8239.228688733541
PYNP2r_pos	5394.270223706027
PYRt2m_neg	1322.477617275475
PYRt2m_pos	1322.477617275475
PYRt2p_neg	2647.8344341760503
PYRt2p_pos	2647.8344341760503
PYRt2r_neg	495.2763363631251
PYRt2r_pos	495.2763363631251
Q10H2e_neg	0.0
Q10H2e_pos	5621.210676924752
QUILSYN_pos	0.0
RADH2_pos	837.787545142686
RADH3_pos	967.3515647408772
RADH4_pos	949.874616766833
RADH_pos	838.3729989499119
RAHY_pos	1639.4459873812054
RAI1_neg	2222.2842509425946
RAI1_pos	2222.2842509425946
RAI2_neg	2222.2842509425946
RAI2_pos	2222.2842509425946
RAI3_neg	949.8746167668329
RAI3_pos	1228.360586379258
RAI4_neg	1710.4855863792575
RAI4_pos	1692.4124187088612
RAtn3_neg	0.0
RAtn3_pos	1228.3605863792577
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3515.373401167753
RBK_D_pos	0.0
RBK_pos	5721.22921475544
RBTt_pos	6478.455762236207
RDH1_neg	483.84679037579934
RDH1_pos	2222.2842509425946
RDH1a_pos	483.84679037579934
RDH2_neg	523.9845433729946
