	WT-a_S116_L007_R1_001
KDNH_pos	8807.900472301757
KHK2_pos	16718.178310866126
KHK3_pos	7.101929013575449
KHK_pos	5174.687943825426
KHte_neg	1488.0392896254546
KHte_pos	1488.0392896254546
KSII_CORE2t_pos	7626.196323216674
KSII_CORE2tly_pos	7746.830519802814
KSII_CORE4t_pos	7601.680855173781
KSII_CORE4tly_pos	7672.652899792517
KSIt_pos	10958.110888449168
KSItly_pos	12139.56308237377
KYN3OX_pos	11.820320774075505
KYNAKGAT_pos	1182.235686629652
KYNATESYN_pos	1182.235686629652
KYN_pos	9.99802524901016
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2079.614791229915
LACZe_pos	6394.689163205147
LACZly_pos	0.0
LALDO2x_pos	1046.0089708848395
LALDO_neg	297.2818482042725
LALDO_pos	2458.350802425614
LAPCOAe_pos	11.575991752052516
LAPCOAl_pos	7218.447075886142
LCADi_D_pos	1590.7577863477354
LCADi_Dm_pos	0.0
LCADi_pos	2222.85716881828
LCADim_pos	0.0
LCAT1e_pos	15536.194513107725
LCTStg_pos	6394.143059645455
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14998.731183470518
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	15134.123338549032
LDH_D_neg	3650.158640327617
LDH_D_pos	1501.8914595808105
LDH_L_neg	2644.2890546389335
LDH_L_pos	2222.85716881828
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1673.1325432215403
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9751.526083789002
LEUGLYPEPT1tc_pos	9751.526083788998
LEUKTRA4t_neg	1377.5536699986924
LEUKTRA4t_pos	1377.5536699986924
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17800.229705067348
LEUKTRB4t_neg	1377.5536699986924
LEUKTRB4t_pos	1377.5536699986924
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2024.1777595421747
LEUKTRC4t_pos	2019.229851476235
LEUKTRD4t_neg	1377.5536699986924
LEUKTRD4t_pos	1377.5536699986924
LEUKTRD4tr_neg	17800.229705067355
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2161.430128695073
LEUKTRE4t_pos	2161.430128695073
LEUKTRF4t_neg	1377.5536699986924
LEUKTRF4t_pos	1377.5536699986924
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10325.246526765777
LEULEUPEPT1tc_pos	10325.246526765779
LEUPHELAT2tc_neg	607.9777758737685
LEUPHELAT2tc_pos	636.0897436917626
LEUTA_neg	7787.212146083399
LEUTA_pos	4117.934573670244
LEUTAm_neg	4117.934573670244
LEUTAm_pos	12259.583208866048
LEUt4_pos	534.2658517291159
LEUt5m_neg	4117.934573670244
LEUt5m_pos	12259.583208866052
LEUtec_neg	534.2658517291159
LEUtec_pos	636.0897436917626
LEUyLAThtc_pos	889.8021203464402
LFORKYNHYD_pos	9.998025249010158
LGNCCOAtcx_pos	5001.692603353971
LGNCCOAtx_neg	5001.692603353971
LGNCCOAtx_pos	21.800184020327045
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	334.59947091867105
LGNCt_pos	349.4431951164903
LGTHL_pos	297.2818482042725
LIMNENte_neg	0.0
LIMNENte_pos	7.490667243139099
LINKDEG1ly_pos	350.62722782157226
LINKDEG2ly_pos	187.67748284422584
LINKDEG3ly_pos	214.6421070074517
LINKDEG4ly_pos	150.9980381286759
LINOFATPtc_pos	408.14105662998315
LIPOti_pos	0.0
LNELDCCPT1_pos	22468.67308633336
LNELDCCPT2_pos	22468.67308633336
LNELDCCRNt_pos	22468.67308633336
LNELDCt_neg	9158.329418629766
LNELDCt_pos	13.986857687558153
LNLCCPT1_pos	10.033264407331112
LNLCCPT2_pos	10.033264407331112
LNLCCRNt_pos	10.033264407331112
LNLCt_neg	408.14105662998315
LNLCt_pos	3367.4096868101287
LNLNCACPT1_pos	20.40522629669764
LNLNCACPT2_pos	20.40522629669764
LNLNCACRNt_pos	20.40522629669764
LNLNCAt_neg	0.0
LNLNCAt_pos	3364.624744681995
LNLNCGCPT1_pos	115.25179831708594
LNLNCGCPT2_pos	115.25179831708594
LNLNCGCRNt_pos	115.25179831708594
LNLNCGt_neg	49.63420432110353
LNLNCGt_pos	3368.180565846318
LNS14DM_pos	0.0
LNSTLSr_pos	75375.26038806264
LPASE_pos	10298.845111942244
LPCHOLt_neg	0.0
LPCHOLt_pos	11675.132704477686
LPCOXp_pos	49.22434495358458
LPS2_pos	4765.366730925536
LPS2e_pos	6152.142294368938
LPS3_pos	7909.491319237332
LPS3e_pos	5237.188695147095
LPS4e_pos	17749.822776464633
LPS_pos	4241.2699439355465
LPSe_pos	5833.745796751023
LRAT1_pos	12036.441705081323
LRAT2_pos	12036.441705081323
LRAT_pos	11313.71010446362
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	75375.29870640006
LSTO2r_pos	75375.26038806263
LTA4H_pos	3453.373201589236
LTC4CP_neg	3165.5328688508134
LTC4CP_pos	3165.5328688508134
LTC4Sr_pos	17800.22970506735
LTD4DP_neg	3165.5328688508134
LTD4DP_pos	3165.5328688508134
LTDCL_pos	0.0
LYSATB0tc_pos	1694.2165613494337
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	49.22434495358458
LYSt4_pos	961.7704940159551
LYStiDF_pos	648.6195915118903
LYStip_pos	49.22434495358458
LYStm_neg	1480.038581703604
LYStm_pos	1173.7988208640322
LYStn_neg	9531.149216072361
LYStn_pos	0.0
L_LACDcm_pos	4017.3116116589963
L_LACt2r_neg	484.81841368386074
L_LACt2r_pos	484.81841368386074
L_LACt4r_neg	1256.181364369058
L_LACt4r_pos	1256.181364369058
M1316Mg_pos	17372.914766228852
M13N2Tg_pos	17372.914766228852
M13N4Tg_pos	926.5048596710958
M14NTg_pos	17372.914766228852
M16N4Tg_pos	926.5048596710958
M16N6Tg_pos	926.5048596710958
M16NTg_pos	17372.914766228852
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	57.38781524147788
M4CET3er_pos	57.38781524147788
M4MPDOL_Lter_pos	17372.914766228852
M4MPDOL_Uter_pos	17372.914766228852
M7MASNBterg_pos	17372.914766228852
M8MASNterg_pos	17376.526342715028
MACACI_pos	46042.55383293697
MACOXO_pos	12963.526888983853
MAGt_neg	9970.496942394428
MAGt_pos	6109.725046788349
MALSO3tm_neg	443.887221679553
MALSO3tm_pos	443.887221679553
MALSO4tm_neg	443.887221679553
MALSO4tm_pos	443.887221679553
MALTSULtm_neg	443.887221679553
MALTSULtm_pos	443.887221679553
MALT_pos	4184.437008095707
MALTe_pos	3021.0297603238578
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4184.437008095707
MAL_Lte_neg	9309.084845924892
MAL_Lte_pos	5226.530827229726
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.37367953282033
MALtm_neg	421.52358546594417
MALtm_pos	443.887221679553
MAN1PT2_pos	3108.557614347716
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9145.607450951198
MAN6PI_pos	5303.288215428451
MANt1r_neg	1225.2029629610915
MANt1r_pos	1240.0466871589108
MANt4_neg	1240.0466871589108
MANt4_pos	1225.2029629610915
MANter_pos	17372.914766228852
MANtg_pos	17376.526342715024
MANtly_pos	17691.035431873377
MAOLNOR_pos	0.0
MAOX_pos	39735.34052140083
MCCCrm_neg	12779.579339881911
MCCCrm_pos	11727.853505393527
MCD_pos	4302.851870088323
MCDm_pos	4262.188316616703
MCDp_pos	0.0
MCITS_pos	14590.021211649231
MCLACCYSR_pos	16335.500228309636
MCLOR_neg	16335.500228309636
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.727224350114269
MDH_neg	2520.451305573258
MDH_pos	5908.2140623823425
MDHm_neg	5651.1018410209845
MDHm_pos	2520.4513055732577
MDHx_neg	11.373679532820326
MDHx_pos	0.0
MDRPD_pos	15183.295553325412
ME1m_pos	5607.185178551037
ME2_pos	5959.670575479157
ME2m_pos	5664.416068570898
MECOALm_neg	411.04448657005526
MECOALm_pos	411.04448657005526
MECOAS1m_neg	411.04448657005526
MECOAS1m_pos	411.04448657005526
MELATN23DOX_pos	0.0
MELATNOX_pos	6252.741237455736
MEOHt2_neg	22054.228222586764
MEOHt2_pos	5.665951060921417
MEOHtly_neg	0.0
MEOHtly_pos	12059.18316806177
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42477.54337244714
MERCPLACCYSt_pos	16335.500228309636
MESCOALm_pos	0.0
METATB0tc_pos	1673.1325432215403
METAT_pos	12743.809953396414
METLEUex_pos	738.8626465274806
METS_pos	10035.935960529481
METt4_pos	583.8890136188319
METtec_neg	583.8890136188319
METtec_pos	996.9949980157874
METyLATthc_pos	889.8021203464402
MEVK1c_pos	20383.901504541365
MEVK1x_pos	18422.224201696277
MG1er_pos	17372.914766228856
MG2er_pos	17372.914766228856
MG3er_pos	17372.914766228856
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12779.57933988191
MGCHrm_pos	11727.853505393527
MGSA2_pos	6255.277531616318
MGSA_pos	6255.566623254414
MHISOR_pos	12963.526888983853
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13910.592985950438
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15329.818833575873
MI134PK_pos	0.0
MI134PP_pos	13910.592985950438
MI13PP_pos	15329.818833575873
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13910.592985950438
MI145PKn_pos	0.0
MI145PP_pos	9004.498110175233
MI14P4P_pos	8268.979413046936
MI14PP_pos	7585.963265219176
MI14Ptn_neg	18070.35586795973
MI14Ptn_pos	0.0
MI1PP_pos	3932.7917786694743
MI1PS_pos	6439.342577817931
MI1P_Dtn_neg	18695.09711580009
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13910.592985950438
MI3PP_pos	13910.592985950438
MI4PP_pos	7585.963265219176
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.58529760323858
MLTG1ly_pos	0.0
MM5ag_pos	17376.526342715028
MM5bg_pos	17372.914766228852
MM5cg_pos	17372.91476622885
MM6B1ag_pos	17372.91476622885
MM6B1bg_pos	17372.91476622885
MM6B2g_pos	17372.91476622885
MM6ag_pos	17409.33604551045
MM6bg_pos	17376.526342715028
MM7Ag_pos	17409.33604551045
MM7B1g_pos	17372.91476622885
MM7B2g_pos	17372.914766228852
MM7Cag_pos	17376.526342715028
MM7Cbg_pos	17376.526342715028
MM8Ag_pos	17376.526342715024
MM8Ber_pos	17372.914766228852
MM8Cg_pos	17376.526342715028
MMCD_pos	0.0
MMCDm_pos	4218.314052688284
MMCDp_pos	0.0
MMEm_neg	12862.600079593369
MMEm_pos	2114.084036567844
MMMm_neg	9085.046464114042
MMMm_pos	12808.433471585855
MMSAD1m_pos	5225.834713034332
MMSAD3m_pos	10918.293704841584
MMTSADm_pos	2114.084036567844
MOGAT_pos	4765.366730925537
MTAP_pos	15183.295553325413
MTHFC_neg	5223.115166078515
MTHFC_pos	8646.098592254077
MTHFCm_neg	12929.083691005275
MTHFCm_pos	5223.115166078515
MTHFD2_neg	750.5968705791281
MTHFD2_pos	763.1933285150857
MTHFD2m_neg	714.3999921855543
MTHFD2m_pos	714.3999921855543
MTHFD_neg	763.1933285150857
MTHFD_pos	750.5968705791281
MTHFDm_neg	714.3999921855543
MTHFDm_pos	714.3999921855543
MTHFR3_pos	764.3923344090653
MTHFTe_pos	1315.0398925094244
MTHGXLt_pos	4733.8988314863445
MTRI_neg	0.0
MTRI_pos	15183.295553325412
N2M2NMASNt_pos	17372.914766228852
N2M2NMASNtly_pos	17408.394503153566
N3Tg_pos	7785.938556611523
N4Tg_pos	7048.033325977564
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7545.458470863136
NACASPtm_pos	7545.458470863136
NACDe_pos	1900.0
NACHEX10ly_pos	12141.665968634414
NACHEX11ly_pos	12141.665968634416
NACHEX12ly_pos	12141.665968634414
NACHEX13ly_pos	12141.66596863441
NACHEX14ly_pos	12141.66596863442
NACHEX15ly_pos	12141.665968634416
NACHEX16ly_pos	12141.665968634417
NACHEX17ly_pos	12141.665968634414
NACHEX18ly_pos	12141.665968634416
NACHEX19ly_pos	12141.665968634414
NACHEX1ly_pos	85.27888043721303
NACHEX20ly_pos	12141.665968634416
NACHEX21ly_pos	12139.56308237377
NACHEX22ly_pos	12139.56308237377
NACHEX23ly_pos	7752.745298387713
NACHEX24ly_pos	7823.116558704226
NACHEX25ly_pos	7817.063691903338
NACHEX26ly_pos	7678.102073238884
NACHEX27ly_pos	24217.206445278756
NACHEX2ly_pos	187.67748284422584
NACHEX3ly_pos	102.04930855957659
NACHEX4ly_pos	85.05477005114334
NACHEX5ly_pos	85.05477005114334
NACHEX6ly_pos	130.5400321035732
NACHEX7ly_pos	130.5400321035732
NACHEX8ly_pos	151.37890347228472
NACHEX9ly_pos	151.37890347228466
NACHEXA10ly_pos	12139.563082373772
NACHEXA11ly_pos	12139.563082373772
NACHEXA12ly_pos	12139.563082373774
NACHEXA13ly_pos	12139.563082373768
NACHEXA14ly_pos	12139.56308237377
NACHEXA15ly_pos	12139.563082373772
NACHEXA16ly_pos	12139.563082373772
NACHEXA17ly_pos	12139.563082373768
NACHEXA18ly_pos	12139.56308237377
NACHEXA19ly_pos	12139.56308237377
NACHEXA1ly_pos	85.07855155824733
NACHEXA20ly_pos	7746.830519802815
NACHEXA21ly_pos	7817.0636919033395
NACHEXA22ly_pos	7672.652899792518
NACHEXA2ly_pos	101.84897968061091
NACHEXA3ly_pos	84.87822267928165
NACHEXA4ly_pos	84.87822267928165
NACHEXA5ly_pos	130.3634847317115
NACHEXA6ly_pos	130.36348473171148
NACHEXA7ly_pos	150.99803812867586
NACHEXA8ly_pos	150.99803812867583
NACHEXA9ly_pos	12139.563082373772
NACHORCTL3le_pos	2211.9654185083127
NACUP_pos	1900.0
NADH2_u10m_pos	4394.6962488785475
NADHtpu_pos	1900.0
NADHtru_pos	5712.0149991657545
NADK_pos	0.0
NADN_pos	7985.427216910003
NADNe_pos	4.756105568327982
NADPHtru_pos	5593.780278870907
NADPHtxu_pos	10213.45780002931
NADPN_pos	0.0
NADPNe_pos	4.756105568327982
NADPtru_pos	5593.780278870907
NADPtxu_pos	10213.45780002931
NADS2_pos	5246.823660419226
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9722.172058938308
NADtpu_pos	1900.0
NADtru_pos	5712.0149991657545
NADtx_neg	3187.150320192514
NADtx_pos	3366.765111422429
NAGA2ly_pos	7132.689571461551
NAGAlby_pos	922.2379064528121
NAGAly_pos	11223.577325377268
NAGLCAly_pos	7132.689571461551
NAHCO3_HCLt_neg	1105.461364475722
NAHCO3_HCLt_pos	1104.6951602753659
NAIt_neg	2247.7156069126813
NAIt_pos	1668.5130808598776
NAt3_1_neg	437.11955629438296
NAt3_1_pos	437.11955629438296
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	679.8040246267318
NAt5_pos	679.8040246267318
NAt_neg	576.4307846172334
NAt_pos	561.5870604194142
NAtx_neg	4184.93778814115
NAtx_pos	1280.1541514557362
NBAHH_ir_pos	4972.524394941068
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1233.5577680817578
NCKt_neg	1906.4812947065802
NCKt_pos	1901.022299067754
NCNt_neg	1810.2666828456893
NCNt_pos	1810.2666828456893
NDP10ex_pos	7.556631280001126
NDP3ex_pos	7.405740913915638
NDP6_pos	4188.282493068061
NDP7er_pos	12995.878497628293
NDP7ex_pos	15425.489311849416
NDP7g_pos	6394.143059645456
NDP8_pos	5593.348577151962
NDP8ex_pos	15448.17665507199
NDPK10_neg	4190.998437817278
NDPK10_pos	4190.998437817278
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4190.998437817278
NDPK10n_pos	4190.998437817278
NDPK1_neg	370.0975042244212
NDPK1_pos	370.0975042244212
NDPK1m_neg	405.1315187725662
NDPK1m_pos	405.1315187725662
NDPK1n_neg	371.7612735405755
NDPK1n_pos	371.7612735405755
NDPK2_neg	370.0975042244212
NDPK2_pos	370.0975042244212
NDPK2m_neg	9170.350965499667
NDPK2m_pos	0.0
NDPK2n_neg	371.7612735405755
NDPK2n_pos	371.7612735405755
NDPK3_neg	370.0975042244212
NDPK3_pos	370.0975042244212
NDPK3m_neg	0.0
NDPK3m_pos	13693.43402148525
NDPK3n_neg	371.7612735405755
NDPK3n_pos	371.7612735405755
NDPK4_neg	1143.8354495924846
NDPK4_pos	450.01547426601405
NDPK4m_pos	9594.100503382026
NDPK4n_neg	295.7444823371897
NDPK4n_pos	295.7444823371897
NDPK5_neg	370.0975042244212
NDPK5_pos	370.0975042244212
NDPK5m_pos	1911.4168725926656
NDPK5n_neg	371.7612735405755
NDPK5n_pos	371.7612735405755
NDPK6_neg	417.9511830287531
NDPK6_pos	658.3689299116553
NDPK6m_neg	658.3689299116553
NDPK6m_pos	4058.8853515530072
NDPK6n_neg	0.0
NDPK6n_pos	14694.18615860022
NDPK7_neg	370.0975042244212
NDPK7_pos	370.0975042244212
NDPK7m_pos	25367.002805663124
NDPK7n_neg	371.7612735405755
NDPK7n_pos	371.7612735405755
NDPK8_neg	370.0975042244212
NDPK8_pos	370.0975042244212
NDPK8m_pos	8928.726905668136
NDPK8n_neg	295.7444823371897
NDPK8n_pos	295.7444823371897
NDPK9_neg	594.5097455573393
NDPK9_pos	594.5097455573393
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4190.998437817278
NDPK9n_pos	4190.998437817278
NH4t3r_neg	679.8040246267318
NH4t3r_pos	679.8040246267318
NH4tn_neg	12896.715675232148
NH4tn_pos	0.0
NH4tp_neg	9179.16353011463
NH4tp_pos	0.0
NICRNS_pos	4156.9063000265805
NICRNTtn_neg	0.0
NICRNTtn_pos	11784.80402985483
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	806.1514634961983
NKCC2t_pos	811.6104591350243
NKCCt_neg	805.633060473581
NKCCt_pos	811.092056112407
NMNATm_pos	0.0
NMNATn_pos	9722.172058938308
NMNATr_neg	5246.823660419227
NMNATr_pos	7985.427216910003
NMNS_pos	9737.012844995721
NMNtn_neg	0.0
NMNtn_pos	9722.172058938308
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11784.80402985483
NNATr_pos	3442.9650931927063
NNMT_pos	46.94415303812296
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37452.46964438606
NOS1_pos	1198.2283257044958
NOS2_pos	1198.2283257044958
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4280.57733485839
NPTHLte_neg	0.0
NPTHLte_pos	7.490667243139099
NRPPHRSFt_pos	72288.69032566092
NRPPHRSULT_pos	72288.69032566092
NRPPHRVESSEC_pos	3593.95226948919
NRPPHRt4_2_r_neg	1406.951703691294
NRPPHRt4_2_r_pos	1376.0078275110673
NRPPHRtu_neg	1320.6662254736855
NRPPHRtu_pos	1320.6662254736855
NRVNCCOAtx_neg	5001.692603353971
NRVNCCOAtx_pos	22.469995358706818
NRVNCCOAtxc_pos	5001.692603353971
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1193.228564339596
NRVNCt_pos	1208.0722885374153
NS26T2g_pos	221.1775030140654
NS26Tg_pos	373.0800099877982
NT5C_pos	4207.991513009641
NTD10_pos	4427.569894460621
NTD11_pos	4054.4334673071794
NTD12_pos	0.0
NTD1_pos	3426.2146559212047
NTD1m_pos	1733.1271437686635
NTD2_pos	4211.769383856512
NTD2e_pos	12055.093831641576
NTD2l_pos	0.0
NTD2m_pos	9170.350965499669
NTD3_pos	3682.91950353015
NTD3l_pos	0.0
NTD4_pos	3418.4062234682133
NTD4e_pos	22.58566748209162
NTD4l_pos	0.0
NTD5_pos	3416.6119756222533
NTD5l_pos	0.0
NTD5m_pos	1733.1271437686632
NTD6_pos	4204.930235717519
NTD6l_pos	0.0
NTD7_pos	3143.395667489952
NTD7e_pos	9537.79009969329
NTD7l_pos	0.0
NTD8_pos	3460.96889824381
NTD8l_pos	0.0
NTD9_pos	4573.3142014585255
NTD9e_pos	22.16123941009423
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.123376381507091
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3583.009242181635
O16G1e_pos	19.49586887195381
O16G2e_pos	21.737928392601525
O2St_neg	4.023799633130439
O2St_pos	8971.07259794144
O2Stm_neg	8937.511532409027
O2Stm_pos	5.3108135340072335
O2Stn_neg	0.0
O2Stn_pos	9024.73048077165
O2Stx_neg	0.0
O2Stx_pos	8962.796668107565
O2t_neg	16224.504137122709
O2t_pos	4391.89375735384
O2ter_neg	24840.521047883085
O2ter_pos	10000.92846130056
O2tm_neg	9743.329860232361
O2tm_pos	5295.322376015894
O2tn_neg	9024.73048077165
O2tn_pos	0.0
O2tp_neg	5516.778594830401
O2tp_pos	4492.911586791194
OAADC_pos	6492.914040067649
OAGD3te_neg	0.0
OAGD3te_pos	19597.626777207806
OAGD3tg_neg	19597.626777207806
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18869.12573390617
OAGT3tg_neg	18869.12573390617
OAGT3tg_pos	0.0
OBDHc_pos	4233.918856511491
OCBTm_pos	11760.585719347115
OCCOAtm_pos	12612.92627316459
OCCOAtx_neg	24321.77122958331
OCCOAtx_pos	14069.920786274335
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23383.39479255362
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23383.39479255362
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23383.39479255362
OCDCAFATPc_pos	4219.96215888626
OCDCAtr_neg	602.0821858904303
OCDCAtr_pos	616.9259100882496
OCDCEAtr_neg	602.0821858904303
OCDCEAtr_pos	616.9259100882496
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	2047.0000594630692
OCT11EFATP_pos	23383.39479255362
OCTAt_neg	0.0
OCTAt_pos	9070.551778829584
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.033264407331112
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15794.753085202046
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15794.753085202046
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15794.753085202046
OCTDECE1CRNe_pos	15794.753085202046
ODECOAtx_neg	22.469995358706818
ODECOAtx_pos	0.0
OIVD1m_pos	10480.193925520867
OIVD2m_pos	12038.741738231656
OIVD3m_pos	9460.129853035003
OLEICFATPtc_pos	4324.329932717072
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.4906672431390975
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19973.94932427299
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15724.219096299501
OMHPALTD_neg	0.0
OMHPALTD_pos	30226.295063260648
OMPDC_pos	10324.22404785622
ONPTHLte_neg	7.490667243139099
ONPTHLte_pos	0.0
OPAHir_pos	5864.341512258746
ORETNF2_pos	1508.0896707022073
ORETNF_pos	1490.4607614628753
ORETNtn2_neg	0.0
ORETNtn2_pos	1508.0896707022077
ORETNtn_neg	0.0
ORETNtn_pos	1490.4607614628753
ORNALArBATtc_pos	1256.7696287965944
ORNDC_pos	11700.616411164852
ORNLEUrBATtc_pos	1256.7696287965944
ORNTArm_neg	9682.541279019182
ORNTArm_pos	26.72959178598394
ORNt3m_neg	335.69823129604845
ORNt3m_pos	335.69823129604845
ORNt4m_neg	335.69823129604845
ORNt4m_pos	335.69823129604845
ORNtiDF_pos	1173.7637376523066
OROTGLUt_neg	3819.9822838342934
OROTGLUt_pos	2152.387843386242
ORPT_neg	10324.22404785622
ORPT_pos	0.0
OXAHCOtex_pos	963.1361545842625
OXAtp_pos	12477.176379462968
P45011A1m_pos	61619.09545516377
P45011B11m_pos	54657.16043697587
P45011B12m_pos	52090.996686488776
P45011B21m_pos	53649.704979972936
P45017A1r_pos	54891.77865206135
P45017A2r_pos	54891.778652061344
P45017A3r_pos	54891.778652061344
P45017A4r_pos	54891.778652061344
P45019A1r_pos	51772.88888726977
P45019A2r_pos	51993.8080576578
P4501B1r_pos	51061.59009351461
P45021A1r_pos	54657.16043697587
P45021A2r_pos	52090.996686488776
P45027A11m_pos	65300.856718957686
P45027A12m_pos	7377.000764389883
P45027A13m_pos	7377.000764389883
P45027A14m_pos	66356.81212184831
P45027A15m_pos	7206.331393699619
P45027A16m_pos	7372.450919280753
P45027A1m_pos	2155.0467948892383
P4502A6_pos	7.490667243139098
P4502C18_pos	7.909922521492658
P4502C19_pos	7.490667243139097
P4502C8_pos	7.490667243139098
P4502C92_pos	7.490667243139099
P4502C93_pos	7.490667243139098
P4502C94_pos	7.490667243139098
P4502C9_pos	7.490667243139097
P4502D6_pos	7.4906672431390975
P4502E1_pos	14.170649691141476
P4502F1_pos	7.490667243139098
P45039A1r_pos	54400.934047977
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.4906672431391
P4503A7r_pos	52622.98027762336
P45046A1r_pos	54400.934047977
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.947574299462365
P4504F81r_pos	0.0
P4507A1r_pos	11545.147058098637
P4507B11r_pos	54447.872459459206
P4507B12r_pos	54165.557624685294
P4508B11r_pos	65463.24487706186
P4508B13r_pos	65300.856718957715
P450LTB4r_pos	0.0
P450SCC1m_neg	2155.0467948892383
P450SCC1m_pos	56183.38515453908
P5CDm_pos	1173.8602479004558
P5CR_pos	484.2598790691376
P5CRm_pos	738.2960306240232
P5CRxm_pos	573.9282636422618
PACCOAL_pos	18994.284390146167
PAFH_pos	4273.490663539934
PAFHe_pos	6623.504162331447
PAFS_pos	4273.490663539934
PAFt_neg	6626.652008092422
PAFt_pos	6.902859602202954
PAIL45P_HStn_neg	6822.862571865503
PAIL45P_HStn_pos	8008.256483450231
PAIL4P_HStn_neg	4949.22776636524
PAIL4P_HStn_pos	5503.705354775789
PAIL_HStn_neg	7994.34908840582
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8769.770456197264
PAN4PP_pos	4178.297372871574
PAN4PPe_pos	5721.315025179941
PAPStg_neg	0.0
PAPStg_pos	38780.75026638613
PAPtg_pos	38780.75026638613
PA_HSter_neg	5593.183285441014
PA_HSter_pos	0.0
PA_HStg_neg	5593.183285441014
PA_HStg_pos	0.0
PA_HStn_neg	17387.169869809622
PA_HStn_pos	0.0
PCFLOPm_pos	10323.458090805894
PCHOLHSTDe_pos	10642.600591165516
PCHOLP_hs_pos	800.7749683659553
PCHOLPg_hs_pos	5593.183285441014
PCHOLPm_hs_pos	13693.434021485255
PCHOLPr_hs_pos	5593.183285441014
