	Tcon_Spleen_Tcon2_L2	exTreg_Lymph_exTreg5_L1	Tcon_Lymph_Tcon8_L2	exTreg_Spleen_exTreg6_L1	Treg_Spleen_Treg3_L1
FUCGALGBSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCtly_pos	0.0	0.0	0.0	0.0	0.0
FUM_pos	0.0	0.0	0.0	0.0	0.0
FUM_neg	0.0	0.0	0.0	0.0	0.0
FUMAC_pos	0.6593572449271538	2.8288326069515617	1.3274890391790652	2.1794276747388777	3.039191604152263
FUMm_pos	0.0	0.0	0.0	0.0	0.0
FUMm_neg	0.0	0.0	0.0	0.0	0.0
FUMSO3tm_pos	0.0	0.0	0.0	0.0	0.0
FUMSO3tm_neg	0.0	0.0	0.0	0.0	0.0
FUMSO4tm_pos	0.0	0.0	0.0	0.0	0.0
FUMSO4tm_neg	0.0	0.0	0.0	0.0	0.0
FUMtm_pos	0.0	0.0	0.0	0.0	0.0
FUMtm_neg	0.0	0.0	0.0	0.0	0.0
FUMTSULtm_pos	0.0	0.0	0.0	0.0	0.0
FUMTSULtm_neg	0.0	0.0	0.0	0.0	0.0
FUT11g_pos	0.0	0.0	0.0	0.0	0.0
FUT12g_pos	0.0	0.0	0.0	0.0	0.0
FUT14g_pos	0.0	0.0	0.0	0.0	0.0
FUT15g_pos	0.0	0.0	0.0	0.0	0.0
FUT16g_pos	0.0	0.0	0.0	0.0	0.0
FUT17g_pos	0.0	0.0	0.0	0.0	0.0
FUT18g_pos	0.0	0.0	0.0	0.0	0.0
FUT31g_pos	0.0	0.0	0.0	0.0	0.0
FUT32g_pos	0.0	0.0	0.0	0.0	0.0
FUT33g_pos	0.0	0.0	0.0	0.0	0.0
FUT34g_pos	0.0	0.0	0.0	0.0	0.0
FUT35g_pos	0.0	0.0	0.0	0.0	0.0
FUT910g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT911g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT91g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT92g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT93g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT94g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT95g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT96g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT97g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT98g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
FUT99g_pos	0.0	0.0	0.0	0.0055198669468065455	0.0
G12MT1_L_pos	0.0	0.0	0.0	0.0	0.0
G12MT1_U_pos	0.0	0.0	0.0	0.0	0.0
G12MT2_L_pos	0.0	0.0	0.0	0.0	0.0
G12MT2_U_pos	0.0	0.0	0.0	0.0	0.0
G13MT_L_pos	4.361068825186149	4.716996681081542	5.133989661152005	4.174728399385363	4.674326309018933
G13MT_U_pos	4.361068825186149	4.716996681081542	5.133989661152005	4.174728399385363	4.674326309018933
G14T10g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T11g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T12g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T13g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T14g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T15g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T16g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T17g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T18g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T19g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T20g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T21g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T2g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T3g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T4g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T5g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T6g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T7g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T8g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14T9g_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G14Tg_pos	7.23215461544942	6.826223972767269	7.225654919945299	6.726460858407488	7.011585627265271
G16MT_L_pos	0.0	0.0	0.0	0.0	0.0
G16MT_U_pos	0.0	0.0	0.0	0.0	0.0
G1M6MASNB1terg_pos	0.0	0.0	0.0	0.0	0.0
G1M7MASNBterg_pos	0.0	0.0	0.0	0.0	0.0
G1M7MASNCterg_pos	0.0	0.0	0.0	0.0	0.0
G1M8MASNterg_pos	0.0	0.0	0.0	0.0	0.0
G1PTT_pos	0.0	0.0	0.0	0.0	0.0
G2M8MASNterg_pos	0.0	0.0	0.0	0.0	0.0
G3M8MASNterg_pos	0.0	0.0	0.0	0.0	0.0
G3PD1_pos	0.0	0.0	0.0	0.0	0.0
G3PD1_neg	0.0	0.0	0.0	0.0	0.0
G3PD2m_pos	0.0	0.0	0.0	0.0	0.0
G5SADrm_pos	0.0	0.0	0.0	0.0	0.0
G5SADrm_neg	0.0	0.0	0.0	0.0	0.0
G5SADs_pos	0.0	0.0	0.0	0.0	0.0
G5SDym_pos	0.0	0.0	0.0	0.0	0.0
G6PDA_pos	6.397567433109313	6.349273634105714	6.435031670174426	6.70423496084927	6.391374431100241
G6PDH1rer_pos	0.0	0.0	0.0	0.0	0.0
G6PDH1rer_neg	0.0	0.0	0.0	0.0	0.0
G6PDH2r_pos	4.603796697852967	4.628835005818675	4.470228333536824	4.380363949936946	4.8917752231838
G6PDH2r_neg	4.603796697852967	4.628835005818675	4.470228333536824	4.380363949936946	4.8917752231838
G6PDH2rer_pos	4.603796697852967	4.628835005818675	4.470228333536824	4.380363949936946	4.8917752231838
G6PDH2rer_neg	4.603796697852967	4.628835005818675	4.470228333536824	4.380363949936946	4.8917752231838
G6PPer_pos	6.346151369220256	5.614403556625328	5.99535102836077	5.823092444485556	6.523536743643167
G6Pter_pos	6.2367336171041154	5.629447632904271	5.909491643408655	6.312833903907932	6.205103491062541
G6Pter_neg	6.2367336171041154	5.629447632904271	5.909491643408655	6.312833903907932	6.205103491062541
GABAVESSEC_pos	0.0	0.0	0.0	0.0	0.0
GACMTRc_pos	0.9528722806876353	0.0	1.4836425201743952	2.1128334072643864	1.7385481556527413
GACMTRc_neg	0.9528722806876353	0.0	1.4836425201743952	2.1128334072643864	1.7385481556527413
GACPAILter_pos	0.0	0.0	0.0	0.0	0.0
GAL3ST11_pos	0.1554252296727262	0.0	0.0	0.0	0.0
GAL3ST12_pos	0.1554252296727262	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALACGLCGALGBSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALASE10ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE11ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE12ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE13ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE14ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE15ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE16ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE17ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE18ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE19ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE1ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE20ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE3ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE4ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE5ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE6ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE7ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE8ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALASE9ly_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GALC_pos	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_pos	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMte_neg	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_pos	0.0	0.0	0.0	0.0	0.0
GALGALGALTHCRMtg_neg	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
GALGLUSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
GALGT1_pos	10.01792112737213	9.819858114292987	9.91594234408093	9.899236686578488	9.754112695814477
GALGT2_pos	10.01792112737213	9.819858114292987	9.91594234408093	9.899236686578488	9.754112695814477
GALGT3_pos	10.01792112737213	9.819858114292987	9.91594234408093	9.899236686578488	9.754112695814477
GALGT4_pos	10.01792112737213	9.819858114292987	9.91594234408093	9.899236686578488	9.754112695814477
GALK_pos	7.206361112759254	7.337658083242283	7.563809138085199	6.626763366735731	7.292496899377482
GALNACT1g_pos	3.0928704730687318	2.7768616389041414	3.1985707104674774	1.9612470380563656	3.186777591720691
GALNACT2g_pos	3.3841431907079365	2.8985434948882354	3.2489870756473462	2.090275943929516	3.3332796509602374
GALNACT3g_pos	3.3841431907079365	2.8985434948882354	3.2489870756473462	2.090275943929516	3.3332796509602374
GALNACT4g_pos	3.3841431907079365	2.8985434948882354	3.2489870756473462	2.090275943929516	3.3332796509602374
GALNACT5g_pos	3.3841431907079365	2.8985434948882354	3.2489870756473462	2.0902759439295155	3.3332796509602374
GALNTg_pos	7.08603908264442	6.823087527689563	7.492163361717197	6.472901281915146	6.852605827610482
GALOR_pos	8.49801566632329	8.787845266614227	8.561821148437385	8.815784237902255	8.637069973379239
GALOR_neg	8.49801566632329	8.787845266614227	8.561821148437385	8.815784237902255	8.637069973379239
GALSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
GALSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
GALSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
GALSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
GALT_pos	6.9425422763650255	5.692464045041466	6.568229200733784	6.427415947403158	6.670066503558862
GALT_neg	6.9425422763650255	5.692464045041466	6.568229200733784	6.427415947403158	6.670066503558862
GALt1r_pos	5.856501499176424	5.2893462576680905	5.479403538697191	5.87313614343477	5.9197582451097155
GALt1r_neg	5.856501499176424	5.2893462576680905	5.479403538697191	5.87313614343477	5.9197582451097155
GALt2_2_pos	0.0	0.0	0.0	0.0	0.0
GALt2_2_neg	0.0	0.0	0.0	0.0	0.0
GALT2g_pos	6.714402434506754	6.826030307836801	6.539832254888371	6.216169947037024	6.6136286183025135
GALt4_pos	0.49783810782464316	0.35981413933519324	0.3607153973044419	0.1461693469666343	0.13672011916611082
GALt4_neg	0.49783810782464316	0.35981413933519324	0.3607153973044419	0.1461693469666343	0.13672011916611082
GALTg_pos	6.288415730436118	6.315607161102129	6.192297674544583	6.225538818306241	5.759159731415731
GALtly_pos	0.0	0.0	0.0	0.0	0.0
GALU_pos	3.655810232811837	3.1104347535556376	3.211763392095659	2.9494395358788394	3.9091213329581067
GALU_neg	3.655810232811837	3.1104347535556376	3.211763392095659	2.9494395358788394	3.9091213329581067
GAMt1r_pos	4.3472682687649105	5.118531529338949	4.393510175784905	4.153886649915593	4.540927152983067
GAMt1r_neg	4.3472682687649105	5.118531529338949	4.393510175784905	4.153886649915593	4.540927152983067
GAMYe_pos	0.018237590702176447	0.0	0.03481403355384264	0.0	0.03876421349352117
GAO1_pos	2.3291079519375346	2.3078576710027123	2.3142487590521377	2.488494264283307	2.7666674878050275
GAO1g_pos	2.3291079519375346	2.3078576710027123	2.3142487590521377	2.488494264283307	2.7666674878050275
GAO2_pos	2.3291079519375346	2.3078576710027123	2.3142487590521377	2.488494264283307	2.7666674878050275
GAO2g_pos	2.3291079519375346	2.3078576710027123	2.3142487590521377	2.488494264283307	2.7666674878050275
GAPD_pos	0.25400645627834206	0.4051178214692099	0.5172456626642579	0.07399555155088319	0.18570682664168875
GAPD_neg	0.25400645627834206	0.4051178214692099	0.5172456626642579	0.07399555155088319	0.18570682664168875
GARFT_pos	4.950625635079858	4.8472593476011525	5.384090602773588	5.000747517726993	4.915262201573135
GARFT_neg	4.950625635079858	4.8472593476011525	5.384090602773588	5.000747517726993	4.915262201573135
GASNASE2ly_pos	5.192209784266744	3.686394187395241	4.535829925685026	5.432319153460775	4.766551220872872
GASNASE3ly_pos	5.192209784266744	3.686394187395241	4.535829925685026	5.432319153460775	4.766551220872872
GASNASEly_pos	5.192209784266744	3.686394187395241	4.535829925685026	5.432319153460775	4.766551220872872
GBA_pos	7.37704868780842	7.710566843103968	7.435429255527774	7.757447440654576	7.554455933437223
GBAl_pos	7.37704868780842	7.710566843103968	7.435429255527774	7.757447440654576	7.554455933437223
GBGT1_pos	0.0	0.0	0.0	0.0	0.5342831765883714
GBSIDEte_pos	0.0	0.0	0.0	0.0	0.0
GBSIDEte_neg	0.0	0.0	0.0	0.0	0.0
GBSIDEtl_pos	0.0	0.0	0.0	0.0	0.0
GBSIDEtl_neg	0.0	0.0	0.0	0.0	0.0
GCALDD_pos	1.119463035446239	0.0	0.14404752899469916	0.9237441503610402	1.5415946969381318
GCALDDm_pos	0.0	0.0	0.0	0.0	0.0
GCC2am_pos	0.0	0.0	0.0	0.0	0.0
GCC2am_neg	0.0	0.0	0.0	0.0	0.0
GCC2bim_pos	0.0	0.0	0.0	0.0	0.0
GCC2cm_pos	0.0	0.0	0.0	0.0	0.0
GCC2cm_neg	0.0	0.0	0.0	0.0	0.0
GCCam_pos	0.0	0.0	0.0	0.0	0.0
GCCam_neg	0.0	0.0	0.0	0.0	0.0
GCCbim_pos	0.0	0.0	0.0	0.0	0.0
GCCcm_pos	0.0	0.0	0.0	0.0	0.0
GCCcm_neg	0.0	0.0	0.0	0.0	0.0
GCHOLAt_pos	0.0	0.0	0.0138580574446902	0.0	0.0
GCHOLAt_neg	0.0	0.0	0.0138580574446902	0.0	0.0
GCHOLAt2_pos	1.7717169942918045	2.007420112613096	1.6814833071188386	1.7674806029504795	2.2490498312715164
GCHOLAt3_pos	1.1388758201371492	1.335635157931546	0.47836495363658454	1.0834326732291548	1.7532302285885448
GCHOLAte_pos	0.0	0.0	0.0	0.0	0.0
GCHOLAte_neg	0.0	0.0	0.0	0.0	0.0
GCHOLAtx_pos	0.0	0.0	0.0	0.0	0.0
GCHOLAtx_neg	0.0	0.0	0.0	0.0	0.0
GCNTg_pos	0.08646159076860577	0.0	0.036201326805269426	0.0	0.07951788797009134
GD1B2te_pos	0.0	0.0	0.0	0.0	0.0
GD1B2te_neg	0.0	0.0	0.0	0.0	0.0
GD1B2tg_pos	0.0	0.0	0.0	0.0	0.0
GD1B2tg_neg	0.0	0.0	0.0	0.0	0.0
GD1Cte_pos	0.0	0.0	0.0	0.0	0.0
GD1Cte_neg	0.0	0.0	0.0	0.0	0.0
GD1Ctg_pos	0.0	0.0	0.0	0.0	0.0
GD1Ctg_neg	0.0	0.0	0.0	0.0	0.0
GDPFUCtg_pos	7.365607647954282	7.586021911668537	7.96473658505795	7.084428071962022	7.65476247323809
GDPFUCtg_neg	7.365607647954282	7.586021911668537	7.96473658505795	7.084428071962022	7.65476247323809
GDPtg_pos	0.0	0.0	0.0	0.0	0.0
GDPtg_neg	0.0	0.0	0.0	0.0	0.0
GF6PTA_pos	3.1580044038273316	3.064274986878845	3.117384588831843	2.548239427113903	3.120446181639262
GFUCS_pos	0.0	0.0	0.0	0.0	0.0
GGH_10FTHF5GLUe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_10FTHF5GLUl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_10FTHF6GLUe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_10FTHF6GLUl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_10FTHF7GLUe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_10FTHF7GLUl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_5DHFe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_5DHFl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_5THFe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_5THFl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_6DHFe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_6DHFl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_6THFe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_6THFl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_7DHFe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_7DHFl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_7THFe_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGH_7THFl_pos	3.441458011886185	3.643832372414235	3.3394439814883286	3.7394612973534853	3.8843851072877142
GGLUCT_pos	0.0	0.0	0.0	0.0	0.0
GGNG_pos	4.785104980751312	4.540738502007043	5.017677401142022	4.901067466507341	5.116647306556547
GGT_L_pos	0.0	0.0	0.0	0.0	0.0
GGT_U_pos	0.0	0.0	0.0	0.0	0.0
GGT5r_pos	3.504089736411762	2.3983580553036514	4.683188088130261	1.3798348049542402	1.3464155425261517
GGT5r_neg	3.504089736411762	2.3983580553036514	4.683188088130261	1.3798348049542402	1.3464155425261517
GGT6_pos	0.0	0.0	0.0	0.0	0.0
GGT6_neg	0.0	0.0	0.0	0.0	0.0
GHMT2r_pos	0.0	0.0	0.0	0.0	0.0
GHMT2r_neg	0.0	0.0	0.0	0.0	0.0
GHMT2rm_pos	0.0	0.0	0.0	0.0	0.0
GHMT2rm_neg	0.0	0.0	0.0	0.0	0.0
GHMT3_pos	0.0	0.0	0.0	0.0	0.0
GHMT3m_pos	0.0	0.0	0.0	0.0	0.0
GK1_pos	6.661664820747232	7.439759637807232	6.569515230194519	7.0663339756589325	6.68233214965116
GK1_neg	6.661664820747232	7.439759637807232	6.569515230194519	7.0663339756589325	6.68233214965116
GK1m_pos	6.661664820747232	7.439759637807232	6.569515230194519	7.0663339756589325	6.68233214965116
GK1m_neg	6.661664820747232	7.439759637807232	6.569515230194519	7.0663339756589325	6.68233214965116
GLACO_pos	1.119463035446239	0.0	0.14404752899469916	0.9237441503610402	1.5415946969381318
GLACOm_pos	0.0	0.0	0.0	0.0	0.0
GLACter_pos	0.0	0.0	0.0	0.0	0.0
GLACter_neg	0.0	0.0	0.0	0.0	0.0
GLAl_pos	3.3623342851749083	3.5655842780541662	2.620446840197651	2.132243693654087	3.5451571463612703
GLB1_pos	6.292520740351465	6.5393676678532495	6.57083621835459	6.115996083866158	6.36077428228345
GLBRAN_pos	1.1376420466446002	0.715107573342492	1.2263448880838166	0.7976215953409821	1.4305331880525902
GLCAASE1ly_pos	5.142687813440134	5.262346638437657	5.518924382492056	4.636736851182628	5.562791787956302
GLCAASE4ly_pos	5.142687813440134	5.262346638437657	5.518924382492056	4.636736851182628	5.562791787956302
GLCAASE5ly_pos	5.142687813440134	5.262346638437657	5.518924382492056	4.636736851182628	5.562791787956302
GLCAASE6ly_pos	5.142687813440134	5.262346638437657	5.518924382492056	4.636736851182628	5.562791787956302
GLCAASE7ly_pos	5.142687813440134	5.262346638437657	5.518924382492056	4.636736851182628	5.562791787956302
GLCAASE8ly_pos	5.142687813440134	5.262346638437657	5.518924382492056	4.636736851182628	5.562791787956302
GLCAASE9ly_pos	5.142687813440134	5.262346638437657	5.518924382492056	4.636736851182628	5.562791787956302
GLCAE1g_pos	0.0	0.0	0.0	0.0	0.0
GLCAE2g_pos	0.807669537889798	0.6839697945333595	1.5993505544071112	0.8344969311638493	0.862184068149441
GLCAT2g_pos	6.007668578336072	5.704248162588085	5.750408193014111	6.156192180349143	5.752679901166668
GLCAT3g_pos	6.007668578336072	5.704248162588085	5.750408193014111	6.156192180349143	5.752679901166668
GLCAT4g_pos	6.007668578336072	5.704248162588085	5.750408193014111	6.156192180349143	5.752679901166668
GLCAT5g_pos	6.007668578336072	5.704248162588085	5.750408193014111	6.156192180349143	5.752679901166668
GLCAT6g_pos	2.9155603266116326	2.7460460362634707	3.263472354342911	2.586748687865111	3.1805112968537568
GLCAT7g_pos	2.9155603266116326	2.7460460362634707	3.263472354342911	2.586748687865111	3.1805112968537568
GLCAT8g_pos	2.9155603266116326	2.7460460362634707	3.263472354342911	2.586748687865111	3.1805112968537568
GLCAT9g_pos	2.9155603266116326	2.7460460362634707	3.263472354342911	2.586748687865111	3.1805112968537568
GLCATg_pos	7.089996776525942	7.260348045939681	6.654945793317183	7.22979189897773	7.22960880243765
GLCMter_pos	0.0	0.0	0.0	0.0	0.0
GLCNACASE1ly_pos	6.008415268535536	6.363476879581819	6.276023366358632	5.887146040192499	6.016118037546501
GLCNACASE2ly_pos	6.008415268535536	6.363476879581819	6.276023366358632	5.887146040192499	6.016118037546501
GLCNACASE3ly_pos	6.008415268535536	6.363476879581819	6.276023366358632	5.887146040192499	6.016118037546501
GLCNACASE4ly_pos	6.008415268535536	6.363476879581819	6.276023366358632	5.887146040192499	6.016118037546501
GLCNACASE5ly_pos	6.008415268535536	6.363476879581819	6.276023366358632	5.887146040192499	6.016118037546501
GLCNACDASg_pos	5.652709725956411	5.676504595920779	5.775150436515366	5.135572210626905	5.450538465656921
GLCNACPT_L_pos	5.60159850763353	5.893919546722309	5.702882132584245	4.860181073835417	6.095631716206474
GLCNACPT_U_pos	5.60159850763353	5.893919546722309	5.702882132584245	4.860181073835417	6.095631716206474
GLCNACT_L_pos	0.0	0.0	0.0	0.0	0.0
GLCNACT_U_pos	0.0	0.0	0.0	0.0	0.0
GLCNACT1g_pos	3.7486815701334057	3.031295370359327	3.878830430287351	2.1596803573197225	3.7461493645411204
GLCNACT2g_pos	3.7337970634459827	3.63945864535056	4.150890879711634	3.3410628091855554	4.003496418313761
GLCNACT3g_pos	3.7337970634459827	3.63945864535056	4.150890879711634	3.3410628091855554	4.003496418313761
GLCNACT4g_pos	3.7337970634459827	3.63945864535056	4.150890879711634	3.3410628091855554	4.003496418313761
GLCNACT5g_pos	3.7337970634459827	3.63945864535056	4.150890879711634	3.3410628091855554	4.003496418313761
GLCt1r_pos	5.995890750426457	5.604022828694734	5.56832642212436	5.910751012023002	6.325250270748802
GLCt1r_neg	5.995890750426457	5.604022828694734	5.56832642212436	5.910751012023002	6.325250270748802
GLCt2_2_pos	0.0	0.0	0.0	0.0	0.0
GLCt2_2_neg	0.0	0.0	0.0	0.0	0.0
GLCt4_pos	2.105821609190264	1.909261541107924	2.5200255460161833	0.6859245694973715	3.079778305552504
GLCt4_neg	2.105821609190264	1.909261541107924	2.5200255460161833	0.6859245694973715	3.079778305552504
GLCter_pos	0.0	0.0	0.0	0.0	0.0
GLCter_neg	0.0	0.0	0.0	0.0	0.0
GLCtg_pos	4.345376487808091	4.680446199786299	4.393510175784905	4.153886649915593	4.5373840364978655
GLCtg_neg	4.345376487808091	4.680446199786299	4.393510175784905	4.153886649915593	4.5373840364978655
GLCtly_pos	0.0	0.0	0.0	0.0	0.0
GLCURter_pos	0.0	0.0	0.0	0.0	0.0
GLCURtly_pos	2.223317115967746	1.4951577067127517	2.0728113061891213	1.8125732969175754	2.2791073628316862
GLCURtly_neg	2.223317115967746	1.4951577067127517	2.0728113061891213	1.8125732969175754	2.2791073628316862
GLDBRAN_pos	1.5154642501271847	0.97495785260257	1.733302958494617	0.5996319765605193	1.7215836555329755
GLGNS1_pos	4.785104980751312	4.540738502007043	5.017677401142022	4.901067466507341	5.116647306556547
GLNALANaEx_pos	7.179062602586592	7.414359284772276	6.603144716287939	7.344710426533692	7.6977421692238925
