	Ob.EPA.c_S137_L007_R1_001	Ob.EPA.e_S153_L007_R1_001	Ob.1012.b_S133_L007_R1_001	WT.911.b_S129_L007_R1_001
EX_HC02206(e)_neg	0.0	0.0	0.0	0.0
EX_HC02207(e)_pos	0.0	0.0	0.0	0.0
EX_HC02207(e)_neg	0.0	0.0	0.0	0.0
EX_HC02208(e)_pos	0.0	0.0	0.0	0.0
EX_HC02208(e)_neg	0.0	0.0	0.0	0.0
EX_HC02210(e)_pos	0.0	0.0	0.0	0.0
EX_HC02210(e)_neg	0.0	0.0	0.0	0.0
EX_HC02213(e)_pos	0.0	0.0	0.0	0.0
EX_HC02213(e)_neg	0.0	0.0	0.0	0.0
EX_HC02214(e)_pos	0.0	0.0	0.0	0.0
EX_HC02214(e)_neg	0.0	0.0	0.0	0.0
EX_HC02216(e)_pos	0.0	0.0	0.0	0.0
EX_HC02216(e)_neg	0.0	0.0	0.0	0.0
EX_HC02217(e)_pos	0.0	0.0	0.0	0.0
EX_HC02217(e)_neg	0.0	0.0	0.0	0.0
EX_malcoa(e)_pos	0.0	0.0	0.0	0.0
EX_malcoa(e)_neg	0.0	0.0	0.0	0.0
EX_arachcoa(e)_pos	0.0	0.0	0.0	0.0
EX_arachcoa(e)_neg	0.0	0.0	0.0	0.0
EX_coa(e)_pos	0.0	0.0	0.0	0.0
EX_coa(e)_neg	0.0	0.0	0.0	0.0
EX_CE2250(e)_pos	0.0	0.0	0.0	0.0
EX_CE2250(e)_neg	0.0	0.0	0.0	0.0
EX_CE1935(e)_pos	0.0	0.0	0.0	0.0
EX_CE1935(e)_neg	0.0	0.0	0.0	0.0
EX_CE1940(e)_pos	0.0	0.0	0.0	0.0
EX_CE1940(e)_neg	0.0	0.0	0.0	0.0
EX_CE1943(e)_pos	0.0	0.0	0.0	0.0
EX_CE1943(e)_neg	0.0	0.0	0.0	0.0
EX_CE2011(e)_pos	0.0	0.0	0.0	0.0
EX_CE2011(e)_neg	0.0	0.0	0.0	0.0
EX_CE1936(e)_pos	0.0	0.0	0.0	0.0
EX_CE1936(e)_neg	0.0	0.0	0.0	0.0
EX_CE1939(e)_pos	0.0	0.0	0.0	0.0
EX_CE1939(e)_neg	0.0	0.0	0.0	0.0
EX_maltttr(e)_pos	0.0	0.0	0.0	0.0
EX_maltttr(e)_neg	0.0	0.0	0.0	0.0
EX_maltpt(e)_pos	0.0	0.0	0.0	0.0
EX_maltpt(e)_neg	0.0	0.0	0.0	0.0
EX_malthx(e)_pos	0.0	0.0	0.0	0.0
EX_malthx(e)_neg	0.0	0.0	0.0	0.0
EX_CE2915(e)_pos	0.0	0.0	0.0	0.0
EX_CE2915(e)_neg	0.0	0.0	0.0	0.0
EX_CE4722(e)_pos	0.0	0.0	0.0	0.0
EX_CE4722(e)_neg	0.0	0.0	0.0	0.0
EX_CE2916(e)_pos	0.0	0.0	0.0	0.0
EX_CE2916(e)_neg	0.0	0.0	0.0	0.0
EX_CE4723(e)_pos	0.0	0.0	0.0	0.0
EX_CE4723(e)_neg	0.0	0.0	0.0	0.0
EX_CE2917(e)_pos	0.0	0.0	0.0	0.0
EX_CE2917(e)_neg	0.0	0.0	0.0	0.0
EX_CE4724(e)_pos	0.0	0.0	0.0	0.0
EX_CE4724(e)_neg	0.0	0.0	0.0	0.0
EX_malthp(e)_pos	0.0	0.0	0.0	0.0
EX_malthp(e)_neg	0.0	0.0	0.0	0.0
EX_CE2839(e)_pos	0.0	0.0	0.0	0.0
EX_CE2839(e)_neg	0.0	0.0	0.0	0.0
EX_CE2838(e)_pos	0.0	0.0	0.0	0.0
EX_CE2838(e)_neg	0.0	0.0	0.0	0.0
EX_CE1950(e)_pos	0.0	0.0	0.0	0.0
EX_CE1950(e)_neg	0.0	0.0	0.0	0.0
EX_cynt(e)_pos	0.0	0.0	0.0	0.0
EX_cynt(e)_neg	0.0	0.0	0.0	0.0
EX_23cump(e)_pos	0.0	0.0	0.0	0.0
EX_23cump(e)_neg	0.0	0.0	0.0	0.0
EX_3ump(e)_pos	0.0	0.0	0.0	0.0
EX_3ump(e)_neg	0.0	0.0	0.0	0.0
EX_CE5786(e)_pos	0.0	0.0	0.0	0.0
EX_CE5786(e)_neg	0.0	0.0	0.0	0.0
EX_CE5788(e)_pos	0.0	0.0	0.0	0.0
EX_CE5788(e)_neg	0.0	0.0	0.0	0.0
EX_CE5789(e)_pos	0.0	0.0	0.0	0.0
EX_CE5789(e)_neg	0.0	0.0	0.0	0.0
EX_CE5797(e)_pos	0.0	0.0	0.0	0.0
EX_CE5797(e)_neg	0.0	0.0	0.0	0.0
EX_CE5798(e)_pos	0.0	0.0	0.0	0.0
EX_CE5798(e)_neg	0.0	0.0	0.0	0.0
EX_CE5787(e)_pos	0.0	0.0	0.0	0.0
EX_CE5787(e)_neg	0.0	0.0	0.0	0.0
EX_CE5791(e)_pos	0.0	0.0	0.0	0.0
EX_CE5791(e)_neg	0.0	0.0	0.0	0.0
EX_CE5867(e)_pos	0.0	0.0	0.0	0.0
EX_CE5867(e)_neg	0.0	0.0	0.0	0.0
EX_CE5868(e)_pos	0.0	0.0	0.0	0.0
EX_CE5868(e)_neg	0.0	0.0	0.0	0.0
EX_CE5869(e)_pos	0.0	0.0	0.0	0.0
EX_CE5869(e)_neg	0.0	0.0	0.0	0.0
EX_CE4633(e)_pos	0.0	0.0	0.0	0.0
EX_CE4633(e)_neg	0.0	0.0	0.0	0.0
EX_CE4881(e)_pos	0.0	0.0	0.0	0.0
EX_CE4881(e)_neg	0.0	0.0	0.0	0.0
EX_CE5854(e)_pos	0.0	0.0	0.0	0.0
EX_CE5854(e)_neg	0.0	0.0	0.0	0.0
EX_glcur(e)_pos	0.0	0.0	0.0	0.0
EX_glcur(e)_neg	0.0	0.0	0.0	0.0
EX_CE1926(e)_pos	0.0	0.0	0.0	0.0
EX_CE1926(e)_neg	0.0	0.0	0.0	0.0
EX_udpgal(e)_pos	0.0	0.0	0.0	0.0
EX_udpgal(e)_neg	0.0	0.0	0.0	0.0
EX_crm_hs(e)_pos	0.0	0.0	0.0	0.0
EX_crm_hs(e)_neg	0.0	0.0	0.0	0.0
EX_galside_hs(e)_pos	0.0	0.0	0.0	0.0
EX_galside_hs(e)_neg	0.0	0.0	0.0	0.0
EX_CE0074(e)_pos	0.0	0.0	0.0	0.0
EX_CE0074(e)_neg	0.0	0.0	0.0	0.0
EX_cdpea(e)_pos	0.0	0.0	0.0	0.0
EX_cdpea(e)_neg	0.0	0.0	0.0	0.0
EX_12dgr120(e)_pos	0.0	0.0	0.0	0.0
EX_12dgr120(e)_neg	0.0	0.0	0.0	0.0
EX_CE5853(e)_pos	0.0	0.0	0.0	0.0
EX_CE5853(e)_neg	0.0	0.0	0.0	0.0
EX_CE1925(e)_pos	0.0	0.0	0.0	0.0
EX_CE1925(e)_neg	0.0	0.0	0.0	0.0
EX_C05965(e)_pos	0.0	0.0	0.0	0.0
EX_C05965(e)_neg	0.0	0.0	0.0	0.0
EX_C04849(e)_pos	0.0	0.0	0.0	0.0
EX_C04849(e)_neg	0.0	0.0	0.0	0.0
CITt4_4_pos	0.48542682717024166	0.0	0.29865831556451516	0.8237493603082727
CITt4_4_neg	0.48542682717024166	0.0	0.29865831556451516	0.8237493603082727
GLYt7_311_r_pos	0.0	0.0	0.02856915219677092	0.09761079662642233
GLYt7_311_r_neg	0.0	0.0	0.02856915219677092	0.09761079662642233
HCO3_NAt_pos	1.6690267655096307	1.9411063109464315	1.726831217032493	1.722466024471091
HCO3_NAt_neg	1.6690267655096307	1.9411063109464315	1.726831217032493	1.722466024471091
INSTt4_2_pos	0.3895668117627256	0.0	0.0	0.3103401206121505
INSTt4_2_neg	0.3895668117627256	0.0	0.0	0.3103401206121505
PIt8_pos	6.301038849903148	6.808127587455465	6.281327329659484	5.424922088210688
PIt8_neg	6.301038849903148	6.808127587455465	6.281327329659484	5.424922088210688
PIt9_pos	0.0	0.0	0.0	0.0
PIt9_neg	0.0	0.0	0.0	0.0
PROt4_2_r_pos	0.13750352374993502	0.09761079662642233	0.18903382439001715	0.12432813500220177
PROt4_2_r_neg	0.13750352374993502	0.09761079662642233	0.18903382439001715	0.12432813500220177
HSD17B3r_pos	0.0	0.0	0.0	0.0
CYOOm3_pos	7.938706281380361	7.892624777005522	8.066199541641552	7.657257703248055
biomass_reaction_pos	0.0	0.0	0.0	0.0
2MB2COAc_pos	0.0	0.0	0.0	0.0
2MB2COAc_neg	0.0	0.0	0.0	0.0
3HBCOARc_pos	0.0	0.0	0.0	0.0
3HBCOARc_neg	0.0	0.0	0.0	0.0
ADPACDAc_pos	0.0	0.0	0.0	0.0
ADPACTD_pos	0.0	0.0	0.0	0.0
ADPACTD_neg	0.0	0.0	0.0	0.0
ADPCOACROT_pos	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
ADPCOACROT_neg	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
ADPCOAPTE_pos	4.8359240742543745	4.996840647795369	5.29020320512607	4.160274831408593
BCRNe_pos	0.0	0.0	0.0	0.0
C100CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C100CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
sink_c101coa(c)_pos	0.0	0.0	0.0	0.0
sink_c101coa(c)_neg	0.0	0.0	0.0	0.0
C101CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C101CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C101CRNe_pos	0.0	0.0	0.0	0.0
C102CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C102CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C10CRNe_pos	0.0	0.0	0.0	0.0
C10DCCACT_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C10DCCACT_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C10DCc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C10DCc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C10DCe_pos	0.0	0.0	0.0	0.0
C10OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C10OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C120CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C120CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C121CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C121CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C12DCACOT_pos	4.8359240742543745	4.996840647795369	5.29020320512607	4.160274831408593
C12DCACT_pos	0.0	0.0	0.0	0.0
C12DCTD_pos	0.0	0.0	0.0	0.0
C12DCTD_neg	0.0	0.0	0.0	0.0
C12DCe_pos	0.0	0.0	0.0	0.0
C12OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C12OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C140CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C140CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C141ACBP_pos	0.0	0.0	0.0	0.0
C141ACBP_neg	0.0	0.0	0.0	0.0
C141CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C141CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C141OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C141OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C141OHe_pos	0.0	0.0	0.0	0.0
C142ACBP_pos	0.0	0.0	0.0	0.0
C142ACBP_neg	0.0	0.0	0.0	0.0
C142CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C142CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C142OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C142OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C142OHe_pos	0.0	0.0	0.0	0.0
C14OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C14OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C161OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C161OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C162ACBP_pos	0.0	0.0	0.0	0.0
C162ACBP_neg	0.0	0.0	0.0	0.0
C162OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C162OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C162OHe_pos	0.0	0.0	0.0	0.0
C16DCc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C16DCc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C16DCe_pos	0.0	0.0	0.0	0.0
C16OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C16OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C16txc_pos	0.0	0.0	0.0	0.0
C181OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C181OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C182OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C182OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C18OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C18OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C2tcx_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C2tcx_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C30CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C3DCe_pos	0.0	0.0	0.0	0.0
C40CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C40CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C4CRNCPT2_pos	6.735928284277653	6.83035674741922	6.454175893185802	6.185271905593818
C4CRNCPT2_neg	6.735928284277653	6.83035674741922	6.454175893185802	6.185271905593818
C4CRNe_pos	0.0	0.0	0.0	0.0
C4DCCACT_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C4DCCACT_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C4DCe_pos	0.0	0.0	0.0	0.0
C4OHc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C4OHc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C4tcx_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C4tcx_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C4tmc_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C4tmc_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C4x_pos	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
C4x_neg	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
C50CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C50CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C51CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C51CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C5DCe_pos	0.0	0.0	0.0	0.0
C60CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C60CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C6COAt_pos	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
C6COAt_neg	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
C6CRNe_pos	0.0	0.0	0.0	0.0
C6CRNtcx_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C6CRNtcx_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C6DCCACT_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C6DCCACT_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C6DCc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C6DCc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C6DCe_pos	0.0	0.0	0.0	0.0
C80CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C80CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
sink_c81coa(c)_pos	0.0	0.0	0.0	0.0
sink_c81coa(c)_neg	0.0	0.0	0.0	0.0
C81CPT1_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C81CPT1_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C81CRNe_pos	0.0	0.0	0.0	0.0
C8CRNe_pos	0.0	0.0	0.0	0.0
C8DCc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C8DCc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
C8DCe_pos	0.0	0.0	0.0	0.0
C9BRxtc_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
C9BRxtc_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
DCATDc_pos	9.558784211314958	9.775643199837265	9.599950024569853	9.906379550611977
DCATDc_neg	9.558784211314958	9.775643199837265	9.599950024569853	9.906379550611977
DCATDr_pos	0.0	0.0	0.0	0.0
DCATDr_neg	0.0	0.0	0.0	0.0
DCSPTN1COAtxc_pos	0.0	0.0	0.0	0.0
sink_dd2coa(c)_pos	0.0	0.0	0.0	0.0
sink_dd2coa(c)_neg	0.0	0.0	0.0	0.0
DDCRNe_pos	0.0	0.0	0.0	0.0
DDECCRNe_pos	0.0	0.0	0.0	0.0
DDECE1CRNe_pos	0.0	0.0	0.0	0.0
DECCRNe_pos	0.0	0.0	0.0	0.0
sink_decdicoa(c)_pos	0.0	0.0	0.0	0.0
sink_decdicoa(c)_neg	0.0	0.0	0.0	0.0
DECDICRNe_pos	0.0	0.0	0.0	0.0
DOCO13ECOAtxc_pos	0.0	0.0	0.0	0.0
DOCO13EFATP_pos	10.295022717779384	10.529371986176256	10.297512428194391	10.530074644939683
DOCOSACT_pos	0.0	0.0	0.0	0.0
DOCOSACTDe_pos	0.0	0.0	0.0	0.0
DOCOSACTDe_neg	0.0	0.0	0.0	0.0
DOCOSACTDr_pos	0.0	0.0	0.0	0.0
DOCOSACTDr_neg	0.0	0.0	0.0	0.0
DOCOSADIACTD_pos	0.0	0.0	0.0	0.0
DOCOSADIACTD_neg	0.0	0.0	0.0	0.0
DOCOSCOAtxc_pos	0.0	0.0	0.0	0.0
DOCOSDIACTD_pos	0.0	0.0	0.0	0.0
DOCOSDIACTD_neg	0.0	0.0	0.0	0.0
EX_3bcrn_pos	0.0	0.0	0.0	0.0
EX_3bcrn_neg	0.0	0.0	0.0	0.0
EX_3ddcrn_pos	0.0	0.0	0.0	0.0
EX_3ddcrn_neg	0.0	0.0	0.0	0.0
EX_3deccrn_pos	0.0	0.0	0.0	0.0
EX_3deccrn_neg	0.0	0.0	0.0	0.0
EX_3hdececrn_pos	0.0	0.0	0.0	0.0
EX_3hdececrn_neg	0.0	0.0	0.0	0.0
EX_3hexdcrn_pos	0.0	0.0	0.0	0.0
EX_3hexdcrn_neg	0.0	0.0	0.0	0.0
EX_3ivcrn_pos	0.0	0.0	0.0	0.0
EX_3ivcrn_neg	0.0	0.0	0.0	0.0
EX_3octdec2crn_pos	0.0	0.0	0.0	0.0
EX_3octdec2crn_neg	0.0	0.0	0.0	0.0
EX_3octdeccrn_pos	0.0	0.0	0.0	0.0
EX_3octdeccrn_neg	0.0	0.0	0.0	0.0
EX_3octdece1crn_pos	0.0	0.0	0.0	0.0
EX_3octdece1crn_neg	0.0	0.0	0.0	0.0
EX_3tdcrn_pos	0.0	0.0	0.0	0.0
EX_3tdcrn_neg	0.0	0.0	0.0	0.0
EX_3tetd7ecoacrn_pos	0.0	0.0	0.0	0.0
EX_3tetd7ecoacrn_neg	0.0	0.0	0.0	0.0
EX_3thexddcoacrn_pos	0.0	0.0	0.0	0.0
EX_3thexddcoacrn_neg	0.0	0.0	0.0	0.0
EX_3ttetddcoacrn_pos	0.0	0.0	0.0	0.0
EX_3ttetddcoacrn_neg	0.0	0.0	0.0	0.0
EX_c101crn_pos	0.0	0.0	0.0	0.0
EX_c101crn_neg	0.0	0.0	0.0	0.0
EX_c10crn_pos	0.0	0.0	0.0	0.0
EX_c10crn_neg	0.0	0.0	0.0	0.0
EX_c10dc_pos	0.0	0.0	0.0	0.0
EX_c10dc_neg	0.0	0.0	0.0	0.0
EX_c12dc_pos	0.0	0.0	0.0	0.0
EX_c12dc_neg	0.0	0.0	0.0	0.0
EX_c16dc_pos	0.0	0.0	0.0	0.0
EX_c16dc_neg	0.0	0.0	0.0	0.0
EX_c3dc_pos	0.0	0.0	0.0	0.0
EX_c3dc_neg	0.0	0.0	0.0	0.0
EX_c4crn_pos	0.0	0.0	0.0	0.0
EX_c4crn_neg	0.0	0.0	0.0	0.0
EX_c4dc_pos	0.0	0.0	0.0	0.0
EX_c4dc_neg	0.0	0.0	0.0	0.0
EX_c51crn_pos	0.0	0.0	0.0	0.0
EX_c51crn_neg	0.0	0.0	0.0	0.0
EX_c5dc_pos	0.0	0.0	0.0	0.0
EX_c5dc_neg	0.0	0.0	0.0	0.0
EX_c6crn_pos	0.0	0.0	0.0	0.0
EX_c6crn_neg	0.0	0.0	0.0	0.0
EX_c6dc_pos	0.0	0.0	0.0	0.0
EX_c6dc_neg	0.0	0.0	0.0	0.0
EX_c81crn_pos	0.0	0.0	0.0	0.0
EX_c81crn_neg	0.0	0.0	0.0	0.0
EX_c8crn_pos	0.0	0.0	0.0	0.0
EX_c8crn_neg	0.0	0.0	0.0	0.0
EX_c8dc_pos	0.0	0.0	0.0	0.0
EX_c8dc_neg	0.0	0.0	0.0	0.0
EX_ddece1crn_pos	0.0	0.0	0.0	0.0
EX_ddece1crn_neg	0.0	0.0	0.0	0.0
EX_ddecrn_pos	0.0	0.0	0.0	0.0
EX_ddecrn_neg	0.0	0.0	0.0	0.0
EX_decdicrn_pos	0.0	0.0	0.0	0.0
EX_decdicrn_neg	0.0	0.0	0.0	0.0
EX_doco13ac_pos	0.0	0.0	0.0	0.0
EX_doco13ac_neg	0.0	0.0	0.0	0.0
EX_docosac_pos	0.0	0.0	0.0	0.0
EX_docosac_neg	0.0	0.0	0.0	0.0
EX_docosdiac_pos	0.0	0.0	0.0	0.0
EX_docosdiac_neg	0.0	0.0	0.0	0.0
EX_ivcrn_pos	0.0	0.0	0.0	0.0
EX_ivcrn_neg	0.0	0.0	0.0	0.0
EX_tdcrn_pos	0.0	0.0	0.0	0.0
EX_tdcrn_neg	0.0	0.0	0.0	0.0
EX_tetdec2crn_pos	0.0	0.0	0.0	0.0
EX_tetdec2crn_neg	0.0	0.0	0.0	0.0
EX_tetdece1crn_pos	0.0	0.0	0.0	0.0
EX_tetdece1crn_neg	0.0	0.0	0.0	0.0
EX_dca(e)_pos	0.0	0.0	0.0	0.0
EX_dca(e)_neg	0.0	0.0	0.0	0.0
FAOXC101C102m_pos	10.397974049326775	10.920918507271333	10.420528719326695	9.435045131278086
FAOXC101C102x_pos	9.988017143904164	10.58923915659909	10.068106475858773	9.03182524092711
FAOXC101C8m_pos	7.856093478612496	8.045013325237788	7.805206455479027	6.934005318939062
FAOXC101C8x_pos	7.865444599878745	8.084932371000816	7.758645188509964	6.514806089163932
FAOXC101m_pos	7.821455119102458	7.989025440631378	8.085923853181212	7.129386062910575
FAOXC101x_pos	8.419960177847889	8.602067837884414	8.329213313342738	6.7824085649273735
FAOXC102C101m_pos	0.0	0.0	0.0	0.0
FAOXC102C101x_pos	0.0	0.0	0.0	0.0
FAOXC102C103m_pos	8.386940245324311	8.640967910449898	8.219362157807716	7.407522709912798
FAOXC102C103x_pos	9.988017143904164	10.58923915659909	10.068106475858773	9.03182524092711
FAOXC102C81m_pos	7.856093478612496	8.045013325237788	7.805206455479027	6.934005318939062
FAOXC102C81x_pos	7.865444599878745	8.084932371000816	7.758645188509964	6.514806089163932
FAOXC102m_pos	7.821455119102458	7.989025440631378	8.085923853181212	7.129386062910575
FAOXC102x_pos	8.419960177847889	8.602067837884414	8.329213313342738	6.7824085649273735
FAOXC103C102m_pos	0.0	0.0	0.0	0.0
FAOXC103C102x_pos	0.0	0.0	0.0	0.0
FAOXC10C10OHm_pos	8.280237199031143	8.469967353437859	8.14880702953873	7.488241842777296
FAOXC10C8m_pos	8.008204496694818	8.218611668278394	7.920412408160787	7.06773012997879
FAOXC10C8x_pos	8.744110627277202	9.20159098151881	8.750866067446847	7.639792893279312
FAOXC10DCC8DCx_pos	8.744110627277202	9.20159098151881	8.750866067446847	7.639792893279312
FAOXC11C9m_pos	8.008204496694818	8.218611668278394	7.920412408160787	7.06773012997879
FAOXC121C101m_pos	8.008204496694818	8.218611668278394	7.920412408160787	7.06773012997879
FAOXC121C10x_pos	7.865444599878745	8.084932371000816	7.758645188509964	6.514806089163932
FAOXC121x_pos	8.419960177847889	8.602067837884414	8.329213313342738	6.7824085649273735
FAOXC122C101m_pos	7.856093478612496	8.045013325237788	7.805206455479027	6.934005318939062
FAOXC122m_pos	7.821455119102458	7.989025440631378	8.085923853181212	7.129386062910575
FAOXC122x_pos	8.419960177847889	8.602067837884414	8.329213313342738	6.7824085649273735
FAOXC123C102m_pos	7.856093478612496	8.045013325237788	7.805206455479027	6.934005318939062
FAOXC123C102x_pos	7.865444599878745	8.084932371000816	7.758645188509964	6.514806089163932
FAOXC123m_pos	7.821455119102458	7.989025440631378	8.085923853181212	7.129386062910575
FAOXC123x_pos	8.419960177847889	8.602067837884414	8.329213313342738	6.7824085649273735
FAOXC12C10m_pos	8.008204496694818	8.218611668278394	7.920412408160787	7.06773012997879
FAOXC12C10x_pos	8.744110627277202	9.20159098151881	8.750866067446847	7.639792893279312
FAOXC12C12OHm_pos	8.280237199031143	8.469967353437859	8.14880702953873	7.488241842777296
FAOXC12DCC10DCx_pos	8.744110627277202	9.20159098151881	8.750866067446847	7.639792893279312
FAOXC12DCTc_pos	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
FAOXC12DCTc_neg	7.011562726891081	7.358167657706722	7.206037546246592	6.147103143924099
FAOXC12DCc_pos	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
FAOXC12DCc_neg	7.004501392234941	7.572207561010223	7.070496667279185	6.644577357018378
FAOXC12DCx_pos	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
FAOXC12DCx_neg	8.149086579738215	8.23184517338578	8.02175731289625	8.534808661231747
FAOXC13BRC11BRx_pos	7.481880139620285	7.705476878916282	7.373343703040469	6.184329891168648
FAOXC13C11m_pos	7.040490652210952	7.140914958399071	6.795282089757029	6.290571850852079
FAOXC141C121m_pos	7.040490652210952	7.140914958399071	6.795282089757029	6.290571850852079
FAOXC141C121x_pos	8.744110627277202	9.20159098151881	8.750866067446847	7.639792893279312
FAOXC141C141OHm_pos	6.5445008418338055	6.782539617753996	6.383963435972199	5.837564863157148
FAOXC142C122m_pos	7.040490652210952	7.140914958399071	6.795282089757029	6.290571850852079
FAOXC142C122x_pos	8.744110627277202	9.20159098151881	8.750866067446847	7.639792893279312
