	Ob.EPA.a_S122_L007_R1_001
NDPK8_pos	339.88723293271005
NDPK8m_pos	8809.563151125158
NDPK8n_neg	295.70001566415044
NDPK8n_pos	295.70001566415044
NDPK9_neg	548.4380992995947
NDPK9_pos	548.4380992995947
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4192.039922972919
NDPK9n_pos	4192.039922972919
NH4t3r_neg	637.9829896564061
NH4t3r_pos	637.9829896564061
NH4tn_neg	12755.530468550947
NH4tn_pos	0.0
NH4tp_neg	9100.695808070886
NH4tp_pos	0.0
NICRNS_pos	4109.115952216347
NICRNTtn_neg	0.0
NICRNTtn_pos	11654.761459055539
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	741.1512785178443
NKCC2t_pos	736.3217800959646
NKCCt_neg	740.7943103686354
NKCCt_pos	735.9648119467557
NMNATm_pos	0.0
NMNATn_pos	9741.018272756557
NMNATr_neg	5277.176722381726
NMNATr_pos	7929.809403238688
NMNS_pos	9684.327704224548
NMNtn_neg	0.0
NMNtn_pos	9741.018272756559
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11654.761459055539
NNATr_pos	3365.073643337744
NNMT_pos	46.421900063965296
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36938.05029121861
NOS1_pos	1168.8505743492678
NOS2_pos	1168.8505743492678
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4225.768718952113
NPTHLte_neg	0.0
NPTHLte_pos	7.464187623837471
NRPPHRSFt_pos	71804.95896831929
NRPPHRSULT_pos	71804.95896831929
NRPPHRVESSEC_pos	3444.5823564626994
NRPPHRt4_2_r_neg	1380.4434503929551
NRPPHRt4_2_r_pos	1351.6473405441232
NRPPHRtu_neg	1347.219007754031
NRPPHRtu_pos	1347.219007754031
NRVNCCOAtx_neg	4972.043290656749
NRVNCCOAtx_pos	21.43788286896417
NRVNCCOAtxc_pos	4972.04329065675
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1183.373985680159
NRVNCt_pos	1197.2235328766048
NS26T2g_pos	218.03236067842403
NS26Tg_pos	366.8504373298491
NT5C_pos	4157.193190329481
NTD10_pos	4359.270084497581
NTD11_pos	3907.9266601301483
NTD12_pos	0.0
NTD1_pos	3409.7845159856965
NTD1m_pos	1709.9249906371163
NTD2_pos	4159.459468472069
NTD2e_pos	11700.342994604058
NTD2l_pos	0.0
NTD2m_pos	9013.80229924572
NTD3_pos	3539.334682400282
NTD3l_pos	0.0
NTD4_pos	3344.89949211152
NTD4e_pos	22.004087739699166
NTD4l_pos	0.0
NTD5_pos	3378.9695915181974
NTD5l_pos	0.0
NTD5m_pos	1709.9249906371158
NTD6_pos	4154.0028819429
NTD6l_pos	0.0
NTD7_pos	3075.773893023385
NTD7e_pos	9344.3088126512
NTD7l_pos	0.0
NTD8_pos	3414.774399678042
NTD8l_pos	0.0
NTD9_pos	4418.98535029823
NTD9e_pos	21.686942508533093
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.089968588901444
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3510.6808704503223
O16G1e_pos	19.492308901843035
O16G2e_pos	21.71734580780664
O2St_neg	4.034727242765617
O2St_pos	8785.778145395352
O2Stm_neg	8752.547252032733
O2Stm_pos	5.211431520415226
O2Stn_neg	0.0
O2Stn_pos	8839.28844943939
O2Stx_neg	0.0
O2Stx_pos	8777.997061947954
O2t_neg	16011.976265862912
O2t_pos	4406.829813040128
O2ter_neg	24559.973879594614
O2ter_pos	9949.45903005765
O2tm_neg	9641.602094385698
O2tm_pos	5193.8166307215615
O2tn_neg	8839.28844943939
O2tn_pos	0.0
O2tp_neg	5445.387549795827
O2tp_pos	4453.016034159948
OAADC_pos	6426.520901100172
OAGD3te_neg	0.0
OAGD3te_pos	19200.56297369342
OAGD3tg_neg	19200.562973693428
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18437.31415728566
OAGT3tg_neg	18437.31415728566
OAGT3tg_pos	0.0
OBDHc_pos	4035.014495059971
OCBTm_pos	11582.63764911307
OCCOAtm_pos	12312.867322490973
OCCOAtx_neg	23632.97069740862
OCCOAtx_pos	13695.364348134895
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23301.223653563437
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23301.22365356344
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23301.22365356346
OCDCAFATPc_pos	4161.423351808925
OCDCAtr_neg	499.5620486465911
OCDCAtr_pos	513.411595843037
OCDCEAtr_neg	499.5620486465911
OCDCEAtr_pos	513.411595843037
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1985.52380700058
OCT11EFATP_pos	23301.22365356346
OCTAt_neg	0.0
OCTAt_pos	8850.400017510681
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.741374977119495
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15367.922101002223
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15367.922101002223
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15367.92210100222
OCTDECE1CRNe_pos	15367.922101002223
ODECOAtx_neg	21.43788286896417
ODECOAtx_pos	0.0
OIVD1m_pos	10315.696591846525
OIVD2m_pos	11841.723560257697
OIVD3m_pos	9254.777409235172
OLEICFATPtc_pos	4207.5982122973355
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.464187623837474
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19688.349067476825
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15648.845521280155
OMHPALTD_neg	0.0
OMHPALTD_pos	29639.18603833251
OMPDC_pos	10200.820792585337
ONPTHLte_neg	7.464187623837471
ONPTHLte_pos	0.0
OPAHir_pos	5659.567821282318
ORETNF2_pos	1492.2354597199942
ORETNF_pos	1476.508462176381
ORETNtn2_neg	0.0
ORETNtn2_pos	1492.2354597199944
ORETNtn_neg	0.0
ORETNtn_pos	1476.5084621763813
ORNALArBATtc_pos	1269.9486910701003
ORNDC_pos	11701.978311462504
ORNLEUrBATtc_pos	1269.9486910701003
ORNTArm_neg	9596.118293696523
ORNTArm_pos	26.17874226221514
ORNt3m_neg	343.6114081781815
ORNt3m_pos	343.6114081781815
ORNt4m_neg	343.6114081781815
ORNt4m_pos	343.6114081781815
ORNtiDF_pos	1140.9148845745624
OROTGLUt_neg	3888.009658642681
OROTGLUt_pos	2145.6314495138436
ORPT_neg	10200.820792585337
ORPT_pos	0.0
OXAHCOtex_pos	875.4119137874526
OXAtp_pos	12371.593433155915
P45011A1m_pos	60620.828338622385
P45011B11m_pos	54182.07568968042
P45011B12m_pos	51585.03833020291
P45011B21m_pos	53137.46236770853
P45017A1r_pos	54314.621307365815
P45017A2r_pos	54314.62130736582
P45017A3r_pos	54314.62130736578
P45017A4r_pos	54314.62130736581
P45019A1r_pos	51228.353099357526
P45019A2r_pos	51378.43700663391
P4501B1r_pos	50445.64279461074
P45021A1r_pos	54182.07568968043
P45021A2r_pos	51585.03833020291
P45027A11m_pos	64765.23055966111
P45027A12m_pos	7311.276398344446
P45027A13m_pos	7311.276398344446
P45027A14m_pos	65689.77621938635
P45027A15m_pos	7116.658971012143
P45027A16m_pos	7274.948161037387
P45027A1m_pos	2202.326685565431
P4502A6_pos	7.464187623837472
P4502C18_pos	7.906892216836967
P4502C19_pos	7.464187623837472
P4502C8_pos	7.464187623837471
P4502C92_pos	7.464187623837472
P4502C93_pos	7.464187623837471
P4502C94_pos	7.464187623837471
P4502C9_pos	7.464187623837472
P4502D6_pos	7.464187623837472
P4502E1_pos	14.048859276968594
P4502F1_pos	7.464187623837471
P45039A1r_pos	53556.910783297055
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.464187623837472
P4503A7r_pos	52067.016778063575
P45046A1r_pos	53556.910783297055
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.904765851445644
P4504F81r_pos	0.0
P4507A1r_pos	11508.48063545462
P4507B11r_pos	53836.310232815864
P4507B12r_pos	53823.535215896285
P4508B11r_pos	64918.03149490663
P4508B13r_pos	64765.23055966117
P450LTB4r_pos	0.0
P450SCC1m_neg	2202.326685565431
P450SCC1m_pos	55864.33889817928
P5CDm_pos	1163.9710537723686
P5CR_pos	486.9392368762616
P5CRm_pos	744.1306782596241
P5CRxm_pos	588.8335068120134
PACCOAL_pos	18781.367676740334
PAFH_pos	4188.479681621925
PAFHe_pos	6402.587516769977
PAFS_pos	4188.479681621924
PAFt_neg	6405.704390980469
PAFt_pos	6.8197245645009685
PAIL45P_HStn_neg	6809.266084067047
PAIL45P_HStn_pos	7970.5476545367665
PAIL4P_HStn_neg	4929.811322672599
PAIL4P_HStn_pos	5477.803300216114
PAIL_HStn_neg	7957.265525556748
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8431.862213030014
PAN4PP_pos	4139.825033992341
PAN4PPe_pos	5676.165410161837
PAPStg_neg	0.0
PAPStg_pos	37923.29400027188
PAPtg_pos	37923.29400027189
PA_HSter_neg	5555.61105336343
PA_HSter_pos	0.0
PA_HStg_neg	5555.61105336343
PA_HStg_pos	0.0
PA_HStn_neg	17423.67634875688
PA_HStn_pos	0.0
PCFLOPm_pos	10050.046487078469
PCHOLHSTDe_pos	10419.958534567697
PCHOLP_hs_pos	746.903594619266
PCHOLPg_hs_pos	5555.61105336343
PCHOLPm_hs_pos	13465.231603662338
PCHOLPr_hs_pos	5555.61105336343
PCHOL_HSter_neg	5711.907095237811
PCHOL_HSter_pos	5555.61105336343
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5555.61105336343
PCLAD_pos	47.1576645564481
PCREATtmdiffir_pos	3636.116886510811
PCRNtc_pos	4655.6191918366585
PCRNtm_pos	1556.8873020654983
PCm_pos	5417.140536839843
PCt_pos	12042.395028993235
PDE1_pos	3295.6504531435908
PDE1g_pos	0.0
PDE4_pos	3296.250864892288
PDE4g_pos	0.0
PDE4n_pos	10942.045062612673
PDHm_pos	6411.473730393152
PDX5PO_pos	4057.446521623073
PDXPP_pos	3806.081437992207
PEAMNO_pos	18781.36767674034
PECDCHe_pos	5032.723140535404
PECGCHLe_pos	14162.157423907065
PECGONCOATr_pos	0.0
PECTCHLe_pos	15271.910227071867
PEFLIP_pos	4133.423375384405
PEFLIPm_pos	4483.974443414074
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5665.231292141003
PEPCKm_pos	8601.796666856973
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.464187623837472
PERILLYLte_pos	0.0
PEROXx_pos	45.76188263708489
PETHCT_pos	4094.753796688988
PETOHMm_hs_pos	10050.046487078469
PETOHMr_hs_pos	5711.907095237811
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4483.974443414076
PE_HStm_pos	10050.046487078469
PEt_neg	4133.4233753844055
PEt_pos	3325.0
PFK26_pos	3303.8922960742516
PFK_pos	552.9379414068326
PGCD_pos	3067.7362243716047
PGDI_neg	2.6796551028154294
PGDI_pos	136.2952834323689
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.490249233418821
PGISr_pos	164.29784560799976
PGI_neg	4879.947954381739
PGI_pos	5626.254303312346
PGK_neg	3067.7362243716047
PGK_pos	4998.621624522239
PGLYCP_pos	0.0
PGLYCt_neg	13606.92320631038
PGLYCt_pos	224.89205476910348
PGL_pos	6402.472286513657
PGLc_pos	31546.539165369864
PGLer_pos	11174.260271840147
PGMT_neg	3686.247094633784
PGMT_pos	5026.455590345342
PGM_neg	3495.564390301907
PGM_pos	7627.835678766293
PGPPT_pos	13606.92320631038
PGPP_hs_pos	13606.92320631038
PGS_pos	119.19036655058055
PGSr_pos	163.066786646697
PHACCOAGLNAC_pos	18781.367676740334
PHCDm_pos	369.2682252199793
PHCHGSm_neg	0.0
PHCHGSm_pos	1319.2682252199793
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18781.367676740334
PHEATB0tc_pos	1431.787712730535
PHEMEe_pos	330.5849889490321
PHEMEt_pos	330.5849889490321
PHEMEtm_neg	0.0
PHEMEtm_pos	14528.787480407438
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	290.76346953124863
PHEt4_pos	403.693513254526
PHEtec_neg	403.693513254526
PHEtec_pos	507.44491618454083
PHEyLATthc_pos	735.5137208954873
PHYCBOXL_pos	18781.36767674034
PHYHx_pos	45.76188263708489
PHYQt_pos	4972.043290656749
PHYTt_neg	0.0
PHYTt_pos	45.76188263708489
PI345P3P_pos	3344.255159467919
PI345P3Pn_pos	10030.606759328932
PI345P5P_pos	3405.663467076944
PI345P5Pn_pos	10823.19647978612
PI34P3Pn_pos	10823.19647978612
PI34P4Pn_pos	10823.19647978612
PI34P5K_pos	3405.6634670769445
PI34P5Kn_pos	10823.196479786118
PI3P3Pn_pos	3047.7411666175963
PI3P4K_pos	7981.106939364887
PI3P4Kn_pos	10823.19647978612
PI3P5K_pos	3775.0054213675003
PI45P3K_pos	3344.255159467919
PI45P3Kn_pos	10030.60675932893
PI45P4P_pos	4157.265525556745
PI45P5P_pos	3379.8137386038115
PI45P5Pn_pos	3800.0
PI45PLC_pos	8832.590624676553
PI45PLCn_pos	0.0
PI4P3K_pos	6871.877121231221
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10823.196479786118
PI4P5K_pos	3379.8137386038115
PI4P5Kn_pos	9876.776095913929
PI4PLC_pos	7433.528020986721
PI4PLCn_pos	18070.35642977482
PI4PP_pos	4157.265525556745
PI5P3K_pos	3394.6465515135865
PI5P3Ker_pos	0.0
PI5P4K_pos	4157.265525556745
PI5P4Kn_pos	10272.143053880407
PIACGT_pos	51.006986995504015
PIK3_pos	4134.22531803355
PIK3er_pos	7815.4798764229
PIK3n_pos	10717.616292644729
PIK4_pos	4157.265525556745
PIK4n_pos	10667.510011846884
PIK5_pos	4514.584187887464
PIK5n_pos	10272.143053880409
PIPLC_pos	3851.412391544391
PIPLCn_pos	18725.831653440007
PIt7_neg	494.6987225321063
PIt7_pos	512.3680112304338
PIt8_neg	299.81125701973326
PIt8_pos	494.6987225321063
PIt9_neg	1075.7735289554582
PIt9_pos	1075.7735289554582
PIter_neg	385.6250401924575
PIter_pos	2028.5416800641524
PItg_pos	6291.759755905608
PItn_neg	4354.633042033523
PItn_pos	6024.146999209886
PItx_neg	4535.252372223242
PItx_pos	0.0
PLA2_2_pos	10044.395969589312
PLA2_2e_pos	11525.343810386936
PLA2_pos	0.0
PMANM_neg	17113.730708345658
PMANM_pos	0.0
PMEVKc_pos	19907.89458882167
PMEVKx_pos	18091.63566920992
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33743.24372381226
PMTCOAFABP1tc_pos	13527.035206052453
PMTCOAtx_neg	3075.298978678958
PMTCOAtx_pos	5018.2272274663155
PNP_neg	7926.541234973458
PNP_pos	0.0
PNTEH_pos	14208.25861197432
PNTEHe_pos	6145.639697765729
PNTK_pos	14178.250534880335
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4147.993492677218
PNTOt5le_pos	4162.057804277406
PNTOte_neg	2049.747321126994
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3342.698652393529
PPA_pos	5837.695118909936
PPAer_pos	8825.859450601825
PPAm_pos	3441.0525152587584
PPAn_pos	13855.260464576999
PPAt_pos	1523.7825453614264
PPAtm_pos	6133.116607089514
PPBNGS_pos	14528.787480407438
PPCDC_pos	3981.533775575033
PPCOACm_pos	4206.840825283316
PPCOAOm_pos	12458.278121054447
PPD2CSPp_pos	48.573802091498784
PPDOx_pos	1045.4591908048171
PPDOy_pos	403.86247446794107
PPItm_neg	5966.596766629505
PPItm_pos	3817.546948444821
PPItr_neg	2028.5416800641524
PPItr_pos	2028.5416800641524
PPItx_neg	6631.93790398417
PPItx_pos	4535.252372223242
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4475.140366561966
PPM_pos	3022.4744770187094
PPNCL3_pos	14178.250534880335
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14528.787480407438
PPPGOm_pos	14528.787480407438
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20595.654143678043
PRASCS_neg	0.0
PRASCS_pos	20595.654143678043
PRDX_pos	6570.147844194301
PRDXl_pos	11856.921983140383
PRFGS_pos	20595.65414367803
PRGNLONESULT_pos	7192.796422050985
PRGNLONEtm_neg	60620.82833862236
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54314.62130736581
PRGSTRNt_neg	60620.82833862238
PRGSTRNt_pos	6.228154219372974
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.76188263708488
PRISTCOAtcx_pos	4972.043290656751
PRISTCOAtx_neg	6926.018163305796
PRISTCOAtx_pos	4972.043290656749
PRISTtx_neg	47.674661950827804
PRISTtx_pos	6926.018163305794
PRO1x_pos	486.9392368762616
PRO1xm_pos	588.8335068120134
PROAKGOX1r_pos	0.0
PROD2_pos	1436.9392368762615
PROD2m_pos	4145.8727222015505
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1464.84538933761
PRODt2r_pos	1450.995842141164
PROGLYPEPT1tc_pos	9343.003045226362
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9343.003045226364
PROIMINOtc_pos	1514.3494346068023
PROSTGD2t_neg	738.1478989690229
PROSTGD2t_pos	738.1478989690229
PROSTGE1t3_pos	3567.7438434623677
PROSTGE1t_neg	738.1478989690229
PROSTGE1t_pos	738.1478989690229
PROSTGE2t2_neg	391.85830380399653
PROSTGE2t2_pos	396.47481953614516
PROSTGE2t3_pos	3480.8797379480106
PROSTGE2t_neg	396.47481953614516
PROSTGE2t_pos	391.85830380399653
PROSTGF2t_neg	594.1445275562332
PROSTGF2t_pos	594.1445275562332
PROSTGH2t_neg	1491.4544019503398
PROSTGH2t_pos	1491.4544019503398
PROSTGI2t_neg	1491.4544019503398
PROSTGI2t_pos	1491.4544019503398
PROSTGI2tr_neg	164.29784560799973
PROSTGI2tr_pos	6.490249233418821
PRO_Dtde_neg	1464.84538933761
PRO_Dtde_pos	1450.995842141164
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	448.93327183883963
PROt2r_pos	939.9226834769022
PROt4_2_r_neg	1126.797886772195
PROt4_2_r_pos	1262.3024763120416
PROt4_pos	448.93327183883963
PRPNCOAHYDm_pos	12452.023919062905
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4225.768718952113
PRPPS_pos	3841.692158510976
PSDm_hs_pos	18410.748738509326
PSERT_pos	3067.7362243716047
PSFLIP_pos	4483.84824361073
PSFLIPm_pos	18410.748738509326
PSP_L_pos	3067.7362243716047
PSSA1_hs_neg	746.903594619266
PSSA1_hs_pos	4089.5892230385457
PSSA2_hs_neg	16139.560335935965
PSSA2_hs_pos	4094.753796688988
PSYGCHe_pos	13573.837686946676
PSYTCHe_pos	14815.773861930817
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4483.974443414076
PSt3_pos	6.42917716564221
PTCRTD_neg	14185.94052755954
PTCRTD_pos	15.161091487248482
PTDCACRNCPT1_pos	28.53368697142177
PTDCACRNCPT2_pos	28.53368697142177
PTDCACRNt_pos	28.53368697142177
PTDCAt_neg	0.0
PTDCAt_pos	28.53368697142177
PTE2x_pos	0.0
PTE3x_pos	6560.361258494749
PTE4x_pos	6631.93790398417
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3276.806192946541
PTPATe_neg	13105.117245773834
PTPATe_pos	22403.381150964145
PTRCAT1_pos	0.0
PTRCOX1_pos	12376.437476577437
PUNP1_neg	6260.671566171467
PUNP1_pos	3023.8843034518227
PUNP2_neg	6701.37301622321
PUNP2_pos	5426.684363075552
PUNP3_neg	8053.121246607496
PUNP3_pos	1490.0022089183994
PUNP4_neg	7552.350243426618
PUNP4_pos	6383.519733954188
PUNP5_neg	4800.8297737376215
PUNP5_pos	3650.981201585871
PUNP6_neg	0.0
PUNP6_pos	7506.793232084083
PUNP7_neg	1490.0022089183994
PUNP7_pos	3910.2120750077156
PVD3_neg	10915.41544336841
PVD3_pos	76368.98430074251
PYAM5POr_pos	4057.446521623073
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	3806.081437992207
PYDAMtr_neg	0.0
PYDAMtr_pos	10133.27416953904
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	8001.860438099813
PYDXK_pos	3806.0814379922067
PYDXNK_pos	3806.081437992207
PYDXNtr_neg	0.0
PYDXNtr_pos	9090.09959455327
PYDXPP_pos	3806.0814379922067
PYDXtr_neg	0.0
PYDXtr_pos	7876.205819687227
PYK_pos	387.2642561887812
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	8010.141694903786
PYNP2r_pos	5216.035249368323
PYRt2m_neg	1248.5768158397848
PYRt2m_pos	1248.5768158397848
PYRt2p_neg	2529.8217386750034
PYRt2p_pos	2529.8217386750034
PYRt2r_neg	389.7757113066765
PYRt2r_pos	389.7757113066765
Q10H2e_neg	0.0
Q10H2e_pos	5546.149453649944
QUILSYN_pos	0.0
RADH2_pos	817.6848128790457
RADH3_pos	946.1963250494135
RADH4_pos	933.133141798289
RADH_pos	819.0742076699976
RAHY_pos	1624.2411564003432
RAI1_neg	2215.9556469105205
RAI1_pos	2215.9556469105205
RAI2_neg	2215.9556469105205
RAI2_pos	2215.9556469105205
RAI3_neg	933.1331417982891
RAI3_pos	1202.9604597199943
RAI4_neg	1685.085459719994
RAI4_pos	1669.358462176381
RAtn3_neg	0.0
RAtn3_pos	1202.9604597199946
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3380.2053163428427
RBK_D_pos	0.0
RBK_pos	5539.970956704593
RBTt_pos	6410.550699373003
RDH1_neg	433.53306590546333
RDH1_pos	2215.9556469105205
RDH1a_pos	433.53306590546333
RDH2_neg	529.0511608533308
RDH2_pos	2215.9556469105205
RDH2a_pos	529.0511608533308
RDH3_neg	529.0511608533308
RDH3_pos	2215.9556469105205
RDH3a_pos	529.0511608533308
RDH4_neg	0.0
RDH4_pos	933.133141798289
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5306.811584966411
RE0344C_pos	3203.2355625040364
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12173.937016234438
RE0383C_pos	5310.263979671018
RE0452M_neg	7667.375576717377
RE0452M_pos	29898.37816207054
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1144.9065791968183
RE0453C_pos	1144.9065791968183
RE0453M_neg	9502.479590793242
RE0453M_pos	29210.661239795198
RE0453N_neg	295.70001566415044
RE0453N_pos	295.70001566415044
RE0456M_neg	9013.80229924572
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	22.963241201190755
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12584.738423278122
RE0566C_neg	0.0
RE0566C_pos	12584.738423278122
RE0567C_neg	0.0
RE0567C_pos	12584.738423278124
RE0568C_neg	0.0
RE0568C_pos	12584.738423278124
RE0569C_pos	0.0
RE0569E_pos	5.256862742448154
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11434.659333060536
RE0577C_pos	3215.052729150311
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5068.060154802521
RE0583C_pos	7081.742370732202
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	15848.99999326681
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	24635.351345065596
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33437.15548955983
RE0690X_pos	0.0
RE0691C_neg	31963.117128643094
RE0691C_pos	4020.262307990226
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.8252188150504844
RE0702E_pos	15.492300858323436
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	17770.13527973355
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	24635.351345065596
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	290.6689179796133
RE0830N_pos	290.6689179796133
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	7954.008472522911
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	7954.008472522911
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.106276868993178
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.355342350716736
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
