	Ob.911.e_S155_L007_R1_001
HPDCACRNt_pos	32.643833494115995
HPDCAt_neg	0.0
HPDCAt_pos	32.64383349411598
HPETFABP1tc_neg	0.0
HPETFABP1tc_pos	2375.0
HPYRDC_pos	14717.359962232698
HPYRDCm_pos	0.0
HPYRR2x_pos	6028.588846454142
HPYRRy_pos	2832.8610287005004
HPYRtp_neg	11863.780363904216
HPYRtp_pos	0.0
HRETNtn_neg	0.0
HRETNtn_pos	1625.3153811000102
HS1ly_pos	347.2195971504492
HS2ly_pos	347.21959715044915
HS3ly_pos	347.2195971504491
HS4ly_pos	347.21959715044926
HSAT1ly_pos	347.2195971504492
HSAT2ly_pos	347.21959715044915
HSAT3ly_pos	347.2195971504491
HSAT4ly_pos	347.21959715044926
HSD11B1r_neg	1274.2847398358585
HSD11B1r_pos	1274.2847398358585
HSD11B2r_neg	1274.2847398358585
HSD11B2r_pos	1274.2847398358585
HSD17B1_neg	5147.028026945995
HSD17B1_pos	50905.98474545575
HSD17B2r_pos	54020.339484143675
HSD17B3r_pos	54613.96706550802
HSD17B42x_pos	68032.18645082072
HSD17B4x_pos	61602.62531187231
HSD17B7r_pos	5147.028026945995
HSD17B8r_pos	5350.547949497529
HSD17B9r_pos	30779.608233771487
HSD3A1r_neg	2130.469784954184
HSD3A1r_pos	2130.469784954184
HSD3A2r_neg	2130.469784954184
HSD3A2r_pos	2130.469784954184
HSD3B11_pos	60755.479797123684
HSD3B11r_pos	54025.356713940935
HSD3B12r_pos	54020.339484143675
HSD3B13_pos	0.0
HSD3B13r_pos	54025.35671394093
HSD3B2r_pos	30779.608233771483
HSD3B3r_pos	30792.464080099136
HSD3B7P_pos	519.5701988345938
HSPASEly_pos	347.21959715044926
HSPGt_pos	0.0
HSPGtly_pos	347.21959715044926
HTAXOLte_neg	7.451266657131697
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10274.050330144053
HTDCRNe_pos	10274.050330144055
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11689.529683848867
HXPRT_pos	4578.657541443432
HYPOE_pos	3978.887266109991
HYPTROX_pos	44839.6861613447
HYPTROXe_pos	46455.78736193618
HYXNt_neg	6004.767644805811
HYXNt_pos	5.704562461658154
Htg_neg	0.0
Htg_pos	5523.403846507927
Htm_pos	442.56378714670376
Htr_neg	5065.147133593477
Htr_pos	5642.663811098844
Htx_neg	2050.1594238413018
Htx_pos	3124.4126029599256
ICDHxm_pos	357.56496997187423
ICDHy_pos	3452.94429308478
ICDHyp_pos	12325.75606590852
ICDHyrm_neg	294.4731272572217
ICDHyrm_pos	11641.205047588335
IDHPOXOX2b_pos	9.97714205443099
IDHPOXOX3_pos	10.731690043375927
IDHPOXOX4_pos	9.97714205443099
IDHPOXOXb_pos	10.73169004337593
IDOAASE1ly_pos	347.2195971504492
IDOAASE2ly_pos	347.2195971504491
IDOAASE3ly_pos	347.21959715044926
IDOAASE4ly_pos	101.67429860401553
IDOURte_neg	450.477128172599
IDOURte_pos	0.0
IDOURtly_neg	450.4771281725992
IDOURtly_pos	0.0
IDPtn_neg	4193.833159450198
IDPtn_pos	4193.833159450198
ILEATB0tc_pos	1586.0021719654962
ILELAT1tc_pos	604.9434380272131
ILEPHELAT2tc_pos	536.4184993433182
ILETA_neg	7616.837270573925
ILETA_pos	4050.699273554367
ILETAm_neg	4050.699273554367
ILETAm_pos	12372.568781175409
ILEt4_pos	1322.591484376932
ILEt5m_neg	4050.699273554367
ILEt5m_pos	12372.568781175405
ILEtec_neg	536.4184993433182
ILEtec_pos	852.5519416715949
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	10820.560093493454
IMPC_pos	12818.703671108044
IMPD_pos	3733.525690778263
INOSTO_pos	12419.21519302092
INSK_pos	4099.09673653248
INSKm_pos	0.0
INSTt2r_neg	1414.8990786120248
INSTt2r_pos	1414.8990786120248
INSTt4_2_neg	1565.7176065797237
INSTt4_2_pos	1564.542361092475
INSTt4_neg	1414.8990786120248
INSTt4_pos	1414.8990786120248
INSt4_pos	791.8013947844453
INSt5le_pos	1381.1771711606725
INSt_neg	791.8013947844453
INSt_pos	1189.588485483524
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	74004.59622968134
IPDDIx_neg	0.0
IPDDIx_pos	75556.3355687969
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	50713.41376626456
IPDPtx_pos	18087.670607690507
ITCOAL1m_neg	420.0035367773917
ITCOAL1m_pos	420.0035367773917
ITCOALm_neg	420.0035367773917
ITCOALm_pos	420.0035367773917
ITPtn_neg	4193.833159450198
ITPtn_pos	4193.833159450198
IVCOAACBP_pos	10787.157079016835
IVCRNe_pos	10787.157079016835
IZPN_pos	11331.180729252033
It_neg	2211.3829284189105
It_pos	1440.9467595476153
KAS8_pos	7770.224483186001
KCC2t_neg	435.8840049902242
KCC2t_pos	435.8840049902242
KCCt_neg	524.3934576174553
KCCt_pos	524.3934576174553
KDNH_pos	8560.6624400189
KHK2_pos	16421.939600730733
KHK3_pos	6.9223404562786195
KHK_pos	5006.070924711644
KHte_neg	1427.2996367673966
KHte_pos	1427.2996367673966
KSII_CORE2t_pos	7466.280008816766
KSII_CORE2tly_pos	7585.615717873459
KSII_CORE4t_pos	7438.473924897645
KSII_CORE4tly_pos	7508.394215674013
KSIt_pos	10705.595205656684
KSItly_pos	11873.369856449763
KYN3OX_pos	11.643086118603131
KYNAKGAT_pos	1202.819574390339
KYNATESYN_pos	1202.819574390339
KYN_pos	9.866379842942324
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2050.1594238413018
LACZe_pos	6247.977312606616
LACZly_pos	0.0
LALDO2x_pos	1044.743205395458
LALDO_neg	301.53468532039267
LALDO_pos	2441.4171286983737
LAPCOAe_pos	11.523785552932257
LAPCOAl_pos	7081.473816086784
LCADi_D_pos	1575.141711100127
LCADi_Dm_pos	0.0
LCADi_pos	2142.590410318218
LCADim_pos	0.0
LCAT1e_pos	14762.142745231204
LCTStg_pos	6247.430337477032
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14360.618060786657
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	14505.671654299289
LDH_D_neg	3535.6070977048785
LDH_D_pos	1495.4514994985557
LDH_L_neg	2556.6026775808255
LDH_L_pos	2142.590410318218
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1586.002171965496
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9516.744671421531
LEUGLYPEPT1tc_pos	9516.744671421533
LEUKTRA4t_neg	1387.4417454099998
LEUKTRA4t_pos	1387.4417454099998
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17248.903260371982
LEUKTRB4t_neg	1387.4417454099998
LEUKTRB4t_pos	1387.4417454099998
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2004.9720284109387
LEUKTRC4t_pos	2004.580279915189
LEUKTRD4t_neg	1387.4417454099998
LEUKTRD4t_pos	1387.4417454099998
LEUKTRD4tr_neg	17248.90326037198
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2166.712874865785
LEUKTRE4t_pos	2166.712874865785
LEUKTRF4t_neg	1387.4417454099998
LEUKTRF4t_pos	1387.4417454099998
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10130.47956100091
LEULEUPEPT1tc_pos	10130.479561000906
LEUPHELAT2tc_neg	536.4184993433182
LEUPHELAT2tc_pos	536.4184993433182
LEUTA_neg	7613.61097343207
LEUTA_pos	4050.699273554367
LEUTAm_neg	4050.699273554367
LEUTAm_pos	12069.825289378272
LEUt4_pos	460.93315937465485
LEUt5m_neg	4050.6992735543668
LEUt5m_pos	12069.82528937827
LEUtec_neg	460.93315937465485
LEUtec_pos	536.4184993433182
LEUyLAThtc_pos	770.867007745604
LFORKYNHYD_pos	9.866379842942319
LGNCCOAtcx_pos	4893.872696654215
LGNCCOAtx_neg	4893.872696654215
LGNCCOAtx_pos	20.81935855648914
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	330.7099204362252
LGNCt_pos	331.885165923474
LGTHL_pos	301.53468532039267
LIMNENte_neg	0.0
LIMNENte_pos	7.451266657131697
LINKDEG1ly_pos	347.21959715044915
LINKDEG2ly_pos	187.3143311498858
LINKDEG3ly_pos	214.10664761627672
LINKDEG4ly_pos	150.50050502629063
LINOFATPtc_pos	373.6957537993444
LIPOti_pos	0.0
LNELDCCPT1_pos	22230.79539216198
LNELDCCPT2_pos	22230.79539216198
LNELDCCRNt_pos	22230.79539216198
LNELDCt_neg	9098.414720526209
LNELDCt_pos	13.764029037137801
LNLCCPT1_pos	9.785384340653358
LNLCCPT2_pos	9.785384340653358
LNLCCRNt_pos	9.785384340653358
LNLCt_neg	373.6957537993444
LNLCt_pos	3253.039175733139
LNLNCACPT1_pos	19.918975053324285
LNLNCACPT2_pos	19.918975053324285
LNLNCACRNt_pos	19.918975053324285
LNLNCAt_neg	0.0
LNLNCAt_pos	3250.3273039165842
LNLNCGCPT1_pos	112.90612639665608
LNLNCGCPT2_pos	112.90612639665608
LNLNCGCRNt_pos	112.90612639665608
LNLNCGt_neg	49.093798725602134
LNLNCGt_pos	3253.7635587730715
LNS14DM_pos	0.0
LNSTLSr_pos	73964.7015310118
LPASE_pos	9880.699119720606
LPCHOLt_neg	0.0
LPCHOLt_pos	11215.241593988849
LPCOXp_pos	48.570274638605035
LPS2_pos	4291.68085419014
LPS2e_pos	5794.332222667086
LPS3_pos	7757.802412198831
LPS3e_pos	5198.239090196108
LPS4e_pos	17400.151138738103
LPS_pos	4149.474705621776
LPSe_pos	5678.932242980993
LRAT1_pos	11641.374537137808
LRAT2_pos	11641.374537137808
LRAT_pos	10902.558163862746
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	73964.87813496124
LSTO2r_pos	73964.70153101181
LTA4H_pos	3267.503334837333
LTC4CP_neg	3132.589369174782
LTC4CP_pos	3132.589369174782
LTC4Sr_pos	17248.903260371982
LTD4DP_neg	3132.589369174782
LTD4DP_pos	3132.589369174782
LTDCL_pos	0.0
LYSATB0tc_pos	1613.8904515999106
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.570274638605035
LYSt4_pos	810.0436727564725
LYStiDF_pos	564.6519770820798
LYStip_pos	48.570274638605035
LYStm_neg	1461.2980623409903
LYStm_pos	1160.5101450256973
LYStn_neg	9280.63870685714
LYStn_pos	0.0
L_LACDcm_pos	3942.5220902620913
L_LACt2r_neg	396.5712742920549
L_LACt2r_pos	396.5712742920549
L_LACt4r_neg	1212.7336762418881
L_LACt4r_pos	1212.7336762418881
M1316Mg_pos	17046.698564994673
M13N2Tg_pos	17046.698564994673
M13N4Tg_pos	910.0493270882946
M14NTg_pos	17046.698564994673
M16N4Tg_pos	910.0493270882946
M16N6Tg_pos	910.0493270882946
M16NTg_pos	17046.698564994673
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	55.49449389015481
M4CET3er_pos	55.49449389015481
M4MPDOL_Lter_pos	17046.69856499467
M4MPDOL_Uter_pos	17046.69856499467
M7MASNBterg_pos	17046.698564994673
M8MASNterg_pos	17048.057031016084
MACACI_pos	45478.753376883986
MACOXO_pos	12729.953396975334
MAGt_neg	9842.295554562994
MAGt_pos	5731.211998251864
MALSO3tm_neg	363.9150857731265
MALSO3tm_pos	363.9150857731265
MALSO4tm_neg	363.9150857731265
MALSO4tm_pos	363.9150857731265
MALTSULtm_neg	363.9150857731265
MALTSULtm_pos	363.9150857731265
MALT_pos	4065.9291442910107
MALTe_pos	3008.30954988962
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4065.9291442910107
MAL_Lte_neg	9134.048487560322
MAL_Lte_pos	5283.502490778429
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.246335392473467
MALtm_neg	354.4377093563493
MALtm_pos	363.9150857731265
MAN1PT2_pos	2994.605835500529
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	8863.874167935468
MAN6PI_pos	5108.250865064017
MANt1r_neg	1079.872263517622
MANt1r_pos	1081.047509004871
MANt4_neg	1081.047509004871
MANt4_pos	1079.872263517622
MANter_pos	17046.698564994673
MANtg_pos	17048.057031016077
MANtly_pos	17355.50745464124
MAOLNOR_pos	0.0
MAOX_pos	39033.54316119008
MCCCrm_neg	12426.258608361477
MCCCrm_pos	11559.54894048496
MCD_pos	4166.499523279909
MCDm_pos	4222.888301115666
MCDp_pos	0.0
MCITS_pos	14367.875659840493
MCLACCYSR_pos	15390.157672786647
MCLOR_neg	15390.157672786641
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.655913201193493
MDH_neg	2431.9277300300046
MDH_pos	5588.806072499285
MDHm_neg	5341.756110885849
MDHm_pos	2431.9277300300046
MDHx_neg	11.246335392473467
MDHx_pos	0.0
MDRPD_pos	14968.72699506339
ME1m_pos	5303.027406403254
ME2_pos	5846.328645809512
ME2m_pos	5440.617761820956
MECOALm_neg	420.0035367773917
MECOALm_pos	420.0035367773917
MECOAS1m_neg	420.0035367773917
MECOAS1m_pos	420.0035367773917
MELATN23DOX_pos	0.0
MELATNOX_pos	6293.631118230946
MEOHt2_neg	21704.604786771695
MEOHt2_pos	5.597164982898683
MEOHtly_neg	0.0
MEOHtly_pos	11977.780085927869
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41735.7351830568
MERCPLACCYSt_pos	15390.157672786647
MESCOALm_pos	0.0
METATB0tc_pos	1586.0021719654962
METAT_pos	12317.5778368175
METLEUex_pos	604.9434380272131
METS_pos	9672.288793249187
METt4_pos	503.1688635269067
METtec_neg	503.1688635269067
METtec_pos	852.5519416715949
METyLATthc_pos	770.867007745604
MEVK1c_pos	19834.50156415578
MEVK1x_pos	18073.414408203
MG1er_pos	17046.69856499467
MG2er_pos	17046.69856499467
MG3er_pos	17046.69856499467
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12426.258608361482
MGCHrm_pos	11559.548940484961
MGSA2_pos	6124.343470202826
MGSA_pos	6124.702396188741
MHISOR_pos	12729.953396975334
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13453.574821955173
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	14896.780242480881
MI134PK_pos	0.0
MI134PP_pos	13453.574821955173
MI13PP_pos	14896.780242480881
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13453.574821955173
MI145PKn_pos	0.0
MI145PP_pos	8608.137225586313
MI14P4P_pos	7919.204916514931
MI14PP_pos	7224.412081269371
MI14Ptn_neg	17857.640059183217
MI14Ptn_pos	0.0
MI1PP_pos	3708.6945819481484
MI1PS_pos	6197.997899289108
MI1P_Dtn_neg	18492.905219667533
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13453.574821955173
MI3PP_pos	13453.574821955173
MI4PP_pos	7224.412081269371
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.4580954988962
MLTG1ly_pos	0.0
MM5ag_pos	17048.05703101608
MM5bg_pos	17046.698564994673
MM5cg_pos	17046.698564994673
MM6B1ag_pos	17046.698564994673
MM6B1bg_pos	17046.698564994673
MM6B2g_pos	17046.698564994673
MM6ag_pos	17067.770295683134
MM6bg_pos	17048.05703101608
MM7Ag_pos	17067.770295683134
MM7B1g_pos	17046.698564994673
MM7B2g_pos	17046.698564994673
MM7Cag_pos	17048.057031016084
MM7Cbg_pos	17048.057031016084
MM8Ag_pos	17048.05703101608
MM8Ber_pos	17046.698564994673
MM8Cg_pos	17048.057031016084
MMCD_pos	0.0
MMCDm_pos	4193.726629528115
MMCDp_pos	0.0
MMEm_neg	12675.958135209788
MMEm_pos	2107.076385059544
MMMm_neg	8820.98609568347
MMMm_pos	12623.553910529792
MMSAD1m_pos	5202.430775114794
MMSAD3m_pos	10651.798198584722
MMTSADm_pos	2107.076385059544
MOGAT_pos	4291.680854190141
MTAP_pos	14968.72699506339
MTHFC_neg	4983.104486303617
MTHFC_pos	8474.9903865378
MTHFCm_neg	12502.86931993777
MTHFCm_pos	4983.104486303617
MTHFD2_neg	668.2195736501797
MTHFD2_pos	677.1272924285802
MTHFD2m_neg	629.8821923372305
MTHFD2m_pos	629.8821923372305
MTHFD_neg	677.1272924285802
MTHFD_pos	668.2195736501795
MTHFDm_neg	629.8821923372305
MTHFDm_pos	629.8821923372305
MTHFR3_pos	838.101101041495
MTHFTe_pos	1271.665866736914
MTHGXLt_pos	4673.08622419431
MTRI_neg	0.0
MTRI_pos	14968.72699506339
N2M2NMASNt_pos	17046.698564994673
N2M2NMASNtly_pos	17080.807805331653
N3Tg_pos	7625.0886504644395
N4Tg_pos	6900.993728964215
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7323.839446365617
NACASPtm_pos	7323.839446365617
NACDe_pos	1900.0
NACHEX10ly_pos	11875.270457639886
NACHEX11ly_pos	11875.270457639896
NACHEX12ly_pos	11875.270457639883
NACHEX13ly_pos	11875.270457639886
NACHEX14ly_pos	11875.27045763989
NACHEX15ly_pos	11875.27045763989
NACHEX16ly_pos	11875.270457639894
NACHEX17ly_pos	11875.270457639886
NACHEX18ly_pos	11875.270457639888
NACHEX19ly_pos	11875.270457639886
NACHEX1ly_pos	85.13663772281492
NACHEX20ly_pos	11875.27045763989
NACHEX21ly_pos	11873.36985644977
NACHEX22ly_pos	11873.36985644977
NACHEX23ly_pos	7590.9615301640015
NACHEX24ly_pos	7660.439772931319
NACHEX25ly_pos	7654.9691556845755
NACHEX26ly_pos	7513.319211253267
NACHEX27ly_pos	23820.25361210458
NACHEX2ly_pos	187.3143311498858
NACHEX3ly_pos	101.84559442227567
NACHEX4ly_pos	84.95440363886293
NACHEX5ly_pos	84.95440363886296
NACHEX6ly_pos	130.2052581434639
NACHEX7ly_pos	130.20525814346388
NACHEX8ly_pos	150.8347482180936
NACHEX9ly_pos	150.8347482180936
NACHEXA10ly_pos	11873.36985644977
NACHEXA11ly_pos	11873.369856449766
NACHEXA12ly_pos	11873.36985644976
NACHEXA13ly_pos	11873.36985644976
NACHEXA14ly_pos	11873.369856449763
NACHEXA15ly_pos	11873.369856449768
NACHEXA16ly_pos	11873.36985644976
NACHEXA17ly_pos	11873.369856449763
NACHEXA18ly_pos	11873.369856449759
NACHEXA19ly_pos	11873.369856449764
NACHEXA1ly_pos	84.96534190455479
NACHEXA20ly_pos	7585.615717873458
NACHEXA21ly_pos	7654.969155684575
NACHEXA22ly_pos	7508.394215674011
NACHEXA2ly_pos	101.67429860401553
NACHEXA3ly_pos	84.79404608629464
NACHEXA4ly_pos	84.79404608629466
NACHEXA5ly_pos	130.0449005908956
NACHEXA6ly_pos	130.0449005908956
NACHEXA7ly_pos	150.5005050262906
NACHEXA8ly_pos	150.50050502629063
NACHEXA9ly_pos	11873.36985644977
NACHORCTL3le_pos	2195.2368224794077
NACUP_pos	1900.0
NADH2_u10m_pos	4281.861868124237
NADHtpu_pos	1900.0
NADHtru_pos	5809.272790271652
NADK_pos	0.0
NADN_pos	7891.828031114517
NADNe_pos	4.728671614396448
NADPHtru_pos	5642.663811098844
NADPHtxu_pos	10145.275830196753
NADPN_pos	0.0
NADPNe_pos	4.728671614396449
NADPtru_pos	5642.663811098844
NADPtxu_pos	10145.275830196753
NADS2_pos	5233.570535899278
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9698.077187952309
NADtpu_pos	1900.0
NADtru_pos	5809.272790271652
NADtx_neg	3146.3399968134404
NADtx_pos	3296.499420654742
NAGA2ly_pos	6983.886058512578
NAGAlby_pos	908.1620589418559
NAGAly_pos	10876.224903699474
NAGLCAly_pos	6983.886058512578
NAHCO3_HCLt_neg	1094.1200449318162
NAHCO3_HCLt_pos	1094.1200449318162
NAIt_neg	2217.636786760477
NAIt_pos	1706.4708536276476
NAt3_1_neg	388.2580616677608
NAt3_1_pos	388.2580616677608
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	593.0547535044998
NAt5_pos	593.0547535044998
NAt_neg	543.9620285928534
NAt_pos	542.7867831056046
NAtx_neg	4166.729803358292
NAtx_pos	1238.6284769580989
NBAHH_ir_pos	4740.666635027691
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1213.4106875885643
NCKt_neg	1859.8912130377892
NCKt_pos	1861.4333884689274
NCNt_neg	1840.0644063321897
NCNt_pos	1840.0644063321897
NDP10ex_pos	7.438229803240402
NDP3ex_pos	7.292076477965297
NDP6_pos	4067.513363385759
NDP7er_pos	12629.538286295454
NDP7ex_pos	14742.195186199468
NDP7g_pos	6247.430337477032
NDP8_pos	5254.242507021538
NDP8ex_pos	14765.959199020426
NDPK10_neg	4193.833159450198
NDPK10_pos	4193.833159450198
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4193.833159450198
NDPK10n_pos	4193.833159450198
NDPK1_neg	345.21258768408194
NDPK1_pos	345.21258768408194
NDPK1m_neg	417.90596061037616
NDPK1m_pos	417.90596061037616
NDPK1n_neg	346.26665896719703
NDPK1n_pos	346.26665896719703
NDPK2_neg	345.21258768408194
NDPK2_pos	345.21258768408194
NDPK2m_neg	8856.870630854348
NDPK2m_pos	0.0
NDPK2n_neg	346.26665896719703
NDPK2n_pos	346.26665896719703
NDPK3_neg	345.21258768408194
NDPK3_pos	345.21258768408194
NDPK3m_neg	0.0
NDPK3m_pos	13341.141584444853
NDPK3n_neg	346.26665896719703
NDPK3n_pos	346.26665896719703
NDPK4_neg	1145.8625084419841
NDPK4_pos	372.77064890194663
NDPK4m_pos	9211.66952235099
NDPK4n_neg	296.9559765123214
NDPK4n_pos	296.9559765123214
NDPK5_neg	345.21258768408194
NDPK5_pos	345.21258768408194
NDPK5m_pos	1882.713171345046
NDPK5n_neg	346.26665896719703
NDPK5n_pos	346.26665896719703
NDPK6_neg	383.354435578509
NDPK6_pos	640.4671734394801
NDPK6m_neg	640.4671734394801
NDPK6m_pos	4013.683527873933
NDPK6n_neg	0.0
NDPK6n_pos	14340.86318087231
NDPK7_neg	345.21258768408194
NDPK7_pos	345.21258768408194
NDPK7m_pos	24813.077305027073
NDPK7n_neg	346.26665896719703
NDPK7n_pos	346.26665896719703
NDPK8_neg	345.21258768408194
NDPK8_pos	345.21258768408194
NDPK8m_pos	8564.36868810901
NDPK8n_neg	296.9559765123214
NDPK8n_pos	296.9559765123214
NDPK9_neg	538.2632730327871
NDPK9_pos	538.2632730327871
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4193.833159450198
NDPK9n_pos	4193.833159450198
NH4t3r_neg	593.0547535044998
NH4t3r_pos	593.0547535044998
NH4tn_neg	12565.342515965112
NH4tn_pos	0.0
NH4tp_neg	9101.655904443809
NH4tp_pos	0.0
NICRNS_pos	4032.3201975551187
NICRNTtn_neg	0.0
NICRNTtn_pos	11541.649942185357
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	736.7875886939464
NKCC2t_pos	735.2454132628084
NKCCt_neg	736.5840873920133
NKCCt_pos	735.0419119608753
NMNATm_pos	0.0
NMNATn_pos	9698.07718795231
NMNATr_neg	5233.57053589928
NMNATr_pos	7891.828031114517
NMNS_pos	9647.552323843489
NMNtn_neg	0.0
NMNtn_pos	9698.077187952309
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11541.649942185357
NNATr_pos	3325.4182885118867
NNMT_pos	46.121062949039946
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36744.5684093008
NOS1_pos	1073.30409827053
NOS2_pos	1073.30409827053
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4145.766756646311
NPTHLte_neg	0.0
NPTHLte_pos	7.451266657131698
NRPPHRSFt_pos	71080.51091909672
NRPPHRSULT_pos	71080.51091909672
NRPPHRVESSEC_pos	3363.7075382193057
NRPPHRt4_2_r_neg	1372.653299998176
NRPPHRt4_2_r_pos	1366.3994416566093
NRPPHRtu_neg	1321.7293881034834
NRPPHRtu_pos	1321.7293881034834
NRVNCCOAtx_neg	4893.872696654215
NRVNCCOAtx_pos	21.467689870642165
NRVNCCOAtxc_pos	4893.872696654215
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1190.2742092752592
NRVNCt_pos	1191.4494547625081
NS26T2g_pos	218.8546340967317
NS26Tg_pos	367.77702604824907
NT5C_pos	4080.994767503249
NTD10_pos	4310.069974943304
NTD11_pos	3875.525086310755
NTD12_pos	0.0
NTD1_pos	3308.941111679229
NTD1m_pos	1678.5464517008081
NTD2_pos	4086.180756348155
NTD2e_pos	11608.077956222907
NTD2l_pos	0.0
NTD2m_pos	8856.870630854348
NTD3_pos	3446.5295287238027
NTD3l_pos	0.0
NTD4_pos	3273.6032726512476
NTD4e_pos	21.84874689921615
NTD4l_pos	0.0
NTD5_pos	3281.154191344551
NTD5l_pos	0.0
NTD5m_pos	1678.5464517008086
NTD6_pos	4077.9465815395565
NTD6l_pos	0.0
NTD7_pos	3028.5751958354917
NTD7e_pos	9281.99001311606
NTD7l_pos	0.0
NTD8_pos	3331.235168272128
NTD8l_pos	0.0
NTD9_pos	4391.921393091629
NTD9e_pos	21.325593559619296
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.084811662166797
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3428.653341846452
O16G1e_pos	19.476239903488313
O16G2e_pos	21.69285900326755
O2St_neg	4.012435783417813
O2St_pos	8761.060878929962
O2Stm_neg	8728.308216275425
O2Stm_pos	5.246289672237517
O2Stn_neg	0.0
O2Stn_pos	8813.977581084897
O2Stx_neg	0.0
O2Stx_pos	8753.852497840406
O2t_neg	15685.528118693508
O2t_pos	4377.160939155839
O2ter_neg	24484.02593356633
O2ter_pos	9937.922099242256
O2tm_neg	9606.347627763695
O2tm_pos	5213.1837965698805
O2tn_neg	8813.977581084895
O2tn_pos	0.0
O2tp_neg	5446.379856500479
O2tp_pos	4448.737962094049
OAADC_pos	6407.194547996517
OAGD3te_neg	0.0
OAGD3te_pos	19087.779001243824
OAGD3tg_neg	19087.77900124382
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18354.637488403336
OAGT3tg_neg	18354.637488403332
OAGT3tg_pos	0.0
OBDHc_pos	4025.7634592048607
OCBTm_pos	11496.470794248433
OCCOAtm_pos	12354.860508782038
OCCOAtx_neg	23598.711624356754
OCCOAtx_pos	13766.536101046337
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23202.995242410037
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23202.99524241004
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23202.995242410016
OCDCAFATPc_pos	4128.3963481004
OCDCAtr_neg	528.8368319174629
OCDCAtr_pos	530.0120774047116
