	WT-911-a_S119_L007_R1_001
HMGCOARc_pos	361.7862963529527
HMGCOARr_pos	0.0
HMGCOASi_pos	6855.944343532346
HMGCOASim_pos	1793.328486790792
HMGCOAtm_neg	6790.9666140926765
HMGCOAtm_pos	8870.37151414026
HMGCOAtx_neg	18764.72829825249
HMGCOAtx_pos	6569.985232460624
HMGLm_pos	1793.328486790791
HMGLx_pos	5919.790217036217
HOCDACBP_neg	0.0
HOCDACBP_pos	8572.07018472679
HOCTDACBP_neg	0.0
HOCTDACBP_pos	15700.107343697608
HOCTDEC2CRNe_pos	9.988719361092258
HOCTDECCRNe_pos	8572.07018472679
HOMt4_pos	559.226438274954
HOXG_pos	51063.6479166126
HPACtr_neg	0.0
HPACtr_pos	10922.628133446256
HPCLx_pos	46.96384499777742
HPDCACRNCPT1_pos	33.26079702805777
HPDCACRNCPT2_pos	33.26079702805777
HPDCACRNt_pos	33.26079702805777
HPDCAt_neg	0.0
HPDCAt_pos	33.26079702805777
HPETFABP1tc_neg	0.0
HPETFABP1tc_pos	2375.0
HPYRDC_pos	15109.36059613681
HPYRDCm_pos	0.0
HPYRR2x_pos	6731.554853888262
HPYRRy_pos	3465.7222000002303
HPYRtp_neg	12464.973958580958
HPYRtp_pos	0.0
HRETNtn_neg	0.0
HRETNtn_pos	1630.5133427421392
HS1ly_pos	350.08126813553565
HS2ly_pos	350.0812681355356
HS3ly_pos	350.08126813553565
HS4ly_pos	350.08126813553565
HSAT1ly_pos	350.08126813553565
HSAT2ly_pos	350.0812681355356
HSAT3ly_pos	350.08126813553565
HSAT4ly_pos	350.08126813553565
HSD11B1r_neg	1272.2746885063912
HSD11B1r_pos	1272.2746885063912
HSD11B2r_neg	1272.2746885063912
HSD11B2r_pos	1272.2746885063912
HSD17B1_neg	5275.386276511419
HSD17B1_pos	51720.67669722109
HSD17B2r_pos	54827.87087435919
HSD17B3r_pos	55431.69598776032
HSD17B42x_pos	68962.38193716455
HSD17B4x_pos	62471.53395632132
HSD17B7r_pos	5275.386276511419
HSD17B8r_pos	5425.317712432712
HSD17B9r_pos	31175.424519485
HSD3A1r_neg	2130.9579750386274
HSD3A1r_pos	2130.9579750386274
HSD3A2r_neg	2130.9579750386274
HSD3A2r_pos	2130.9579750386274
HSD3B11_pos	61537.55692635864
HSD3B11r_pos	54833.42575055223
HSD3B12r_pos	54827.870874359185
HSD3B13_pos	0.0
HSD3B13r_pos	54833.42575055224
HSD3B2r_pos	31175.424519485005
HSD3B3r_pos	31189.183116478263
HSD3B7P_pos	495.747367379157
HSPASEly_pos	350.08126813553565
HSPGt_pos	0.0
HSPGtly_pos	350.08126813553565
HTAXOLte_neg	7.525162887532749
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10507.153000280143
HTDCRNe_pos	10507.153000280143
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11869.007166702377
HXPRT_pos	4762.271975098467
HYPOE_pos	4155.442245725406
HYPTROX_pos	45481.31989037317
HYPTROXe_pos	47077.33074354983
HYXNt_neg	6189.680003277634
HYXNt_pos	5.822462899940629
Htg_neg	0.0
Htg_pos	5587.508776427693
Htm_pos	475.5262158540248
Htr_neg	5120.4713142401415
Htr_pos	5729.810985288757
Htx_neg	2064.924229266372
Htx_pos	3120.3760965615684
ICDHxm_pos	392.66028928744004
ICDHy_pos	3549.195697362522
ICDHyp_pos	12439.737389764758
ICDHyrm_neg	331.5032937331108
ICDHyrm_pos	11827.87598580692
IDHPOXOX2b_pos	10.142931056823853
IDHPOXOX3_pos	10.928073818686403
IDHPOXOX4_pos	10.142931056823855
IDHPOXOXb_pos	10.928073818686407
IDOAASE1ly_pos	350.08126813553565
IDOAASE2ly_pos	350.08126813553565
IDOAASE3ly_pos	350.08126813553565
IDOAASE4ly_pos	101.81133231715869
IDOURte_neg	453.7433023662216
IDOURte_pos	0.0
IDOURtly_neg	453.74330236622154
IDOURtly_pos	0.0
IDPtn_neg	4189.452863445921
IDPtn_pos	4189.452863445921
ILEATB0tc_pos	1629.9736810155796
ILELAT1tc_pos	659.9710520829651
ILEPHELAT2tc_pos	574.9749651745171
ILETA_neg	7743.726948297196
ILETA_pos	4086.5583397330606
ILETAm_neg	4086.5583397330606
ILETAm_pos	12559.697911247269
ILEt4_pos	1345.1423797713883
ILEt5m_neg	4086.5583397330606
ILEt5m_pos	12559.697911247269
ILEtec_neg	574.9749651745171
ILEtec_pos	967.8288182720064
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	11427.038444562735
IMPC_pos	13073.03599989365
IMPD_pos	3895.6747109531143
INOSTO_pos	13063.984356515948
INSK_pos	4280.353213118885
INSKm_pos	0.0
INSTt2r_neg	1450.58562886926
INSTt2r_pos	1450.58562886926
INSTt4_2_neg	1532.911977076617
INSTt4_2_pos	1525.063589236945
INSTt4_neg	1450.58562886926
INSTt4_pos	1450.58562886926
INSt4_pos	989.6857782601842
INSt5le_pos	1391.1028043341057
INSt_neg	989.6857782601842
INSt_pos	1176.7307221099027
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	75317.98571560963
IPDDIx_neg	0.0
IPDDIx_pos	76857.21468444612
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	51558.429415829036
IPDPtx_pos	18424.970025999693
ITCOAL1m_neg	431.0751887977616
ITCOAL1m_pos	431.0751887977616
ITCOALm_neg	431.0751887977616
ITCOALm_pos	431.0751887977616
ITPtn_neg	4189.452863445921
ITPtn_pos	4189.452863445921
IVCOAACBP_pos	10855.666022579648
IVCRNe_pos	10855.666022579648
IZPN_pos	11667.424705013796
It_neg	2227.7374432791544
It_pos	1454.6562517574657
KAS8_pos	8056.48855279367
KCC2t_neg	498.71963351706796
KCC2t_pos	498.71963351706796
KCCt_neg	584.1761562169006
KCCt_pos	584.1761562169006
KDNH_pos	8810.885349380864
KHK2_pos	16679.77972247165
KHK3_pos	7.0663882612220235
KHK_pos	5202.724267226614
KHte_neg	1506.6425888017936
KHte_pos	1506.6425888017936
KSII_CORE2t_pos	7616.173519760395
KSII_CORE2tly_pos	7737.915549410047
KSII_CORE4t_pos	7589.61908054347
KSII_CORE4tly_pos	7661.892430467474
KSIt_pos	10958.264294892933
KSItly_pos	12138.649064753254
KYN3OX_pos	11.763940340359802
KYNAKGAT_pos	1179.1288014677443
KYNATESYN_pos	1179.1288014677443
KYN_pos	9.986413883128014
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2064.924229266372
LACZe_pos	6423.072281075316
LACZly_pos	0.0
LALDO2x_pos	1045.8047710779438
LALDO_neg	297.7633993830816
LALDO_pos	2457.498834022588
LAPCOAe_pos	11.576397289604431
LAPCOAl_pos	7205.3549166139155
LCADi_D_pos	1592.0356430724105
LCADi_Dm_pos	0.0
LCADi_pos	2213.041752426939
LCADim_pos	0.0
LCAT1e_pos	15634.946425902535
LCTStg_pos	6422.5303173799575
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14962.161999697531
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	15105.97808303075
LDH_D_neg	3638.5704266799894
LDH_D_pos	1504.0197270977005
LDH_L_neg	2623.076341559819
LDH_L_pos	2213.041752426939
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1629.9736810155796
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9737.636213380638
LEUGLYPEPT1tc_pos	9737.636213380643
LEUKTRA4t_neg	1375.1099353399059
LEUKTRA4t_pos	1375.1099353399059
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17784.651397461654
LEUKTRB4t_neg	1375.1099353399059
LEUKTRB4t_pos	1375.1099353399059
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	2024.8656696620806
LEUKTRC4t_pos	2022.2495403821895
LEUKTRD4t_neg	1375.1099353399059
LEUKTRD4t_pos	1375.1099353399059
LEUKTRD4tr_neg	17784.651397461646
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2159.475496027567
LEUKTRE4t_pos	2159.475496027567
LEUKTRF4t_neg	1375.1099353399059
LEUKTRF4t_pos	1375.1099353399059
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10266.826003284068
LEULEUPEPT1tc_pos	10266.826003284066
LEUPHELAT2tc_neg	574.9749651745171
LEUPHELAT2tc_pos	574.9749651745171
LEUTA_neg	7740.810839373111
LEUTA_pos	4086.5583397330606
LEUTAm_neg	4086.5583397330606
LEUTAm_pos	12206.045332621678
LEUt4_pos	490.0220685112964
LEUt5m_neg	4086.5583397330606
LEUt5m_pos	12206.04533262168
LEUtec_neg	490.0220685112964
LEUtec_pos	574.9749651745171
LEUyLAThtc_pos	835.71997445587
LFORKYNHYD_pos	9.986413883128014
LGNCCOAtcx_pos	4996.564776519194
LGNCCOAtx_neg	4996.564776519194
LGNCCOAtx_pos	21.63166633212667
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	335.5858311188265
LGNCt_pos	344.01846582712943
LGTHL_pos	297.7633993830816
LIMNENte_neg	0.0
LIMNENte_pos	7.525162887532749
LINKDEG1ly_pos	350.0812681355356
LINKDEG2ly_pos	187.74697587698031
LINKDEG3ly_pos	214.7129835378689
LINKDEG4ly_pos	150.92815987785622
LINOFATPtc_pos	394.6208180869496
LIPOti_pos	0.0
LNELDCCPT1_pos	22413.116715554843
LNELDCCPT2_pos	22413.116715554843
LNELDCCRNt_pos	22413.116715554843
LNELDCt_neg	9133.01385804786
LNELDCt_pos	13.923832588263608
LNLCCPT1_pos	9.98871936109226
LNLCCPT2_pos	9.98871936109226
LNLCCRNt_pos	9.98871936109226
LNLCt_neg	394.6208180869496
LNLCt_pos	3357.9400018243605
LNLNCACPT1_pos	20.251102977542224
LNLNCACPT2_pos	20.251102977542224
LNLNCACRNt_pos	20.251102977542224
LNLNCAt_neg	0.0
LNLNCAt_pos	3355.1665190073595
LNLNCGCPT1_pos	114.62684393170898
LNLNCGCPT2_pos	114.62684393170898
LNLNCGCRNt_pos	114.62684393170898
LNLNCGt_neg	49.56400083372887
LNLNCGt_pos	3358.713256557349
LNS14DM_pos	0.0
LNSTLSr_pos	75276.97760794379
LPASE_pos	10262.521331117527
LPCHOLt_neg	0.0
LPCHOLt_pos	11621.972098640726
LPCOXp_pos	49.00803674583157
LPS2_pos	4924.339428667945
LPS2e_pos	6250.272226603719
LPS3_pos	7892.70116855104
LPS3e_pos	5218.09072517205
LPS4e_pos	17743.987907121096
LPS_pos	4249.752395757474
LPSe_pos	5832.672811749243
LRAT1_pos	12001.850176666028
LRAT2_pos	12001.850176666028
LRAT_pos	11288.656330636852
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	75277.02176605459
LSTO2r_pos	75276.9776079438
LTA4H_pos	3385.762686647319
LTC4CP_neg	3191.173870040763
LTC4CP_pos	3191.173870040763
LTC4Sr_pos	17784.651397461654
LTD4DP_neg	3191.173870040763
LTD4DP_pos	3191.173870040763
LTDCL_pos	0.0
LYSATB0tc_pos	1691.563643750992
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	49.00803674583157
LYSt4_pos	927.0954398748969
LYStiDF_pos	637.8078420506133
LYStip_pos	49.00803674583157
LYStm_neg	1484.219401808328
LYStm_pos	1178.8844921534157
LYStn_neg	9530.251009199366
LYStn_pos	0.0
L_LACDcm_pos	4016.910211357321
L_LACt2r_neg	454.05714042749037
L_LACt2r_pos	454.05714042749037
L_LACt4r_neg	1246.396309619122
L_LACt4r_pos	1246.396309619122
M1316Mg_pos	17388.22778911396
M13N2Tg_pos	17388.22778911396
M13N4Tg_pos	925.9676343040907
M14NTg_pos	17388.227789113957
M16N4Tg_pos	925.9676343040907
M16N6Tg_pos	925.9676343040907
M16NTg_pos	17388.22778911396
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	57.2200186930309
M4CET3er_pos	57.220018693030894
M4MPDOL_Lter_pos	17388.227789113957
M4MPDOL_Uter_pos	17388.227789113957
M7MASNBterg_pos	17388.22778911396
M8MASNterg_pos	17391.416658480943
MACACI_pos	46017.74166135874
MACOXO_pos	13019.6536539949
MAGt_neg	9926.446962473787
MAGt_pos	6227.466405627667
MALSO3tm_neg	441.59709703551584
MALSO3tm_pos	441.59709703551584
MALSO4tm_neg	441.59709703551584
MALSO4tm_pos	441.59709703551584
MALTSULtm_neg	441.59709703551584
MALTSULtm_pos	441.59709703551584
MALT_pos	4276.889558699655
MALTe_pos	3018.8456903059373
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4276.889558699655
MAL_Lte_neg	9295.388364312392
MAL_Lte_pos	5257.690906950152
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.331558219088608
MALtm_neg	419.6260414652422
MALtm_pos	441.59709703551584
MAN1PT2_pos	3134.303080775648
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9145.71755348129
MAN6PI_pos	5266.085447286178
MANt1r_neg	1115.7626353040648
MANt1r_pos	1123.611023143737
MANt4_neg	1123.611023143737
MANt4_pos	1115.7626353040648
MANter_pos	17388.22778911396
MANtg_pos	17391.416658480946
MANtly_pos	17704.901482149562
MAOLNOR_pos	0.0
MAOX_pos	39826.0927547033
MCCCrm_neg	12693.293890034136
MCCCrm_pos	11674.926308335404
MCD_pos	4286.934156129266
MCDm_pos	4245.771205792914
MCDp_pos	0.0
MCITS_pos	14564.749354611073
MCLACCYSR_pos	16303.399568137505
MCLOR_neg	16303.399568137502
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.723416719083932
MDH_neg	2522.4991192014695
MDH_pos	5879.099099190432
MDHm_neg	5441.505445324847
MDHm_pos	2522.499119201469
MDHx_neg	11.331558219088608
MDHx_pos	0.0
MDRPD_pos	15244.687781948673
ME1m_pos	5391.159596979389
ME2_pos	5955.163912865445
ME2m_pos	5534.506490435512
MECOALm_neg	431.0751887977616
MECOALm_pos	431.0751887977616
MECOAS1m_neg	431.0751887977616
MECOAS1m_pos	431.0751887977616
MELATN23DOX_pos	0.0
MELATNOX_pos	6276.580142707623
MEOHt2_neg	22137.162188202212
MEOHt2_pos	5.688079183503621
MEOHtly_neg	0.0
MEOHtly_pos	11959.623934666271
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42430.85622638723
MERCPLACCYSt_pos	16303.399568137505
MESCOALm_pos	0.0
METATB0tc_pos	1629.9736810155796
METAT_pos	12819.16658939014
METLEUex_pos	659.9710520829651
METS_pos	10053.053611153797
METt4_pos	546.8533555596937
METtec_neg	546.8533555596937
METtec_pos	967.8288182720064
METyLATthc_pos	835.71997445587
MEVK1c_pos	20364.89223598297
MEVK1x_pos	18408.54840386848
MG1er_pos	17388.227789113957
MG2er_pos	17388.227789113957
MG3er_pos	17388.227789113957
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12693.293890034136
MGCHrm_pos	11674.926308335402
MGSA2_pos	6254.4379300891715
MGSA_pos	6254.832056291924
MHISOR_pos	13019.6536539949
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13822.076358864424
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15263.417123959021
MI134PK_pos	0.0
MI134PP_pos	13822.076358864422
MI13PP_pos	15263.417123959021
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13822.076358864424
MI145PKn_pos	0.0
MI145PP_pos	8933.193556683414
MI14P4P_pos	8224.832712681931
MI14PP_pos	7515.197040248693
MI14Ptn_neg	18110.27899139083
MI14Ptn_pos	0.0
MI1PP_pos	3895.8476012609117
MI1PS_pos	6420.418273425861
MI1P_Dtn_neg	18774.408402888104
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13822.076358864422
MI3PP_pos	13822.076358864422
MI4PP_pos	7515.197040248693
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.563456903059375
MLTG1ly_pos	0.0
MM5ag_pos	17391.41665848094
MM5bg_pos	17388.227789113957
MM5cg_pos	17388.22778911396
MM6B1ag_pos	17388.22778911396
MM6B1bg_pos	17388.22778911396
MM6B2g_pos	17388.22778911396
MM6ag_pos	17428.764406788832
MM6bg_pos	17391.416658480946
MM7Ag_pos	17428.764406788832
MM7B1g_pos	17388.22778911396
MM7B2g_pos	17388.227789113957
MM7Cag_pos	17391.416658480943
MM7Cbg_pos	17391.416658480943
MM8Ag_pos	17391.416658480943
MM8Ber_pos	17388.22778911396
MM8Cg_pos	17391.416658480943
MMCD_pos	0.0
MMCDm_pos	4206.9837198679825
MMCDp_pos	0.0
MMEm_neg	12830.888091756742
MMEm_pos	2112.1250033865463
MMMm_neg	9064.959273130517
MMMm_pos	12777.418505361402
MMSAD1m_pos	5222.85529127773
MMSAD3m_pos	10894.885365906164
MMTSADm_pos	2112.1250033865463
MOGAT_pos	4924.339428667944
MTAP_pos	15244.687781948676
MTHFC_neg	5278.915047651832
MTHFC_pos	8668.904697320819
MTHFCm_neg	13052.61559734141
MTHFCm_pos	5278.915047651832
MTHFD2_neg	821.6893659087668
MTHFD2_pos	833.7437662598168
MTHFD2m_neg	784.5080736445385
MTHFD2m_pos	784.5080736445385
MTHFD_neg	833.7437662598168
MTHFD_pos	821.6893659087668
MTHFDm_neg	784.5080736445385
MTHFDm_pos	784.5080736445385
MTHFR3_pos	827.7721054397898
MTHFTe_pos	1335.835071796392
MTHGXLt_pos	4736.93263836507
MTRI_neg	0.0
MTRI_pos	15244.68778194867
N2M2NMASNt_pos	17388.227789113957
N2M2NMASNtly_pos	17423.283867802504
N3Tg_pos	7777.112276097857
N4Tg_pos	7063.921613483712
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7523.246839952753
NACASPtm_pos	7523.246839952753
NACDe_pos	1900.0
NACHEX10ly_pos	12140.681003339978
NACHEX11ly_pos	12140.68100333998
NACHEX12ly_pos	12140.681003339974
NACHEX13ly_pos	12140.681003339978
NACHEX14ly_pos	12140.681003339972
NACHEX15ly_pos	12140.681003339974
NACHEX16ly_pos	12140.681003339976
NACHEX17ly_pos	12140.681003339976
NACHEX18ly_pos	12140.681003339976
NACHEX19ly_pos	12140.68100333997
NACHEX1ly_pos	85.31387919155469
NACHEX20ly_pos	12140.681003339967
NACHEX21ly_pos	12138.64906475325
NACHEX22ly_pos	12138.64906475325
NACHEX23ly_pos	7743.630773796401
NACHEX24ly_pos	7813.972829142516
NACHEX25ly_pos	7808.124175393056
NACHEX26ly_pos	7667.157758411563
NACHEX27ly_pos	24230.014569710733
NACHEX2ly_pos	187.7469758769803
NACHEX3ly_pos	102.00541277269929
NACHEX4ly_pos	85.09725654380628
NACHEX5ly_pos	85.09725654380628
NACHEX6ly_pos	130.5033033414585
NACHEX7ly_pos	130.50330334145843
NACHEX8ly_pos	151.29829929275044
NACHEX9ly_pos	151.29829929275044
NACHEXA10ly_pos	12138.649064753252
NACHEXA11ly_pos	12138.649064753254
NACHEXA12ly_pos	12138.649064753256
NACHEXA13ly_pos	12138.649064753248
NACHEXA14ly_pos	12138.649064753256
NACHEXA15ly_pos	12138.649064753246
NACHEXA16ly_pos	12138.649064753248
NACHEXA17ly_pos	12138.649064753254
NACHEXA18ly_pos	12138.649064753246
NACHEXA19ly_pos	12138.649064753252
NACHEXA1ly_pos	85.11979873601408
NACHEXA20ly_pos	7737.915549410046
NACHEXA21ly_pos	7808.124175393055
NACHEXA22ly_pos	7661.892430467473
NACHEXA2ly_pos	101.81133231715872
NACHEXA3ly_pos	84.92571828047346
NACHEXA4ly_pos	84.92571828047346
NACHEXA5ly_pos	130.33176507812564
NACHEXA6ly_pos	130.33176507812567
NACHEXA7ly_pos	150.9281598778562
NACHEXA8ly_pos	150.92815987785625
NACHEXA9ly_pos	12138.64906475325
NACHORCTL3le_pos	2215.731949475162
NACUP_pos	1900.0
NADH2_u10m_pos	4360.095675114547
NADHtpu_pos	1900.0
NADHtru_pos	5850.4572118594315
NADK_pos	0.0
NADN_pos	7979.353387406732
NADNe_pos	4.761468544632816
NADPHtru_pos	5729.810985288757
NADPHtxu_pos	10215.5722105746
NADPN_pos	0.0
NADPNe_pos	4.761468544632817
NADPtru_pos	5729.810985288757
NADPtxu_pos	10215.572210574603
NADS2_pos	5243.291830983286
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9728.291412772538
NADtpu_pos	1900.0
NADtru_pos	5850.4572118594315
NADtx_neg	3178.0565803487934
NADtx_pos	3342.9808096151646
NAGA2ly_pos	7148.762456101722
NAGAlby_pos	922.0054131261157
NAGAly_pos	11227.487907710894
NAGLCAly_pos	7148.762456101722
NAHCO3_HCLt_neg	1070.5752965182617
NAHCO3_HCLt_pos	1070.5752965182617
NAIt_neg	2243.9877159919383
NAIt_pos	1733.5138519603877
NAt3_1_neg	443.5417365544981
NAt3_1_pos	443.5417365544981
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	702.3486436330652
NAt5_pos	702.3486436330652
NAt_neg	557.9852182573126
NAt_pos	550.1368304176405
NAtx_neg	4187.141967040916
NAtx_pos	1286.0670732170502
NBAHH_ir_pos	4983.670006420128
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1234.8313012441913
NCKt_neg	2012.1227539929382
NCKt_pos	1985.1048067035567
NCNt_neg	2012.1643089094132
NCNt_pos	2012.1643089094132
NDP10ex_pos	7.6137270033350894
NDP3ex_pos	7.412354057549502
NDP6_pos	4182.057417337644
NDP7er_pos	12946.052148115503
NDP7ex_pos	15375.424267147217
NDP7g_pos	6422.530317379957
NDP8_pos	5769.402312048727
NDP8ex_pos	15398.853465507353
NDPK10_neg	4189.452863445921
NDPK10_pos	4189.452863445921
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4189.452863445921
NDPK10n_pos	4189.452863445921
NDPK1_neg	367.5158848918555
NDPK1_pos	367.5158848918555
NDPK1m_neg	423.05417061914625
NDPK1m_pos	423.05417061914625
NDPK1n_neg	369.18111010490134
NDPK1n_pos	369.18111010490134
NDPK2_neg	367.5158848918555
NDPK2_pos	367.5158848918555
NDPK2m_neg	9406.91733983594
NDPK2m_pos	0.0
NDPK2n_neg	369.18111010490134
NDPK2n_pos	369.18111010490134
NDPK3_neg	367.5158848918555
NDPK3_pos	367.5158848918555
NDPK3m_neg	0.0
NDPK3m_pos	13673.570406380928
NDPK3n_neg	369.18111010490134
NDPK3n_pos	369.18111010490134
NDPK4_neg	1143.0612065099149
NDPK4_pos	433.6129059396127
NDPK4m_pos	10002.539838816088
NDPK4n_neg	294.5874854040097
NDPK4n_pos	294.5874854040097
NDPK5_neg	367.5158848918555
NDPK5_pos	367.5158848918555
NDPK5m_pos	1941.4380269103126
NDPK5n_neg	369.18111010490134
NDPK5n_pos	369.18111010490134
NDPK6_neg	430.3597510638193
NDPK6_pos	659.3673728265771
NDPK6m_neg	659.3673728265771
NDPK6m_pos	4125.491598316753
NDPK6n_neg	0.0
NDPK6n_pos	14887.418014620962
NDPK7_neg	367.5158848918555
NDPK7_pos	367.5158848918555
NDPK7m_pos	25528.773243964297
NDPK7n_neg	369.18111010490134
NDPK7n_pos	369.18111010490134
NDPK8_neg	367.5158848918555
NDPK8_pos	367.5158848918555
NDPK8m_pos	8924.22045402341
NDPK8n_neg	294.5874854040097
NDPK8n_pos	294.5874854040097
NDPK9_neg	591.8460837193055
NDPK9_pos	591.8460837193055
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4189.452863445921
NDPK9n_pos	4189.452863445921
NH4t3r_neg	707.2041884002631
NH4t3r_pos	707.2041884002631
NH4tn_neg	12898.669061754057
NH4tn_pos	0.0
NH4tp_neg	9162.00396586862
NH4tp_pos	0.0
NICRNS_pos	4149.085303891741
NICRNTtn_neg	0.0
NICRNTtn_pos	11753.215209536
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	806.7627992211429
NKCC2t_pos	833.7807465105242
NKCCt_neg	806.3686689966834
NKCCt_pos	833.3866162860647
NMNATm_pos	0.0
NMNATn_pos	9728.291412772536
NMNATr_neg	5243.291830983286
NMNATr_pos	7979.353387406732
NMNS_pos	9736.75442121919
NMNtn_neg	0.0
NMNtn_pos	9728.291412772534
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11753.215209536
NNATr_pos	3452.0988185554943
NNMT_pos	47.00335509212215
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37475.01730952346
NOS1_pos	1290.8235097918493
NOS2_pos	1290.8235097918493
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4277.39865839214
NPTHLte_neg	0.0
NPTHLte_pos	7.525162887532749
NRPPHRSFt_pos	72222.18384064728
NRPPHRSULT_pos	72222.18384064728
NRPPHRVESSEC_pos	3594.3621051945133
NRPPHRt4_2_r_neg	1339.6957199871429
NRPPHRt4_2_r_pos	1323.445447274359
NRPPHRtu_neg	1317.6559665864631
NRPPHRtu_pos	1317.6559665864631
NRVNCCOAtx_neg	4996.564776519195
NRVNCCOAtx_pos	22.301467953512482
NRVNCCOAtxc_pos	4996.564776519194
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1196.8760949146274
NRVNCt_pos	1204.7244827542995
NS26T2g_pos	220.82553365729262
NS26Tg_pos	372.71719800342095
NT5C_pos	4197.851398477151
NTD10_pos	4404.961114345931
NTD11_pos	4045.0203442111265
NTD12_pos	0.0
NTD1_pos	3413.281207996146
NTD1m_pos	1742.08998926878
NTD2_pos	4213.0263401593475
NTD2e_pos	11975.434474460255
NTD2l_pos	0.0
NTD2m_pos	9406.91733983594
NTD3_pos	3670.511464172798
NTD3l_pos	0.0
NTD4_pos	3414.66436122026
NTD4e_pos	22.692857051891465
NTD4l_pos	0.0
NTD5_pos	3405.608292365067
NTD5l_pos	0.0
NTD5m_pos	1742.0899892687796
NTD6_pos	4194.701331384974
NTD6l_pos	0.0
NTD7_pos	3128.4036795350066
NTD7e_pos	9495.140111566972
NTD7l_pos	0.0
NTD8_pos	3441.0041837030417
NTD8l_pos	0.0
NTD9_pos	4578.80901898885
NTD9e_pos	22.127462486244813
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.125620126668581
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3567.9181061441404
O16G1e_pos	19.492950022812487
O16G2e_pos	21.73064140342436
O2St_neg	4.027791135824131
O2St_pos	8952.301721754113
O2Stm_neg	8919.522188914494
O2Stm_pos	5.293509161409999
O2Stn_neg	0.0
O2Stn_pos	9006.140424323288
O2Stx_neg	0.0
O2Stx_pos	8944.716969293486
O2t_neg	16214.25382117044
O2t_pos	4399.721817582743
O2ter_neg	24807.51488846814
O2ter_pos	9998.273410170623
O2tm_neg	9750.481030331131
O2tm_pos	5268.0961732551405
O2tn_neg	9006.140424323288
O2tn_pos	0.0
O2tp_neg	5537.651089434766
