	Ob.1012.b_S133_L007_R1_001
EX_duri(e)_neg	6.581725914558939
EX_duri(e)_pos	6768.104520472367
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.479181027687728
EX_ebastine(e)_neg	12.908763346294567
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.908763346294567
EX_eicostet(e)_neg	7.758495232919211
EX_eicostet(e)_pos	32.05300948708021
EX_elaid(e)_neg	6.951373868230301
EX_elaid(e)_pos	5069.79012826234
EX_estradiol(e)_neg	11.371945417981975
EX_estradiol(e)_pos	51114.66835016974
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	56511.753497469304
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59200.4523436173
EX_estrones(e)_neg	8.913861924434954
EX_estrones(e)_pos	54773.54051948375
EX_etoh(e)_neg	5.632950319464499
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.438726347855243
EX_fad(e)_pos	16224.930670643518
EX_fald(e)_neg	4.313337635645723
EX_fald(e)_pos	20995.05828440121
EX_fe2(e)_neg	3.4306587607047154
EX_fe2(e)_pos	50579.472123721505
EX_fe3(e)_neg	3.3099552316131815
EX_fe3(e)_pos	49142.09750062804
EX_fmn(e)_neg	16224.93067064352
EX_fmn(e)_pos	17155.490967693342
EX_fol(e)_neg	2232.0158145671758
EX_for(e)_neg	4.03424470583382
EX_for(e)_pos	14889.954194316835
EX_fru(e)_neg	4.983006083788642
EX_fru(e)_pos	2803.611871188371
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_pos	9730.125542458652
EX_fuc14galacglcgalgluside_hs(e)_neg	0.0
EX_fuc14galacglcgalgluside_hs(e)_pos	11529.445421501841
EX_fuc_L(e)_neg	0.0
EX_fuc_L(e)_pos	17437.710217257143
EX_fucacgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucacgalfucgalacglcgalgluside_hs(e)_pos	10476.407718230492
EX_fucacngal14acglcgalgluside_hs(e)_neg	0.0
EX_fucacngal14acglcgalgluside_hs(e)_pos	11511.435851732438
EX_fucacngalacglcgalgluside_hs(e)_neg	0.0
EX_fucacngalacglcgalgluside_hs(e)_pos	11549.388147917258
EX_fucfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc12gal14acglcgalgluside_hs(e)_pos	11004.088298889854
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_pos	9596.94539084804
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_pos	8857.399974448987
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_pos	9488.215092335666
EX_fucfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucfucgalacglcgalgluside_hs(e)_pos	11058.2988379107
EX_fucgal14acglcgalgluside_hs(e)_neg	0.0
EX_fucgal14acglcgalgluside_hs(e)_pos	11467.49051976373
EX_fucgalfucgalacglcgalgluside_hs(e)_neg	0.0
EX_fucgalfucgalacglcgalgluside_hs(e)_pos	10102.979660044955
EX_fucgalgbside_hs(e)_neg	0.0
EX_fucgalgbside_hs(e)_pos	10369.138978033161
EX_g1p(e)_neg	0.0
EX_g1p(e)_pos	5.374905692938523
EX_gal(e)_neg	4119.378261297651
EX_galacglcgalgbside_hs(e)_neg	0.0
EX_galacglcgalgbside_hs(e)_pos	9392.609525252969
EX_galfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_galfuc12gal14acglcgalgluside_hs(e)_pos	10271.987978486399
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_pos	9165.605243367807
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_pos	8245.33555782482
EX_galgalgalthcrm_hs(e)_neg	0.0
EX_galgalgalthcrm_hs(e)_pos	9602.402455328182
EX_galside_hs(e)_neg	0.0
EX_galside_hs(e)_pos	5.7
EX_gam(e)_neg	6340.268517533447
EX_gbside_hs(e)_neg	0.0
EX_gbside_hs(e)_pos	11184.474713105848
EX_gchola(e)_neg	3.8
EX_gchola(e)_pos	11755.138484247946
EX_gd1b2_hs(e)_neg	0.0
EX_gd1b2_hs(e)_pos	12320.223857483112
EX_gd1c_hs(e)_neg	0.0
EX_gd1c_hs(e)_pos	12400.225562674654
EX_gdp(e)_neg	3.0883090666301842
EX_gdp(e)_pos	3.0883090666301842
EX_glc(e)_neg	2.375
EX_glc(e)_pos	2570.2528769058026
EX_glcur(e)_neg	5.330658760704716
EX_glcur(e)_pos	10.909751874878298
EX_glgchlo(e)_neg	0.0
EX_glgchlo(e)_pos	13644.720274803456
EX_gln_L(e)_neg	4.802487712060668
EX_gln_L(e)_pos	7991.626379147203
EX_gltcho(e)_neg	0.0
EX_gltcho(e)_pos	14842.303188065733
EX_gltdechol(e)_neg	0.0
EX_gltdechol(e)_pos	3800.0
EX_glu_L(e)_neg	3.6026219587477324
EX_glu_L(e)_pos	8379.886982466389
EX_gluala(e)_neg	5.380468083755862
EX_gluala(e)_pos	9319.171003747506
EX_gly(e)_neg	5634.570389418172
EX_glyb(e)_neg	18.38428290359202
EX_glyb(e)_pos	10279.71725160936
EX_glyc(e)_neg	4119.378261297651
EX_glyc_S(e)_neg	0.0
EX_glyc_S(e)_pos	6415.348128742559
EX_glygly(e)_neg	12795.109830589696
EX_glygn2(e)_neg	13.451103871662822
EX_glygn2(e)_pos	0.0
EX_glygn4(e)_neg	4.275
EX_glygn4(e)_pos	13.451103871662822
EX_glygn5(e)_neg	5.0907141499681225
EX_glygn5(e)_pos	19.49315103631215
EX_glyleu(e)_neg	9619.308630946707
EX_glyphe(e)_neg	10831.885104930996
EX_glypro(e)_neg	9367.150554552041
EX_glysar(e)_neg	16976.719523968266
EX_gmp(e)_neg	6.171489752164609
EX_gmp(e)_pos	7.302384617436334
EX_gp1c_hs(e)_neg	0.0
EX_gp1c_hs(e)_pos	12996.718119666491
EX_gp1calpha_hs(e)_neg	0.0
EX_gp1calpha_hs(e)_pos	13032.424792830445
EX_gq1b_hs(e)_neg	0.0
EX_gq1b_hs(e)_pos	12820.7308508416
EX_gq1balpha_hs(e)_neg	0.0
EX_gq1balpha_hs(e)_pos	12741.937047255355
EX_gsn(e)_neg	5805.350546778183
EX_gt1a_hs(e)_neg	0.0
EX_gt1a_hs(e)_pos	12572.798686146183
EX_gthox(e)_neg	0.0
EX_gthox(e)_pos	15143.176716677695
EX_gthrd(e)_neg	2.5540558307013193
EX_gthrd(e)_pos	13753.307992769991
EX_gtp(e)_neg	3.0883090666301842
EX_gtp(e)_pos	0.0
EX_gua(e)_neg	6.380187351212018
EX_gua(e)_pos	6119.81444682202
EX_gum(e)_neg	3800.0
EX_gum(e)_pos	0.0
EX_gumdchac(e)_neg	0.0
EX_gumdchac(e)_pos	3800.0
EX_gumgchol(e)_neg	0.0
EX_gumgchol(e)_pos	13644.720274803454
EX_gumtchol(e)_neg	0.0
EX_gumtchol(e)_pos	14842.303188065733
EX_h(e)_neg	233.7116091611094
EX_h(e)_pos	2235.831644871194
EX_h2o(e)_neg	246.22308042127264
EX_h2o(e)_pos	3454.1812837736848
EX_h2o2(e)_neg	3.99191328759835
EX_h2o2(e)_pos	5719.392175555139
EX_ha(e)_neg	36.52281576392227
EX_ha(e)_pos	18608.040572066097
EX_ha_pre1(e)_neg	14.82814869969234
EX_ha_pre1(e)_pos	19061.220907670155
EX_hco3(e)_neg	435.48829615669564
EX_hco3(e)_pos	5258.685816218867
EX_hcoumarin(e)_neg	0.0
EX_hcoumarin(e)_pos	7.479181027687728
EX_hdca(e)_neg	6.5811677804625175
EX_hdca(e)_pos	12920.675836208029
EX_hdcea(e)_neg	10215.826348092489
EX_hestratriol(e)_neg	0.0
EX_hestratriol(e)_pos	50342.76126200381
EX_hexc(e)_neg	9.916709306368956
EX_hexc(e)_pos	0.0
EX_his_L(e)_neg	5276.389265796322
EX_hista(e)_neg	10.632090780870813
EX_hista(e)_pos	5276.389265796322
EX_hom_L(e)_neg	0.0
EX_hom_L(e)_pos	0.0
EX_hpdca(e)_neg	32.820705739326336
EX_hpdca(e)_pos	0.0
EX_hspg(e)_neg	344.6576713434461
EX_hspg(e)_pos	0.0
EX_htaxol(e)_neg	0.0
EX_htaxol(e)_pos	7.479181027687728
EX_hxan(e)_neg	5.694235308631024
EX_hxan(e)_pos	6013.95166851763
EX_hyptaur(e)_neg	2850.0
EX_hyptaur(e)_pos	4750.0
EX_i(e)_neg	10.0368739716225
EX_i(e)_pos	0.0
EX_idour(e)_neg	0.0
EX_idour(e)_pos	446.9606998712137
EX_idp(e)_neg	2.15388779454894
EX_idp(e)_pos	3.2439555562151496
EX_ile_L(e)_neg	4.75
EX_ile_L(e)_pos	7606.939776285613
EX_imp(e)_neg	0.0
EX_imp(e)_pos	7.449839186516827
EX_inost(e)_neg	11.055308275919984
EX_inost(e)_pos	6351.930237147009
EX_ins(e)_neg	5918.154172331991
EX_itp(e)_neg	3.2439555562151496
EX_itp(e)_pos	3.242138115913897
EX_ivcrn_neg	0.0
EX_ivcrn_pos	10804.973056407749
EX_k(e)_neg	0.0
EX_k(e)_pos	0.0
EX_ksi(e)_neg	4.044126873612389
EX_ksi(e)_pos	1784.9924555358596
EX_ksi_deg1(e)_neg	0.0
EX_ksi_deg1(e)_pos	1757.0668082980867
EX_ksii_core2(e)_neg	99.15844149146108
EX_ksii_core2(e)_pos	294.82975282864373
EX_ksii_core4(e)_neg	107.09174059993803
EX_ksii_core4(e)_pos	486.89345169301777
EX_lac_D(e)_neg	2.3613299682438726
EX_lac_D(e)_pos	3536.313992249876
EX_lac_L(e)_neg	2.3613299682438726
EX_lac_L(e)_pos	3487.4751350725123
EX_lcts(e)_neg	4.35046382786513
EX_lcts(e)_pos	7299.470028823891
EX_leu_L(e)_neg	4.75
EX_leu_L(e)_pos	3768.508186106764
EX_leugly(e)_neg	9619.308630946709
EX_leuktrA4(e)_neg	3.574736962911193
EX_leuktrA4(e)_pos	4310.056333791916
EX_leuktrB4(e)_neg	0.0
EX_leuktrB4(e)_pos	3429.393422319922
EX_leuktrC4(e)_neg	5.689526706025505
EX_leuktrC4(e)_pos	22017.859107543096
EX_leuktrD4(e)_neg	4.167755032717703
EX_leuktrD4(e)_pos	17767.84969219751
EX_leuktrE4(e)_neg	4.799356030812058
EX_leuktrE4(e)_pos	17295.317544302467
EX_leuktrF4(e)_neg	5.654584036526429
EX_leuktrF4(e)_pos	20975.267294466932
EX_leuleu(e)_neg	10100.372262896402
EX_lgnc(e)_neg	20.874563047822406
EX_lgnc(e)_pos	9.916709306368956
EX_limnen(e)_neg	7.479181027687727
EX_limnen(e)_pos	0.0
EX_lipoate(e)_neg	0.0
EX_lipoate(e)_pos	0.0
EX_lneldc(e)_neg	13.749014381034339
EX_lneldc(e)_pos	9084.320521998145
EX_lnlc(e)_neg	6.041482640526916
EX_lnlc(e)_pos	0.0
EX_lnlnca(e)_neg	6.90607641552554
EX_lnlnca(e)_pos	0.0
EX_lnlncg(e)_neg	12.5317642877156
EX_lnlncg(e)_pos	49.235783647209985
EX_lpchol_hs(e)_neg	13700.392189365244
EX_lys_L(e)_neg	12.3767681809096
EX_lys_L(e)_pos	3.940095318877691
EX_mag_hs(e)_neg	5204.758856299696
EX_mal_L(e)_neg	5340.412949963353
EX_mal_L(e)_pos	9141.469472080349
EX_malcoa(e)_neg	5.255917513243867
EX_malcoa(e)_pos	0.0
EX_malt(e)_neg	3020.357074984061
EX_malthp(e)_neg	4.275
EX_malthp(e)_pos	19.28291521306552
EX_malthx(e)_neg	2.85
EX_malthx(e)_pos	15.187481188857422
EX_maltpt(e)_neg	2.85
EX_maltpt(e)_pos	13.2
EX_malttr(e)_neg	2.6469047166560404
EX_malttr(e)_pos	30.6
EX_maltttr(e)_neg	2.85
EX_maltttr(e)_pos	20.6
EX_man(e)_neg	5205.525024154306
EX_meoh(e)_neg	5.632950319464498
EX_meoh(e)_pos	21839.76598453113
EX_mepi(e)_neg	0.0
EX_mepi(e)_pos	41907.9924038924
EX_mercplaccys(e)_neg	0.0
EX_mercplaccys(e)_pos	15796.139716836826
EX_met_L(e)_neg	10.67071818761808
EX_met_L(e)_pos	10091.911136824081
EX_mthgxl(e)_neg	0.0
EX_mthgxl(e)_pos	4673.754112154905
EX_n2m2nmasn(e)_neg	58.57415469568317
EX_n2m2nmasn(e)_pos	756.1476224628396
EX_na1(e)_neg	0.0
EX_nac(e)_neg	11.60259610753159
EX_nac(e)_pos	28.85474627542445
EX_nad(e)_neg	4.735494499945366
EX_nad(e)_pos	0.0
EX_nadp(e)_neg	4.735494499945367
EX_nadp(e)_pos	0.0
EX_ncam(e)_neg	2.8499999999999996
EX_ncam(e)_pos	19.380677664517016
EX_nh4(e)_neg	524.5197971058788
EX_nh4(e)_pos	4998.550630334659
EX_nifedipine(e)_neg	0.0
EX_nifedipine(e)_pos	0.0
EX_no(e)_neg	6.842637427143382
EX_no(e)_pos	57645.55225260466
EX_no2(e)_neg	5.330658760704716
EX_no2(e)_pos	5.454875937439148
EX_npthl(e)_neg	7.479181027687728
EX_npthl(e)_pos	0.0
EX_nrpphr(e)_neg	5.703573858322718
EX_nrpphr(e)_pos	29595.226012032403
EX_nrpphrsf(e)_neg	0.0
EX_nrpphrsf(e)_pos	71473.08044312833
EX_nrvnc(e)_neg	21.515943651201713
EX_nrvnc(e)_pos	0.0
EX_o2(e)_neg	3727.7351238495116
EX_o2s(e)_neg	3.1972329666436186
EX_o2s(e)_pos	8909.622973885389
EX_oagd3_hs(e)_neg	0.0
EX_oagd3_hs(e)_pos	19157.630519557002
EX_oagt3_hs(e)_neg	0.0
EX_oagt3_hs(e)_pos	18413.64012320763
EX_ocdca(e)_neg	5087.856846530665
EX_ocdcea(e)_neg	6.918312788868937
EX_ocdcea(e)_pos	8834.928439664573
EX_octa(e)_neg	8846.054560841507
EX_oh1(e)_neg	0.0
EX_oh1(e)_pos	0.0
EX_omeprazole(e)_neg	7.479181027687728
EX_omeprazole(e)_pos	0.0
EX_onpthl(e)_neg	0.0
EX_onpthl(e)_pos	7.479181027687729
EX_orn(e)_neg	4.424110131501685
EX_orn(e)_pos	11145.62480291032
EX_orot(e)_neg	6.616233117789526
EX_orot(e)_pos	8360.897200915813
EX_oxa(e)_neg	0.0
EX_oxa(e)_pos	11089.662232801184
EX_paf_hs(e)_neg	4.717844963652784
EX_paf_hs(e)_pos	6.770326596851028
EX_pan4p(e)_neg	5362.493578202888
EX_pan4p(e)_pos	6618.233496760794
EX_pchol_hs(e)_neg	13.778753242248325
EX_pchol_hs(e)_pos	10425.005058136716
EX_pe_hs(e)_neg	3325.0
EX_pect(e)_neg	5046.490249624549
EX_pect(e)_pos	0.0
EX_pectindchac(e)_neg	0.0
EX_pectindchac(e)_pos	5046.4902496245495
EX_pectingchol(e)_neg	0.0
EX_pectingchol(e)_pos	14268.513317482099
EX_pectintchol(e)_neg	0.0
EX_pectintchol(e)_pos	15348.769760041518
EX_peplys(e)_neg	0.0
EX_peplys(e)_pos	0.0
EX_perillyl(e)_neg	0.0
EX_perillyl(e)_pos	7.479181027687727
EX_pglyc_hs(e)_neg	5.349824996726134
EX_pglyc_hs(e)_pos	13408.110230228724
EX_phe_L(e)_neg	5937.87566188798
EX_pheacgln(e)_neg	0.0
EX_pheacgln(e)_pos	18762.545608707158
EX_pheme(e)_neg	50591.535600298266
EX_phyQ(e)_neg	0.0
EX_phyQ(e)_pos	0.0
EX_phyt(e)_neg	45.880768881694124
EX_phyt(e)_pos	0.0
EX_pi(e)_neg	494.5284059810983
EX_pi(e)_pos	6154.972601695735
EX_pnto_R(e)_neg	285.0
EX_pnto_R(e)_pos	6139.002392738032
EX_ppa(e)_neg	4.6097868380605584
EX_ppa(e)_pos	10035.010918531103
EX_ppi(e)_neg	3.7739137878154394
EX_ppi(e)_pos	21423.309993149396
EX_prgstrn(e)_neg	6.229297681900793
EX_prgstrn(e)_pos	60940.31341747351
EX_pro_D(e)_neg	0.0
EX_pro_D(e)_pos	0.0
EX_pro_L(e)_neg	6.457133877289319
EX_pro_L(e)_pos	8152.237124733503
EX_progly(e)_neg	9367.150554552041
EX_prostgd2(e)_neg	2.7524683161052357
EX_prostgd2(e)_pos	137.30977652109488
EX_prostge1(e)_neg	4.355609441671171
EX_prostge1(e)_pos	15.766828325013512
EX_prostge2(e)_neg	3.3791769901982653
EX_prostge2(e)_pos	16.360386224229906
EX_prostgf2(e)_neg	5.0422698384958045
EX_prostgf2(e)_pos	142.55223983919117
EX_prostgh2(e)_neg	2.7524683161052357
EX_prostgh2(e)_pos	134.2472673654689
EX_prostgi2(e)_neg	6.1593877150945575
EX_prostgi2(e)_pos	161.88891938606386
EX_prpp(e)_neg	3.9769954021029124
EX_prpp(e)_pos	26586.910770227692
EX_ps_hs(e)_neg	6.390196926364211
EX_ps_hs(e)_pos	14284.231076656382
EX_psyl(e)_neg	3800.0
EX_psyl(e)_pos	0.0
EX_psylchol(e)_neg	0.0
EX_psylchol(e)_pos	13644.720274803456
EX_psyltchol(e)_neg	0.0
EX_psyltchol(e)_pos	14842.303188065733
EX_psyltdechol(e)_neg	0.0
EX_psyltdechol(e)_pos	3800.0
EX_ptdca(e)_neg	28.690348244256988
EX_ptdca(e)_pos	0.0
EX_ptrc(e)_neg	5.577900171089524
EX_ptrc(e)_pos	14221.7905274196
EX_ptth(e)_neg	6138.647765513724
EX_ptth(e)_pos	5661.274518792391
EX_pydam(e)_neg	10057.672077898484
EX_pydx(e)_neg	7819.339907445882
EX_pydx5p(e)_neg	8.848417299990935
EX_pydx5p(e)_pos	9522.056821676915
EX_pydxn(e)_neg	9067.380315400243
EX_pyr(e)_neg	3.5570774524700743
EX_pyr(e)_pos	4368.764298622277
EX_q10(e)_neg	5549.653274184711
EX_q10h2(e)_pos	5549.653274184711
EX_rbt(e)_neg	0.0
EX_rbt(e)_pos	6409.041109164019
EX_retfa(e)_neg	5.454875937439149
EX_retfa(e)_pos	1211.753802671919
EX_retinol(e)_neg	796.746275167981
EX_retinol(e)_pos	23.913820114183416
EX_retinol_9_cis(e)_neg	0.0
EX_retinol_9_cis(e)_pos	1613.1076028751681
EX_retinol_cis_11(e)_neg	0.0
EX_retinol_cis_11(e)_pos	1613.1076028751681
EX_retn(e)_neg	341.89890445306077
EX_retn(e)_pos	818.3286258743616
EX_retnglc(e)_neg	0.0
EX_retnglc(e)_pos	3866.431559386486
EX_rib_D(e)_neg	4975.721852842305
EX_ribflv(e)_neg	17173.936576023785
EX_s2l2fn2m2masn(e)_neg	4.044126873612389
EX_s2l2fn2m2masn(e)_pos	786.2930724516152
EX_s2l2n2m2masn(e)_neg	74.39812747431405
EX_s2l2n2m2masn(e)_pos	651.5754698993962
EX_sarcs(e)_neg	9.90970837341283
EX_sarcs(e)_pos	0.0
EX_sbt-d(e)_neg	4926.962915978995
EX_sel(e)_neg	0.0
EX_sel(e)_pos	0.0
EX_ser_D(e)_neg	0.0
EX_ser_D(e)_pos	0.0
EX_ser_L(e)_neg	3.4716929207114364
EX_ser_L(e)_pos	6699.806246015954
EX_sfcys(e)_pos	21246.593099735324
EX_sl_L(e)_neg	0.0
EX_sl_L(e)_pos	14622.593534735712
EX_so3(e)_neg	0.0
EX_so3(e)_pos	0.0
EX_so4(e)_neg	1192.7211271478818
EX_so4(e)_pos	13554.447612358219
EX_spc_hs(e)_neg	11.338815071330986
EX_spc_hs(e)_pos	28037.80360937629
EX_sph1p(e)_neg	13.115247872236013
EX_sph1p(e)_pos	19191.058038094572
EX_sphs1p(e)_neg	9.283736897740509
EX_sphs1p(e)_pos	32216.557652289237
EX_spmd(e)_neg	5.397936039350868
EX_spmd(e)_pos	23623.17392653755
EX_sprm(e)_neg	2.001007210629271
EX_sprm(e)_pos	15195.161942392975
EX_srtn(e)_neg	0.0
EX_srtn(e)_pos	7.512008837527346
EX_strch1(e)_neg	13.451103871662822
EX_strch1(e)_pos	0.0
EX_strch2(e)_neg	5.3953570749840605
EX_strch2(e)_pos	13.451103871662822
EX_strdnc(e)_neg	9.605553335986297
EX_strdnc(e)_pos	6.93697496897247
EX_succ(e)_neg	6.17851634533347
EX_succ(e)_pos	5455.980031630847
EX_sucr(e)_neg	3.4953570749840615
EX_sucr(e)_pos	0.0
EX_tag_hs(e)_neg	8.195521875996143
EX_tag_hs(e)_pos	7.946792679480534
EX_tagat_D(e)_neg	6.971367310407915
EX_tagat_D(e)_pos	0.0
EX_taur(e)_neg	2.3134227263425267
EX_taur(e)_pos	2850.0
EX_taxol(e)_neg	7.479181027687727
EX_taxol(e)_pos	0.0
EX_tchola(e)_neg	3.8
EX_tchola(e)_pos	12953.999438017629
EX_tcynt(e)_neg	5.330658760704717
EX_tcynt(e)_pos	11.11489399199019
EX_tdchola(e)_neg	5.499452997238123
EX_tdchola(e)_pos	66599.74183400584
EX_tdcrn_neg	0.0
EX_tdcrn_pos	8036.40782954596
EX_tdechola(e)_neg	3800.0
EX_tdechola(e)_pos	0.0
EX_tetdec2crn_neg	0.0
EX_tetdec2crn_pos	12461.597951751288
EX_tetdece1crn_neg	0.0
EX_tetdece1crn_pos	12461.597951751288
EX_tethex3(e)_neg	10.072772071381577
EX_tethex3(e)_pos	7.816137948749046
EX_tetpent3(e)_neg	7.816137948749047
EX_tetpent3(e)_pos	0.0
EX_tetpent6(e)_neg	10.777086242316955
EX_tetpent6(e)_pos	0.0
EX_tettet6(e)_neg	10.072772071381575
EX_tettet6(e)_pos	0.0
EX_thf(e)_neg	6.139294089393835
EX_thf(e)_pos	4939.742145237847
EX_thm(e)_neg	11928.790195128275
EX_thmmp(e)_neg	9.064058836296295
EX_thmmp(e)_pos	11928.790195128275
EX_thmtp(e)_neg	0.0
EX_thmtp(e)_pos	27565.42849740142
EX_thr_L(e)_neg	4.835518763469268
EX_thr_L(e)_pos	0.0
EX_thym(e)_neg	9.137646085984603
EX_thym(e)_pos	11871.400370632757
EX_thymd(e)_neg	5.912441469844018
EX_thymd(e)_pos	0.0
EX_thyox_L(e)_neg	0.0
EX_thyox_L(e)_pos	10.036873971622502
EX_tmndnc(e)_neg	13.123943107479057
EX_tmndnc(e)_pos	240.04965469458037
EX_tolbutamide(e)_neg	7.479181027687728
EX_tolbutamide(e)_pos	0.0
EX_tre(e)_neg	3.062595342327943
EX_tre(e)_pos	0.0
EX_triodthy(e)_neg	9.880275565340545
EX_triodthy(e)_pos	10.801891002770985
EX_triodthysuf(e)_neg	0.0
EX_triodthysuf(e)_pos	21.026445210768294
EX_trp_L(e)_neg	7.266508115601718
EX_trp_L(e)_pos	0.0
EX_tststerone(e)_neg	8.95638997338276
EX_tststerone(e)_pos	54172.97834854327
EX_tststeroneglc(e)_neg	0.0
EX_tststeroneglc(e)_pos	67688.438321998
EX_tststerones(e)_neg	0.0
EX_tststerones(e)_pos	59882.6870386
EX_tsul(e)_neg	11.858380048696631
EX_tsul(e)_pos	0.0
EX_ttdca(e)_neg	7198.010200787537
EX_txa2(e)_neg	0.0
EX_txa2(e)_pos	168.20489441051856
EX_tymsf(e)_neg	0.0
EX_tymsf(e)_pos	19351.781780298625
EX_tyr_L(e)_neg	3.3158984245890464
EX_tyr_L(e)_pos	5500.787162429016
EX_udp(e)_neg	3.0883090666301842
EX_udp(e)_pos	22487.224882835333
EX_udpg(e)_neg	5.374905692938523
EX_udpg(e)_pos	0.0
EX_udpgal(e)_neg	5.7
EX_udpgal(e)_pos	0.0
EX_ump(e)_neg	3.408152282308753
EX_ump(e)_pos	14414.964880862803
EX_ura(e)_neg	5.481539080011451
EX_ura(e)_pos	7203.076789280299
EX_urate(e)_neg	4.75
EX_urate(e)_pos	8855.781483608867
EX_urea(e)_neg	4.75
EX_urea(e)_pos	11291.984321901728
EX_uri(e)_neg	4.8936813270183945
EX_uri(e)_pos	5774.7699666525195
EX_utp(e)_neg	3.0883090666301842
EX_utp(e)_pos	25963.26710666684
EX_vacc(e)_neg	7.795244067060272
EX_vacc(e)_pos	8811.787250050738
EX_val_L(e)_neg	6.218225329986165
EX_val_L(e)_pos	7610.824320450986
EX_vitd2(e)_neg	0.0
EX_vitd2(e)_pos	0.0
EX_vitd3(e)_neg	7492.753448051988
EX_whddca(e)_neg	0.0
EX_whddca(e)_pos	7.47918102768773
EX_whhdca(e)_neg	0.0
EX_whhdca(e)_pos	18046.701242733918
EX_whtststerone(e)_neg	0.0
EX_whtststerone(e)_pos	0.0
EX_whttdca(e)_neg	0.0
EX_whttdca(e)_pos	7485.241599980475
EX_xolest2_hs(e)_neg	5.454875937439149
EX_xolest2_hs(e)_pos	14786.911914511546
EX_xolest_hs(e)_neg	0.0
EX_xolest_hs(e)_pos	0.0
EX_xoltri24(e)_neg	0.0
EX_xoltri24(e)_pos	53466.513163879914
EX_xoltri25(e)_neg	0.0
EX_xoltri25(e)_pos	53739.20148235407
EX_xoltri27(e)_neg	0.0
EX_xoltri27(e)_pos	53668.88413323822
EX_xyl_D(e)_neg	0.0
EX_xyl_D(e)_pos	842.5703828472962
EX_xylt(e)_neg	5061.998863005638
EX_yvite(e)_neg	2.8499999999999996
EX_yvite(e)_pos	0.0
F1Atg_neg	0.0
F1Atg_pos	6915.8091716593335
F1PGT_neg	0.0
F1PGT_pos	17696.931407567896
F6Tg_pos	17447.895964561718
FA120ACPH_neg	0.0
FA120ACPH_pos	0.0
FA140ACPH_neg	0.0
FA140ACPH_pos	0.0
FA141ACPH_neg	0.0
FA141ACPH_pos	0.0
FA160ACPH_neg	0.0
FA160ACPH_pos	0.0
FA161ACPH_neg	0.0
FA161ACPH_pos	0.0
FA180ACPH_neg	0.0
FA180ACPH_pos	0.0
FA181ACPH_neg	0.0
FA181ACPH_pos	0.0
FA1821ACPH_neg	0.0
FA1821ACPH_pos	0.0
FA1822ACPH_neg	0.0
FA1822ACPH_pos	0.0
FA182ACPH_neg	0.0
FA182ACPH_pos	0.0
FACOAL140i_pos	8001.3033857484315
FACOAL150_neg	0.0
FACOAL150_pos	28.690348244256988
FACOAL160i_pos	8257.314655659871
FACOAL161_neg	20515.66407902949
FACOAL161_pos	10285.146083177511
FACOAL170_neg	0.0
FACOAL170_pos	32.820705739326336
FACOAL180i_pos	3166.04006225827
FACOAL1812_neg	8811.787250050738
FACOAL1812_pos	7.8117508041783035
FACOAL1813_neg	5069.79012826234
FACOAL1813_pos	6.951373868230301
FACOAL181i_pos	4016.260281160913
FACOAL1821_neg	363.19972790039117
FACOAL1821_pos	9690.756089230192
FACOAL1822_neg	9084.320521998146
FACOAL1822_pos	13.74901438103434
FACOAL1831_neg	5115.23410262566
FACOAL1831_pos	12.531764287715609
FACOAL1832_neg	0.0
FACOAL1832_pos	6.90607641552554
FACOAL184_neg	6.93697496897247
FACOAL184_pos	13.273295024027881
FACOAL191_pos	6914.971256648209
FACOAL200_pos	3181.9224150349405
FACOAL203_neg	48.333092435681436
FACOAL203_pos	6.116216841070167
FACOAL2042_neg	32.05300948708021
FACOAL2042_pos	7.758495232919212
FACOAL204_neg	7317.882477851792
FACOAL204_pos	12.327619420823183
FACOAL205_neg	240.04965469458037
FACOAL205_pos	13.123943107479054
FACOAL206_neg	0.0
FACOAL206_pos	45.88076888169413
FACOAL224_neg	133.61742746516282
