	WT.1012.a_S120_L007_R1_001
LEUPHELAT2tc_neg	647.5842186667552
LEUPHELAT2tc_pos	647.5842186667552
LEUTA_neg	7792.099960355163
LEUTA_pos	4148.507753350751
LEUTAm_neg	4148.507753350751
LEUTAm_pos	12437.572457758812
LEUt4_pos	541.8748176977379
LEUt5m_neg	4148.507753350751
LEUt5m_pos	12437.572457758812
LEUtec_neg	541.8748176977379
LEUtec_pos	647.5842186667552
LEUyLAThtc_pos	921.5959798220332
LFORKYNHYD_pos	10.095734391374867
LGNCCOAtcx_pos	5100.948592553261
LGNCCOAtx_neg	5100.948592553262
LGNCCOAtx_pos	22.59602009589518
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	350.9838034300601
LGNCt_pos	365.08901062748106
LGTHL_pos	311.1488508564398
LIMNENte_neg	0.0
LIMNENte_pos	7.585530511833834
LINKDEG1ly_pos	357.3745527843087
LINKDEG2ly_pos	189.89225628166596
LINKDEG3ly_pos	217.31572595943456
LINKDEG4ly_pos	153.01895030596975
LINOFATPtc_pos	459.9590244773693
LIPOti_pos	0.0
LNELDCCPT1_pos	22759.848819373132
LNELDCCPT2_pos	22759.848819373132
LNELDCCRNt_pos	22759.848819373132
LNELDCt_neg	9226.249511115158
LNELDCt_pos	14.208648147255204
LNLCCPT1_pos	10.237885427112653
LNLCCPT2_pos	10.237885427112653
LNLCCRNt_pos	10.237885427112653
LNLCt_neg	459.9590244773693
LNLCt_pos	3501.556367760396
LNLNCACPT1_pos	20.713692042813836
LNLNCACPT2_pos	20.713692042813836
LNLNCACRNt_pos	20.713692042813836
LNLNCAt_neg	0.0
LNLNCAt_pos	3498.7177429509984
LNLNCGCPT1_pos	116.63638961161158
LNLNCGCPT2_pos	116.63638961161158
LNLNCGCRNt_pos	116.63638961161158
LNLNCGt_neg	49.94994933669743
LNLNCGt_pos	3502.4164956058135
LNS14DM_pos	0.0
LNSTLSr_pos	76203.8819849108
LPASE_pos	10393.112963603133
LPCHOLt_neg	0.0
LPCHOLt_pos	11805.39212925073
LPCOXp_pos	49.69533418766857
LPS2_pos	4826.466305716296
LPS2e_pos	6280.675318323982
LPS3_pos	7968.967477140965
LPS3e_pos	5322.0919167515485
LPS4e_pos	18134.837339295285
LPS_pos	4353.088511863563
LPSe_pos	6009.761418649993
LRAT1_pos	12119.898682468584
LRAT2_pos	12119.898682468584
LRAT_pos	11425.360244871408
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	76203.98566187732
LSTO2r_pos	76203.8819849108
LTA4H_pos	3469.3551739193704
LTC4CP_neg	3157.5270516777305
LTC4CP_pos	3157.5270516777305
LTC4Sr_pos	17990.857035065295
LTD4DP_neg	3157.5270516777305
LTD4DP_pos	3157.5270516777305
LTDCL_pos	0.0
LYSATB0tc_pos	1802.713643499167
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	49.69533418766857
LYSt4_pos	1073.7230454374
LYStiDF_pos	724.0926572252858
LYStip_pos	49.69533418766857
LYStm_neg	1516.6392633689136
LYStm_pos	1206.9639288765384
LYStn_neg	9751.466336177806
LYStn_pos	0.0
L_LACDcm_pos	4231.595805291137
L_LACt2r_neg	514.883634036611
L_LACt2r_pos	514.883634036611
L_LACt4r_neg	1279.2190182302857
L_LACt4r_pos	1279.2190182302857
M1316Mg_pos	17766.933627111397
M13N2Tg_pos	17766.933627111397
M13N4Tg_pos	944.2195903653222
M14NTg_pos	17766.933627111397
M16N4Tg_pos	944.2195903653222
M16N6Tg_pos	944.2195903653222
M16NTg_pos	17766.933627111397
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	59.045572653525724
M4CET3er_pos	59.0455726535257
M4MPDOL_Lter_pos	17766.933627111397
M4MPDOL_Uter_pos	17766.933627111397
M7MASNBterg_pos	17766.9336271114
M8MASNterg_pos	17771.990997398978
MACACI_pos	46485.19059805934
MACOXO_pos	13087.994683296887
MAGt_neg	10055.489394978324
MAGt_pos	6223.733025740154
MALSO3tm_neg	488.8633867382206
MALSO3tm_pos	488.8633867382206
MALSO4tm_neg	488.8633867382206
MALSO4tm_pos	488.8633867382206
MALTSULtm_neg	488.8633867382206
MALTSULtm_pos	488.8633867382206
MALT_pos	4059.0137247847147
MALTe_pos	3052.3961267447094
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4059.0137247847147
MAL_Lte_neg	9462.178889761793
MAL_Lte_pos	5292.474309853594
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.499573368836781
MALtm_neg	460.312946460288
MALtm_pos	488.8633867382206
MAN1PT2_pos	3273.5178880574604
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9435.297654188747
MAN6PI_pos	5484.520802215735
MANt1r_neg	898.4335512713731
MANt1r_pos	905.8103620505012
MANt4_neg	905.8103620505012
MANt4_pos	898.4335512713731
MANter_pos	17766.9336271114
MANtg_pos	17771.990997398974
MANtly_pos	18089.51639568902
MAOLNOR_pos	0.0
MAOX_pos	40178.901430925616
MCCCrm_neg	13034.916859625762
MCCCrm_pos	11864.249240936846
MCD_pos	4419.9338965126435
MCDm_pos	4310.148055803925
MCDp_pos	0.0
MCITS_pos	14814.707680599528
MCLACCYSR_pos	16534.98105151106
MCLOR_neg	16534.981051511055
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.794373716941957
MDH_neg	2641.435154383757
MDH_pos	6067.096078890373
MDHm_neg	5437.851602271314
MDHm_pos	2641.4351543837565
MDHx_neg	11.499573368836781
MDHx_pos	0.0
MDRPD_pos	15488.253673147583
ME1m_pos	5375.810994320308
ME2_pos	6071.860219774334
ME2m_pos	5518.13627338576
MECOALm_neg	444.5085422704253
MECOALm_pos	444.5085422704253
MECOAS1m_neg	444.5085422704253
MECOAS1m_pos	444.5085422704253
MELATN23DOX_pos	0.0
MELATNOX_pos	6364.598745622332
MEOHt2_neg	22435.62847198497
MEOHt2_pos	5.814113494373697
MEOHtly_neg	0.0
MEOHtly_pos	12290.881921257705
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	42812.97606530754
MERCPLACCYSt_pos	16534.98105151106
MESCOALm_pos	0.0
METATB0tc_pos	1703.2897342347821
METAT_pos	13276.317172290552
METLEUex_pos	747.6131414288157
METS_pos	10478.502947222007
METt4_pos	610.4975073513236
METtec_neg	610.4975073513236
METtec_pos	1062.990743842463
METyLATthc_pos	921.5959798220332
MEVK1c_pos	20765.917138332687
MEVK1x_pos	18684.048442242336
MG1er_pos	17766.933627111397
MG2er_pos	17766.933627111397
MG3er_pos	17766.933627111397
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	13034.916859625766
MGCHrm_pos	11864.249240936842
MGSA2_pos	6391.453924108765
MGSA_pos	6391.757016867689
MHISOR_pos	13087.994683296887
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	14332.599455008361
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15705.61996467253
MI134PK_pos	0.0
MI134PP_pos	14332.599455008358
MI13PP_pos	15705.61996467253
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	14332.599455008361
MI145PKn_pos	0.0
MI145PP_pos	9335.925340889147
MI14P4P_pos	8526.244056335361
MI14PP_pos	7867.9225650542785
MI14Ptn_neg	18555.123041637115
MI14Ptn_pos	0.0
MI1PP_pos	4083.4643918017537
MI1PS_pos	6774.450141919985
MI1P_Dtn_neg	19171.381881970305
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	14332.599455008358
MI3PP_pos	14332.599455008358
MI4PP_pos	7867.9225650542785
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.89896126744709
MLTG1ly_pos	0.0
MM5ag_pos	17771.990997398978
MM5bg_pos	17766.933627111397
MM5cg_pos	17766.933627111397
MM6B1ag_pos	17766.933627111397
MM6B1bg_pos	17766.933627111397
MM6B2g_pos	17766.933627111397
MM6ag_pos	17832.428443865436
MM6bg_pos	17771.990997398978
MM7Ag_pos	17832.428443865436
MM7B1g_pos	17766.933627111397
MM7B2g_pos	17766.933627111397
MM7Cag_pos	17771.990997398974
MM7Cbg_pos	17771.990997398974
MM8Ag_pos	17771.990997398978
MM8Ber_pos	17766.9336271114
MM8Cg_pos	17771.990997398974
MMCD_pos	0.0
MMCDm_pos	4251.202598675382
MMCDp_pos	0.0
MMEm_neg	13064.08664600875
MMEm_pos	2116.593722801546
MMMm_neg	9292.331199936907
MMMm_pos	13009.401630262457
MMSAD1m_pos	5273.049533748703
MMSAD3m_pos	11099.683312935424
MMTSADm_pos	2116.593722801546
MOGAT_pos	4826.466305716296
MTAP_pos	15488.253673147583
MTHFC_neg	5253.513130078414
MTHFC_pos	8928.097510034775
MTHFCm_neg	13383.630682473453
MTHFCm_pos	5253.513130078414
MTHFD2_neg	707.5223973182633
MTHFD2_pos	732.3491729906392
MTHFD2m_neg	671.1919171796619
MTHFD2m_pos	671.1919171796619
MTHFD_neg	732.3491729906392
MTHFD_pos	707.5223973182633
MTHFDm_neg	671.1919171796619
MTHFDm_pos	671.1919171796619
MTHFR3_pos	917.5445411851778
MTHFTe_pos	1436.29031056707
MTHGXLt_pos	4815.728706611486
MTRI_neg	0.0
MTRI_pos	15488.253673147585
N2M2NMASNt_pos	17766.933627111397
N2M2NMASNtly_pos	17802.628073744327
N3Tg_pos	7940.864608139186
N4Tg_pos	7157.604619208555
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7776.281337460662
NACASPtm_pos	7776.281337460662
NACDe_pos	1900.0
NACHEX10ly_pos	12426.517727040462
NACHEX11ly_pos	12426.517727040462
NACHEX12ly_pos	12426.51772704046
NACHEX13ly_pos	12426.517727040462
NACHEX14ly_pos	12426.517727040464
NACHEX15ly_pos	12426.517727040462
NACHEX16ly_pos	12426.517727040462
NACHEX17ly_pos	12426.517727040464
NACHEX18ly_pos	12426.517727040458
NACHEX19ly_pos	12426.517727040462
NACHEX1ly_pos	86.13899325365705
NACHEX20ly_pos	12426.517727040458
NACHEX21ly_pos	12424.23070903654
NACHEX22ly_pos	12424.23070903654
NACHEX23ly_pos	7908.091350950121
NACHEX24ly_pos	7978.938248245777
NACHEX25ly_pos	7972.355383728544
NACHEX26ly_pos	7827.189830818072
NACHEX27ly_pos	24908.69710800638
NACHEX2ly_pos	189.8922562816659
NACHEX3ly_pos	103.12293456494879
NACHEX4ly_pos	85.84985751470364
NACHEX5ly_pos	85.84985751470364
NACHEX6ly_pos	132.02800432333504
NACHEX7ly_pos	132.02800432333504
NACHEX8ly_pos	153.4371895481291
NACHEX9ly_pos	153.43718954812914
NACHEXA10ly_pos	12424.23070903654
NACHEXA11ly_pos	12424.230709036538
NACHEXA12ly_pos	12424.230709036538
NACHEXA13ly_pos	12424.230709036534
NACHEXA14ly_pos	12424.230709036541
NACHEXA15ly_pos	12424.230709036543
NACHEXA16ly_pos	12424.230709036543
NACHEXA17ly_pos	12424.23070903654
NACHEXA18ly_pos	12424.230709036534
NACHEXA19ly_pos	12424.230709036541
NACHEXA1ly_pos	85.9048167699784
NACHEXA20ly_pos	7901.658665851531
NACHEXA21ly_pos	7972.355383728543
NACHEXA22ly_pos	7821.263519913112
NACHEXA2ly_pos	102.88875808127014
NACHEXA3ly_pos	85.67064028629973
NACHEXA4ly_pos	85.67064028629974
NACHEXA5ly_pos	131.84878709493114
NACHEXA6ly_pos	131.84878709493114
NACHEXA7ly_pos	153.01895030596984
NACHEXA8ly_pos	153.01895030596975
NACHEXA9ly_pos	12424.230709036538
NACHORCTL3le_pos	2237.0568480581214
NACUP_pos	1900.0
NADH2_u10m_pos	4468.288750199001
NADHtpu_pos	1900.0
NADHtru_pos	5820.663635646759
NADK_pos	0.0
NADN_pos	8394.835518449736
NADNe_pos	4.835328515849081
NADPHtru_pos	5746.161905222645
NADPHtxu_pos	10328.202953688804
NADPN_pos	0.0
NADPNe_pos	4.835328515849081
NADPtru_pos	5746.161905222645
NADPtxu_pos	10328.202953688804
NADS2_pos	5618.365896606963
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	10055.375656363627
NADtpu_pos	1900.0
NADtru_pos	5820.663635646759
NADtx_neg	3200.9180458284345
NADtx_pos	3387.870346869786
NAGA2ly_pos	7243.584064281258
NAGAlby_pos	943.3280780972403
NAGAly_pos	11523.514693414769
NAGLCAly_pos	7243.584064281258
NAHCO3_HCLt_neg	1250.1041251672186
NAHCO3_HCLt_pos	1219.2335153205074
NAIt_neg	2264.734884500203
NAIt_pos	1749.5673184082025
NAt3_1_neg	451.48071048429716
NAt3_1_pos	451.48071048429716
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	714.9921724290018
NAt5_pos	700.9566370141562
NAt_neg	714.6943814871695
NAt_pos	707.3175707080413
NAtx_neg	4225.966253506123
NAtx_pos	1345.312504382352
NBAHH_ir_pos	4960.32651573335
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1266.8448476215399
NCKt_neg	1967.71905825063
NCKt_pos	1901.612090256352
NCNt_neg	1787.9279301456845
NCNt_pos	1787.9279301456845
NDP10ex_pos	7.661073638873453
NDP3ex_pos	7.47390316891104
NDP6_pos	4296.414108029516
NDP7er_pos	13339.602320817661
NDP7ex_pos	15908.145760593607
NDP7g_pos	6559.105130795045
NDP8_pos	5855.591557273957
NDP8ex_pos	15932.6103804747
NDPK10_neg	4191.851580000186
NDPK10_pos	4191.851580000186
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4191.851580000186
NDPK10n_pos	4191.851580000186
NDPK1_neg	388.2459960020351
NDPK1_pos	388.2459960020351
NDPK1m_neg	444.16444209836726
NDPK1m_pos	444.16444209836726
NDPK1n_neg	389.5418559030824
NDPK1n_pos	389.5418559030824
NDPK2_neg	388.2459960020351
NDPK2_pos	388.2459960020351
NDPK2m_neg	9422.391763563783
NDPK2m_pos	0.0
NDPK2n_neg	389.5418559030824
NDPK2n_pos	389.5418559030824
NDPK3_neg	388.2459960020351
NDPK3_pos	388.2459960020351
NDPK3m_neg	0.0
NDPK3m_pos	14009.850175334728
NDPK3n_neg	389.5418559030824
NDPK3n_pos	389.5418559030824
NDPK4_neg	1144.629930099046
NDPK4_pos	439.22702473232795
NDPK4m_pos	9786.334328167783
NDPK4n_neg	295.8324748517107
NDPK4n_pos	295.8324748517107
NDPK5_neg	388.2459960020352
NDPK5_pos	388.2459960020352
NDPK5m_pos	1967.6306024205373
NDPK5n_neg	389.5418559030824
NDPK5n_pos	389.5418559030824
NDPK6_neg	429.05501849992197
NDPK6_pos	704.3361498041648
NDPK6m_neg	704.3361498041648
NDPK6m_pos	4158.545345661956
NDPK6n_neg	0.0
NDPK6n_pos	14995.444910454884
NDPK7_neg	388.2459960020352
NDPK7_pos	388.2459960020352
NDPK7m_pos	25757.83058735801
NDPK7n_neg	389.5418559030824
NDPK7n_pos	389.5418559030824
NDPK8_neg	388.2459960020352
NDPK8_pos	388.2459960020352
NDPK8m_pos	9215.951358930304
NDPK8n_neg	295.8324748517107
NDPK8n_pos	295.8324748517107
NDPK9_neg	622.210530503687
NDPK9_pos	622.210530503687
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4191.851580000186
NDPK9n_pos	4191.851580000186
NH4t3r_neg	714.9921724290018
NH4t3r_pos	714.9921724290018
NH4tn_neg	13087.592544759496
NH4tn_pos	0.0
NH4tp_neg	9207.71388675018
NH4tp_pos	0.0
NICRNS_pos	4281.413748835941
NICRNTtn_neg	0.0
NICRNTtn_pos	11980.317893830186
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	866.4878308151684
NKCC2t_pos	932.5947988094467
NKCCt_neg	865.8547600756942
NKCCt_pos	931.9617280699727
NMNATm_pos	0.0
NMNATn_pos	10055.375656363627
NMNATr_neg	5618.365896606963
NMNATr_pos	8394.835518449734
NMNS_pos	10169.166232298534
NMNtn_neg	0.0
NMNtn_pos	10055.375656363629
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11980.317893830184
NNATr_pos	3575.770980210188
NNMT_pos	48.03742139339028
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37843.893533210095
NOS1_pos	1479.7512255410911
NOS2_pos	1479.7512255410911
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4481.627865170184
NPTHLte_neg	0.0
NPTHLte_pos	7.585530511833835
NRPPHRSFt_pos	73108.11781562418
NRPPHRSULT_pos	73108.11781562418
NRPPHRVESSEC_pos	3716.4243704854553
NRPPHRt4_2_r_neg	1325.750279817883
NRPPHRt4_2_r_pos	1304.6223879686124
NRPPHRtu_neg	1304.6223879686124
NRPPHRtu_pos	1325.750279817883
NRVNCCOAtx_neg	5100.94859255326
NRVNCCOAtx_pos	23.248635113252853
NRVNCCOAtxc_pos	5100.948592553261
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1209.0686031518276
NRVNCt_pos	1216.445413930956
NS26T2g_pos	224.85297017524016
NS26Tg_pos	379.62336399900266
NT5C_pos	4307.601418589649
NTD10_pos	4565.069644323694
NTD11_pos	4188.753937274242
NTD12_pos	0.0
NTD1_pos	3522.237011583328
NTD1m_pos	1765.1863704645114
NTD2_pos	4316.36698241688
NTD2e_pos	12313.858707336622
NTD2l_pos	0.0
NTD2m_pos	9422.391763563786
NTD3_pos	3784.098619716326
NTD3l_pos	0.0
NTD4_pos	3523.369008509534
NTD4e_pos	23.24291951451035
NTD4l_pos	0.0
NTD5_pos	3516.5244132004527
NTD5l_pos	0.0
NTD5m_pos	1765.1863704645116
NTD6_pos	4304.301900076226
NTD6l_pos	0.0
NTD7_pos	3242.8497925328134
NTD7e_pos	9724.718158278025
NTD7l_pos	0.0
NTD8_pos	3550.604631637964
NTD8l_pos	0.0
NTD9_pos	4762.953321810159
NTD9e_pos	22.90767410885291
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.146502860880531
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3685.595013060609
O16G1e_pos	19.51163699904474
O16G2e_pos	21.816429252534157
O2St_neg	4.0641133157586795
O2St_pos	9276.583759270627
O2Stm_neg	9243.30424492022
O2Stm_pos	5.379452364209425
O2Stn_neg	0.0
O2Stn_pos	9331.610338779536
O2Stx_neg	0.0
O2Stx_pos	9267.9036558163
O2t_neg	16621.36590370919
O2t_pos	4453.110501148939
O2ter_neg	24922.44228173131
O2ter_pos	10089.270529360047
O2tm_neg	9900.532108684465
O2tm_pos	5360.546381213036
O2tn_neg	9331.610338779534
O2tn_pos	0.0
O2tp_neg	5640.085639603456
O2tp_pos	4567.7560691854
OAADC_pos	6583.322967878745
OAGD3te_neg	0.0
OAGD3te_pos	20188.64311635233
OAGD3tg_neg	20188.643116352338
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	19432.88130929793
OAGT3tg_neg	19432.88130929793
OAGT3tg_pos	0.0
OBDHc_pos	4381.138287211806
OCBTm_pos	12048.234228039992
OCCOAtm_pos	12816.368253596502
OCCOAtx_neg	24906.942892941333
OCCOAtx_pos	14309.027488166723
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23738.015140979285
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23738.01514097928
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23738.01514097928
OCDCAFATPc_pos	4329.274173238428
OCDCAtr_neg	611.5893241676424
OCDCAtr_pos	618.9661349467706
OCDCEAtr_neg	611.5893241676424
OCDCEAtr_pos	618.9661349467706
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1996.6440645409436
OCT11EFATP_pos	23738.01514097928
OCTAt_neg	0.0
OCTAt_pos	9272.15451061429
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	10.237885427112653
OCTDECCACT_neg	0.0
OCTDECCACT_pos	16091.09410832549
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	16091.09410832549
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	16091.094108325487
OCTDECE1CRNe_pos	16091.094108325487
ODECOAtx_neg	23.248635113252863
ODECOAtx_pos	0.0
OIVD1m_pos	10596.558580535395
OIVD2m_pos	12186.510091192187
OIVD3m_pos	9624.81917147906
OLEICFATPtc_pos	4469.516618519601
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.585530511833835
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	20259.855605442997
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15799.482970007455
OMHPALTD_neg	0.0
OMHPALTD_pos	30683.397591877805
OMPDC_pos	10674.825473181849
ONPTHLte_neg	7.585530511833835
ONPTHLte_pos	0.0
OPAHir_pos	5969.491554286997
ORETNF2_pos	1521.2878569157808
ORETNF_pos	1502.4024198584164
ORETNtn2_neg	0.0
ORETNtn2_pos	1521.2878569157813
ORETNtn_neg	0.0
ORETNtn_pos	1502.402419858416
ORNALArBATtc_pos	1216.358595313871
ORNDC_pos	11866.763938054302
ORNLEUrBATtc_pos	1216.358595313871
ORNTArm_neg	9835.805873035439
ORNTArm_pos	27.47614021826564
ORNt3m_neg	385.44589331480745
ORNt3m_pos	385.44589331480745
ORNt4m_neg	385.44589331480745
ORNt4m_pos	385.44589331480745
ORNtiDF_pos	1096.991522743722
OROTGLUt_neg	3926.1040722920725
OROTGLUt_pos	2168.122984525281
ORPT_neg	10674.825473181847
ORPT_pos	0.0
OXAHCOtex_pos	972.1393583934464
OXAtp_pos	12492.993271315627
P45011A1m_pos	62128.9599873852
P45011B11m_pos	55151.94902816143
P45011B12m_pos	52625.31173985788
P45011B21m_pos	54140.927911463354
P45017A1r_pos	55531.60815623415
P45017A2r_pos	55531.60815623412
P45017A3r_pos	55531.60815623412
P45017A4r_pos	55531.60815623415
P45019A1r_pos	52419.283463984444
P45019A2r_pos	52600.27421758091
P4501B1r_pos	51715.92467759881
P45021A1r_pos	55151.94902816145
P45021A2r_pos	52625.31173985793
P45027A11m_pos	66088.43156804281
P45027A12m_pos	7471.521469010366
P45027A13m_pos	7471.521469010366
P45027A14m_pos	67111.37772936498
P45027A15m_pos	7295.299248940335
P45027A16m_pos	7470.274911536891
P45027A1m_pos	2182.4504027819494
P4502A6_pos	7.585530511833836
P4502C18_pos	7.9349077618741175
P4502C19_pos	7.585530511833836
P4502C8_pos	7.585530511833834
P4502C92_pos	7.585530511833835
P4502C93_pos	7.585530511833834
P4502C94_pos	7.585530511833835
P4502C9_pos	7.585530511833836
P4502D6_pos	7.585530511833835
P4502E1_pos	14.351441758629184
P4502F1_pos	7.585530511833835
P45039A1r_pos	55129.63571038696
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.585530511833835
P4503A7r_pos	53241.38960618932
P45046A1r_pos	55129.63571038696
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	13.030909895800935
P4504F81r_pos	0.0
P4507A1r_pos	11588.813998947498
P4507B11r_pos	55018.89509267351
P4507B12r_pos	54695.42290255087
P4508B11r_pos	66268.75337117774
P4508B13r_pos	66088.4315680428
P450LTB4r_pos	0.0
P450SCC1m_neg	2182.4504027819494
P450SCC1m_pos	56730.398500426
P5CDm_pos	1204.0675984665422
P5CR_pos	523.9859371525166
P5CRm_pos	792.3638350785538
P5CRxm_pos	618.966062275845
PACCOAL_pos	19335.581394700646
PAFH_pos	4398.648259808719
PAFHe_pos	6843.420998374588
PAFS_pos	4398.648259808719
PAFt_neg	6846.745415266291
PAFt_pos	6.988599249015411
PAIL45P_HStn_neg	6835.3901574941965
PAIL45P_HStn_pos	8121.528174375667
PAIL4P_HStn_neg	5005.224811152717
PAIL4P_HStn_pos	5565.923142594118
PAIL_HStn_neg	8107.534679764266
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8964.45222646359
PAN4PP_pos	4287.648387454152
PAN4PPe_pos	5784.894904548032
PAPStg_neg	0.0
PAPStg_pos	39699.30172682963
PAPtg_pos	39699.30172682964
PA_HSter_neg	5654.814957099984
PA_HSter_pos	0.0
PA_HStg_neg	5654.814957099984
PA_HStg_pos	0.0
PA_HStn_neg	17866.74928935643
PA_HStn_pos	0.0
PCFLOPm_pos	10536.486222364229
PCHOLHSTDe_pos	10920.885611014826
PCHOLP_hs_pos	864.6819301835158
PCHOLPg_hs_pos	5654.814957099984
PCHOLPm_hs_pos	14009.850175334726
PCHOLPr_hs_pos	5654.814957099984
PCHOL_HSter_neg	5821.355471140577
PCHOL_HSter_pos	5654.814957099984
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5654.814957099984
PCLAD_pos	48.41880912747459
PCREATtmdiffir_pos	3707.4757435984625
PCRNtc_pos	5070.722143596258
PCRNtm_pos	1796.7847104472935
PCm_pos	5461.487440722188
PCt_pos	12654.185093511807
PDE1_pos	3534.646904506216
PDE1g_pos	0.0
PDE4_pos	3491.815912154072
PDE4g_pos	0.0
PDE4n_pos	11317.678559163043
PDHm_pos	6806.333508909526
PDX5PO_pos	4452.954868285447
PDXPP_pos	4180.129726810249
PEAMNO_pos	19335.581394700646
PECDCHe_pos	5115.92415744736
PECGCHLe_pos	14562.496633625431
PECGONCOATr_pos	0.0
PECTCHLe_pos	15880.048713943015
PEFLIP_pos	4289.353097031492
PEFLIPm_pos	4576.449868154906
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5853.171404384067
PEPCKm_pos	8767.433993622812
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.585530511833835
PERILLYLte_pos	0.0
PEROXx_pos	47.98122126549287
PETHCT_pos	4438.397320540272
PETOHMm_hs_pos	10536.486222364229
PETOHMr_hs_pos	5821.355471140577
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4576.449868154906
PE_HStm_pos	10536.486222364229
PEt_neg	4289.35309703149
PEt_pos	3325.0
PFK26_pos	3456.0759013348134
PFK_pos	645.8144720372807
PGCD_pos	3398.655852205985
PGDI_neg	2.560759538915124
PGDI_pos	138.48975696304936
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.233615535513082
PGISr_pos	165.2395469008289
PGI_neg	5144.118717576765
PGI_pos	5894.053195612633
PGK_neg	3398.655852205985
PGK_pos	5066.002750185844
PGLYCP_pos	0.0
PGLYCt_neg	14140.808219810098
PGLYCt_pos	234.1431136107053
PGL_pos	6651.497728548179
PGLc_pos	32704.696132104174
PGLer_pos	11387.811141120657
PGMT_neg	3980.9094784293507
PGMT_pos	5381.34556259637
PGM_neg	3688.7874382178857
PGM_pos	7993.1873210568365
PGPPT_pos	14140.808219810098
PGPP_hs_pos	14140.808219810098
PGS_pos	122.87668735607494
PGSr_pos	165.2395469008289
PHACCOAGLNAC_pos	19335.581394700646
PHCDm_pos	427.465371269251
PHCHGSm_neg	0.0
