	WT.DHA.d_S143_L007_R1_001	WT.DHA.b_S128_L007_R1_001	WT.EPA.a_S117_L007_R1_001	WT.1012.d_S145_L007_R1_001
r2316_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2317_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2317_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2318_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2318_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2319_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2319_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2320_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2320_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2321_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2321_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2322_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2322_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2323_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2323_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2324_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2324_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2325_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2325_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2326_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2326_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2327_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2327_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2328_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2328_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2329_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2329_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2330_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2330_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2331_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2331_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2332_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2332_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2333_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2333_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2334_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2334_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2335_pos	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2335_neg	4.39780296186249	4.61882595258744	4.1586601753464985	5.003152448666922
r2338_pos	7.528571318870758	7.677649178624028	7.746783016960983	7.663131102919497
r2338_neg	7.528571318870758	7.677649178624028	7.746783016960983	7.663131102919497
r2341_pos	0.0	0.0	0.0	0.0
r2341_neg	0.0	0.0	0.0	0.0
r2342_pos	0.0	0.0	0.0	0.0
r2342_neg	0.0	0.0	0.0	0.0
r2343_pos	0.0	0.0	0.0	0.0
r2343_neg	0.0	0.0	0.0	0.0
r2344_pos	0.0	0.0	0.0	0.0
r2344_neg	0.0	0.0	0.0	0.0
r2346_pos	0.0	0.0	0.0	0.0
r2346_neg	0.0	0.0	0.0	0.0
r2347_pos	0.0	0.0	0.0	0.0
r2347_neg	0.0	0.0	0.0	0.0
r2352_pos	0.0	0.0	0.0	0.0
r2352_neg	0.0	0.0	0.0	0.0
r2353_pos	0.0	0.0	0.0	0.0
r2353_neg	0.0	0.0	0.0	0.0
r2354_pos	0.0	0.0	0.0	0.0
r2354_neg	0.0	0.0	0.0	0.0
r2355_pos	0.0	0.0	0.0	0.0
r2355_neg	0.0	0.0	0.0	0.0
r2356_pos	0.0	0.0	0.0	0.0
r2356_neg	0.0	0.0	0.0	0.0
r2357_pos	0.0	0.0	0.0	0.0
r2357_neg	0.0	0.0	0.0	0.0
r2358_pos	0.0	0.0	0.0	0.0
r2358_neg	0.0	0.0	0.0	0.0
r2359_pos	0.0	0.0	0.0	0.0
r2359_neg	0.0	0.0	0.0	0.0
r2360_pos	0.0	0.0	0.0	0.0
r2360_neg	0.0	0.0	0.0	0.0
r2361_pos	0.0	0.0	0.0	0.0
r2361_neg	0.0	0.0	0.0	0.0
r2362_pos	0.0	0.0	0.0	0.0
r2362_neg	0.0	0.0	0.0	0.0
r2363_pos	0.0	0.0	0.0	0.0
r2363_neg	0.0	0.0	0.0	0.0
r2364_pos	0.0	0.0	0.0	0.0
r2364_neg	0.0	0.0	0.0	0.0
r2365_pos	0.0	0.0	0.0	0.0
r2365_neg	0.0	0.0	0.0	0.0
r2366_pos	0.0	0.0	0.0	0.0
r2366_neg	0.0	0.0	0.0	0.0
r2367_pos	0.0	0.0	0.0	0.0
r2367_neg	0.0	0.0	0.0	0.0
r2368_pos	0.0	0.0	0.0	0.0
r2368_neg	0.0	0.0	0.0	0.0
r2369_pos	0.0	0.0	0.0	0.0
r2369_neg	0.0	0.0	0.0	0.0
r2370_pos	4.83541884047548	4.781884234541486	4.827310943949667	5.266411766036114
r2371_pos	0.0	0.0	0.0	0.0
r2371_neg	0.0	0.0	0.0	0.0
r2372_pos	0.0	0.0	0.0	0.0
r2372_neg	0.0	0.0	0.0	0.0
r2373_pos	0.0	0.0	0.0	0.0
r2373_neg	0.0	0.0	0.0	0.0
r2374_pos	0.0	0.0	0.0	0.0
r2374_neg	0.0	0.0	0.0	0.0
r2375_pos	0.0	0.0	0.0	0.0
r2375_neg	0.0	0.0	0.0	0.0
r2376_pos	0.0	0.0	0.0	0.0
r2376_neg	0.0	0.0	0.0	0.0
r2377_pos	0.0	0.0	0.0	0.0
r2377_neg	0.0	0.0	0.0	0.0
r2378_pos	0.0	0.0	0.0	0.0
r2378_neg	0.0	0.0	0.0	0.0
r2379_pos	0.0	0.0	0.0	0.0
r2379_neg	0.0	0.0	0.0	0.0
r2380_pos	0.0	0.0	0.0	0.0
r2380_neg	0.0	0.0	0.0	0.0
r2381_pos	0.0	0.0	0.0	0.0
r2382_pos	0.0	0.0	0.0	0.0
r2384_pos	0.0	0.0	0.0	0.0
r2385_pos	0.0	0.0	0.0	0.0
r2386_pos	0.0	0.0	0.0	0.0
r2387_pos	0.0	0.0	0.0	0.0
r2388_pos	0.0	0.0	0.0	0.0
r2389_pos	0.0	0.0	0.0	0.0
r2390_pos	0.0	0.0	0.0	0.0
r2391_pos	0.0	0.0	0.0	0.0
r2392_pos	0.0	0.0	0.0	0.0
r2393_pos	0.0	0.0	0.0	0.0
r2394_pos	0.0	0.0	0.0	0.0
r2395_pos	0.0	0.0	0.0	0.0
r2396_pos	0.0	0.0	0.0	0.0
r2397_pos	0.0	0.0	0.0	0.0
r2398_pos	0.0	0.0	0.0	0.0
r2399_pos	0.0	0.0	0.0	0.0
r2400_pos	0.0	0.0	0.0	0.0
r2401_pos	0.0	0.0	0.0	0.0
r2402_pos	0.0	0.0	0.0	0.0
r2403_pos	0.0	0.0	0.0	0.0
r2404_pos	0.0	0.0	0.0	0.0
r2405_pos	0.0	0.0	0.0	0.0
r2406_pos	0.0	0.0	0.0	0.0
r2407_pos	0.0	0.0	0.0	0.0
r2408_pos	0.0	0.0	0.0	0.0
r2409_pos	0.0	0.0	0.0	0.0
r2410_pos	0.0	0.0	0.0	0.0
r2411_pos	0.0	0.0	0.0	0.0
r2412_pos	0.0	0.0	0.0	0.0
r2413_pos	0.0	0.0	0.0	0.0
r2416_pos	0.0	0.0	0.0	0.0
r2419_pos	5.205548911173033	5.610581958492531	5.012121672712217	5.342696959981934
r2420_pos	5.205548911173033	5.610581958492531	5.012121672712217	5.342696959981934
r2420_neg	5.205548911173033	5.610581958492531	5.012121672712217	5.342696959981934
r2425_pos	2.797012977836145	2.5631581304028077	2.821710215034674	2.493134922305505
r2433_pos	5.54936113292434	5.984133594540979	5.5291962679993905	5.826039958896193
r2434_pos	5.54936113292434	5.984133594540979	5.5291962679993905	5.826039958896193
r2435_pos	5.54936113292434	5.984133594540979	5.5291962679993905	5.826039958896193
r2437_pos	5.54936113292434	5.984133594540979	5.5291962679993905	5.826039958896193
r2439_pos	5.489286022625876	5.602587527342561	4.955126781261366	5.906890595608519
r2443_pos	0.0	0.0	0.0	0.0
r2444_pos	0.0	0.0	0.0	0.0
r2447_pos	0.22650852980867975	0.0	0.0	0.13750352374993502
r2449_pos	0.7824085649273732	0.45417589318580215	0.7570232465074596	0.5558161550616397
r2465_pos	0.0	0.0	0.0	0.0
r2471_pos	3.8328900141647417	3.5323169593327655	2.9392265777282085	3.8439838440483265
r2472_pos	0.0	0.0	0.0	0.0
r2473_pos	6.534186139090097	6.4651582296642545	6.559338847606539	6.570918255328665
r2497_pos	0.0	0.0	0.0	0.0
r2498_pos	0.0	0.0	0.0	0.0
r2499_pos	0.0	0.0	0.0	0.0
r2501_pos	0.0	0.0	0.0	0.0
r2502_pos	0.0	0.0	0.0	0.0
r2503_pos	0.0	0.0	0.0	0.0
r2505_pos	0.6599245584023783	0.5945485495503542	0.765534746362977	0.5360529002402097
r2506_pos	0.0	0.0	0.0	0.0
r2506_neg	0.0	0.0	0.0	0.0
r2507_pos	0.0	0.0	0.0	0.0
r2507_neg	0.0	0.0	0.0	0.0
r2508_pos	0.0	0.0	0.0	0.0
r2508_neg	0.0	0.0	0.0	0.0
r2509_pos	0.0	0.0	0.0	0.0
r2509_neg	0.0	0.0	0.0	0.0
r2510_pos	0.0	0.0	0.0	0.0
r2510_neg	0.0	0.0	0.0	0.0
r2511_pos	0.0	0.0	0.0	0.0
r2511_neg	0.0	0.0	0.0	0.0
r2512_pos	0.0	0.0	0.0	0.0
r2513_pos	0.0	0.0	0.0	0.0
r2514_pos	0.0	0.0	0.0	0.0
r2514_neg	0.0	0.0	0.0	0.0
r2515_pos	0.0	0.0	0.0	0.0
r2516_pos	3.986410935252045	4.100977647724821	6.150762744355418	4.826294245499635
r2516_neg	3.986410935252045	4.100977647724821	6.150762744355418	4.826294245499635
r2517_pos	0.0	0.0	0.0	0.0
r2518_pos	0.0	0.0	0.0	0.0
r2519_pos	0.0	0.0	0.0	0.0
r2519_neg	0.0	0.0	0.0	0.0
r2520_pos	5.357552004618084	5.587064898363171	5.264161071288078	5.510961919277379
r2520_neg	5.357552004618084	5.587064898363171	5.264161071288078	5.510961919277379
r2521_pos	0.0	0.0	0.0	0.0
r2521_neg	0.0	0.0	0.0	0.0
r2525_pos	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2525_neg	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2526_pos	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2526_neg	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2532_pos	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2532_neg	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2534_pos	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2534_neg	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2535_pos	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2535_neg	2.18269229751619	2.0036022366801953	3.8278190246173196	2.3868109464722167
r2537_pos	0.0	0.0	0.0	0.0
r2537_neg	0.0	0.0	0.0	0.0
r2538_pos	0.0	0.0	0.0	0.0
r2538_neg	0.0	0.0	0.0	0.0
r2539_pos	0.0	0.0	0.0	0.0
r2539_neg	0.0	0.0	0.0	0.0
EX_no2(e)_pos	0.0	0.0	0.0	0.0
EX_no2(e)_neg	0.0	0.0	0.0	0.0
EX_so3(e)_pos	0.0	0.0	0.0	0.0
EX_so3(e)_neg	0.0	0.0	0.0	0.0
EX_sprm(e)_pos	0.0	0.0	0.0	0.0
EX_sprm(e)_neg	0.0	0.0	0.0	0.0
RE0066C_pos	0.0	0.0	0.0	0.0
RE0066M_pos	0.0	0.0	0.0	0.0
RE0066R_pos	0.0	0.0	0.0	0.0
RE0124C_pos	0.0	0.0	0.0	0.0
RE0124C_neg	0.0	0.0	0.0	0.0
RE0344C_pos	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0344C_neg	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0344M_pos	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0344M_neg	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0344X_pos	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0344X_neg	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0383C_pos	7.859659017420436	7.973840839533145	7.934988201783478	7.7786028451432125
RE0383C_neg	7.859659017420436	7.973840839533145	7.934988201783478	7.7786028451432125
RE0452M_pos	0.0	0.0	0.0	0.0
RE0452M_neg	0.0	0.0	0.0	0.0
RE0452N_pos	0.0	0.0	0.0	0.0
RE0452N_neg	0.0	0.0	0.0	0.0
RE0453C_pos	0.0	0.0	0.0	0.0
RE0453C_neg	0.0	0.0	0.0	0.0
RE0453M_pos	0.5655971758542251	0.8875252707415875	0.0	0.6229303509201767
RE0453M_neg	0.5655971758542251	0.8875252707415875	0.0	0.6229303509201767
RE0453N_pos	8.46119292620408	8.607885089776785	8.983050597086795	8.45791435185126
RE0453N_neg	8.46119292620408	8.607885089776785	8.983050597086795	8.45791435185126
RE0456M_pos	0.0	0.0	0.0	0.0
RE0456M_neg	0.0	0.0	0.0	0.0
RE0456N_pos	0.0	0.0	0.0	0.0
RE0456N_neg	0.0	0.0	0.0	0.0
RE0512C_pos	0.0	0.0	0.0	0.0
RE0512C_neg	0.0	0.0	0.0	0.0
RE0512M_pos	9.303187112277435	9.619669773378734	9.213201449392644	9.567823014400883
RE0512X_pos	7.707911254185168	7.950293432439234	7.519872096514428	7.932805294359311
RE0512X_neg	7.707911254185168	7.950293432439234	7.519872096514428	7.932805294359311
RE0549C_pos	0.0	0.0	0.0	0.0
RE0549C_neg	0.0	0.0	0.0	0.0
RE0565C_pos	0.0	0.0	0.0	0.0
RE0566C_pos	0.0	0.0	0.0	0.0
RE0566C_neg	0.0	0.0	0.0	0.0
RE0567C_pos	0.0	0.0	0.0	0.0
RE0567C_neg	0.0	0.0	0.0	0.0
RE0568C_pos	0.0	0.0	0.0	0.0
RE0568C_neg	0.0	0.0	0.0	0.0
RE0569C_pos	0.0	0.0	0.0	0.0
RE0569E_pos	0.0	0.0	0.0	0.0
RE0570C_pos	0.0	0.0	0.0	0.0
RE0570C_neg	0.0	0.0	0.0	0.0
RE0571C_pos	0.0	0.0	0.0	0.0
RE0571C_neg	0.0	0.0	0.0	0.0
RE0572N_pos	0.0	0.0	0.0	0.0
RE0572N_neg	0.0	0.0	0.0	0.0
RE0573N_pos	0.0	0.0	0.0	0.0
RE0574C_pos	0.0	0.0	0.0	0.0
RE0574C_neg	0.0	0.0	0.0	0.0
RE0575C_pos	0.0	0.0	0.0	0.0
RE0575C_neg	0.0	0.0	0.0	0.0
RE0576C_pos	0.0	0.0	0.0	0.0
RE0576C_neg	0.0	0.0	0.0	0.0
RE0577C_pos	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0577C_neg	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0577M_pos	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0577M_neg	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0577X_pos	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0577X_neg	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0578C_pos	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0578C_neg	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0578M_pos	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0578M_neg	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0578X_pos	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0578X_neg	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0579C_pos	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0579C_neg	7.349436051713823	7.632413641137546	8.018255826536166	7.429950657403768
RE0579M_pos	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0579M_neg	2.111031312388744	1.8639384504239715	1.5801454844233804	2.4776773275653072
RE0579X_pos	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0579X_neg	7.45129354919362	7.72451385311995	8.10548951632516	7.585938994941737
RE0580L_pos	5.781621997870603	5.6415460290875235	5.666756591884804	5.938756261492295
RE0580R_pos	0.0	0.0	0.0	0.0
RE0581C_pos	0.0	0.0	0.0	0.0
RE0581C_neg	0.0	0.0	0.0	0.0
RE0581R_pos	0.0	0.0	0.0	0.0
RE0581R_neg	0.0	0.0	0.0	0.0
RE0582N_pos	0.0	0.0	0.0	0.0
RE0582N_neg	0.0	0.0	0.0	0.0
RE0583C_pos	0.0	0.0	0.0	0.0
RE0583C_neg	0.0	0.0	0.0	0.0
RE0583N_pos	0.0	0.0	0.0	0.0
RE0583N_neg	0.0	0.0	0.0	0.0
RE0688C_pos	0.22650852980867975	0.0	0.4222330006830478	0.0
RE0688E_pos	0.0	0.17632277264046287	0.0	0.0
RE0688X_pos	0.0	0.17632277264046287	0.0	0.0
RE0689C_pos	0.22650852980867975	0.0	0.4222330006830478	0.0
RE0689E_pos	0.0	0.17632277264046287	0.0	0.0
RE0689X_pos	0.0	0.17632277264046287	0.0	0.0
RE0690C_pos	0.22650852980867975	0.0	0.4222330006830478	0.0
RE0690E_pos	0.0	0.17632277264046287	0.0	0.0
RE0690X_pos	0.0	0.17632277264046287	0.0	0.0
RE0691C_pos	0.0	0.0	0.0	0.0
RE0691C_neg	0.0	0.0	0.0	0.0
RE0702C_pos	0.0	0.08406426478847456	0.08406426478847456	0.0
RE0702C_neg	0.0	0.08406426478847456	0.08406426478847456	0.0
RE0702E_pos	0.0	0.0	0.0	0.0
RE0702E_neg	0.0	0.0	0.0	0.0
RE0702L_pos	0.0	0.0	0.0	0.0
RE0702L_neg	0.0	0.0	0.0	0.0
RE0702M_pos	8.168922781852936	8.196626714213789	8.221780434281426	8.361241988464982
RE0702M_neg	8.168922781852936	8.196626714213789	8.221780434281426	8.361241988464982
RE0702N_pos	0.0	0.0	0.0	0.0
RE0702N_neg	0.0	0.0	0.0	0.0
RE0827C_pos	0.22650852980867975	0.0	0.4222330006830478	0.0
RE0827E_pos	0.0	0.17632277264046287	0.0	0.0
RE0827X_pos	0.0	0.17632277264046287	0.0	0.0
RE0828C_pos	0.22650852980867975	0.0	0.4222330006830478	0.0
RE0828E_pos	0.0	0.17632277264046287	0.0	0.0
RE0828X_pos	0.0	0.17632277264046287	0.0	0.0
RE0830C_pos	0.0	0.0	0.0	0.0
RE0830C_neg	0.0	0.0	0.0	0.0
RE0830N_pos	8.438583956469984	8.38586240064146	8.17722018811454	8.144505298855108
RE0830N_neg	8.438583956469984	8.38586240064146	8.17722018811454	8.144505298855108
RE0864C_pos	0.0	0.0	0.0	0.0
RE0864C_neg	0.0	0.0	0.0	0.0
RE0875C_pos	0.0	0.0	0.0	0.0
RE0875C_neg	0.0	0.0	0.0	0.0
RE0908C_pos	0.0	0.0	0.0	0.0
RE0908C_neg	0.0	0.0	0.0	0.0
RE0908G_pos	0.0	0.0	0.0	0.0
RE0908G_neg	0.0	0.0	0.0	0.0
RE0908R_pos	0.0	0.0	0.0	0.0
RE0908R_neg	0.0	0.0	0.0	0.0
RE0912C_pos	0.0	0.0	0.0	0.0
RE0915C_pos	0.0	0.0	0.0	0.0
RE0915C_neg	0.0	0.0	0.0	0.0
RE0915E_pos	0.0	0.0	0.0	0.0
RE0915E_neg	0.0	0.0	0.0	0.0
RE0916C_pos	0.0	0.0	0.0	0.0
RE0916C_neg	0.0	0.0	0.0	0.0
RE0916G_pos	0.0	0.0	0.0	0.0
RE0916G_neg	0.0	0.0	0.0	0.0
RE0916R_pos	0.0	0.0	0.0	0.0
RE0916R_neg	0.0	0.0	0.0	0.0
RE0918C_pos	0.0	0.0	0.0	0.0
RE0918C_neg	0.0	0.0	0.0	0.0
RE0918G_pos	0.0	0.0	0.0	0.0
RE0918G_neg	0.0	0.0	0.0	0.0
RE0918R_pos	0.0	0.0	0.0	0.0
RE0918R_neg	0.0	0.0	0.0	0.0
RE0919C_pos	0.0	0.0	0.0	0.0
RE0919R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0920C_pos	0.0	0.0	0.0	0.0
RE0920R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0921C_pos	0.0	0.0	0.0	0.0
RE0921R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0922C_pos	0.0	0.0	0.0	0.0
RE0922R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0923C_pos	0.0	0.0	0.0	0.0
RE0923R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0924C_pos	0.0	0.0	0.0	0.0
RE0924R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0925C_pos	0.0	0.0	0.0	0.0
RE0925R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0926C_pos	0.0	0.0	0.0	0.0
RE0926C_neg	0.0	0.0	0.0	0.0
RE0926E_pos	0.0	0.0	0.0	0.0
RE0926E_neg	0.0	0.0	0.0	0.0
RE0927C_pos	0.0	0.0	0.0	0.0
RE0927R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0928C_pos	0.0	0.0	0.0	0.0
RE0928R_pos	0.47508488294878287	0.2016338611696504	0.18903382439001715	0.5945485495503542
RE0935C_pos	0.0	0.0	0.0	0.0
RE0935C_neg	0.0	0.0	0.0	0.0
RE0935E_pos	0.0	0.0	0.0	0.0
RE0935E_neg	0.0	0.0	0.0	0.0
RE0936C_pos	0.0	0.0	0.0	0.0
RE0936C_neg	0.0	0.0	0.0	0.0
RE0936E_pos	0.0	0.0	0.0	0.0
RE0936E_neg	0.0	0.0	0.0	0.0
RE0937C_pos	0.0	0.0	0.0	0.0
RE0937C_neg	0.0	0.0	0.0	0.0
RE0937E_pos	0.0	0.0	0.0	0.0
RE0937E_neg	0.0	0.0	0.0	0.0
RE0938C_pos	0.0	0.0	0.0	0.0
RE0938C_neg	0.0	0.0	0.0	0.0
RE0938E_pos	0.0	0.0	0.0	0.0
RE0938E_neg	0.0	0.0	0.0	0.0
RE0944C_pos	0.0	0.0	0.0	0.0
RE0944C_neg	0.0	0.0	0.0	0.0
RE0944E_pos	0.0	0.0	0.0	0.0
RE0944E_neg	0.0	0.0	0.0	0.0
RE0958C_pos	0.0	0.0	0.0	0.0
RE0958C_neg	0.0	0.0	0.0	0.0
RE0958E_pos	0.0	0.0	0.0	0.0
RE0958E_neg	0.0	0.0	0.0	0.0
RE1062C_pos	0.0	0.0	0.0	0.0
RE1062C_neg	0.0	0.0	0.0	0.0
RE1062M_pos	0.0	0.0	0.0	0.0
RE1062M_neg	0.0	0.0	0.0	0.0
RE1063C_pos	0.0	0.0	0.0	0.0
RE1063C_neg	0.0	0.0	0.0	0.0
RE1064C_pos	0.0	0.0	0.0	0.0
RE1064C_neg	0.0	0.0	0.0	0.0
RE1077C_pos	0.0	0.0	0.0	0.0
RE1077C_neg	0.0	0.0	0.0	0.0
RE1096C_pos	0.0	0.0	0.0	0.0
RE1096M_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
RE1096R_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
RE1099C_pos	0.0	0.0	0.0	0.0
RE1099C_neg	0.0	0.0	0.0	0.0
RE1099G_pos	0.0	0.0	0.0	0.0
RE1099G_neg	0.0	0.0	0.0	0.0
RE1099L_pos	0.0	0.0	0.0	0.0
RE1099L_neg	0.0	0.0	0.0	0.0
RE1099R_pos	0.0	0.0	0.0	0.0
RE1099R_neg	0.0	0.0	0.0	0.0
RE1100C_pos	0.0	0.0	0.0	0.0
RE1100C_neg	0.0	0.0	0.0	0.0
RE1100G_pos	0.0	0.0	0.0	0.0
RE1100G_neg	0.0	0.0	0.0	0.0
RE1100L_pos	0.0	0.0	0.0	0.0
RE1100L_neg	0.0	0.0	0.0	0.0
RE1100R_pos	0.0	0.0	0.0	0.0
RE1100R_neg	0.0	0.0	0.0	0.0
RE1134C_pos	0.0	0.0	0.0	0.0
RE1134M_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
RE1134R_pos	2.1984941536390834	2.6644828403646823	2.792855352362489	2.929790997718597
RE1135C_pos	0.0	0.0	0.0	0.0
RE1135C_neg	0.0	0.0	0.0	0.0
RE1135G_pos	0.0	0.0	0.0	0.0
RE1135G_neg	0.0	0.0	0.0	0.0
RE1135L_pos	0.0	0.0	0.0	0.0
RE1135L_neg	0.0	0.0	0.0	0.0
RE1135R_pos	0.0	0.0	0.0	0.0
RE1135R_neg	0.0	0.0	0.0	0.0
RE1233C_pos	7.207404844654679	7.032431496373152	5.956289026583943	6.800770504427963
RE1233C_neg	7.207404844654679	7.032431496373152	5.956289026583943	6.800770504427963
RE1233M_pos	5.2787282129389395	5.804776377955828	5.0669502439246275	6.2650992875147375
RE1233M_neg	5.2787282129389395	5.804776377955828	5.0669502439246275	6.2650992875147375
RE1234C_pos	0.0	0.0	0.0	0.0
RE1234C_neg	0.0	0.0	0.0	0.0
RE1235C_pos	0.0	0.0	0.0	0.0
RE1235C_neg	0.0	0.0	0.0	0.0
RE1236C_pos	0.0	0.0	0.0	0.0
RE1236C_neg	0.0	0.0	0.0	0.0
RE1238X_pos	0.0	0.0	0.0	0.0
RE1238X_neg	0.0	0.0	0.0	0.0
RE1240C_pos	0.0	0.0	0.0	0.0
RE1240C_neg	0.0	0.0	0.0	0.0
RE1254C_pos	0.0	0.0	0.0	0.0
RE1254C_neg	0.0	0.0	0.0	0.0
RE1266C_pos	0.0	0.0	0.0	0.0
RE1303C_pos	0.0	0.0	0.0	0.0
RE1308C_pos	0.0	0.0	0.0	0.0
RE1308M_pos	0.0	0.0	0.0	0.0
RE1309C_pos	0.0	0.0	0.0	0.0
RE1309M_pos	0.0	0.0	0.0	0.0
RE1310C_pos	0.0	0.0	0.0	0.0
RE1310M_pos	0.0	0.0	0.0	0.0
RE1311C_pos	0.0	0.0	0.0	0.0
RE1311M_pos	0.0	0.0	0.0	0.0
RE1317C_pos	0.0	0.0	0.0	0.0
RE1317C_neg	0.0	0.0	0.0	0.0
RE1342C_pos	0.0	0.0	0.0	0.0
RE1342C_neg	0.0	0.0	0.0	0.0
RE1441G_pos	3.926948247949772	3.412781525338476	3.6217588567097323	4.0574502721839
RE1441G_neg	3.926948247949772	3.412781525338476	3.6217588567097323	4.0574502721839
RE1441R_pos	4.143230134776893	3.986410935252045	4.118525848935668	4.408711861029429
