	WT.EPA.e_S151_L007_R1_001
ESTRADIOLtr_neg	57503.66330283963
ESTRADIOLtr_pos	5080.040468104748
ESTRIOLGLCte_pos	0.0
ESTRIOLGLCtr_neg	0.0
ESTRIOLGLCtr_pos	0.0
ESTRIOLtr_neg	0.0
ESTRIOLtr_pos	0.0
ESTRONEGLCt_pos	59851.744575578814
ESTRONEGLCtr_neg	59851.74457557884
ESTRONEGLCtr_pos	0.0
ESTRONESt2_pos	565.8828541167843
ESTRONESt_neg	565.8828541167843
ESTRONESt_pos	1211.6174470965918
ESTRONEtr_neg	5080.040468104748
ESTRONEtr_pos	51761.58185523006
ESTSULT_pos	7792.850089021672
ETFQO_pos	412.78892526867185
ETF_pos	412.78892526867185
ETHAK_pos	3336.599376588892
ETHP_pos	3484.2626312259717
ETOHMO_pos	6.862444606521522
ETOHt_neg	0.0
ETOHt_pos	5.704889753213628
ETOHtx_neg	0.0
ETOHtx_pos	11.79865726811744
EX_10fthf(e)_neg	0.0
EX_10fthf(e)_pos	34.42747453123191
EX_10fthf5glu(e)_neg	9.030916355882662
EX_10fthf5glu(e)_pos	9.331706056838339
EX_10fthf6glu(e)_neg	3.685236005991099
EX_10fthf6glu(e)_pos	3.685236005991099
EX_10fthf7glu(e)_neg	3.685236005991099
EX_10fthf7glu(e)_pos	0.0
EX_11_cis_retfa(e)_neg	5.462993324990088
EX_11_cis_retfa(e)_pos	1616.056300010284
EX_12dgr120(e)_neg	0.0
EX_12dgr120(e)_pos	0.0
EX_13_cis_retnglc(e)_neg	0.0
EX_13_cis_retnglc(e)_pos	2746.948881438998
EX_1glyc_hs(e)_neg	0.0
EX_1glyc_hs(e)_pos	17671.289755930986
EX_1mncam(e)_neg	0.0
EX_1mncam(e)_pos	47.12651112679717
EX_23cump(e)_neg	4.512993324990088
EX_23cump(e)_pos	4.3940128534755045
EX_2425dhvitd2(e)_neg	0.0
EX_2425dhvitd2(e)_pos	10.941488366156854
EX_2425dhvitd3(e)_neg	0.0
EX_2425dhvitd3(e)_pos	50330.58518061288
EX_24nph(e)_neg	0.0
EX_24nph(e)_pos	14.150187268869022
EX_25hvitd2(e)_neg	10.941488366156854
EX_25hvitd2(e)_pos	0.0
EX_25hvitd3(e)_neg	7.407718503370673
EX_25hvitd3(e)_pos	7509.768149088214
EX_2hb(e)_neg	8.081862546109852
EX_2hb(e)_pos	7634.273464656584
EX_2mcit(e)_neg	0.0
EX_2mcit(e)_pos	14572.571753242612
EX_34dhoxpeg(e)_neg	0.0
EX_34dhoxpeg(e)_pos	31866.513394539506
EX_34dhphe(e)_neg	4.177804029237995
EX_34dhphe(e)_pos	6569.114990258095
EX_34hpp_neg	6822.914423769774
EX_34hpp_pos	8495.077513855675
EX_35cgmp(e)_neg	0.0
EX_35cgmp(e)_pos	14340.619309181859
EX_3aib(e)_neg	0.0
EX_3aib(e)_pos	10818.516631228034
EX_3aib_D(e)_neg	0.0
EX_3aib_D(e)_pos	11447.038258690527
EX_3bcrn_neg	0.0
EX_3bcrn_pos	8714.03072938037
EX_3ddcrn_neg	0.0
EX_3ddcrn_pos	12540.184492442086
EX_3deccrn_neg	0.0
EX_3deccrn_pos	12987.00009071371
EX_3hdececrn_neg	0.0
EX_3hdececrn_pos	10458.514692467013
EX_3hexdcrn_neg	0.0
EX_3hexdcrn_pos	10761.740962788717
EX_3ivcrn_neg	0.0
EX_3ivcrn_pos	13085.90767328716
EX_3mlda(e)_neg	0.0
EX_3mlda(e)_pos	13009.559312910997
EX_3mob(e)_neg	7649.453356726756
EX_3mob(e)_pos	6.2976836390862
EX_3mop(e)_neg	7582.980538815238
EX_3mop(e)_pos	23.23030768031269
EX_3octdec2crn_neg	0.0
EX_3octdec2crn_pos	9.989435747007464
EX_3octdeccrn_neg	0.0
EX_3octdeccrn_pos	8558.597954505685
EX_3octdece1crn_neg	0.0
EX_3octdece1crn_pos	15710.313176966216
EX_3tdcrn_neg	0.0
EX_3tdcrn_pos	10502.366644565205
EX_3tetd7ecoacrn_neg	0.0
EX_3tetd7ecoacrn_pos	13970.919917437135
EX_3thexddcoacrn_neg	0.0
EX_3thexddcoacrn_pos	22465.446733158133
EX_3ttetddcoacrn_neg	0.0
EX_3ttetddcoacrn_pos	32160.33277853915
EX_3ump(e)_neg	4.3940128534755045
EX_3ump(e)_pos	4.512993324990088
EX_4abut(e)_neg	3.2768148978082765
EX_4abut(e)_pos	8869.504129176084
EX_4abutn(e)_neg	4.749999999999999
EX_4abutn(e)_pos	15186.265925242617
EX_4hdebrisoquine(e)_neg	0.0
EX_4hdebrisoquine(e)_pos	7.50265709384345
EX_4hphac(e)_neg	0.0
EX_4hphac(e)_pos	10911.286181766593
EX_4hpro(e)_neg	2850.0
EX_4mop(e)_neg	7630.6117017350625
EX_4mop(e)_pos	7325.200547525632
EX_4mptnl(e)_neg	0.0
EX_4mptnl(e)_pos	61437.0465642438
EX_4mtolbutamide(e)_neg	0.0
EX_4mtolbutamide(e)_pos	7.50265709384345
EX_4nph(e)_neg	3.467688273282098
EX_4nph(e)_pos	3.467688273282098
EX_4nphsf(e)_neg	0.0
EX_4nphsf(e)_pos	22.836913708164666
EX_4pyrdx(e)_neg	0.0
EX_4pyrdx(e)_pos	8042.933372326844
EX_5adtststerone(e)_neg	7.221734351684153
EX_5adtststerone(e)_pos	55949.78967004264
EX_5adtststeroneglc(e)_neg	0.0
EX_5adtststeroneglc(e)_pos	69636.77727478047
EX_5adtststerones(e)_neg	8.247350001758372
EX_5adtststerones(e)_pos	55254.76418257571
EX_5dhf(e)_neg	9.030916355882662
EX_5dhf(e)_pos	9.331706056838339
EX_5fthf(e)_neg	6.654454233714965
EX_5fthf(e)_pos	0.0
EX_5homeprazole(e)_neg	0.0
EX_5homeprazole(e)_pos	7.50265709384345
EX_5htrp(e)_neg	0.0
EX_5htrp(e)_pos	7.647485072931182
EX_5mta(e)_neg	15162.034059999876
EX_5mta(e)_pos	15346.066811983374
EX_5mthf(e)_neg	7029.444313389562
EX_5oxpro(e)_neg	6242.645849474737
EX_5oxpro(e)_pos	10293.0151117999
EX_5thf(e)_neg	9.030916355882662
EX_5thf(e)_pos	9.331706056838339
EX_6dhf(e)_neg	3.685236005991099
EX_6dhf(e)_pos	3.685236005991099
EX_6htststerone(e)_neg	0.0
EX_6htststerone(e)_pos	52636.58004140619
EX_6thf(e)_neg	3.685236005991099
EX_6thf(e)_pos	3.685236005991099
EX_7dhf(e)_neg	3.685236005991099
EX_7dhf(e)_pos	0.0
EX_7thf(e)_neg	3.685236005991099
EX_7thf(e)_pos	0.0
EX_9_cis_retfa(e)_neg	5.462993324990088
EX_9_cis_retfa(e)_pos	1616.056300010284
EX_C02470(e)_neg	22.475900322767494
EX_C02470(e)_pos	11.772529323784505
EX_C02528(e)_neg	7.126412877347691
EX_C02528(e)_pos	66197.55382869986
EX_C04849(e)_neg	2.1833010472039964
EX_C04849(e)_pos	2.1833010472039964
EX_C05965(e)_neg	2.1833010472039964
EX_C05965(e)_pos	2.1833010472039964
EX_CE0074(e)_neg	4.75
EX_CE0074(e)_pos	16311.421537643717
EX_CE1925(e)_neg	5.344012853475505
EX_CE1925(e)_pos	5.462993324990088
EX_CE1926(e)_neg	5.344012853475505
EX_CE1926(e)_pos	5.462993324990088
EX_CE1935(e)_neg	5.7
EX_CE1935(e)_pos	16046.584954500593
EX_CE1936(e)_neg	0.0
EX_CE1936(e)_pos	17976.27137471392
EX_CE1939(e)_neg	5.7
EX_CE1939(e)_pos	24945.572389441084
EX_CE1940(e)_neg	5.7
EX_CE1940(e)_pos	24945.572389441088
EX_CE1943(e)_neg	0.0
EX_CE1943(e)_pos	33728.51951715997
EX_CE1950(e)_neg	0.0
EX_CE1950(e)_pos	0.0
EX_CE2011(e)_neg	4.84463046631504
EX_CE2011(e)_pos	15.61779128349876
EX_CE2250(e)_neg	0.0
EX_CE2250(e)_pos	5.257486612935717
EX_CE2838(e)_neg	3.106628873973494
EX_CE2838(e)_pos	4.275
EX_CE2839(e)_neg	4.275
EX_CE2839(e)_pos	3.106628873973494
EX_CE2915(e)_neg	4.75
EX_CE2915(e)_pos	4.75
EX_CE2916(e)_neg	4.75
EX_CE2916(e)_pos	4.75
EX_CE2917(e)_neg	6.550472804750194
EX_CE2917(e)_pos	4.75
EX_CE4633(e)_neg	5.344012853475505
EX_CE4633(e)_pos	8122.457049006444
EX_CE4722(e)_neg	4.75
EX_CE4722(e)_pos	4.75
EX_CE4723(e)_neg	4.75
EX_CE4723(e)_pos	4.75
EX_CE4724(e)_neg	4.75
EX_CE4724(e)_pos	6.550472804750194
EX_CE4881(e)_neg	5.462993324990089
EX_CE4881(e)_pos	5.344012853475505
EX_CE5786(e)_neg	4.75
EX_CE5786(e)_pos	18.811665478704132
EX_CE5787(e)_neg	5.7
EX_CE5787(e)_pos	17.949999999999996
EX_CE5788(e)_neg	5.7
EX_CE5788(e)_pos	23.281055746163275
EX_CE5789(e)_neg	4.275
EX_CE5789(e)_pos	14.099999999999998
EX_CE5791(e)_neg	5.7
EX_CE5791(e)_pos	17.949999999999996
EX_CE5797(e)_neg	4.75
EX_CE5797(e)_pos	4.75
EX_CE5798(e)_neg	4.75
EX_CE5798(e)_pos	4.75
EX_CE5853(e)_neg	5.462993324990088
EX_CE5853(e)_pos	5.344012853475505
EX_CE5854(e)_neg	5.462993324990088
EX_CE5854(e)_pos	5.344012853475505
EX_CE5867(e)_neg	4.75
EX_CE5867(e)_pos	4.75
EX_CE5868(e)_neg	4.75
EX_CE5868(e)_pos	4.75
EX_CE5869(e)_neg	4.75
EX_CE5869(e)_pos	4.75
EX_CLPND(e)_neg	12.74148982854676
EX_CLPND(e)_pos	385.5593205008153
EX_HC00001(e)_neg	0.0
EX_HC00001(e)_pos	0.0
EX_HC00002(e)_neg	0.0
EX_HC00002(e)_pos	0.0
EX_HC00003(e)_neg	0.0
EX_HC00003(e)_pos	0.0
EX_HC00004(e)_neg	0.0
EX_HC00004(e)_pos	0.0
EX_HC00229(e)_neg	4.274999999999999
EX_HC00229(e)_pos	3021.5507818258784
EX_HC00250(e)_neg	5.399990348775511
EX_HC00250(e)_pos	6859.481542716696
EX_HC00822(e)_neg	16.599198061026236
EX_HC00822(e)_pos	3.3249999999999993
EX_HC00955(e)_neg	0.0
EX_HC00955(e)_pos	0.0
EX_HC01104(e)_neg	3.467688273282098
EX_HC01104(e)_pos	3.467688273282098
EX_HC01361(e)_neg	4.732333021266178
EX_HC01361(e)_pos	6.699956842753872
EX_HC01440(e)_neg	0.0
EX_HC01440(e)_pos	0.0
EX_HC01441(e)_neg	0.0
EX_HC01441(e)_pos	0.0
EX_HC01444(e)_neg	9.535958393225506
EX_HC01444(e)_pos	4132.171368954234
EX_HC01446(e)_neg	0.0
EX_HC01446(e)_pos	0.0
EX_HC01577(e)_neg	0.0
EX_HC01577(e)_pos	0.0
EX_HC01609(e)_neg	9.629946451742864
EX_HC01609(e)_pos	9.629946451742864
EX_HC01610(e)_neg	9.629946451742864
EX_HC01610(e)_pos	9.629946451742864
EX_HC01700(e)_neg	0.0
EX_HC01700(e)_pos	0.0
EX_HC01787(e)_neg	0.0
EX_HC01787(e)_pos	0.0
EX_HC01852(e)_neg	0.0
EX_HC01852(e)_pos	0.0
EX_HC01939(e)_neg	0.0
EX_HC01939(e)_pos	0.0
EX_HC01942(e)_neg	0.0
EX_HC01942(e)_pos	0.0
EX_HC01943(e)_neg	0.0
EX_HC01943(e)_pos	0.0
EX_HC01944(e)_neg	0.0
EX_HC01944(e)_pos	0.0
EX_HC02154(e)_neg	0.0
EX_HC02154(e)_pos	0.0
EX_HC02160(e)_neg	0.0
EX_HC02160(e)_pos	0.0
EX_HC02161(e)_neg	0.0
EX_HC02161(e)_pos	0.0
EX_HC02172(e)_neg	0.0
EX_HC02172(e)_pos	0.0
EX_HC02175(e)_neg	0.0
EX_HC02175(e)_pos	0.0
EX_HC02176(e)_neg	7.50265709384345
EX_HC02176(e)_pos	0.0
EX_HC02179(e)_neg	0.0
EX_HC02179(e)_pos	0.0
EX_HC02180(e)_neg	0.0
EX_HC02180(e)_pos	0.0
EX_HC02187(e)_neg	0.0
EX_HC02187(e)_pos	0.0
EX_HC02191(e)_neg	0.0
EX_HC02191(e)_pos	0.0
EX_HC02192(e)_neg	0.0
EX_HC02192(e)_pos	0.0
EX_HC02193(e)_neg	0.0
EX_HC02193(e)_pos	0.0
EX_HC02194(e)_neg	0.0
EX_HC02194(e)_pos	0.0
EX_HC02195(e)_neg	0.0
EX_HC02195(e)_pos	0.0
EX_HC02196(e)_neg	0.0
EX_HC02196(e)_pos	0.0
EX_HC02197(e)_neg	0.0
EX_HC02197(e)_pos	0.0
EX_HC02198(e)_neg	0.0
EX_HC02198(e)_pos	0.0
EX_HC02199(e)_neg	0.0
EX_HC02199(e)_pos	0.0
EX_HC02200(e)_neg	0.0
EX_HC02200(e)_pos	0.0
EX_HC02201(e)_neg	0.0
EX_HC02201(e)_pos	0.0
EX_HC02202(e)_neg	3.1617916138940716
EX_HC02202(e)_pos	11.43481271077454
EX_HC02203(e)_neg	3.1617916138940716
EX_HC02203(e)_pos	13.318363327446393
EX_HC02204(e)_neg	3.1617916138940716
EX_HC02204(e)_pos	13.134812710774542
EX_HC02205(e)_neg	3.1617916138940716
EX_HC02205(e)_pos	11.618363327446392
EX_HC02206(e)_neg	3.1617916138940716
EX_HC02206(e)_pos	11.28481271077454
EX_HC02207(e)_neg	3.1617916138940716
EX_HC02207(e)_pos	11.468363327446392
EX_HC02208(e)_neg	0.0
EX_HC02208(e)_pos	0.0
EX_HC02210(e)_neg	0.0
EX_HC02210(e)_pos	0.0
EX_HC02213(e)_neg	0.0
EX_HC02213(e)_pos	0.0
EX_HC02214(e)_neg	0.0
EX_HC02214(e)_pos	0.0
EX_HC02216(e)_neg	0.0
EX_HC02216(e)_pos	0.0
EX_HC02217(e)_neg	0.0
EX_HC02217(e)_pos	0.0
EX_HC02220(e)_neg	0.0
EX_HC02220(e)_pos	0.0
EX_Lcystin(e)_neg	2.3384377499113578
EX_Lcystin(e)_pos	0.0
EX_Rtotal(e)_neg	8.483888581180842
EX_Rtotal(e)_pos	7641.446417580674
EX_Rtotal2(e)_neg	9.017396606196725
EX_Rtotal2(e)_pos	5199.202517371998
EX_Rtotal3(e)_neg	8.10390299500351
EX_Rtotal3(e)_pos	8.231676583896508
EX_Tyr_ggn(e)_neg	0.0
EX_Tyr_ggn(e)_pos	30.24153690512792
EX_abt(e)_neg	0.0
EX_abt(e)_pos	5078.123231388799
EX_ac(e)_neg	4.795776851357011
EX_ac(e)_pos	5858.536589054235
EX_acac(e)_neg	5.097277108110183
EX_acac(e)_pos	7784.318042259653
EX_acald(e)_neg	5.222185709603072
EX_acald(e)_pos	6345.459139305463
EX_acetone(e)_neg	5.589169630975816
EX_acetone(e)_pos	10722.133994018031
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_pos	9677.2842990214
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_pos	9066.918637860232
EX_acgam(e)_neg	0.0
EX_acgam(e)_pos	6.649999999999999
EX_ach(e)_neg	8.956869020383392
EX_ach(e)_pos	7043.946125913134
EX_acmana(e)_neg	0.0
EX_acmana(e)_pos	19449.683714952873
EX_acn13acngalgbside_hs(e)_neg	0.0
EX_acn13acngalgbside_hs(e)_pos	11391.0255749029
EX_acn23acngalgbside_hs(e)_neg	0.0
EX_acn23acngalgbside_hs(e)_pos	11391.025574902893
EX_acnacngal14acglcgalgluside_hs(e)_neg	0.0
EX_acnacngal14acglcgalgluside_hs(e)_pos	12643.09881984869
EX_acnacngalgbside_hs(e)_neg	0.0
EX_acnacngalgbside_hs(e)_pos	11427.453319607519
EX_acngalacglcgal14acglcgalgluside_hs(e)_neg	0.0
EX_acngalacglcgal14acglcgalgluside_hs(e)_pos	10328.166556780125
EX_ade(e)_neg	3.983655527319357
EX_ade(e)_pos	6209.759527487263
EX_adn(e)_neg	5728.982088786535
EX_adp_neg	3.0700297253586113
EX_adp_pos	0.0
EX_adpcbl(e)_neg	0.0
EX_adprbp(e)_neg	0.0
EX_adprbp(e)_pos	4.74020612077017
EX_adprib(e)_neg	7.924674604201062
EX_adprib(e)_pos	4.740206120770169
EX_adrn(e)_neg	9.222644314684327
EX_adrn(e)_pos	134.41228162192627
EX_adrnl(e)_neg	0.0
EX_adrnl(e)_pos	37471.08882455212
EX_aflatoxin(e)_neg	7.50265709384345
EX_aflatoxin(e)_pos	0.0
EX_ahandrostanglc(e)_neg	0.0
EX_ahandrostanglc(e)_pos	0.0
EX_ahcys(e)_neg	11404.45885762132
EX_ahcys(e)_pos	27268.25397936843
EX_ahdt(e)_neg	6.699956842753872
EX_ahdt(e)_pos	4.732333021266178
EX_aicar(e)_neg	11428.038945321377
EX_aicar(e)_pos	12687.56408234222
EX_ak2lgchol_hs(e)_neg	6.864183431152933
EX_ak2lgchol_hs(e)_pos	4.840236685775355
EX_akg(e)_neg	4.179284101958581
EX_akg(e)_pos	7544.669471922404
EX_ala_B(e)_neg	6.831524102773692
EX_ala_B(e)_pos	9204.060088160817
EX_ala_D(e)_neg	2.4356391222225366
EX_ala_D(e)_pos	3815.8141253340605
EX_ala_L(e)_neg	2.389125429785633
EX_ala_L(e)_pos	3611.0295298865044
EX_alaala(e)_neg	7554.137046387436
EX_aldstrn(e)_neg	0.0
EX_aldstrn(e)_pos	53528.25592270745
EX_amp(e)_neg	3.983655527319357
EX_amp(e)_pos	6669.820267711141
EX_andrstrn(e)_neg	17.572683416366168
EX_andrstrn(e)_pos	56423.4826683233
EX_andrstrnglc(e)_neg	0.0
EX_andrstrnglc(e)_pos	69798.56268470694
EX_anth(e)_neg	2850.0
EX_anth(e)_pos	10.911718182336202
EX_antipyrene(e)_neg	7.907166976713171
EX_antipyrene(e)_pos	0.0
EX_apnnox(e)_neg	0.0
EX_apnnox(e)_pos	7.502657093843449
EX_appnn(e)_neg	7.50265709384345
EX_appnn(e)_pos	0.0
EX_aprgstrn(e)_neg	0.0
EX_aprgstrn(e)_pos	61934.37005151396
EX_aqcobal(e)_neg	0.0
EX_aqcobal(e)_pos	0.0
EX_arab_L(e)_neg	5.409693317514294
EX_arab_L(e)_pos	0.0
EX_arach(e)_neg	11664.142355739916
EX_arachcoa(e)_neg	5.257486612935717
EX_arachcoa(e)_pos	0.0
EX_arachd(e)_neg	4.845832508812346
EX_arachd(e)_pos	77.44552091519924
EX_arg_L(e)_neg	5.589464448651084
EX_arg_L(e)_pos	18001.803936269083
EX_ascb_L(e)_neg	0.0
EX_ascb_L(e)_pos	4552.857591068182
EX_asn_L(e)_neg	5.667496737799646
EX_asn_L(e)_pos	11397.433149622206
EX_asp_D(e)_neg	11.314231026226826
EX_asp_D(e)_pos	0.0
EX_asp_L(e)_neg	4.1205700408861
EX_asp_L(e)_pos	6903.681547799744
EX_atp(e)_neg	3.9771710762074814
EX_atp(e)_pos	21425.747767758305
EX_avite1(e)_neg	2.8499999999999996
EX_avite1(e)_pos	0.0
EX_avite2(e)_neg	2.8499999999999996
EX_avite2(e)_pos	0.0
EX_bglc(e)_neg	3800.0
EX_bglc(e)_pos	0.0
EX_bhb(e)_neg	5.128593885878222
EX_bhb(e)_pos	7798.63433419167
EX_bildglcur(e)_neg	0.0
EX_bildglcur(e)_pos	42816.99328393922
EX_bilglcur(e)_neg	10.259268327393501
EX_bilglcur(e)_pos	65550.8673730405
EX_bilirub(e)_neg	16.234521808038792
EX_bilirub(e)_pos	51062.3860327288
EX_biocyt(e)_neg	3.9348088551437206
EX_biocyt(e)_pos	0.0
EX_btn(e)_neg	236.878509871028
EX_btn(e)_pos	3.9348088551437206
EX_but(e)_neg	6.221506244507278
EX_but(e)_pos	0.0
EX_bvite(e)_neg	2.8499999999999996
EX_bvite(e)_pos	0.0
EX_bz(e)_neg	0.0
EX_bz(e)_pos	0.0
EX_c101crn_neg	0.0
EX_c101crn_pos	12690.472165117078
EX_c10crn_neg	0.0
EX_c10crn_pos	15133.552360215119
EX_c10dc_neg	0.0
EX_c10dc_pos	19993.537147398107
EX_c12dc_neg	0.0
EX_c12dc_pos	46159.883563502815
EX_c16dc_neg	0.0
EX_c16dc_pos	30126.42537829944
EX_c3dc_neg	0.0
EX_c3dc_pos	11070.457252009133
EX_c4crn_neg	0.0
EX_c4crn_pos	17308.587640180132
EX_c4dc_neg	0.0
EX_c4dc_pos	10738.103481315124
EX_c51crn_neg	0.0
EX_c51crn_pos	12070.395796631545
EX_c5dc_neg	0.0
EX_c5dc_pos	8160.280173642022
EX_c6crn_neg	0.0
EX_c6crn_pos	13450.908056072269
EX_c6dc_neg	0.0
EX_c6dc_pos	62308.62943038002
EX_c81crn_neg	0.0
EX_c81crn_pos	12690.472165117078
EX_c8crn_neg	0.0
EX_c8crn_pos	9071.869900567483
EX_c8dc_neg	0.0
EX_c8dc_pos	28113.225346607094
EX_ca2(e)_neg	0.0
EX_ca2(e)_pos	0.0
EX_camp(e)_neg	0.0
EX_camp(e)_pos	13200.356324333583
EX_carn(e)_neg	11088.106175263923
EX_caro(e)_neg	13.090400645762799
EX_caro(e)_pos	0.0
EX_carveol(e)_neg	0.0
EX_carveol(e)_pos	7.50265709384345
EX_cbasp(e)_neg	8367.177557163961
EX_cbasp(e)_pos	19659.589459537332
EX_cca_d3(e)_neg	0.0
EX_cca_d3(e)_pos	0.0
EX_cdp(e)_neg	2.2870953188961494
EX_cdp(e)_pos	4.574190637792299
EX_cdpea(e)_neg	0.0
EX_cdpea(e)_pos	0.0
EX_cgly(e)_neg	2.5882332694982972
EX_cgly(e)_pos	10610.521050198171
EX_chol(e)_neg	7041.737900881893
EX_cholate(e)_neg	11921.362897403782
EX_chsterol(e)_neg	8.18187142864354
EX_chsterol(e)_pos	10980.521185595333
EX_chtn(e)_neg	3.3249999999999997
EX_chtn(e)_pos	0.0
EX_cit(e)_neg	4.786829392581869
EX_cit(e)_pos	8664.67351412424
EX_citr_L(e)_neg	2.0278148631759083
EX_citr_L(e)_pos	12560.58002159588
EX_cl(e)_neg	8128.810955469679
EX_cmp(e)_neg	3.3094824807485264
EX_cmp(e)_pos	7.962717913200021
EX_co(e)_neg	0.0
EX_co(e)_pos	51074.70566689446
EX_co2(e)_neg	451.60628613328817
EX_co2(e)_pos	4220.903610482981
EX_coa(e)_neg	4.191922068320525
EX_coa(e)_pos	5.257486612935717
EX_coumarin(e)_neg	7.50265709384345
EX_coumarin(e)_pos	0.0
EX_creat(e)_neg	10.207639299308466
EX_creat(e)_pos	18113.807961017785
EX_crm_hs(e)_neg	5.7
EX_crm_hs(e)_pos	0.0
EX_crmp_hs(e)_neg	0.0
EX_crmp_hs(e)_pos	28268.67604132598
EX_crn(e)_neg	6927.776371054056
EX_crtsl(e)_neg	0.0
EX_crtsl(e)_pos	52044.20391164921
EX_crtstrn(e)_neg	0.0
EX_crtstrn(e)_pos	54548.69664390607
EX_crvnc(e)_neg	9.819163992337659
EX_crvnc(e)_pos	475.33692373441585
EX_csn(e)_neg	7.274980039906058
EX_csn(e)_pos	0.0
EX_cspg_a(e)_neg	84.93287819136945
EX_cspg_a(e)_pos	0.0
EX_cspg_b(e)_neg	101.63946143808069
EX_cspg_b(e)_pos	0.0
EX_cspg_c(e)_neg	84.7246172015476
EX_cspg_c(e)_pos	0.0
EX_cspg_d(e)_neg	130.0292966226856
EX_cspg_d(e)_pos	0.0
EX_cspg_e(e)_neg	150.58102299672535
EX_cspg_e(e)_pos	0.0
EX_ctp(e)_neg	3.3123507205500076
EX_ctp(e)_pos	7.9566795136179564
EX_cyan(e)_neg	6.72979612544089
EX_cyan(e)_pos	0.0
EX_cynt(e)_neg	0.0
EX_cynt(e)_pos	0.0
EX_cys_L(e)_neg	2764.042425068155
EX_cysam(e)_neg	4750.0
EX_cysam(e)_pos	6176.992659182337
EX_cytd(e)_neg	6226.096865229307
EX_dad_2(e)_neg	7664.468927097062
EX_dag_hs(e)_neg	7886.9760202439475
EX_dca(e)_neg	19993.537147398107
EX_dca(e)_pos	0.0
EX_dchac(e)_neg	3800.0
EX_dchac(e)_pos	0.0
EX_dcsptn1(e)_neg	11.049420052950344
EX_dcsptn1(e)_pos	197.5000021123984
EX_dcyt(e)_neg	7219.098079672615
EX_ddece1crn_neg	0.0
EX_ddece1crn_pos	12690.472165117078
EX_ddecrn_neg	0.0
EX_ddecrn_pos	10795.674889181473
EX_debrisoquine(e)_neg	7.502657093843449
EX_debrisoquine(e)_pos	0.0
EX_decdicrn_neg	0.0
EX_decdicrn_pos	12690.472165117078
EX_dgchol(e)_neg	6.801307257296886
EX_dgchol(e)_pos	67335.05987236927
EX_dgmp(e)_neg	4.14390286022884
EX_dgmp(e)_pos	4.6849447551045085
EX_dgsn(e)_neg	7634.412061299113
EX_dgtp(e)_neg	4.684944755104508
EX_dgtp(e)_pos	4.14390286022884
EX_dha(e)_neg	3.467688273282098
EX_dha(e)_pos	3.467688273282098
EX_dhap(e)_neg	3.467688273282098
EX_dhap(e)_pos	3.467688273282098
EX_dhdascb(e)_neg	4552.85759106818
EX_dheas(e)_neg	9.499657021385152
EX_dheas(e)_pos	60388.43055974852
EX_dhf(e)_neg	0.0
EX_dhf(e)_pos	34.42747453123191
EX_digalsgalside_hs(e)_neg	0.0
EX_digalsgalside_hs(e)_pos	67435.00641962461
EX_din(e)_neg	7837.088432622703
EX_dlnlcg(e)_neg	6.150861812691897
EX_dlnlcg(e)_pos	48.980926960022785
EX_dmantipyrine(e)_neg	0.0
EX_dmantipyrine(e)_pos	7.907166976713171
EX_dmhptcrn(e)_neg	0.0
EX_dmhptcrn(e)_pos	47.01784097133161
EX_doco13ac_neg	18595.356105742245
EX_doco13ac_pos	0.0
EX_docosac_neg	15717.00142430087
EX_docosac_pos	0.0
EX_docosdiac_neg	0.0
EX_docosdiac_pos	15717.00142430087
EX_dopa(e)_neg	6.072365017208951
EX_dopa(e)_pos	9457.404453411971
EX_dopasf(e)_neg	0.0
EX_dopasf(e)_pos	32413.516064299776
EX_dpcoa(e)_neg	6679.794604970022
EX_dpcoa(e)_pos	27960.535860222662
EX_drib(e)_neg	6.998073521424095
EX_drib(e)_pos	7990.960899522408
EX_dtdp(e)_neg	2.2870953188961494
EX_dtdp(e)_pos	4.574190637792299
EX_dtmp(e)_neg	3.3094824807485264
EX_dtmp(e)_pos	7.962717913200021
EX_dttp(e)_neg	3.3123507205500076
EX_dttp(e)_pos	7.9566795136179564
EX_duri(e)_neg	6.699989757711418
EX_duri(e)_pos	6951.097901274444
EX_eaflatoxin(e)_neg	0.0
EX_eaflatoxin(e)_pos	7.50265709384345
EX_ebastine(e)_neg	12.956493559413632
EX_ebastine(e)_pos	0.0
EX_ebastineoh(e)_neg	0.0
EX_ebastineoh(e)_pos	12.956493559413632
EX_eicostet(e)_neg	7.788888872705734
EX_eicostet(e)_pos	32.55349884248647
EX_elaid(e)_neg	6.987219511090936
EX_elaid(e)_pos	5140.079816063758
EX_estradiol(e)_neg	11.831316499296403
EX_estradiol(e)_pos	51734.07280605055
EX_estradiolglc(e)_neg	0.0
EX_estradiolglc(e)_pos	57137.66127616141
EX_estriolglc(e)_neg	0.0
EX_estriolglc(e)_pos	0.0
EX_estroneglc(e)_neg	0.0
EX_estroneglc(e)_pos	59851.74457557882
EX_estrones(e)_neg	8.845069872896712
EX_estrones(e)_pos	55710.23231677501
EX_etoh(e)_neg	5.704889753213628
EX_etoh(e)_pos	0.0
EX_fad(e)_neg	5.44970513875501
EX_fad(e)_pos	16519.505712634094
