	Ob.a_S121_L007_R1_001
NRPPHRSFt_pos	71611.11529132308
NRPPHRSULT_pos	71611.11529132308
NRPPHRVESSEC_pos	3395.0342088149455
NRPPHRt4_2_r_neg	1374.5598024524804
NRPPHRt4_2_r_pos	1356.0017146998325
NRPPHRtu_neg	1339.6538422512185
NRPPHRtu_pos	1339.6538422512185
NRVNCCOAtx_neg	4931.70189724597
NRVNCCOAtx_pos	21.386713991966193
NRVNCCOAtxc_pos	4931.70189724597
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1185.1909504266625
NRVNCt_pos	1193.3828592737202
NS26T2g_pos	217.67276378969515
NS26Tg_pos	367.43762451481984
NT5C_pos	4124.579653912108
NTD10_pos	4318.626820807404
NTD11_pos	3896.2340061730565
NTD12_pos	0.0
NTD1_pos	3364.6427891559415
NTD1m_pos	1702.287484488953
NTD2_pos	4115.721075171766
NTD2e_pos	11622.752749600473
NTD2l_pos	0.0
NTD2m_pos	8802.506371503187
NTD3_pos	3528.671275910572
NTD3l_pos	0.0
NTD4_pos	3308.881787673628
NTD4e_pos	21.969682950909586
NTD4l_pos	0.0
NTD5_pos	3336.6416180496635
NTD5l_pos	0.0
NTD5m_pos	1702.2874844889532
NTD6_pos	4121.53746892441
NTD6l_pos	0.0
NTD7_pos	3054.9405978746618
NTD7e_pos	9281.582352227788
NTD7l_pos	0.0
NTD8_pos	3360.0297211219586
NTD8l_pos	0.0
NTD9_pos	4406.030594561812
NTD9e_pos	21.399007354863183
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.0899255919618924
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3458.5175760957363
O16G1e_pos	19.48812122588663
O16G2e_pos	21.7285405823935
O2St_neg	4.037113182342767
O2St_pos	8694.234785142879
O2Stm_neg	8660.81759823578
O2Stm_pos	5.207962925499214
O2Stn_neg	0.0
O2Stn_pos	8747.65496660538
O2Stx_neg	0.0
O2Stx_pos	8686.287017687491
O2t_neg	15869.423477462728
O2t_pos	4418.856241048335
O2ter_neg	24582.94697150061
O2ter_pos	9965.270700327213
O2tm_neg	9665.208706081152
O2tm_pos	5199.900324642395
O2tn_neg	8747.65496660538
O2tn_pos	0.0
O2tp_neg	5467.605176056249
O2tp_pos	4438.215362940842
OAADC_pos	6456.117386090949
OAGD3te_neg	0.0
OAGD3te_pos	19112.567718278242
OAGD3tg_neg	19112.56771827823
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18338.70624366526
OAGT3tg_neg	18338.70624366526
OAGT3tg_pos	0.0
OBDHc_pos	4049.86736832172
OCBTm_pos	11542.97395810392
OCCOAtm_pos	12371.07116934907
OCCOAtx_neg	23588.80018392554
OCCOAtx_pos	13736.069647014567
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23232.208749165835
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23232.20874916584
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23232.208749165835
OCDCAFATPc_pos	4135.519394715
OCDCAtr_neg	515.298887869795
OCDCAtr_pos	523.4907967168524
OCDCEAtr_neg	515.298887869795
OCDCEAtr_pos	523.4907967168524
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1941.3918279387683
OCT11EFATP_pos	23232.208749165835
OCTAt_neg	0.0
OCTAt_pos	8888.444412005807
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.703144548775215
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15365.941027891422
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15365.941027891422
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15365.941027891422
OCTDECE1CRNe_pos	15365.941027891422
ODECOAtx_neg	21.3867139919662
ODECOAtx_pos	0.0
OIVD1m_pos	10304.4192810071
OIVD2m_pos	11835.268676491285
OIVD3m_pos	9243.191326710476
OLEICFATPtc_pos	4189.239347756793
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.477561302418025
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19645.83275409276
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15636.898738916694
OMHPALTD_neg	0.0
OMHPALTD_pos	29621.720930327618
OMPDC_pos	10094.970378587335
ONPTHLte_neg	7.477561302418024
ONPTHLte_pos	0.0
OPAHir_pos	5703.482609546498
ORETNF2_pos	1494.3597631424818
ORETNF_pos	1477.3229316652703
ORETNtn2_neg	0.0
ORETNtn2_pos	1494.3597631424818
ORETNtn_neg	0.0
ORETNtn_pos	1477.32293166527
ORNALArBATtc_pos	1258.87772772754
ORNDC_pos	11689.890836441378
ORNLEUrBATtc_pos	1258.87772772754
ORNTArm_neg	9598.851982550903
ORNTArm_pos	26.198633032837567
ORNt3m_neg	346.31947716803717
ORNt3m_pos	346.31947716803717
ORNt4m_neg	346.31947716803717
ORNt4m_pos	346.31947716803717
ORNtiDF_pos	1159.4891820134999
OROTGLUt_neg	3810.176336630501
OROTGLUt_pos	2150.5934981819555
ORPT_neg	10094.970378587339
ORPT_pos	0.0
OXAHCOtex_pos	865.484280514504
OXAtp_pos	12355.559423461911
P45011A1m_pos	61056.67387983979
P45011B11m_pos	54163.79061115678
P45011B12m_pos	51564.84431035153
P45011B21m_pos	53124.958777965105
P45017A1r_pos	54265.758403522756
P45017A2r_pos	54265.758403522785
P45017A3r_pos	54265.75840352278
P45017A4r_pos	54265.75840352276
P45019A1r_pos	51254.341641513834
P45019A2r_pos	51369.93300318057
P4501B1r_pos	50442.689282351705
P45021A1r_pos	54163.790611156786
P45021A2r_pos	51564.8443103515
P45027A11m_pos	64679.771943119915
P45027A12m_pos	7303.096433283831
P45027A13m_pos	7303.096433283831
P45027A14m_pos	65597.00467808802
P45027A15m_pos	7106.194212007262
P45027A16m_pos	7262.33050405342
P45027A1m_pos	2184.0123908346013
P4502A6_pos	7.477561302418027
P4502C18_pos	7.90096858725271
P4502C19_pos	7.477561302418027
P4502C8_pos	7.4775613024180245
P4502C92_pos	7.477561302418027
P4502C93_pos	7.4775613024180245
P4502C94_pos	7.477561302418026
P4502C9_pos	7.477561302418027
P4502D6_pos	7.477561302418026
P4502E1_pos	14.041663684094603
P4502F1_pos	7.4775613024180245
P45039A1r_pos	53653.26823456425
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.477561302418025
P4503A7r_pos	52010.802782905055
P45046A1r_pos	53653.26823456425
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.916182081246427
P4504F81r_pos	0.0
P4507A1r_pos	11502.842409484469
P4507B11r_pos	53855.51978552063
P4507B12r_pos	53800.98274446352
P4508B11r_pos	64838.00657680104
P4508B13r_pos	64679.77194311995
P450LTB4r_pos	0.0
P450SCC1m_neg	2184.0123908346013
P450SCC1m_pos	55822.74430343186
P5CDm_pos	1167.8795318714465
P5CR_pos	472.6628122607131
P5CRm_pos	725.8545972892716
P5CRxm_pos	572.353658743338
PACCOAL_pos	18721.17322655985
PAFH_pos	4184.8069452124855
PAFHe_pos	6451.666790379323
PAFS_pos	4184.8069452124855
PAFt_neg	6454.674926980458
PAFt_pos	6.801677245424059
PAIL45P_HStn_neg	6816.251169478628
PAIL45P_HStn_pos	7931.793158317068
PAIL4P_HStn_neg	4910.80680257957
PAIL4P_HStn_pos	5462.935326424583
PAIL_HStn_neg	7919.799036528468
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8433.314580538536
PAN4PP_pos	4101.3325838028895
PAN4PPe_pos	5679.187245783268
PAPStg_neg	0.0
PAPStg_pos	38045.57929408362
PAPtg_pos	38045.57929408362
PA_HSter_neg	5554.46007058403
PA_HSter_pos	0.0
PA_HStg_neg	5554.46007058403
PA_HStg_pos	0.0
PA_HStn_neg	17181.913226053966
PA_HStn_pos	0.0
PCFLOPm_pos	10040.470964584963
PCHOLHSTDe_pos	10386.232578084817
PCHOLP_hs_pos	743.8234218962507
PCHOLPg_hs_pos	5554.46007058403
PCHOLPm_hs_pos	13413.440047794473
PCHOLPr_hs_pos	5554.46007058403
PCHOL_HSter_neg	5712.14610646145
PCHOL_HSter_pos	5554.46007058403
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5554.46007058403
PCLAD_pos	47.12894702627026
PCREATtmdiffir_pos	3568.6030581319396
PCRNtc_pos	4647.379498988095
PCRNtm_pos	1554.9157525501655
PCm_pos	5324.453612179137
PCt_pos	11975.786675949075
PDE1_pos	3272.9543660621
PDE1g_pos	0.0
PDE4_pos	3272.7174088320003
PDE4g_pos	0.0
PDE4n_pos	10776.611571931382
PDHm_pos	6405.91426459412
PDX5PO_pos	3931.8811907746385
PDXPP_pos	3690.2643636149073
PEAMNO_pos	18721.17322655985
PECDCHe_pos	5036.446850924778
PECGCHLe_pos	14140.126199138673
PECGONCOATr_pos	0.0
PECTCHLe_pos	15304.169320986446
PEFLIP_pos	4088.649102679759
PEFLIPm_pos	4428.902112856266
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5700.252292360548
PEPCKm_pos	8587.623064771926
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.477561302418025
PERILLYLte_pos	0.0
PEROXx_pos	45.66647452835724
PETHCT_pos	4101.558958662675
PETOHMm_hs_pos	10040.470964584962
PETOHMr_hs_pos	5712.14610646145
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4428.902112856267
PE_HStm_pos	10040.470964584963
PEt_neg	4088.64910267976
PEt_pos	3325.0
PFK26_pos	3270.2380590289927
PFK_pos	546.6101747623605
PGCD_pos	3265.087411450171
PGDI_neg	2.655938717158879
PGDI_pos	136.21348178261346
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.330944673201029
PGISr_pos	162.25442927576773
PGI_neg	4894.053645451793
PGI_pos	5649.333661552844
PGK_neg	3264.7926618880538
PGK_pos	4989.867839016811
PGLYCP_pos	0.0
PGLYCt_neg	13493.31974684315
PGLYCt_pos	222.5996821659678
PGL_pos	6417.014537217123
PGLc_pos	31513.59524754773
PGLer_pos	11196.340081756603
PGMT_neg	3698.195846961137
PGMT_pos	5053.976925346337
PGM_neg	3495.0172223209606
PGM_pos	7821.455992891637
PGPPT_pos	13493.31974684315
PGPP_hs_pos	13493.31974684315
PGS_pos	119.34123973308648
PGSr_pos	162.2544292757678
PHACCOAGLNAC_pos	18721.17322655985
PHCDm_pos	371.3804704173804
PHCHGSm_neg	0.0
PHCHGSm_pos	1321.3804704173804
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18721.17322655985
PHEATB0tc_pos	1424.1864089028231
PHEMEe_pos	312.26941754327476
PHEMEt_pos	312.26941754327476
PHEMEtm_neg	0.0
PHEMEtm_pos	14518.135416065908
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	286.3284255668054
PHEt4_pos	419.94156600406615
PHEtec_neg	419.94156600406615
PHEtec_pos	521.7495660047796
PHEyLATthc_pos	745.836397771378
PHYCBOXL_pos	18721.17322655985
PHYHx_pos	45.66647452835724
PHYQt_pos	4931.70189724597
PHYTt_neg	0.0
PHYTt_pos	45.66647452835724
PI345P3P_pos	3301.902938582434
PI345P3Pn_pos	9911.761018882387
PI345P5P_pos	3360.041837472574
PI345P5Pn_pos	10702.271957725327
PI34P3Pn_pos	10702.271957725327
PI34P4Pn_pos	10702.271957725328
PI34P5K_pos	3360.0418374725746
PI34P5Kn_pos	10702.271957725327
PI3P3Pn_pos	3044.9980476673713
PI3P4K_pos	7914.552296678947
PI3P4Kn_pos	10702.271957725328
PI3P5K_pos	3738.6970532508835
PI45P3K_pos	3301.9029385824338
PI45P3Kn_pos	9911.761018882391
PI45P4P_pos	4119.799036528468
PI45P5P_pos	3348.044327795696
PI45P5Pn_pos	3800.0
PI45PLC_pos	8762.879829550086
PI45PLCn_pos	0.0
PI4P3K_pos	6801.973065653535
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10702.271957725327
PI4P5K_pos	3348.0443277956965
PI4P5Kn_pos	9761.856296399936
PI4PLC_pos	7362.034994586132
PI4PLCn_pos	17843.955908033837
PI4PP_pos	4119.799036528467
PI5P3K_pos	3354.0060167435145
PI5P3Ker_pos	0.0
PI5P4K_pos	4119.799036528468
PI5P4Kn_pos	10153.730711660623
PIACGT_pos	50.820411453246784
PIK3_pos	4090.4701321661187
PIK3er_pos	7725.602280709747
PIK3n_pos	10596.306771433023
PIK4_pos	4119.799036528468
PIK4n_pos	10545.605126921304
PIK5_pos	4475.161168673486
PIK5n_pos	10153.73071166062
PIPLC_pos	3793.13886914694
PIPLCn_pos	18481.310209642485
PIt7_neg	493.6280417954446
PIt7_pos	500.20576849216167
PIt8_neg	311.643715871876
PIt8_pos	493.6280417954446
PIt9_neg	1075.8459558271466
PIt9_pos	1075.8459558271466
PIter_neg	364.3051308496315
PIter_pos	2021.435043616544
PItg_pos	6272.350311651592
PItn_neg	4358.125584739314
PItn_pos	6008.21926136197
PItx_neg	4504.909723826114
PItx_pos	0.0
PLA2_2_pos	10029.747010399751
PLA2_2e_pos	11531.037393208444
PLA2_pos	0.0
PMANM_neg	17045.190454911415
PMANM_pos	0.0
PMEVKc_pos	20104.377067446367
PMEVKx_pos	18221.485258760356
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33658.99306506908
PMTCOAFABP1tc_pos	13523.553340710492
PMTCOAtx_neg	3075.646666691358
PMTCOAtx_pos	5007.139533700538
PNP_neg	7693.621337981358
PNP_pos	0.0
PNTEH_pos	14175.74262226375
PNTEHe_pos	6151.044672308495
PNTK_pos	14154.273195688937
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4112.192074865404
PNTOt5le_pos	4122.802828687125
PNTOte_neg	2053.3915725394068
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3305.9853061793488
PPA_pos	5788.014768135323
PPAer_pos	8766.191601270333
PPAm_pos	3438.0692376726947
PPAn_pos	13668.13241426636
PPAt_pos	1519.3704014580142
PPAtm_pos	5964.226912316126
PPBNGS_pos	14518.135416065914
PPCDC_pos	3980.147369987906
PPCOACm_pos	4212.393485079525
PPCOAOm_pos	12420.77311272288
PPD2CSPp_pos	48.51281931426315
PPDOx_pos	1043.394296567937
PPDOy_pos	397.7365034466719
PPItm_neg	5822.2814260290515
PPItm_pos	3802.975297603727
PPItr_neg	2021.435043616544
PPItr_pos	2021.435043616544
PPItx_neg	6582.875008908317
PPItx_pos	4504.909723826113
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4473.711920974783
PPM_pos	2993.983421267664
PPNCL3_pos	14154.273195688937
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14518.135416065914
PPPGOm_pos	14518.135416065912
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20360.11673417452
PRASCS_neg	0.0
PRASCS_pos	20360.116734174546
PRDX_pos	6612.828327204083
PRDXl_pos	12025.637379280788
PRFGS_pos	20360.116734174524
PRGNLONESULT_pos	7282.3881616317885
PRGNLONEtm_neg	61056.6738798398
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54265.75840352277
PRGSTRNt_neg	61056.6738798398
PRGSTRNt_pos	6.232186711353862
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.666474528357234
PRISTCOAtcx_pos	4931.701897245969
PRISTCOAtx_neg	6873.923188248019
PRISTCOAtx_pos	4931.70189724597
PRISTtx_neg	47.57741533608327
PRISTtx_pos	6873.923188248018
PRO1x_pos	472.6628122607131
PRO1xm_pos	572.353658743338
PROAKGOX1r_pos	0.0
PROD2_pos	1422.662812260713
PROD2m_pos	4128.753164896458
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1452.6008606254431
PRODt2r_pos	1446.1109013745424
PROGLYPEPT1tc_pos	9370.493798726846
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9370.493798726846
PROIMINOtc_pos	1500.1954332459457
PROSTGD2t_neg	727.2004290748914
PROSTGD2t_pos	727.2004290748914
PROSTGE1t3_pos	3637.8710886178983
PROSTGE1t_neg	727.2004290748914
PROSTGE1t_pos	727.2004290748914
PROSTGE2t2_neg	389.1046919138118
PROSTGE2t2_pos	391.8353281961643
PROSTGE2t3_pos	3550.161108821866
PROSTGE2t_neg	391.8353281961643
PROSTGE2t_pos	389.1046919138118
PROSTGF2t_neg	581.9758954907113
PROSTGF2t_pos	581.9758954907113
PROSTGH2t_neg	1485.0816838344792
PROSTGH2t_pos	1485.0816838344792
PROSTGI2t_neg	1485.0816838344792
PROSTGI2t_pos	1485.0816838344792
PROSTGI2tr_neg	162.2544292757678
PROSTGI2tr_pos	6.330944673201029
PRO_Dtde_neg	1452.6008606254431
PRO_Dtde_pos	1446.1109013745424
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	445.087657887554
PROt2r_pos	1014.6723454261933
PROt4_2_r_neg	1213.9518104388826
PROt4_2_r_pos	1347.1886477382877
PROt4_pos	445.0876578875539
PRPNCOAHYDm_pos	12414.747490228829
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4196.433518737846
PRPPS_pos	3828.8877735775045
PSDm_hs_pos	18339.242932227233
PSERT_pos	3265.087411450171
PSFLIP_pos	4428.902112856267
PSFLIPm_pos	18339.242932227233
PSP_L_pos	3265.087411450171
PSSA1_hs_neg	743.8234218962507
PSSA1_hs_pos	4090.1909250143435
PSSA2_hs_neg	16101.363420820193
PSSA2_hs_pos	4101.558958662676
PSYGCHe_pos	13502.001186205685
PSYTCHe_pos	14804.568318916827
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4428.902112856267
PSt3_pos	6.396964920551236
PTCRTD_neg	14208.035019542403
PTCRTD_pos	15.111012302102061
PTDCACRNCPT1_pos	28.465114311263484
PTDCACRNCPT2_pos	28.465114311263484
PTDCACRNt_pos	28.465114311263484
PTDCAt_neg	0.0
PTDCAt_pos	28.465114311263484
PTE2x_pos	0.0
PTE3x_pos	6505.784727948376
PTE4x_pos	6582.875008908317
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3258.4262716791404
PTPATe_neg	13040.936177708101
PTPATe_pos	22321.45596471841
PTRCAT1_pos	0.0
PTRCOX1_pos	12312.679412776799
PUNP1_neg	6176.228937981759
PUNP1_pos	2995.3324687456666
PUNP2_neg	6601.659541448218
PUNP2_pos	5342.181425426437
PUNP3_neg	7892.157866181886
PUNP3_pos	1457.149351968544
PUNP4_neg	7383.5499442350665
PUNP4_pos	6294.964528597211
PUNP5_neg	4734.490577101221
PUNP5_pos	3630.7578187399017
PUNP6_neg	0.0
PUNP6_pos	7334.069949733723
PUNP7_neg	1457.149351968544
PUNP7_pos	3862.4091294935206
PVD3_neg	10953.458804225602
PVD3_pos	76511.2274198127
PYAM5POr_pos	3931.8811907746394
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	3690.2643636149073
PYDAMtr_neg	0.0
PYDAMtr_pos	10078.268954938752
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	7961.801580876626
PYDXK_pos	3690.264363614907
PYDXNK_pos	3690.2643636149064
PYDXNtr_neg	0.0
PYDXNtr_pos	9041.809370891468
PYDXPP_pos	3690.264363614906
PYDXtr_neg	0.0
PYDXtr_pos	7834.22612411303
PYK_pos	371.94948645932686
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	7897.285288057599
PYNP2r_pos	5125.455451458106
PYRt2m_neg	1235.8792506309946
PYRt2m_pos	1235.8792506309946
PYRt2p_neg	2508.6531483565573
PYRt2p_pos	2508.6531483565573
PYRt2r_neg	384.9585905701214
PYRt2r_pos	384.9585905701214
Q10H2e_neg	0.0
Q10H2e_pos	5550.485466855125
QUILSYN_pos	0.0
RADH2_pos	817.7657531351617
RADH3_pos	943.2905369870084
RADH4_pos	929.8634642153264
RADH_pos	819.2852764805805
RAHY_pos	1625.1586053999952
RAI1_neg	2188.8875747156217
RAI1_pos	2188.8875747156217
RAI2_neg	2188.8875747156217
RAI2_pos	2188.8875747156217
RAI3_neg	929.8634642153265
RAI3_pos	1205.084763142482
RAI4_neg	1687.2097631424817
RAI4_pos	1670.1729316652702
RAtn3_neg	0.0
RAtn3_pos	1205.084763142482
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3334.575434565365
RBK_D_pos	0.0
RBK_pos	5549.161721250477
RBTt_pos	6415.818046137455
RDH1_neg	444.4031362875986
RDH1_pos	2188.8875747156217
RDH1a_pos	444.4031362875986
RDH2_neg	506.9228958920048
RDH2_pos	2188.8875747156217
RDH2a_pos	506.9228958920048
RDH3_neg	506.9228958920048
RDH3_pos	2188.8875747156217
RDH3a_pos	506.9228958920048
RDH4_neg	0.0
RDH4_pos	929.8634642153265
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5282.527874005628
RE0344C_pos	3178.3822110410515
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12326.07667168218
RE0383C_pos	5308.938010810588
RE0452M_neg	7563.8936627535
RE0452M_pos	29597.001991415356
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1143.5875925815126
RE0453C_pos	1143.5875925815126
RE0453M_neg	9153.765742680249
RE0453M_pos	28860.30653533668
RE0453N_neg	294.177136800535
RE0453N_pos	294.177136800535
RE0456M_neg	8802.506371503185
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	22.874215508848145
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12591.660565744021
RE0566C_neg	0.0
RE0566C_pos	12591.660565744023
RE0567C_neg	0.0
RE0567C_pos	12591.660565744025
RE0568C_neg	0.0
RE0568C_pos	12591.660565744025
RE0569C_pos	0.0
RE0569E_pos	5.256221710093621
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11392.155422780143
RE0577C_pos	3185.1463616689903
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5054.834861449254
RE0583C_pos	7101.286352961584
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	15823.198416157356
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	24589.914697994634
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33252.65971972963
RE0690X_pos	0.0
RE0691C_neg	31775.20377048237
RE0691C_pos	4019.727300886656
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.833415542714254
RE0702E_pos	15.557880250628154
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	17761.930887778704
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	24589.914697994634
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	288.56954580487434
RE0830N_pos	288.56954580487434
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	7904.708806848259
RE0908G_neg	0.0
RE0908G_pos	0.0
RE0908R_neg	0.0
RE0908R_pos	0.0
RE0912C_pos	7904.708806848259
RE0915C_neg	0.0
RE0915C_pos	0.0
RE0915E_neg	3.1057243284155973
RE0915E_pos	30.6
RE0916C_neg	0.0
RE0916C_pos	0.0
RE0916G_neg	0.0
RE0916G_pos	0.0
RE0916R_neg	0.0
RE0916R_pos	0.0
RE0918C_neg	0.0
RE0918C_pos	0.0
RE0918G_neg	0.0
RE0918G_pos	0.0
RE0918R_neg	0.0
RE0918R_pos	0.0
RE0919C_pos	0.0
RE0919R_pos	0.0
RE0920C_pos	0.0
RE0920R_pos	0.0
RE0921C_pos	0.0
RE0921R_pos	0.0
RE0922C_pos	0.0
RE0922R_pos	0.0
RE0923C_pos	0.0
RE0923R_pos	0.0
RE0924C_pos	0.0
RE0924R_pos	0.0
RE0925C_pos	0.0
RE0925R_pos	0.0
RE0926C_neg	0.0
RE0926C_pos	0.0
RE0926E_neg	7.353713810067022
RE0926E_pos	19.574999999999996
RE0927C_pos	0.0
RE0927R_pos	0.0
RE0928C_pos	0.0
RE0928R_pos	0.0
RE0935C_neg	0.0
RE0935C_pos	0.0
RE0935E_neg	12.743968444954275
RE0935E_pos	10.8
RE0936C_neg	0.0
RE0936C_pos	0.0
RE0936E_neg	4.75
RE0936E_pos	4.75
RE0937C_neg	0.0
RE0937C_pos	0.0
RE0937E_neg	4.75
RE0937E_pos	4.75
RE0938C_neg	0.0
RE0938C_pos	0.0
RE0938E_neg	4.75
RE0938E_pos	6.5755137233928
RE0944C_neg	0.0
RE0944C_pos	0.0
RE0944E_neg	19.276488233077362
RE0944E_pos	4.275
RE0958C_neg	0.0
RE0958C_pos	0.0
RE0958E_neg	3.1057243284155973
RE0958E_pos	4.275
RE1062C_neg	0.0
RE1062C_pos	0.0
RE1062M_neg	0.0
RE1062M_pos	0.0
RE1063C_neg	0.0
RE1063C_pos	0.0
RE1064C_neg	0.0
RE1064C_pos	0.0
RE1077C_neg	0.0
RE1077C_pos	0.0
RE1096C_pos	0.0
RE1096M_pos	0.0
RE1096R_pos	0.0
RE1099C_neg	0.0
RE1099C_pos	0.0
RE1099G_neg	0.0
RE1099G_pos	0.0
RE1099L_neg	0.0
RE1099L_pos	0.0
RE1099R_neg	0.0
RE1099R_pos	0.0
RE1100C_neg	0.0
RE1100C_pos	7904.708806848259
RE1100G_neg	0.0
RE1100G_pos	0.0
RE1100L_neg	0.0
RE1100L_pos	0.0
RE1100R_neg	0.0
RE1100R_pos	0.0
RE1134C_pos	0.0
RE1134M_pos	0.0
RE1134R_pos	0.0
