	Ob.DHA.d_S147_L007_R1_001
NDPK2_neg	339.3676491362684
NDPK2_pos	339.3676491362684
NDPK2m_neg	8938.39875617796
NDPK2m_pos	0.0
NDPK2n_neg	340.47197291953876
NDPK2n_pos	340.47197291953876
NDPK3_neg	339.3676491362684
NDPK3_pos	339.3676491362684
NDPK3m_neg	0.0
NDPK3m_pos	13341.953758318086
NDPK3n_neg	340.47197291953876
NDPK3n_pos	340.47197291953876
NDPK4_neg	1140.823579967762
NDPK4_pos	373.9219442424517
NDPK4m_pos	9342.225529286421
NDPK4n_neg	289.5483413014541
NDPK4n_pos	289.5483413014541
NDPK5_neg	339.3676491362684
NDPK5_pos	339.3676491362684
NDPK5m_pos	1876.8721721383356
NDPK5n_neg	340.47197291953876
NDPK5n_pos	340.47197291953876
NDPK6_neg	371.13642611301566
NDPK6_pos	607.8582013587387
NDPK6m_neg	607.8582013587387
NDPK6m_pos	3982.851780719506
NDPK6n_neg	0.0
NDPK6n_pos	14532.835078389287
NDPK7_neg	339.3676491362684
NDPK7_pos	339.3676491362684
NDPK7m_pos	24920.87813247089
NDPK7n_neg	340.47197291953876
NDPK7n_pos	340.47197291953876
NDPK8_neg	339.3676491362684
NDPK8_pos	339.3676491362684
NDPK8m_pos	8588.814439936483
NDPK8n_neg	289.5483413014541
NDPK8n_pos	289.5483413014541
NDPK9_neg	529.7194291867756
NDPK9_pos	529.7194291867756
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4183.855807502065
NDPK9n_pos	4183.855807502065
NH4t3r_neg	616.5695932534331
NH4t3r_pos	616.569593253433
NH4tn_neg	12653.481486722285
NH4tn_pos	0.0
NH4tp_neg	9112.000459760417
NH4tp_pos	0.0
NICRNS_pos	4049.9359600563157
NICRNTtn_neg	0.0
NICRNTtn_pos	11576.4008786639
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	784.6678002828817
NKCC2t_pos	796.1877229552607
NKCCt_neg	784.3227726999439
NKCCt_pos	795.842695372323
NMNATm_pos	0.0
NMNATn_pos	9800.265203283578
NMNATr_neg	5323.942474285581
NMNATr_pos	7943.681108004739
NMNS_pos	9672.235457790834
NMNtn_neg	0.0
NMNtn_pos	9800.26520328358
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11576.4008786639
NNATr_pos	3331.9256493945695
NNMT_pos	46.22758444964514
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36883.79695053099
NOS1_pos	1065.9958302830662
NOS2_pos	1065.9958302830662
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4169.039146268787
NPTHLte_neg	0.0
NPTHLte_pos	7.451796940900363
NRPPHRSFt_pos	71512.12037264017
NRPPHRSULT_pos	71512.12037264017
NRPPHRVESSEC_pos	3379.955030425405
NRPPHRt4_2_r_neg	1372.2671014460846
NRPPHRt4_2_r_pos	1348.1170207854518
NRPPHRtu_neg	1341.889234317451
NRPPHRtu_pos	1341.889234317451
NRVNCCOAtx_neg	4905.032504593236
NRVNCCOAtx_pos	21.470540513703916
NRVNCCOAtxc_pos	4905.032504593236
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1182.4801237286472
NRVNCt_pos	1192.946040684263
NS26T2g_pos	216.81314355705646
NS26Tg_pos	365.02842789269306
NT5C_pos	4096.143914705944
NTD10_pos	4313.538034879363
NTD11_pos	3866.425463544204
NTD12_pos	0.0
NTD1_pos	3342.047419770549
NTD1m_pos	1692.2804262783316
NTD2_pos	4092.5041527355775
NTD2e_pos	11587.616237495396
NTD2l_pos	0.0
NTD2m_pos	8938.398756177961
NTD3_pos	3449.317411469959
NTD3l_pos	0.0
NTD4_pos	3283.9057993073693
NTD4e_pos	21.805009350031998
NTD4l_pos	0.0
NTD5_pos	3306.41594043399
NTD5l_pos	0.0
NTD5m_pos	1692.2804262783316
NTD6_pos	4093.0340328698226
NTD6l_pos	0.0
NTD7_pos	3030.286007185938
NTD7e_pos	9239.37413515604
NTD7l_pos	0.0
NTD8_pos	3336.3156580893988
NTD8l_pos	0.0
NTD9_pos	4372.542987375571
NTD9e_pos	21.369699436359284
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.088214069178612
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3457.866798380588
O16G1e_pos	19.48671250173098
O16G2e_pos	21.718864163848096
O2St_neg	4.0272865901813075
O2St_pos	8773.786058174572
O2Stm_neg	8740.907878190905
O2Stm_pos	5.221170701502336
O2Stn_neg	0.0
O2Stn_pos	8827.04292588182
O2Stx_neg	0.0
O2Stx_pos	8766.314852040336
O2t_neg	15748.609903635257
O2t_pos	4398.665929822661
O2ter_neg	24488.75143818082
O2ter_pos	9942.896927871629
O2tm_neg	9662.898584157647
O2tm_pos	5190.001458715628
O2tn_neg	8827.04292588182
O2tn_pos	0.0
O2tp_neg	5449.510632839152
O2tp_pos	4446.261098989315
OAADC_pos	6383.371173416105
OAGD3te_neg	0.0
OAGD3te_pos	19073.605895888002
OAGD3tg_neg	19073.605895888
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18337.271151548266
OAGT3tg_neg	18337.271151548266
OAGT3tg_pos	0.0
OBDHc_pos	4039.144728218442
OCBTm_pos	11518.358286499231
OCCOAtm_pos	12347.090072115756
OCCOAtx_neg	23564.713126102517
OCCOAtx_pos	13748.181654465645
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23281.798894346124
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23281.79889434613
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23281.798894346124
OCDCAFATPc_pos	4109.624039478393
OCDCAtr_neg	509.77450699798806
OCDCAtr_pos	520.2404239536038
OCDCEAtr_neg	509.77450699798806
OCDCEAtr_pos	520.2404239536038
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1966.1039710562768
OCT11EFATP_pos	23281.798894346128
OCTAt_neg	0.0
OCTAt_pos	8841.391097351543
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.75260981235239
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15399.343928689888
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15399.343928689892
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15399.343928689892
OCTDECE1CRNe_pos	15399.343928689892
ODECOAtx_neg	21.470540513703913
ODECOAtx_pos	0.0
OIVD1m_pos	10333.64710653171
OIVD2m_pos	11830.359337123104
OIVD3m_pos	9267.69361727311
OLEICFATPtc_pos	4157.256226374071
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.4517969409003655
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19650.988635114256
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15641.069769732865
OMHPALTD_neg	0.0
OMHPALTD_pos	29507.122014188495
OMPDC_pos	10151.623529566385
ONPTHLte_neg	7.451796940900363
ONPTHLte_pos	0.0
OPAHir_pos	5648.88636248652
ORETNF2_pos	1488.757651455809
ORETNF_pos	1472.628476154654
ORETNtn2_neg	0.0
ORETNtn2_pos	1488.7576514558089
ORETNtn_neg	0.0
ORETNtn_pos	1472.6284761546542
ORNALArBATtc_pos	1185.8077032122967
ORNDC_pos	11633.705928974765
ORNLEUrBATtc_pos	1185.8077032122967
ORNTArm_neg	9534.150979561387
ORNTArm_pos	26.161187745619518
ORNt3m_neg	334.54602755261504
ORNt3m_pos	334.54602755261504
ORNt4m_neg	334.54602755261504
ORNt4m_pos	334.54602755261504
ORNtiDF_pos	1074.327216409516
OROTGLUt_neg	3744.4031354914173
OROTGLUt_pos	2140.720594239706
ORPT_neg	10151.623529566385
ORPT_pos	0.0
OXAHCOtex_pos	846.2135668926136
OXAtp_pos	12409.663921780071
P45011A1m_pos	60909.27817050351
P45011B11m_pos	54061.36180586476
P45011B12m_pos	51447.21036085474
P45011B21m_pos	53027.94862170387
P45017A1r_pos	54108.924082397556
P45017A2r_pos	54108.92408239756
P45017A3r_pos	54108.92408239756
P45017A4r_pos	54108.92408239756
P45019A1r_pos	51099.74064195831
P45019A2r_pos	51220.60135377594
P4501B1r_pos	50298.17334072831
P45021A1r_pos	54061.36180586478
P45021A2r_pos	51447.21036085473
P45027A11m_pos	64542.976207648106
P45027A12m_pos	7292.931829561254
P45027A13m_pos	7292.931829561254
P45027A14m_pos	65560.08779039464
P45027A15m_pos	7106.055489743531
P45027A16m_pos	7264.5761091157465
P45027A1m_pos	2202.0807762111085
P4502A6_pos	7.451796940900365
P4502C18_pos	7.903444894819448
P4502C19_pos	7.451796940900365
P4502C8_pos	7.451796940900364
P4502C92_pos	7.451796940900365
P4502C93_pos	7.451796940900364
P4502C94_pos	7.451796940900365
P4502C9_pos	7.4517969409003655
P4502D6_pos	7.451796940900365
P4502E1_pos	14.019231304996332
P4502F1_pos	7.451796940900364
P45039A1r_pos	53384.82265133946
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.451796940900365
P4503A7r_pos	51872.521480001466
P45046A1r_pos	53384.82265133946
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.893019506860707
P4504F81r_pos	0.0
P4507A1r_pos	11535.753480047495
P4507B11r_pos	53756.02818178963
P4507B12r_pos	53684.507266026565
P4508B11r_pos	64694.552325055556
P4508B13r_pos	64542.97620764808
P450LTB4r_pos	0.0
P450SCC1m_neg	2202.0807762111085
P450SCC1m_pos	55727.11777178845
P5CDm_pos	1164.230642788123
P5CR_pos	481.0794765786136
P5CRm_pos	848.0146855371606
P5CRxm_pos	692.9474330482699
PACCOAL_pos	18703.45644192782
PAFH_pos	4131.41060344425
PAFHe_pos	6382.772473253417
PAFS_pos	4131.410603444251
PAFt_neg	6385.8241998336325
PAFt_pos	6.8105302501507206
PAIL45P_HStn_neg	6809.538872314011
PAIL45P_HStn_pos	7903.6803698257145
PAIL4P_HStn_neg	4896.5707128027125
PAIL4P_HStn_pos	5444.544557661844
PAIL_HStn_neg	7890.089187229969
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8380.693900119853
PAN4PP_pos	4072.4644088691034
PAN4PPe_pos	5657.491608007293
PAPStg_neg	0.0
PAPStg_pos	37845.20337490914
PAPtg_pos	37845.203374909135
PA_HSter_neg	5546.864227526932
PA_HSter_pos	0.0
PA_HStg_neg	5546.864227526932
PA_HStg_pos	0.0
PA_HStn_neg	17410.73799981657
PA_HStn_pos	0.0
PCFLOPm_pos	9967.082147559971
PCHOLHSTDe_pos	10355.283222270482
PCHOLP_hs_pos	732.7375096566755
PCHOLPg_hs_pos	5546.864227526932
PCHOLPm_hs_pos	13341.953758318086
PCHOLPr_hs_pos	5546.864227526932
PCHOL_HSter_neg	5696.2350194581395
PCHOL_HSter_pos	5546.864227526932
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5546.864227526932
PCLAD_pos	46.912618777421926
PCREATtmdiffir_pos	3578.9372044132097
PCRNtc_pos	4682.798644088674
PCRNtm_pos	1576.4388068201147
PCm_pos	5377.162186496063
PCt_pos	11926.351077339838
PDE1_pos	3241.85439763525
PDE1g_pos	0.0
PDE4_pos	3244.866782265299
PDE4g_pos	0.0
PDE4n_pos	10998.971171253786
PDHm_pos	6367.616247722435
PDX5PO_pos	4280.604010861508
PDXPP_pos	4027.324655554269
PEAMNO_pos	18703.45644192782
PECDCHe_pos	5041.148523063791
PECGCHLe_pos	14249.581506511051
PECGONCOATr_pos	0.0
PECTCHLe_pos	15450.190278411583
PEFLIP_pos	4067.271301429118
PEFLIPm_pos	4375.943240385483
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5613.859568766597
PEPCKm_pos	8550.219839114898
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.451796940900364
PERILLYLte_pos	0.0
PEROXx_pos	45.77131867784432
PETHCT_pos	4032.809110377536
PETOHMm_hs_pos	9967.082147559971
PETOHMr_hs_pos	5696.2350194581395
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4375.943240385483
PE_HStm_pos	9967.082147559971
PEt_neg	4067.271301429118
PEt_pos	3325.0
PFK26_pos	3235.538329938432
PFK_pos	531.9846152860902
PGCD_pos	3327.42625417235
PGDI_neg	2.671952399774484
PGDI_pos	136.1452168309577
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.12675234203436
PGISr_pos	160.90183382898672
PGI_neg	4848.475453567578
PGI_pos	5610.842635558998
PGK_neg	3326.115562001699
PGK_pos	4962.550008491023
PGLYCP_pos	0.0
PGLYCt_neg	13440.703783199535
PGLYCt_pos	221.42765942661612
PGL_pos	6386.701940186307
PGLc_pos	31285.162591250933
PGLer_pos	11148.956967241453
PGMT_neg	3633.579315326092
PGMT_pos	5029.433007636346
PGM_neg	3458.3789435328226
PGM_pos	7848.662890346498
PGPPT_pos	13440.703783199535
PGPP_hs_pos	13440.703783199535
PGS_pos	119.033683995576
PGSr_pos	160.90183382898675
PHACCOAGLNAC_pos	18703.45644192782
PHCDm_pos	369.2978952770138
PHCHGSm_neg	0.0
PHCHGSm_pos	1319.297895277014
PHEACGLNt_neg	0.0
PHEACGLNt_pos	18703.456441927818
PHEATB0tc_pos	1415.0823639526338
PHEMEe_pos	317.53047154988394
PHEMEt_pos	317.53047154988394
PHEMEtm_neg	0.0
PHEMEtm_pos	14516.045972213788
PHETA1_neg	0.0
PHETA1_pos	0.0
PHETA1m_neg	0.0
PHETA1m_pos	0.0
PHETHPTOX2_pos	278.29181072591643
PHEt4_pos	407.59862945533257
PHEtec_neg	407.59862945533257
PHEtec_pos	509.22633851438036
PHEyLATthc_pos	723.2493460956686
PHYCBOXL_pos	18703.45644192782
PHYHx_pos	45.77131867784432
PHYQt_pos	4905.032504593236
PHYTt_neg	0.0
PHYTt_pos	45.771318677844334
PI345P3P_pos	3275.9496468235943
PI345P3Pn_pos	9985.946923618949
PI345P5P_pos	3326.695933606955
PI345P5Pn_pos	10779.360836407946
PI34P3Pn_pos	10779.36083640795
PI34P4Pn_pos	10779.36083640795
PI34P5K_pos	3326.695933606955
PI34P5Kn_pos	10779.360836407946
PI3P3Pn_pos	3039.557401158515
PI3P4K_pos	7840.620776620351
PI3P4Kn_pos	10779.360836407946
PI3P5K_pos	3687.8857504817415
PI45P3K_pos	3275.949646823594
PI45P3Kn_pos	9985.946923618943
PI45P4P_pos	4090.0891872299635
PI45P5P_pos	3313.21924213972
PI45P5Pn_pos	3800.0
PI45PLC_pos	8685.417805317291
PI45PLCn_pos	0.0
PI4P3K_pos	6733.14056149531
PI4P3Ker_pos	0.0
PI4P3Kn_pos	10779.36083640795
PI4P5K_pos	3313.219242139719
PI4P5Kn_pos	9833.174954712971
PI4PLC_pos	7288.929390748139
PI4PLCn_pos	18075.040046754064
PI4PP_pos	4090.089187229962
PI5P3K_pos	3318.477286437645
PI5P3Ker_pos	0.0
PI5P4K_pos	4090.089187229963
PI5P4Kn_pos	10228.405518555965
PIACGT_pos	50.807689837935705
PIK3_pos	4066.653778829928
PIK3er_pos	7685.267374697592
PIK3n_pos	10672.632050605635
PIK4_pos	4090.0891872299626
PIK4n_pos	10623.636082398965
PIK5_pos	4436.062242874025
PIK5n_pos	10228.405518555968
PIPLC_pos	3765.011116713478
PIPLCn_pos	18711.265812374964
PIt7_neg	488.63953850437656
PIt7_pos	506.21160475302605
PIt8_neg	297.2686766940566
PIt8_pos	488.63953850437656
PIt9_neg	1072.5677376349552
PIt9_pos	1072.5677376349552
PIter_neg	356.7799705674396
PIter_pos	2018.9266568558132
PItg_pos	6230.502314371933
PItn_neg	4354.769436157006
PItn_pos	5990.2935198818395
PItx_neg	4481.228643861268
PItx_pos	0.0
PLA2_2_pos	9971.247226718791
PLA2_2e_pos	11436.083119560273
PLA2_pos	0.0
PMANM_neg	16988.854915262473
PMANM_pos	0.0
PMEVKc_pos	19856.916849412817
PMEVKx_pos	18066.88818097729
PMI12346PH_pos	0.0
PMI12346PHn_pos	0.0
PMI1346PH_pos	0.0
PMI1346PHn_pos	0.0
PMTCOAFABP1tc_neg	33643.73407156537
PMTCOAFABP1tc_pos	13487.885182163007
PMTCOAtx_neg	3087.3036781387773
PMTCOAtx_pos	5042.530319449166
PNP_neg	7940.407562133574
PNP_pos	0.0
PNTEH_pos	14126.633961643283
PNTEHe_pos	6135.695203378439
PNTK_pos	14103.622236392459
PNTKm_pos	0.0
PNTORDe_pos	1900.0
PNTOt5_pos	4088.4300157907883
PNTOt5le_pos	4101.473236756075
PNTOte_neg	2048.5922611975957
PNTOte_pos	1900.0
PPA2_pos	0.0
PPA2m_pos	0.0
PPAP_pos	3274.2872770544805
PPA_pos	5727.747272076814
PPAer_pos	8695.398930728554
PPAm_pos	3432.710011830198
PPAn_pos	13776.417297315013
PPAt_pos	1509.0381004314809
PPAtm_pos	6102.445438181455
PPBNGS_pos	14516.045972213788
PPCDC_pos	3948.5443879018553
PPCOACm_pos	4195.648284859885
PPCOAOm_pos	12439.987895512431
PPD2CSPp_pos	48.492373117005386
PPDOx_pos	1045.6455110434777
PPDOy_pos	400.446985878198
PPItm_neg	5811.922790997795
PPItm_pos	3807.2724666193435
PPItr_neg	2018.9266568558132
PPItr_pos	2018.9266568558132
PPItx_neg	6573.963295600049
PPItx_pos	4481.228643861269
PPMI12346Ptn_neg	0.0
PPMI12346Ptn_pos	0.0
PPMI1346Ptn_neg	0.0
PPMI1346Ptn_pos	0.0
PPM_neg	4425.050722195427
PPM_pos	2976.324399241964
PPNCL3_pos	14103.622236392459
PPOR_pos	0.0
PPPG9tm_neg	0.0
PPPG9tm_pos	14516.04597221379
PPPGOm_pos	14516.04597221379
PPPItn_neg	0.0
PPPItn_pos	0.0
PRAGSr_neg	0.0
PRAGSr_pos	20306.40687239758
PRASCS_neg	0.0
PRASCS_pos	20306.40687239757
PRDX_pos	6579.796147263452
PRDXl_pos	11993.41836742159
PRFGS_pos	20306.406872397565
PRGNLONESULT_pos	7113.619365747624
PRGNLONEtm_neg	60909.278170503516
PRGNLONEtm_pos	0.0
PRGNLONEtr_neg	0.0
PRGNLONEtr_pos	54108.92408239757
PRGSTRNt_neg	60909.278170503516
PRGSTRNt_pos	6.224541592220023
PRISTANALtx_neg	0.0
PRISTANALtx_pos	45.77131867784432
PRISTCOAtcx_pos	4905.032504593236
PRISTCOAtx_neg	6889.792746576004
PRISTCOAtx_pos	4905.032504593235
PRISTtx_neg	47.683761039919744
PRISTtx_pos	6889.792746576006
PRO1x_pos	481.0794765786136
PRO1xm_pos	692.9474330482699
PROAKGOX1r_pos	0.0
PROD2_pos	1431.0794765786136
PROD2m_pos	4242.049929933489
PRODt2rL_neg	0.0
PRODt2rL_pos	0.0
PRODt2r_neg	1457.685718469164
PRODt2r_pos	1457.685718469164
PROGLYPEPT1tc_pos	9343.762136737203
PROGLYPRO1c_neg	0.0
PROGLYPRO1c_pos	9343.762136737203
PROIMINOtc_pos	1542.0032573768633
PROSTGD2t_neg	731.6154336428078
PROSTGD2t_pos	731.6154336428078
PROSTGE1t3_pos	3537.4023467003058
PROSTGE1t_neg	731.6154336428078
PROSTGE1t_pos	731.6154336428078
PROSTGE2t2_neg	391.82470774539865
PROSTGE2t2_pos	395.3133467306038
PROSTGE2t3_pos	3440.24338911959
PROSTGE2t_neg	395.3133467306038
PROSTGE2t_pos	391.82470774539865
PROSTGF2t_neg	586.192744492618
PROSTGF2t_pos	586.192744492618
PROSTGH2t_neg	1487.5518438128386
PROSTGH2t_pos	1487.5518438128386
PROSTGI2t_neg	1487.5518438128386
PROSTGI2t_pos	1487.5518438128386
PROSTGI2tr_neg	160.90183382898672
PROSTGI2tr_pos	6.12675234203436
PRO_Dtde_neg	1457.685718469164
PRO_Dtde_pos	1457.685718469164
PROt2rL_neg	0.0
PROt2rL_pos	0.0
PROt2r_neg	469.54119406124056
PROt2r_pos	882.9517894254038
PROt4_2_r_neg	1073.2748967671482
PROt4_2_r_pos	1224.5445077696031
PROt4_pos	469.54119406124056
PRPNCOAHYDm_pos	12435.524132172468
PRPNCOAHYDx_pos	0.0
PRPPS_neg	4169.039146268786
PRPPS_pos	3788.763001847739
PSDm_hs_pos	18229.830542006795
PSERT_pos	3327.42625417235
PSFLIP_pos	4375.943240385482
PSFLIPm_pos	18229.830542006795
PSP_L_pos	3327.42625417235
PSSA1_hs_neg	732.7375096566755
PSSA1_hs_pos	4031.0041912535353
PSSA2_hs_neg	16021.089594928591
PSSA2_hs_pos	4032.809110377536
PSYGCHe_pos	13637.077153263528
PSYTCHe_pos	14955.331445169017
PSYTDECHe_pos	3800.0
PS_HSter_neg	0.0
PS_HSter_pos	0.0
PS_HStg_neg	0.0
PS_HStg_pos	0.0
PSt3_neg	4375.9432403854835
PSt3_pos	6.449204251427404
PTCRTD_neg	14110.079707324385
PTCRTD_pos	14.951916765821615
PTDCACRNCPT1_pos	28.570862429778398
PTDCACRNCPT2_pos	28.570862429778398
PTDCACRNt_pos	28.570862429778398
PTDCAt_neg	0.0
PTDCAt_pos	28.57086242977841
PTE2x_pos	0.0
PTE3x_pos	6506.461679255398
PTE4x_pos	6573.963295600049
PTE5x_pos	0.0
PTHPS_pos	0.0
PTHPSn_pos	0.0
PTPAT_pos	3230.764491882717
PTPATe_neg	12986.344420867124
PTPATe_pos	22252.787726906452
PTRCAT1_pos	0.0
PTRCOX1_pos	12216.097530910538
PUNP1_neg	6145.401331449178
PUNP1_pos	2977.581521489543
PUNP2_neg	6563.169289051056
PUNP2_pos	5315.980402634681
PUNP3_neg	7868.8137106626755
PUNP3_pos	1494.2919571761288
PUNP4_neg	7317.966166208935
PUNP4_pos	6246.263510667624
PUNP5_neg	4733.869006877628
PUNP5_pos	3611.460356079206
PUNP6_neg	0.0
PUNP6_pos	7354.9669227335235
PUNP7_neg	1494.2919571761288
PUNP7_pos	3867.189255970482
PVD3_neg	10900.428429847183
PVD3_pos	76149.51631115774
PYAM5POr_pos	4280.60401086151
PYAM5Ptm_neg	0.0
PYAM5Ptm_pos	0.0
PYDAMK_pos	4027.3246555542696
PYDAMtr_neg	0.0
PYDAMtr_pos	10056.387299273878
PYDX5Ptm_neg	0.0
PYDX5Ptm_pos	0.0
PYDXDH_pos	7933.701528460759
PYDXK_pos	4027.32465555427
PYDXNK_pos	4027.3246555542705
PYDXNtr_neg	0.0
PYDXNtr_pos	9034.06290237936
PYDXPP_pos	4027.3246555542705
PYDXtr_neg	0.0
PYDXtr_pos	7818.665307676275
PYK_pos	373.9219442424517
PYLALDOX_pos	0.0
PYLALDOXm_pos	0.0
PYNP2r_neg	7860.924337563767
PYNP2r_pos	5062.038320455719
PYRt2m_neg	1242.0572689130884
PYRt2m_pos	1242.0572689130884
PYRt2p_neg	2532.9308422295485
PYRt2p_pos	2532.9308422295485
PYRt2r_neg	391.0269726484922
PYRt2r_pos	391.0269726484922
Q10H2e_neg	0.0
Q10H2e_pos	5535.614509254127
QUILSYN_pos	0.0
RADH2_pos	815.8812206077257
RADH3_pos	942.938306583649
RADH4_pos	929.2324541919452
RADH_pos	817.2750249633913
RAHY_pos	1621.404304939772
RAI1_neg	2190.210484649714
RAI1_pos	2190.210484649714
RAI2_neg	2190.210484649714
RAI2_pos	2190.210484649714
RAI3_neg	929.2324541919452
RAI3_pos	1199.4826514558092
RAI4_neg	1681.6076514558088
RAI4_pos	1665.478476154654
RAtn3_neg	0.0
RAtn3_pos	1199.482651455809
RAtn_neg	0.0
RAtn_pos	0.0
RBFK_pos	3311.610772952751
RBK_D_pos	0.0
RBK_pos	5541.122225882525
RBTt_pos	6402.960606959938
RDH1_neg	428.53926843093257
RDH1_pos	2190.210484649714
RDH1a_pos	428.53926843093257
RDH2_neg	500.02968309293766
RDH2_pos	2190.210484649714
RDH2a_pos	500.02968309293766
RDH3_neg	500.02968309293766
RDH3_pos	2190.210484649714
RDH3a_pos	500.02968309293766
RDH4_neg	0.0
RDH4_pos	929.2324541919452
RE0066C_pos	0.0
RE0066M_pos	0.0
RE0066R_pos	0.0
RE0124C_neg	0.0
RE0124C_pos	0.0
RE0344C_neg	5298.366750669291
RE0344C_pos	3151.778130011504
RE0344M_neg	0.0
RE0344M_pos	0.0
RE0344X_neg	0.0
RE0344X_pos	0.0
RE0383C_neg	12077.46898927796
RE0383C_pos	5312.539512037242
RE0452M_neg	7542.752485380944
RE0452M_pos	29607.64334527982
RE0452N_neg	0.0
RE0452N_pos	0.0
RE0453C_neg	1140.823579967762
RE0453C_pos	1140.823579967762
RE0453M_neg	9381.960463979509
RE0453M_pos	29020.5545340144
RE0453N_neg	289.5483413014541
RE0453N_pos	289.5483413014541
RE0456M_neg	8938.398756177961
RE0456M_pos	0.0
RE0456N_neg	0.0
RE0456N_pos	0.0
RE0512C_neg	0.0
RE0512C_pos	0.0
RE0512M_pos	23.049236592879065
RE0512X_neg	0.0
RE0512X_pos	0.0
RE0549C_neg	0.0
RE0549C_pos	0.0
RE0565C_pos	12570.000667426322
RE0566C_neg	0.0
RE0566C_pos	12570.000667426322
RE0567C_neg	0.0
RE0567C_pos	12570.00066742632
RE0568C_neg	0.0
RE0568C_pos	12570.00066742632
RE0569C_pos	0.0
RE0569E_pos	5.256386418055435
RE0570C_neg	0.0
RE0570C_pos	0.0
RE0571C_neg	0.0
RE0571C_pos	0.0
RE0572N_neg	0.0
RE0572N_pos	0.0
RE0573N_pos	0.0
RE0574C_neg	0.0
RE0574C_pos	0.0
RE0575C_neg	0.0
RE0575C_pos	0.0
RE0576C_neg	0.0
RE0576C_pos	0.0
RE0577C_neg	11463.242389877114
RE0577C_pos	3166.741817458035
RE0577M_neg	0.0
RE0577M_pos	0.0
RE0577X_neg	0.0
RE0577X_pos	0.0
RE0578C_neg	0.0
RE0578C_pos	0.0
RE0578M_neg	0.0
RE0578M_pos	0.0
RE0578X_neg	0.0
RE0578X_pos	0.0
RE0579C_neg	0.0
RE0579C_pos	0.0
RE0579M_neg	0.0
RE0579M_pos	0.0
RE0579X_neg	0.0
RE0579X_pos	0.0
RE0580L_pos	0.0
RE0580R_pos	0.0
RE0581C_neg	0.0
RE0581C_pos	0.0
RE0581R_neg	0.0
RE0581R_pos	0.0
RE0582N_neg	0.0
RE0582N_pos	0.0
RE0583C_neg	5060.348144490945
RE0583C_pos	7081.73910087228
RE0583N_neg	0.0
RE0583N_pos	0.0
RE0688C_pos	0.0
RE0688E_pos	15761.43324909164
RE0688X_pos	0.0
RE0689C_pos	0.0
RE0689E_pos	24482.243907094482
RE0689X_pos	0.0
RE0690C_pos	0.0
RE0690E_pos	33071.552149523486
RE0690X_pos	0.0
RE0691C_neg	31646.141421119362
RE0691C_pos	4018.753392727978
RE0702C_neg	0.0
RE0702C_pos	0.0
RE0702E_neg	4.793833101858965
RE0702E_pos	15.495459953302595
RE0702L_neg	0.0
RE0702L_pos	0.0
RE0702M_neg	0.0
RE0702M_pos	0.0
RE0702N_neg	0.0
RE0702N_pos	0.0
RE0827C_pos	0.0
RE0827E_pos	17653.68206726444
RE0827X_pos	0.0
RE0828C_pos	0.0
RE0828E_pos	24482.243907094482
RE0828X_pos	0.0
RE0830C_neg	2850.0
RE0830C_pos	2850.0
RE0830N_neg	285.3082531027504
RE0830N_pos	285.3082531027504
RE0864C_neg	0.0
RE0864C_pos	0.0
RE0875C_neg	0.0
RE0875C_pos	0.0
RE0908C_neg	0.0
RE0908C_pos	7863.053765490126
