	Ob-DHA-c_S138_L007_R1_001	WT-1012-a_S120_L007_R1_001	Ob-1012-a_S125_L007_R1_001	Ob-DHA-a_S123_L007_R1_001
r2371_pos	0.0	0.0	0.0	0.0
r2371_neg	0.0	0.0	0.0	0.0
r2372_pos	0.0	0.0	0.0	0.0
r2372_neg	0.0	0.0	0.0	0.0
r2373_pos	0.0	0.0	0.0	0.0
r2373_neg	0.0	0.0	0.0	0.0
r2374_pos	0.0	0.0	0.0	0.0
r2374_neg	0.0	0.0	0.0	0.0
r2375_pos	0.0	0.0	0.0	0.0
r2375_neg	0.0	0.0	0.0	0.0
r2376_pos	0.0	0.0	0.0	0.0
r2376_neg	0.0	0.0	0.0	0.0
r2377_pos	0.0	0.0	0.0	0.0
r2377_neg	0.0	0.0	0.0	0.0
r2378_pos	0.0	0.0	0.0	0.0
r2378_neg	0.0	0.0	0.0	0.0
r2379_pos	0.0	0.0	0.0	0.0
r2379_neg	0.0	0.0	0.0	0.0
r2380_pos	0.0	0.0	0.0	0.0
r2380_neg	0.0	0.0	0.0	0.0
r2381_pos	0.0	0.0	0.0	0.0
r2382_pos	0.0	0.0	0.0	0.0
r2384_pos	0.0	0.0	0.0	0.0
r2385_pos	0.0	0.0	0.0	0.0
r2386_pos	0.0	0.0	0.0	0.0
r2387_pos	0.0	0.0	0.0	0.0
r2388_pos	0.0	0.0	0.0	0.0
r2389_pos	0.0	0.0	0.0	0.0
r2390_pos	0.0	0.0	0.0	0.0
r2391_pos	0.0	0.0	0.0	0.0
r2392_pos	0.0	0.0	0.0	0.0
r2393_pos	0.0	0.0	0.0	0.0
r2394_pos	0.0	0.0	0.0	0.0
r2395_pos	0.0	0.0	0.0	0.0
r2396_pos	0.0	0.0	0.0	0.0
r2397_pos	0.0	0.0	0.0	0.0
r2398_pos	0.0	0.0	0.0	0.0
r2399_pos	0.0	0.0	0.0	0.0
r2400_pos	0.0	0.0	0.0	0.0
r2401_pos	0.0	0.0	0.0	0.0
r2402_pos	0.0	0.0	0.0	0.0
r2403_pos	0.0	0.0	0.0	0.0
r2404_pos	0.0	0.0	0.0	0.0
r2405_pos	0.0	0.0	0.0	0.0
r2406_pos	0.0	0.0	0.0	0.0
r2407_pos	0.0	0.0	0.0	0.0
r2408_pos	0.0	0.0	0.0	0.0
r2409_pos	0.0	0.0	0.0	0.0
r2410_pos	0.0	0.0	0.0	0.0
r2411_pos	0.0	0.0	0.0	0.0
r2412_pos	0.0	0.0	0.0	0.0
r2413_pos	0.0	0.0	0.0	0.0
r2416_pos	0.0	0.0	0.0	0.0
r2419_pos	7.2197493545467255	4.829849559844691	7.0300049445090815	7.133399125417198
r2420_pos	7.2197493545467255	4.829849559844691	7.0300049445090815	7.133399125417198
r2420_neg	7.2197493545467255	4.829849559844691	7.0300049445090815	7.133399125417198
r2425_pos	3.321928094887362	2.1342209397606338	2.957914598632985	2.6915341649192004
r2433_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
r2434_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
r2435_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
r2437_pos	7.258236237330973	5.699884728697476	7.129489101516546	7.121222669841959
r2439_pos	6.098453246309274	5.362469888750209	6.909413105377229	6.311793717753649
r2443_pos	0.0	0.0	0.0	0.0
r2444_pos	0.0	0.0	0.0	0.0
r2447_pos	0.21412480535284734	0.0	0.12432813500220177	0.43295940727610627
r2449_pos	0.6507645591169021	0.6780719051126377	1.0356239097307212	0.32192809488736235
r2465_pos	0.0	0.0	0.0	0.0
r2471_pos	3.7834566543602395	3.0565835283663674	4.008988783227255	3.465974464504069
r2472_pos	0.0	0.0	0.0	0.0
r2473_pos	6.734438666137167	6.1626934322112366	7.074890720126339	6.791032616755671
r2497_pos	0.0	0.0	0.0	0.0
r2498_pos	0.0	0.0	0.0	0.0
r2499_pos	0.0	0.0	0.0	0.0
r2501_pos	0.0	0.0	0.0	0.0
r2502_pos	0.0	0.0	0.0	0.0
r2503_pos	0.0	0.0	0.0	0.0
r2505_pos	1.232660756790275	0.46466826700344427	0.6040713236688608	0.6507645591169021
r2506_pos	0.0	0.0	0.0	0.0
r2506_neg	0.0	0.0	0.0	0.0
r2507_pos	0.0	0.0	0.0	0.0
r2507_neg	0.0	0.0	0.0	0.0
r2508_pos	0.0	0.0	0.0	0.0
r2508_neg	0.0	0.0	0.0	0.0
r2509_pos	0.0	0.0	0.0	0.0
r2509_neg	0.0	0.0	0.0	0.0
r2510_pos	0.0	0.0	0.0	0.0
r2510_neg	0.0	0.0	0.0	0.0
r2511_pos	0.0	0.0	0.0	0.0
r2511_neg	0.0	0.0	0.0	0.0
r2512_pos	0.0	0.0	0.0	0.0
r2513_pos	0.0	0.0	0.0	0.0
r2514_pos	0.0	0.0	0.0	0.0
r2514_neg	0.0	0.0	0.0	0.0
r2515_pos	0.0	0.0	0.0	0.0
r2516_pos	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
r2516_neg	5.569248029867182	4.081510068120917	5.415826257472914	5.379898163524692
r2517_pos	0.0	0.0	0.0	0.0
r2518_pos	0.0	0.0	0.0	0.0
r2519_pos	0.0	0.0	0.0	0.0
r2519_neg	0.0	0.0	0.0	0.0
r2520_pos	5.97223312380739	5.309612772454123	6.107478646626618	6.022367813028454
r2520_neg	5.97223312380739	5.309612772454123	6.107478646626618	6.022367813028454
r2521_pos	0.0	0.0	0.0	0.0
r2521_neg	0.0	0.0	0.0	0.0
r2525_pos	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2525_neg	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2526_pos	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2526_neg	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2532_pos	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2532_neg	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2534_pos	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2534_neg	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2535_pos	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2535_neg	1.709290635723358	1.956056652412403	2.2600256559614555	1.84799690655495
r2537_pos	0.0	0.0	0.0	0.0
r2537_neg	0.0	0.0	0.0	0.0
r2538_pos	0.0	0.0	0.0	0.0
r2538_neg	0.0	0.0	0.0	0.0
r2539_pos	0.0	0.0	0.0	0.0
r2539_neg	0.0	0.0	0.0	0.0
EX_no2(e)_pos	0.0	0.0	0.0	0.0
EX_no2(e)_neg	0.0	0.0	0.0	0.0
EX_so3(e)_pos	0.0	0.0	0.0	0.0
EX_so3(e)_neg	0.0	0.0	0.0	0.0
EX_sprm(e)_pos	0.0	0.0	0.0	0.0
EX_sprm(e)_neg	0.0	0.0	0.0	0.0
RE0066C_pos	0.0	0.0	0.0	0.0
RE0066M_pos	0.0	0.0	0.0	0.0
RE0066R_pos	0.0	0.0	0.0	0.0
RE0124C_pos	0.0	0.0	0.0	0.0
RE0124C_neg	0.0	0.0	0.0	0.0
RE0344C_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0344C_neg	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0344M_pos	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0344M_neg	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0344X_pos	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0344X_neg	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0383C_pos	8.688425170661892	7.665406984155998	8.699121269441703	8.738024684499708
RE0383C_neg	8.688425170661892	7.665406984155998	8.699121269441703	8.738024684499708
RE0452M_pos	0.0	0.0	0.0	0.0
RE0452M_neg	0.0	0.0	0.0	0.0
RE0452N_pos	0.0	0.0	0.0	0.0
RE0452N_neg	0.0	0.0	0.0	0.0
RE0453C_pos	0.0	0.0	0.0	0.0
RE0453C_neg	0.0	0.0	0.0	0.0
RE0453M_pos	1.1763227726404628	1.3334237337251917	1.2265085298086797	0.9560566524124029
RE0453M_neg	1.1763227726404628	1.3334237337251917	1.2265085298086797	0.9560566524124029
RE0453N_pos	8.456641898642161	8.633830773408473	8.723865688491061	8.54986166095892
RE0453N_neg	8.456641898642161	8.633830773408473	8.723865688491061	8.54986166095892
RE0456M_pos	0.0	0.0	0.0	0.0
RE0456M_neg	0.0	0.0	0.0	0.0
RE0456N_pos	0.0	0.0	0.0	0.0
RE0456N_neg	0.0	0.0	0.0	0.0
RE0512C_pos	0.0	0.0	0.0	0.0
RE0512C_neg	0.0	0.0	0.0	0.0
RE0512M_pos	10.88747957655172	9.144275852484398	10.68888845123933	10.71500960016594
RE0512X_pos	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE0512X_neg	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE0549C_pos	0.0	0.0	0.0	0.0
RE0549C_neg	0.0	0.0	0.0	0.0
RE0565C_pos	0.0	0.27500704749986976	0.0	0.0
RE0566C_pos	0.0	0.0	0.0	0.0
RE0566C_neg	0.0	0.0	0.0	0.0
RE0567C_pos	0.0	0.0	0.0	0.0
RE0567C_neg	0.0	0.0	0.0	0.0
RE0568C_pos	0.0	0.0	0.0	0.0
RE0568C_neg	0.0	0.0	0.0	0.0
RE0569C_pos	0.0	0.27500704749986976	0.0	0.0
RE0569E_pos	0.0	0.0	0.0	0.0
RE0570C_pos	0.0	0.0	0.0	0.0
RE0570C_neg	0.0	0.0	0.0	0.0
RE0571C_pos	0.0	0.0	0.0	0.0
RE0571C_neg	0.0	0.0	0.0	0.0
RE0572N_pos	0.0	0.0	0.0	0.0
RE0572N_neg	0.0	0.0	0.0	0.0
RE0573N_pos	0.0	0.0	0.0	0.0
RE0574C_pos	0.0	0.0	0.0	0.0
RE0574C_neg	0.0	0.0	0.0	0.0
RE0575C_pos	0.0	0.0	0.0	0.0
RE0575C_neg	0.0	0.0	0.0	0.0
RE0576C_pos	0.0	0.0	0.0	0.0
RE0576C_neg	0.0	0.0	0.0	0.0
RE0577C_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0577C_neg	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0577M_pos	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0577M_neg	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0577X_pos	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0577X_neg	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0578C_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0578C_neg	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0578M_pos	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0578M_neg	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0578X_pos	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0578X_neg	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0579C_pos	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0579C_neg	7.343851933442121	7.322018260509772	7.53403046657407	7.479699438513468
RE0579M_pos	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0579M_neg	5.0557162635125446	1.4541758931858022	4.956056652412403	4.757556688939453
RE0579X_pos	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0579X_neg	7.5735714534823915	7.452117663828671	7.7566230352031535	7.683977106975602
RE0580L_pos	6.151980551158924	5.5858639034626885	6.275379596253622	6.090430042321621
RE0580R_pos	0.0	0.0	0.0	0.0
RE0581C_pos	0.0	0.0	0.0	0.0
RE0581C_neg	0.0	0.0	0.0	0.0
RE0581R_pos	0.0	0.0	0.0	0.0
RE0581R_neg	0.0	0.0	0.0	0.0
RE0582N_pos	0.0	0.0	0.0	0.0
RE0582N_neg	0.0	0.0	0.0	0.0
RE0583C_pos	0.0	0.0	0.0	0.0
RE0583C_neg	0.0	0.0	0.0	0.0
RE0583N_pos	0.0	0.0	0.0	0.0
RE0583N_neg	0.0	0.0	0.0	0.0
RE0688C_pos	0.22650852980867975	0.070389327891398	0.0	0.2630344058337938
RE0688E_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0688X_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0689C_pos	0.22650852980867975	0.070389327891398	0.0	0.2630344058337938
RE0689E_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0689X_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0690C_pos	0.22650852980867975	0.070389327891398	0.0	0.2630344058337938
RE0690E_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0690X_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0691C_pos	0.0	0.0	0.0	0.0
RE0691C_neg	0.0	0.0	0.0	0.0
RE0702C_pos	0.0	0.0	0.0	0.0
RE0702C_neg	0.0	0.0	0.0	0.0
RE0702E_pos	0.0	0.0	0.0	0.0
RE0702E_neg	0.0	0.0	0.0	0.0
RE0702L_pos	0.0	0.0	0.0	0.0
RE0702L_neg	0.0	0.0	0.0	0.0
RE0702M_pos	8.76666141181726	8.120393415592435	8.967428020257326	8.711494906650088
RE0702M_neg	8.76666141181726	8.120393415592435	8.967428020257326	8.711494906650088
RE0702N_pos	0.0	0.0	0.0	0.0
RE0702N_neg	0.0	0.0	0.0	0.0
RE0827C_pos	0.22650852980867975	0.070389327891398	0.0	0.2630344058337938
RE0827E_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0827X_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0828C_pos	0.22650852980867975	0.070389327891398	0.0	0.2630344058337938
RE0828E_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0828X_pos	0.12432813500220177	0.0	0.0	0.6135316529179271
RE0830C_pos	0.0	0.0	0.0	0.0
RE0830C_neg	0.0	0.0	0.0	0.0
RE0830N_pos	8.752915808051489	8.342030208298958	8.794123398523132	8.815159108244991
RE0830N_neg	8.752915808051489	8.342030208298958	8.794123398523132	8.815159108244991
RE0864C_pos	0.0	0.0	0.0	0.0
RE0864C_neg	0.0	0.0	0.0	0.0
RE0875C_pos	0.0	0.0	0.0	0.0
RE0875C_neg	0.0	0.0	0.0	0.0
RE0908C_pos	0.0	0.0	0.0	0.0
RE0908C_neg	0.0	0.0	0.0	0.0
RE0908G_pos	0.0	0.0	0.0	0.0
RE0908G_neg	0.0	0.0	0.0	0.0
RE0908R_pos	0.0	0.0	0.0	0.0
RE0908R_neg	0.0	0.0	0.0	0.0
RE0912C_pos	0.0	0.0	0.0	0.0
RE0915C_pos	0.0	0.0	0.0	0.0
RE0915C_neg	0.0	0.0	0.0	0.0
RE0915E_pos	0.0	0.0	0.0	0.0
RE0915E_neg	0.0	0.0	0.0	0.0
RE0916C_pos	0.0	0.0	0.0	0.0
RE0916C_neg	0.0	0.0	0.0	0.0
RE0916G_pos	0.0	0.0	0.0	0.0
RE0916G_neg	0.0	0.0	0.0	0.0
RE0916R_pos	0.0	0.0	0.0	0.0
RE0916R_neg	0.0	0.0	0.0	0.0
RE0918C_pos	0.0	0.0	0.0	0.0
RE0918C_neg	0.0	0.0	0.0	0.0
RE0918G_pos	0.0	0.0	0.0	0.0
RE0918G_neg	0.0	0.0	0.0	0.0
RE0918R_pos	0.0	0.0	0.0	0.0
RE0918R_neg	0.0	0.0	0.0	0.0
RE0919C_pos	0.0	0.0	0.0	0.0
RE0919R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0920C_pos	0.0	0.0	0.0	0.0
RE0920R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0921C_pos	0.0	0.0	0.0	0.0
RE0921R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0922C_pos	0.0	0.0	0.0	0.0
RE0922R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0923C_pos	0.0	0.0	0.0	0.0
RE0923R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0924C_pos	0.0	0.0	0.0	0.0
RE0924R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0925C_pos	0.0	0.0	0.0	0.0
RE0925R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0926C_pos	0.0	0.0	0.0	0.0
RE0926C_neg	0.0	0.0	0.0	0.0
RE0926E_pos	0.0	0.0	0.0	0.0
RE0926E_neg	0.0	0.0	0.0	0.0
RE0927C_pos	0.0	0.0	0.0	0.0
RE0927R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0928C_pos	0.0	0.0	0.0	0.0
RE0928R_pos	0.25096157353321874	0.29865831556451516	0.6870606883398922	0.29865831556451516
RE0935C_pos	0.0	0.0	0.0	0.0
RE0935C_neg	0.0	0.0	0.0	0.0
RE0935E_pos	0.0	0.0	0.0	0.0
RE0935E_neg	0.0	0.0	0.0	0.0
RE0936C_pos	0.0	0.0	0.0	0.0
RE0936C_neg	0.0	0.0	0.0	0.0
RE0936E_pos	0.0	0.0	0.0	0.0
RE0936E_neg	0.0	0.0	0.0	0.0
RE0937C_pos	0.0	0.0	0.0	0.0
RE0937C_neg	0.0	0.0	0.0	0.0
RE0937E_pos	0.0	0.0	0.0	0.0
RE0937E_neg	0.0	0.0	0.0	0.0
RE0938C_pos	0.0	0.0	0.0	0.0
RE0938C_neg	0.0	0.0	0.0	0.0
RE0938E_pos	0.0	0.0	0.0	0.0
RE0938E_neg	0.0	0.0	0.0	0.0
RE0944C_pos	0.0	0.0	0.0	0.0
RE0944C_neg	0.0	0.0	0.0	0.0
RE0944E_pos	0.0	0.0	0.0	0.0
RE0944E_neg	0.0	0.0	0.0	0.0
RE0958C_pos	0.0	0.0	0.0	0.0
RE0958C_neg	0.0	0.0	0.0	0.0
RE0958E_pos	0.0	0.0	0.0	0.0
RE0958E_neg	0.0	0.0	0.0	0.0
RE1062C_pos	0.0	0.0	0.0	0.0
RE1062C_neg	0.0	0.0	0.0	0.0
RE1062M_pos	0.0	0.0	0.0	0.0
RE1062M_neg	0.0	0.0	0.0	0.0
RE1063C_pos	0.0	0.0	0.0	0.0
RE1063C_neg	0.0	0.0	0.0	0.0
RE1064C_pos	0.0	0.0	0.0	0.0
RE1064C_neg	0.0	0.0	0.0	0.0
RE1077C_pos	0.0	0.0	0.0	0.0
RE1077C_neg	0.0	0.0	0.0	0.0
RE1096C_pos	0.0	0.0	0.0	0.0
RE1096M_pos	7.975160124198186	2.3645724322958563	8.415826257472913	8.322018260509772
RE1096R_pos	7.975160124198186	2.3645724322958563	8.415826257472913	8.322018260509772
RE1099C_pos	0.0	0.0	0.0	0.0
RE1099C_neg	0.0	0.0	0.0	0.0
RE1099G_pos	0.0	0.0	0.0	0.0
RE1099G_neg	0.0	0.0	0.0	0.0
RE1099L_pos	0.0	0.0	0.0	0.0
RE1099L_neg	0.0	0.0	0.0	0.0
RE1099R_pos	0.0	0.0	0.0	0.0
RE1099R_neg	0.0	0.0	0.0	0.0
RE1100C_pos	0.0	0.0	0.0	0.0
RE1100C_neg	0.0	0.0	0.0	0.0
RE1100G_pos	0.0	0.0	0.0	0.0
RE1100G_neg	0.0	0.0	0.0	0.0
RE1100L_pos	0.0	0.0	0.0	0.0
RE1100L_neg	0.0	0.0	0.0	0.0
RE1100R_pos	0.0	0.0	0.0	0.0
RE1100R_neg	0.0	0.0	0.0	0.0
RE1134C_pos	0.0	0.0	0.0	0.0
RE1134M_pos	7.975160124198186	2.3645724322958563	8.415826257472913	8.322018260509772
RE1134R_pos	7.975160124198186	2.3645724322958563	8.415826257472913	8.322018260509772
RE1135C_pos	0.0	0.0	0.0	0.0
RE1135C_neg	0.0	0.0	0.0	0.0
RE1135G_pos	0.0	0.0	0.0	0.0
RE1135G_neg	0.0	0.0	0.0	0.0
RE1135L_pos	0.0	0.0	0.0	0.0
RE1135L_neg	0.0	0.0	0.0	0.0
RE1135R_pos	0.0	0.0	0.0	0.0
RE1135R_neg	0.0	0.0	0.0	0.0
RE1233C_pos	5.389910925071665	6.722056109696096	5.924099885640741	5.020591094773247
RE1233C_neg	5.389910925071665	6.722056109696096	5.924099885640741	5.020591094773247
RE1233M_pos	5.556429415449573	5.817111572795697	6.019034669364337	5.4202128906107845
RE1233M_neg	5.556429415449573	5.817111572795697	6.019034669364337	5.4202128906107845
RE1234C_pos	0.0	0.0	0.0	0.0
RE1234C_neg	0.0	0.0	0.0	0.0
RE1235C_pos	0.0	0.0	0.0	0.0
RE1235C_neg	0.0	0.0	0.0	0.0
RE1236C_pos	0.0	0.0	0.0	0.0
RE1236C_neg	0.0	0.0	0.0	0.0
RE1238X_pos	0.0	0.0	0.0	0.0
RE1238X_neg	0.0	0.0	0.0	0.0
RE1240C_pos	0.0	0.0	0.0	0.0
RE1240C_neg	0.0	0.0	0.0	0.0
RE1254C_pos	0.0	0.0	0.0	0.0
RE1254C_neg	0.0	0.0	0.0	0.0
RE1266C_pos	0.0	0.0	0.0	0.0
RE1303C_pos	0.0	0.0	0.0	0.0
RE1308C_pos	0.0	0.0	0.0	0.0
RE1308M_pos	0.0	0.0	0.0	0.0
RE1309C_pos	0.0	0.0	0.0	0.0
RE1309M_pos	0.0	0.0	0.0	0.0
RE1310C_pos	0.0	0.0	0.0	0.0
RE1310M_pos	0.0	0.0	0.0	0.0
RE1311C_pos	0.0	0.0	0.0	0.0
RE1311M_pos	0.0	0.0	0.0	0.0
RE1317C_pos	0.0	0.0	0.0	0.0
RE1317C_neg	0.0	0.0	0.0	0.0
RE1342C_pos	0.0	0.0	0.0	0.0
RE1342C_neg	0.0	0.0	0.0	0.0
RE1441G_pos	4.1651079851445365	3.37016428054021	4.3792050599606105	4.176322772640463
RE1441G_neg	4.1651079851445365	3.37016428054021	4.3792050599606105	4.176322772640463
RE1441R_pos	4.759688488427289	3.565597175854225	4.862451391325582	4.604664415163704
RE1447M_pos	0.0	0.0	0.0	0.0
RE1447M_neg	0.0	0.0	0.0	0.0
RE1447N_pos	0.0	0.0	0.0	0.0
RE1447N_neg	0.0	0.0	0.0	0.0
RE1448N_pos	0.0	0.0	0.0	0.0
RE1448N_neg	0.0	0.0	0.0	0.0
RE1448R_pos	0.0	0.0	0.0	0.0
RE1448R_neg	0.0	0.0	0.0	0.0
RE1473C_pos	0.0	0.0	0.0	0.0
RE1473C_neg	0.0	0.0	0.0	0.0
RE1508C_pos	0.0	0.0	0.0	0.0
RE1508C_neg	0.0	0.0	0.0	0.0
RE1514M_pos	9.89751272066873	8.177120502846517	9.590362488463747	9.724752577228102
RE1514M_neg	9.89751272066873	8.177120502846517	9.590362488463747	9.724752577228102
RE1514X_pos	10.789558097221459	9.868112605020299	10.583402494988094	10.586042239344044
RE1514X_neg	10.789558097221459	9.868112605020299	10.583402494988094	10.586042239344044
RE1516M_pos	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1516M_neg	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1516X_pos	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1516X_neg	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1517M_pos	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1517M_neg	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1517X_pos	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1517X_neg	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1518M_pos	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1518M_neg	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1518X_pos	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1518X_neg	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1519M_pos	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1519M_neg	10.415593900313034	8.611246165751265	9.91581963867382	9.879016474638936
RE1519X_pos	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1519X_neg	10.43208250321696	8.646162657157893	9.937697489041463	9.898918760516176
RE1520M_pos	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1520M_neg	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1520X_pos	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1520X_neg	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1521M_pos	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1521M_neg	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1521X_pos	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1521X_neg	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1522M_pos	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1522M_neg	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1522X_pos	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1522X_neg	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1523M_pos	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1523M_neg	10.151600096948101	8.376472723242976	9.92976141459375	9.831972218865868
RE1523X_pos	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1523X_neg	8.78770670514208	6.152183419055046	8.191799501065075	8.250061502717214
RE1525C_pos	0.0	0.0	0.0	0.0
RE1525C_neg	0.0	0.0	0.0	0.0
RE1525M_pos	10.537334898799097	8.765733633623944	10.269453995834057	10.374615686090662
RE1525M_neg	10.537334898799097	8.765733633623944	10.269453995834057	10.374615686090662
RE1525X_pos	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE1525X_neg	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE1526C_pos	0.0	0.0	0.0	0.0
RE1526C_neg	0.0	0.0	0.0	0.0
RE1526M_pos	10.537334898799097	8.765733633623944	10.269453995834057	10.374615686090662
RE1526M_neg	10.537334898799097	8.765733633623944	10.269453995834057	10.374615686090662
RE1526X_pos	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE1526X_neg	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE1527C_pos	0.0	0.0	0.0	0.0
RE1527C_neg	0.0	0.0	0.0	0.0
RE1527M_pos	10.537334898799097	8.765733633623944	10.269453995834057	10.374615686090662
RE1527M_neg	10.537334898799097	8.765733633623944	10.269453995834057	10.374615686090662
RE1527X_pos	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE1527X_neg	9.69771475301464	7.526851311573352	9.301907681631237	9.368681058511521
RE1530C_pos	0.0	0.0	0.0	0.0
RE1530C_neg	0.0	0.0	0.0	0.0
RE1530M_pos	3.6814492653149578	3.6769443591069124	3.6380738371807184	3.953265239014844
RE1530M_neg	3.6814492653149578	3.6769443591069124	3.6380738371807184	3.953265239014844
RE1531M_pos	8.676732846088932	7.0399060473997555	8.705459599165401	8.468746213754123
RE1531M_neg	8.676732846088932	7.0399060473997555	8.705459599165401	8.468746213754123
RE1531X_pos	0.0	0.0	0.0	0.0
RE1531X_neg	0.0	0.0	0.0	0.0
RE1532M_pos	8.676732846088932	7.0399060473997555	8.705459599165401	8.468746213754123
