	Ob-d_S146_L007_R1_001
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2210.57628865534
LEUKTRE4t_pos	2210.57628865534
LEUKTRF4t_neg	1473.3580550009083
LEUKTRF4t_pos	1473.3580550009083
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10075.38464725883
LEULEUPEPT1tc_pos	10075.384647258832
LEUPHELAT2tc_neg	585.0369799519153
LEUPHELAT2tc_pos	585.0369799519153
LEUTA_neg	7577.615257992169
LEUTA_pos	3902.0602162083756
LEUTAm_neg	3902.060216208376
LEUTAm_pos	12082.100014650183
LEUt4_pos	483.7876650874599
LEUt5m_neg	3902.0602162083756
LEUt5m_pos	12082.100014650183
LEUtec_neg	483.7876650874599
LEUtec_pos	585.0369799519153
LEUyLAThtc_pos	823.7291971010052
LFORKYNHYD_pos	9.915972927350731
LGNCCOAtcx_pos	4970.515808828648
LGNCCOAtx_neg	4970.515808828649
LGNCCOAtx_pos	20.890207249821117
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	324.13268440910053
LGNCt_pos	332.11486238860937
LGTHL_pos	300.5817619997761
LIMNENte_neg	0.0
LIMNENte_pos	7.466817070156783
LINKDEG1ly_pos	347.5468253759258
LINKDEG2ly_pos	187.1154197468704
LINKDEG3ly_pos	213.94889150778394
LINKDEG4ly_pos	150.409640014859
LINOFATPtc_pos	359.0273948348746
LIPOti_pos	0.0
LNELDCCPT1_pos	22256.770555972937
LNELDCCPT2_pos	22256.770555972937
LNELDCCRNt_pos	22256.770555972937
LNELDCt_neg	9128.277055428389
LNELDCt_pos	13.682298597268419
LNLCCPT1_pos	9.761697096308724
LNLCCPT2_pos	9.761697096308724
LNLCCRNt_pos	9.761697096308724
LNLCt_neg	359.0273948348746
LNLCt_pos	3335.776985326158
LNLNCACPT1_pos	19.8892104950256
LNLNCACPT2_pos	19.8892104950256
LNLNCACRNt_pos	19.8892104950256
LNLNCAt_neg	0.0
LNLNCAt_pos	3333.0766015777012
LNLNCGCPT1_pos	112.93922276690755
LNLNCGCPT2_pos	112.93922276690755
LNLNCGCRNt_pos	112.93922276690755
LNLNCGt_neg	49.33143917018427
LNLNCGt_pos	3336.600559048707
LNS14DM_pos	0.0
LNSTLSr_pos	74691.27280390673
LPASE_pos	10045.88083370695
LPCHOLt_neg	0.0
LPCHOLt_pos	11392.325452268322
LPCOXp_pos	48.60841713929819
LPS2_pos	4339.210704387531
LPS2e_pos	5817.977068755053
LPS3_pos	7790.111724960927
LPS3e_pos	5178.56896723604
LPS4e_pos	17620.06855982145
LPS_pos	4205.30815445703
LPSe_pos	5748.965712948077
LRAT1_pos	11805.55059332728
LRAT2_pos	11805.55059332728
LRAT_pos	11113.300885101482
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	74691.8134493477
LSTO2r_pos	74691.27280390673
LTA4H_pos	3444.3842886683615
LTC4CP_neg	3152.630462147278
LTC4CP_pos	3152.630462147278
LTC4Sr_pos	17451.770235758722
LTD4DP_neg	3152.630462147278
LTD4DP_pos	3152.630462147278
LTDCL_pos	0.0
LYSATB0tc_pos	1729.3054758723106
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.60841713929819
LYSt4_pos	896.421231402832
LYStiDF_pos	662.7844000168611
LYStip_pos	48.60841713929819
LYStm_neg	1481.053542377057
LYStm_pos	1179.158162945856
LYStn_neg	9362.067389965177
LYStn_pos	0.0
L_LACDcm_pos	3995.298700214017
L_LACt2r_neg	407.423998526393
L_LACt2r_pos	407.423998526393
L_LACt4r_neg	1222.3058847327598
L_LACt4r_pos	1222.3058847327598
M1316Mg_pos	17233.268933342344
M13N2Tg_pos	17233.268933342344
M13N4Tg_pos	915.79132166465
M14NTg_pos	17233.26893334234
M16N4Tg_pos	915.79132166465
M16N6Tg_pos	915.79132166465
M16NTg_pos	17233.268933342344
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	56.49101480397018
M4CET3er_pos	56.491014803970174
M4MPDOL_Lter_pos	17233.268933342344
M4MPDOL_Uter_pos	17233.268933342344
M7MASNBterg_pos	17233.268933342344
M8MASNterg_pos	17237.482861557786
MACACI_pos	45862.74302669779
MACOXO_pos	12762.942443943966
MAGt_neg	9877.607214244073
MAGt_pos	5734.793654035896
MALSO3tm_neg	337.5500554114577
MALSO3tm_pos	337.5500554114577
MALSO4tm_neg	337.5500554114577
MALSO4tm_pos	337.5500554114577
MALTSULtm_neg	337.5500554114577
MALTSULtm_pos	337.5500554114577
MALT_pos	4085.2778859534915
MALTe_pos	3018.3590719633535
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4085.2778859534915
MAL_Lte_neg	9186.168025656523
MAL_Lte_pos	5354.516589622902
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.19298203800151
MALtm_neg	331.83494894501246
MALtm_pos	337.5500554114577
MAN1PT2_pos	3096.832755816346
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	9063.093634155979
MAN6PI_pos	5232.608430271357
MANt1r_neg	1211.05886286331
MANt1r_pos	1219.041040842819
MANt4_neg	1219.041040842819
MANt4_pos	1211.05886286331
MANter_pos	17233.268933342344
MANtg_pos	17237.482861557783
MANtly_pos	17539.31355789167
MAOLNOR_pos	0.0
MAOX_pos	39244.68792635162
MCCCrm_neg	12390.708493577931
MCCCrm_pos	11551.385403085342
MCD_pos	4266.236354335843
MCDm_pos	4267.8408677801535
MCDp_pos	0.0
MCITS_pos	14428.643167656845
MCLACCYSR_pos	16072.231798854807
MCLOR_neg	16072.231798854811
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.70617384177689
MDH_neg	2467.460452376894
MDH_pos	5767.5942229879365
MDHm_neg	5397.473650766918
MDHm_pos	2467.460452376894
MDHx_neg	11.19298203800151
MDHx_pos	0.0
MDRPD_pos	14951.438501235663
ME1m_pos	5358.747270593015
ME2_pos	5874.923144473512
ME2m_pos	5465.090570197893
MECOALm_neg	430.56447829956534
MECOALm_pos	430.56447829956534
MECOAS1m_neg	430.56447829956534
MECOAS1m_pos	430.56447829956534
MELATN23DOX_pos	0.0
MELATNOX_pos	6277.185908505332
MEOHt2_neg	21811.6845541991
MEOHt2_pos	5.6058886925990965
MEOHtly_neg	0.0
MEOHtly_pos	11995.615709656646
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41994.7381932917
MERCPLACCYSt_pos	16072.231798854807
MESCOALm_pos	0.0
METATB0tc_pos	1604.091049417401
METAT_pos	12473.119184325844
METLEUex_pos	664.3107498856665
METS_pos	9817.958836370059
METt4_pos	530.2185510900412
METtec_neg	530.2185510900412
METtec_pos	960.1920247905787
METyLATthc_pos	823.7291971010052
MEVK1c_pos	20170.363657940135
MEVK1x_pos	18291.667540992396
MG1er_pos	17233.268933342344
MG2er_pos	17233.268933342344
MG3er_pos	17233.268933342344
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12390.708493577933
MGCHrm_pos	11551.38540308534
MGSA2_pos	6231.249592885682
MGSA_pos	6231.63688759538
MHISOR_pos	12762.942443943966
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13612.487443314749
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	15016.835500886786
MI134PK_pos	0.0
MI134PP_pos	13612.487443314749
MI13PP_pos	15016.835500886786
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13612.487443314749
MI145PKn_pos	0.0
MI145PP_pos	8824.189633358836
MI14P4P_pos	8104.9625376447575
MI14PP_pos	7424.002838878424
MI14Ptn_neg	18235.64933937612
MI14Ptn_pos	0.0
MI1PP_pos	3825.034310246112
MI1PS_pos	6420.722066922101
MI1P_Dtn_neg	18896.10021778471
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13612.487443314749
MI3PP_pos	13612.487443314749
MI4PP_pos	7424.002838878424
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.558590719633536
MLTG1ly_pos	0.0
MM5ag_pos	17237.482861557786
MM5bg_pos	17233.268933342344
MM5cg_pos	17233.268933342344
MM6B1ag_pos	17233.268933342344
MM6B1bg_pos	17233.268933342344
MM6B2g_pos	17233.268933342344
MM6ag_pos	17263.968359148104
MM6bg_pos	17237.48286155779
MM7Ag_pos	17263.968359148104
MM7B1g_pos	17233.268933342344
MM7B2g_pos	17233.268933342344
MM7Cag_pos	17237.48286155779
MM7Cbg_pos	17237.48286155779
MM8Ag_pos	17237.482861557786
MM8Ber_pos	17233.268933342344
MM8Cg_pos	17237.48286155779
MMCD_pos	0.0
MMCDm_pos	4206.506415656171
MMCDp_pos	0.0
MMEm_neg	12762.45768337492
MMEm_pos	2105.4169423008548
MMMm_neg	8866.892834655975
MMMm_pos	12710.069144195
MMSAD1m_pos	5208.41335023022
MMSAD3m_pos	10770.094736978801
MMTSADm_pos	2105.4169423008548
MOGAT_pos	4339.210704387531
MTAP_pos	14951.438501235665
MTHFC_neg	5126.350722786012
MTHFC_pos	8538.78228950764
MTHFCm_neg	12738.650924711901
MTHFCm_pos	5126.350722786012
MTHFD2_neg	764.6057643101091
MTHFD2_pos	778.9245973890291
MTHFD2m_neg	727.7016647873668
MTHFD2m_pos	727.7016647873668
MTHFD_neg	778.9245973890291
MTHFD_pos	764.6057643101091
MTHFDm_neg	727.7016647873668
MTHFDm_pos	727.7016647873668
MTHFR3_pos	923.7885208241837
MTHFTe_pos	1279.0552563659967
MTHGXLt_pos	4700.829984588384
MTRI_neg	0.0
MTRI_pos	14951.438501235663
N2M2NMASNt_pos	17233.26893334234
N2M2NMASNtly_pos	17265.704649922962
N3Tg_pos	7730.564993844058
N4Tg_pos	6988.65756552231
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7368.696478842824
NACASPtm_pos	7368.696478842824
NACDe_pos	1900.0
NACHEX10ly_pos	12002.842478499859
NACHEX11ly_pos	12002.842478499853
NACHEX12ly_pos	12002.84247849986
NACHEX13ly_pos	12002.842478499859
NACHEX14ly_pos	12002.84247849986
NACHEX15ly_pos	12002.842478499857
NACHEX16ly_pos	12002.84247849986
NACHEX17ly_pos	12002.84247849986
NACHEX18ly_pos	12002.842478499859
NACHEX19ly_pos	12002.842478499859
NACHEX1ly_pos	85.05271725755237
NACHEX20ly_pos	12002.842478499857
NACHEX21ly_pos	12000.918575846099
NACHEX22ly_pos	12000.918575846099
NACHEX23ly_pos	7698.857051561882
NACHEX24ly_pos	7763.624241753332
NACHEX25ly_pos	7758.086554471334
NACHEX26ly_pos	7619.977309946505
NACHEX27ly_pos	23873.267032854328
NACHEX2ly_pos	187.11541974687037
NACHEX3ly_pos	101.75504536537413
NACHEX4ly_pos	84.87514009993991
NACHEX5ly_pos	84.8751400999399
NACHEX6ly_pos	130.07777792519371
NACHEX7ly_pos	130.07777792519371
NACHEX8ly_pos	150.74255825253815
NACHEX9ly_pos	150.74255825253817
NACHEXA10ly_pos	12000.918575846104
NACHEXA11ly_pos	12000.918575846104
NACHEXA12ly_pos	12000.918575846104
NACHEXA13ly_pos	12000.9185758461
NACHEXA14ly_pos	12000.918575846103
NACHEXA15ly_pos	12000.918575846104
NACHEXA16ly_pos	12000.9185758461
NACHEXA17ly_pos	12000.918575846097
NACHEXA18ly_pos	12000.918575846103
NACHEXA19ly_pos	12000.918575846103
NACHEXA1ly_pos	84.88359229593523
NACHEXA20ly_pos	7693.445699350956
NACHEXA21ly_pos	7758.086554471335
NACHEXA22ly_pos	7614.99193368035
NACHEXA2ly_pos	101.58592040375697
NACHEXA3ly_pos	84.71446733431807
NACHEXA4ly_pos	84.71446733431807
NACHEXA5ly_pos	129.9171051595719
NACHEXA6ly_pos	129.9171051595719
NACHEXA7ly_pos	150.40964001485898
NACHEXA8ly_pos	150.40964001485898
NACHEXA9ly_pos	12000.918575846103
NACHORCTL3le_pos	2203.016712213812
NACUP_pos	1900.0
NADH2_u10m_pos	4272.337619678284
NADHtpu_pos	1900.0
NADHtru_pos	5859.710892653418
NADK_pos	0.0
NADN_pos	8096.793060997072
NADNe_pos	4.7335753051785385
NADPHtru_pos	5740.294958708601
NADPHtxu_pos	10166.766267268778
NADPN_pos	0.0
NADPNe_pos	4.733575305178539
NADPtru_pos	5740.294958708601
NADPtxu_pos	10166.766267268778
NADS2_pos	5439.235591708386
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9908.243296233062
NADtpu_pos	1900.0
NADtru_pos	5859.710892653418
NADtx_neg	3143.415684390864
NADtx_pos	3304.773802838539
NAGA2ly_pos	7072.611369546646
NAGAlby_pos	914.963719385299
NAGAly_pos	11072.619888129611
NAGLCAly_pos	7072.611369546646
NAHCO3_HCLt_neg	1145.1416296269742
NAHCO3_HCLt_pos	1140.9814697536694
NAIt_neg	2224.830397809823
NAIt_pos	1561.9593244196608
NAt3_1_neg	426.8694729865904
NAt3_1_pos	426.8694729865904
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	606.9159508960054
NAt5_pos	606.9159508960054
NAt_neg	603.4714177821915
NAt_pos	595.4892398026825
NAtx_neg	4200.9824404107385
NAtx_pos	1305.10718205405
NBAHH_ir_pos	4931.742754855067
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1129.001882166302
NCKt_neg	1588.8263679638922
NCKt_pos	1588.8263679638922
NCNt_neg	1814.453291701826
NCNt_pos	1814.453291701826
NDP10ex_pos	7.437973457495839
NDP3ex_pos	7.298253563774866
NDP6_pos	4144.954152408049
NDP7er_pos	12810.857288359091
NDP7ex_pos	14870.269465869225
NDP7g_pos	6345.75439243693
NDP8_pos	5585.6114324046775
NDP8ex_pos	14894.076148075972
NDPK10_neg	4195.048470556584
NDPK10_pos	4195.048470556584
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4195.048470556584
NDPK10n_pos	4195.048470556584
NDPK1_neg	347.0847069890135
NDPK1_pos	347.0847069890135
NDPK1m_neg	430.07589292428884
NDPK1m_pos	430.07589292428884
NDPK1n_neg	348.19290260688354
NDPK1n_pos	348.1929026068836
NDPK2_neg	347.0847069890135
NDPK2_pos	347.0847069890135
NDPK2m_neg	9070.51897808357
NDPK2m_pos	0.0
NDPK2n_neg	348.1929026068836
NDPK2n_pos	348.1929026068836
NDPK3_neg	347.0847069890135
NDPK3_pos	347.0847069890135
NDPK3m_neg	0.0
NDPK3m_pos	13483.502348706585
NDPK3n_neg	348.19290260688354
NDPK3n_pos	348.19290260688354
NDPK4_neg	1146.4160396604218
NDPK4_pos	394.44262072240826
NDPK4m_pos	9467.34489185912
NDPK4n_neg	297.94864634424295
NDPK4n_pos	297.94864634424295
NDPK5_neg	347.0847069890135
NDPK5_pos	347.0847069890135
NDPK5m_pos	1929.8306700791388
NDPK5n_neg	348.1929026068836
NDPK5n_pos	348.1929026068836
NDPK6_neg	379.7984914396802
NDPK6_pos	629.4328035574476
NDPK6m_neg	629.4328035574476
NDPK6m_pos	4052.809779263561
NDPK6n_neg	0.0
NDPK6n_pos	14663.256414109814
NDPK7_neg	347.0847069890135
NDPK7_pos	347.0847069890135
NDPK7m_pos	25051.02379016046
NDPK7n_neg	348.19290260688354
NDPK7n_pos	348.1929026068836
NDPK8_neg	347.0847069890135
NDPK8_pos	347.0847069890135
NDPK8m_pos	8740.559651805
NDPK8n_neg	297.94864634424295
NDPK8n_pos	297.94864634424295
NDPK9_neg	548.0107478890991
NDPK9_pos	548.0107478890991
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4195.048470556584
NDPK9n_pos	4195.048470556584
NH4t3r_neg	606.9159508960054
NH4t3r_pos	606.9159508960054
NH4tn_neg	12760.454490183023
NH4tn_pos	0.0
NH4tp_neg	9133.468317455992
NH4tp_pos	0.0
NICRNS_pos	4122.578363810386
NICRNTtn_neg	0.0
NICRNTtn_pos	11684.992439270824
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	841.1461151131252
NKCC2t_pos	832.0752903029434
NKCCt_neg	840.7484386237815
NKCCt_pos	831.6776138135996
NMNATm_pos	0.0
NMNATn_pos	9908.24329623306
NMNATr_neg	5439.235591708386
NMNATr_pos	8096.79306099707
NMNS_pos	9871.461631020396
NMNtn_neg	0.0
NMNtn_pos	9908.24329623306
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11684.992439270824
NNATr_pos	3402.3385773526197
NNMT_pos	46.56502105553777
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	37022.646282272115
NOS1_pos	1090.478470700006
NOS2_pos	1090.478470700006
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4250.795712586006
NPTHLte_neg	0.0
NPTHLte_pos	7.466817070156782
NRPPHRSFt_pos	71530.27260299958
NRPPHRSULT_pos	71530.27260299958
NRPPHRVESSEC_pos	3431.470559988702
NRPPHRt4_2_r_neg	1325.1792020972218
NRPPHRt4_2_r_pos	1307.8363393282225
NRPPHRtu_neg	1307.8363393282225
NRPPHRtu_pos	1325.1792020972218
NRVNCCOAtx_neg	4970.515808828648
NRVNCCOAtx_pos	21.5235219777761
NRVNCCOAtxc_pos	4970.515808828649
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1186.9282269682976
NRVNCt_pos	1194.9104049478067
NS26T2g_pos	218.89638895469722
NS26Tg_pos	368.84481504607163
NT5C_pos	4166.106794604863
NTD10_pos	4386.462692353798
NTD11_pos	3939.0238836860462
NTD12_pos	0.0
NTD1_pos	3410.775126330431
NTD1m_pos	1715.3327001224843
NTD2_pos	4160.911256747658
NTD2e_pos	11798.127655774764
NTD2l_pos	0.0
NTD2m_pos	9070.51897808357
NTD3_pos	3567.875965941953
NTD3l_pos	0.0
NTD4_pos	3356.7986535466184
NTD4e_pos	22.057952940831758
NTD4l_pos	0.0
NTD5_pos	3374.7874806918476
NTD5l_pos	0.0
NTD5m_pos	1715.3327001224843
NTD6_pos	4162.950956860986
NTD6l_pos	0.0
NTD7_pos	3105.223176851274
NTD7e_pos	9441.575264961919
NTD7l_pos	0.0
NTD8_pos	3409.4097811581073
NTD8l_pos	0.0
NTD9_pos	4463.481321145888
NTD9e_pos	21.771770940971862
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.0869074591379
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3527.296999732514
O16G1e_pos	19.497249512820023
O16G2e_pos	21.733967656746728
O2St_neg	4.026334455638372
O2St_pos	8809.706420348559
O2Stm_neg	8777.198412054802
O2Stm_pos	5.253895470711713
O2Stn_neg	0.0
O2Stn_pos	8863.377484932053
O2Stx_neg	0.0
O2Stx_pos	8802.527694540044
O2t_neg	15679.274494709058
O2t_pos	4400.412128193072
O2ter_neg	24606.67415091006
O2ter_pos	9956.694746591937
O2tm_neg	9617.39556182714
O2tm_pos	5231.738667775084
O2tn_neg	8863.377484932056
O2tn_pos	0.0
O2tp_neg	5454.835657235817
O2tp_pos	4450.308250008264
OAADC_pos	6424.339317169811
OAGD3te_neg	0.0
OAGD3te_pos	19269.08877785843
OAGD3tg_neg	19269.088777858426
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18529.481448273185
OAGT3tg_neg	18529.48144827318
OAGT3tg_pos	0.0
OBDHc_pos	4035.1009534436967
OCBTm_pos	11615.835121987118
OCCOAtm_pos	12423.774707243074
OCCOAtx_neg	23738.434827377157
OCCOAtx_pos	13809.442968715975
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23231.85966327138
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23231.85966327138
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23231.85966327138
OCDCAFATPc_pos	4189.281784638309
OCDCAtr_neg	486.02674859121373
OCDCAtr_pos	494.00892657072256
OCDCEAtr_neg	486.02674859121373
OCDCEAtr_pos	494.0089265707227
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1991.3611796573364
OCT11EFATP_pos	23231.859663271385
OCTAt_neg	0.0
OCTAt_pos	8954.205712673538
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.761697096308724
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15429.691949058915
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15429.691949058913
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15429.691949058913
OCTDECE1CRNe_pos	15429.69194905891
ODECOAtx_neg	21.523521977776095
ODECOAtx_pos	0.0
OIVD1m_pos	10335.119631961607
OIVD2m_pos	11848.884590519978
OIVD3m_pos	9263.654872759038
OLEICFATPtc_pos	4241.448792772463
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.466817070156784
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19684.43516203432
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15632.228415327445
OMHPALTD_neg	0.0
OMHPALTD_pos	29701.36832527786
OMPDC_pos	10307.89711938705
ONPTHLte_neg	7.466817070156782
ONPTHLte_pos	0.0
OPAHir_pos	5795.350023540307
ORETNF2_pos	1490.1358771188472
ORETNF_pos	1474.0645531336181
ORETNtn2_neg	0.0
ORETNtn2_pos	1490.1358771188477
ORETNtn_neg	0.0
ORETNtn_pos	1474.064553133618
ORNALArBATtc_pos	1140.0824979864688
ORNDC_pos	11607.96334968132
ORNLEUrBATtc_pos	1140.0824979864688
ORNTArm_neg	9527.224684877243
ORNTArm_pos	26.457037862659952
ORNt3m_neg	343.73724441878414
ORNt3m_pos	343.73724441878414
ORNt4m_neg	343.73724441878414
ORNt4m_pos	343.73724441878414
ORNtiDF_pos	982.6323197061895
OROTGLUt_neg	4009.3450406164775
OROTGLUt_pos	2145.52287889744
ORPT_neg	10307.89711938705
ORPT_pos	0.0
OXAHCOtex_pos	911.823229020624
OXAtp_pos	12479.568874734716
P45011A1m_pos	61137.91684080842
P45011B11m_pos	54264.11325442189
P45011B12m_pos	51684.09302842662
P45011B21m_pos	53219.142984820006
P45017A1r_pos	54390.512164984844
P45017A2r_pos	54390.512164984844
P45017A3r_pos	54390.51216498485
P45017A4r_pos	54390.51216498484
P45019A1r_pos	51297.696299080315
P45019A2r_pos	51492.97134017581
P4501B1r_pos	50542.95716882518
P45021A1r_pos	54264.11325442189
P45021A2r_pos	51684.09302842665
P45027A11m_pos	64706.66092993955
P45027A12m_pos	7332.942494182478
P45027A13m_pos	7332.942494182478
P45027A14m_pos	65701.19431800417
P45027A15m_pos	7139.083390444289
P45027A16m_pos	7296.224647399011
P45027A1m_pos	2191.4237092551484
P4502A6_pos	7.466817070156783
P4502C18_pos	7.900531784856856
P4502C19_pos	7.466817070156783
P4502C8_pos	7.466817070156783
P4502C92_pos	7.466817070156783
P4502C93_pos	7.466817070156783
P4502C94_pos	7.466817070156783
P4502C9_pos	7.466817070156782
P4502D6_pos	7.466817070156783
P4502E1_pos	14.040987569217807
P4502F1_pos	7.466817070156782
P45039A1r_pos	53731.26649666001
P4503A43r_pos	0.0
P4503A4_pos	0.0
P4503A5_pos	7.466817070156783
P4503A7r_pos	52153.97623267022
P45046A1r_pos	53731.26649666001
P4504B1r_pos	0.0
P4504F121r_pos	0.0
P4504F122r_pos	0.0
P4504F123r_pos	12.916236706355392
P4504F81r_pos	0.0
P4507A1r_pos	11445.13360518177
P4507B11r_pos	53899.33388532452
P4507B12r_pos	53901.885041744594
P4508B11r_pos	64865.81574038107
P4508B13r_pos	64706.66092993954
P450LTB4r_pos	0.0
P450SCC1m_neg	2191.4237092551484
P450SCC1m_pos	55941.562374116824
P5CDm_pos	1158.9526646937902
P5CR_pos	485.5336156869475
P5CRm_pos	804.7282452003276
P5CRxm_pos	650.1674416888238
PACCOAL_pos	18767.354686938343
PAFH_pos	4231.480052901421
PAFHe_pos	6494.325661308159
PAFS_pos	4231.480052901422
PAFt_neg	6497.490984700644
PAFt_pos	6.791712008793288
PAIL45P_HStn_neg	6807.295781441149
PAIL45P_HStn_pos	7970.641126579135
PAIL4P_HStn_neg	4929.975711797456
PAIL4P_HStn_pos	5480.04315484548
PAIL_HStn_neg	7963.480231234029
PAIL_HStn_pos	5700.0
PALFATPtc_pos	8480.992531248221
PAN4PP_pos	4140.6641767000365
PAN4PPe_pos	5687.085768240186
PAPStg_neg	0.0
PAPStg_pos	38132.68032000114
PAPtg_pos	38132.68032000115
PA_HSter_neg	5600.565889660487
PA_HSter_pos	0.0
PA_HStg_neg	5600.565889660487
PA_HStg_pos	0.0
PA_HStn_neg	17594.966243546536
PA_HStn_pos	0.0
PCFLOPm_pos	10177.055154066995
PCHOLHSTDe_pos	10420.138242496527
PCHOLP_hs_pos	741.5516061756027
PCHOLPg_hs_pos	5600.565889660487
PCHOLPm_hs_pos	13483.502348706585
PCHOLPr_hs_pos	5600.565889660487
PCHOL_HSter_neg	5729.011909978792
PCHOL_HSter_pos	5600.565889660487
PCHOL_HStg_neg	0.0
PCHOL_HStg_pos	5600.565889660487
PCLAD_pos	47.082970992626535
PCREATtmdiffir_pos	3607.339232157666
PCRNtc_pos	4671.231267070063
PCRNtm_pos	1564.0260321499804
PCm_pos	5446.42593388929
PCt_pos	12067.326968788046
PDE1_pos	3324.1297491981577
PDE1g_pos	0.0
PDE4_pos	3332.6404789400317
PDE4g_pos	0.0
PDE4n_pos	11168.443004378238
PDHm_pos	6445.676300635168
PDX5PO_pos	4014.1335265945413
PDXPP_pos	3768.927795691238
PEAMNO_pos	18767.35468693834
PECDCHe_pos	5053.318911044647
PECGCHLe_pos	14312.311707761635
PECGONCOATr_pos	0.0
PECTCHLe_pos	15444.456218892226
PEFLIP_pos	4139.172396075845
PEFLIPm_pos	4480.897997059642
PEHSFABPe_neg	1425.0
PEHSFABPe_pos	4650.0
PEPCK_pos	5662.768318291094
PEPCKm_pos	8632.081190246707
PEPLYStn_neg	0.0
PEPLYStn_pos	0.0
PERILLYLte_neg	7.466817070156783
PERILLYLte_pos	0.0
PEROXx_pos	45.811833991598654
PETHCT_pos	4130.787968030571
PETOHMm_hs_pos	10177.055154066993
PETOHMr_hs_pos	5729.011909978791
PE_HSter_neg	1425.0
PE_HSter_pos	1425.0
PE_HStg_neg	0.0
PE_HStg_pos	0.0
PE_HStm_neg	4480.897997059641
PE_HStm_pos	10177.055154066993
PEt_neg	4139.172396075846
PEt_pos	3325.0
PFK26_pos	3297.407114293952
PFK_pos	554.9384461800996
PGCD_pos	3381.5806390837583
PGDI_neg	2.7741644789361377
PGDI_pos	137.82427059093703
PGDIr_neg	0.0
PGDIr_pos	0.0
PGESr_neg	0.0
PGESr_pos	0.0
PGISr_neg	6.330873594232625
PGISr_pos	162.2957412448433
PGI_neg	4920.8847519882265
PGI_pos	5670.740630166444
PGK_neg	3379.8077450684723
PGK_pos	4890.279845881662
PGLYCP_pos	0.0
PGLYCt_neg	13635.367869742659
PGLYCt_pos	225.00582253201682
PGL_pos	6409.977992643884
PGLc_pos	31492.148049649448
PGLer_pos	11231.597063334611
PGMT_neg	3757.075990254441
