	Ob.EPA.e_S153_L007_R1_001
HSD3B13r_pos	54035.09086399773
HSD3B2r_pos	30705.5103094042
HSD3B3r_pos	30717.18902692887
HSD3B7P_pos	521.361180901504
HSPASEly_pos	340.9730336551044
HSPGt_pos	0.0
HSPGtly_pos	340.9730336551044
HTAXOLte_neg	7.452421652686252
HTAXOLte_pos	0.0
HTDCACBP_neg	0.0
HTDCACBP_pos	10180.504692503055
HTDCRNe_pos	10180.504692503051
HXANtl_neg	0.0
HXANtl_pos	0.0
HXANtx_pos	11663.859697953716
HXPRT_pos	4554.103318216638
HYPOE_pos	3784.6562383884857
HYPTROX_pos	44889.58755893186
HYPTROXe_pos	46485.490642341894
HYXNt_neg	6071.07087136418
HYXNt_pos	5.791843822749665
Htg_neg	0.0
Htg_pos	5508.054671515955
Htm_pos	427.56264982649225
Htr_neg	5051.489841041295
Htr_pos	5797.245949753931
Htx_neg	2043.6448859484713
Htx_pos	3073.5728967101722
ICDHxm_pos	356.95016695415825
ICDHy_pos	3453.99454036844
ICDHyp_pos	12297.641517699498
ICDHyrm_neg	296.83340286679504
ICDHyrm_pos	11526.729278191457
IDHPOXOX2b_pos	9.976599581779956
IDHPOXOX3_pos	10.736829347833812
IDHPOXOX4_pos	9.976599581779958
IDHPOXOXb_pos	10.736829347833815
IDOAASE1ly_pos	340.9730336551045
IDOAASE2ly_pos	340.9730336551045
IDOAASE3ly_pos	340.9730336551044
IDOAASE4ly_pos	99.66715960917034
IDOURte_neg	442.31105957953577
IDOURte_pos	0.0
IDOURtly_neg	442.3110595795358
IDOURtly_pos	0.0
IDPtn_neg	4189.6226781916075
IDPtn_pos	4189.6226781916075
ILEATB0tc_pos	1580.067785303987
ILELAT1tc_pos	655.3768344904186
ILEPHELAT2tc_pos	565.9711214225338
ILETA_neg	7670.528749538412
ILETA_pos	4024.0971877800084
ILETAm_neg	4024.0971877800084
ILETAm_pos	12343.251489999704
ILEt4_pos	1333.0783041913767
ILEt5m_neg	4024.0971877800084
ILEt5m_pos	12343.251489999711
ILEtec_neg	565.9711214225338
ILEtec_pos	975.4882374788655
IMACTD_m_pos	0.0
IMACTD_pos	0.0
IMPC_neg	11018.418486962852
IMPC_pos	12797.296113040213
IMPD_pos	3742.3448505583956
INOSTO_pos	12792.674750140324
INSK_pos	4107.086728288094
INSKm_pos	0.0
INSTt2r_neg	1460.8917366530566
INSTt2r_pos	1460.8917366530566
INSTt4_2_neg	1627.5491341764061
INSTt4_2_pos	1620.3052343495724
INSTt4_neg	1460.8917366530566
INSTt4_pos	1460.8917366530566
INSt4_pos	1041.4379620782443
INSt5le_pos	1363.9367356534867
INSt_neg	1041.4379620782443
INSt_pos	1189.652879468899
INStl_neg	0.0
INStl_pos	0.0
INStm_neg	0.0
INStm_pos	0.0
IPDDI_neg	0.0
IPDDI_pos	73861.27721527895
IPDDIx_neg	0.0
IPDDIx_pos	75376.85624139773
IPDPtr_neg	0.0
IPDPtr_pos	0.0
IPDPtx_neg	50529.66808863831
IPDPtx_pos	17981.37475878074
ITCOAL1m_neg	420.3327674348914
ITCOAL1m_pos	420.3327674348914
ITCOALm_neg	420.3327674348914
ITCOALm_pos	420.3327674348914
ITPtn_neg	4189.6226781916075
ITPtn_pos	4189.6226781916075
IVCOAACBP_pos	10727.480248518363
IVCRNe_pos	10727.480248518363
IZPN_pos	11408.264380829125
It_neg	2194.110295919037
It_pos	1386.7394428957844
KAS8_pos	7687.486199449695
KCC2t_neg	452.9523221697608
KCC2t_pos	452.9523221697608
KCCt_neg	479.6244145512458
KCCt_pos	479.6244145512458
KDNH_pos	8601.284510046713
KHK2_pos	16429.45797339504
KHK3_pos	6.936482448030341
KHK_pos	4971.921780727613
KHte_neg	1412.4313819069919
KHte_pos	1412.4313819069919
KSII_CORE2t_pos	7445.132705336715
KSII_CORE2tly_pos	7559.407905305998
KSII_CORE4t_pos	7420.940632677449
KSII_CORE4tly_pos	7486.468447832712
KSIt_pos	10670.432772376369
KSItly_pos	11827.537982764452
KYN3OX_pos	11.646694297604876
KYNAKGAT_pos	1225.1100928184671
KYNATESYN_pos	1225.1100928184671
KYN_pos	9.854738703422838
Kt3g_neg	0.0
Kt3g_pos	0.0
LACLt_pos	2043.6448859484713
LACZe_pos	6245.549134169849
LACZly_pos	0.0
LALDO2x_pos	1043.5794359172646
LALDO_neg	296.2293481729085
LALDO_pos	2435.0897631527046
LAPCOAe_pos	11.524055395902257
LAPCOAl_pos	7095.92027814382
LCADi_D_pos	1558.4628657399458
LCADi_Dm_pos	0.0
LCADi_pos	2107.919971897875
LCADim_pos	0.0
LCAT1e_pos	14992.657070951826
LCTStg_pos	6245.123767577137
LCTStl_pos	0.0
LCYSTAT_neg	0.0
LCYSTAT_pos	14682.578774623866
LCYSTATm_neg	0.0
LCYSTATm_pos	0.0
LCYSTCBOXL_pos	14857.778709947215
LDH_D_neg	3516.153622972516
LDH_D_pos	1489.4596081299244
LDH_L_neg	2524.6344171161545
LDH_L_pos	2107.919971897875
LDH_Lm_neg	0.0
LDH_Lm_pos	0.0
LEUATB0tc_pos	1580.067785303987
LEUGLYHYc_neg	0.0
LEUGLYHYc_pos	9533.654900130914
LEUGLYPEPT1tc_pos	9533.654900130914
LEUKTRA4t_neg	1418.8455158191698
LEUKTRA4t_pos	1418.8455158191698
LEUKTRA4tr_neg	0.0
LEUKTRA4tr_pos	17325.12842830013
LEUKTRB4t_neg	1418.8455158191698
LEUKTRB4t_pos	1418.8455158191698
LEUKTRB4tr_neg	0.0
LEUKTRB4tr_pos	0.0
LEUKTRC4t_neg	1998.8799586273346
LEUKTRC4t_pos	1996.4653253517235
LEUKTRD4t_neg	1418.8455158191698
LEUKTRD4t_pos	1418.8455158191698
LEUKTRD4tr_neg	17325.12842830013
LEUKTRD4tr_pos	0.0
LEUKTRE4t_neg	2181.356009456034
LEUKTRE4t_pos	2181.356009456034
LEUKTRF4t_neg	1418.8455158191698
LEUKTRF4t_pos	1418.8455158191698
LEULEULAPc_neg	0.0
LEULEULAPc_pos	10126.053861840563
LEULEUPEPT1tc_pos	10126.053861840563
LEUPHELAT2tc_neg	565.9711214225338
LEUPHELAT2tc_pos	565.9711214225338
LEUTA_neg	7667.359518072511
LEUTA_pos	4024.0971877800084
LEUTAm_neg	4024.0971877800084
LEUTAm_pos	12028.48308967849
LEUt4_pos	475.6791628695341
LEUt5m_neg	4024.0971877800084
LEUt5m_pos	12028.483089678488
LEUtec_neg	475.6791628695341
LEUtec_pos	565.9711214225338
LEUyLAThtc_pos	796.1561651853756
LFORKYNHYD_pos	9.854738703422838
LGNCCOAtcx_pos	4907.341728288553
LGNCCOAtx_neg	4907.341728288553
LGNCCOAtx_pos	20.667039844105705
LGNCCPT1_pos	0.0
LGNCCPT2_pos	0.0
LGNCCRNt_pos	0.0
LGNCt_neg	317.9404588087371
LGNCt_pos	325.18435863557085
LGTHL_pos	296.2293481729085
LIMNENte_neg	0.0
LIMNENte_pos	7.452421652686252
LINKDEG1ly_pos	340.9730336551044
LINKDEG2ly_pos	183.84060314213636
LINKDEG3ly_pos	210.2392955519143
LINKDEG4ly_pos	147.5724089921768
LINOFATPtc_pos	341.3245831364169
LIPOti_pos	0.0
LNELDCCPT1_pos	22180.75571800938
LNELDCCPT2_pos	22180.75571800938
LNELDCCRNt_pos	22180.75571800938
LNELDCt_neg	9067.164773800088
LNELDCt_pos	13.604550232140676
LNLCCPT1_pos	9.698082219372315
LNLCCPT2_pos	9.698082219372315
LNLCCRNt_pos	9.698082219372315
LNLCt_neg	341.3245831364169
LNLCt_pos	3259.659817331491
LNLNCACPT1_pos	19.762186485792842
LNLNCACPT2_pos	19.762186485792842
LNLNCACRNt_pos	19.762186485792842
LNLNCAt_neg	0.0
LNLNCAt_pos	3256.981582608566
LNLNCGCPT1_pos	112.4805565558548
LNLNCGCPT2_pos	112.4805565558548
LNLNCGCRNt_pos	112.4805565558548
LNLNCGt_neg	49.06579827943503
LNLNCGt_pos	3260.4250238235786
LNS14DM_pos	0.0
LNSTLSr_pos	73818.16428909876
LPASE_pos	10150.267171173467
LPCHOLt_neg	0.0
LPCHOLt_pos	11457.709751042952
LPCOXp_pos	48.37882071540266
LPS2_pos	4244.818381753198
LPS2e_pos	5707.6406130748355
LPS3_pos	7725.892591290318
LPS3e_pos	5245.938362517673
LPS4e_pos	17390.659200562324
LPS_pos	4140.528174626622
LPSe_pos	5632.777332584162
LRAT1_pos	11907.885577607769
LRAT2_pos	11907.885577607769
LRAT_pos	11154.590061776025
LS3_neg	0.0
LS3_pos	0.0
LSTO1r_pos	73818.23448283385
LSTO2r_pos	73818.16428909882
LTA4H_pos	3353.5878703109765
LTC4CP_neg	3123.069186311214
LTC4CP_pos	3123.069186311214
LTC4Sr_pos	17325.12842830013
LTD4DP_neg	3123.069186311214
LTD4DP_pos	3123.069186311214
LTDCL_pos	0.0
LYSATB0tc_pos	1624.2255737471285
LYSMTF1n_pos	0.0
LYSMTF2n_pos	0.0
LYSMTF3n_pos	0.0
LYSOXp_pos	48.37882071540266
LYSt4_pos	833.5438378214762
LYStiDF_pos	602.0773510237236
LYStip_pos	48.37882071540266
LYStm_neg	1463.9077004950802
LYStm_pos	1164.4582131920008
LYStn_neg	9200.108679108536
LYStn_pos	0.0
L_LACDcm_pos	3944.5689472852337
L_LACt2r_neg	381.272294965861
L_LACt2r_pos	381.272294965861
L_LACt4r_neg	1207.4873350962635
L_LACt4r_pos	1207.4873350962635
M1316Mg_pos	17030.14029880996
M13N2Tg_pos	17030.14029880996
M13N4Tg_pos	901.4637791230642
M14NTg_pos	17030.14029880996
M16N4Tg_pos	901.4637791230642
M16N6Tg_pos	901.4637791230642
M16NTg_pos	17030.14029880996
M4ATAer_pos	0.0
M4BET2er_pos	0.0
M4BTAer_pos	56.16943159142023
M4CET3er_pos	56.169431591420235
M4MPDOL_Lter_pos	17030.14029880996
M4MPDOL_Uter_pos	17030.14029880996
M7MASNBterg_pos	17030.14029880996
M8MASNterg_pos	17033.401063220277
MACACI_pos	45635.18169423897
MACOXO_pos	12830.83643074196
MAGt_neg	9841.1679030688
MAGt_pos	5646.727769445782
MALSO3tm_neg	336.78144858931097
MALSO3tm_pos	336.78144858931097
MALSO4tm_neg	336.78144858931097
MALSO4tm_pos	336.78144858931097
MALTSULtm_neg	336.78144858931097
MALTSULtm_pos	336.78144858931097
MALT_pos	4136.3509202207115
MALTe_pos	2999.561290423854
MALTly_pos	0.0
MALTt1r_neg	0.0
MALTt1r_pos	4136.3509202207115
MAL_Lte_neg	9085.2279227522
MAL_Lte_pos	5329.77116036101
MAL_Ltx_neg	0.0
MAL_Ltx_pos	11.128259427030528
MALtm_neg	330.80532741696885
MALtm_pos	336.78144858931097
MAN1PT2_pos	3008.474309864083
MAN1_6B1er_pos	0.0
MAN1_7Ber_pos	0.0
MAN2_6B1er_pos	0.0
MAN2_7Cer_pos	0.0
MAN6PI_neg	8898.28690646072
MAN6PI_pos	5148.657346765753
MANt1r_neg	1040.2959534338734
MANt1r_pos	1047.539853260707
MANt4_neg	1047.539853260707
MANt4_pos	1040.2959534338734
MANter_pos	17030.14029880996
MANtg_pos	17033.401063220273
MANtly_pos	17336.31626279044
MAOLNOR_pos	0.0
MAOX_pos	39206.59757727637
MCCCrm_neg	12369.90849177746
MCCCrm_pos	11490.572124434892
MCD_pos	4173.860383196437
MCDm_pos	4193.49098833821
MCDp_pos	0.0
MCITS_pos	14323.681784016893
MCLACCYSR_pos	15982.142364398213
MCLOR_neg	15982.142364398214
MCLOR_pos	0.0
MCOATA_neg	0.0
MCOATA_pos	0.0
MCOATAm_neg	0.0
MCOATAm_pos	0.0
MCPST_pos	6.6802378308285375
MDH_neg	2427.0767078351314
MDH_pos	5628.611577211552
MDHm_neg	5339.310685450087
MDHm_pos	2427.0767078351314
MDHx_neg	11.128259427030528
MDHx_pos	0.0
MDRPD_pos	15002.02496406314
ME1m_pos	5302.865332895683
ME2_pos	5797.041278749048
ME2m_pos	5410.338433535068
MECOALm_neg	420.3327674348914
MECOALm_pos	420.3327674348914
MECOAS1m_neg	420.3327674348914
MECOAS1m_pos	420.3327674348914
MELATN23DOX_pos	0.0
MELATNOX_pos	6186.115901019711
MEOHt2_neg	21730.61609861783
MEOHt2_pos	5.585902659926609
MEOHtly_neg	0.0
MEOHtly_pos	11956.207325393925
MEOHtr_neg	0.0
MEOHtr_pos	0.0
MEPIVESSte_pos	41870.970839028516
MERCPLACCYSt_pos	15982.142364398213
MESCOALm_pos	0.0
METATB0tc_pos	1580.067785303987
METAT_pos	12316.062896578735
METLEUex_pos	655.3768344904186
METS_pos	9700.161544975545
METt4_pos	526.8837830248327
METtec_neg	526.8837830248327
METtec_pos	975.4882374788655
METyLATthc_pos	796.1561651853756
MEVK1c_pos	19730.196530167854
MEVK1x_pos	17960.859563050883
MG1er_pos	17030.14029880996
MG2er_pos	17030.14029880996
MG3er_pos	17030.14029880996
MGACONm_neg	0.0
MGACONm_pos	0.0
MGCHrm_neg	12369.90849177746
MGCHrm_pos	11490.572124434892
MGSA2_pos	6161.305479808246
MGSA_pos	6161.681540116882
MHISOR_pos	12830.83643074196
MI13456PK_pos	0.0
MI13456Ptn_neg	0.0
MI13456Ptn_pos	0.0
MI1345PKn_pos	0.0
MI1345PP_pos	13507.838808563429
MI1346PKn_pos	0.0
MI1346Ptn_neg	0.0
MI1346Ptn_pos	0.0
MI134P4P_pos	14914.992864006523
MI134PK_pos	0.0
MI134PP_pos	13507.838808563429
MI13PP_pos	14914.992864006523
MI1456PKn_pos	0.0
MI145P6Kn_pos	0.0
MI145PK_pos	13507.838808563429
MI145PKn_pos	0.0
MI145PP_pos	8662.668604794419
MI14P4P_pos	7968.716337974544
MI14PP_pos	7286.626229184234
MI14Ptn_neg	17756.82747299024
MI14Ptn_pos	0.0
MI1PP_pos	3760.776961543226
MI1PS_pos	6280.138034212666
MI1P_Dtn_neg	18403.427928996894
MI1P_Dtn_pos	0.0
MI3456PK_pos	0.0
MI34PP_pos	13507.838808563429
MI3PP_pos	13507.838808563429
MI4PP_pos	7286.626229184234
MICITDr_neg	0.0
MICITDr_pos	0.0
MINOHPtn_neg	0.0
MINOHPtn_pos	0.0
MLTG1_pos	0.0
MLTG1e_pos	45.37061290423854
MLTG1ly_pos	0.0
MM5ag_pos	17033.401063220277
MM5bg_pos	17030.14029880996
MM5cg_pos	17030.140298809958
MM6B1ag_pos	17030.140298809958
MM6B1bg_pos	17030.140298809958
MM6B2g_pos	17030.140298809958
MM6ag_pos	17063.824162631674
MM6bg_pos	17033.401063220277
MM7Ag_pos	17063.824162631674
MM7B1g_pos	17030.140298809958
MM7B2g_pos	17030.140298809958
MM7Cag_pos	17033.401063220277
MM7Cbg_pos	17033.401063220277
MM8Ag_pos	17033.401063220277
MM8Ber_pos	17030.14029880996
MM8Cg_pos	17033.401063220277
MMCD_pos	0.0
MMCDm_pos	4177.842390791812
MMCDp_pos	0.0
MMEm_neg	12698.944411035996
MMEm_pos	2104.7849588342565
MMMm_neg	8782.412974343164
MMMm_pos	12646.479780849422
MMSAD1m_pos	5176.130219706642
MMSAD3m_pos	10678.923098857555
MMTSADm_pos	2104.7849588342565
MOGAT_pos	4244.818381753199
MTAP_pos	15002.024964063141
MTHFC_neg	5026.8705879053605
MTHFC_pos	8425.570755242004
MTHFCm_neg	12481.634285864431
MTHFCm_pos	5026.8705879053605
MTHFD2_neg	731.5397528604021
MTHFD2_pos	744.4404158097345
MTHFD2m_neg	693.6669223495244
MTHFD2m_pos	693.6669223495244
MTHFD_neg	744.4404158097345
MTHFD_pos	731.5397528604021
MTHFDm_neg	693.6669223495244
MTHFDm_pos	693.6669223495244
MTHFR3_pos	764.7257707866224
MTHFTe_pos	1248.16334950999
MTHGXLt_pos	4648.025891473181
MTRI_neg	0.0
MTRI_pos	15002.02496406314
N2M2NMASNt_pos	17030.14029880996
N2M2NMASNtly_pos	17063.331934171034
N3Tg_pos	7596.316851502128
N4Tg_pos	6880.019750106869
NABTNO_pos	0.0
NABTNOm_pos	0.0
NACASPAH_pos	7279.729140827003
NACASPtm_pos	7279.729140827003
NACDe_pos	1900.0
NACHEX10ly_pos	11829.405478788853
NACHEX11ly_pos	11829.405478788856
NACHEX12ly_pos	11829.405478788856
NACHEX13ly_pos	11829.405478788854
NACHEX14ly_pos	11829.405478788854
NACHEX15ly_pos	11829.405478788854
NACHEX16ly_pos	11829.405478788854
NACHEX17ly_pos	11829.405478788854
NACHEX18ly_pos	11829.40547878886
NACHEX19ly_pos	11829.405478788858
NACHEX1ly_pos	83.62597609135352
NACHEX20ly_pos	11829.405478788858
NACHEX21ly_pos	11827.53798276445
NACHEX22ly_pos	11827.53798276445
NACHEX23ly_pos	7564.660602848062
NACHEX24ly_pos	7630.045015558415
NACHEX25ly_pos	7624.669686945329
NACHEX26ly_pos	7491.307658558387
NACHEX27ly_pos	23750.31017472754
NACHEX2ly_pos	183.84060314213636
NACHEX3ly_pos	99.8230824712571
NACHEX4ly_pos	83.46991620485514
NACHEX5ly_pos	83.46991620485512
NACHEX6ly_pos	127.72115422222274
NACHEX7ly_pos	127.72115422222276
NACHEX8ly_pos	147.88663546172924
NACHEX9ly_pos	147.8866354617293
NACHEXA10ly_pos	11827.537982764448
NACHEXA11ly_pos	11827.53798276445
NACHEXA12ly_pos	11827.537982764454
NACHEXA13ly_pos	11827.537982764454
NACHEXA14ly_pos	11827.537982764454
NACHEXA15ly_pos	11827.537982764448
NACHEXA16ly_pos	11827.537982764446
NACHEXA17ly_pos	11827.53798276445
NACHEXA18ly_pos	11827.537982764454
NACHEXA19ly_pos	11827.537982764454
NACHEXA1ly_pos	83.4700532292668
NACHEXA20ly_pos	7559.407905305994
NACHEXA21ly_pos	7624.669686945328
NACHEXA22ly_pos	7486.468447832712
NACHEXA2ly_pos	99.66715960917034
NACHEXA3ly_pos	83.31413036718007
NACHEXA4ly_pos	83.31413036718006
NACHEXA5ly_pos	127.56536838454772
NACHEXA6ly_pos	127.56536838454768
NACHEXA7ly_pos	147.5724089921768
NACHEXA8ly_pos	147.5724089921768
NACHEXA9ly_pos	11827.537982764454
NACHORCTL3le_pos	2185.728778547087
NACUP_pos	1900.0
NADH2_u10m_pos	4225.586801084289
NADHtpu_pos	1900.0
NADHtru_pos	6020.927558143852
NADK_pos	0.0
NADN_pos	7703.202484829415
NADNe_pos	4.705885067637997
NADPHtru_pos	5797.245949753931
NADPHtxu_pos	10122.648391936751
NADPN_pos	0.0
NADPNe_pos	4.705885067637996
NADPtru_pos	5797.245949753931
NADPtxu_pos	10122.648391936751
NADS2_pos	5048.584734533516
NADtm_neg	0.0
NADtm_pos	0.0
NADtn_neg	0.0
NADtn_pos	9529.946630635102
NADtpu_pos	1900.0
NADtru_pos	6020.927558143852
NADtx_neg	3139.0717872011546
NADtx_pos	3282.7166731496254
NAGA2ly_pos	6962.66566558717
NAGAlby_pos	898.5191339537247
NAGAly_pos	10929.775835210286
NAGLCAly_pos	6962.66566558717
NAHCO3_HCLt_neg	1208.5346607803283
NAHCO3_HCLt_pos	1206.7067794189675
NAIt_neg	2209.218485188727
NAIt_pos	1638.6519963532282
NAt3_1_neg	402.43821920654494
NAt3_1_pos	402.43821920654494
NAt3_1g_neg	0.0
NAt3_1g_pos	0.0
NAt5_neg	592.4086144406231
NAt5_pos	592.4086144406231
NAt_neg	584.5735510503021
NAt_pos	577.3296512234683
NAtx_neg	4170.746960713957
NAtx_pos	1256.119751569846
NBAHH_ir_pos	4867.566097761949
NCAMDe_pos	1900.0
NCAMUP_pos	1900.0
NCCt_pos	1196.9894811126103
NCKt_neg	1364.883670659115
NCKt_pos	1364.883670659115
NCNt_neg	1717.0397870791235
NCNt_pos	1717.0397870791235
NDP10ex_pos	7.397995428961795
NDP3ex_pos	7.278391470424731
NDP6_pos	4079.620848462941
NDP7er_pos	12580.258787122613
NDP7ex_pos	14684.55354008661
NDP7g_pos	6245.123767577137
NDP8_pos	5457.279367775685
NDP8ex_pos	14708.23489847602
NDPK10_neg	4189.6226781916075
NDPK10_pos	4189.6226781916075
NDPK10m_neg	0.0
NDPK10m_pos	0.0
NDPK10n_neg	4189.6226781916075
NDPK10n_pos	4189.6226781916075
NDPK1_neg	341.4418251543901
NDPK1_pos	341.4418251543901
NDPK1m_neg	420.08502980316945
NDPK1m_pos	420.08502980316945
NDPK1n_neg	342.485994638968
NDPK1n_pos	342.485994638968
NDPK2_neg	341.4418251543901
NDPK2_pos	341.4418251543901
NDPK2m_neg	8875.449024051502
NDPK2m_pos	0.0
NDPK2n_neg	342.485994638968
NDPK2n_pos	342.485994638968
NDPK3_neg	341.4418251543901
NDPK3_pos	341.4418251543901
NDPK3m_neg	0.0
NDPK3m_pos	13340.551255164668
NDPK3n_neg	342.485994638968
NDPK3n_pos	342.485994638968
NDPK4_neg	1143.7671696112257
NDPK4_pos	376.5285037799284
NDPK4m_pos	9238.301089185776
NDPK4n_neg	293.78326287057223
NDPK4n_pos	293.78326287057223
NDPK5_neg	341.4418251543901
NDPK5_pos	341.4418251543901
NDPK5m_pos	1892.6395739444245
NDPK5n_neg	342.485994638968
NDPK5n_pos	342.485994638968
NDPK6_neg	365.19601347602827
NDPK6_pos	637.8060839112273
NDPK6m_neg	637.8060839112273
NDPK6m_pos	3999.075895012953
NDPK6n_neg	0.0
NDPK6n_pos	14523.581743700364
NDPK7_neg	341.4418251543901
NDPK7_pos	341.4418251543901
NDPK7m_pos	24831.33735908663
NDPK7n_neg	342.485994638968
NDPK7n_pos	342.485994638968
NDPK8_neg	341.4418251543901
NDPK8_pos	341.4418251543901
NDPK8m_pos	8583.571251994685
NDPK8n_neg	293.78326287057223
NDPK8n_pos	293.78326287057223
NDPK9_neg	517.20967835299
NDPK9_pos	517.20967835299
NDPK9m_neg	0.0
NDPK9m_pos	0.0
NDPK9n_neg	4189.6226781916075
NDPK9n_pos	4189.6226781916075
NH4t3r_neg	592.4086144406231
NH4t3r_pos	592.4086144406231
NH4tn_neg	12618.462717012575
NH4tn_pos	0.0
NH4tp_neg	9096.39706776404
NH4tp_pos	0.0
NICRNS_pos	4044.526133400971
NICRNTtn_neg	0.0
NICRNTtn_pos	11543.631683646943
NIFEDIPINEte_neg	0.0
NIFEDIPINEte_pos	0.0
NKCC2t_neg	738.4554694904018
NKCC2t_pos	737.3477570727409
NKCCt_neg	737.8640750126524
NKCCt_pos	736.7563625949915
NMNATm_pos	0.0
NMNATn_pos	9529.946630635104
NMNATr_neg	5048.584734533517
NMNATr_pos	7703.202484829416
NMNS_pos	9462.067258753386
NMNtn_neg	0.0
NMNtn_pos	9529.946630635102
NMPTRCOX_pos	0.0
NNATm_pos	0.0
NNATn_pos	11543.631683646943
NNATr_pos	3318.3381387424015
NNMT_pos	45.953254557534045
NODe_neg	1900.0
NODe_pos	1900.0
NORANMT_pos	36858.46159561881
NOS1_pos	1096.4415382026493
NOS2_pos	1096.4415382026493
NOt_neg	1900.0
NOt_pos	1900.0
NP1_pos	4155.482790331205
NPTHLte_neg	0.0
NPTHLte_pos	7.452421652686252
NRPPHRSFt_pos	71187.31421551181
NRPPHRSULT_pos	71187.31421551181
NRPPHRVESSEC_pos	3366.423073611743
NRPPHRt4_2_r_neg	1360.3280473883474
NRPPHRt4_2_r_pos	1345.2198581186576
NRPPHRtu_neg	1332.4655716556545
NRPPHRtu_pos	1332.4655716556545
NRVNCCOAtx_neg	4907.341728288553
NRVNCCOAtx_pos	21.315221582224268
NRVNCCOAtxc_pos	4907.341728288553
NRVNCCPT1_pos	0.0
NRVNCCPT2_pos	0.0
NRVNCCRNt_pos	0.0
NRVNCt_neg	1179.7786681497491
NRVNCt_pos	1187.0225679765829
NS26T2g_pos	215.17452721182676
NS26Tg_pos	363.024902547973
NT5C_pos	4092.5128754338866
NTD10_pos	4302.043327543677
NTD11_pos	3860.6333605106165
NTD12_pos	0.0
NTD1_pos	3341.9126246679566
NTD1m_pos	1684.8383580036934
NTD2_pos	4091.1135257674696
NTD2e_pos	11539.858948479881
NTD2l_pos	0.0
NTD2m_pos	8875.449024051506
NTD3_pos	3444.639391939204
NTD3l_pos	0.0
NTD4_pos	3276.5671070482476
NTD4e_pos	21.63106724991473
NTD4l_pos	0.0
NTD5_pos	3309.839801166548
NTD5l_pos	0.0
NTD5m_pos	1684.8383580036939
NTD6_pos	4089.5221947957625
NTD6l_pos	0.0
NTD7_pos	3024.190057697504
NTD7e_pos	9203.73419443216
NTD7l_pos	0.0
NTD8_pos	3326.640395916511
NTD8l_pos	0.0
NTD9_pos	4369.162316778255
NTD9e_pos	21.364605278187547
NTD9l_pos	0.0
NTMELYStner_pos	0.0
NTP3e_pos	3.0801685346083905
NTPP10_pos	0.0
NTPP11_pos	0.0
NTPP9_pos	0.0
NaKt_pos	3418.9399960931237
O16G1e_pos	19.48640542527013
O16G2e_pos	21.68552800611784
O2St_neg	4.009928997513032
O2St_pos	8702.117217330206
O2Stm_neg	8668.945623916203
O2Stm_pos	5.188145452469964
O2Stn_neg	0.0
O2Stn_pos	8754.963720299596
O2Stx_neg	0.0
O2Stx_pos	8694.729201390677
O2t_neg	15769.195692694488
O2t_pos	4382.291550044593
O2ter_neg	24477.807597674288
O2ter_pos	9915.8325492118
O2tm_neg	9600.327316110272
O2tm_pos	5171.474634587551
O2tn_neg	8754.963720299596
O2tn_pos	0.0
O2tp_neg	5433.032689808408
O2tp_pos	4443.914643797092
OAADC_pos	6368.984146042866
OAGD3te_neg	0.0
OAGD3te_pos	19028.888224696242
OAGD3tg_neg	19028.888224696246
OAGD3tg_pos	0.0
OAGT3te_neg	0.0
OAGT3te_pos	18292.89560034717
OAGT3tg_neg	18292.895600347172
OAGT3tg_pos	0.0
OBDHc_pos	4001.861613219367
OCBTm_pos	11521.020065128465
OCCOAtm_pos	12262.671666254353
OCCOAtx_neg	23462.482713737845
OCCOAtx_pos	13663.482991873258
OCD11COACPT1_neg	0.0
OCD11COACPT1_pos	23162.030958581425
OCD11CRNCACT_neg	0.0
OCD11CRNCACT_pos	23162.030958581418
OCD11CRNCPT2_neg	0.0
OCD11CRNCPT2_pos	23162.030958581425
OCDCAFATPc_pos	4119.076816143987
OCDCAtr_neg	506.9935914007788
OCDCAtr_pos	514.2374912276126
OCDCEAtr_neg	506.9935914007788
OCDCEAtr_pos	514.2374912276126
OCDEAFABP1tc_neg	4750.0
OCDEAFABP1tc_pos	2375.0
OCOAT1m_pos	1972.1342049872476
OCT11EFATP_pos	23162.030958581418
OCTAt_neg	0.0
OCTAt_pos	8787.537722091854
OCTDEC2ACBP_neg	0.0
OCTDEC2ACBP_pos	9.698082219372314
OCTDECCACT_neg	0.0
OCTDECCACT_pos	15299.119089486905
OCTDECCPT1_neg	0.0
OCTDECCPT1_pos	15299.119089486905
OCTDECCPT2_neg	0.0
OCTDECCPT2_pos	15299.119089486903
OCTDECE1CRNe_pos	15299.119089486907
ODECOAtx_neg	21.31522158222427
ODECOAtx_pos	0.0
OIVD1m_pos	10287.727793909033
OIVD2m_pos	11794.540259751031
OIVD3m_pos	9214.386808191946
OLEICFATPtc_pos	4160.9025752886755
OMEPRAZOLEte_neg	0.0
OMEPRAZOLEte_pos	7.452421652686252
OMHDEACIDTD_neg	0.0
OMHDEACIDTD_pos	19606.254661370673
OMHDOCOSACTD_neg	0.0
OMHDOCOSACTD_pos	15603.677512359278
OMHPALTD_neg	0.0
OMHPALTD_pos	29484.09247709282
OMPDC_pos	10125.062244488867
ONPTHLte_neg	7.452421652686252
ONPTHLte_pos	0.0
OPAHir_pos	5755.406368341847
ORETNF2_pos	1483.2052202442023
ORETNF_pos	1467.3373567620747
ORETNtn2_neg	0.0
ORETNtn2_pos	1483.205220244202
ORETNtn_neg	0.0
