	Treg_Lymph_Treg7_L2	Tcon_Spleen_Tcon1_L2	Treg_Spleen_Treg1_L1	Treg_Spleen_Treg4_L2	exTreg_Spleen_exTreg7_L2
EX_srtn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_strch1(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_strch1(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_strch2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_strch2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_strdnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_strdnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_succ(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_succ(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_sucr(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_sucr(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tag_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tag_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tagat_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tagat_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_taur(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_taur(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_taxol(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_taxol(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tchola(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tchola(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tcynt(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tcynt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tdchola(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tdchola(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tethex3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tethex3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tetpent3(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tetpent3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tetpent6(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tetpent6(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tettet6(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tettet6(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thm(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thmmp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thmmp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thmtp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thmtp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thr_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thr_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thym(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thym(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thymd(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thymd(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_thyox_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_thyox_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tmndnc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tmndnc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tolbutamide(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tolbutamide(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tre(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tre(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_triodthy(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_triodthy(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_triodthysuf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_triodthysuf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_trp_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_trp_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tststerone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tststerone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tststeroneglc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tststeroneglc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tststerones(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tststerones(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tsul(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tsul(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ttdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_txa2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_txa2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tymsf(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tymsf(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_Tyr_ggn(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_Tyr_ggn(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_tyr_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_tyr_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_udp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_udp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ump(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ump(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_ura(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_ura(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_urate(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_urate(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_urea(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_urea(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_uri(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_uri(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_utp(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_utp(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_vacc(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_vacc(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_val_L(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_val_L(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_vitd2(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_vitd2(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_vitd3(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_whddca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_whddca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_whhdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_whhdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_whtststerone(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_whtststerone(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_whttdca(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_whttdca(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_xolest_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_xolest_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_xolest2_hs(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_xolest2_hs(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_xoltri24(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_xoltri24(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_xoltri25(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_xoltri25(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_xoltri27(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_xoltri27(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_xyl_D(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_xyl_D(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_xylt(e)_neg	0.0	0.0	0.0	0.0	0.0
EX_yvite(e)_pos	0.0	0.0	0.0	0.0	0.0
EX_yvite(e)_neg	0.0	0.0	0.0	0.0	0.0
F1Atg_pos	0.0	0.0	0.0	0.0	0.0
F1Atg_neg	0.0	0.0	0.0	0.0	0.0
F1PGT_pos	5.550544215855399	5.125216423063801	5.527059909475347	5.372411814692082	4.728147870161832
F1PGT_neg	5.550544215855399	5.125216423063801	5.527059909475347	5.372411814692082	4.728147870161832
F6Tg_pos	1.8028864639898772	1.5093619198340724	1.6468313240733787	1.552876086927042	1.0532834609155346
FA120ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA120ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA140ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA140ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA141ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA141ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA160ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA160ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA161ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA161ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA180ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA180ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA181ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA181ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA1821ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA1821ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA1822ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA1822ACPH_neg	0.0	0.0	0.0	0.0	0.0
FA182ACPH_pos	0.0	0.0	0.0	0.0	0.0
FA182ACPH_neg	0.0	0.0	0.0	0.0	0.0
FACOAL140i_pos	0.0	0.0	0.0	0.0	0.0
FACOAL150_pos	0.0	0.0	0.0	0.0	0.0
FACOAL150_neg	0.0	0.0	0.0	0.0	0.0
FACOAL160i_pos	0.0	0.0	0.0	0.0	0.0
FACOAL161_pos	0.0	0.0	0.0	0.0	0.0
FACOAL161_neg	0.0	0.0	0.0	0.0	0.0
FACOAL170_pos	0.0	0.0	0.0	0.0	0.0
FACOAL170_neg	0.0	0.0	0.0	0.0	0.0
FACOAL180i_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1812_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1812_neg	0.0	0.0	0.0	0.0	0.0
FACOAL1813_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1813_neg	0.0	0.0	0.0	0.0	0.0
FACOAL181i_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1821_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1821_neg	0.0	0.0	0.0	0.0	0.0
FACOAL1822_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1822_neg	0.0	0.0	0.0	0.0	0.0
FACOAL1831_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1831_neg	0.0	0.0	0.0	0.0	0.0
FACOAL1832_pos	0.0	0.0	0.0	0.0	0.0
FACOAL1832_neg	0.0	0.0	0.0	0.0	0.0
FACOAL184_pos	0.0	0.0	0.0	0.0	0.0
FACOAL184_neg	0.0	0.0	0.0	0.0	0.0
FACOAL191_pos	0.0	0.0	0.0	0.0	0.0
FACOAL200_pos	0.0	0.0	0.0	0.0	0.0
FACOAL203_pos	0.0	0.0	0.0	0.0	0.0
FACOAL203_neg	0.0	0.0	0.0	0.0	0.0
FACOAL204_pos	0.0	0.0	0.0	0.0	0.0
FACOAL204_neg	0.0	0.0	0.0	0.0	0.0
FACOAL2042_pos	0.0	0.0	0.0	0.0	0.0
FACOAL2042_neg	0.0	0.0	0.0	0.0	0.0
FACOAL205_pos	0.0	0.0	0.0	0.0	0.0
FACOAL205_neg	0.0	0.0	0.0	0.0	0.0
FACOAL206_pos	0.0	0.0	0.0	0.0	0.0
FACOAL206_neg	0.0	0.0	0.0	0.0	0.0
FACOAL224_pos	0.0	0.0	0.0	0.0	0.0
FACOAL224_neg	0.0	0.0	0.0	0.0	0.0
FACOAL2251_pos	0.0	0.0	0.0	0.0	0.0
FACOAL2251_neg	0.0	0.0	0.0	0.0	0.0
FACOAL2252_pos	0.0	0.0	0.0	0.0	0.0
FACOAL2252_neg	0.0	0.0	0.0	0.0	0.0
FACOAL226_pos	0.0	0.0	0.0	0.0	0.0
FACOAL226_neg	0.0	0.0	0.0	0.0	0.0
FACOAL240_pos	0.0	0.0	0.0	0.0	0.0
FACOAL240_neg	0.0	0.0	0.0	0.0	0.0
FACOAL241_pos	0.0	0.0	0.0	0.0	0.0
FACOAL241_neg	0.0	0.0	0.0	0.0	0.0
FACOAL244_1_pos	0.0	0.0	0.0	0.0	0.0
FACOAL244_1_neg	0.0	0.0	0.0	0.0	0.0
FACOAL245_1_pos	0.0	0.0	0.0	0.0	0.0
FACOAL245_1_neg	0.0	0.0	0.0	0.0	0.0
FACOAL245_2_pos	0.0	0.0	0.0	0.0	0.0
FACOAL245_2_neg	0.0	0.0	0.0	0.0	0.0
FACOAL246_1_pos	0.0	0.0	0.0	0.0	0.0
FACOAL246_1_neg	0.0	0.0	0.0	0.0	0.0
FACOAL260_pos	0.0	0.0	0.0	0.0	0.0
FACOAL260_neg	0.0	0.0	0.0	0.0	0.0
FACOAL40im_pos	0.0	0.0	0.0	0.0	0.0
FACOAL80i_pos	0.0	0.0	0.0	0.0	0.0
FADDP_pos	2.66879371400968	2.2196734449168782	2.724280438895991	2.4681045226796843	2.4576365919058385
FADH2tru_pos	0.0	0.0	0.0	0.0	0.0
FADH2tx_pos	0.0	0.0	0.0	0.0	0.0
FADH2tx_neg	0.0	0.0	0.0	0.0	0.0
FADtru_pos	0.0	0.0	0.0	0.0	0.0
FADtx_pos	0.0	0.0	0.0	0.0	0.0
FADtx_neg	0.0	0.0	0.0	0.0	0.0
FAEL183_pos	0.20955456846209347	0.04358296454911647	0.09941972930191675	0.18058622359176385	0.0
FAEL184_pos	0.20955456846209347	0.04358296454911647	0.09941972930191675	0.18058622359176385	0.0
FAEL204_pos	0.20955456846209347	0.04358296454911647	0.09941972930191675	0.18058622359176385	0.0
FAEL205_pos	0.20955456846209347	0.04358296454911647	0.09941972930191675	0.18058622359176385	0.0
FAH1_pos	0.0	0.0	0.0	0.0	0.0
FAH2_pos	0.0	0.0	0.0	0.0	0.0
FAH3_pos	0.0	0.0	0.0	0.0	0.0
FALDH_pos	0.0	0.0	0.0	0.0	0.0
FALDH_neg	0.0	0.0	0.0	0.0	0.0
FALDtly_pos	0.0	0.0	0.0	0.0	0.0
FALDtly_neg	0.0	0.0	0.0	0.0	0.0
FALDtm_pos	0.0	0.0	0.0	0.0	0.0
FALDtm_neg	0.0	0.0	0.0	0.0	0.0
FAOXC11_pos	0.0	0.0	0.0	0.0	0.0
FAOXC140_pos	0.0	0.0	0.0	0.0	0.0
FAOXC150m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC160_pos	0.0	0.0	0.0	0.0	0.0
FAOXC16080m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC16080x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC161802m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC16180m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC170m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC180_pos	0.0	0.0	0.0	0.0	0.0
FAOXC180x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC1811601m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC1811602m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC1811603m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC182806m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC18280m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC183803m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC183806m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC183806x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC18480m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC18480x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC200180m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC200180x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2031836m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC204_pos	0.0	0.0	0.0	0.0	0.0
FAOXC204184m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2051843m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2051843x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2242046m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2242046x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2251836m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2251836x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2252053m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2252053x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC226_pos	0.0	0.0	0.0	0.0	0.0
FAOXC226205m_pos	0.0	0.0	0.0	0.0	0.0
FAOXC226205x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC240200x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC241181x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2442246x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2452253x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC2452256x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC246226x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC260240x_pos	0.0	0.0	0.0	0.0	0.0
FAOXC80_pos	0.0	0.0	0.0	0.0	0.0
FAS100COA_pos	0.0	0.0	0.0	0.0	0.0
FAS120COA_pos	0.0	0.0	0.0	0.0	0.0
FAS140COA_pos	0.0	0.0	0.0	0.0	0.0
FAS160COA_pos	0.0	0.0	0.0	0.0	0.0
FAS180COA_pos	0.0	0.0	0.0	0.0	0.0
FAS80COA_L_pos	0.0	0.0	0.0	0.0	0.0
FATP1t_pos	3.985942409275218	4.472260107920616	3.802628226808603	3.712175597884782	3.4126734580139657
FATP1t_neg	3.985942409275218	4.472260107920616	3.802628226808603	3.712175597884782	3.4126734580139657
FATP2t_pos	0.0	0.0	0.0	0.0	0.0
FATP2t_neg	0.0	0.0	0.0	0.0	0.0
FATP3t_pos	0.0	0.0	0.0	0.0	0.0
FATP3t_neg	0.0	0.0	0.0	0.0	0.0
FATP4t_pos	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP4t_neg	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP5t_pos	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP5t_neg	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP6t_pos	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP6t_neg	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP7t_pos	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP7t_neg	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP8t_pos	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP8t_neg	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP9t_pos	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FATP9t_neg	1.0669232669967366	1.3486254111430083	0.6777372286733578	0.24706678846273744	0.0
FBA_pos	0.0	0.0	0.0	0.0	0.0
FBA_neg	0.0	0.0	0.0	0.0	0.0
FBA2_pos	0.0	0.0	0.0	0.0	0.0
FBA2_neg	0.0	0.0	0.0	0.0	0.0
FBA4_pos	0.0	0.0	0.0	0.0	0.0
FBA4_neg	0.0	0.0	0.0	0.0	0.0
FBA5_pos	0.0	0.0	0.0	0.0	0.0
FBA5_neg	0.0	0.0	0.0	0.0	0.0
FBP_pos	0.0	0.0	0.0	0.0	0.0
FBP26_pos	3.3012490356065607	3.1424288708702632	3.3227244480155393	3.248751694975049	3.2855030875374345
FCLTm_pos	0.0	0.0	0.0	0.0	0.0
FCOAH_pos	0.0	0.0	0.0	0.0	0.0
FDH_pos	0.0	0.0	0.0	0.0	0.0
FE2t_pos	0.0	0.0	0.0	0.0	0.0
FE2tm_pos	0.0	0.0	0.0	0.0	0.0
FE3R2e_pos	0.4275526504846767	0.09447281728561763	0.10930683999696468	0.24353879143588703	0.0
FK_pos	0.0	0.0	0.0	0.0	0.0
FKYNH_pos	0.0	0.0	0.0	0.0	0.0
FMNAT_pos	5.866605666015152	5.901719333442409	5.957122694305157	5.698954430070044	5.893674275102647
FOLR2_pos	0.0	0.0	0.0	0.0	0.0
FOLt2_pos	4.6562182182225875	3.9211722845018286	4.007894547448438	3.8604248374278236	3.853422289459337
FOLt2_neg	4.6562182182225875	3.9211722845018286	4.007894547448438	3.8604248374278236	3.853422289459337
FORMCOAtx_pos	0.0	0.0	0.0	0.0	0.0
FORMCOAtx_neg	0.0	0.0	0.0	0.0	0.0
FORt2m_pos	0.0	0.0	0.0	0.0	0.0
FORt2m_neg	0.0	0.0	0.0	0.0	0.0
FORtr_pos	0.0	0.0	0.0	0.0	0.0
FORtr_neg	0.0	0.0	0.0	0.0	0.0
FORtrn_pos	0.0	0.0	0.0	0.0	0.0
FORtrn_neg	0.0	0.0	0.0	0.0	0.0
FPGS_pos	0.0	0.0	0.0	0.0	0.0
FPGS2_pos	0.0	0.0	0.0	0.0	0.0
FPGS2m_pos	0.0	0.0	0.0	0.0	0.0
FPGS3_pos	0.0	0.0	0.0	0.0	0.0
FPGS3m_pos	0.0	0.0	0.0	0.0	0.0
FPGS4_pos	0.0	0.0	0.0	0.0	0.0
FPGS4m_pos	0.0	0.0	0.0	0.0	0.0
FPGS5_pos	0.0	0.0	0.0	0.0	0.0
FPGS5m_pos	0.0	0.0	0.0	0.0	0.0
FPGS6_pos	0.0	0.0	0.0	0.0	0.0
FPGS6m_pos	0.0	0.0	0.0	0.0	0.0
FPGS7_pos	0.0	0.0	0.0	0.0	0.0
FPGS7m_pos	0.0	0.0	0.0	0.0	0.0
FPGS8_pos	0.0	0.0	0.0	0.0	0.0
FPGS8m_pos	0.0	0.0	0.0	0.0	0.0
FPGS9_pos	0.0	0.0	0.0	0.0	0.0
FPGS9m_pos	0.0	0.0	0.0	0.0	0.0
FPGSm_pos	0.0	0.0	0.0	0.0	0.0
FRDPtc_pos	0.0	0.0	0.0	0.0	0.0
FRDPtc_neg	0.0	0.0	0.0	0.0	0.0
FRDPtr_pos	0.0	0.0	0.0	0.0	0.0
FRDPtr_neg	0.0	0.0	0.0	0.0	0.0
FRTT_pos	6.354781409897808	6.392798145876335	6.447712848912656	6.543054379652055	5.659824087287748
FRUt1r_pos	4.620849230827278	4.295276287152033	4.646908350133161	4.487973432661266	4.81056429202805
FRUt1r_neg	4.620849230827278	4.295276287152033	4.646908350133161	4.487973432661266	4.81056429202805
FRUt4_pos	0.15341200704015825	0.161905583935154	0.08602531645649367	0.13185208228542084	0.22083443718195897
FRUt4_neg	0.15341200704015825	0.161905583935154	0.08602531645649367	0.13185208228542084	0.22083443718195897
FT_pos	0.0	0.0	0.0	0.0	0.0
FTCD_pos	0.0	0.0	0.0	0.0	0.2727032794619356
FTHFCL_pos	0.0	0.0	0.0	0.0	0.0
FTHFDH_pos	0.0	0.0	0.0	0.0	0.0
FTHFL_pos	0.0	0.0	0.0	0.0	0.0
FTHFLm_pos	0.0	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUC14GALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUCACGALFUCGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUCACNGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUCACNGALACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCASE2e_pos	4.5137437066807555	3.721897642596487	4.770668567142022	4.602996802751663	4.969121473298994
FUCASE2ly_pos	5.712531824776461	5.688331711350234	5.832773587773793	5.4998496849529745	6.202318850084567
FUCASEe_pos	4.5137437066807555	3.721897642596487	4.770668567142022	4.602996802751663	4.969121473298994
FUCASEly_pos	5.712531824776461	5.688331711350234	5.832773587773793	5.4998496849529745	6.202318850084567
FUCFUC12GAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_pos	0.0	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_neg	0.0	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_pos	0.0	0.0	0.0	0.0	0.0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_neg	0.0	0.0	0.0	0.0	0.0
